player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Jaylen Waddle,WR,MIA,NA,NA,5.2,67.5,NA,NA,0.4,0.1,0.6,NA,0,0,9,NA,19790,FantasyPros,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,3.4,59.7,NA,NA,0.4,0.5,3.7,NA,0.1,0,9,NA,23677,FantasyPros,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,4.8,67.1,NA,NA,0.3,0.5,2.5,NA,0,0,8.9,NA,22916,FantasyPros,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.6,65.8,NA,NA,0.4,0,0,NA,0,0,8.9,NA,18218,FantasyPros,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,5.1,60.6,NA,NA,0.5,0,0.1,NA,0,0,8.9,NA,11616,FantasyPros,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,4.9,64.7,NA,NA,0.4,0,0.4,NA,0,0.1,8.9,NA,25417,FantasyPros,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,4.3,55.9,NA,NA,0.4,1.2,6.7,NA,0.1,0,8.8,NA,23019,FantasyPros,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,NA,4.2,55.9,NA,NA,0.5,0,0.2,NA,0,0,8.5,NA,23064,FantasyPros,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,NA,4.6,64.2,NA,NA,0.4,0,0.1,NA,0,0,8.5,NA,26122,FantasyPros,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAC,NA,NA,4.3,60.8,NA,NA,0.4,0.2,1.4,NA,0,0,8.5,NA,23000,FantasyPros,16618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel Sr.,WR,WAS,NA,NA,4.2,50.4,NA,NA,0.3,1.8,9.5,NA,0.1,0,8.4,NA,18244,FantasyPros,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,5.5,65.6,NA,NA,0.3,0,0.5,NA,0,0,8.4,NA,18598,FantasyPros,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.6,58.5,NA,NA,0.4,0,0,NA,0,0.1,8.1,NA,17253,FantasyPros,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,4.2,64.1,NA,NA,0.3,0.3,1.7,NA,0,0,8.1,NA,26214,FantasyPros,16622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.1,56.7,NA,NA,0.4,0,0.1,NA,0,0,7.8,NA,19278,FantasyPros,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin Jr.,WR,TB,NA,NA,5.1,57.5,NA,NA,0.3,0.1,0.5,NA,0,0,7.6,NA,16406,FantasyPros,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,4.1,55.1,NA,NA,0.3,0,0,NA,0,0,7.5,NA,19211,FantasyPros,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.2,56.3,NA,NA,0.3,0,0.1,NA,0,0,7.4,NA,20111,FantasyPros,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4,54.6,NA,NA,0.3,0.1,0.3,NA,0,0,7.4,NA,18466,FantasyPros,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,NA,3.4,51.4,NA,NA,0.4,0,0.1,NA,0,0,7.3,NA,26019,FantasyPros,16617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.3,49.7,NA,NA,0.3,0,0.1,NA,0,0,7,NA,19222,FantasyPros,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,3.6,52.9,NA,NA,0.3,0,0.1,NA,0,0,6.9,NA,19590,FantasyPros,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,NA,3.6,52.8,NA,NA,0.3,0.2,1.2,NA,0,0,6.9,NA,17258,FantasyPros,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,NA,4.2,58.1,NA,NA,0.2,0,0.2,NA,0,0,6.8,NA,19201,FantasyPros,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,NA,4.1,48.9,NA,NA,0.3,0,0.2,NA,0,0,6.7,NA,16433,FantasyPros,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,3.2,44.9,NA,NA,0.3,0.1,0.4,NA,0,0,6.6,NA,23107,FantasyPros,16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,4,47.6,NA,NA,0.3,0,0.2,NA,0,0,6.5,NA,23748,FantasyPros,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,NA,4.6,48.7,NA,NA,0.3,0,0.4,NA,0,0,6.5,NA,13981,FantasyPros,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,4.8,48,NA,NA,0.3,0.1,1.1,NA,0,0,6.5,NA,22985,FantasyPros,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,3.5,44.9,NA,NA,0.3,0.3,1.7,NA,0,0,6.4,NA,24687,FantasyPros,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,3,48.2,NA,NA,0.2,0.1,0.4,NA,0,0,6.3,NA,18706,FantasyPros,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,3.1,42.6,NA,NA,0.3,0.7,3.6,NA,0,0,6.2,NA,25337,FantasyPros,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,NA,3.3,33.2,NA,NA,0.2,1.9,11,NA,0.1,0.1,6.1,NA,26314,FantasyPros,16684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,NA,3.6,42.9,NA,NA,0.3,0,0.3,NA,0,0.1,5.9,NA,27059,FantasyPros,17073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,NA,3.4,45.5,NA,NA,0.2,0,0.1,NA,0,0,5.8,NA,17268,FantasyPros,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.3,40.1,NA,NA,0.2,0,0,NA,0,0,5.5,NA,23791,FantasyPros,15768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,2.5,31.5,NA,NA,0.2,1.4,6.9,NA,0,0,5.4,NA,18520,FantasyPros,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,3,36,NA,NA,0.3,0,0,NA,0,0,5.4,NA,23770,FantasyPros,15788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAC,NA,NA,3.4,38.8,NA,NA,0.3,0,0.6,NA,0,0.1,5.4,NA,26034,FantasyPros,17074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,NA,3.4,37.7,NA,NA,0.2,0.1,0.8,NA,0,0,5.3,NA,23092,FantasyPros,16619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,NA,NA,3.3,37.9,NA,NA,0.2,0,0.1,NA,0,0,5.2,NA,18226,FantasyPros,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2.5,36.5,NA,NA,0.2,0,0.1,NA,0,0,5.1,NA,19794,FantasyPros,15293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,2.7,33,NA,NA,0.2,0.3,1.5,NA,0,0.1,4.8,NA,23080,FantasyPros,16189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.3,35.2,NA,NA,0.2,0,0.3,NA,0,0,4.8,NA,24706,FantasyPros,16187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,BUF,NA,NA,2.4,35.3,NA,NA,0.2,0,0,NA,0,0,4.7,NA,22845,FantasyPros,15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,2.6,34.5,NA,NA,0.2,0,0.1,NA,0,0,4.6,NA,22989,FantasyPros,16193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tory Horton,WR,SEA,NA,NA,2.4,32.1,NA,NA,0.2,0,0.5,NA,0,0,4.5,NA,26022,FantasyPros,17098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,2.4,28.1,NA,NA,0.3,0,0.1,NA,0,0,4.4,NA,25333,FantasyPros,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,NA,NA,3,34.3,NA,NA,0.2,0.1,0.6,NA,0,0,4.3,NA,24371,FantasyPros,17076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,NA,2,28.6,NA,NA,0.2,0.1,0.6,NA,0,0,4.3,NA,22913,FantasyPros,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,NA,NA,2.6,26.9,NA,NA,0.2,0.4,1.7,NA,0,0,4.2,NA,26136,FantasyPros,16639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAC,NA,NA,2.5,30.7,NA,NA,0.1,0.5,2.3,NA,0,0,4.1,NA,20113,FantasyPros,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,2.7,29.6,NA,NA,0.2,0,0,NA,0,0,4,NA,16427,FantasyPros,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,NA,NA,2.5,27.2,NA,NA,0.2,0.2,1.5,NA,0,0,4,NA,15569,FantasyPros,12658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton Jr.,WR,LV,NA,NA,2.2,29.1,NA,NA,0.1,0,0.1,NA,0,0,3.8,NA,27288,FantasyPros,17087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,NA,2.2,23,NA,NA,0.2,0,0.2,NA,0,0,3.4,NA,12122,FantasyPros,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,NA,1.6,22.1,NA,NA,0.2,0,0.1,NA,0,0,3.4,NA,19747,FantasyPros,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,NYJ,NA,NA,1.6,22.3,NA,NA,0.2,0,0,NA,0,0,3.3,NA,16439,FantasyPros,13168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,NA,2.1,23.3,NA,NA,0.2,0,0.2,NA,0,0,3.2,NA,23106,FantasyPros,16192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,NA,1.9,25.5,NA,NA,0.1,0,0.1,NA,0,0,3.2,NA,17066,FantasyPros,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,NA,1.8,23.3,NA,NA,0.1,0.1,0.2,NA,0,0,3.2,NA,27077,FantasyPros,17083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,NA,1.4,21.9,NA,NA,0.1,0,0.1,NA,0,0,3.1,NA,15665,FantasyPros,12785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,NA,1.7,19.8,NA,NA,0.2,0,0,NA,0,0,2.9,NA,26403,FantasyPros,16809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,1.6,20.2,NA,NA,0.2,0,-0.1,NA,0,0,2.9,NA,24177,FantasyPros,15786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,NA,2.2,20.5,NA,NA,0.1,0.1,0.9,NA,0,0,2.9,NA,25304,FantasyPros,16342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,1.5,21.5,NA,NA,0.1,0,0.6,NA,0,0,2.9,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,NA,NA,1.7,23.2,NA,NA,0.1,0,0,NA,0,0,2.9,NA,16443,FantasyPros,13172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,1.8,20.5,NA,NA,0.1,0.1,0.4,NA,0,0,2.8,NA,25332,FantasyPros,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,NA,1.5,22.5,NA,NA,0.1,0,0.1,NA,0,0.1,2.7,NA,24357,FantasyPros,16626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1.6,19.7,NA,NA,0.1,0.1,0.6,NA,0,0,2.7,NA,16081,FantasyPros,13066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,1.6,14.9,NA,NA,0.1,0.9,3.8,NA,0,0,2.7,NA,18585,FantasyPros,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,1.4,18.1,NA,NA,0.1,0,0.1,NA,0,0,2.7,NA,25335,FantasyPros,16207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,NA,1.5,17.1,NA,NA,0.1,0,0.1,NA,0,0,2.6,NA,16489,FantasyPros,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,1.8,19.7,NA,NA,0.1,0,0.3,NA,0,0,2.5,NA,26162,FantasyPros,16624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,1.1,15.5,NA,NA,0.2,0,0,NA,0,0,2.5,NA,17301,FantasyPros,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,NA,NA,1.1,12.6,NA,NA,0.1,0.9,3.6,NA,0.1,0,2.5,NA,20114,FantasyPros,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,TEN,NA,NA,1.8,19.3,NA,NA,0.1,0,0,NA,0,0,2.5,NA,13971,FantasyPros,12187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,NO,NA,NA,1.5,17.1,NA,NA,0.1,0,0,NA,0,0,2.4,NA,17262,FantasyPros,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,NA,1.3,16.1,NA,NA,0.1,0.4,2,NA,0,0,2.4,NA,23135,FantasyPros,16633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,NA,1.1,15.3,NA,NA,0.1,0,0,NA,0,0,2.4,NA,11606,FantasyPros,11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,1.4,15.6,NA,NA,0.1,0,0.1,NA,0,0,2.3,NA,13429,FantasyPros,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,NA,NA,1.2,16.8,NA,NA,0.1,0.1,0.3,NA,0,0,2.2,NA,26215,FantasyPros,17072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,NA,1.2,12.5,NA,NA,0.1,1,4,NA,0,0,2.2,NA,27315,FantasyPros,17171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,NA,1.3,15.3,NA,NA,0.1,0.3,1.6,NA,0,0,2.2,NA,26398,FantasyPros,16778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,NA,1.5,12.8,NA,NA,0.1,0,0,NA,0,0,2.1,NA,18345,FantasyPros,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,NA,1.2,14.3,NA,NA,0.1,0,0.2,NA,0,0,2.1,NA,26328,FantasyPros,16635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,1.2,15.3,NA,NA,0.1,0,0,NA,0,0,2,NA,18633,FantasyPros,14864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaux Collins,WR,NYG,NA,NA,1.2,14.2,NA,NA,0.1,0,0,NA,0,0,1.9,NA,22925,FantasyPros,17303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,NA,NA,1,13,NA,NA,0.1,0,0.2,NA,0,0,1.9,NA,27446,FantasyPros,17157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Lane,WR,WAS,NA,NA,1.2,13.4,NA,NA,0.1,0,0,NA,0,0,1.8,NA,27454,FantasyPros,17184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,NA,1.2,13.2,NA,NA,0.1,0.2,0.4,NA,0,0,1.7,NA,27487,FantasyPros,17134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,NA,1,12.5,NA,NA,0.1,0,0.3,NA,0,0,1.7,NA,20126,FantasyPros,15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.8,11.9,NA,NA,0.1,0,0.1,NA,0,0,1.7,NA,19801,FantasyPros,15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,ARI,NA,NA,1.1,11,NA,NA,0.1,0,0.2,NA,0,0,1.7,NA,16431,FantasyPros,13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Lovett,WR,DET,NA,NA,0.7,10.2,NA,NA,0.1,0.1,0.3,NA,0,0,1.7,NA,26013,FantasyPros,17255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,NA,NA,1,10.7,NA,NA,0.1,0,0.4,NA,0,0,1.6,NA,16434,FantasyPros,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,NA,1,10.9,NA,NA,0.1,0.1,0.8,NA,0,0,1.6,NA,27122,FantasyPros,17080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,JAC,NA,NA,0.9,11.1,NA,NA,0.1,0,0,NA,0,0,1.5,NA,16556,FantasyPros,13377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,1,11.2,NA,NA,0.1,0,0.1,NA,0,0,1.5,NA,25631,FantasyPros,16949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,NA,0.9,10.7,NA,NA,0.1,0,0.1,NA,0,0,1.4,NA,23101,FantasyPros,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,NA,0.9,10.1,NA,NA,0.1,0,0.1,NA,0,0,1.4,NA,27224,FantasyPros,17078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,0.8,9.5,NA,NA,0.1,0,0.1,NA,0,0,1.3,NA,27076,FantasyPros,17086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.7,8.6,NA,NA,0.1,0,0.4,NA,0,0,1.2,NA,22785,FantasyPros,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,NA,NA,0.6,8.5,NA,NA,0.1,0.1,0.3,NA,0,0,1.2,NA,26011,FantasyPros,16621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,NA,0.8,8.5,NA,NA,0.1,0.1,0.3,NA,0,0,1.2,NA,27147,FantasyPros,17079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,NA,0.9,8.8,NA,NA,0.1,0,0,NA,0,0,1.2,NA,27211,FantasyPros,17082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.5,5.3,NA,NA,0.1,0.7,3.2,NA,0,0.1,1.2,NA,25334,FantasyPros,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arian Smith,WR,NYJ,NA,NA,0.7,7.6,NA,NA,0.1,0.2,0.8,NA,0,0,1.1,NA,22965,FantasyPros,17175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,SF,NA,NA,0.4,8.6,NA,NA,0,0.1,0.1,NA,0,0,1.1,NA,17528,FantasyPros,13793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.6,9.3,NA,NA,0,0,0,NA,0,0,1.1,NA,23905,FantasyPros,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,NA,NA,0.7,7.2,NA,NA,0.1,0,0.1,NA,0,0,1.1,NA,26409,FantasyPros,16788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,NA,0.6,7.5,NA,NA,0,0,0,NA,0,0,0.9,NA,19483,FantasyPros,14858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,PHI,NA,NA,0.6,6.3,NA,NA,0,0,0,NA,0,0,0.9,NA,22895,FantasyPros,15759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,NA,0.4,5,NA,NA,0,0.1,0.4,NA,0,0,0.7,NA,15654,FantasyPros,12773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,NA,0.4,4.4,NA,NA,0,0,0,NA,0,0,0.6,NA,25339,FantasyPros,16393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrell Shavers,WR,BUF,NA,NA,0.2,2.3,NA,NA,0,0,0,NA,0,0,0.3,NA,25813,FantasyPros,16451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,0.2,2.3,NA,NA,0,0,0,NA,0,0,0.3,NA,27294,FantasyPros,17234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield Sr.,WR,DEN,NA,NA,0.2,1.7,NA,NA,0,0,0,NA,0,0,0.3,NA,17888,FantasyPros,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0,0.3,NA,NA,0,0.3,1.1,NA,0,0,0.2,NA,18656,FantasyPros,14315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.1,1.3,NA,NA,0,0,0.1,NA,0,0,0.2,NA,24372,FantasyPros,17205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.1,1.1,NA,NA,0,0,0.1,NA,0,0,0.1,NA,22956,FantasyPros,16632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,NO,NA,NA,0.1,1.2,NA,NA,0,0,0,NA,0,0,0.1,NA,25331,FantasyPros,16199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,0,0,0.1,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tai Felton,WR,MIN,NA,NA,0.1,0.8,NA,NA,0,0,0,NA,0,0,0.1,NA,27182,FantasyPros,17097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Brownlee,WR,KC,NA,NA,0.1,0.7,NA,NA,0,0,0,NA,0,0,0.1,NA,25754,FantasyPros,16423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.7,6.7,77.5,NA,NA,1,0.1,0.7,NA,0,0,15.78,NA,16373,FleaFlicker,15287,NA,NA,NA,NA,NA,8,@CINSun 4:25 PM,WR4,1,78.2,99%,NA
Emeka Egbuka,WR,TB,NA,4.9,4.9,66,NA,NA,1,0.2,1.1,NA,0,0.1,14.6,NA,19261,FleaFlicker,17081,NA,NA,NA,NA,NA,9,@SEASun 4:05 PM,WR17,1,67.2,94%,NA
