player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Harold Fannin Jr.,TE,CLE,NA,7.5,4.63,44.68,NA,NA,0.23,NA,8.72,NA,56414,FanDuel,17103,1.07,3.98,0.04,NA,NA,NA,NA,NA,NA,0,0,0,0,0,7,96,22,8,Cleveland Browns,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY
Brock Bowers,TE,LV,NA,7.1,4.56,52.05,NA,NA,0.17,NA,8.66,NA,55931,FanDuel,16641,0.24,0.94,0.01,NA,NA,NA,NA,NA,NA,0,0,0,0,0,8,98,9,35,Las Vegas Raiders,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Brenton Strange,TE,JAC,NA,6.08,4,43.56,NA,NA,0.36,NA,8.5,NA,55757,FanDuel,16269,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,101,27,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Travis Kelce,TE,KC,NA,6.15,4.13,45.06,NA,NA,0.28,NA,8.21,NA,52104,FanDuel,11244,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,107,10,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
Jake Ferguson,TE,DAL,NA,6.25,4.63,36.53,NA,NA,0.38,NA,8.11,NA,55396,FanDuel,15799,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,11,108,8,9,Dallas Cowboys,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY
Hunter Henry,TE,NE,NA,5.36,3.55,42.01,NA,NA,0.32,NA,7.9,NA,53079,FanDuel,12676,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,12,111,15,19,New England Patriots,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Dalton Schultz,TE,HOU,NA,6.17,4.04,37.14,NA,NA,0.32,NA,7.65,NA,54022,FanDuel,13772,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,13,117,26,13,Houston Texans,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Dalton Kincaid,TE,BUF,NA,4.76,3.5,39.51,NA,NA,0.23,NA,7.04,NA,55586,FanDuel,16213,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,129,6,4,Buffalo Bills,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Theo Johnson,TE,NYG,NA,4.79,3.24,35.99,NA,NA,0.3,NA,7.02,NA,56025,FanDuel,16649,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,131,32,21,New York Giants,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
Dallas Goedert,TE,PHI,NA,4.94,3.45,35.75,NA,NA,0.23,NA,6.64,NA,53795,FanDuel,13674,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,138,25,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Oronde Gadsden,TE,LAC,NA,4.89,3.33,38.43,NA,NA,0.18,NA,6.55,NA,56472,FanDuel,17099,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17,144,13,34,Los Angeles Chargers,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
T.J. Hockenson,TE,MIN,NA,5.4,3.62,33.46,NA,NA,0.23,NA,6.54,NA,54137,FanDuel,14138,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,18,145,29,18,Minnesota Vikings,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY
Mason Taylor,TE,NYJ,NA,5.49,3.67,34.83,NA,NA,0.15,NA,6.2,NA,56283,FanDuel,17106,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19,151,7,22,New York Jets,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Darren Waller,TE,MIA,NA,4.73,3.07,34.49,NA,NA,0.2,NA,6.18,NA,52802,FanDuel,12263,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,20,154,20,17,Miami Dolphins,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
Isaiah Likely,TE,BAL,NA,3.69,2.52,32.01,NA,NA,0.28,NA,6.1,NA,55282,FanDuel,15798,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,156,30,3,Baltimore Ravens,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
AJ Barner,TE,SEA,NA,3.96,2.79,26.27,NA,NA,0.27,NA,5.95,NA,56078,FanDuel,16723,0.62,2.32,0.02,NA,NA,NA,NA,NA,NA,0,0,0,0,0,22,160,19,28,Seattle Seahawks,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Colby Parkinson,TE,LA,NA,4.02,2.74,27.76,NA,NA,0.26,NA,5.69,NA,54804,FanDuel,14871,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,166,17,33,Los Angeles Rams,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Colston Loveland,TE,CHI,NA,4.15,2.7,29.66,NA,NA,0.21,NA,5.58,NA,56251,FanDuel,17104,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,24,168,4,6,Chicago Bears,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY
Mike Gesicki,TE,CIN,NA,4,2.68,27.7,NA,NA,0.2,NA,5.31,NA,53784,FanDuel,13672,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,180,18,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
Evan Engram,TE,DEN,NA,4.89,3.52,26.29,NA,NA,0.15,NA,5.23,NA,53441,FanDuel,13189,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,26,182,11,10,Denver Broncos,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Chigoziem Okonkwo,TE,TEN,NA,4.28,2.91,27.61,NA,NA,0.14,NA,5.04,NA,55293,FanDuel,15889,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27,186,24,31,Tennessee Titans,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY
Ross Dwelley,TE,DET,NA,3.8,2.61,25.27,NA,NA,0.19,NA,4.95,NA,54055,FanDuel,13988,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,28,188,3,11,Detroit Lions,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Cole Kmet,TE,CHI,NA,3.39,2.25,24.35,NA,NA,0.16,NA,4.5,NA,54510,FanDuel,14867,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,29,197,4,6,Chicago Bears,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY
Pat Freiermuth,TE,PIT,NA,3.14,2.24,23.2,NA,NA,0.17,NA,4.42,NA,54891,FanDuel,15331,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,198,21,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
Taysom Hill,TE,NO,NA,0.94,0.66,6.67,NA,NA,0.04,NA,4.15,NA,53715,FanDuel,13424,3.98,19.3,0.18,NA,NA,NA,NA,NA,NA,0,0,0,0,0,31,203,23,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Daniel Bellinger,TE,NYG,NA,2.87,2.05,21.96,NA,NA,0.16,NA,4.14,NA,55285,FanDuel,15873,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,32,204,32,21,New York Giants,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
Jonnu Smith,TE,PIT,NA,3.14,2.22,20.53,NA,NA,0.17,NA,4.12,NA,53510,FanDuel,13193,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,33,205,21,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
Gunnar Helm,TE,TEN,NA,3.62,2.46,21.91,NA,NA,0.12,NA,4.1,NA,56361,FanDuel,17105,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,34,206,24,31,Tennessee Titans,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY
Payne Durham,TE,TB,NA,3.17,2.11,20.3,NA,NA,0.17,NA,4.07,NA,55808,FanDuel,16218,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,35,207,16,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Noah Fant,TE,CIN,NA,2.91,2.13,21.56,NA,NA,0.14,NA,4.04,NA,54136,FanDuel,14137,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,36,208,18,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
Dawson Knox,TE,BUF,NA,2.85,1.96,21.56,NA,NA,0.15,NA,4.02,NA,54230,FanDuel,14143,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,37,209,6,4,Buffalo Bills,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Michael Mayer,TE,LV,NA,3.87,2.41,22.87,NA,NA,0.08,NA,3.97,NA,55578,FanDuel,16212,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,38,211,9,35,Las Vegas Raiders,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Ja'Tavion Sanders,TE,CAR,NA,3.03,2.16,20.06,NA,NA,0.12,NA,3.77,NA,56003,FanDuel,16643,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,39,216,12,5,Carolina Panthers,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Tommy Tremble,TE,CAR,NA,2.73,1.87,17.39,NA,NA,0.13,NA,3.43,NA,54965,FanDuel,15332,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,40,222,12,5,Carolina Panthers,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
David Njoku,TE,CLE,NA,3.26,1.91,15.49,NA,NA,0.11,NA,3.14,NA,53429,FanDuel,13192,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,41,229,22,8,Cleveland Browns,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY
Luke Musgrave,TE,GB,NA,2.43,1.68,15.87,NA,NA,0.11,NA,3.07,NA,55616,FanDuel,16215,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42,232,5,12,Green Bay Packers,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Darnell Washington,TE,PIT,NA,2.2,1.55,16.25,NA,NA,0.11,NA,3.04,NA,55776,FanDuel,16216,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43,234,21,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
John Bates,TE,WSH,NA,2.2,1.56,14.34,NA,NA,0.09,NA,2.71,NA,55089,FanDuel,15344,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,44,242,31,32,Washington Commanders,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
Noah Gray,TE,KC,NA,2.05,1.38,14.71,NA,NA,0.09,NA,2.7,NA,55048,FanDuel,15337,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,45,243,10,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
Greg Dulcich,TE,MIA,NA,2.13,1.39,14.33,NA,NA,0.09,NA,2.65,NA,55475,FanDuel,15797,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,46,245,20,17,Miami Dolphins,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
Terrance Ferguson,TE,LA,NA,1.83,1.22,13.06,NA,NA,0.12,NA,2.62,NA,56313,FanDuel,17107,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,47,247,17,33,Los Angeles Rams,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Elijah Arroyo,TE,SEA,NA,1.83,1.25,12.48,NA,NA,0.12,NA,2.57,NA,56390,FanDuel,17108,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,48,248,19,28,Seattle Seahawks,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Davis Allen,TE,LA,NA,1.83,1.25,12.03,NA,NA,0.12,NA,2.53,NA,55842,FanDuel,16219,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,49,249,17,33,Los Angeles Rams,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Ben Sinnott,TE,WSH,NA,1.88,1.36,12.28,NA,NA,0.09,NA,2.43,NA,55926,FanDuel,16644,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,50,255,31,32,Washington Commanders,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
Charlie Kolar,TE,BAL,NA,1.54,1.07,12.48,NA,NA,0.11,NA,2.42,NA,55566,FanDuel,15795,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,51,257,30,3,Baltimore Ravens,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
Austin Hooper,TE,NE,NA,1.67,1.15,12.84,NA,NA,0.08,NA,2.32,NA,53054,FanDuel,12677,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,52,259,15,19,New England Patriots,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Luke Schoonmaker,TE,DAL,NA,1.74,1.23,11.07,NA,NA,0.1,NA,2.3,NA,55592,FanDuel,16221,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,53,261,8,9,Dallas Cowboys,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY
Foster Moreau,TE,NO,NA,1.57,1.1,12.82,NA,NA,0.07,NA,2.23,NA,54273,FanDuel,14239,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,54,266,23,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Jeremy Ruckert,TE,NYJ,NA,1.88,1.27,11.6,NA,NA,0.05,NA,2.07,NA,55359,FanDuel,15796,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,55,271,7,22,New York Jets,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Elijah Higgins,TE,ARI,NA,1.73,1.17,11.16,NA,NA,0.06,NA,2.04,NA,55823,FanDuel,16333,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,56,274,2,1,Arizona Cardinals,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Tanner Hudson,TE,CIN,NA,1.45,1.02,10.16,NA,NA,0.08,NA,1.99,NA,54397,FanDuel,14370,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,57,275,18,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
John FitzPatrick,TE,GB,NA,1.52,1.05,9.59,NA,NA,0.07,NA,1.88,NA,55760,FanDuel,15925,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,58,281,5,12,Green Bay Packers,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Jackson Hawes,TE,BUF,NA,1.27,0.93,9.04,NA,NA,0.06,NA,1.71,NA,56419,FanDuel,17213,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,59,287,6,4,Buffalo Bills,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Cade Stover,TE,HOU,NA,1.3,0.9,8.06,NA,NA,0.07,NA,1.66,NA,56062,FanDuel,16642,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,60,289,26,13,Houston Texans,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Mo Alie-Cox,TE,IND,NA,1.35,0.86,9.48,NA,NA,0.04,NA,1.6,NA,53973,FanDuel,13246,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,61,292,1,14,Indianapolis Colts,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Adam Trautman,TE,DEN,NA,1.22,0.85,7.74,NA,NA,0.05,NA,1.48,NA,54566,FanDuel,14870,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,62,299,11,10,Denver Broncos,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Shane Zylstra,TE,DET,NA,1.21,0.83,7.29,NA,NA,0.06,NA,1.48,NA,55175,FanDuel,15604,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,62,299,3,11,Detroit Lions,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Feleipe Franks,TE,ATL,NA,0.96,0.66,6.51,NA,NA,0.04,NA,1.47,NA,55067,FanDuel,15244,0.55,2.1,0.01,NA,NA,NA,NA,NA,NA,0,0,0,0,0,64,301,14,2,Atlanta Falcons,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Brevyn Spann-Ford,TE,DAL,NA,1.04,0.75,6.89,NA,NA,0.06,NA,1.4,NA,56075,FanDuel,16647,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,65,305,8,9,Dallas Cowboys,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY
Drew Sample,TE,CIN,NA,1.09,0.78,6.27,NA,NA,0.06,NA,1.36,NA,54280,FanDuel,14146,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,66,307,18,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
Charlie Woerner,TE,ATL,NA,0.96,0.67,6.42,NA,NA,0.04,NA,1.22,NA,54786,FanDuel,14984,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,67,317,14,2,Atlanta Falcons,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Blake Whiteheart,TE,CLE,NA,1.14,0.71,6.38,NA,NA,0.04,NA,1.21,NA,56111,FanDuel,16940,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,68,318,22,8,Cleveland Browns,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY
Will Dissly,TE,LAC,NA,0.86,0.62,6.46,NA,NA,0.04,NA,1.2,NA,53853,FanDuel,13763,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,69,319,13,34,Los Angeles Chargers,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
Grant Calcaterra,TE,PHI,NA,0.87,0.59,6.13,NA,NA,0.04,NA,1.15,NA,55414,FanDuel,15804,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,70,322,25,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Ben Sims,TE,GB,NA,0.91,0.63,5.82,NA,NA,0.04,NA,1.14,NA,55788,FanDuel,16483,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,71,323,5,12,Green Bay Packers,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Durham Smythe,TE,CHI,NA,0.92,0.6,5.94,NA,NA,0.04,NA,1.13,NA,53972,FanDuel,13676,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,72,324,4,6,Chicago Bears,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY
Julian Hill,TE,MIA,NA,0.91,0.61,5.62,NA,NA,0.04,NA,1.09,NA,55753,FanDuel,16425,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,73,325,20,17,Miami Dolphins,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
Jelani Woods,TE,NYJ,NA,0.87,0.58,6.1,NA,NA,0.03,NA,1.06,NA,55399,FanDuel,15840,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,74,329,7,22,New York Jets,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Connor Heyward,TE,PIT,NA,0.31,0.22,2.1,NA,NA,0.02,NA,0.9,NA,55306,FanDuel,15800,0.8,3.04,0.03,NA,NA,NA,NA,NA,NA,0,0,0,0,0,75,332,21,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
Stone Smartt,TE,NYJ,NA,0.72,0.48,5.15,NA,NA,0.02,NA,0.88,NA,55515,FanDuel,16113,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,76,333,7,22,New York Jets,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Andrew Ogletree,TE,IND,NA,0.67,0.45,4.56,NA,NA,0.02,NA,0.8,NA,55667,FanDuel,15916,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,77,337,1,14,Indianapolis Colts,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Mitchell Evans,TE,CAR,NA,0.61,0.43,4.09,NA,NA,0.03,NA,0.8,NA,56418,FanDuel,17109,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,77,337,12,5,Carolina Panthers,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Josh Oliver,TE,MIN,NA,0.63,0.42,3.97,NA,NA,0.03,NA,0.79,NA,54399,FanDuel,14209,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,79,339,29,18,Minnesota Vikings,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY
Tyler Conklin,TE,LAC,NA,0.58,0.38,3.8,NA,NA,0.02,NA,0.69,NA,53898,FanDuel,13675,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,80,351,13,34,Los Angeles Chargers,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
Ian Thomas,TE,LV,NA,0.65,0.39,3.64,NA,NA,0.01,NA,0.62,NA,53897,FanDuel,13678,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,81,354,9,35,Las Vegas Raiders,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Chris Manhertz,TE,NYG,NA,0.32,0.22,2.24,NA,NA,0.02,NA,0.45,NA,53390,FanDuel,12955,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,82,361,32,21,New York Giants,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
Luke Farrell,TE,SF,NA,0.33,0.22,2.21,NA,NA,0.02,NA,0.45,NA,54992,FanDuel,15335,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,82,361,28,27,San Francisco 49ers,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY
Jake Tonges,TE,SF,NA,0.33,0.22,2.23,NA,NA,0.02,NA,0.45,NA,55404,FanDuel,16036,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,82,361,28,27,San Francisco 49ers,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY
Nick Kallerup,TE,SEA,NA,0.3,0.21,2.04,NA,NA,0.02,NA,0.43,NA,56545,FanDuel,17414,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,85,366,19,28,Seattle Seahawks,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Eric Saubert,TE,SEA,NA,0.3,0.21,1.93,NA,NA,0.02,NA,0.42,NA,53528,FanDuel,13315,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,86,369,19,28,Seattle Seahawks,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Hunter Long,TE,JAC,NA,0.33,0.21,1.88,NA,NA,0.02,NA,0.41,NA,55093,FanDuel,15334,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,87,372,27,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
David Martin-Robinson,TE,TEN,NA,0.33,0.22,2.04,NA,NA,0.01,NA,0.37,NA,56207,FanDuel,16831,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88,376,24,31,Tennessee Titans,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY
Carter Runyon,TE,LV,NA,0.32,0.2,1.98,NA,NA,0.01,NA,0.36,NA,56489,FanDuel,17385,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,89,378,9,35,Las Vegas Raiders,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Kylen Granson,TE,PHI,NA,0.29,0.19,1.98,NA,NA,0.01,NA,0.35,NA,55071,FanDuel,15419,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,90,380,25,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Keleki Latu,TE,BUF,NA,0.16,0.12,1.09,NA,NA,0.01,NA,0.23,NA,56560,FanDuel,17419,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91,407,6,4,Buffalo Bills,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Cade Otton,TE,TB,NA,0,0,0,NA,NA,0,NA,0,NA,55343,FanDuel,15802,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,16,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Teagan Quitoriano,TE,ATL,NA,0,0,0,NA,NA,0,NA,0,NA,55503,FanDuel,15905,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,14,2,Atlanta Falcons,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Devin Culp,TE,TB,NA,0,0,0,NA,NA,0,NA,0,NA,56230,FanDuel,16796,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,16,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Johnny Mundt,TE,JAC,NA,0,0,0,NA,NA,0,NA,0,NA,54117,FanDuel,13940,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,27,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Quintin Morris,TE,JAC,NA,0,0,0,NA,NA,0,NA,0,NA,55394,FanDuel,15341,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,27,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Thomas Fidone II,TE,NYG,NA,0,0,0,NA,NA,0,NA,0,NA,56502,FanDuel,17243,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,32,21,New York Giants,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
