player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,fumble_TD,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Justin Herbert,QB,LAC,NA,33.4,21.8,263.6,NA,1.8,0.5,NA,4.8,21.5,NA,0.1,0.2,19.7,NA,18635,FantasyPros,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,32,21.9,213.9,NA,1.5,0.6,NA,6.4,40.4,NA,0.3,0.2,19.6,NA,18600,FantasyPros,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes II,QB,KC,NA,35.3,23.3,248.4,NA,1.6,0.6,NA,4.6,24.9,NA,0.2,0.2,19.3,NA,16413,FantasyPros,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,IND,NA,31.1,20.2,226.1,NA,1.4,0.6,NA,5.2,24.9,NA,0.4,0.3,18.4,NA,18232,FantasyPros,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake Maye,QB,NE,NA,32.2,22,224.3,NA,1.4,0.7,NA,5.6,33.5,NA,0.2,0.3,18.2,NA,23046,FantasyPros,16580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,31.1,22.2,258.2,NA,2,0.6,NA,1.8,3.8,NA,0,0.2,18.1,NA,15501,FantasyPros,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.2,21.7,231.1,NA,1.6,0.8,NA,4.6,21.9,NA,0.1,0.2,17.2,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxson Dart,QB,NYG,NA,28.5,17.9,198.8,NA,1.2,0.7,NA,7.4,37.5,NA,0.3,0.2,17,NA,23160,FantasyPros,17032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35.7,23.7,248.1,NA,1.7,0.8,NA,2,8.3,NA,0.1,0.2,16.9,NA,15600,FantasyPros,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,35,22.4,216.4,NA,1.4,0.8,NA,4.9,22.5,NA,0.2,0.2,16.2,NA,22910,FantasyPros,16582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,32.5,21.6,236.5,NA,1.7,0.4,NA,1.4,0.5,NA,0,0.2,15.8,NA,9451,FantasyPros,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,32.1,20.9,229.4,NA,1.3,0.6,NA,4.2,17.5,NA,0.1,0.2,15.8,NA,23071,FantasyPros,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,LV,NA,33.2,22.3,243.4,NA,1.4,0.9,NA,3.2,13.3,NA,0.1,0.1,15.8,NA,11687,FantasyPros,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,32.3,22.4,234.6,NA,1.6,0.8,NA,1.7,6.8,NA,0,0.3,15.3,NA,19198,FantasyPros,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,31.6,19.9,196.9,NA,1.4,0.7,NA,2.4,16.2,NA,0.2,0.2,15.1,NA,22900,FantasyPros,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SEA,NA,31.4,20.7,235.9,NA,1.4,0.8,NA,2.2,7.8,NA,0.1,0.2,15,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,32.8,20.5,220.9,NA,1.3,0.8,NA,2.9,13.1,NA,0.1,0.2,15,NA,19780,FantasyPros,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,MIN,NA,31,19.5,213.3,NA,1.4,0.9,NA,3,12.8,NA,0.1,0.2,14.7,NA,15520,FantasyPros,12610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,32.1,21.5,227.7,NA,1.3,1,NA,1.9,8.9,NA,0.1,0.1,14.7,NA,18557,FantasyPros,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Rattler,QB,NO,NA,31.9,19.9,197.4,NA,1.3,0.7,NA,3.7,23.3,NA,0.1,0.3,14.6,NA,23081,FantasyPros,16586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,SF,NA,32.7,21.1,222.9,NA,1.2,0.8,NA,2.8,10.4,NA,0.1,0.3,13.6,NA,20156,FantasyPros,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillon Gabriel,QB,CLE,NA,32.2,20,203.5,NA,1,0.9,NA,3.2,14.2,NA,0.1,0.2,12.6,NA,23150,FantasyPros,17037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,BAL,NA,31.1,19,197.1,NA,1.2,0.6,NA,2.5,7,NA,0.1,0.3,12.4,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,30.7,18.2,191,NA,1,0.6,NA,2.9,13.1,NA,0.1,0.3,12.1,NA,24755,FantasyPros,17030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson Sr.,QB,IND,NA,0.6,0.4,4.8,NA,0,0,NA,0.5,2.4,NA,0,0,0.8,NA,24347,FantasyPros,16152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Milroe,QB,SEA,NA,0.4,0.3,3,NA,0,0,NA,0.7,2.9,NA,0.1,0,0.7,NA,22884,FantasyPros,17033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,MIA,NA,0.7,0.5,5,NA,0.1,0,NA,0.1,0.9,NA,0,0,0.5,NA,22679,FantasyPros,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Shough,QB,NO,NA,0.9,0.6,5.3,NA,0.1,0,NA,0.1,0.6,NA,0,0,0.5,NA,23096,FantasyPros,17039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,KC,NA,0.7,0.5,5.2,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.5,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,ARI,NA,0.7,0.5,4.5,NA,0.1,0,NA,0.2,0.8,NA,0,0,0.5,NA,15642,FantasyPros,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,WAS,NA,0.6,0.4,4.4,NA,0.1,0,NA,0.2,0.8,NA,0,0,0.5,NA,13890,FantasyPros,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,LV,NA,0.7,0.5,4.9,NA,0.1,0,NA,0.1,0.6,NA,0,0,0.5,NA,22722,FantasyPros,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Milton III,QB,DAL,NA,0.8,0.5,4.9,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.5,NA,25967,FantasyPros,16585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,0.6,0.4,4.7,NA,0.1,0,NA,0.1,0.6,NA,0,0,0.4,NA,10007,FantasyPros,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Trubisky,QB,BUF,NA,0.6,0.4,5,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.4,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,0.7,0.5,4.8,NA,0.1,0,NA,0.1,0.5,NA,0,0,0.4,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,0.7,0.4,4.5,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.4,NA,22799,FantasyPros,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,NYG,NA,0.6,0.4,4.1,NA,0.1,0,NA,0.2,0.7,NA,0,0,0.4,NA,11180,FantasyPros,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NYG,NA,0.6,0.4,4.1,NA,0.1,0,NA,0.2,0.7,NA,0,0,0.4,NA,13891,FantasyPros,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,JAC,NA,0.7,0.4,4.2,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.4,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,NE,NA,0.6,0.4,4,NA,0.1,0,NA,0.1,0.6,NA,0,0,0.4,NA,16417,FantasyPros,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LAR,NA,0.7,0.5,4.6,NA,0.1,0,NA,0.1,0.3,NA,0,0,0.4,NA,12208,FantasyPros,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,CAR,NA,0.6,0.4,3.9,NA,0.1,0,NA,0.1,0.6,NA,0,0,0.4,NA,9907,FantasyPros,10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,DEN,NA,0.7,0.4,3.7,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.4,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner McKee,QB,PHI,NA,0.5,0.3,3.4,NA,0.1,0,NA,0.2,0.3,NA,0,0,0.4,NA,24740,FantasyPros,15702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adrian Martinez,QB,SF,NA,0.9,0.6,7.6,NA,0,0,NA,0.1,0.5,NA,0,0,0.4,NA,23040,FantasyPros,16868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Mertz,QB,HOU,NA,1,0.7,7.4,NA,0,0,NA,0.1,0.5,NA,0,0,0.3,NA,23186,FantasyPros,17227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,CIN,NA,1.4,0.8,8.7,NA,0,0.1,NA,0.2,0.8,NA,0,0,0.3,NA,18323,FantasyPros,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,LAC,NA,0.7,0.4,4.8,NA,0,0,NA,0.1,0.6,NA,0,0,0.3,NA,20082,FantasyPros,15240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,TEN,NA,0.6,0.4,3.3,NA,0,0,NA,0.1,0.4,NA,0,0,0.2,NA,15745,FantasyPros,12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,TB,NA,0.5,0.4,2.9,NA,0,0,NA,0.1,0.2,NA,0,0,0.1,NA,12088,FantasyPros,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,DET,NA,0.4,0.3,3.2,NA,0,0,NA,0.1,0.1,NA,0,0,0.1,NA,17869,FantasyPros,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,0.7,0.5,4,NA,0,0.1,NA,0.1,0.5,NA,0,0.1,0.1,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,31,21,244.1,NA,2,0.5,110.1,6.9,34.7,NA,0.6,NA,26.03,NA,13761,FleaFlicker,13589,7,NESun 8:20 PM,NA,QB1,20/31,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,32,21.9,213.9,NA,2,0.6,108.7,6.4,40.4,NA,0.3,NA,23.03,NA,14664,FleaFlicker,14056,8,TENSun 4:05 PM,NA,QB16,21/31,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,35.3,23.3,248.4,NA,2,0.6,105.4,4.6,24.9,NA,0.2,NA,22.65,NA,12894,FleaFlicker,13116,0,@JACMon 8:15 PM,NA,QB6,23/35,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,33.4,21.8,263.6,NA,2,0.5,108.5,4.8,21.4,NA,0.1,NA,22.62,NA,15516,FleaFlicker,14779,2,WASSun 4:25 PM,NA,QB5,21/33,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,31.1,22.2,258.2,NA,2,0.6,117.4,1.8,3.8,NA,0,NA,22.07,NA,12102,FleaFlicker,12611,8,@CINSun 4:25 PM,NA,QB15,22/31,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35.7,23.7,248.1,NA,2,0.8,105.4,2,8.3,NA,0.1,NA,21.88,NA,12159,FleaFlicker,12620,0,@NYJSun 1:00 PM,NA,QB8,23/35,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,25.8,17.4,188,NA,1,0.4,103.3,9.8,41.4,NA,0.8,NA,20.94,NA,15581,FleaFlicker,14783,9,DENSun 1:00 PM,NA,QB3,17/25,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,32.5,21.6,236.5,NA,2,0.4,108.3,1.4,0.5,NA,0,NA,20.86,NA,6038,FleaFlicker,9431,8,SFL 23-26,20.86,QB18,21/32,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,NYJ,NA,28.6,18.9,208.5,NA,1,0.6,98.5,8.7,48.7,NA,0.5,NA,20.41,NA,16262,FleaFlicker,15238,9,DALSun 1:00 PM,NA,QB10,18/28,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.2,21.7,231.1,NA,2,0.8,107.7,4.6,21.9,NA,0.1,NA,20.35,NA,13758,FleaFlicker,13590,9,@SEASun 4:05 PM,NA,QB9,21/32,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake Maye,QB,NE,NA,32.2,22,224.3,NA,1,0.7,99,5.6,33.5,NA,0.2,NA,20.16,NA,18357,FleaFlicker,16580,4,@BUFSun 8:20 PM,NA,QB7,22/32,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,31.3,21.1,217.5,NA,1,0.6,98.5,8,44.8,NA,0.3,NA,19.9,NA,18372,FleaFlicker,16581,2,@LACSun 4:25 PM,NA,QB4,21/31,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,IND,NA,31.1,20.2,226.1,NA,1,0.6,97,5.2,24.9,NA,0.4,NA,18.58,NA,14668,FleaFlicker,14059,1,LVSun 1:00 PM,NA,QB17,20/31,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,32.3,22.4,234.6,NA,2,0.8,110.7,1.7,6.8,NA,0,NA,18.51,NA,15533,FleaFlicker,14778,2,@CARSun 1:00 PM,NA,QB26,22/32,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxson Dart,QB,NYG,NA,28.5,17.9,198.8,NA,1,0.7,94,7.4,37.5,NA,0.3,NA,17.67,NA,19253,FleaFlicker,17032,4,@NOSun 1:00 PM,NA,QB21,17/28,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,35,22.4,216.4,NA,1,0.8,89.7,4.9,22.5,NA,0.1,NA,16.15,NA,18362,FleaFlicker,16582,2,@PHISun 1:00 PM,NA,QB13,22/35,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,32.1,20.9,229.4,NA,1,0.6,94.4,4.2,17.4,NA,0.1,NA,16.12,NA,17589,FleaFlicker,16150,6,@BALSun 1:00 PM,NA,QB19,20/32,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,LV,NA,33.2,22.3,243.4,NA,1,0.9,98.4,3.2,13.3,NA,0.1,NA,15.74,NA,9372,FleaFlicker,11150,8,@INDSun 1:00 PM,NA,QB23,22/33,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,32.8,20.5,220.9,NA,1,0.8,93.2,2.9,13.1,NA,0.1,NA,15.12,NA,16242,FleaFlicker,15237,8,KCMon 8:15 PM,NA,QB22,20/32,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SEA,NA,31.4,20.7,235.9,NA,1,0.8,98.2,2.2,7.8,NA,0.1,NA,15.02,NA,13770,FleaFlicker,13592,8,TBSun 4:05 PM,NA,QB24,20/31,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Rattler,QB,NO,NA,31.9,19.9,197.4,NA,1,0.7,90.4,3.7,23.3,NA,0.1,NA,14.84,NA,18553,FleaFlicker,16586,1,NYGSun 1:00 PM,NA,QB31,19/31,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,31.6,19.9,196.9,NA,1,0.7,90.3,2.4,16.2,NA,0.2,NA,14.64,NA,17602,FleaFlicker,16148,4,MIASun 1:00 PM,NA,QB25,19/31,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,32.1,21.5,227.7,NA,1,1,83.7,1.9,8.9,NA,0.1,NA,14.63,NA,14906,FleaFlicker,14358,0,DETSun 4:25 PM,NA,QB30,21/32,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,MIN,NA,31,19.6,213.3,NA,1,0.9,95.6,3,12.8,NA,0.1,NA,14.43,NA,12032,FleaFlicker,12610,6,@CLESun 9:30 AM,NA,NA,19/30,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,SF,NA,32.7,21.1,222.9,NA,1,0.8,96.1,2.8,10.4,NA,0.1,NA,14.33,NA,16235,FleaFlicker,15241,4,@LARW 26-23,14.33,QB40,21/32,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillon Gabriel,QB,CLE,NA,32.2,20,203.5,NA,1,0.9,88.4,3.2,14.2,NA,0.1,NA,13.84,NA,19304,FleaFlicker,17037,9,MINSun 9:30 AM,NA,QB37,19/32,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,30.7,18.2,191,NA,1,0.6,89.7,2.9,13.1,NA,0.1,NA,13.56,NA,19243,FleaFlicker,17030,0,@ARISun 4:05 PM,NA,QB29,18/30,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,BAL,NA,31.1,19,197.1,NA,1,0.6,90.4,2.5,7,NA,0.1,NA,13.12,NA,13143,FleaFlicker,13124,7,HOUSun 1:00 PM,NA,NA,19/31,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Milroe,QB,SEA,NA,0.4,0.2,3,NA,0,0,0.4,0.8,2.9,NA,0.1,NA,0.8,NA,19327,FleaFlicker,17033,8,TBSun 4:05 PM,NA,NA,0/0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson,QB,IND,NA,0.6,0.4,4.8,NA,0,0,0.6,0.5,2.4,NA,0,NA,0.8,NA,17586,FleaFlicker,16152,1,LVSun 1:00 PM,NA,QB34,0/0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,MIA,NA,0.7,0.5,5,NA,0.1,0,0.7,0.1,0.8,NA,0,NA,0.54,NA,16233,FleaFlicker,15239,2,@CARSun 1:00 PM,NA,NA,0/0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Shough,QB,NO,NA,0.8,0.6,5.3,NA,0.1,0,0.8,0.1,0.6,NA,0,NA,0.52,NA,19321,FleaFlicker,17039,1,NYGSun 1:00 PM,NA,QB38,0/0,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,KC,NA,0.7,0.5,5.2,NA,0.1,0,0.7,0.1,0.5,NA,0,NA,0.51,NA,14860,FleaFlicker,14067,0,@JACMon 8:15 PM,NA,NA,0/0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,WAS,NA,0.6,0.4,4.4,NA,0.1,0,0.6,0.1,0.8,NA,0,NA,0.5,NA,11184,FleaFlicker,12141,2,@LACSun 4:25 PM,NA,QB42,0/0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,ARI,NA,0.7,0.5,4.5,NA,0.1,0,0.7,0.1,0.8,NA,0,NA,0.5,NA,12079,FleaFlicker,12616,8,TENSun 4:05 PM,NA,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,LV,NA,0.7,0.5,4.9,NA,0.1,0,0.7,0.1,0.6,NA,0,NA,0.5,NA,16811,FleaFlicker,15692,8,@INDSun 1:00 PM,NA,NA,0/0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Milton,QB,DAL,NA,0.8,0.5,4.9,NA,0.1,0,0.8,0.1,0.6,NA,0,NA,0.5,NA,18495,FleaFlicker,16585,0,@NYJSun 1:00 PM,NA,NA,0/0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
