player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Amon-Ra St. Brown,WR,DET,NA,8.02,5.63,61.61,NA,NA,0.43,0,0,NA,0,NA,11.54,NA,54885,FanDuel,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,13,69,9,11,Detroit Lions,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
D.J. Moore,WR,CHI,NA,9.02,5.82,60.08,NA,NA,0.35,0.52,2.55,NA,0.02,NA,11.35,NA,53776,FanDuel,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,71,25,6,Chicago Bears,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Mike Evans,WR,TB,NA,7.83,4.87,63.45,NA,NA,0.39,0,0,NA,0,NA,11.14,NA,52418,FanDuel,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,74,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Emeka Egbuka,WR,TB,NA,7.18,4.69,64.65,NA,NA,0.33,0.55,2.77,NA,0.01,NA,11.11,NA,56258,FanDuel,17081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,75,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
A.J. Brown,WR,PHI,NA,7.31,4.76,64.91,NA,NA,0.37,0,0,NA,0,NA,11.05,NA,54161,FanDuel,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17,78,29,24,Philadelphia Eagles,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Drake London,WR,ATL,NA,7.76,5.05,62.71,NA,NA,0.34,0,0,NA,0,NA,10.8,NA,55233,FanDuel,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,18,81,11,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Jaxon Smith-Njigba,WR,SEA,NA,7.02,4.56,61.73,NA,NA,0.34,0.32,1.55,NA,0.01,NA,10.65,NA,55595,FanDuel,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19,83,26,28,Seattle Seahawks,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Terry McLaurin,WR,WSH,NA,7.52,4.96,59.37,NA,NA,0.36,0,0,NA,0,NA,10.58,NA,54162,FanDuel,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,20,85,10,32,Washington Commanders,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Deebo Samuel,WR,WSH,NA,6.58,4.32,53.7,NA,NA,0.29,1.46,7.13,NA,0.11,NA,10.56,NA,54158,FanDuel,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,86,10,32,Washington Commanders,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Calvin Ridley,WR,TEN,NA,7.68,4.21,62.06,NA,NA,0.34,0.26,1.41,NA,0.01,NA,10.49,NA,53772,FanDuel,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,22,87,5,31,Tennessee Titans,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Jaylen Waddle,WR,MIA,NA,7.57,5.18,59.05,NA,NA,0.33,0,0,NA,0,NA,10.46,NA,54871,FanDuel,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,88,17,17,Miami Dolphins,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Keon Coleman,WR,BUF,NA,7.14,4.24,61.82,NA,NA,0.35,0,0,NA,0,NA,10.38,NA,55908,FanDuel,16617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,24,89,24,4,Buffalo Bills,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
George Pickens,WR,DAL,NA,6.57,3.96,59.03,NA,NA,0.42,0,0,NA,0,NA,10.34,NA,55267,FanDuel,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,90,30,9,Dallas Cowboys,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Tetairoa McMillan,WR,CAR,NA,7.3,4.38,60.56,NA,NA,0.35,0,0,NA,0,NA,10.33,NA,56250,FanDuel,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,26,91,14,5,Carolina Panthers,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Khalil Shakir,WR,BUF,NA,7.49,4.9,57.99,NA,NA,0.35,0,0,NA,0,NA,10.31,NA,55390,FanDuel,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27,92,24,4,Buffalo Bills,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Garrett Wilson,WR,NYJ,NA,6.8,4.62,63.72,NA,NA,0.28,0,0,NA,0,NA,10.28,NA,55264,FanDuel,15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,28,93,28,22,New York Jets,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Davante Adams,WR,LA,NA,7.53,4.48,54.89,NA,NA,0.42,0,0,NA,0,NA,10.27,NA,52438,FanDuel,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,29,94,3,33,Los Angeles Rams,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
D.K. Metcalf,WR,PIT,NA,7.29,4.16,57.53,NA,NA,0.38,0,0,NA,0,NA,10.05,NA,54159,FanDuel,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,96,23,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Chris Olave,WR,NO,NA,8.66,4.96,56.67,NA,NA,0.3,0,0,NA,0,NA,9.89,NA,55261,FanDuel,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,31,97,7,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Marquise Brown,WR,KC,NA,8.35,4.79,53.55,NA,NA,0.37,0,0,NA,0,NA,9.89,NA,54127,FanDuel,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,31,97,19,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Jakobi Meyers,WR,LV,NA,7.48,4.99,55.13,NA,NA,0.3,0,0,NA,0,NA,9.81,NA,54193,FanDuel,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,33,99,18,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Rome Odunze,WR,CHI,NA,7.5,4.38,56.31,NA,NA,0.33,0,0,NA,0,NA,9.74,NA,55911,FanDuel,16616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,34,100,25,6,Chicago Bears,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Jerry Jeudy,WR,CLE,NA,7.71,4.53,60.63,NA,NA,0.23,0,0,NA,0,NA,9.73,NA,54518,FanDuel,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,35,101,32,8,Cleveland Browns,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Rashid Shaheed,WR,NO,NA,7.33,4.18,56.8,NA,NA,0.28,0.26,1.41,NA,0.01,NA,9.59,NA,55472,FanDuel,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,36,102,7,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Ricky Pearsall,WR,SF,NA,6.69,3.95,52.09,NA,NA,0.28,0.3,1.54,NA,0.02,NA,9.12,NA,55925,FanDuel,16622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,37,105,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Travis Hunter,WR,JAC,NA,6.7,4.06,51.86,NA,NA,0.31,0,0,NA,0,NA,9.06,NA,56246,FanDuel,17074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,38,106,12,15,Jacksonville Jaguars,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
DeVonta Smith,WR,PHI,NA,6.11,4.28,50.03,NA,NA,0.31,0,0,NA,0,NA,9,NA,54877,FanDuel,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,39,107,29,24,Philadelphia Eagles,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Marvin Harrison Jr.,WR,ARI,NA,6.41,3.82,48.47,NA,NA,0.36,0,0,NA,0,NA,8.9,NA,55906,FanDuel,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,40,108,21,1,Arizona Cardinals,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Jameson Williams,WR,DET,NA,5.01,3.17,50.42,NA,NA,0.27,0.88,4.17,NA,0.03,NA,8.82,NA,55245,FanDuel,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,41,109,9,11,Detroit Lions,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Stefon Diggs,WR,NE,NA,7.39,4.89,44.51,NA,NA,0.32,0,0,NA,0,NA,8.78,NA,52804,FanDuel,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42,110,31,19,New England Patriots,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Keenan Allen,WR,LAC,NA,6.64,4.32,47.78,NA,NA,0.3,0,0,NA,0,NA,8.7,NA,52114,FanDuel,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43,111,13,34,Los Angeles Chargers,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Wan'Dale Robinson,WR,NYG,NA,7.51,4.89,47.6,NA,NA,0.24,0,0,NA,0,NA,8.67,NA,55262,FanDuel,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,44,112,27,21,New York Giants,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Cooper Kupp,WR,SEA,NA,5.94,3.83,49.8,NA,NA,0.24,0,0,NA,0,NA,8.3,NA,53448,FanDuel,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,45,116,26,28,Seattle Seahawks,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
JuJu Smith-Schuster,WR,KC,NA,6.07,4.12,45.33,NA,NA,0.27,0,0,NA,0,NA,8.11,NA,53422,FanDuel,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,46,118,19,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Matthew Golden,WR,GB,NA,6.1,3.54,44.32,NA,NA,0.3,0,0,NA,0,NA,7.98,NA,56262,FanDuel,17075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,47,119,4,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Marvin Mims,WR,DEN,NA,5.08,3.24,42.13,NA,NA,0.23,0.75,3.87,NA,0.03,NA,7.7,NA,55594,FanDuel,16189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,48,122,6,10,Denver Broncos,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Cedric Tillman,WR,CLE,NA,5.79,3.46,46.68,NA,NA,0.2,0,0,NA,0,NA,7.58,NA,55651,FanDuel,16191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,49,125,32,8,Cleveland Browns,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Josh Palmer,WR,BUF,NA,5.35,3.22,45.68,NA,NA,0.23,0,0,NA,0,NA,7.54,NA,54899,FanDuel,15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,50,126,24,4,Buffalo Bills,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Michael Pittman Jr.,WR,IND,NA,6.48,4.15,42.33,NA,NA,0.21,0,0,NA,0,NA,7.53,NA,54524,FanDuel,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,51,127,1,14,Indianapolis Colts,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Kayshon Boutte,WR,NE,NA,6.05,3.66,40.9,NA,NA,0.26,0,0,NA,0,NA,7.44,NA,55686,FanDuel,16193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,52,129,31,19,New England Patriots,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
KaVontae Turpin,WR,DAL,NA,2.77,1.71,20.69,NA,NA,0.14,4.64,24.48,NA,0.21,NA,7.15,NA,55345,FanDuel,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,53,133,30,9,Dallas Cowboys,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Xavier Legette,WR,CAR,NA,5.72,3.22,40.23,NA,NA,0.2,0.27,1.32,NA,0.01,NA,7.02,NA,55909,FanDuel,16639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,54,136,14,5,Carolina Panthers,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Rashod Bateman,WR,BAL,NA,4.25,2.54,38.67,NA,NA,0.31,0,0,NA,0,NA,7,NA,54860,FanDuel,15293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,55,137,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Tre Tucker,WR,LV,NA,4.99,3.14,37.91,NA,NA,0.24,0.24,1.08,NA,0.01,NA,6.97,NA,55732,FanDuel,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,56,138,18,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Quentin Johnston,WR,LAC,NA,5.06,3.03,39.23,NA,NA,0.25,0,0,NA,0,NA,6.94,NA,55579,FanDuel,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,57,140,13,34,Los Angeles Chargers,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Dyami Brown,WR,JAC,NA,4.47,2.53,34.49,NA,NA,0.2,1.37,7.27,NA,0.05,NA,6.92,NA,54897,FanDuel,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,58,142,12,15,Jacksonville Jaguars,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
Romeo Doubs,WR,GB,NA,5.14,3.01,37.59,NA,NA,0.27,0,0,NA,0,NA,6.84,NA,55278,FanDuel,15779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,59,143,4,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Malik Washington,WR,MIA,NA,4.82,3.1,30.86,NA,NA,0.23,1.3,6.09,NA,0.04,NA,6.79,NA,56117,FanDuel,16684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,60,144,17,17,Miami Dolphins,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Demario Douglas,WR,NE,NA,5.71,3.69,32.87,NA,NA,0.22,0.5,2.79,NA,0.02,NA,6.77,NA,55684,FanDuel,16342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,61,145,31,19,New England Patriots,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Sterling Shepard,WR,TB,NA,5.22,3.37,34.97,NA,NA,0.21,0.27,1.41,NA,0.01,NA,6.64,NA,53073,FanDuel,12658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,62,147,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Jayden Reed,WR,GB,NA,4.49,2.82,37.25,NA,NA,0.25,0,0,NA,0,NA,6.58,NA,55614,FanDuel,16184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,63,148,4,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Elic Ayomanor,WR,TEN,NA,5.12,3.04,38.69,NA,NA,0.2,0,0,NA,0,NA,6.55,NA,56302,FanDuel,17073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,64,149,5,31,Tennessee Titans,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Calvin Austin III,WR,PIT,NA,4.97,2.9,34.82,NA,NA,0.22,0,0,NA,0,NA,6.21,NA,55637,FanDuel,15777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,65,152,23,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Jayden Higgins,WR,HOU,NA,4.42,2.74,35.51,NA,NA,0.21,0,0,NA,0,NA,6.18,NA,56270,FanDuel,17083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,66,154,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Luther Burden III,WR,CHI,NA,4.72,2.77,34.47,NA,NA,0.17,0.26,1.24,NA,0.01,NA,6.02,NA,56269,FanDuel,17070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,67,159,25,6,Chicago Bears,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Jalen Nailor,WR,MIN,NA,4.75,2.87,32.03,NA,NA,0.23,0,0,NA,0,NA,5.98,NA,55424,FanDuel,15786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,68,161,20,18,Minnesota Vikings,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Hunter Renfrow,WR,CAR,NA,4.76,3.15,34.98,NA,NA,0.17,0,0,NA,0,NA,5.95,NA,54152,FanDuel,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,69,163,14,5,Carolina Panthers,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Darnell Mooney,WR,ATL,NA,4.53,2.63,35.65,NA,NA,0.14,0,0,NA,0,NA,5.74,NA,54612,FanDuel,14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,70,164,11,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Tyquan Thornton,WR,KC,NA,4.55,2.64,31.45,NA,NA,0.21,0,0,NA,0,NA,5.71,NA,55438,FanDuel,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,71,165,19,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Michael Wilson,WR,ARI,NA,4.16,2.54,30.76,NA,NA,0.18,0.29,1.55,NA,0.02,NA,5.68,NA,55649,FanDuel,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,72,166,21,1,Arizona Cardinals,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Dont'e Thornton Jr.,WR,LV,NA,4.27,2.65,30.61,NA,NA,0.21,0,0,NA,0,NA,5.63,NA,56295,FanDuel,17087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,73,167,18,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Jalen Tolbert,WR,DAL,NA,4.15,2.56,30.37,NA,NA,0.21,0,0,NA,0,NA,5.56,NA,55243,FanDuel,15788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,74,170,30,9,Dallas Cowboys,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Alec Pierce,WR,IND,NA,4.05,2.19,31.34,NA,NA,0.15,0,0,NA,0,NA,5.13,NA,55253,FanDuel,15768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,75,178,1,14,Indianapolis Colts,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Adam Thielen,WR,MIN,NA,3.8,2.57,24.41,NA,NA,0.21,0,0,NA,0,NA,4.99,NA,52572,FanDuel,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,76,180,20,18,Minnesota Vikings,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
DeAndre Hopkins,WR,BAL,NA,3.25,1.96,25.01,NA,NA,0.25,0,0,NA,0,NA,4.96,NA,52070,FanDuel,11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,77,181,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Allen Lazard,WR,NYJ,NA,3.89,2.32,27.13,NA,NA,0.14,0,0,NA,0,NA,4.73,NA,54118,FanDuel,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,78,187,28,22,New York Jets,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Andrei Iosivas,WR,CIN,NA,3.4,2.04,23.43,NA,NA,0.23,0,0,NA,0,NA,4.72,NA,55777,FanDuel,16207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,79,188,2,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
Jason Brownlee,WR,KC,NA,3.8,2.22,25.88,NA,NA,0.15,0,0,NA,0,NA,4.56,NA,55860,FanDuel,16423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,80,190,19,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Kendrick Bourne,WR,SF,NA,3.35,2.2,23.47,NA,NA,0.15,0,0,NA,0,NA,4.31,NA,53674,FanDuel,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,81,195,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Casey Washington,WR,ATL,NA,3.88,2.29,25,NA,NA,0.12,0,0,NA,0,NA,4.3,NA,56153,FanDuel,16760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,82,196,11,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Nick Westbrook-Ikhine,WR,MIA,NA,3.1,1.89,23.35,NA,NA,0.16,0,0,NA,0,NA,4.22,NA,54661,FanDuel,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,83,198,17,17,Miami Dolphins,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Jauan Jennings,WR,SF,NA,3.35,2.02,23.21,NA,NA,0.15,0,0,NA,0,NA,4.19,NA,54987,FanDuel,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,84,200,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Ray-Ray McCloud,WR,ATL,NA,3.23,2.11,24.52,NA,NA,0.1,0.28,1.49,NA,0.01,NA,4.1,NA,53961,FanDuel,13641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,85,202,11,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Tyler Lockett,WR,TEN,NA,2.88,1.87,23.59,NA,NA,0.13,0,0,NA,0,NA,4.05,NA,52807,FanDuel,12187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,86,203,5,31,Tennessee Titans,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Troy Franklin,WR,DEN,NA,3.63,2.06,22.39,NA,NA,0.14,0,0,NA,0,NA,4.05,NA,56064,FanDuel,16619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,86,203,6,10,Denver Broncos,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Noah Brown,WR,WSH,NA,2.82,1.76,22.38,NA,NA,0.12,0,0,NA,0,NA,3.82,NA,53626,FanDuel,13172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88,212,10,32,Washington Commanders,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Josh Downs,WR,IND,NA,3.24,2.09,20.21,NA,NA,0.12,0,0,NA,0,NA,3.79,NA,55636,FanDuel,16187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,89,213,1,14,Indianapolis Colts,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
