player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Jaxon Smith-Njigba,WR,SEA,1,9.1,6.7,99.4,99.4,14.8,0.6,0.4,2,5,0,0.1,12.4,12.4,3162959,CBS,16185,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,1,7.8,5.8,73.2,73.2,12.6,0.7,0.4,1.8,4.5,0.1,0,11.8,11.8,3124978,CBS,16194,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,1,10.3,7.4,80.3,80.3,10.9,0.6,0.2,0.7,3.5,0,0,11.6,11.6,2967690,CBS,15287,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,1,9.2,7.1,88.8,88.8,12.5,0.5,0.7,6,8.6,0.1,0.1,11.4,11.4,3121687,CBS,16211,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,1,9.2,4.8,77.2,77.2,16.1,0.7,0.2,0.8,4,0,0,11.2,11.2,26696165,CBS,17081,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,1,8.1,5.6,80.9,80.9,14.5,0.5,0.1,0.3,3,0,0,11,11,3123212,CBS,15762,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,1,11,7.6,87.4,87.4,11.5,0.5,0.2,0.6,3,0,0.1,10.8,10.8,2966320,CBS,15281,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,1,8.7,4.7,62.9,62.9,13.4,0.8,0,0,0,0,0,10.8,10.8,1893167,CBS,11675,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,1,7.2,4.6,63.5,63.5,13.8,0.6,0,0,0,0,0,9.6,9.6,2258303,CBS,14104,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,1,7.6,4.9,71.8,71.8,14.7,0.4,0.1,0.7,7,0,0.1,9.2,9.2,2878193,CBS,15290,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,1,6.6,4,64.7,64.7,16.2,0.5,0,0,0,0,0,9,9,2218461,CBS,13630,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,1,9.6,6.3,77.4,77.4,12.3,0.3,0.5,2.5,5,0,0,8.8,8.8,2865251,CBS,14832,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,1,6.7,4.8,67.9,67.9,14.2,0.5,0.6,3.7,6.2,0,0.1,8.8,8.8,3127049,CBS,16190,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,1,6.4,4.7,64.8,64.8,13.8,0.4,0,0,0,0,0,8.4,8.4,2866975,CBS,15282,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,1,9,5.8,67.9,67.9,11.7,0.4,0.1,-0.1,-1,0,0,8.4,8.4,2963666,CBS,15754,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,1,7.3,4.8,62.9,62.9,13.1,0.4,0,0,0,0,0,8.4,8.4,3163962,CBS,16627,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,1,6.3,4.3,63.7,63.7,14.8,0.4,0.1,0.4,4,0,0,8.4,8.4,2962110,CBS,15284,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,1,6.5,4.6,53.1,53.1,11.5,0.5,0,0,0,0,0,8,8,2240188,CBS,14842,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,1,6.1,3.6,57.2,57.2,15.9,0.4,0.4,2.4,6,0,0,7.4,7.4,3125968,CBS,15756,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,1,5.9,3.4,46.5,46.5,13.7,0.6,0.2,0.6,3,0,0.1,7.4,7.4,3162609,CBS,16188,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,1,8,5.1,65.8,65.8,12.9,0.2,0.1,0.1,1,0,0,7.2,7.2,2871343,CBS,14836,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,1,7.7,5.1,62.6,62.6,12.3,0.2,0,0.1,0,0,0,7.2,7.2,2965181,CBS,16206,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,1,6.4,3.8,44.6,44.6,11.7,0.5,0.4,0.4,1,0,0,7,7,3168820,CBS,16192,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,1,5.5,3.3,48.1,48.1,14.6,0.4,0.1,0.8,8,0.1,0,7,7,2260185,CBS,14102,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,1,8.4,5.6,59.9,59.9,10.7,0.3,0.2,1.1,5.5,0,0,6.8,6.8,3124107,CBS,15757,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,1,6.3,4.8,52.4,52.4,10.9,0.3,0.1,0.3,3,0,0,6.8,6.8,2000038,CBS,12186,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,1,7.4,4.3,55.3,55.3,12.9,0.3,0,0,0,0,0,6.8,6.8,28877124,CBS,17071,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,1,7,3.9,49.7,49.7,12.7,0.5,0.3,0.8,2.7,0,0.1,6.8,6.8,26693436,CBS,16619,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,JAC,1,6.9,4.8,54.6,54.6,11.4,0.3,0.1,0.7,7,0,0,6.8,6.8,2183835,CBS,14127,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,1,5.8,3.5,43,43,12.3,0.2,1.2,10.6,8.8,0.1,0,6.8,6.8,26730787,CBS,16620,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,1,5,3.1,46.3,46.3,14.9,0.4,0,0,0,0,0,6.4,6.4,2961886,CBS,15779,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,1,6.3,3.2,48.5,48.5,15.2,0.4,0,0.2,0,0,0,6.4,6.4,3162979,CBS,16616,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,1,5.4,3.4,45,45,13.2,0.4,0.6,3.7,6.2,0,0,6.4,6.4,3121848,CBS,16287,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,1,5.3,3,41,41,13.7,0.4,0.1,1.4,14,0,0,6.4,6.4,3162290,CBS,16186,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,1,4.4,2.3,51.7,51.7,22.5,0.2,0,0,0,0,0,6.2,6.2,2965664,CBS,15768,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,1,4.9,3,38.2,38.2,12.7,0.5,0.6,1.9,3.2,0,0,6,6,3161539,CBS,17079,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,1,5.9,3.9,44.9,44.9,11.5,0.3,0,0.1,0,0,0,5.8,5.8,1737096,CBS,11222,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,1,3.9,2.5,49,49,19.6,0.3,0.2,0.6,3,0,0,5.8,5.8,2869806,CBS,15789,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,1,5.4,3.3,40.4,40.4,12.2,0.3,0,0,0,0,0.1,5.6,5.6,2180514,CBS,14860,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,1,5,3.3,43.1,43.1,13.1,0.3,0.9,3.8,4.2,0,0.1,5.6,5.6,2179328,CBS,13635,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,1,4.5,2.8,38.9,38.9,13.9,0.4,0,0,0,0,0,5.4,5.4,3127902,CBS,15751,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,1,3.2,2.3,38.8,38.8,16.9,0.4,0,0,0,0,0,5.4,5.4,3163170,CBS,16193,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,WAS,1,5.2,3.8,37.1,37.1,9.8,0.3,2,8.5,4.3,0.1,0,5.4,5.4,2139735,CBS,14136,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,1,5.6,3.4,39.9,39.9,11.7,0.4,0,0.1,0,0,0,5.4,5.4,26708551,CBS,17083,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,1,4.9,2.5,40.5,40.5,16.2,0.2,0,0.1,0,0,0,5.2,5.2,2240651,CBS,14974,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,1,4.9,3.2,48,48,15,0.2,0.3,0.8,2.7,0,0,5.2,5.2,3122949,CBS,16622,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,1,5.4,4.2,47.6,47.6,11.3,0.2,0.1,0.4,4,0,0.1,5,5,2969119,CBS,15761,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,1,6.8,3.4,42.3,42.3,12.4,0.2,0,0,0,0,0.1,5,5,2741201,CBS,14833,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,1,5.3,2.6,33.3,33.3,12.8,0.3,0,0.1,0,0,0,4.8,4.8,28900714,CBS,17073,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,1,4.4,2.7,33.5,33.5,12.4,0.3,0,0.3,0,0,0,4.8,4.8,2804128,CBS,14105,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,1,3.9,2.5,36.5,36.5,14.6,0.3,0,0,0,0,0,4.8,4.8,2139279,CBS,14109,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,1,5,3.4,36.6,36.6,10.8,0.3,0,0.1,0,0,0.1,4.6,4.6,3162970,CBS,16187,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,1,4,3.2,26.8,26.8,8.4,0.3,0.5,1.2,2.4,0.1,0,4.4,4.4,2223207,CBS,14108,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,1,5,3.2,49,49,15.3,0.1,0,0.2,0,0,0.1,4.4,4.4,2183982,CBS,14122,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,1,4.8,2.7,34.2,34.2,12.7,0.2,0.2,0.8,4,0,0,4.2,4.2,2966908,CBS,16207,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,1,6,3.7,38.9,38.9,10.5,0.2,0.1,1.1,11,0,0,4.2,4.2,2818150,CBS,13163,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,1,4.2,2.9,37.6,37.6,13,0.2,0.1,0.3,3,0,0,4.2,4.2,2010349,CBS,13289,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,1,4.6,3,37.3,37.3,12.4,0.2,0,0.1,0,0,0,4.2,4.2,2006951,CBS,13164,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,1,3.5,2.1,33.7,33.7,16.1,0.2,0,0.2,0,0,0,4.2,4.2,26697415,CBS,17082,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,SEA,1,4,2.5,37.6,37.6,15,0.2,0.5,2.4,4.8,0,0.1,4,4,2250863,CBS,16080,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAC,1,3.7,2,29.7,29.7,14.9,0.2,0.3,2.3,7.7,0.1,0,3.8,3.8,3132164,CBS,16618,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,1,4.4,2.4,23,23,9.6,0.3,0,0.1,0,0,0,3.8,3.8,2962120,CBS,16191,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,NYJ,1,3.7,2.8,26.1,26.1,9.3,0.3,0.1,-0.3,-3,0,0,3.8,3.8,3121171,CBS,15759,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,1,3.5,2.1,25.1,25.1,12,0.3,0,0,0,0,0,3.8,3.8,2783899,CBS,14849,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,1,4.3,2.8,27.8,27.8,9.9,0.3,0.7,1.4,2,0,0,3.8,3.8,3162452,CBS,17171,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,1,3.7,2.1,30.4,30.4,14.5,0.1,0,0,0,0,0,3.6,3.6,2139270,CBS,13172,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,1,5.1,3,36.8,36.8,12.3,0.1,0,0.1,0,0,0,3.6,3.6,2180820,CBS,13633,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,1,3,2.1,28.1,28.1,13.4,0.2,0.8,4.7,5.9,0.1,0.1,3.6,3.6,3162586,CBS,16189,NA,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,BUF,1,3.8,2.4,37.6,37.6,15.7,0.1,0,0.1,0,0,0,3.6,3.6,2867325,CBS,15319,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,1,3,1.6,24,24,15,0.2,0.1,0.9,9,0,0,3.2,3.2,2967232,CBS,15786,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,1,2.9,2,26.7,26.7,13.4,0.2,0.5,2.1,4.2,0,0,3.2,3.2,3126241,CBS,16342,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Tinsley,WR,CIN,1,3.3,1.7,21.5,21.5,12.7,0.2,0.1,0.3,3,0,0,3.2,3.2,3162481,CBS,16403,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,1,3.5,2.1,25,25,11.9,0.2,0.1,0.8,8,0,0,3.2,3.2,2866214,CBS,15777,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,1,3.5,1.9,29.9,29.9,15.7,0.2,0,0,0,0,0,3.2,3.2,26701883,CBS,16614,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,1,3.9,2.8,22,22,7.9,0.2,1,5.8,5.8,0,0.1,3,3,3124729,CBS,16684,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,1,3.3,2.3,23.3,23.3,10.1,0.2,0.4,2.2,5.5,0,0.1,3,3,1996786,CBS,12658,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,1,3.6,2.4,20.8,20.8,8.7,0.1,0.2,1.4,7,0,0,2.6,2.6,2186266,CBS,14592,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,1,3.6,2.1,27.5,27.5,13.1,0.1,0,0,0,0,0,2.6,2.6,3122375,CBS,16195,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,1,3.3,2.4,25.7,25.7,10.7,0.1,0,0,0,0,0,2.6,2.6,3163990,CBS,16809,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,LV,1,3.8,2.4,26.4,26.4,11,0.1,0,0,0,0,0,2.6,2.6,1860834,CBS,12187,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,1,3.1,1.6,20.3,20.3,12.7,0.1,0,0.2,0,0,0,2.6,2.6,29122587,CBS,17157,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,1,3.5,1.7,22.4,22.4,13.2,0.1,0.2,1.7,8.5,0,0,2.6,2.6,28910521,CBS,17076,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,WAS,1,2.4,1.6,25.8,25.8,16.1,0.1,0.3,0.8,2.7,0,0,2.6,2.6,3122944,CBS,15752,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden III,WR,CHI,1,2.2,1.6,21.7,21.7,13.6,0.1,0.3,1.8,6,0,0,2.6,2.6,28874444,CBS,17070,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,NYJ,1,3.5,1.8,23.7,23.7,13.2,0.1,0.1,0.1,1,0,0.1,2.4,2.4,26701928,CBS,16626,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,NYG,1,2.7,1.4,19,19,13.6,0.1,0.1,0.3,3,0,0.2,2.4,2.4,3117210,CBS,14555,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Lane,WR,WAS,1,2.7,1.5,20.1,20.1,13.4,0.1,0.1,0.6,6,0,0.1,2.4,2.4,3162484,CBS,17184,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,1,2,1.1,12.1,12.1,11,0.2,0,0,0,0,0,2.2,2.2,2141655,CBS,13632,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,1,2.6,1.7,19.4,19.4,11.4,0.2,0.2,1.4,7,0,0,2.2,2.2,3161943,CBS,16201,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,1,1.8,1.1,17,17,15.5,0.2,0,0.1,0,0,0,2.2,2.2,1737078,CBS,11232,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,1,2.9,1.6,18.7,18.7,11.7,0.2,0,0,0,0,0,2.2,2.2,3121113,CBS,16788,NA,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,1,1,0.8,13.9,13.9,17.4,0.2,0.1,0.4,4,0,0,2.2,2.2,26702084,CBS,16621,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,1,2.5,1.4,19.8,19.8,14.1,0.2,0,0.2,0,0,0,2.2,2.2,2960940,CBS,15293,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,1,3.8,2.1,19.3,19.3,9.2,0.2,0.2,0.3,1.5,0,0,2.2,2.2,3131575,CBS,16639,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,1,1.5,1,11.1,11.1,11.1,0.1,0.2,1.1,5.5,0,0,1.6,1.6,2131252,CBS,13157,NA,NA,NA,NA,NA,NA,NA,NA
Austin Trammell,WR,JAC,1,1.4,0.8,10,10,12.5,0.1,0,0.2,0,0,0,1.6,1.6,2838491,CBS,16120,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,1,1.7,1.4,13.8,13.8,9.9,0.1,0,0.1,0,0,0,1.6,1.6,2962336,CBS,16393,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,1,1.9,1.2,12.6,12.6,10.5,0.1,0,0.1,0,0,0,1.6,1.6,2059362,CBS,11938,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,1,1.8,1.2,12.8,12.8,10.7,0.1,0.3,1.8,6,0,0,1.6,1.6,28891456,CBS,16778,NA,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,1,1.7,0.8,12.7,12.7,15.9,0.1,0.1,0.3,3,0,0,1.6,1.6,3126493,CBS,16760,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,12,8,99,NA,NA,1,0,1,NA,0,NA,NA,NA,4362628,ESPN,15281,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,10,6,70,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4262921,ESPN,14836,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,11,7,94,NA,NA,1,0,1,NA,0,NA,NA,NA,4241389,ESPN,14832,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4595348,ESPN,16615,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,10,8,91,NA,NA,0,1,5,NA,0,NA,NA,NA,4426515,ESPN,16211,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,11,8,87,NA,NA,1,0,2,NA,0,NA,NA,NA,4374302,ESPN,15287,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,9,6,78,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4258173,ESPN,15290,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAC,NA,7,4,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4432773,ESPN,16618,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,9,6,79,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4047646,ESPN,14104,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426502,ESPN,15751,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4239993,ESPN,14835,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116406,ESPN,12801,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,7,5,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4612826,ESPN,16627,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,9,5,73,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16800,ESPN,11675,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,10,7,107,NA,NA,1,1,4,NA,0,NA,NA,NA,4430878,ESPN,16185,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,7,4,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3121422,ESPN,14109,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4569618,ESPN,15753,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,8,4,69,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4432708,ESPN,16614,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,7,4,62,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4047650,ESPN,14102,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,9,5,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4685472,ESPN,17071,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KCC,NA,6,3,50,NA,NA,0,0,3,NA,0,NA,NA,NA,4683062,ESPN,16620,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16737,ESPN,11671,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5,3,45,NA,NA,0,1,4,NA,0,NA,NA,NA,3915416,ESPN,13635,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,7,5,68,NA,NA,0,1,6,NA,0,NA,NA,NA,4429615,ESPN,16190,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,7,5,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3128429,ESPN,13630,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3925357,ESPN,13629,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,8,6,70,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4241478,ESPN,15282,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,7,5,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4372016,ESPN,15284,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,6,4,50,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4241463,ESPN,14833,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,6,4,60,NA,NA,0,0,2,NA,0,NA,NA,NA,4426388,ESPN,15756,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KCC,NA,8,6,75,NA,NA,1,1,6,NA,0,NA,NA,NA,4428331,ESPN,16194,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,9,7,88,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4426354,ESPN,15762,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,8,4,73,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4431299,ESPN,16616,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685415,ESPN,17074,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,JAC,NA,6,4,45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3916433,ESPN,14127,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4701936,ESPN,17075,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,8,4,67,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4567750,ESPN,17081,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,9,6,74,NA,NA,0,0,1,NA,0,NA,NA,NA,4361370,ESPN,15754,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,5,3,46,NA,NA,0,0,1,NA,0,NA,NA,NA,4428209,ESPN,16622,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,8,6,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4035687,ESPN,14842,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,7,5,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2976212,ESPN,12186,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,4,3,41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2977187,ESPN,13164,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,6,3,41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4429205,ESPN,16186,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,7,4,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3886598,ESPN,14860,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,WAS,NA,6,4,49,NA,NA,0,1,5,NA,0,NA,NA,NA,3126486,ESPN,14136,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,7,5,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4373678,ESPN,15761,NA,NA,NA,NA,NA,NA,NA,NA
