player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Pat Bryant,WR,DEN,NA,NA,1.5,17.57,NA,NA,0.13,NA,0.04,NA,NA,0.01,4.02,NA,2574086,NFL,17082,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,NA,1.61,17.18,NA,NA,0.11,NA,0.27,NA,NA,0.01,4,NA,2574170,NFL,17083,NA,NA,NA,NA,NA,NA,NA
Luther Burden III,WR,CHI,NA,NA,1.45,15.89,NA,NA,0.09,NA,2.22,NA,0.02,0.01,3.9,NA,2574004,NFL,17070,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,NA,1.52,17.29,NA,NA,0.11,NA,0.1,NA,NA,0.01,3.9,NA,2543498,NFL,11674,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,NA,1.22,15.88,NA,NA,0.14,NA,0.13,NA,NA,0.01,3.64,NA,2558262,NFL,13289,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,NA,1.08,15.29,NA,NA,0.17,NA,0.21,NA,NA,0.01,3.63,NA,2565477,NFL,15109,NA,NA,NA,NA,NA,NA,NA
Arian Smith,WR,NYJ,NA,NA,1.3,14.15,NA,NA,0.1,NA,0.64,NA,0.01,0.01,3.42,NA,2574450,NFL,17175,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,NYG,NA,NA,1.21,14.75,NA,NA,0.11,NA,NA,NA,NA,0.01,3.33,NA,2562668,NFL,14118,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,1.28,13.13,NA,NA,0.12,NA,NA,NA,NA,NA,3.31,NA,2569825,NFL,16201,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,NA,1.21,15.8,NA,NA,0.08,NA,0.28,NA,NA,0.01,3.28,NA,2568321,NFL,15755,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,NA,NA,1.11,12.72,NA,NA,0.1,NA,1.48,NA,0.01,0.01,3.17,NA,2558066,NFL,13157,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,1.02,14.58,NA,NA,0.11,NA,0.11,NA,NA,0.01,3.13,NA,2567925,NFL,15786,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,1.05,11.77,NA,NA,0.06,NA,3,NA,0.02,NA,3.01,NA,2573985,NFL,17234,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.92,13.67,NA,NA,0.11,NA,0.32,NA,NA,0.01,2.96,NA,2565857,NFL,15285,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,NA,0.96,12.15,NA,NA,0.1,NA,0.14,NA,NA,0.01,2.77,NA,2573572,NFL,16883,NA,NA,NA,NA,NA,NA,NA
Tyrell Shavers,WR,BUF,NA,NA,0.89,12.83,NA,NA,0.1,NA,NA,NA,NA,0.01,2.75,NA,2571425,NFL,16451,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.99,11.49,NA,NA,0.09,NA,0.24,NA,NA,0.01,2.68,NA,2570518,NFL,16413,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,1.02,11.11,NA,NA,0.08,NA,0.56,NA,NA,NA,2.67,NA,2571955,NFL,16624,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,NA,1,11.83,NA,NA,0.07,NA,0.12,NA,NA,0.01,2.6,NA,2574387,NFL,17134,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,NA,0.9,10.88,NA,NA,0.09,NA,0.51,NA,NA,0.01,2.56,NA,2572576,NFL,16635,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,NA,0.96,11.68,NA,NA,0.07,NA,0.12,NA,NA,0.01,2.54,NA,2569759,NFL,16195,NA,NA,NA,NA,NA,NA,NA
Roman Wilson,WR,PIT,NA,NA,1,10.03,NA,NA,0.09,NA,NA,NA,NA,NA,2.54,NA,2572459,NFL,16629,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,0.82,10.72,NA,NA,0.09,NA,NA,NA,NA,NA,2.43,NA,2567508,NFL,15788,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,NA,0.83,10.96,NA,NA,0.07,NA,0.16,NA,NA,NA,2.36,NA,2555209,NFL,12773,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,NA,0.72,10.15,NA,NA,0.09,NA,0.27,NA,NA,NA,2.3,NA,2567958,NFL,15787,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,0.9,9.8,NA,NA,0.05,NA,0.13,NA,NA,NA,2.19,NA,2571665,NFL,16949,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,NA,0.63,10.47,NA,NA,0.08,NA,NA,NA,NA,NA,2.16,NA,2555478,NFL,12785,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,0.63,11.78,NA,NA,0.05,NA,NA,NA,NA,NA,2.11,NA,2567637,NFL,15789,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,0.63,9.06,NA,NA,0.07,NA,NA,NA,NA,NA,1.96,NA,2560787,NFL,13632,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,NA,NA,0.75,8.31,NA,NA,0.05,NA,0.11,NA,NA,NA,1.89,NA,2572006,NFL,16788,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,NA,0.61,7.87,NA,NA,0.07,NA,0.07,NA,NA,NA,1.82,NA,2571596,NFL,16958,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.73,7.84,NA,NA,0.04,NA,0.44,NA,NA,NA,1.8,NA,2572120,NFL,16732,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,NA,NA,0.57,7.31,NA,NA,0.05,NA,0.62,NA,0.01,NA,1.72,NA,2566385,NFL,15288,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,NA,NA,0.66,7.05,NA,NA,0.04,NA,0.11,NA,NA,0.01,1.6,NA,2574515,NFL,17072,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.56,7.1,NA,NA,0.05,NA,NA,NA,NA,NA,1.57,NA,2570152,NFL,16183,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,0.55,6.94,NA,NA,0.05,NA,0.12,NA,NA,0.01,1.54,NA,2541785,NFL,11938,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,NA,0.54,6.82,NA,NA,0.04,NA,0.16,NA,NA,NA,1.48,NA,2571820,NFL,16760,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,NA,0.52,6.67,NA,NA,0.04,NA,NA,NA,NA,NA,1.43,NA,2564358,NFL,14858,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,0.51,6.3,NA,NA,0.04,NA,0.05,NA,NA,NA,1.39,NA,2565225,NFL,14864,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.47,6.6,NA,NA,0.03,NA,0.71,NA,NA,NA,1.38,NA,2562646,NFL,14315,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,NA,NA,0.37,5.37,NA,NA,0.06,NA,0.31,NA,NA,NA,1.3,NA,2571844,NFL,16621,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,NA,NA,0.46,5.75,NA,NA,0.03,NA,NA,NA,NA,NA,1.22,NA,2571970,NFL,16778,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.43,4.39,NA,NA,0.04,NA,0.75,NA,NA,NA,1.18,NA,2566553,NFL,15302,NA,NA,NA,NA,NA,NA,NA
Scott Miller,WR,PIT,NA,NA,0.38,4.3,NA,NA,0.03,NA,0.11,NA,NA,NA,1,NA,2562865,NFL,14280,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.33,4.86,NA,NA,0.03,NA,NA,NA,NA,NA,1,NA,2567805,NFL,15766,NA,NA,NA,NA,NA,NA,NA
Malachi Corley,WR,CLE,NA,NA,0.29,3.3,NA,NA,0.03,NA,0.67,NA,NA,NA,0.87,NA,2572357,NFL,16636,NA,NA,NA,NA,NA,NA,NA
Beaux Collins,WR,NYG,NA,NA,0.32,3.64,NA,NA,0.03,NA,NA,NA,NA,NA,0.86,NA,2574418,NFL,17303,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.1,0.95,NA,NA,0.01,NA,1.66,NA,0.01,0.03,0.78,NA,2570272,NFL,16299,NA,NA,NA,NA,NA,NA,0.06
Mitchell Tinsley,WR,CIN,NA,NA,0.27,3.05,NA,NA,0.02,NA,0.1,NA,NA,NA,0.71,NA,2571650,NFL,16403,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,NA,0.21,2.17,NA,NA,0.01,NA,1.17,NA,0.01,NA,0.66,NA,2574141,NFL,17096,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.24,2.82,NA,NA,0.02,NA,0.11,NA,NA,NA,0.65,NA,2560936,NFL,13652,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,0.22,2.61,NA,NA,0.02,NA,0.11,NA,NA,NA,0.61,NA,2574254,NFL,17086,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,DEN,NA,NA,0.23,2.54,NA,NA,0.02,NA,NA,NA,NA,NA,0.6,NA,2561272,NFL,13893,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,CHI,NA,NA,0.09,0.88,NA,NA,0.01,NA,0.4,NA,NA,0.03,0.58,NA,2563551,NFL,14847,NA,NA,NA,NA,NA,NA,0.06
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.2,2.5,NA,NA,0.02,NA,0.11,NA,NA,NA,0.58,NA,2574521,NFL,17205,NA,NA,NA,NA,NA,NA,NA
Jordan Watkins,WR,SF,NA,NA,0.19,2.53,NA,NA,0.02,NA,NA,NA,NA,NA,0.56,NA,2574550,NFL,17192,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,0.18,2.7,NA,NA,0.01,NA,0.15,NA,NA,NA,0.53,NA,2561653,NFL,13963,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,PHI,NA,NA,0.22,2.35,NA,NA,0.01,NA,NA,NA,NA,NA,0.52,NA,2567682,NFL,15759,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,HOU,NA,NA,0.21,2.02,NA,NA,0.01,NA,0.42,NA,NA,NA,0.51,NA,2560975,NFL,13638,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,NA,0.18,2.45,NA,NA,0.01,NA,0.15,NA,NA,NA,0.5,NA,2572129,NFL,16626,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,PHI,NA,NA,0.05,0.51,NA,NA,NA,NA,0.17,NA,NA,0.01,0.46,NA,2570614,NFL,16416,NA,NA,NA,NA,NA,NA,0.06
David Sills,WR,ATL,NA,NA,0.18,2.1,NA,NA,0.01,NA,0.08,NA,NA,NA,0.46,NA,2562732,NFL,14110,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.18,1.58,NA,NA,NA,NA,0.18,NA,NA,NA,0.36,NA,2569645,NFL,16203,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.1,1.07,NA,NA,0.01,NA,0.1,NA,NA,NA,0.28,NA,2566247,NFL,15491,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,NA,0.07,0.64,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,2562712,NFL,14123,NA,NA,NA,NA,NA,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.04,0.65,NA,NA,NA,NA,0.1,NA,NA,NA,0.12,NA,2571922,NFL,16632,NA,NA,NA,NA,NA,NA,NA
Tai Felton,WR,MIN,NA,NA,0.02,0.22,NA,NA,NA,NA,0.06,NA,NA,NA,0.05,NA,2574344,NFL,17097,NA,NA,NA,NA,NA,NA,NA
