team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,draft_rank,idp_solo,pct_owned,return_tds,pos_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type,fumblesRecovered,opponentOffensiveRank
SF,0.7,NA,2.7,NA,0.7,1,0.2,16.8,NA,NA,NA,282.5,NA,10.53,NA,FleaFlicker,0530,DST,2355,San Francisco 49ers,NA,14,TENSun 4:25 PM,D/ST17,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.9,NA,2.6,NA,0.6,0.9,0.2,16.7,NA,NA,NA,297.3,NA,10.47,NA,FleaFlicker,0521,DST,2333,Chicago Bears,NA,5,CLESun 1:00 PM,D/ST27,0,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.9,NA,2.4,NA,0.6,1,0.2,20.1,NA,NA,NA,309.7,NA,10.37,NA,FleaFlicker,0510,DST,2352,Pittsburgh Steelers,NA,5,MIAMon 8:15 PM,D/ST5,0,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.9,NA,2.5,NA,0.5,0.7,0.2,15.2,NA,NA,NA,290.2,NA,10.02,NA,FleaFlicker,0515,DST,2354,Seattle Seahawks,NA,8,INDSun 4:25 PM,D/ST6,0,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.6,NA,3,NA,0.5,0.7,0.1,25.4,NA,NA,NA,356.7,NA,9.84,NA,FleaFlicker,0520,DST,2359,Washington Commanders,NA,12,@NYGSun 1:00 PM,D/ST26,0,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,2.2,NA,0.6,0.9,0.2,19.5,NA,NA,NA,343.7,NA,9.73,NA,FleaFlicker,0525,DST,2357,Tampa Bay Buccaneers,NA,9,ATLThu 8:15 PM,D/ST16,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.6,NA,2.5,NA,0.6,0.9,0.1,26.2,NA,NA,NA,387.8,NA,9.6,NA,FleaFlicker,0506,DST,2334,Cincinnati Bengals,NA,10,BALSun 1:00 PM,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,NA,2.5,NA,0.5,0.8,0.1,24.2,NA,NA,NA,361.1,NA,9.5,NA,FleaFlicker,0528,DST,2356,Los Angeles Rams,NA,8,DETSun 4:25 PM,D/ST12,0,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,NA,2.3,NA,0.5,0.8,0.2,24.9,NA,NA,NA,328.4,NA,9.3,NA,FleaFlicker,0531,DST,2330,Baltimore Ravens,NA,7,@CINSun 1:00 PM,D/ST18,0,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.7,NA,2.7,NA,0.4,0.6,0.1,24,NA,NA,NA,335.7,NA,9.29,NA,FleaFlicker,0514,DST,2353,Los Angeles Chargers,NA,12,@KCSun 1:00 PM,D/ST14,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,2.6,NA,0.5,0.8,0.1,23.6,NA,NA,NA,320.2,NA,9.26,NA,FleaFlicker,0507,DST,2335,Cleveland Browns,NA,9,@CHISun 1:00 PM,D/ST13,0,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,NA,2.4,NA,0.5,0.7,0.1,23.6,NA,NA,NA,321,NA,9.1,NA,FleaFlicker,0526,DST,2329,Atlanta Falcons,NA,5,@TBThu 8:15 PM,D/ST24,0,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.6,NA,2.5,NA,0.5,0.8,0.1,25.4,NA,NA,NA,344.2,NA,8.98,NA,FleaFlicker,0519,DST,2328,Arizona Cardinals,NA,8,@HOUSun 1:00 PM,D/ST21,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,2.3,NA,0.5,0.7,0.1,20.8,NA,NA,NA,330.6,NA,8.88,NA,FleaFlicker,0527,DST,2332,Carolina Panthers,NA,14,@NOSun 4:25 PM,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.8,NA,2.4,NA,0.5,0.6,0.1,24.1,NA,NA,NA,359.1,NA,8.88,NA,FleaFlicker,0504,DST,2346,New England Patriots,NA,14,BUFSun 1:00 PM,D/ST7,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,NA,2,NA,0.5,0.9,0.1,26.4,NA,NA,NA,355.6,NA,8.87,NA,FleaFlicker,0502,DST,2341,Indianapolis Colts,NA,11,@SEASun 4:25 PM,D/ST19,0,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.7,NA,2.2,NA,0.5,0.7,0.1,20.3,NA,NA,NA,308.7,NA,8.83,NA,FleaFlicker,0529,DST,2347,New Orleans Saints,NA,11,CARSun 4:25 PM,D/ST23,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.6,NA,2.3,NA,0.5,0.9,0.1,22.6,NA,NA,NA,310.1,NA,8.82,NA,FleaFlicker,0503,DST,2344,Miami Dolphins,NA,12,@PITMon 8:15 PM,D/ST25,0,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.6,NA,2.5,NA,0.5,0.7,0.1,22.1,NA,NA,NA,313.4,NA,8.78,NA,FleaFlicker,0511,DST,2337,Denver Broncos,NA,12,GBSun 4:25 PM,D/ST1,0,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.6,NA,2.1,NA,0.5,0.9,0.1,27.1,NA,NA,NA,364.7,NA,8.57,NA,FleaFlicker,0522,DST,2338,Detroit Lions,NA,8,@LARSun 4:25 PM,D/ST10,0,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,NA,2.3,NA,0.4,0.6,0.1,28,NA,NA,NA,324.8,NA,8.5,NA,FleaFlicker,0505,DST,2349,New York Jets,NA,9,@JACSun 1:00 PM,D/ST28,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.5,NA,2.3,NA,0.5,0.8,0.1,24.6,NA,NA,NA,322.1,NA,8.21,NA,FleaFlicker,0513,DST,2350,Las Vegas Raiders,NA,8,@PHISun 1:00 PM,NA,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,NA,1.9,NA,0.5,0.7,0.1,21.8,NA,NA,NA,308.2,NA,7.93,NA,FleaFlicker,0523,DST,2339,Green Bay Packers,NA,5,@DENSun 4:25 PM,D/ST4,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,NA,1.9,NA,0.5,0.7,0.1,29.1,NA,NA,NA,385.8,NA,7.87,NA,FleaFlicker,0508,DST,2358,Tennessee Titans,NA,10,@SFSun 4:25 PM,NA,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers DEF  View News,0.92,NA,2.98,NA,0.64,NA,0.14,15.75,NA,NA,NA,NA,NA,6.94,NA,NFL,0530,DST,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars DEF  View News,0.92,NA,3.2,NA,0.67,NA,0.08,14.5,NA,NA,NA,NA,NA,6.86,NA,NFL,0509,DST,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks DEF  View News,0.89,NA,2.88,NA,0.62,NA,0.14,14.75,NA,NA,NA,NA,NA,6.74,NA,NFL,0515,DST,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles DEF  View News,0.88,0.06,2.53,NA,0.59,NA,0.18,22.75,NA,NA,NA,NA,NA,6.67,NA,NFL,0518,DST,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears,0.86,NA,2.87,NA,0.57,NA,0.14,19.25,NA,NA,NA,NA,NA,6.57,NA,NFL,0521,DST,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans DEF  View News,0.77,0.06,2.54,NA,0.55,NA,0.17,22.75,NA,NA,NA,NA,NA,6.32,NA,NFL,0532,DST,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers,0.79,NA,2.76,NA,0.59,NA,0.13,19.25,NA,NA,NA,NA,NA,6.3,NA,NFL,0525,DST,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers DEF  View News,0.76,0.05,2.44,NA,0.54,NA,0.16,22.75,NA,NA,NA,NA,NA,6.1,NA,NFL,0510,DST,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys DEF  View News,0.77,NA,2.38,NA,0.51,NA,0.13,20.75,NA,NA,NA,NA,NA,6.08,NA,NFL,0516,DST,100008,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams DEF  View News,0.72,NA,2.7,NA,0.54,NA,0.12,24.75,NA,NA,NA,NA,NA,5.94,NA,NFL,0528,DST,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers DEF  View News,0.76,NA,2.68,NA,0.61,NA,0.08,22.75,NA,NA,NA,NA,NA,5.9,NA,NFL,0527,DST,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.7,0.05,2.3,NA,0.54,NA,0.16,22.75,NA,NA,NA,NA,NA,5.84,NA,NFL,0512,DST,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Giants DEF  View News,0.72,NA,2.45,NA,0.54,NA,0.12,22.75,NA,NA,NA,NA,NA,5.69,NA,NFL,0517,DST,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos DEF  View News,0.68,0.05,2.25,NA,0.49,NA,0.15,22,NA,NA,NA,NA,NA,5.59,NA,NFL,0511,DST,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers DEF  View News,0.65,NA,2.35,NA,0.5,NA,0.15,22.75,NA,NA,NA,NA,NA,5.55,NA,NFL,0523,DST,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints DEF  View News,0.67,NA,2.34,NA,0.47,NA,0.07,21,NA,NA,NA,NA,NA,5.46,NA,NFL,0529,DST,100022,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills DEF  View News,0.63,0.05,2.2,NA,0.49,NA,0.15,22.75,NA,NA,NA,NA,NA,5.44,NA,NFL,0501,DST,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings DEF  View News,0.68,0.05,2.17,NA,0.48,NA,0.14,22.75,NA,NA,NA,NA,NA,5.43,NA,NFL,0524,DST,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.66,NA,2.4,NA,0.48,NA,0.12,24.25,NA,NA,NA,NA,NA,5.4,NA,NFL,0507,DST,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions DEF  View News,0.63,0.05,2.12,NA,0.48,NA,0.14,22.75,NA,NA,NA,NA,NA,5.28,NA,NFL,0522,DST,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens,0.68,0.05,2.05,NA,0.46,NA,0.14,24.5,NA,NA,NA,NA,NA,5.27,NA,NFL,0531,DST,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders DEF  View News,0.69,NA,2.22,NA,0.48,NA,0.11,24.75,NA,NA,NA,NA,NA,5.22,NA,NFL,0520,DST,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals DEF  View News,0.67,NA,2.24,NA,0.45,NA,0.11,24.5,NA,NA,NA,NA,NA,5.14,NA,NFL,0519,DST,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.64,NA,2.18,NA,0.43,NA,0.11,27.25,NA,NA,NA,NA,NA,4.98,NA,NFL,0506,DST,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New England Patriots DEF  View News,0.65,NA,2.16,NA,0.43,NA,0.11,22.75,NA,NA,NA,NA,NA,4.98,NA,NFL,0504,DST,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins DEF  View News,0.62,NA,2.16,NA,0.46,NA,0.1,22.25,NA,NA,NA,NA,NA,4.92,NA,NFL,0503,DST,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.65,NA,2.24,NA,0.47,NA,0.06,22.75,NA,NA,NA,NA,NA,4.84,NA,NFL,0526,DST,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts DEF  View News,0.62,NA,2.06,NA,0.41,NA,0.1,26.25,NA,NA,NA,NA,NA,4.72,NA,NFL,0502,DST,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers,0.55,NA,1.77,NA,0.36,NA,0.09,25,NA,NA,NA,NA,NA,4.43,NA,NFL,0514,DST,100028,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets DEF  View News,0.54,NA,1.75,NA,0.36,NA,0.09,27.5,NA,NA,NA,NA,NA,4.33,NA,NFL,0505,DST,100024,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans DEF  View News,0.5,NA,1.68,NA,0.4,NA,0.05,28.25,NA,NA,NA,NA,NA,3.78,NA,NFL,0508,DST,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders DEF  View News,0.49,NA,1.64,NA,0.35,NA,0.04,26,NA,NA,NA,NA,NA,3.56,NA,NFL,0513,DST,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.65,NA,2.49,NA,NA,NA,0.24,14,NA,NA,NA,297.47,NA,9.31,NA,FanDuel,0509,DST,2906,Jacksonville D/ST,NA,NA,NA,NA,NA,NA,NA,1,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY,0.53,28
SEA,0.87,NA,2.47,NA,NA,NA,0.23,14.5,NA,NA,NA,319.73,NA,9.24,NA,FanDuel,0515,DST,2919,Seattle D/ST,NA,NA,NA,NA,NA,NA,NA,2,28,Seattle Seahawks,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY,0.39,3
HOU,0.52,NA,3.39,NA,NA,NA,0.22,16.5,NA,NA,NA,310.09,NA,8.97,NA,FanDuel,0532,DST,2904,Houston D/ST,NA,NA,NA,NA,NA,NA,NA,3,13,Houston Texans,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY,0.5,22
PHI,0.73,NA,2.24,NA,NA,NA,0.24,13.5,NA,NA,NA,301.06,NA,8.95,NA,FanDuel,0518,DST,2915,Philadelphia D/ST,NA,NA,NA,NA,NA,NA,NA,4,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY,0.32,30
SF,0.65,NA,2.67,NA,NA,NA,0.22,16,NA,NA,NA,286.55,NA,8.74,NA,FanDuel,0530,DST,2918,San Francisco D/ST,NA,NA,NA,NA,NA,NA,NA,5,27,San Francisco 49ers,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY,0.51,32
DAL,0.74,NA,3.71,NA,NA,NA,0.18,20.5,NA,NA,NA,318.75,NA,8.73,NA,FanDuel,0516,DST,2900,Dallas D/ST,NA,NA,NA,NA,NA,NA,NA,6,9,Dallas Cowboys,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY,0.62,29
CHI,0.69,NA,2.36,NA,NA,NA,0.22,15.5,NA,NA,NA,291.34,NA,8.27,NA,FanDuel,0521,DST,2897,Chicago D/ST,NA,NA,NA,NA,NA,NA,NA,7,6,Chicago Bears,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY,0.33,31
TB,0.66,NA,2.62,NA,NA,NA,0.19,19,NA,NA,NA,340.78,NA,7.76,NA,FanDuel,0525,DST,2921,Tampa Bay D/ST,NA,NA,NA,NA,NA,NA,NA,8,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY,0.55,26
KC,0.49,NA,2.78,NA,NA,NA,0.2,18,NA,NA,NA,318.55,NA,7.69,NA,FanDuel,0512,DST,2907,Kansas City D/ST,NA,NA,NA,NA,NA,NA,NA,9,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY,0.44,15
PIT,0.74,NA,2.56,NA,NA,NA,0.19,19.25,NA,NA,NA,314.29,NA,7.66,NA,FanDuel,0510,DST,2916,Pittsburgh D/ST,NA,NA,NA,NA,NA,NA,NA,10,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY,0.47,20
CAR,0.66,NA,2.65,NA,NA,NA,0.19,19,NA,NA,NA,325.93,NA,7.53,NA,FanDuel,0527,DST,2896,Carolina D/ST,NA,NA,NA,NA,NA,NA,NA,11,5,Carolina Panthers,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY,0.45,27
BUF,0.71,NA,3.02,NA,NA,NA,0.16,24,NA,NA,NA,357.93,NA,6.99,NA,FanDuel,0501,DST,2895,Buffalo D/ST,NA,NA,NA,NA,NA,NA,NA,12,4,Buffalo Bills,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY,0.61,8
GB,0.72,NA,2.06,NA,NA,NA,0.19,20,NA,NA,NA,315.13,NA,6.86,NA,FanDuel,0523,DST,2903,Green Bay D/ST,NA,NA,NA,NA,NA,NA,NA,13,12,Green Bay Packers,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY,0.44,11
NYG,0.82,NA,2.34,NA,NA,NA,0.17,22,NA,NA,NA,339.35,NA,6.73,NA,FanDuel,0517,DST,2913,New York Giants D/ST,NA,NA,NA,NA,NA,NA,NA,14,21,New York Giants,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY,0.44,14
WSH,0.76,NA,3.05,NA,NA,NA,0.15,24.5,NA,NA,NA,345.91,NA,6.51,NA,FanDuel,0520,DST,2923,Washington D/ST,NA,NA,NA,NA,NA,NA,NA,15,32,Washington Commanders,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY,0.42,13
NE,0.78,NA,2.8,NA,NA,NA,0.14,25.5,NA,NA,NA,371.18,NA,6.43,NA,FanDuel,0504,DST,2910,New England D/ST,NA,NA,NA,NA,NA,NA,NA,16,19,New England Patriots,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY,0.57,2
DEN,0.61,NA,2.48,NA,NA,NA,0.16,22.5,NA,NA,NA,319.48,NA,6.43,NA,FanDuel,0511,DST,2901,Denver D/ST,NA,NA,NA,NA,NA,NA,NA,16,10,Denver Broncos,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY,0.53,4
LAC,0.67,NA,2.84,NA,NA,NA,0.15,23.5,NA,NA,NA,332.27,NA,6.33,NA,FanDuel,0514,DST,53451,Los Angeles Chargers D/ST,NA,NA,NA,NA,NA,NA,NA,18,34,Los Angeles Chargers,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY,0.39,7
MIN,0.77,NA,2.82,NA,NA,NA,0.12,27,NA,NA,NA,353.09,NA,6.18,NA,FanDuel,0524,DST,2909,Minnesota D/ST,NA,NA,NA,NA,NA,NA,NA,19,18,Minnesota Vikings,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY,0.68,5
BAL,0.68,NA,2.69,NA,NA,NA,0.15,24.5,NA,NA,NA,343.88,NA,6.13,NA,FanDuel,0531,DST,2894,Baltimore D/ST,NA,NA,NA,NA,NA,NA,NA,20,3,Baltimore Ravens,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY,0.46,24
NO,0.65,NA,2.02,NA,NA,NA,0.16,21.5,NA,NA,NA,326.34,NA,5.89,NA,FanDuel,0529,DST,2911,New Orleans D/ST,NA,NA,NA,NA,NA,NA,NA,21,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY,0.33,25
MIA,0.49,NA,2.36,NA,NA,NA,0.15,22.25,NA,NA,NA,322.16,NA,5.86,NA,FanDuel,0503,DST,2908,Miami D/ST,NA,NA,NA,NA,NA,NA,NA,22,17,Miami Dolphins,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY,0.4,17
ATL,0.68,NA,2.32,NA,NA,NA,0.15,24.5,NA,NA,NA,326.55,NA,5.8,NA,FanDuel,0526,DST,2893,Atlanta D/ST,NA,NA,NA,NA,NA,NA,NA,23,2,Atlanta Falcons,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY,0.52,21
CIN,0.57,NA,2.91,NA,NA,NA,0.14,27,NA,NA,NA,376.12,NA,5.73,NA,FanDuel,0506,DST,2898,Cincinnati D/ST,NA,NA,NA,NA,NA,NA,NA,24,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY,0.58,19
LA,0.58,NA,2.71,NA,NA,NA,0.15,24.5,NA,NA,NA,361.41,NA,5.73,NA,FanDuel,0528,DST,53450,Los Angeles Rams D/ST,NA,NA,NA,NA,NA,NA,NA,24,33,Los Angeles Rams,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY,0.34,6
CLE,0.53,NA,2.18,NA,NA,NA,0.15,23,NA,NA,NA,333.01,NA,5.51,NA,FanDuel,0507,DST,2899,Cleveland D/ST,NA,NA,NA,NA,NA,NA,NA,26,8,Cleveland Browns,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY,0.4,12
NYJ,0.76,NA,2.6,NA,NA,NA,0.12,27.5,NA,NA,NA,332.36,NA,5.25,NA,FanDuel,0505,DST,2912,New York Jets D/ST,NA,NA,NA,NA,NA,NA,NA,27,22,New York Jets,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY,0.44,18
ARI,0.61,NA,2.55,NA,NA,NA,0.14,26,NA,NA,NA,337.82,NA,5.2,NA,FanDuel,0519,DST,2892,Arizona D/ST,NA,NA,NA,NA,NA,NA,NA,28,1,Arizona Cardinals,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY,0.38,23
LV,0.53,NA,2.35,NA,NA,NA,0.14,25,NA,NA,NA,334.34,NA,5.17,NA,FanDuel,0513,DST,54498,Las Vegas D/ST,NA,NA,NA,NA,NA,NA,NA,29,35,Las Vegas Raiders,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY,0.41,16
IND,0.86,NA,1.96,NA,NA,NA,0.13,28,NA,NA,NA,357.18,NA,4.6,NA,FanDuel,0502,DST,2905,Indianapolis D/ST,NA,NA,NA,NA,NA,NA,NA,30,14,Indianapolis Colts,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY,0.39,9
DET,0.73,NA,2.54,NA,NA,NA,0.12,30,NA,NA,NA,370.88,NA,4.41,NA,FanDuel,0522,DST,2902,Detroit D/ST,NA,NA,NA,NA,NA,NA,NA,31,11,Detroit Lions,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY,0.34,1
TEN,0.8,NA,1.68,NA,NA,NA,0.12,28.5,NA,NA,NA,382.66,NA,4.11,NA,FanDuel,0508,DST,2922,Tennessee D/ST,NA,NA,NA,NA,NA,NA,NA,32,31,Tennessee Titans,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY,0.39,10
