player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Rico Dowdle,RB,CAR,NA,NA,25.19,NA,0.09,NA,1.88,13.96,NA,NA,0.09,0.05,6.78,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,NA,22.31,NA,0.24,NA,1.38,10.39,NA,NA,0.1,0.04,6.61,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,NA,28.57,NA,0.22,NA,0.96,9.47,NA,NA,0.06,0.04,6.36,NA,2574068,NFL,17069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,NA,33.87,NA,0.09,NA,1.11,11.46,NA,NA,0.03,0.05,6.26,NA,2572405,NFL,16594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,19.57,NA,0.16,NA,1.61,12.16,NA,NA,0.1,0.05,6.24,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,NA,10.48,NA,0.23,NA,1.52,12.46,NA,NA,0.12,0.02,5.87,NA,2569615,NFL,16175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,NA,22.64,NA,0.15,NA,1.22,11.98,NA,NA,0.06,0.04,5.86,NA,2572354,NFL,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAX,NA,NA,19.89,NA,0.14,NA,1.25,12.73,NA,NA,0.07,0.03,5.71,NA,2574235,NFL,17052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,NA,24.85,NA,0.21,NA,0.85,8.87,NA,NA,0.05,0.05,5.68,NA,2571862,NFL,16603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,31.49,NA,0.21,NA,0.65,4.74,NA,NA,0.04,0.05,5.67,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,NA,24.51,NA,0.18,NA,0.78,8.12,NA,NA,0.05,0.04,5.34,NA,2574427,NFL,17045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,NA,10.31,NA,0.05,NA,1.99,15.31,NA,NA,0.09,0.06,5.27,NA,2562407,NFL,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,19.85,NA,0.35,NA,0.55,5.03,NA,NA,0.03,0.03,5.26,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,LAC,NA,NA,24.25,NA,0.21,NA,0.89,5.51,NA,NA,0.03,0.05,5.21,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,NA,21.75,NA,0.19,NA,0.83,7.3,NA,NA,0.04,0.03,5.06,NA,2570912,NFL,16432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,NA,18.84,NA,0.14,NA,0.98,10.03,NA,NA,0.06,0.03,5.01,NA,2574174,NFL,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,22.59,NA,0.14,NA,0.9,6.22,NA,NA,0.03,0.03,4.74,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,NA,28.51,NA,0.08,NA,0.71,5.86,NA,NA,0.04,0.09,4.69,NA,2567685,NFL,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,NA,15.36,NA,0.18,NA,1.05,8.22,NA,NA,0.04,0.03,4.67,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,NA,20.17,NA,0.09,NA,0.76,7.35,NA,NA,0.03,0.03,4.17,NA,2570149,NFL,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,NA,16.76,NA,0.13,NA,0.72,7.28,NA,NA,0.04,0.02,4.1,NA,2574188,NFL,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,NA,12.75,NA,0.07,NA,1.11,10.23,NA,NA,0.06,0.07,4.05,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,NA,16.39,NA,0.12,NA,0.43,4.22,NA,NA,0.02,0.04,4.03,NA,2571629,NFL,16166,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,NA,12,NA,0.13,NA,0.79,8.07,NA,NA,0.06,0.02,3.9,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,NA,15.87,NA,0.12,NA,0.71,7.24,NA,NA,0.02,0.03,3.8,NA,2572189,NFL,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,NA,13.56,NA,0.17,NA,0.6,5.42,NA,NA,0.03,0.04,3.62,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,NA,15.14,NA,0.13,NA,0.47,4.83,NA,NA,0.03,0.02,3.39,NA,2574015,NFL,17066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,NA,12.99,NA,0.02,NA,0.85,8.48,NA,NA,0.04,0.02,3.32,NA,2572390,NFL,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,NA,15.92,NA,0.14,NA,0.35,3.29,NA,NA,0.02,0.02,3.19,NA,2571114,NFL,16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,NA,9.04,NA,0.04,NA,0.99,7.97,NA,NA,0.04,0.02,3.13,NA,2565276,NFL,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,NA,13.69,NA,0.1,NA,0.48,4.81,NA,NA,0.03,0.02,3.07,NA,2574402,NFL,17046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,NA,5.11,NA,0.17,NA,0.81,6.17,NA,NA,0.01,0.01,3,NA,2567649,NFL,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,NA,12.95,NA,0.06,NA,0.61,4.13,NA,NA,0.03,0.06,2.74,NA,2570942,NFL,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,NA,9.77,NA,0.06,NA,0.55,4.09,NA,NA,0.01,NA,2.36,NA,2574256,NFL,17049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,DAL,NA,NA,10.68,NA,0.08,NA,0.37,2.53,NA,NA,0.03,0.01,2.33,NA,2562722,NFL,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,NA,10.86,NA,0.08,NA,0.35,3.02,NA,NA,0.02,0.02,2.3,NA,2567883,NFL,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,3.96,NA,0.01,NA,0.76,6.77,NA,NA,0.06,0.01,2.23,NA,2559362,NFL,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,NA,9.78,NA,0.06,NA,0.35,3.44,NA,NA,0.01,0.01,2.07,NA,2568804,NFL,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,NA,9.14,NA,0.07,NA,0.29,3.11,NA,NA,0.02,0.03,2,NA,2574024,NFL,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,NA,8.3,NA,0.06,NA,0.33,3.03,NA,NA,0.02,0.01,1.92,NA,2573977,NFL,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,NA,8.89,NA,0.06,NA,0.35,2.71,NA,NA,NA,NA,1.87,NA,2570428,NFL,16178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,NA,6.45,NA,0.07,NA,0.37,3.08,NA,NA,0.02,0.01,1.84,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,6.72,NA,0.03,NA,0.44,3.82,NA,NA,0.02,0.01,1.77,NA,2571065,NFL,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,NA,7.06,NA,0.06,NA,0.29,2.97,NA,NA,0.02,0.01,1.75,NA,2574156,NFL,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,NA,10.9,NA,0.01,NA,0.26,2.47,NA,NA,-0.01,0.01,1.58,NA,2572768,NFL,16608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,NA,8.09,NA,0.05,NA,0.2,1.52,NA,NA,0.01,0.01,1.5,NA,2574053,NFL,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,NA,5.71,NA,0.03,NA,0.2,1.92,NA,NA,0.02,0.01,1.24,NA,2567907,NFL,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,NA,3.25,NA,0.04,NA,0.31,2.45,NA,NA,0.01,0.01,1.16,NA,2557977,NFL,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,NA,4.94,NA,0.04,NA,0.14,1.42,NA,NA,0.01,0.01,1.06,NA,2572360,NFL,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,NA,3.58,NA,0.03,NA,0.11,1.15,NA,NA,0.01,0.01,0.8,NA,2574269,NFL,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,NA,4.48,NA,0.03,NA,0.08,0.59,NA,NA,NA,NA,0.77,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,2570158,NFL,16173,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,NA,2.94,NA,0.02,NA,0.11,1.06,NA,NA,0.01,NA,0.69,NA,2572498,NFL,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,NA,3.03,NA,NA,NA,0.15,1.15,NA,NA,NA,NA,0.57,NA,2562834,NFL,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,NA,1.28,NA,0.01,NA,0.04,0.42,NA,NA,NA,NA,0.27,NA,2574540,NFL,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,NA,1.44,NA,0.01,NA,0.02,0.18,NA,NA,NA,NA,0.24,NA,2567595,NFL,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,22.56,110.01,NA,0.77,4.15,2.99,22.67,NA,NA,0.14,NA,20.06,NA,53785,FanDuel,13604,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,5,30,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Christian McCaffrey,RB,SF,NA,14.96,70.85,NA,0.45,6.58,4.89,44.19,NA,NA,0.28,NA,18.25,NA,53425,FanDuel,13130,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,11,11,27,San Francisco 49ers,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Bijan Robinson,RB,ATL,NA,19.65,89.05,NA,0.65,4.71,3.49,25.71,NA,NA,0.17,NA,18.08,NA,55582,FanDuel,16161,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,13,17,2,Atlanta Falcons,2,Atlanta Falcons,ATL,30,Tampa Bay Buccaneers,TB,WEEKLY
De'Von Achane,RB,MIA,NA,16.05,76.96,NA,0.54,4.66,3.71,24.19,NA,NA,0.15,NA,16.07,NA,55638,FanDuel,16167,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,21,18,17,Miami Dolphins,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Jonathan Taylor,RB,IND,NA,17.48,82.95,NA,0.91,2.42,1.73,10.61,NA,NA,0.08,NA,15.9,NA,54525,FanDuel,14802,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,24,9,14,Indianapolis Colts,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Jahmyr Gibbs,RB,DET,NA,14.5,70.55,NA,0.52,4.77,3.5,28.45,NA,NA,0.16,NA,15.71,NA,55609,FanDuel,16162,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6,28,5,11,Detroit Lions,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Chase Brown,RB,CIN,NA,15.66,68.16,NA,0.52,4,3.08,22.24,NA,NA,0.14,NA,14.42,NA,55640,FanDuel,16181,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,7,42,21,7,Cincinnati Bengals,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
James Conner,RB,ARI,NA,14.8,67.94,NA,0.63,3.15,2.44,18.09,NA,NA,0.11,NA,14,NA,53421,FanDuel,13146,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,8,44,28,1,Arizona Cardinals,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Kyren Williams,RB,LA,NA,17,74.36,NA,0.64,2.56,1.91,12.3,NA,NA,0.08,NA,13.66,NA,55506,FanDuel,15710,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,46,4,33,Los Angeles Rams,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Josh Jacobs,RB,GB,NA,16.54,68.44,NA,0.61,2.51,1.89,17.03,NA,NA,0.09,NA,13.45,NA,54151,FanDuel,14073,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,50,8,12,Green Bay Packers,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Chuba Hubbard,RB,CAR,NA,16.51,70.01,NA,0.58,3.14,2.31,14.52,NA,NA,0.08,NA,13.31,NA,54896,FanDuel,15261,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,11,52,31,5,Carolina Panthers,15,Jacksonville Jaguars,JAC,5,Carolina Panthers,CAR,WEEKLY
Derrick Henry,RB,BAL,NA,16.89,81.78,NA,0.65,0.62,0.48,4.27,NA,NA,0.03,NA,12.77,NA,53086,FanDuel,12626,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,12,55,12,3,Baltimore Ravens,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Bucky Irving,RB,TB,NA,13.28,62.09,NA,0.4,3.41,2.77,19.78,NA,NA,0.13,NA,12.61,NA,55976,FanDuel,16598,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,13,60,29,30,Tampa Bay Buccaneers,2,Atlanta Falcons,ATL,30,Tampa Bay Buccaneers,TB,WEEKLY
Ashton Jeanty,RB,LV,NA,14.38,69.37,NA,0.46,2.46,1.91,14.14,NA,NA,0.09,NA,12.47,NA,56249,FanDuel,17042,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,62,27,35,Las Vegas Raiders,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Tony Pollard,RB,TEN,NA,16.83,73.37,NA,0.35,3.11,2.39,14.47,NA,NA,0.08,NA,12.44,NA,54185,FanDuel,14085,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,64,1,31,Tennessee Titans,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Omarion Hampton,RB,LAC,NA,13.3,57.71,NA,0.42,3.43,2.52,18.99,NA,NA,0.11,NA,11.95,NA,56261,FanDuel,17044,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,66,13,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Alvin Kamara,RB,NO,NA,14.07,57.83,NA,0.3,4.02,2.87,20.67,NA,NA,0.12,NA,11.79,NA,53438,FanDuel,13132,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17,68,26,20,New Orleans Saints,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Breece Hall,RB,NYJ,NA,14.4,64.14,NA,0.36,3.44,2.5,18.14,NA,NA,0.09,NA,11.76,NA,55235,FanDuel,15708,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,18,69,10,22,New York Jets,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Jerome Ford,RB,CLE,NA,13.37,57.2,NA,0.34,3.41,2.51,18.56,NA,NA,0.12,NA,11.59,NA,55336,FanDuel,15713,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19,71,20,8,Cleveland Browns,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
Isiah Pacheco,RB,KC,NA,13.51,59.99,NA,0.44,2.83,2.17,13.62,NA,NA,0.08,NA,11.43,NA,55280,FanDuel,15749,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,20,72,7,16,Kansas City Chiefs,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Kenneth Walker III,RB,SEA,NA,13,55.37,NA,0.4,2.86,2.24,17.81,NA,NA,0.08,NA,11.24,NA,55268,FanDuel,15711,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,75,22,28,Seattle Seahawks,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
James Cook,RB,BUF,NA,13.26,60.73,NA,0.38,2.19,1.59,14.02,NA,NA,0.08,NA,10.97,NA,55236,FanDuel,15715,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,22,78,6,4,Buffalo Bills,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
TreVeyon Henderson,RB,NE,NA,14.18,59.91,NA,0.43,2.11,1.6,12.23,NA,NA,0.08,NA,10.91,NA,56276,FanDuel,17043,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,80,23,19,New England Patriots,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Aaron Jones,RB,MIN,NA,13.54,61.82,NA,0.3,3.35,2.29,14.98,NA,NA,0.1,NA,10.91,NA,53454,FanDuel,13319,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,80,14,18,Minnesota Vikings,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
Jaylen Warren,RB,PIT,NA,11.46,50.61,NA,0.26,4.31,3.18,21.24,NA,NA,0.11,NA,10.7,NA,55315,FanDuel,15742,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,83,19,25,Pittsburgh Steelers,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Travis Etienne,RB,JAC,NA,10.41,46.02,NA,0.35,2.93,2.15,16.38,NA,NA,0.1,NA,9.95,NA,54870,FanDuel,15253,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,26,93,32,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,5,Carolina Panthers,CAR,WEEKLY
D'Andre Swift,RB,CHI,NA,13.25,56.97,NA,0.4,1.84,1.32,9.1,NA,NA,0.06,NA,9.93,NA,54521,FanDuel,14797,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27,94,3,6,Chicago Bears,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
RJ Harvey,RB,DEN,NA,11.32,50.32,NA,0.39,1.97,1.49,11.12,NA,NA,0.09,NA,9.65,NA,56275,FanDuel,17068,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,28,98,16,10,Denver Broncos,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
David Montgomery,RB,DET,NA,10.57,46,NA,0.33,2.39,1.77,14.89,NA,NA,0.07,NA,9.27,NA,54134,FanDuel,14071,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,29,104,5,11,Detroit Lions,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Zach Charbonnet,RB,SEA,NA,9.85,41.55,NA,0.27,2.94,2.3,18.02,NA,NA,0.08,NA,9.21,NA,55596,FanDuel,16169,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,105,22,28,Seattle Seahawks,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Austin Ekeler,RB,WSH,NA,7.3,31.56,NA,0.34,3.11,2.42,20.74,NA,NA,0.14,NA,9.04,NA,53567,FanDuel,13404,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,31,110,24,32,Washington Commanders,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Jacory Croskey-Merritt,RB,WSH,NA,10.95,46.61,NA,0.35,1.87,1.48,10.92,NA,NA,0.07,NA,8.87,NA,56298,FanDuel,17256,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,32,113,24,32,Washington Commanders,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
J.K. Dobbins,RB,DEN,NA,8.71,41.96,NA,0.35,2.13,1.61,10.48,NA,NA,0.1,NA,8.77,NA,54503,FanDuel,14800,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,33,115,16,10,Denver Broncos,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
