player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Sean Tucker,RB,TB,NA,2.7,13.4,NA,0.1,NA,0.3,2.7,NA,NA,0,0,2.2,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,2.5,11.9,NA,0.1,NA,0.5,4.5,NA,NA,0,0,2.2,NA,22930,FantasyPros,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,3.2,9.7,NA,0.1,NA,0.8,5.7,NA,NA,0,0,2.1,NA,27045,FantasyPros,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,2.2,12,NA,0.1,NA,0.6,4,NA,NA,0,0,2.1,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,3.1,11.4,NA,0.1,NA,0.4,3.3,NA,NA,0,0,1.9,NA,26392,FantasyPros,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,2.4,9.8,NA,0.1,NA,0.6,5.3,NA,NA,0,0,1.9,NA,25391,FantasyPros,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,3.6,10.7,NA,0.1,NA,0.3,3.1,NA,NA,0,0,1.9,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1.4,8.8,NA,0.1,NA,0.4,3.4,NA,NA,0,0,1.8,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,2,6.5,NA,0.1,NA,0.5,4.3,NA,NA,0,0.1,1.7,NA,23798,FantasyPros,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,1.4,9.3,NA,0.1,NA,0.5,3.9,NA,NA,0,0,1.7,NA,25654,FantasyPros,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheim Sanders,RB,CLE,NA,1.7,7.3,NA,0.1,NA,0.2,1.5,NA,NA,0,0,1.5,NA,24351,FantasyPros,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,1.8,8,NA,0.1,NA,0.4,2.6,NA,NA,0,0,1.5,NA,27259,FantasyPros,17049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,2.3,8.3,NA,0.1,NA,0.2,1.5,NA,NA,0,0,1.4,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.5,NA,0,NA,0.9,8.8,NA,NA,0.1,0,1.4,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,1.3,5.4,NA,0.1,NA,0.2,1.2,NA,NA,0,0,1.2,NA,16445,FantasyPros,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,1.7,6.9,NA,0.1,NA,0.2,1.5,NA,NA,0,0,1.2,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,1.5,5.7,NA,0,NA,0.3,2.9,NA,NA,0.1,0,1.2,NA,26355,FantasyPros,16757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.4,2.9,NA,0,NA,0.6,5.4,NA,NA,0,0,1.1,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,1,4.9,NA,0.1,NA,0.2,1.7,NA,NA,0,0,1,NA,27285,FantasyPros,17061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,1.2,5.3,NA,0,NA,0.2,1.8,NA,NA,0,0,1,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.6,1.6,NA,0.1,NA,0.5,3.6,NA,NA,0,0,0.9,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,CHI,NA,1.2,5.1,NA,0,NA,0.2,1.6,NA,NA,0,0,0.9,NA,18616,FantasyPros,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,0.5,6.7,NA,0,NA,0.2,1.7,NA,NA,0,0,0.9,NA,22915,FantasyPros,16608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonovan Knight,RB,ARI,NA,1.1,5.8,NA,0,NA,0.1,0.8,NA,NA,0,0,0.7,NA,24901,FantasyPros,15727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,1.1,3.7,NA,0,NA,0,0.7,NA,NA,0,0,0.7,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0.5,2.3,NA,0,NA,0.3,2.6,NA,NA,0,0,0.6,NA,19074,FantasyPros,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,0.9,2.9,NA,0.1,NA,0.1,0.7,NA,NA,0,0.1,0.6,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0.1,0.2,NA,0,NA,0.3,2.2,NA,NA,0.1,0,0.6,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,1,5.4,NA,0,NA,0.1,0.2,NA,NA,0,0,0.6,NA,23812,FantasyPros,15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Carter,RB,ATL,NA,0.5,2.2,NA,0,NA,0.1,0.9,NA,NA,0,0,0.5,NA,27667,FantasyPros,17348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.3,1.4,NA,0,NA,0.3,1.9,NA,NA,0,0,0.4,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,0.3,1.2,NA,0,NA,0.1,0.8,NA,NA,0,0,0.3,NA,25983,FantasyPros,16746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Williams,RB,TB,NA,0.3,1.2,NA,0,NA,0,0,NA,NA,0,0,0.2,NA,27444,FantasyPros,17359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Ouzts,RB,SEA,NA,0,0,NA,0,NA,0.1,0.9,NA,NA,0,0,0.2,NA,27473,FantasyPros,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Matlock,RB,LAC,NA,0,0,NA,0,NA,0.1,0.9,NA,NA,0,0,0.1,NA,25567,FantasyPros,16335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,20.5,107.4,NA,0.8,2.4,2.4,19.1,NA,NA,0.1,0.1,18.05,NA,13778,FleaFlicker,13604,9,DALThu 8:20 PM,RB2,0.9,126.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,18.4,83.5,NA,0.7,3.4,3.4,25.6,NA,NA,0.1,0.1,15.74,NA,17603,FleaFlicker,16161,5,TBSun 1:00 PM,RB1,0.8,109.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,17.7,93.9,NA,0.8,1.1,1.1,9.3,NA,NA,0.1,0.1,15.28,NA,12042,FleaFlicker,12626,7,@BUFSun 8:20 PM,RB4,0.9,103.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,19,90,NA,0.8,1.8,1.8,12.7,NA,NA,0.1,0.1,15.11,NA,15604,FleaFlicker,14802,1,MIASun 1:00 PM,RB7,0.8,102.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,15.4,74.8,NA,0.5,4.2,4.2,35,NA,NA,0.2,0.1,14.92,NA,12892,FleaFlicker,13130,4,@SEASun 4:05 PM,RB5,0.7,109.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,14.4,73.7,NA,0.6,3.3,3.3,28.2,NA,NA,0.1,0.1,14.66,NA,17612,FleaFlicker,16162,8,@GBSun 4:25 PM,RB3,0.8,102,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,13.7,64.5,NA,0.5,4.2,4.2,32.4,NA,NA,0.2,0.1,13.79,NA,17617,FleaFlicker,16167,2,@INDSun 1:00 PM,RB11,0.7,96.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,17.4,72.7,NA,0.7,2.4,2.4,19.9,NA,NA,0.1,0.1,13.77,NA,14673,FleaFlicker,14073,5,DETSun 4:25 PM,RB8,0.8,92.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,15.5,77,NA,0.5,2.9,2.9,21.9,NA,NA,0.1,0.1,13.67,NA,18479,FleaFlicker,16598,9,@ATLSun 1:00 PM,RB9,0.7,98.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,18.1,75.8,NA,0.7,2,2,13.2,NA,NA,0.1,0.1,13.49,NA,17004,FleaFlicker,15710,8,HOUSun 4:25 PM,RB10,0.8,89,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,15.9,70.3,NA,0.5,3.4,3.4,23.9,NA,NA,0.1,0.1,13.1,NA,17756,FleaFlicker,16181,0,@CLESun 1:00 PM,RB12,0.7,94.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,15.5,70.3,NA,0.5,2.6,2.6,22.3,NA,NA,0.1,0.1,12.74,NA,19247,FleaFlicker,17042,8,@NESun 1:00 PM,RB6,0.6,92.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,14.6,68.1,NA,0.5,2.4,2.4,19.7,NA,NA,0.1,0.1,12.16,NA,12951,FleaFlicker,13146,8,@NOSun 1:00 PM,RB18,0.6,87.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,15.4,68.5,NA,0.5,2.5,2.5,14.8,NA,NA,0.1,0.1,11.76,NA,16361,FleaFlicker,15261,4,@JACSun 1:00 PM,RB16,0.6,83.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,13.9,58.6,NA,0.3,4.1,4.1,31,NA,NA,0.1,0.1,11.68,NA,12965,FleaFlicker,13132,1,ARISun 1:00 PM,RB20,0.5,89.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,13.6,60.2,NA,0.6,2.1,2.1,16.5,NA,NA,0.1,0.1,11.55,NA,16839,FleaFlicker,15715,7,BALSun 8:20 PM,RB13,0.7,76.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,14.8,59.5,NA,0.5,2.6,2.6,18.8,NA,NA,0.1,0.1,11.45,NA,16890,FleaFlicker,15711,8,SFSun 4:05 PM,RB15,0.6,78.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,14.1,61.7,NA,0.5,2.1,2.1,17.7,NA,NA,0.1,0.1,11.18,NA,19248,FleaFlicker,17044,2,KCFri 8:00 PM,RB14,0.6,79.4,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,13.7,63.1,NA,0.4,2.2,2.2,19.3,NA,NA,0.1,0.1,11.08,NA,19272,FleaFlicker,17043,4,LVSun 1:00 PM,RB17,0.5,82.3,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,16.5,66,NA,0.3,2.8,2.8,18.3,NA,NA,0.1,0.1,10.73,NA,14759,FleaFlicker,14085,0,@DENSun 4:05 PM,RB21,0.4,84.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,12.4,56.5,NA,0.3,2.7,2.7,20.9,NA,NA,0.1,0.1,10.14,NA,13111,FleaFlicker,13319,6,@CHIMon 8:15 PM,RB26,0.4,77.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,13.4,55.5,NA,0.3,2.8,2.8,22.8,NA,NA,0.1,0.1,10.11,NA,16834,FleaFlicker,15708,9,PITSun 1:00 PM,RB19,0.4,78.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,12.3,55.1,NA,0.3,2.6,2.6,20,NA,NA,0.1,0.1,10.07,NA,16974,FleaFlicker,15713,9,CINSun 1:00 PM,RB52,0.5,75.2,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,12.9,58.8,NA,0.3,2.1,2.1,17.3,NA,NA,0.1,0.1,9.95,NA,18534,FleaFlicker,16747,4,@WASSun 1:00 PM,RB27,0.4,76.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,13.9,57.3,NA,0.4,2.2,2.2,16.5,NA,NA,0.1,0.1,9.74,NA,15601,FleaFlicker,14797,5,MINMon 8:15 PM,RB22,0.4,73.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,13.3,57.6,NA,0.3,2.1,2.1,15.4,NA,NA,0.1,0.1,9.68,NA,17029,FleaFlicker,15749,0,@LACFri 8:00 PM,RB24,0.4,73,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,12.2,54.3,NA,0.3,3.2,3.2,23.2,NA,NA,0.1,0.1,9.67,NA,17137,FleaFlicker,15742,5,@NYJSun 1:00 PM,RB30,0.3,77.5,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,11.5,47,NA,0.5,1.7,1.7,14.7,NA,NA,0,0.1,9.03,NA,14716,FleaFlicker,14071,8,@GBSun 4:25 PM,RB23,0.5,61.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,11.1,49.1,NA,0.4,1.9,1.9,15.8,NA,NA,0.1,0.1,8.98,NA,19290,FleaFlicker,17068,2,TENSun 4:05 PM,RB25,0.5,64.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,11.2,46.9,NA,0.2,2.3,2.3,19.4,NA,NA,0.1,0.1,8.47,NA,16241,FleaFlicker,15253,8,CARSun 1:00 PM,RB31,0.3,66.4,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,10.6,48,NA,0.4,1.8,1.8,12.2,NA,NA,0.1,0,8.46,NA,15555,FleaFlicker,14800,2,TENSun 4:05 PM,RB33,0.4,60.2,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,11.3,49,NA,0.4,1.3,1.3,11,NA,NA,0.1,0.1,8.44,NA,19509,FleaFlicker,17256,2,NYGSun 1:00 PM,RB37,0.4,60,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,WAS,NA,7,32.1,NA,0.3,2.8,2.8,22.6,NA,NA,0.1,0.1,7.89,NA,13325,FleaFlicker,13404,2,NYGSun 1:00 PM,RB40,0.4,54.8,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,10.8,44.4,NA,0.3,2.3,2.3,13.4,NA,NA,0.1,0.1,7.7,NA,16282,FleaFlicker,15256,0,@PHIThu 8:20 PM,RB35,0.3,57.9,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,10.4,45.6,NA,0.3,0.9,0.9,7.2,NA,NA,0.1,0.1,7.48,NA,13802,FleaFlicker,13610,6,@LARSun 4:25 PM,RB41,0.4,52.8,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,10.2,41.8,NA,0.3,1.5,1.5,10.3,NA,NA,0.1,0.1,7.45,NA,16339,FleaFlicker,15259,4,LVSun 1:00 PM,RB36,0.4,52,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,8.3,36.2,NA,0.3,2.1,2.1,16.2,NA,NA,0.1,0,7.43,NA,17667,FleaFlicker,16169,8,SFSun 4:05 PM,RB32,0.4,52.5,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,9.4,44,NA,0.4,0.8,0.8,6,NA,NA,0,0.1,7.22,NA,17625,FleaFlicker,16164,8,CARSun 1:00 PM,RB34,0.4,50,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,8.2,39.2,NA,0.3,1.4,1.4,12.6,NA,NA,0.1,0.1,7.08,NA,19359,FleaFlicker,17047,9,CINSun 1:00 PM,RB53,0.3,51.8,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,9.2,45.8,NA,0.3,1,1,7.5,NA,NA,0,0.1,6.99,NA,17167,FleaFlicker,15972,6,@CHIMon 8:15 PM,RB28,0.3,53.4,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon,RB,MIA,NA,8.5,38.6,NA,0.3,1.1,1.1,9.2,NA,NA,0.1,0.1,6.7,NA,19380,FleaFlicker,17059,2,@INDSun 1:00 PM,RB56,0.3,47.8,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,8.8,37.3,NA,0.3,0.9,0.9,7.8,NA,NA,0,0.1,6.19,NA,19300,FleaFlicker,17048,5,@NYJSun 1:00 PM,RB29,0.3,45,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,6.8,25.8,NA,0.2,2.4,2.4,17.1,NA,NA,0.1,0.1,6.01,NA,16882,FleaFlicker,15721,9,@ATLSun 1:00 PM,RB48,0.3,42.9,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,8.1,36.8,NA,0.2,0.9,0.9,7.5,NA,NA,0,0,5.63,NA,18442,FleaFlicker,16594,8,@NOSun 1:00 PM,RB44,0.2,44.3,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,6.5,27.4,NA,0.2,1.2,1.2,9.3,NA,NA,0.1,0.1,4.99,NA,19421,FleaFlicker,17069,0,@PHIThu 8:20 PM,RB50,0.2,36.7,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,6.4,27.3,NA,0.2,1.2,1.2,9.8,NA,NA,0.1,0.1,4.91,NA,19361,FleaFlicker,17045,4,@WASSun 1:00 PM,RB39,0.2,37.1,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,7.6,30.6,NA,0.1,0.8,0.8,6.6,NA,NA,0,0,4.6,NA,16914,FleaFlicker,15717,6,@LARSun 4:25 PM,RB69,0.2,37.2,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,5.3,23.7,NA,0.2,1,1,9.3,NA,NA,0.1,0.1,4.58,NA,19349,FleaFlicker,17052,8,CARSun 1:00 PM,RB49,0.2,33,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,7,26.6,NA,0.1,1,1,8.1,NA,NA,0,0,4.5,NA,18456,FleaFlicker,16596,9,PITSun 1:00 PM,RB38,0.2,34.7,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,6.8,24.7,NA,0.2,0.6,0.6,5.7,NA,NA,0.1,0,4.44,NA,18460,FleaFlicker,16603,7,BALSun 8:20 PM,RB45,0.2,30.4,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez,RB,WAS,NA,6,24.5,NA,0.3,0.4,0.4,3.1,NA,NA,0,0,4.4,NA,17762,FleaFlicker,16174,2,NYGSun 1:00 PM,RB65,0.3,27.6,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,6.4,25.3,NA,0.2,0.7,0.7,5.6,NA,NA,0,0,4.37,NA,17661,FleaFlicker,16171,1,ARISun 1:00 PM,RB63,0.2,30.9,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,5.4,24.6,NA,0.1,1.5,1.5,10.2,NA,NA,0.1,0.1,4.32,NA,15904,FleaFlicker,14823,4,@JACSun 1:00 PM,RB55,0.2,34.8,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
