player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Ollie Gordon,RB,MIA,NA,3.7,12.3,NA,0.1,0.3,0.3,1.9,NA,NA,0,0,2.45,NA,19380,FleaFlicker,17059,2,@PITMon 8:15 PM,RB52,0.2,14.3,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,3.3,15.7,NA,0.1,0.4,0.4,2.7,NA,NA,0,0,2.38,NA,18459,FleaFlicker,16610,2,@PITMon 8:15 PM,RB54,0.1,18.4,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.1,NA,0,1.5,1.5,15.1,NA,NA,0.1,0,2.26,NA,9410,FleaFlicker,11367,4,TENSun 4:25 PM,NA,0.1,16.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,3,13.3,NA,0.1,0.2,0.2,1.2,NA,NA,0,0,2.19,NA,18278,FleaFlicker,16166,9,ATLThu 8:15 PM,RB50,0.1,14.5,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,2.8,11.2,NA,0.1,0.8,0.8,5.2,NA,NA,0,0,2.17,NA,11455,FleaFlicker,12447,8,@PHISun 1:00 PM,RB91,0.1,16.5,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,1.6,7.2,NA,0.1,0.9,0.9,7.7,NA,NA,0.1,0,2.07,NA,18527,FleaFlicker,16746,7,@CINSun 1:00 PM,NA,0.1,14.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,3.4,11.5,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,2,NA,18460,FleaFlicker,16603,7,@NESun 1:00 PM,RB58,0.1,13,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,NO,NA,3,13.2,NA,0.1,0.3,0.3,2,NA,NA,0,0,1.99,NA,18515,FleaFlicker,16595,1,CARSun 4:25 PM,NA,0.1,15.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,2.1,7.7,NA,0,1,1,7.7,NA,NA,0,0,1.96,NA,19486,FleaFlicker,17049,0,LACSun 1:00 PM,RB65,0.1,15.4,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Hull,RB,NO,NA,1.8,8.7,NA,0.1,0.5,0.5,4.3,NA,NA,0,0,1.9,NA,17728,FleaFlicker,16180,1,CARSun 4:25 PM,NA,0.1,13.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,1.6,7.8,NA,0.1,0.8,0.8,5.2,NA,NA,0,0,1.8,NA,16972,FleaFlicker,15718,2,GBSun 4:25 PM,RB68,0.1,13.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Schrader,RB,HOU,NA,2.1,9,NA,0.1,0.1,0.1,0.8,NA,NA,0,0,1.58,NA,18677,FleaFlicker,16600,6,ARISun 1:00 PM,NA,0.1,9.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen,RB,JAC,NA,1.6,6.5,NA,0.1,0.6,0.6,4.2,NA,NA,0,0,1.55,NA,19471,FleaFlicker,17061,8,NYJSun 1:00 PM,RB80,0.1,10.7,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,2,10.1,NA,0.1,0.1,0.1,0.7,NA,NA,0,0,1.54,NA,17625,FleaFlicker,16164,9,LVSun 1:00 PM,RB59,0.1,10.8,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRPhil Mafah,RB,DAL,NA,1.9,7.4,NA,0.1,0.2,0.2,1.7,NA,NA,0,0,1.51,NA,19507,FleaFlicker,17063,0,MINSun 8:20 PM,NA,0.1,9.1,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,2.6,9.3,NA,0.1,0.1,0.1,1,NA,NA,0,0,1.43,NA,19300,FleaFlicker,17048,5,MIAMon 8:15 PM,RB67,0.1,10.3,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,IND,NA,1.5,6.2,NA,0.1,0.5,0.5,2.8,NA,NA,0,0,1.26,NA,11207,FleaFlicker,12155,1,@SEASun 4:25 PM,NA,0.1,9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,DEN,NA,1.2,5,NA,0,0.6,0.6,3.6,NA,NA,0,0,1.2,NA,16711,FleaFlicker,15650,2,GBSun 4:25 PM,NA,0.1,8.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.1,5.7,NA,0.1,0.2,0.2,1.9,NA,NA,0,0,1.18,NA,13581,FleaFlicker,13148,6,ARISun 1:00 PM,NA,0.1,7.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,1.9,6.8,NA,0,0.1,0.1,1.1,NA,NA,0,0,1.09,NA,19365,FleaFlicker,17056,4,@NOSun 4:25 PM,RB82,0.1,7.9,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,1.3,4.9,NA,0,0.4,0.4,2.8,NA,NA,0,0,1.07,NA,18476,FleaFlicker,16601,9,LVSun 1:00 PM,RB69,0.1,7.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,0.6,2.6,NA,0,0.6,0.6,4.2,NA,NA,0,0,0.98,NA,18169,FleaFlicker,16387,5,@DENSun 4:25 PM,RB75,0.1,6.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,0.9,4.9,NA,0.1,0.1,0.1,1,NA,NA,0,0,0.89,NA,18482,FleaFlicker,16688,4,TENSun 4:25 PM,RB77,0.1,5.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corey Kiner,RB,ARI,NA,1.6,7,NA,0,0.1,0.1,1.4,NA,NA,0,0,0.84,NA,19809,FleaFlicker,17274,8,@HOUSun 1:00 PM,NA,0,8.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Jennings,RB,NE,NA,1.2,4.3,NA,0.1,0.1,0.1,0.6,NA,NA,0,0,0.78,NA,19190,FleaFlicker,16957,4,BUFSun 1:00 PM,NA,0.1,4.9,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheim Sanders,RB,CLE,NA,0.5,3.5,NA,0,0.2,0.2,1.2,NA,NA,0,0,0.76,NA,19586,FleaFlicker,17062,9,@CHISun 1:00 PM,NA,0.1,4.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDMarShawn Lloyd,RB,GB,NA,1.1,3.9,NA,0.1,0.1,0.1,0.3,NA,NA,0,0,0.73,NA,18449,FleaFlicker,16604,5,@DENSun 4:25 PM,RB74,0.1,4.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KC,NA,0.9,3.6,NA,0.1,0.1,0.1,0.1,NA,NA,0,0,0.67,NA,13728,FleaFlicker,15263,0,LACSun 1:00 PM,RB95,0.1,3.7,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,0.8,3,NA,0.1,0.1,0.1,0.6,NA,NA,0,0,0.66,NA,19392,FleaFlicker,17050,0,@SFSun 4:25 PM,NA,0.1,3.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRBraelon Allen,RB,NYJ,NA,0.8,2.9,NA,0.1,0.1,0.1,0.5,NA,NA,0,0,0.63,NA,18456,FleaFlicker,16596,9,@JACSun 1:00 PM,RB89,0.1,3.4,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJerome Ford,RB,CLE,NA,0.4,1.7,NA,0,0.4,0.4,2.7,NA,NA,0,0,0.62,NA,16974,FleaFlicker,15713,9,@CHISun 1:00 PM,RB71,0,4.4,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.4,1.3,NA,0,0.5,0.5,3.3,NA,NA,0,0,0.58,NA,18305,FleaFlicker,16391,0,MINSun 8:20 PM,NA,0,4.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,0.7,2.7,NA,0,0.2,0.2,1.2,NA,NA,0,0,0.57,NA,18092,FleaFlicker,17337,6,@DALSun 8:20 PM,NA,0,3.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,0.9,2.1,NA,0.1,0.1,0.1,0.5,NA,NA,0,0,0.55,NA,16913,FleaFlicker,15720,2,@KCSun 1:00 PM,RB81,0.1,2.5,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,0.9,2.9,NA,0,0.1,0.1,0.7,NA,NA,0,0,0.54,NA,19436,FleaFlicker,17055,4,TENSun 4:25 PM,RB94,0,3.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,SEA,NA,1.1,3,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.51,NA,15563,FleaFlicker,14799,8,INDSun 4:25 PM,NA,0,4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,1.1,4.2,NA,0,0.1,0.1,0.6,NA,NA,0,0,0.48,NA,15568,FleaFlicker,14805,9,LVSun 1:00 PM,RB86,0,4.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,0.9,2.1,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.46,NA,17758,FleaFlicker,16173,4,WASSun 1:00 PM,NA,0,3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,NA,68.34,NA,0.75,NA,5.41,48.75,NA,NA,0.42,0.11,23.92,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,83.29,NA,0.51,NA,5.12,42.26,NA,NA,0.33,0.08,22.56,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,85.04,NA,0.73,NA,3.77,27.37,NA,NA,0.28,0.09,20.89,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,71.82,NA,0.36,NA,4.75,29.54,NA,NA,0.35,0.08,18.99,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,87.91,NA,0.8,NA,2.42,15.79,NA,NA,0.12,0.08,18.15,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,NA,74.13,NA,0.62,NA,3.35,16.79,NA,NA,0.2,0.11,17.14,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,92.47,NA,0.91,NA,1.06,10.39,NA,NA,0.08,0.08,17.13,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,87.19,NA,0.58,NA,2.07,16.7,NA,NA,0.16,0.1,16.7,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,61.66,NA,0.92,NA,2.69,19.4,NA,NA,0.08,0.08,16.64,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,NA,71.78,NA,0.56,NA,2.28,16.14,NA,NA,0.13,0.06,15.09,NA,2574374,NFL,17043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,NA,68.97,NA,0.21,NA,2.94,24.06,NA,NA,0.24,0.08,14.78,NA,2572546,NFL,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,NA,74.89,NA,0.58,NA,1.49,15.71,NA,NA,0.13,0.08,14.65,NA,2574053,NFL,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,55.36,NA,0.2,NA,3.85,22.44,NA,NA,0.28,0.08,14.35,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,67.94,NA,0.6,NA,2.02,14,NA,NA,0.11,0.1,14.27,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,67.98,NA,0.33,NA,2.67,16.75,NA,NA,0.17,0.08,13.98,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,NA,67.39,NA,0.47,NA,1.89,16.81,NA,NA,0.17,0.09,13.97,NA,2574174,NFL,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,NA,50.31,NA,0.32,NA,3.47,20.33,NA,NA,0.24,0.06,13.77,NA,2574298,NFL,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,NA,47.81,NA,0.57,NA,2.84,16.81,NA,NA,0.2,0.08,13.76,NA,2574090,NFL,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,67.39,NA,0.29,NA,2.36,18.56,NA,NA,0.14,0.07,13.4,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,58.93,NA,0.57,NA,1.87,12.97,NA,NA,0.17,0.07,13.36,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,NA,70.09,NA,0.34,NA,2.13,14.78,NA,NA,0.12,0.07,13.24,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,NA,63.59,NA,0.31,NA,2.45,18.52,NA,NA,0.13,0.08,13.14,NA,2574402,NFL,17046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,NA,33.62,NA,0.29,NA,3.78,22.22,NA,NA,0.25,0.07,12.46,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,NA,60,NA,0.47,NA,1.85,12.38,NA,NA,0.1,0.07,12.37,NA,2574514,NFL,17044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,50.15,NA,0.47,NA,1.94,15.89,NA,NA,0.11,0.09,11.84,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,NA,57.61,NA,0.12,NA,2.33,20.64,NA,NA,0.14,0.06,11.6,NA,2572351,NFL,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,64.52,NA,0.54,NA,0.71,6.45,NA,NA,0.05,0.07,11.21,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,61.53,NA,0.05,NA,2.15,15.05,NA,NA,0.17,0.08,10.97,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,43.07,NA,0.4,NA,2.01,14.22,NA,NA,0.1,0.05,10.64,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,NA,40.74,NA,0.48,NA,1.6,11.24,NA,NA,0.11,0.06,10.22,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,NA,21.91,NA,0.07,NA,3.05,29.46,NA,NA,0.24,0.04,9.97,NA,2574062,NFL,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,NA,44.47,NA,0.2,NA,2.16,15.47,NA,NA,0.12,0.09,9.89,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,50.39,NA,0.17,NA,1.91,10.53,NA,NA,0.06,0.04,9.3,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,NA,40.63,NA,0.47,NA,1.1,9.4,NA,NA,0.07,0.06,9.22,NA,2574015,NFL,17066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,34.2,NA,0.39,NA,1.58,12.07,NA,NA,0.08,0.04,8.95,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,NA,32.42,NA,0.17,NA,2.59,15.94,NA,NA,0.1,0.08,8.89,NA,2569795,NFL,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,NA,50.94,NA,0.38,NA,0.73,4.87,NA,NA,0.05,0.05,8.79,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,30.26,NA,0.51,NA,1.23,10.32,NA,NA,0.07,0.05,8.67,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,38.95,NA,0.41,NA,1.16,8.51,NA,NA,0.06,0.05,8.63,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bam Knight,RB,ARI,NA,NA,33.2,NA,0.45,NA,1.3,9.72,NA,NA,0.07,0.06,8.59,NA,2568036,NFL,15727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,NA,32.07,NA,0.27,NA,1.6,10.86,NA,NA,0.12,0.05,8.13,NA,2572486,NFL,16757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,40.32,NA,0.14,NA,1.68,10.15,NA,NA,0.1,0.05,8.07,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,28.99,NA,0.57,NA,0.85,6.86,NA,NA,0.05,0.05,8.06,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,NA,40.82,NA,0.35,NA,0.77,6.86,NA,NA,0.07,0.07,7.92,NA,2572189,NFL,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,30.09,NA,0.32,NA,1.08,8.24,NA,NA,0.05,0.05,7.03,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,31,NA,0.22,NA,1.25,9.11,NA,NA,0.07,0.03,6.94,NA,2571065,NFL,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,NA,28.57,NA,0.19,NA,1.49,11.03,NA,NA,0.09,0.11,6.91,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,21.06,NA,0.13,NA,1.9,12.02,NA,NA,0.13,0.05,6.67,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,NA,15.08,NA,0.1,NA,1.73,17.92,NA,NA,0.16,0.03,6.53,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,NA,19.01,NA,0.14,NA,1.75,13.65,NA,NA,0.12,0.03,6.52,NA,2557977,NFL,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
