player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Justice Hill,RB,BAL,NA,NA,14.38,NA,0.07,NA,2.12,14.47,NA,NA,0.1,0.08,5.87,NA,2562407,NFL,14086,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,NA,21.24,NA,0.16,NA,1.22,11.75,NA,NA,0.06,0.03,5.78,NA,2574174,NFL,17053,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,NA,25.2,NA,0.18,NA,0.94,8.64,NA,NA,0.05,0.03,5.64,NA,2574015,NFL,17066,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,LAC,NA,NA,17.34,NA,0.16,NA,1.53,9.19,NA,NA,0.05,0.05,5.34,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,NA,24.56,NA,0.08,NA,1.24,8.15,NA,NA,0.06,0.04,5.27,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,DAL,NA,NA,22.55,NA,0.16,NA,0.96,6.13,NA,NA,0.06,0.03,5.09,NA,2562722,NFL,14079,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,NA,5.91,NA,0.03,NA,1.81,15.38,NA,NA,0.15,0.02,4.98,NA,2572360,NFL,16752,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,16.25,NA,0.29,NA,0.57,4.56,NA,NA,0.03,0.02,4.53,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,NA,12.68,NA,0.09,NA,1.29,9.66,NA,NA,0.06,0.02,4.38,NA,2567883,NFL,15714,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,NA,11.58,NA,0.11,NA,0.96,8.06,NA,NA,0.07,0.02,3.96,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,NA,22.68,NA,0.15,NA,0.28,2.37,NA,NA,0.01,0.02,3.71,NA,2574322,NFL,17059,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,NA,17.08,NA,0.12,NA,0.61,5.05,NA,NA,0.03,0.03,3.66,NA,2572354,NFL,16596,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,8.36,NA,0.03,NA,1.17,9.38,NA,NA,0.08,0.02,3.56,NA,2559362,NFL,13148,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,NA,2.83,NA,0.01,NA,1.41,11.66,NA,NA,0.08,0.01,3.38,NA,2567265,NFL,15718,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,NA,14.23,NA,0.07,NA,0.79,5.67,NA,NA,0.03,0.02,3.34,NA,2565276,NFL,14852,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,NA,2.57,NA,0.02,NA,1.38,11.28,NA,NA,0.07,0.01,3.29,NA,2571114,NFL,16387,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,NA,21.3,NA,0.09,NA,0.26,2.17,NA,NA,0.01,0.02,3.17,NA,2570149,NFL,16171,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,NA,16.29,NA,0.13,NA,0.35,2.89,NA,NA,0.02,0.03,3.11,NA,2571862,NFL,16603,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,NA,14.46,NA,0.1,NA,0.37,2.94,NA,NA,0.01,0.02,2.73,NA,2572189,NFL,16593,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,NA,14.66,NA,0.1,NA,0.3,2.5,NA,NA,0.02,0.02,2.7,NA,2574188,NFL,17060,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,NA,5.34,NA,0.03,NA,0.92,6.94,NA,NA,0.04,0.03,2.51,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,11.31,NA,0.08,NA,0.3,1.6,NA,NA,0.01,0.02,2.09,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,NA,16.99,NA,0.04,NA,0.02,0.2,NA,NA,NA,0.03,1.92,NA,2572261,NFL,16610,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,NA,6.14,NA,0.05,NA,0.05,0.41,NA,NA,NA,0.01,1.77,NA,2571629,NFL,16166,NA,NA,NA,NA,NA,NA,0.13
Brashard Smith,RB,KC,NA,NA,6.27,NA,0.04,NA,0.38,3.42,NA,NA,0.02,0.01,1.69,NA,2574256,NFL,17049,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAX,NA,NA,5.73,NA,0.04,NA,0.33,2.94,NA,NA,0.02,0.01,1.54,NA,2574207,NFL,17061,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,NA,8.91,NA,0.06,NA,0.05,0.39,NA,NA,NA,0.01,1.32,NA,2574402,NFL,17046,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,NA,10.62,NA,0.01,NA,0.04,0.35,NA,NA,NA,0.01,1.18,NA,2572390,NFL,16601,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,NA,5.41,NA,0.03,NA,0.16,1.32,NA,NA,0.01,0.01,1.05,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,NA,4.15,NA,0.03,NA,0.2,1.42,NA,NA,0.01,0.01,0.98,NA,2567595,NFL,15730,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,NA,2.89,NA,0.02,NA,0.27,2.18,NA,NA,0.01,NA,0.96,NA,2573977,NFL,17056,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,NA,6.4,NA,0.04,NA,0.05,0.4,NA,NA,NA,0.01,0.95,NA,2574496,NFL,17048,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,NA,1.84,NA,0.02,NA,0.3,2.19,NA,NA,0.02,NA,0.94,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,NA,1.06,NA,0.02,NA,0.27,2.03,NA,NA,0.02,NA,0.82,NA,2569615,NFL,16175,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,2570158,NFL,16173,NA,NA,NA,NA,NA,NA,0.13
Julius Chestnut,RB,TEN,NA,NA,5.45,NA,0.03,NA,0.02,0.21,NA,NA,NA,0.01,0.75,NA,2568804,NFL,15965,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,NA,5.01,NA,0.01,NA,0.08,0.58,NA,NA,NA,0.01,0.68,NA,2567685,NFL,15717,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,NA,2.88,NA,NA,NA,0.1,1,NA,NA,0.01,NA,0.55,NA,2570428,NFL,16178,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,NA,3.04,NA,0.02,NA,0.02,0.21,NA,NA,NA,NA,0.47,NA,2574156,NFL,17050,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,NA,3.16,NA,0.01,NA,0.05,0.43,NA,NA,NA,NA,0.47,NA,2562834,NFL,14727,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,NA,2.63,NA,0.02,NA,0.02,0.17,NA,NA,NA,NA,0.42,NA,2570912,NFL,16432,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,NA,2.33,NA,0.02,NA,0.03,0.21,NA,NA,NA,NA,0.4,NA,2572498,NFL,16688,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,NA,2.68,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0.39,NA,2571823,NFL,16746,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,NA,1.56,NA,0.01,NA,0.07,0.66,NA,NA,NA,NA,0.35,NA,2569882,NFL,16164,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,1.75,NA,0.01,NA,0.07,0.47,NA,NA,NA,NA,0.35,NA,2571065,NFL,16385,NA,NA,NA,NA,NA,NA,NA
