player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
James Conner,RB,ARI,NA,16.4,70.7,NA,0.5,3,3,23.1,NA,NA,0.1,0.1,13.06,NA,12951,FleaFlicker,13146,NA,NA,NA,NA,NA,@LARL 9-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13.06,RB9,0.6,93.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,14.6,69.1,NA,0.6,2.1,2.1,17.7,NA,NA,0.1,0.1,12.98,NA,16839,FleaFlicker,15715,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB11,0.7,86.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,15.4,69.5,NA,0.4,3,3,22.9,NA,NA,0.1,0.1,12.31,NA,13111,FleaFlicker,13319,NA,NA,NA,NA,NA,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB15,0.5,92.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,LAC,NA,14,65.4,NA,0.5,2.3,2.3,15.9,NA,NA,0.1,0.1,11.61,NA,15555,FleaFlicker,14800,NA,NA,NA,NA,NA,@NEW 40-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11.61,RB57,0.6,81.3,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,14.2,60.6,NA,0.4,3.7,3.7,28.2,NA,NA,0.1,0.1,11.6,NA,16834,FleaFlicker,15708,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB21,0.5,88.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,16.5,59.6,NA,0.4,3.1,3.1,25.2,NA,NA,0.1,0.1,11.48,NA,17624,FleaFlicker,16165,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,RB35,0.5,84.8,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,16.4,66.2,NA,0.5,1.9,1.9,13.8,NA,NA,0.1,0.1,11.32,NA,16875,FleaFlicker,15716,NA,NA,NA,NA,NA,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB16,0.6,80,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,14.9,62.6,NA,0.4,2.3,2.3,17.3,NA,NA,0.1,0.1,10.89,NA,18482,FleaFlicker,16688,NA,NA,NA,NA,NA,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB19,0.5,79.9,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,16.6,66.6,NA,0.4,2.2,2.2,15.4,NA,NA,0.1,0.1,10.76,NA,15601,FleaFlicker,14797,NA,NA,NA,NA,NA,SEAL 3-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.76,RB26,0.5,82,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,16.2,64.1,NA,0.3,2.6,2.6,18.8,NA,NA,0.1,0.1,10.43,NA,16974,FleaFlicker,15713,NA,NA,NA,NA,NA,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB22,0.4,82.9,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,16.9,67.4,NA,0.3,2.2,2.2,14.3,NA,NA,0.1,0.1,10.35,NA,15904,FleaFlicker,14823,NA,NA,NA,NA,NA,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB17,0.4,81.7,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,13.1,55.8,NA,0.3,3,3,21.7,NA,NA,0.1,0.1,10.03,NA,18534,FleaFlicker,16747,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB25,0.4,77.5,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,10.5,43.2,NA,0.3,3.1,3.1,24.4,NA,NA,0.2,0.1,9.52,NA,16882,FleaFlicker,15721,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB20,0.5,67.5,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,LV,NA,14,50.7,NA,0.3,2.3,2.3,18.4,NA,NA,0.1,0.1,9.19,NA,14700,FleaFlicker,14223,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB38,0.4,69.1,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,12.3,51.8,NA,0.3,2,2,13.3,NA,NA,0.1,0.1,8.75,NA,16339,FleaFlicker,15259,NA,NA,NA,NA,NA,LACL 7-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.75,RB23,0.4,65.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,12.3,49.4,NA,0.3,2,2,13.8,NA,NA,0.1,0.1,8.62,NA,16246,FleaFlicker,15254,NA,NA,NA,NA,NA,KCL 10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.62,RB30,0.4,63.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,10.6,43.9,NA,0.2,2.8,2.8,21.1,NA,NA,0.1,0.1,8.58,NA,17137,FleaFlicker,15742,NA,NA,NA,NA,NA,KCL 10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.58,RB34,0.4,65,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,11.2,44.2,NA,0.3,2.7,2.7,19.1,NA,NA,0.1,0.1,8.35,NA,16241,FleaFlicker,15253,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB31,0.4,63.3,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,10.5,46.6,NA,0.3,2,2,13.5,NA,NA,0.1,0,8.27,NA,17029,FleaFlicker,15749,NA,NA,NA,NA,NA,@PITW 29-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.27,RB27,0.4,60.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,11.6,51.2,NA,0.4,1,1,6.5,NA,NA,0,0.1,7.91,NA,17625,FleaFlicker,16164,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB28,0.4,57.6,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,13.7,48.7,NA,0.3,1.5,1.5,10.6,NA,NA,0.1,0,7.85,NA,17661,FleaFlicker,16171,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB29,0.3,59.4,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Boone,RB,CAR,NA,12.1,42.4,NA,0.3,1.6,1.6,10.6,NA,NA,0.1,0,7.22,NA,14185,FleaFlicker,13868,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB91,0.3,53,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,10.4,39.8,NA,0.2,1.7,1.7,13,NA,NA,0.1,0.1,6.84,NA,15591,FleaFlicker,14852,NA,NA,NA,NA,NA,LACL 7-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.84,RB51,0.3,52.8,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,7.5,30.1,NA,0.1,3,3,21.7,NA,NA,0.1,0,6.83,NA,11207,FleaFlicker,12155,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB54,0.3,51.8,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,8.3,34.9,NA,0.2,2.1,2.1,14.4,NA,NA,0.1,0,6.77,NA,17510,FleaFlicker,15973,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB99,0.3,49.4,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,9.6,36.9,NA,0.3,0.8,0.8,5.4,NA,NA,0.1,0.1,6.32,NA,12934,FleaFlicker,13138,NA,NA,NA,NA,NA,@PITW 29-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.32,RB36,0.4,42.2,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,6.4,25.2,NA,0.2,2.9,2.9,19.3,NA,NA,0.1,0,5.87,NA,16282,FleaFlicker,15256,NA,NA,NA,NA,NA,@CINL 24-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.87,RB33,0.2,44.4,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,7.9,32.5,NA,0.2,1.4,1.4,9.3,NA,NA,0.1,0.1,5.58,NA,18238,FleaFlicker,16390,NA,NA,NA,NA,NA,@CINL 24-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.58,RB60,0.2,41.8,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,7.6,32.9,NA,0.2,1,1,7.8,NA,NA,0,0,5.3,NA,11455,FleaFlicker,12447,NA,NA,NA,NA,NA,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB45,0.2,40.6,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,7,29.2,NA,0.2,1.3,1.3,9.7,NA,NA,0,0,5.09,NA,17227,FleaFlicker,15965,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.2,39,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,8.2,34.8,NA,0.2,0.5,0.5,3.5,NA,NA,0,0,5.07,NA,16993,FleaFlicker,15712,NA,NA,NA,NA,NA,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB37,0.2,38.3,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,5.9,24.5,NA,0.2,1.2,1.2,9,NA,NA,0.1,0,4.65,NA,16480,FleaFlicker,15255,NA,NA,NA,NA,NA,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,RB48,0.2,33.5,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,7.9,29.7,NA,0.2,0.9,0.9,6.5,NA,NA,0,0,4.62,NA,14736,FleaFlicker,14080,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB56,0.2,36.2,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,5.3,21.6,NA,0.2,1.1,1.1,8,NA,NA,0,0,4.14,NA,18523,FleaFlicker,16757,NA,NA,NA,NA,NA,@NEW 40-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.14,RB40,0.2,29.6,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,DEN,NA,6.2,26.9,NA,0.2,0.3,0.3,2.1,NA,NA,0,0,4.03,NA,18515,FleaFlicker,16595,NA,NA,NA,NA,NA,@CINL 24-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.03,RB41,0.2,29,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,5.4,22.1,NA,0.1,0.8,0.8,6.2,NA,NA,0,0,3.87,NA,15434,FleaFlicker,14727,NA,NA,NA,NA,NA,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,RB71,0.2,28.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,4.5,22.5,NA,0.2,0.6,0.6,4.5,NA,NA,0,0,3.82,NA,18441,FleaFlicker,16593,NA,NA,NA,NA,NA,ARIW 13-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.82,RB44,0.2,27,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,TEN,NA,5.2,20.7,NA,0.1,1.1,1.1,7.5,NA,NA,0.1,0,3.68,NA,15622,FleaFlicker,14807,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,28.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,3.4,13.5,NA,0.1,1.5,1.5,12.2,NA,NA,0.1,0,3.57,NA,14842,FleaFlicker,14095,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB59,0.2,25.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny McIntosh,RB,SEA,NA,4.7,19.6,NA,0.1,1,1,7.5,NA,NA,0,0,3.57,NA,17838,FleaFlicker,16170,NA,NA,NA,NA,NA,@CHIW 6-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.57,NA,0.1,27.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,4.7,18.2,NA,0.1,0.7,0.7,5.4,NA,NA,0,0,3.46,NA,18460,FleaFlicker,16603,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB46,0.2,23.6,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,4.2,17.7,NA,0.1,1.1,1.1,7.5,NA,NA,0,0,3.26,NA,16618,FleaFlicker,15258,NA,NA,NA,NA,NA,@LARL 9-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.26,RB84,0.1,25.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,MIN,NA,4.7,19.4,NA,0.1,0.7,0.7,4.2,NA,NA,0,0,3.24,NA,15563,FleaFlicker,14799,NA,NA,NA,NA,NA,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB47,0.1,23.6,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,3.7,16.2,NA,0.1,0.8,0.8,5.9,NA,NA,0.1,0.1,3.13,NA,18456,FleaFlicker,16596,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB50,0.2,22.1,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,3.9,14.4,NA,0.1,0.8,0.8,5.7,NA,NA,0,0,2.97,NA,17716,FleaFlicker,16175,NA,NA,NA,NA,NA,SEAL 3-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.97,RB62,0.2,20.1,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTAlvin Kamara,RB,NO,NA,3.7,14.8,NA,0.1,1,1,6.2,NA,NA,0,0,2.89,NA,12965,FleaFlicker,13132,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB49,0.1,21.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,3,15.1,NA,0.1,1,1,7.2,NA,NA,0,0,2.81,NA,16909,FleaFlicker,15733,NA,NA,NA,NA,NA,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB73,0.1,22.3,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,3.1,12.7,NA,0.1,1.2,1.2,9.5,NA,NA,0,0,2.8,NA,12999,FleaFlicker,13143,NA,NA,NA,NA,NA,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB53,0.1,22.2,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,5.2,16.9,NA,0.1,0.6,0.6,3.3,NA,NA,0,0,2.78,NA,13040,FleaFlicker,13139,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB65,0.1,20.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CLE,NA,4.9,19.2,NA,0.1,0.5,0.5,2.9,NA,NA,0,0,2.77,NA,12987,FleaFlicker,13134,NA,NA,NA,NA,NA,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB74,0.1,22.1,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTRasheen Ali,RB,BAL,NA,1.9,12.6,NA,0.1,0.9,0.9,6.8,NA,NA,0.1,0,2.58,NA,18527,FleaFlicker,16746,NA,NA,NA,NA,NA,@HOUW 31-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.58,RB89,0.1,19.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mims,RB,NO,NA,5.4,11.3,NA,0.1,1.3,1.3,9.7,NA,NA,0,0,2.54,NA,18164,FleaFlicker,16424,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.1,21,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez,RB,WAS,NA,3.8,15.4,NA,0.1,0.1,0.1,0.9,NA,NA,0,0,2.27,NA,17762,FleaFlicker,16174,NA,NA,NA,NA,NA,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB76,0.1,16.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,PIT,NA,2.5,10.1,NA,0.1,0.8,0.8,6.1,NA,NA,0,0,2.26,NA,9317,FleaFlicker,11225,NA,NA,NA,NA,NA,KCL 10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.26,RB86,0.1,16.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,3.2,10.9,NA,0.1,0.9,0.9,6.8,NA,NA,0,0,2.24,NA,18492,FleaFlicker,16752,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB42,0.1,17.8,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,2.8,12.7,NA,0.1,0.4,0.4,2.8,NA,NA,0,0,2.21,NA,18234,FleaFlicker,16432,NA,NA,NA,NA,NA,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB66,0.1,15.5,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,3.8,13,NA,0.1,0.5,0.5,3.6,NA,NA,0,0,2.18,NA,16323,FleaFlicker,15257,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB69,0.1,16.5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor,RB,SF,NA,2.7,9.6,NA,0.1,0.7,0.7,5.1,NA,NA,0,0,2.05,NA,16024,FleaFlicker,14817,NA,NA,NA,NA,NA,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB43,0.1,14.7,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,KC,NA,0.5,3.1,NA,0,1.3,1.3,10.4,NA,NA,0.1,0,1.83,NA,13011,FleaFlicker,13133,NA,NA,NA,NA,NA,@PITW 29-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.83,RB70,0.1,13.6,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,1.5,7.8,NA,0.1,0.6,0.6,4.4,NA,NA,0,0,1.74,NA,18169,FleaFlicker,16387,NA,NA,NA,NA,NA,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB68,0.1,12.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,1.3,7.1,NA,0.1,0.4,0.4,2.5,NA,NA,0,0,1.52,NA,16913,FleaFlicker,15720,NA,NA,NA,NA,NA,@NEW 40-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.52,RB77,0.1,9.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CIN,NA,1.3,7.5,NA,0.1,0.4,0.4,2.4,NA,NA,0,0,1.51,NA,16552,FleaFlicker,15271,NA,NA,NA,NA,NA,DENW 30-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.51,RB58,0.1,9.9,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,2.3,8.4,NA,0.1,0.4,0.4,2.7,NA,NA,0,0,1.49,NA,12025,FleaFlicker,12625,NA,NA,NA,NA,NA,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB72,0.1,11.1,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.3,NA,0,1.1,1.1,9.9,NA,NA,0.1,0,1.46,NA,9410,FleaFlicker,11367,NA,NA,NA,NA,NA,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,11.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1.9,6.6,NA,0,0.5,0.5,3.2,NA,NA,0,0,1.38,NA,17175,FleaFlicker,15730,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB81,0.1,9.9,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.6,2.4,NA,0,1.1,1.1,8.6,NA,NA,0,0,1.34,NA,13581,FleaFlicker,13148,NA,NA,NA,NA,NA,BALL 2-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.34,RB75,0,10.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,1.1,7.5,NA,0.1,0.2,0.2,1.6,NA,NA,0,0,1.29,NA,18278,FleaFlicker,16166,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB63,0.1,9.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,ARI,NA,1.4,6.4,NA,0,0.6,0.6,4.1,NA,NA,0,0,1.27,NA,15680,FleaFlicker,14815,NA,NA,NA,NA,NA,@LARL 9-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.27,RB64,0,10.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0.8,4.6,NA,0,0.5,0.5,3.9,NA,NA,0,0,1.07,NA,18489,FleaFlicker,16678,NA,NA,NA,NA,NA,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,RB100,0,8.5,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,0.7,3.1,NA,0,0.8,0.8,5.4,NA,NA,0,0,1.03,NA,15453,FleaFlicker,14331,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB82,0,8.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jermar Jefferson,RB,DET,NA,1.1,4.9,NA,0,0.3,0.3,2,NA,NA,0,0,0.99,NA,16577,FleaFlicker,15262,NA,NA,NA,NA,NA,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,6.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,1,4.4,NA,0,0.4,0.4,2.9,NA,NA,0,0,0.93,NA,16914,FleaFlicker,15717,NA,NA,NA,NA,NA,BALL 2-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.93,RB67,0,7.3,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.5,2.1,NA,0,0.5,0.5,3.6,NA,NA,0,0,0.87,NA,11295,FleaFlicker,12325,NA,NA,NA,NA,NA,@CINL 24-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,5.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.6,2.4,NA,0,0.7,0.7,4.6,NA,NA,0,0,0.86,NA,18305,FleaFlicker,16391,NA,NA,NA,NA,NA,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
