player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Emari Demercado,RB,ARI,NA,1.9,8.4,NA,0.1,0.8,0.8,5.9,NA,NA,0.1,0,1.97,NA,17978,FleaFlicker,16385,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB91,0.1,14.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Rivers,RB,LAR,NA,3.5,11.7,NA,0.1,0.4,0.4,2.7,NA,NA,0,0,1.89,NA,17188,FleaFlicker,15726,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB80,0.1,14.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,1.2,6.1,NA,0,0.8,0.8,5.6,NA,NA,0,0,1.59,NA,16480,FleaFlicker,15255,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB76,0.1,11.7,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,2.3,9.8,NA,0.1,0.3,0.3,2.5,NA,NA,0,0,1.57,NA,16323,FleaFlicker,15257,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB68,0.1,12.3,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,1,3.5,NA,0,1.1,1.1,8.4,NA,NA,0,0,1.47,NA,13581,FleaFlicker,13148,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,1.4,6.3,NA,0,0.3,0.3,2.2,NA,NA,0,0,1.13,NA,14471,FleaFlicker,14017,TENMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB71,0.1,8.5,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,1,4.3,NA,0,0.5,0.5,3.2,NA,NA,0,0,1.11,NA,17758,FleaFlicker,16173,DALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB88,0.1,7.5,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,1,3.5,NA,0,0.7,0.7,5.4,NA,NA,0,0,1.05,NA,11207,FleaFlicker,12155,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,8.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,1.2,5.3,NA,0,0.3,0.3,1.7,NA,NA,0,0,0.94,NA,18459,FleaFlicker,16610,TENMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB59,0,7,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,1,4.3,NA,0,0.2,0.2,1.4,NA,NA,0,0,0.73,NA,18441,FleaFlicker,16593,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB57,0,5.7,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,16.12,71.48,NA,0.45,NA,4.35,32.33,NA,NA,0.29,NA,14.57,NA,breece-hall,NumberFire,15708,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,22.67,#8,22,1,16.78,8000,2.1,19.08,7800,2.45,16.78,33,0.51,NA
Saquon Barkley,RB,PHI,NA,20.25,84.51,NA,0.49,NA,3.67,23.57,NA,NA,0.15,NA,14.56,NA,saquon-barkley,NumberFire,13604,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,22.65,#21,23,2,16.36,9700,1.69,18.28,8000,2.29,16.36,36,0.45,NA
De'Von Achane,RB,MIA,NA,16.99,77.46,NA,0.59,NA,3.54,23.88,NA,NA,0.13,NA,14.38,NA,devon-achane,NumberFire,16167,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34,22.42,#10,25,3,16.12,7700,2.09,17.96,7200,2.49,16.12,30,0.54,NA
Jordan Mason,RB,SF,NA,19.76,84.28,NA,0.68,NA,1.89,12.57,NA,NA,0.11,NA,14.28,NA,jordan-mason,NumberFire,15972,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,22.28,#26,28,4,15.21,8800,1.73,16.25,6700,2.43,15.21,27,0.56,NA
Kyren Williams,RB,LA,NA,19.79,84.81,NA,0.55,NA,2.53,19.77,NA,NA,0.11,NA,14.22,NA,kyren-williams,NumberFire,15710,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,22.2,#6,29,5,15.46,8100,1.91,16.85,7300,2.31,15.46,30,0.52,NA
Bijan Robinson,RB,ATL,NA,16.7,71.94,NA,0.44,NA,4.07,32.22,NA,NA,0.23,NA,14.21,NA,bijan-robinson,NumberFire,16161,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,22.19,#7,30,6,16.23,8300,1.96,18.41,7400,2.49,16.23,29,0.56,NA
Jonathan Taylor,RB,IND,NA,18.75,91.9,NA,0.52,NA,1.65,12.96,NA,NA,0.07,NA,13.84,NA,jonathan-taylor,NumberFire,14802,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98,21.7,#4,31,7,14.67,8200,1.79,15.6,7700,2.03,14.67,32,0.46,NA
Derrick Henry,RB,BAL,NA,18.19,78.38,NA,0.7,NA,1.32,12.56,NA,NA,0.07,NA,13.76,NA,derrick-henry,NumberFire,12626,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,21.59,#3,33,8,14.39,8400,1.71,15.05,6800,2.21,14.39,31,0.46,NA
Alvin Kamara,RB,NO,NA,18.31,74.12,NA,0.38,NA,4.07,25.86,NA,NA,0.2,NA,13.5,NA,alvin-kamara,NumberFire,13132,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,21.25,#15,37,9,15.55,8600,1.81,17.59,7600,2.31,15.55,34,0.46,NA
James Conner,RB,ARI,NA,15.56,66.94,NA,0.69,NA,2.11,15.11,NA,NA,0.12,NA,13.03,NA,james-conner,NumberFire,13146,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,20.62,#32,38,10,14.06,7500,1.87,15.16,6500,2.33,14.06,29,0.48,NA
Josh Jacobs,RB,GB,NA,17.4,73.08,NA,0.56,NA,2.05,13.87,NA,NA,0.09,NA,12.3,NA,josh-jacobs,NumberFire,14073,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,19.65,#2,42,11,13.32,7100,1.88,14.51,6600,2.2,13.32,26,0.51,NA
Jahmyr Gibbs,RB,DET,NA,13.2,59.37,NA,0.51,NA,3.33,22.31,NA,NA,0.17,NA,12.12,NA,jahmyr-gibbs,NumberFire,16162,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,19.42,#1,43,12,13.81,7800,1.77,15.55,6700,2.32,13.81,28,0.49,NA
Chuba Hubbard,RB,CAR,NA,17.15,71.27,NA,0.47,NA,2.21,16.06,NA,NA,0.1,NA,12.11,NA,chuba-hubbard,NumberFire,15261,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,19.4,#29,44,13,13.22,6500,2.03,14.35,5700,2.52,13.22,26,0.51,NA
Brian Robinson,RB,WSH,NA,16.27,69.03,NA,0.45,NA,2.4,19.31,NA,NA,0.14,NA,12.07,NA,brian-robinson,NumberFire,15716,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,19.35,#19,45,14,13.23,7300,1.81,14.61,6100,2.4,13.23,NA,NA,NA
Aaron Jones,RB,MIN,NA,14.31,68.69,NA,0.38,NA,2.92,19.93,NA,NA,0.14,NA,11.72,NA,aaron-jones,NumberFire,13319,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,18.88,#9,47,15,13.18,7600,1.73,14.79,6400,2.31,13.18,28,0.47,NA
Travis Etienne,RB,JAC,NA,14.32,59.3,NA,0.42,NA,3.1,23.2,NA,NA,0.11,NA,11.4,NA,travis-etienne,NumberFire,15253,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,18.46,#17,49,16,12.96,7200,1.8,14.54,7000,2.08,12.96,NA,NA,NA
Tony Pollard,RB,TEN,NA,15.22,70.05,NA,0.36,NA,2.21,16.94,NA,NA,0.08,NA,11.23,NA,tony-pollard,NumberFire,14085,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,18.23,#16,52,17,12.3,6700,1.84,13.49,6000,2.25,12.3,26,0.47,NA
Zack Moss,RB,CIN,NA,14.55,62.27,NA,0.5,NA,1.96,11.98,NA,NA,0.12,NA,11.16,NA,zack-moss,NumberFire,14798,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,18.14,#27,53,18,12.13,6900,1.76,13.12,5900,2.22,12.13,21,0.58,NA
Devin Singletary,RB,NYG,NA,14.41,63.67,NA,0.45,NA,2.19,14.37,NA,NA,0.09,NA,10.86,NA,devin-singletary,NumberFire,14080,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,17.74,#28,55,19,11.96,6400,1.87,13.15,5900,2.23,11.96,26,0.46,NA
David Montgomery,RB,DET,NA,13.93,58.51,NA,0.57,NA,1.5,11.56,NA,NA,0.07,NA,10.77,NA,david-montgomery,NumberFire,14071,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,17.62,#1,56,20,11.5,7400,1.55,12.31,6400,1.92,11.5,27,0.43,NA
James Cook,RB,BUF,NA,12.66,57.36,NA,0.27,NA,2.59,22.06,NA,NA,0.14,NA,10.19,NA,james-cook,NumberFire,15715,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,16.85,#25,60,21,11.5,7800,1.47,12.9,6900,1.87,11.5,28,0.41,NA
Rhamondre Stevenson,RB,NE,NA,13.08,57.41,NA,0.29,NA,3.31,22.75,NA,NA,0.09,NA,10.06,NA,rhamondre-stevenson,NumberFire,15259,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,16.68,#24,62,22,11.69,6800,1.72,13.5,6200,2.18,11.69,26,0.45,NA
Rachaad White,RB,TB,NA,12.67,49.26,NA,0.3,NA,3.37,25.28,NA,NA,0.14,NA,10.02,NA,rachaad-white,NumberFire,15721,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,16.63,#20,63,23,11.68,6200,1.88,13.43,6000,2.24,11.68,24,0.49,NA
J.K. Dobbins,RB,LAC,NA,13.54,64.97,NA,0.34,NA,1.94,12.3,NA,NA,0.06,NA,10,NA,j-k-dobbins,NumberFire,14800,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,16.6,#18,64,24,10.94,7000,1.56,12,6300,1.9,10.94,26,0.42,NA
Cam Akers,RB,HOU,NA,13.81,54.91,NA,0.46,NA,1.3,10.19,NA,NA,0.06,NA,9.5,NA,cam-akers,NumberFire,14799,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,15.94,#30,67,25,10.14,6100,1.66,10.87,5300,2.05,10.14,10,1.01,NA
Najee Harris,RB,PIT,NA,14.82,58.71,NA,0.38,NA,1.46,8.75,NA,NA,0.07,NA,9.35,NA,najee-harris,NumberFire,15254,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,15.74,#22,69,26,10.08,6600,1.53,10.87,5600,1.94,10.08,24,0.42,NA
Jerome Ford,RB,CLE,NA,13.4,56.31,NA,0.28,NA,1.94,12.18,NA,NA,0.08,NA,8.97,NA,jerome-ford,NumberFire,15713,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,15.24,#23,73,27,9.94,6400,1.55,10.94,5700,1.92,9.94,23,0.43,NA
Zach Charbonnet,RB,SEA,NA,12.16,47.62,NA,0.31,NA,2.36,17.41,NA,NA,0.08,NA,8.84,NA,zach-charbonnet,NumberFire,16169,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,15.06,#12,75,28,10.02,7000,1.43,11.21,6200,1.81,10.02,26,0.39,NA
Zamir White,RB,LV,NA,13.99,57.19,NA,0.33,NA,0.98,6.71,NA,NA,0.03,NA,8.4,NA,zamir-white,NumberFire,15714,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,14.48,#14,80,29,8.88,5500,1.61,9.46,5300,1.78,8.88,17,0.52,NA
Rico Dowdle,RB,DAL,NA,11.08,45.74,NA,0.29,NA,1.68,12.68,NA,NA,0.08,NA,8.03,NA,rico-dowdle,NumberFire,14823,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,13.99,#11,84,30,8.88,5700,1.56,9.74,5300,1.84,8.88,16,0.56,NA
Roschon Johnson,RB,CHI,NA,11.45,46.74,NA,0.28,NA,1.91,12.38,NA,NA,0.07,NA,7.95,NA,roschon-johnson,NumberFire,16175,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,13.88,#31,85,31,8.87,5500,1.61,9.88,4100,2.41,8.87,12,0.74,NA
Ezekiel Elliott,RB,DAL,NA,8.86,35.86,NA,0.32,NA,2.25,14.48,NA,NA,0.13,NA,7.61,NA,ezekiel-elliott,NumberFire,12625,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,13.43,#11,90,32,8.78,5900,1.49,9.95,5200,1.91,8.78,17,0.52,NA
Javonte Williams,RB,DEN,NA,11.38,45.34,NA,0.2,NA,2.41,14.56,NA,NA,0.08,NA,7.56,NA,javonte-williams,NumberFire,15256,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,13.36,#13,92,33,8.8,5600,1.57,10.05,5200,1.93,8.8,18,0.49,NA
Braelon Allen,RB,NYJ,NA,9.21,38.94,NA,0.22,NA,1.67,11.78,NA,NA,0.09,NA,6.89,NA,braelon-allen,NumberFire,16596,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,12.47,#8,98,34,7.71,6200,1.24,8.58,5400,1.59,7.71,22,0.35,NA
Antonio Gibson,RB,NE,NA,8.63,35.95,NA,0.2,NA,2.23,17.72,NA,NA,0.06,NA,6.66,NA,antonio-gibson,NumberFire,14852,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,12.17,#24,105,35,7.76,5600,1.39,9.02,4700,1.92,7.76,14,0.55,NA
Carson Steele,RB,KC,NA,11.12,44.66,NA,0.27,NA,0.5,3.35,NA,NA,0.02,NA,6.43,NA,carson-steele,NumberFire,16612,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.86,#5,112,36,6.67,5800,1.15,6.99,5500,1.27,6.67,13,0.51,NA
Tyjae Spears,RB,TEN,NA,6.5,26.54,NA,0.14,NA,2.87,23.2,NA,NA,0.09,NA,6.28,NA,tyjae-spears,NumberFire,16165,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,11.67,#16,116,37,7.75,5500,1.41,9.21,4800,1.92,7.75,19,0.41,NA
D'Andre Swift,RB,CHI,NA,8.59,37.33,NA,0.27,NA,1.05,6.81,NA,NA,0.04,NA,6.18,NA,d-andre-swift,NumberFire,14797,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,11.53,#31,118,38,6.68,5700,1.17,7.26,5500,1.32,6.68,18,0.37,NA
Bucky Irving,RB,TB,NA,8.74,35.8,NA,0.21,NA,1.46,10.09,NA,NA,0.05,NA,6.14,NA,bucky-irving,NumberFire,16598,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,11.48,#20,119,39,6.82,6000,1.14,7.58,5300,1.43,6.82,14,0.49,NA
Miles Sanders,RB,CAR,NA,8.02,38.26,NA,0.23,NA,1.23,7.16,NA,NA,0.05,NA,6.13,NA,miles-sanders,NumberFire,14079,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,11.47,#29,120,40,6.74,5300,1.27,7.4,5000,1.48,6.74,11,0.61,NA
Alexander Mattison,RB,LV,NA,9.05,36.9,NA,0.22,NA,1.3,9.44,NA,NA,0.05,NA,6.11,NA,alexander-mattison,NumberFire,14223,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,11.44,#14,121,41,6.74,5900,1.14,7.47,5200,1.44,6.74,19,0.35,NA
Gus Edwards,RB,LAC,NA,8.8,41.35,NA,0.21,NA,0.73,5.79,NA,NA,0.02,NA,5.99,NA,gus-edwards,NumberFire,13850,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,11.28,#18,126,42,6.32,5300,1.19,6.75,4700,1.44,6.32,13,0.49,NA
Ty Chandler,RB,MIN,NA,8.1,33.47,NA,0.23,NA,1.08,7.59,NA,NA,0.04,NA,5.73,NA,ty-chandler,NumberFire,15723,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,10.94,#9,133,43,6.25,5200,1.2,6.8,5100,1.33,6.25,17,0.37,NA
Tyler Allgeier,RB,ATL,NA,8.22,34.83,NA,0.19,NA,1.03,8.25,NA,NA,0.05,NA,5.73,NA,tyler-allgeier,NumberFire,15712,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,10.94,#7,133,43,6.26,6300,0.99,6.78,4900,1.38,6.26,13,0.48,NA
Cordarrelle Patterson,RB,PIT,NA,6.59,29.81,NA,0.22,NA,1.32,10.63,NA,NA,0.06,NA,5.65,NA,cordarrelle-patterson-1,NumberFire,11225,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,10.83,#22,137,45,6.28,4700,1.34,6.99,4300,1.63,6.28,10,0.63,NA
Samaje Perine,RB,KC,NA,6.11,24.61,NA,0.14,NA,2.27,17.03,NA,NA,0.1,NA,5.47,NA,samaje-perine,NumberFire,13133,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,10.59,#5,140,46,6.6,5800,1.14,7.8,5400,1.44,6.6,12,0.55,NA
D'Onta Foreman,RB,CLE,NA,8.94,37.39,NA,0.18,NA,0.46,3.29,NA,NA,0.02,NA,5.08,NA,d-onta-foreman,NumberFire,13134,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,10.07,#23,146,47,5.34,5200,1.03,5.65,4300,1.31,5.34,12,0.45,NA
Kenneth Walker III,RB,SEA,NA,6.81,28.42,NA,0.22,NA,0.9,6.92,NA,NA,0.04,NA,5.04,NA,kenneth-walker-iii,NumberFire,15711,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,10.02,#12,149,48,5.5,7500,0.73,5.97,6300,0.95,5.5,25,0.22,NA
Jaleel McLaughlin,RB,DEN,NA,6.77,27.83,NA,0.14,NA,1.57,9.5,NA,NA,0.05,NA,4.79,NA,jaleel-mclaughlin,NumberFire,16390,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,9.69,#13,160,49,5.6,5100,1.1,6.41,4500,1.42,5.6,10,0.56,NA
Chase Brown,RB,CIN,NA,5.89,24.2,NA,0.17,NA,1.35,8.82,NA,NA,0.07,NA,4.67,NA,chase-brown,NumberFire,16181,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.53,#27,163,50,5.34,5600,0.95,6.05,5100,1.19,5.34,12,0.45,NA
Dameon Pierce,RB,HOU,NA,6.9,26.88,NA,0.21,NA,0.78,5.52,NA,NA,0.03,NA,4.66,NA,dameon-pierce,NumberFire,15717,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,9.52,#30,165,51,5.03,5000,1.01,5.44,5000,1.09,5.03,10,0.5,NA
Jamaal Williams,RB,NO,NA,6.15,24.29,NA,0.17,NA,0.96,5.84,NA,NA,0.04,NA,4.26,NA,jamaal-williams,NumberFire,13139,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,8.98,#15,174,52,4.71,5000,0.94,5.21,4400,1.18,4.71,11,0.43,NA
Tank Bigsby,RB,JAC,NA,7.03,27.07,NA,0.17,NA,0.52,3.53,NA,NA,0.02,NA,4.07,NA,tank-bigsby,NumberFire,16164,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.73,#17,177,53,4.34,6000,0.72,4.66,5600,0.83,4.34,10,0.43,NA
Ray Davis,RB,BUF,NA,5.19,21.02,NA,0.11,NA,1.32,9.24,NA,NA,0.05,NA,3.98,NA,ray-davis,NumberFire,16603,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.61,#25,181,54,4.61,5400,0.85,5.29,4300,1.23,4.61,10,0.46,NA
Justice Hill,RB,BAL,NA,3.22,13.58,NA,0.09,NA,1.9,14.69,NA,NA,0.08,NA,3.79,NA,justice-hill,NumberFire,14086,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,8.36,#3,188,55,4.72,5400,0.87,5.71,4800,1.19,4.72,14,0.34,NA
Dare Ogunbowale,RB,HOU,NA,3.45,13.47,NA,0.11,NA,1.59,12.14,NA,NA,0.08,NA,3.69,NA,dare-ogunbowale,NumberFire,13148,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,8.23,#30,195,56,4.44,4900,0.91,5.26,4500,1.17,4.44,10,0.44,NA
Emanuel Wilson,RB,GB,NA,5.19,20.9,NA,0.15,NA,0.83,5.37,NA,NA,0.04,NA,3.64,NA,emanuel-wilson,NumberFire,16432,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,8.16,#2,197,57,4.08,5400,0.76,4.55,4400,1.03,4.08,11,0.37,NA
Trey Benson,RB,ARI,NA,4.61,18.73,NA,0.13,NA,0.85,6.11,NA,NA,0.04,NA,3.48,NA,trey-benson,NumberFire,16594,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,7.95,#32,201,58,3.89,4900,0.79,4.33,4800,0.9,3.89,10,0.39,NA
Isaac Guerendo,RB,SF,NA,4.63,18.1,NA,0.13,NA,0.92,6.12,NA,NA,0.05,NA,3.41,NA,isaac-guerendo,NumberFire,16688,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.86,#26,203,59,3.88,5100,0.76,4.38,4200,1.04,3.88,10,0.39,NA
Tyrone Tracy Jr.,RB,NYG,NA,3.54,14.34,NA,0.1,NA,1.17,7.82,NA,NA,0.04,NA,3.06,NA,tyrone-tracy-jr,NumberFire,16747,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27,7.39,#28,211,60,3.6,4800,0.75,4.21,4300,0.98,3.6,10,0.36,NA
Kareem Hunt,RB,KC,NA,3.75,15.35,NA,0.14,NA,0.62,4.21,NA,NA,0.03,NA,2.94,NA,kareem-hunt,NumberFire,13138,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35,7.23,#5,218,61,3.27,5500,0.59,3.59,5200,0.69,3.27,NA,NA,NA
Raheem Mostert,RB,MIA,NA,3.68,17.91,NA,0.14,NA,0.44,3.06,NA,NA,0.01,NA,2.92,NA,raheem-mostert,NumberFire,12447,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,7.21,#10,220,62,3.14,6000,0.52,3.4,5700,0.6,3.14,24,0.13,NA
Jaylen Warren,RB,PIT,NA,2.96,12.77,NA,0.07,NA,1.2,8.18,NA,NA,0.04,NA,2.72,NA,jaylen-warren,NumberFire,15742,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,6.94,#22,227,63,3.28,5200,0.63,3.92,5100,0.77,3.28,16,0.21,NA
Jeremy McNichols,RB,WSH,NA,2.17,8.9,NA,0.06,NA,1.3,9.19,NA,NA,0.07,NA,2.56,NA,jeremy-mcnichols,NumberFire,13143,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.73,#19,232,64,3.22,4500,0.72,3.88,4000,0.97,3.22,10,0.32,NA
