player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,fumbles_lost,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Mike Gesicki,TE,CIN,NA,NA,3.1,28.36,NA,NA,0.24,4.3,NA,michael-gesicki,NumberFire,13672,0,0,NA,DEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,8.92,#1,168,19,5.83,7.39,5.83
Kyle Pitts,TE,ATL,NA,NA,2.4,28.18,NA,NA,0.18,3.88,NA,kyle-pitts,NumberFire,15329,0,0,NA,WSH,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,8.36,#24,176,20,5.12,6.32,5.12
Tyler Higbee,TE,LA,NA,NA,2.72,25.21,NA,NA,0.2,3.69,NA,tyler-higbee,NumberFire,12678,0,0,NA,ARI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.72,8.1,#29,184,21,5.08,6.45,5.08
Jordan Akins,TE,CLE,NA,NA,2.68,27.19,NA,NA,0.12,3.37,NA,jordan-akins,NumberFire,13753,0,0,NA,MIA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.67,#9,192,22,4.74,6.11,4.74
Juwan Johnson,TE,NO,NA,NA,2.64,25.27,NA,NA,0.14,3.35,NA,juwan-johnson,NumberFire,14861,0,0,NA,LV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,7.64,#16,193,23,4.69,6.02,4.69
Austin Hooper,TE,NE,NA,NA,2.51,25.32,NA,NA,0.12,3.26,NA,austin-hooper,NumberFire,12677,0,0,NA,LAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.52,#10,195,24,4.49,5.75,4.49
Stone Smartt,TE,LAC,NA,NA,2.18,24.48,NA,NA,0.13,3.19,NA,stone-smartt,NumberFire,16113,0,0,NA,NE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.42,#30,199,25,4.28,5.39,4.28
Payne Durham,TE,TB,NA,NA,2.11,21.3,NA,NA,0.16,3.06,NA,payne-durham,NumberFire,16218,0,0,NA,CAR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.25,#31,204,26,4.11,5.18,4.11
Colby Parkinson,TE,LA,NA,NA,2.09,21.12,NA,NA,0.15,2.98,NA,colby-parkinson,NumberFire,14871,0,0,NA,ARI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.18,7.14,#29,206,27,4.04,5.09,4.04
Brenton Strange,TE,JAC,NA,NA,2.58,21.54,NA,NA,0.13,2.93,NA,brenton-strange,NumberFire,16269,0,0,NA,TEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.21,7.07,#20,209,28,4.18,5.49,4.18
Cole Kmet,TE,CHI,NA,NA,2.14,21.4,NA,NA,0.11,2.81,NA,cole-kmet,NumberFire,14867,0,0,NA,SEA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.29,6.91,#11,211,29,3.85,4.93,3.85
Tyler Conklin,TE,NYJ,NA,NA,2.36,22.19,NA,NA,0.1,2.8,NA,tyler-conklin,NumberFire,13675,0,0,NA,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.9,#15,212,30,3.96,5.16,3.96
Noah Gray,TE,KC,NA,NA,1.92,20.29,NA,NA,0.13,2.79,NA,noah-gray-1,NumberFire,15337,0,0,NA,PIT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.88,#6,213,31,3.75,4.72,3.75
Lucas Krull,TE,DEN,NA,NA,1.84,17.1,NA,NA,0.13,2.47,NA,lucas-krull,NumberFire,15970,0,0,NA,CIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.51,6.45,#28,225,32,3.39,4.32,3.39
Foster Moreau,TE,NO,NA,NA,1.74,19.14,NA,NA,0.09,2.42,NA,foster-moreau,NumberFire,14239,0,0,NA,LV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.38,#16,226,33,3.3,4.18,3.3
Michael Mayer,TE,LV,NA,NA,1.69,17.66,NA,NA,0.1,2.37,NA,michael-mayer,NumberFire,16212,0,0,NA,NO,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.31,#22,228,34,3.19,4.05,3.19
Daniel Bellinger,TE,NYG,NA,NA,1.83,19.05,NA,NA,0.08,2.35,NA,daniel-bellinger,NumberFire,15873,0,0,NA,IND,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.29,#14,230,35,3.28,4.21,3.28
Mo Alie-Cox,TE,IND,NA,NA,1.5,15.64,NA,NA,0.12,2.23,NA,mo-alie-cox,NumberFire,13246,0,0,NA,NYG,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.13,#25,235,36,2.99,3.76,2.99
Dawson Knox,TE,BUF,NA,NA,1.28,14.03,NA,NA,0.12,2.14,NA,dawson-knox,NumberFire,14143,0,0,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6,#27,239,37,2.74,3.39,2.74
Josh Oliver,TE,MIN,NA,NA,1.48,14.38,NA,NA,0.11,2.1,NA,josh-oliver,NumberFire,14209,0,0,NA,GB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#4,240,38,2.82,3.57,2.82
Luke Schoonmaker,TE,DAL,NA,NA,1.8,16.07,NA,NA,0.07,2.04,NA,luke-schoonmaker,NumberFire,16221,0,0,NA,PHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.87,#3,242,39,2.91,3.82,2.91
Tommy Tremble,TE,CAR,NA,NA,1.66,14.71,NA,NA,0.09,1.99,NA,tommy-tremble,NumberFire,15332,0,0,NA,TB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.82,5.8,#21,244,40,2.82,3.66,2.82
AJ Barner,TE,SEA,NA,NA,1.45,14,NA,NA,0.09,1.92,NA,aj-barner,NumberFire,16723,0,0,NA,CHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,5.71,#18,245,41,2.65,3.38,2.65
Cam Grandy,TE,CIN,NA,NA,1.32,11.47,NA,NA,0.1,1.74,NA,cam-grandy,NumberFire,16979,0,0,NA,DEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,5.46,#1,252,42,2.39,3.06,2.39
Will Dissly,TE,LAC,NA,NA,1.15,11.5,NA,NA,0.07,1.55,NA,will-dissly,NumberFire,13763,0,0,NA,NE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#30,257,43,2.13,2.71,2.13
Andrew Ogletree,TE,IND,NA,NA,1.03,10.91,NA,NA,0.07,1.51,NA,andrew-ogletree,NumberFire,15916,0,0,NA,NYG,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.15,#25,258,44,2.01,2.53,2.01
Elijah Higgins,TE,ARI,NA,NA,1.12,11.29,NA,NA,0.06,1.51,NA,elijah-higgins,NumberFire,16333,0,0,NA,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.15,#23,258,44,2.03,2.6,2.03
Luke Farrell,TE,JAC,NA,NA,1.35,11.14,NA,NA,0.07,1.5,NA,luke-farrell,NumberFire,15335,0,0,NA,TEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.14,#20,260,46,2.19,2.87,2.19
Blake Whiteheart,TE,CLE,NA,NA,1.24,11.45,NA,NA,0.06,1.47,NA,blake-whiteheart,NumberFire,16940,0,0,NA,MIA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.1,#9,263,47,2.11,2.74,2.11
Charlie Woerner,TE,ATL,NA,NA,1.01,9.64,NA,NA,0.07,1.38,NA,charlie-woerner,NumberFire,14984,0,0,NA,WSH,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.98,#24,267,48,1.87,2.38,1.87
Ja'Tavion Sanders,TE,CAR,NA,NA,1.08,10.45,NA,NA,0.05,1.35,NA,ja-tavion-sanders,NumberFire,16643,0,0,NA,TB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.94,#21,268,49,1.87,2.42,1.87
John Bates,TE,WSH,NA,NA,1,9.58,NA,NA,0.07,1.34,NA,john-bates,NumberFire,15344,0,0,NA,ATL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.92,#13,269,50,1.86,2.37,1.86
Adam Trautman,TE,DEN,NA,NA,0.85,8.64,NA,NA,0.06,1.24,NA,adam-trautman,NumberFire,14870,0,0,NA,CIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#28,275,51,1.63,2.06,1.63
Eric Saubert,TE,SF,NA,NA,0.88,8.42,NA,NA,0.06,1.22,NA,eric-saubert,NumberFire,13315,0,0,NA,DET,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#7,277,52,1.64,2.08,1.64
Connor Heyward,TE,PIT,NA,NA,0.85,8.24,NA,NA,0.06,1.16,NA,connor-heyward,NumberFire,15800,0,0,NA,KC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.68,#8,279,53,1.61,2.03,1.61
Grant Calcaterra,TE,PHI,NA,NA,0.86,8.91,NA,NA,0.04,1.14,NA,grant-calcaterra,NumberFire,15804,0,0,NA,DAL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.37,4.65,#26,280,54,1.54,1.98,1.54
Drew Sample,TE,CIN,NA,NA,0.94,6.92,NA,NA,0.07,1.1,NA,drew-sample,NumberFire,14146,0,0,NA,DEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,4.6,#1,285,55,1.56,2.04,1.56
Josiah Deguara,TE,JAC,NA,NA,0.95,7.74,NA,NA,0.05,1.05,NA,josiah-deguara,NumberFire,14876,0,0,NA,TEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.43,4.53,#20,289,56,1.55,2.02,1.55
Pharaoh Brown,TE,SEA,NA,NA,0.72,7.46,NA,NA,0.04,0.99,NA,pharaoh-brown,NumberFire,13994,0,0,NA,CHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,4.45,#18,291,57,1.33,1.7,1.33
Nate Adkins,TE,DEN,NA,NA,0.74,6.76,NA,NA,0.05,0.99,NA,nate-adkins,NumberFire,16474,0,0,NA,CIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,4.45,#28,291,57,1.35,1.72,1.35
Ko Kieft,TE,TB,NA,NA,0.61,6.2,NA,NA,0.05,0.91,NA,ko-kieft,NumberFire,15929,0,0,NA,CAR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,4.34,#31,296,59,1.23,1.53,1.23
Jeremy Ruckert,TE,NYJ,NA,NA,0.74,6.44,NA,NA,0.03,0.85,NA,jeremy-ruckert,NumberFire,15796,0,0,NA,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.56,4.26,#15,299,60,1.19,1.56,1.19
Gerald Everett,TE,CHI,NA,NA,0.71,5.88,NA,NA,0.04,0.8,NA,gerald-everett,NumberFire,13236,0,0,NA,SEA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.19,#11,302,61,1.16,1.53,1.16
David Martin-Robinson,TE,TEN,NA,NA,0.65,5.99,NA,NA,0.03,0.8,NA,david-martin-robinson,NumberFire,16831,0,0,NA,JAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.19,#32,302,61,1.1,1.43,1.1
Kylen Granson,TE,IND,NA,NA,0.51,5.6,NA,NA,0.03,0.75,NA,kylen-granson,NumberFire,15419,0,0,NA,NYG,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#25,306,63,1,1.25,1
MyCole Pruitt,TE,PIT,NA,NA,0.42,4.4,NA,NA,0.03,0.63,NA,mycole-pruitt,NumberFire,12309,0,0,NA,KC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.96,#8,314,64,0.83,1.04,0.83
Eric Tomlinson,TE,LAC,NA,NA,0.43,4.29,NA,NA,0.03,0.59,NA,eric-tomlinson,NumberFire,13065,0,0,NA,NE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#30,315,65,0.82,1.04,0.82
Brock Wright,TE,DET,NA,NA,0.37,3.58,NA,NA,0.03,0.53,NA,brock-wright,NumberFire,15626,0,0,NA,SF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#12,317,66,0.72,0.91,0.72
Will Mallory,TE,IND,NA,NA,0.42,3.74,NA,NA,0.03,0.53,NA,will-mallory,NumberFire,16220,0,0,NA,NYG,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#25,317,66,0.76,0.97,0.76
Durham Smythe,TE,MIA,NA,NA,0.43,3.96,NA,NA,0.02,0.49,NA,durham-smythe,NumberFire,13676,0,0,NA,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.77,#19,323,68,0.73,0.95,0.73
Kenny Yeboah,TE,NYJ,NA,NA,0.25,2.35,NA,NA,0.01,0.31,NA,kenny-yeboah,NumberFire,15339,0,0,NA,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#15,328,69,0.42,0.55,0.42
Darnell Washington,TE,PIT,NA,NA,0.21,2.16,NA,NA,0.01,0.3,NA,darnell-washington,NumberFire,16216,0,0,NA,KC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#8,331,70,0.38,0.49,0.38
Johnny Mundt,TE,MIN,NA,NA,0.13,1.12,NA,NA,0.01,0.17,NA,johnny-mundt,NumberFire,13940,0,0,NA,GB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#4,374,71,0.24,0.3,0.24
Irv Smith Jr.,TE,HOU,NA,NA,0.12,1.1,NA,NA,0.01,0.15,NA,irv-smith-jr,NumberFire,14141,0,0,NA,BAL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#17,378,72,0.23,0.29,0.23
Ben Sims,TE,GB,NA,NA,0.11,1.05,NA,NA,0.01,0.15,NA,ben-sims,NumberFire,16483,0,0,NA,MIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#2,378,72,0.22,0.28,0.22
Tip Reiman,TE,ARI,NA,NA,0.11,1.1,NA,NA,0.01,0.15,NA,tip-reiman,NumberFire,16706,0,0,NA,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#23,378,72,0.23,0.28,0.23
Nick Vannett,TE,TEN,NA,NA,0.11,1.03,NA,NA,0.01,0.14,NA,nick-vannett,NumberFire,12680,0,0,NA,JAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#32,382,75,0.22,0.27,0.22
Josh Whyle,TE,TEN,NA,NA,0.11,1.08,NA,NA,0.01,0.14,NA,josh-whyle,NumberFire,16312,0,0,NA,JAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#32,382,75,0.22,0.28,0.22
Brevyn Spann-Ford,TE,DAL,NA,NA,0.12,1.11,NA,NA,0,0.14,NA,brevyn-spann-ford,NumberFire,16647,0,0,NA,PHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#3,382,75,0.17,0.23,0.17
Ben Sinnott,TE,WSH,NA,NA,0.1,0.89,NA,NA,0.01,0.13,NA,ben-sinnott,NumberFire,16644,0,0,NA,ATL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.29,#13,388,78,0.2,0.25,0.2
Julian Hill,TE,MIA,NA,NA,0.1,0.94,NA,NA,0,0.12,NA,julian-hill,NumberFire,16425,0,0,NA,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.27,#19,389,79,0.14,0.19,0.14
Brock Bowers,TE,LV,NA,NA,6.3,65.84,NA,NA,0.42,15.24,NA,2572219,NFL,16641,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,5.05,64.6,NA,NA,0.46,14.17,NA,2558266,NFL,13299,NA,0.44,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,5.39,56.75,NA,NA,0.39,13.27,NA,2568117,NFL,15794,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,NA,4.92,49.8,NA,NA,0.41,12.36,NA,2558207,NFL,13193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,4.59,44.78,NA,NA,0.33,10.96,NA,2540258,NFL,11244,NA,0.32,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,3.7,46.53,NA,NA,0.36,10.35,NA,2560957,NFL,13671,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.3,44.16,NA,NA,0.29,10.32,NA,2562378,NFL,14138,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,4.13,43.28,NA,NA,0.31,10.18,NA,2567496,NFL,15799,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,NA,4.34,43.14,NA,NA,0.22,9.97,NA,2540158,NFL,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,3.98,41.18,NA,NA,0.3,9.76,NA,2569726,NFL,16214,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,4.32,40.9,NA,NA,0.24,9.73,NA,2569594,NFL,16213,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,4.07,40.82,NA,NA,0.26,9.71,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.62,38.04,NA,NA,0.31,9.16,NA,2560866,NFL,13772,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,3.33,34.75,NA,NA,0.28,8.49,NA,2569768,NFL,16222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAX,NA,NA,3.41,34.41,NA,NA,0.26,8.41,NA,2569912,NFL,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3.2,35.9,NA,NA,0.25,8.29,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,3.29,33.23,NA,NA,0.28,8.14,NA,2567658,NFL,15889,NA,0.28,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3.36,35.07,NA,NA,0.23,8.13,NA,2566442,NFL,15331,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,3.04,31.01,NA,NA,0.3,7.94,NA,2561046,NFL,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3.26,32.94,NA,NA,0.19,7.69,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,2.57,32.08,NA,NA,0.24,7.14,NA,2565830,NFL,15329,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,3.24,25.76,NA,NA,0.19,6.96,NA,2568063,NFL,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,2.72,27.26,NA,NA,0.23,6.83,NA,2570353,NFL,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,2.46,25.94,NA,NA,0.23,6.43,NA,2566178,NFL,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,NA,2.64,26.56,NA,NA,0.18,6.38,NA,2560951,NFL,13753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,2.39,23.66,NA,NA,0.22,6.08,NA,2555415,NFL,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.28,25.29,NA,NA,0.2,6.01,NA,2567283,NFL,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.41,24.03,NA,NA,0.15,5.71,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,NA,2.08,22.98,NA,NA,0.17,5.4,NA,2560994,NFL,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,2.14,21.91,NA,NA,0.18,5.35,NA,2563704,NFL,14867,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2.01,22.33,NA,NA,0.14,5.08,NA,2571892,NFL,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,1.94,20.51,NA,NA,0.18,5.07,NA,2562317,NFL,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
