player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Washington, Darnell",TE,PIT,NA,1.7,1.4,15,NA,NA,0.1,0,2,NA,NA,FantasySharks,16216,NA,NA,NA,NA,NA,NA,0,0,@WAS,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,1.9,1.7,19,NA,NA,0,0,1.9,NA,NA,FantasySharks,15873,NA,NA,NA,NA,NA,NA,0,0,@CAR,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,CIN,NA,2.7,2,15,NA,NA,0,0,1.8,NA,NA,FantasySharks,14370,NA,NA,NA,NA,NA,NA,0,0,@BAL,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,1.6,0.6,5,NA,NA,0.2,0,1.7,NA,NA,FantasySharks,12955,NA,NA,NA,NA,NA,NA,0,0,@CAR,0.6,0.2,0,0,0,0,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,NEP,NA,2.7,1.7,15,NA,NA,0.1,0.1,1.6,NA,NA,FantasySharks,12677,NA,NA,NA,NA,NA,NA,0,0,@CHI,0.6,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,2.1,1.5,16,NA,NA,0,0,1.6,NA,NA,FantasySharks,16312,NA,NA,NA,NA,NA,NA,0,0,@LAC,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,2.5,1.7,12,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,15800,NA,NA,NA,NA,NA,NA,0,0,@WAS,0.2,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.4,1.2,8,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,15626,NA,NA,NA,NA,NA,NA,0,0,@HOU,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.7,1.1,9,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,15344,NA,NA,NA,NA,NA,NA,0,0,PIT,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,2.5,1.5,13,NA,NA,0,0,1.3,NA,NA,FantasySharks,13676,NA,NA,NA,NA,NA,NA,0,0,@LAR,0.5,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,ATL,NA,1.8,1.2,12,NA,NA,0,0,1.3,NA,NA,FantasySharks,14984,NA,NA,NA,NA,NA,NA,0,0,@NOS,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,2.3,1.4,9,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,13236,NA,NA,NA,NA,NA,NA,0,0,NEP,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.6,0.5,2,NA,NA,0.2,0,1.2,NA,NA,FantasySharks,8269,NA,NA,NA,NA,NA,NA,0,0,NEP,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quitoriano, Teagan",TE,HOU,NA,0.8,0.6,10,NA,NA,0,0,1.2,NA,NA,FantasySharks,15905,NA,NA,NA,NA,NA,NA,0,0,DET,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.6,1.1,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,15335,NA,NA,NA,NA,NA,NA,0,0,MIN,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,2.4,1.7,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,15796,NA,NA,NA,NA,NA,NA,0,0,@ARI,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,1.6,1,8,NA,NA,0.1,0,1.2,NA,NA,FantasySharks,16221,NA,NA,NA,NA,NA,NA,0,0,PHI,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adkins, Nate",TE,DEN,NA,1.3,0.6,4,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,16474,NA,NA,NA,NA,NA,NA,0,0,@KCC,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.7,0.7,8,NA,NA,0,0,1.1,NA,NA,FantasySharks,15916,NA,NA,NA,NA,NA,NA,0,0,BUF,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zylstra, Shane",TE,DET,NA,0.5,0.3,2,NA,NA,0.1,0,1,NA,NA,FantasySharks,15604,NA,NA,NA,NA,NA,NA,0,0,@HOU,0.1,0.1,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stover, Cade",TE,HOU,NA,1.4,0.9,10,NA,NA,0,0,1,NA,NA,FantasySharks,16642,NA,NA,NA,NA,NA,NA,0,0,DET,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,1.3,0.9,9,NA,NA,0,0,1,NA,NA,FantasySharks,15970,NA,NA,NA,NA,NA,NA,0,0,@KCC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SFO,NA,1,0.8,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,13315,NA,NA,NA,NA,NA,NA,0,0,@TBB,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,PIT,NA,1.3,0.9,8,NA,NA,0,0,0.9,NA,NA,FantasySharks,12309,NA,NA,NA,NA,NA,NA,0,0,@WAS,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.7,0.8,7,NA,NA,0,0,0.9,NA,NA,FantasySharks,16220,NA,NA,NA,NA,NA,NA,0,0,BUF,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",TE,LAR,NA,1,0.9,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,15334,NA,NA,NA,NA,NA,NA,0,0,MIA,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,0.9,0.7,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,16218,NA,NA,NA,NA,NA,NA,0,0,SFO,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,1.3,0.6,6,NA,NA,0,0,0.7,NA,NA,FantasySharks,13678,NA,NA,NA,NA,NA,NA,0,0,NYG,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,1.1,0.7,6,NA,NA,0,0,0.7,NA,NA,FantasySharks,16807,NA,NA,NA,NA,NA,NA,1,0,ATL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1.2,0.6,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,13988,NA,NA,NA,NA,NA,NA,0,0,@NOS,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Davis",TE,LAR,NA,1,0.6,5,NA,NA,0,0,0.6,NA,NA,FantasySharks,16219,NA,NA,NA,NA,NA,NA,0,0,MIA,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.2,0.4,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,16113,NA,NA,NA,NA,NA,NA,0,0,TEN,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.5,1,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,16425,NA,NA,NA,NA,NA,NA,0,0,@LAR,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,1.4,0.7,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,15797,NA,NA,NA,NA,NA,NA,0,0,@KCC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,MIA,NA,1.2,0.7,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,15541,NA,NA,NA,NA,NA,NA,0,0,@LAR,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeboah, Kenny",TE,NYJ,NA,0.6,0.4,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,15339,NA,NA,NA,NA,NA,NA,0,0,@ARI,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.8,0.7,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16706,NA,NA,NA,NA,NA,NA,0,0,NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.8,0.6,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16646,NA,NA,NA,NA,NA,NA,0,0,@CHI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",TE,MIN,NA,0.5,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,13427,NA,NA,NA,NA,NA,NA,0,0,@JAC,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hendershot, Peyton",TE,KCC,NA,0.7,0.3,2,NA,NA,0,0,0.1,NA,NA,FantasySharks,16000,NA,NA,NA,NA,NA,NA,0,0,DEN,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.3,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,NA,NA,NA,NA,NA,NA,0,0,PIT,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,JAC,NA,0.1,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14876,NA,NA,NA,NA,NA,NA,0,0,MIN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6.5,6.5,62.8,NA,NA,0.5,0.1,8.9,NA,9360,FleaFlicker,11244,NA,NA,NA,NA,NA,0,0,0,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE3,0.5,62.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.8,4.8,62.4,NA,NA,0.4,0.1,8.42,NA,13023,FleaFlicker,13299,NA,NA,NA,NA,NA,0,0,0,@GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE2,0.4,62.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,6.2,6.2,62.5,NA,NA,0.3,0.1,7.89,NA,18364,FleaFlicker,16641,NA,NA,NA,NA,NA,0,0,0,DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE1,0.3,62.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.5,5.5,57.1,NA,NA,0.3,0.1,7.41,NA,16895,FleaFlicker,15794,NA,NA,NA,NA,NA,0,0,0,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE5,0.3,57.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.5,4.5,49.8,NA,NA,0.3,0.1,6.56,NA,12904,FleaFlicker,13192,NA,NA,NA,NA,NA,0,0,0,PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE6,0.3,49.8,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,4.8,4.8,46,NA,NA,0.3,0,6.46,NA,16937,FleaFlicker,15802,NA,NA,NA,NA,NA,0,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE7,0.3,46,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,3.9,3.9,43.6,NA,NA,0.3,0,6.12,NA,12974,FleaFlicker,13193,NA,NA,NA,NA,NA,0,0,0,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE17,0.3,43.6,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,4.2,4.2,43,NA,NA,0.3,0,6.02,NA,12088,FleaFlicker,12676,NA,NA,NA,NA,NA,0,0,0,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE14,0.3,43,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,3.6,3.6,40.2,NA,NA,0.3,0,5.88,NA,17681,FleaFlicker,16214,NA,NA,NA,NA,NA,0,0,0,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE12,0.3,40.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,4.2,4.2,42.3,NA,NA,0.3,0,5.81,NA,14475,FleaFlicker,13763,NA,NA,NA,NA,NA,0,0,0,BALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE15,0.3,42.3,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,4.1,4.1,43.5,NA,NA,0.2,0.1,5.63,NA,14677,FleaFlicker,14138,NA,NA,NA,NA,NA,0,0,0,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE9,0.2,43.5,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,3.2,3.2,36.2,NA,NA,0.3,0,5.52,NA,13829,FleaFlicker,13671,NA,NA,NA,NA,NA,0,0,0,@LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE8,0.3,36.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,4,4,39.8,NA,NA,0.3,0,5.52,NA,9376,FleaFlicker,11247,NA,NA,NA,NA,NA,0,0,0,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE19,0.3,39.8,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,3.8,3.8,41.4,NA,NA,0.2,0.1,5.41,NA,13813,FleaFlicker,13674,NA,NA,NA,NA,NA,0,0,0,@LARSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE16,0.2,41.4,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.3,3.3,35.1,NA,NA,0.2,0,4.99,NA,17675,FleaFlicker,16222,NA,NA,NA,NA,NA,0,0,0,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE11,0.2,35.1,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,3.6,3.6,36.4,NA,NA,0.2,0,4.82,NA,17649,FleaFlicker,16221,NA,NA,NA,NA,NA,0,0,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.2,36.4,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.3,3.3,34,NA,NA,0.2,0,4.58,NA,13853,FleaFlicker,13772,NA,NA,NA,NA,NA,0,0,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE25,0.2,34,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,2.9,2.9,31.7,NA,NA,0.2,0,4.15,NA,18475,FleaFlicker,16649,NA,NA,NA,NA,NA,0,0,0,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE26,0.2,31.7,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.4,2.4,27.8,NA,NA,0.2,0,4.14,NA,16927,FleaFlicker,15798,NA,NA,NA,NA,NA,0,0,0,@LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE28,0.2,27.8,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,2.7,2.7,27.5,NA,NA,0.2,0,3.65,NA,16293,FleaFlicker,15331,NA,NA,NA,NA,NA,0,0,0,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE23,0.2,27.5,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,2.6,2.6,26.8,NA,NA,0.2,0,3.61,NA,18477,FleaFlicker,16643,NA,NA,NA,NA,NA,0,0,0,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE24,0.2,26.8,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,2.7,2.7,26.9,NA,NA,0.2,0,3.59,NA,15573,FleaFlicker,14867,NA,NA,NA,NA,NA,0,0,0,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE20,0.2,26.9,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.7,2.7,25.4,NA,NA,0.1,0,3.25,NA,14665,FleaFlicker,14137,NA,NA,NA,NA,NA,0,0,0,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE27,0.1,25.4,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.1,2.1,22.9,NA,NA,0.1,0,2.99,NA,16912,FleaFlicker,15889,NA,NA,NA,NA,NA,0,0,0,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE35,0.1,22.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,2,2,20.6,NA,NA,0.1,0,2.88,NA,16430,FleaFlicker,15337,NA,NA,NA,NA,NA,0,0,0,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE31,0.1,20.6,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,2,2,19.4,NA,NA,0.1,0,2.64,NA,12069,FleaFlicker,12677,NA,NA,NA,NA,NA,0,0,0,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,19.4,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.7,1.7,18.2,NA,NA,0.1,0,2.58,NA,14749,FleaFlicker,14209,NA,NA,NA,NA,NA,0,0,0,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,18.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,1.9,1.9,17,NA,NA,0.1,0,2.4,NA,17778,FleaFlicker,16219,NA,NA,NA,NA,NA,0,0,0,PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE37,0.1,17,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,1.3,1.3,15.1,NA,NA,0.1,0,2.09,NA,17639,FleaFlicker,16216,NA,NA,NA,NA,NA,0,0,0,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,15.1,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1.3,1.3,13.9,NA,NA,0.1,0,1.97,NA,12887,FleaFlicker,13246,NA,NA,NA,NA,NA,0,0,0,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,13.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.4,1.4,13.9,NA,NA,0.1,0,1.97,NA,17734,FleaFlicker,16312,NA,NA,NA,NA,NA,0,0,0,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,13.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,1.5,1.5,14.9,NA,NA,0.1,0,1.96,NA,17634,FleaFlicker,16212,NA,NA,NA,NA,NA,0,0,0,DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,14.9,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,1.5,1.5,15,NA,NA,0.1,0,1.96,NA,18874,FleaFlicker,16647,NA,NA,NA,NA,NA,0,0,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,15,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,1.3,1.3,13.7,NA,NA,0.1,0,1.89,NA,15679,FleaFlicker,14871,NA,NA,NA,NA,NA,0,0,0,PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE39,0.1,13.7,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,1.5,1.5,14.3,NA,NA,0.1,0,1.89,NA,18484,FleaFlicker,16723,NA,NA,NA,NA,NA,0,0,0,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE36,0.1,14.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.2,1.2,13.2,NA,NA,0.1,0,1.78,NA,13844,FleaFlicker,13753,NA,NA,NA,NA,NA,0,0,0,PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,13.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
