player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,Rushing Yard,Receiving Yard,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
"Strange, Brenton",TE,JAC,NA,1.2,0.6,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16269,NA,0,0,NA,NA,NA,NA,NA,@MIA,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,TEN,NA,0.5,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,12680,NA,0,0,NA,NA,NA,NA,NA,@CHI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,1,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16643,NA,0,0,NA,NA,NA,NA,NA,@NOS,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wiley, Jared",TE,KCC,NA,0.9,0.5,4,NA,NA,0,0.1,0.2,NA,NA,FantasySharks,16648,NA,0,0,NA,NA,NA,NA,NA,BAL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephens Jr., John",TE,DAL,NA,0.6,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16433,NA,0,0,NA,NA,NA,NA,NA,@CLE,0.2,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stover, Cade",TE,HOU,NA,0.9,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16642,NA,0,0,NA,NA,NA,NA,NA,@IND,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,0.2,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,12955,NA,0,0,NA,NA,NA,NA,NA,MIN,0,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.5,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,NA,0,0,NA,NA,NA,NA,NA,@TBB,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6,NA,NA,NA,0.6,NA,10.5,NA,13217,FFToday,11244,0,NA,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,6,NA,NA,NA,0.4,NA,9,NA,16268,FFToday,13671,0,NA,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,6,NA,NA,NA,0.4,NA,8.8,NA,18148,FFToday,15794,0,NA,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,5,NA,NA,NA,0.4,NA,8.6,NA,17682,FFToday,15329,0,NA,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,NA,7,NA,NA,NA,0.3,NA,8.2,NA,15862,FFToday,13189,0,NA,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,5,NA,NA,NA,0.4,NA,8.1,NA,18072,FFToday,15799,0,NA,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,6,NA,NA,NA,0.3,NA,8.1,NA,18573,FFToday,16214,0,NA,0,NA,NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,5,NA,NA,NA,0.4,NA,7.9,NA,15929,FFToday,13299,0,NA,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,5,NA,NA,NA,0.3,NA,7.4,NA,15971,FFToday,13192,0,NA,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,5,NA,NA,NA,0.3,NA,7.3,NA,18569,FFToday,16213,0,NA,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,5,NA,NA,NA,0.2,NA,6.6,NA,16151,FFToday,13674,0,NA,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,4,NA,NA,NA,0.3,NA,6.2,NA,18922,FFToday,16641,0,NA,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,4,NA,NA,NA,0.2,NA,5.6,NA,17574,FFToday,15331,0,NA,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,4,NA,NA,NA,0.2,NA,5.6,NA,16152,FFToday,13772,0,NA,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,NA,4,NA,NA,NA,0.2,NA,5.3,NA,13104,FFToday,11247,0,NA,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1,NA,NA,NA,0,NA,5.3,NA,15080,FFToday,13424,5,NA,0.3,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,4,NA,NA,NA,0.2,NA,5.1,NA,16344,FFToday,13675,0,NA,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,NA,3,NA,NA,NA,0.2,NA,5.1,NA,17173,FFToday,14871,0,NA,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,NA,4,NA,NA,NA,0.2,NA,5,NA,18604,FFToday,16215,0,NA,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3,NA,NA,NA,0.2,NA,4.9,NA,16564,FFToday,14137,0,NA,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,4,NA,NA,NA,0.2,NA,4.9,NA,17140,FFToday,14867,0,NA,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,4,NA,NA,NA,0.2,NA,4.9,NA,18171,FFToday,15802,0,NA,0,NA,NA,NA,NA,NA,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3,NA,NA,NA,0.2,NA,4.7,NA,15603,FFToday,12676,0,NA,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3,NA,NA,NA,0.2,NA,4.2,NA,17335,FFToday,14861,0,NA,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,3,NA,NA,NA,0.1,NA,4.1,NA,18167,FFToday,15889,0,NA,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,2,NA,NA,NA,0.2,NA,3.7,NA,16668,FFToday,14209,0,NA,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,LAC,NA,NA,2,NA,NA,NA,0.1,NA,3.4,NA,16189,FFToday,13680,0,NA,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,3,NA,NA,NA,0.1,NA,3.3,NA,18014,FFToday,15873,0,NA,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,NA,2,NA,NA,NA,0.1,NA,3.2,NA,16003,FFToday,13193,0,NA,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,CHI,NA,NA,2,NA,NA,NA,0.1,NA,2.9,NA,15865,FFToday,13236,0,NA,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,NA,3,NA,NA,NA,0,NA,2.9,NA,16281,FFToday,13672,0,NA,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,2,NA,NA,NA,0.1,NA,2.7,NA,16376,FFToday,13246,0,NA,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,2,NA,NA,NA,0.1,NA,2.5,NA,16350,FFToday,13763,0,NA,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,NA,2,NA,NA,NA,0.1,NA,2.5,NA,18059,FFToday,15797,0,NA,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,2,NA,NA,NA,0.1,NA,2.5,NA,17585,FFToday,15419,0,NA,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,NA,2,NA,NA,NA,0.1,NA,2.5,NA,19010,FFToday,16649,0,NA,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,NA,2,NA,NA,NA,0.1,NA,2.5,NA,16485,FFToday,13940,0,NA,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2,NA,NA,NA,0.1,NA,2.5,NA,19103,FFToday,16643,0,NA,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,2,NA,NA,NA,0.1,NA,2.4,NA,16629,FFToday,14143,0,NA,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,2,NA,NA,NA,0.1,NA,2.4,NA,18570,FFToday,16222,0,NA,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,NA,2,NA,NA,NA,0.1,NA,2.2,NA,18791,FFToday,15970,0,NA,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2,NA,NA,NA,0,NA,1.8,NA,18134,FFToday,15798,0,NA,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,2,NA,NA,NA,0,NA,1.8,NA,18586,FFToday,16212,0,NA,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,1,NA,NA,NA,0.1,NA,1.7,NA,17231,FFToday,14870,0,NA,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,NA,2,NA,NA,NA,0,NA,1.7,NA,18687,FFToday,16216,0,NA,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,1,NA,NA,NA,0,NA,1.4,NA,15610,FFToday,12677,0,NA,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,NA,1,NA,NA,NA,0,NA,1.4,NA,19106,FFToday,16644,0,NA,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,NA,NA,NA,0,NA,1.3,NA,17587,FFToday,15337,0,NA,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1,NA,NA,NA,0,NA,1,NA,17731,FFToday,15332,0,NA,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5.8,5.8,61.5,NA,NA,0.5,0,9.03,NA,9360,FleaFlicker,11244,0,0,0,NA,NA,NA,NA,NA,BALThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE2,0.5,61.5,99%,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,5.6,5.6,59.1,NA,NA,0.5,0,8.79,NA,17681,FleaFlicker,16214,0,0,0,NA,NA,NA,NA,NA,LARSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE1,0.5,59.1,98%,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,4.7,4.7,54.1,NA,NA,0.4,0,7.93,NA,13829,FleaFlicker,13671,0,0,0,NA,NA,NA,NA,NA,@KCThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE3,0.4,54.1,98%,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,4.3,4.3,56.3,NA,NA,0.3,0,7.55,NA,16256,FleaFlicker,15329,0,0,0,NA,NA,NA,NA,NA,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE6,0.3,56.3,97%,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,5.1,5.1,53,NA,NA,0.4,0.1,7.34,NA,17585,FleaFlicker,16213,0,0,0,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE7,0.4,53,96%,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.5,5.5,55.1,NA,NA,0.3,0,7.25,NA,16895,FleaFlicker,15794,0,0,0,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE4,0.3,55.1,97%,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4,4,51.3,NA,NA,0.3,0,7.05,NA,13023,FleaFlicker,13299,0,0,0,NA,NA,NA,NA,NA,NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE5,0.3,51.3,98%,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5.7,5.7,52.1,NA,NA,0.3,0.1,6.69,NA,12906,FleaFlicker,13189,0,0,0,NA,NA,NA,NA,NA,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE9,0.3,52.1,96%,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.3,4.3,48.2,NA,NA,0.3,0.1,6.66,NA,12904,FleaFlicker,13192,0,0,0,NA,NA,NA,NA,NA,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE10,0.3,48.2,94%,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.3,4.3,44.9,NA,NA,0.3,0,6.37,NA,16933,FleaFlicker,15799,0,0,0,NA,NA,NA,NA,NA,@CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE8,0.3,44.9,94%,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.2,4.2,45,NA,NA,0.2,0,5.88,NA,13813,FleaFlicker,13674,0,0,0,NA,NA,NA,NA,NA,GBFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE12,0.2,45,90%,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,3.8,3.8,42.4,NA,NA,0.3,0.1,5.74,NA,18364,FleaFlicker,16641,0,0,0,NA,NA,NA,NA,NA,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE11,0.3,42.4,90%,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.6,3.6,39.5,NA,NA,0.3,0,5.63,NA,13853,FleaFlicker,13772,0,0,0,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE14,0.3,39.5,88%,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.3,3.3,35.6,NA,NA,0.2,0,4.88,NA,16293,FleaFlicker,15331,0,0,0,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE13,0.2,35.6,84%,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3,3,32.5,NA,NA,0.2,0,4.67,NA,12088,FleaFlicker,12676,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE17,0.2,32.5,64%,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,3.2,3.2,31.9,NA,NA,0.2,0,4.6,NA,16937,FleaFlicker,15802,0,0,0,NA,NA,NA,NA,NA,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE21,0.2,31.9,45%,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.2,3.2,31.2,NA,NA,0.2,0,4.56,NA,15573,FleaFlicker,14867,0,0,0,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE19,0.2,31.2,83%,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.8,2.8,29.4,NA,NA,0.3,0,4.54,NA,16036,FleaFlicker,14861,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE22,0.3,29.4,35%,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.9,2.9,32.3,NA,NA,0.2,0,4.35,NA,14665,FleaFlicker,14137,0,0,0,NA,NA,NA,NA,NA,DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE24,0.2,32.3,35%,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3.4,3.4,33.4,NA,NA,0.2,0,4.34,NA,13980,FleaFlicker,13847,0,0,0,NA,NA,NA,NA,NA,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE20,0.2,33.4,50%,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,3.1,3.1,31.4,NA,NA,0.2,0,4.26,NA,17676,FleaFlicker,16215,0,0,0,NA,NA,NA,NA,NA,@PHIFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE16,0.2,31.4,70%,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,2.6,2.6,30.2,NA,NA,0.2,0,4.2,NA,15679,FleaFlicker,14871,0,0,0,NA,NA,NA,NA,NA,@DETSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE36,0.2,30.2,20%,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,2.9,2.9,30.9,NA,NA,0.1,0,3.88,NA,16912,FleaFlicker,15889,0,0,0,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE25,0.1,30.9,38%,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,2.4,2.4,27.8,NA,NA,0.2,0,3.84,NA,12974,FleaFlicker,13193,0,0,0,NA,NA,NA,NA,NA,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE29,0.2,27.8,34%,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,LAC,NA,2.5,2.5,25.4,NA,NA,0.2,0,3.54,NA,13774,FleaFlicker,13680,0,0,0,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE38,0.2,25.4,18%,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,2.7,2.7,25.4,NA,NA,0.2,0,3.5,NA,9376,FleaFlicker,11247,0,0,0,NA,NA,NA,NA,NA,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE31,0.2,25.4,25%,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.1,2.1,23.3,NA,NA,0.2,0,3.41,NA,16927,FleaFlicker,15798,0,0,0,NA,NA,NA,NA,NA,@KCThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE23,0.2,23.3,48%,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.2,2.2,22,NA,NA,0.2,0,3.16,NA,13845,FleaFlicker,13672,0,0,0,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE28,0.2,22,29%,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.8,1.8,18.9,NA,NA,0.2,0,3.09,NA,14734,FleaFlicker,14143,0,0,0,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE32,0.2,18.9,24%,NA,NA,NA,NA,NA,NA,NA,NA
