player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Jefferson, Van",WR,PIT,NA,2.5,1.2,10,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,14858,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,LAR,NA,2.1,0.9,7,NA,NA,0.1,NA,0,NA,0,0,1,NA,NA,FantasySharks,14864,NA,NA,NA,NA,NA,@ARI,0.3,0.1,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.4,0.9,7,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16393,NA,NA,NA,NA,NA,@NEP,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,BUF,NA,2,0.8,10,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,13793,NA,NA,NA,NA,NA,@MIA,0.2,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,1.6,0.8,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,15285,NA,NA,NA,NA,NA,LVR,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Luke",WR,WAS,NA,1.8,1.2,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16635,NA,NA,NA,NA,NA,NYG,0.2,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.3,0.8,8,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16632,NA,NA,NA,NA,NA,@KCC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,1.8,0.8,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,16631,NA,NA,NA,NA,NA,SEA,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,1.1,0.8,5,NA,NA,0,NA,4,NA,0,0,0.8,NA,NA,FantasySharks,16299,NA,NA,NA,NA,NA,@CAR,0.1,0,0,0,0,0,0,20,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,0.7,0.4,5,NA,NA,0.1,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,12257,NA,NA,NA,NA,NA,@MIN,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,1.9,0.7,7,NA,NA,0,NA,1,NA,0,0,0.8,NA,NA,FantasySharks,15759,NA,NA,NA,NA,NA,CHI,0.2,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,1.7,0.8,5,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13156,NA,NA,NA,NA,NA,CIN,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, DJ",WR,LVR,NA,0.9,0.5,4,NA,NA,0,NA,2,NA,0,0,0.6,NA,NA,FantasySharks,15995,NA,NA,NA,NA,NA,@BAL,0.1,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,1.2,0.4,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13348,NA,NA,NA,NA,NA,LAC,0.3,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1.5,0.6,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13893,NA,NA,NA,NA,NA,SFO,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.6,0.4,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14280,NA,NA,NA,NA,NA,@DEN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,1.4,0.4,3,NA,NA,0,NA,3,NA,0,0,0.6,NA,NA,FantasySharks,16201,NA,NA,NA,NA,NA,CHI,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.7,0.4,3,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,14558,NA,NA,NA,NA,NA,LVR,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.8,0.6,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,NA,NA,NA,NA,NA,@KCC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,0.7,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,12184,NA,NA,NA,NA,NA,NYG,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin, Troy",WR,DEN,NA,1.2,0.4,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16619,NA,NA,NA,NA,NA,PIT,0.1,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,2,0.5,4,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,16626,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1,0.4,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,16629,NA,NA,NA,NA,NA,@DEN,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,0.8,0.3,3,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,16005,NA,NA,NA,NA,NA,CLE,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1.9,0.5,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16379,NA,NA,NA,NA,NA,@WAS,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Trishton",WR,MIN,NA,0.5,0.2,1,NA,NA,0,NA,0.1,NA,0,0,0.3,NA,NA,FantasySharks,14859,NA,NA,NA,NA,NA,SFO,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,JAC,NA,0.6,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14847,NA,NA,NA,NA,NA,CLE,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,CHI,NA,0.7,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,12394,NA,NA,NA,NA,NA,@HOU,0,0,0,0,0,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,SEA,NA,0.3,0.2,1,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14838,NA,NA,NA,NA,NA,@NEP,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,1.1,0.3,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16778,NA,NA,NA,NA,NA,NOS,0.1,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fehoko, Simi",WR,LAC,NA,0.5,0.2,1,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15303,NA,NA,NA,NA,NA,@CAR,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whittington, Jordan",WR,LAR,NA,0.4,0.2,1,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,16633,NA,NA,NA,NA,NA,@ARI,0,0,0,0,0,0,0,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covey, Britain",WR,PHI,NA,0.7,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15772,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,1,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13488,NA,NA,NA,NA,NA,LAR,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Kameron",WR,TBB,NA,0.5,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16883,NA,NA,NA,NA,NA,@DET,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,0.6,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16193,NA,NA,NA,NA,NA,SEA,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baker, Javon",WR,NEP,NA,0.6,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16637,NA,NA,NA,NA,NA,SEA,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Means, Bub",WR,NOS,NA,0.2,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16751,NA,NA,NA,NA,NA,@DAL,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,7.2,7.2,100.7,NA,NA,1,0.3,1.8,NA,0,0.1,16.18,NA,12197,FleaFlicker,12801,NA,NA,NA,NA,NA,BUFL 10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16.18,WR1,1,102.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.6,6.6,80.8,NA,NA,1,0.2,1.4,NA,0,0.1,16.16,NA,16373,FleaFlicker,15287,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR6,1,82.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,7.1,7.1,91.4,NA,NA,1,0.5,3.5,NA,0,0.1,15.53,NA,15523,FleaFlicker,14832,NA,NA,NA,NA,NA,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR2,1,94.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,7.2,7.2,91.4,NA,NA,1,0.4,2.3,NA,0,0.1,15.37,NA,12970,FleaFlicker,13164,NA,NA,NA,NA,NA,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR9,1,93.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6.5,6.5,83.2,NA,NA,1,0.1,0.5,NA,0,0.1,14.23,NA,16250,FleaFlicker,15281,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,WR4,1,83.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.5,5.5,80.5,NA,NA,1,0,0.1,NA,0,0.1,13.94,NA,14694,FleaFlicker,14104,NA,NA,NA,NA,NA,ATLMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR5,1,80.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,6.2,6.2,74.6,NA,NA,1,0.2,0.9,NA,0,0.1,13.45,NA,17633,FleaFlicker,16194,NA,NA,NA,NA,NA,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR17,1,75.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.8,5.8,73,NA,NA,1,0.2,1.4,NA,0,0.1,13.38,NA,16798,FleaFlicker,15753,NA,NA,NA,NA,NA,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,WR7,1,74.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.9,4.9,72.9,NA,NA,1,0,0.1,NA,0,0.1,13.2,NA,10252,FleaFlicker,11671,NA,NA,NA,NA,NA,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR8,1,72.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.6,4.6,63.9,NA,NA,0.4,5.1,22.9,NA,0.3,0.1,12.68,NA,14702,FleaFlicker,14136,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR11,0.7,86.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6.5,6.5,85.2,NA,NA,0.5,0,0.3,NA,0,0.1,11.31,NA,15540,FleaFlicker,14836,NA,NA,NA,NA,NA,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR3,0.5,85.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.2,5.2,74.3,NA,NA,0.5,0.1,0.5,NA,0,0.1,10.14,NA,16281,FleaFlicker,15290,NA,NA,NA,NA,NA,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR12,0.5,74.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.2,5.2,72,NA,NA,0.4,0.3,1.4,NA,0,0.1,9.52,NA,16236,FleaFlicker,15284,NA,NA,NA,NA,NA,BUFL 10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9.52,WR10,0.4,73.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,5.5,5.5,69,NA,NA,0.4,0,0.1,NA,0,0.1,9.31,NA,16253,FleaFlicker,15282,NA,NA,NA,NA,NA,ATLMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR19,0.4,69.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.6,4.6,68,NA,NA,0.4,0,0.1,NA,0,0.1,9.29,NA,15531,FleaFlicker,14840,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR14,0.4,68.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,5.3,5.3,67.2,NA,NA,0.4,0,0.1,NA,0,0.1,9.26,NA,16823,FleaFlicker,15751,NA,NA,NA,NA,NA,@PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,WR15,0.4,67.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,4.6,4.6,64.7,NA,NA,0.4,0.6,3.4,NA,0,0.1,9.09,NA,17627,FleaFlicker,16204,NA,NA,NA,NA,NA,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR28,0.4,68.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,5.2,5.2,67,NA,NA,0.4,0,0.2,NA,0,0.1,9.08,NA,18369,FleaFlicker,16615,NA,NA,NA,NA,NA,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR20,0.4,67.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,HOU,NA,5.1,5.1,64.2,NA,NA,0.4,0.3,1.2,NA,0,0.1,9.06,NA,11329,FleaFlicker,12186,NA,NA,NA,NA,NA,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR27,0.4,65.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,5.4,5.4,69.1,NA,NA,0.3,0,0.1,NA,0,0.1,8.92,NA,16824,FleaFlicker,15754,NA,NA,NA,NA,NA,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,WR13,0.3,69.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,4.9,4.9,65.6,NA,NA,0.4,0,0.1,NA,0,0,8.89,NA,18381,FleaFlicker,16614,NA,NA,NA,NA,NA,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR16,0.4,65.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.7,5.7,66.1,NA,NA,0.4,0.1,0.9,NA,0,0.1,8.86,NA,12926,FleaFlicker,13163,NA,NA,NA,NA,NA,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR29,0.4,66.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.5,4.5,64.1,NA,NA,0.4,0,0.1,NA,0,0.1,8.84,NA,14706,FleaFlicker,14102,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR18,0.4,64.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,5.5,5.5,67.4,NA,NA,0.4,0,0.1,NA,0,0.1,8.81,NA,10295,FleaFlicker,11675,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR21,0.4,67.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,4.9,4.9,60,NA,NA,0.4,0.8,4.2,NA,0,0.1,8.76,NA,17595,FleaFlicker,16190,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR32,0.4,64.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,4.9,4.9,65.2,NA,NA,0.4,0.2,1.1,NA,0,0.1,8.75,NA,13764,FleaFlicker,13635,NA,NA,NA,NA,NA,@HOUSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR22,0.4,66.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4.4,4.4,64.6,NA,NA,0.3,0.2,1.1,NA,0,0.1,8.43,NA,16859,FleaFlicker,15762,NA,NA,NA,NA,NA,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR24,0.3,65.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,3.8,3.8,57.4,NA,NA,0.4,0.5,3.5,NA,0,0.1,8.39,NA,16830,FleaFlicker,15756,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR41,0.4,60.9,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,3.7,3.7,52.8,NA,NA,0.4,1.6,6,NA,0,0,8.36,NA,18363,FleaFlicker,16620,NA,NA,NA,NA,NA,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR34,0.4,58.8,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.4,4.4,61.3,NA,NA,0.4,0,0.1,NA,0,0.1,8.26,NA,11177,FleaFlicker,12175,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR23,0.4,61.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.5,5.5,63.9,NA,NA,0.3,0,0.1,NA,0,0.1,8.06,NA,15603,FleaFlicker,14842,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR26,0.3,64,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,4.5,4.5,58,NA,NA,0.4,0.1,0.9,NA,0,0.1,8.01,NA,13776,FleaFlicker,13629,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR36,0.4,58.9,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,CHI,NA,5.3,5.3,59.6,NA,NA,0.3,0.1,0.7,NA,0,0.1,7.83,NA,9380,FleaFlicker,11222,NA,NA,NA,NA,NA,@HOUSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR37,0.3,60.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.4,4.4,58.9,NA,NA,0.3,0,0.1,NA,0,0.1,7.54,NA,14746,FleaFlicker,14109,NA,NA,NA,NA,NA,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR31,0.3,59,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,4.6,4.6,55.7,NA,NA,0.3,0,0.3,NA,0,0.1,7.34,NA,13806,FleaFlicker,13633,NA,NA,NA,NA,NA,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,WR35,0.3,56,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,4.3,4.3,53.5,NA,NA,0.3,0,0.1,NA,0,0,7.25,NA,18407,FleaFlicker,16627,NA,NA,NA,NA,NA,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR46,0.3,53.6,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
