player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Thomas, Ian",TE,CAR,NA,2.1,1.5,14,NA,NA,0,0,1.5,NA,NA,FantasySharks,13678,NA,0,0,@CHI,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,2.7,1.7,9,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,13236,NA,0,0,CAR,0.5,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.2,0.9,8,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,16216,NA,0,0,DAL,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,2.7,1.3,11,NA,NA,0,0,1.4,NA,NA,FantasySharks,15797,NA,0,0,LVR,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.4,0.8,12,NA,NA,0,0,1.4,NA,NA,FantasySharks,16220,NA,0,0,@JAC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stover, Cade",TE,HOU,NA,1.3,0.9,13,NA,NA,0,0,1.4,NA,NA,FantasySharks,16642,NA,0,0,BUF,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,1.1,0.9,13,NA,NA,0,0,1.4,NA,NA,FantasySharks,15795,NA,0,0,@CIN,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,2.4,1.5,12,NA,NA,0,0,1.3,NA,NA,FantasySharks,15796,NA,0,0,@MIN,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.7,1.2,13,NA,NA,0,0,1.3,NA,NA,FantasySharks,15335,NA,0,0,IND,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Theo",TE,NYG,NA,2.6,1,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,16649,NA,0,0,@SEA,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.8,0.7,9,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,15916,NA,0,0,@JAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,0.9,0.6,5,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,16483,NA,0,0,@LAR,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Davis",TE,LAR,NA,1.1,0.9,9,NA,NA,0,0,1,NA,NA,FantasySharks,16219,NA,0,0,GBP,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,1.5,1.1,9,NA,NA,0,0,1,NA,NA,FantasySharks,15800,NA,1,0,DAL,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,1.8,1.2,9,NA,NA,0,0,1,NA,NA,FantasySharks,14875,NA,0.1,0,@DEN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SFO,NA,1.1,0.8,10,NA,NA,0,0,1,NA,NA,FantasySharks,13315,NA,0,0,ARI,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,1.5,1,8,NA,NA,0,0,1,NA,NA,FantasySharks,16807,NA,1,0,@KCC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,SEA,NA,1.8,1.1,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,13994,NA,0,0,NYG,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.6,1,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,15344,NA,0,0,CLE,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,1,0.7,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16218,NA,0,0,@ATL,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1.2,0.6,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,13988,NA,0,0,TBB,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.3,0.8,7,NA,NA,0,0.1,0.6,NA,NA,FantasySharks,16425,NA,0,0,@NEP,0.6,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,0.9,0.3,4,NA,NA,0,0,0.5,NA,NA,FantasySharks,15970,NA,0,0,LVR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,1,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16646,NA,0,0,MIA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.7,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16706,NA,0,0,@SFO,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.3,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,15341,NA,0,0,@HOU,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,1.1,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16643,NA,0,0,@CHI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,0.5,0,0.1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15929,NA,0,0,@ATL,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephens Jr., John",TE,DAL,NA,0.6,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16433,NA,0,0,@PIT,0.2,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.4,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,NA,0,0,CLE,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5.5,5.5,58.2,NA,NA,0.4,0.1,8.24,NA,9360,FleaFlicker,11244,0,0,0,NOMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE2,0.4,58.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.6,4.6,57.4,NA,NA,0.4,0.1,8.09,NA,13023,FleaFlicker,13299,0,0,0,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,TE4,0.4,57.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.3,5.3,51.9,NA,NA,0.3,0.1,6.89,NA,16895,FleaFlicker,15794,0,0,0,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,TE3,0.3,51.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.7,4.7,49.9,NA,NA,0.3,0.1,6.81,NA,16933,FleaFlicker,15799,0,0,0,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,TE7,0.3,49.9,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.6,4.6,46.1,NA,NA,0.3,0,6.27,NA,17585,FleaFlicker,16213,0,0,0,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE6,0.3,46.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,4.4,4.4,47.3,NA,NA,0.2,0,6.03,NA,18364,FleaFlicker,16641,0,0,0,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE1,0.2,47.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.9,3.9,41.5,NA,NA,0.3,0,6.02,NA,17675,FleaFlicker,16222,0,0,0,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE16,0.3,41.5,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,3.5,3.5,39.1,NA,NA,0.3,0,5.45,NA,15679,FleaFlicker,14871,0,0,0,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE25,0.3,39.1,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.5,3.5,35.6,NA,NA,0.2,0,4.86,NA,16293,FleaFlicker,15331,0,0,0,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,TE11,0.2,35.6,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,3.6,3.6,33.6,NA,NA,0.2,0,4.66,NA,16937,FleaFlicker,15802,0,0,0,@ATLL 30-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.66,TE26,0.2,33.6,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,2.8,2.8,33.9,NA,NA,0.2,0,4.65,NA,16256,FleaFlicker,15329,0,0,0,TBW 36-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.65,TE9,0.2,33.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.8,2.8,30.8,NA,NA,0.2,0,4.5,NA,16927,FleaFlicker,15798,0,0,0,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE14,0.2,30.8,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.4,3.4,32.2,NA,NA,0.2,0,4.34,NA,15573,FleaFlicker,14867,0,0,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,TE17,0.2,32.2,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3,3,31,NA,NA,0.2,0,4.34,NA,12088,FleaFlicker,12676,0,0,0,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE20,0.2,31,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,2.5,2.5,29.7,NA,NA,0.2,0,4.23,NA,13829,FleaFlicker,13671,0,0,0,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE12,0.2,29.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3.1,3.1,32.4,NA,NA,0.2,0,4.22,NA,13980,FleaFlicker,13847,0,0,0,@MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE24,0.2,32.4,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,3.3,3.3,30.1,NA,NA,0.2,0,4.13,NA,9376,FleaFlicker,11247,0,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE21,0.2,30.1,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,2.7,2.7,28.4,NA,NA,0.2,0,3.9,NA,13853,FleaFlicker,13772,0,0,0,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE19,0.2,28.4,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.7,2.7,26.8,NA,NA,0.2,0,3.74,NA,13845,FleaFlicker,13672,0,0,0,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE22,0.2,26.8,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,2.7,2.7,28,NA,NA,0.2,0,3.74,NA,12904,FleaFlicker,13192,0,0,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE13,0.2,28,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.9,2.9,28.8,NA,NA,0.1,0,3.7,NA,14665,FleaFlicker,14137,0,0,0,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE23,0.1,28.8,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.3,2.3,23.4,NA,NA,0.2,0,3.28,NA,16036,FleaFlicker,14861,0,0,0,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE27,0.2,23.4,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,2.1,2.1,23.8,NA,NA,0.1,0,3.12,NA,18475,FleaFlicker,16649,0,0,0,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,TE41,0.1,23.8,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erick All,TE,CIN,NA,2.6,2.6,23.4,NA,NA,0.1,0,3.04,NA,18474,FleaFlicker,16645,0,0,0,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE28,0.1,23.4,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,2.3,2.3,21.4,NA,NA,0.1,0,2.86,NA,12906,FleaFlicker,13189,0,0,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE10,0.1,21.4,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,1.9,1.9,20.8,NA,NA,0.1,0,2.78,NA,17626,FleaFlicker,16269,0,0,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE38,0.1,20.8,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.9,1.9,19.5,NA,NA,0.1,0,2.77,NA,16430,FleaFlicker,15337,0,0,0,NOMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE32,0.1,19.5,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,2,2,17.8,NA,NA,0.1,0,2.54,NA,13239,FleaFlicker,13940,0,0,0,NYJSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE35,0.1,17.8,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,1.7,1.7,18.4,NA,NA,0.1,0,2.48,NA,12974,FleaFlicker,13193,0,0,0,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE29,0.1,18.4,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,1.9,1.9,18.9,NA,NA,0.1,0,2.47,NA,16853,FleaFlicker,15797,0,0,0,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE33,0.1,18.9,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.6,1.6,17,NA,NA,0.1,0,2.34,NA,16314,FleaFlicker,15332,0,0,0,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,17,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.5,1.5,15.8,NA,NA,0.1,0,2.29,NA,14781,FleaFlicker,14239,0,0,0,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE34,0.1,15.8,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,1.4,1.4,14.8,NA,NA,0.1,0,2,NA,17676,FleaFlicker,16215,0,0,0,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE30,0.1,14.8,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.2,1.2,12.9,NA,NA,0.1,0,1.99,NA,14734,FleaFlicker,14143,0,0,0,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE39,0.1,12.9,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.2,1.2,13.2,NA,NA,0.1,0,1.6,NA,12069,FleaFlicker,12677,0,0,0,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,13.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,0.9,0.9,10.2,NA,NA,0.1,0,1.54,NA,14749,FleaFlicker,14209,0,0,0,NYJSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,10.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,1.1,1.1,10.8,NA,NA,0.1,0,1.42,NA,18477,FleaFlicker,16643,0,0,0,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,TE45,0.1,10.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,1.1,1.1,10.3,NA,NA,0.1,0,1.37,NA,16417,FleaFlicker,15335,0,0,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.1,10.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,0.9,0.9,9.2,NA,NA,0.1,0,1.32,NA,16340,FleaFlicker,15419,0,0,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE47,0.1,9.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,LV,NA,1.1,1.1,9.6,NA,NA,0.1,0,1.3,NA,15644,FleaFlicker,14875,0,0,0,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,9.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,0.7,0.7,8.1,NA,NA,0.1,0,1.27,NA,12887,FleaFlicker,13246,0,0,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,8.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,0.9,0.9,8.7,NA,NA,0.1,0,1.27,NA,17639,FleaFlicker,16216,0,0,0,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,TE46,0.1,8.7,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1,1,9.2,NA,NA,0.1,0,1.26,NA,16932,FleaFlicker,15873,0,0,0,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,9.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.1,1.1,8.8,NA,NA,0.1,0,1.22,NA,13844,FleaFlicker,13753,0,0,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,8.8,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.9,0.9,8.8,NA,NA,0.1,0,1.16,NA,16833,FleaFlicker,15796,0,0,0,@MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.1,8.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,0.7,0.7,7.4,NA,NA,0.1,0,1.1,NA,14275,FleaFlicker,14370,0,0,0,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.1,7.4,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,0.8,0.8,7.5,NA,NA,0.1,0,1.03,NA,18484,FleaFlicker,16723,0,0,0,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,7.5,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.8,0.8,8,NA,NA,0,0,1.02,NA,17726,FleaFlicker,16333,0,0,0,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,TE48,0,8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.6,0.6,6.7,NA,NA,0.1,0,0.97,NA,16951,FleaFlicker,15916,0,0,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,6.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,0.7,0.7,6.6,NA,NA,0.1,0,0.96,NA,17778,FleaFlicker,16219,0,0,0,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,6.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.7,0.7,6.5,NA,NA,0,0,0.87,NA,17649,FleaFlicker,16221,0,0,0,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,6.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,0.7,0.7,6.4,NA,NA,0,0,0.86,NA,18244,FleaFlicker,16474,0,0,0,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,6.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,0.6,0.6,6,NA,NA,0,0,0.84,NA,18465,FleaFlicker,16642,0,0,0,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,6,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
