player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Moreau, Foster",TE,NOS,NA,2.7,1.9,24,NA,NA,0.3,0,4.1,NA,NA,FantasySharks,14239,NA,0,@GBP,0.6,0.2,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",TE,CIN,NA,4.4,3.1,33,NA,NA,0.1,0.1,4,NA,NA,FantasySharks,13672,NA,0,CLE,0.7,0,0.1,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okonkwo, Chigoziem",TE,TEN,NA,5.1,3.3,32,NA,NA,0.1,0,3.9,NA,NA,FantasySharks,15889,NA,0,@IND,0.3,0,0,0,0,0,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Luke",TE,GBP,NA,2.6,1.9,22,NA,NA,0.2,0,3.4,NA,NA,FantasySharks,16215,NA,0.1,NOS,0.6,0.1,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,NEP,NA,3,2.2,24,NA,NA,0.2,0.1,3.3,NA,NA,FantasySharks,12677,NA,0,@BUF,0.6,0,0.1,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,3,1.9,27,NA,NA,0.1,0,3.3,NA,NA,FantasySharks,14143,NA,0,NEP,0.6,0,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,3.6,2.8,30,NA,NA,0,0,3.2,NA,NA,FantasySharks,15873,NA,0,@ATL,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,2.2,1.9,21,NA,NA,0.2,0,3,NA,NA,FantasySharks,14209,NA,0,@SEA,0.3,0.1,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,3,2.1,25,NA,NA,0.1,0,3,NA,NA,FantasySharks,16643,NA,0,ARI,0.4,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",TE,LAC,NA,3.4,2.6,25,NA,NA,0.1,0,2.9,NA,NA,FantasySharks,13763,NA,0,DEN,0.4,0,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,3,2,25,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,13753,NA,0,@CIN,0.3,0,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,3,2.2,23,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,12955,NA,0,@ATL,0.1,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,4,2.7,27,NA,NA,0,0,2.7,NA,NA,FantasySharks,14137,NA,0,MIN,0.4,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conklin, Tyler",TE,NYJ,NA,3.8,2.4,22,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,13675,NA,0,LAR,0.4,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,LAR,NA,3.2,2,20,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,14871,NA,0,@NYJ,0.7,0,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barner, AJ",TE,SEA,NA,1.4,1.2,11,NA,NA,0.2,0,2.5,NA,NA,FantasySharks,16723,NA,0,MIN,0.3,0.1,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurst, Hayden",TE,LAC,NA,3,2.1,24,NA,NA,0.1,0.1,2.4,NA,NA,FantasySharks,13680,NA,0.1,DEN,0.3,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Elijah",TE,ARI,NA,1.9,1.6,16,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,16333,NA,0,@CAR,0.3,0.1,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,1.7,1,13,NA,NA,0.2,0,2.3,NA,NA,FantasySharks,14870,NA,0,@LAC,0.4,0,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,2.5,1.6,16,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,16221,NA,0,TBB,0.3,0,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adkins, Nate",TE,DEN,NA,0.8,0.7,6,NA,NA,0.3,0,2.2,NA,NA,FantasySharks,16474,NA,0,@LAC,0.3,0.1,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,2.6,1.2,18,NA,NA,0,0,2.1,NA,NA,FantasySharks,15419,NA,0.1,TEN,0.3,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2.6,1.7,14,NA,NA,0.1,0.1,2.1,NA,NA,FantasySharks,15332,NA,0,ARI,0.4,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,3.1,2,17,NA,NA,0.1,0,2,NA,NA,FantasySharks,16212,NA,0,JAC,0.5,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,2.1,1.3,13,NA,NA,0.1,0,2,NA,NA,FantasySharks,13940,NA,0,@SEA,0.3,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.4,1.2,9,NA,NA,0.2,0,2,NA,NA,FantasySharks,15626,NA,0,@CHI,0.4,0.2,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,CIN,NA,2.4,2,16,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,14370,NA,0,CLE,0.3,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,2.3,1.7,16,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,16312,NA,0,@IND,0.2,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,TEN,NA,2.9,2,14,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,12680,NA,0,@IND,0.4,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeboah, Kenny",TE,NYJ,NA,0.8,0.6,6,NA,NA,0.2,0,1.8,NA,NA,FantasySharks,15339,NA,0,LAR,0.2,0,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,1.9,1.1,12,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,13246,NA,0,TEN,0.4,0,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,2.4,1.8,12,NA,NA,0.1,0,1.7,NA,NA,FantasySharks,14146,NA,-0.3,CLE,0.3,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,2.1,1.6,16,NA,NA,0,0,1.7,NA,NA,FantasySharks,15335,NA,0,@LVR,0.3,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.8,1.2,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,16216,NA,0,@BAL,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stover, Cade",TE,HOU,NA,1.7,1.2,10,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,16642,NA,0,@KCC,0.3,0,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.7,0.4,3,NA,NA,0.2,0,1.4,NA,NA,FantasySharks,15341,NA,0,NEP,0.2,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.7,1,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,16113,NA,0,DEN,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spann-Ford, Brevyn",TE,DAL,NA,2,1.1,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,16647,NA,0,TBB,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.7,0.8,9,NA,NA,0,0,1.1,NA,NA,FantasySharks,15916,NA,0,TEN,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,1.5,1,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,15970,NA,0,@LAC,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.8,1.2,10,NA,NA,0,0.1,1,NA,NA,FantasySharks,15344,NA,0,PHI,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.4,0.4,1,NA,NA,0.1,0,1,NA,NA,FantasySharks,8269,NA,0,DET,0.1,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,1.4,1.1,7,NA,NA,0.1,0,1,NA,NA,FantasySharks,15800,NA,0,@BAL,0.1,0,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,0.7,0.6,10,NA,NA,0,0,1,NA,NA,FantasySharks,16218,NA,0,@DAL,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,0.8,0.5,4,NA,NA,0.1,0,1,NA,NA,FantasySharks,16483,NA,0,NOS,0.3,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.6,0.8,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,16220,NA,0,TEN,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,1.9,1.3,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,15796,NA,0,LAR,0.2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whiteheart, Blake",TE,CLE,NA,1.2,0.4,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,16940,NA,0.1,@CIN,0.2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,ATL,NA,1.5,1,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,14984,NA,0,NYG,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,1.9,1.1,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,13236,NA,0,DET,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Davis",TE,LAR,NA,1.4,0.9,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,16219,NA,0,@NYJ,0.4,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,0.9,0.8,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16807,NA,1,@GBP,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,1.4,0.9,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,13676,NA,0,SFO,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",TE,LAR,NA,1.1,0.8,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,15334,NA,0,@NYJ,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,SEA,NA,1.6,1,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,13994,NA,0,MIN,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,PIT,NA,1.3,0.8,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,12309,NA,0,@BAL,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.3,0.9,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16425,NA,0,SFO,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,1.5,1,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16706,NA,0,@CAR,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,JAC,NA,1,0.7,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,14876,NA,0,@LVR,0.5,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SFO,NA,0.9,0.5,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,13315,NA,0,@MIA,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,13988,NA,0,NYG,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,0.9,0.4,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,14875,NA,0.1,JAC,0.2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.5,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16644,NA,0,PHI,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLachlan, Tanner",TE,CIN,NA,0.7,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16765,NA,0,CLE,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,0.7,0.4,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,13678,NA,0,ARI,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.7,0.4,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16646,NA,0,@BUF,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Firkser, Anthony",TE,KCC,NA,0.5,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,13919,NA,0,HOU,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,MIA,NA,0.3,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15541,NA,0,SFO,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6.6,6.6,67.7,NA,NA,0.4,0.1,8.95,NA,16895,FleaFlicker,15794,0,0,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE2,0.4,67.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,6,6,67.8,NA,NA,0.4,0.1,8.88,NA,18364,FleaFlicker,16641,0,0,JACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE1,0.4,67.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,5.2,5.2,64.9,NA,NA,0.4,0.1,8.79,NA,13023,FleaFlicker,13299,0,0,@MIASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,TE3,0.4,64.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,5.4,5.4,55.1,NA,NA,0.4,0,7.75,NA,12974,FleaFlicker,13193,0,0,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE4,0.4,55.1,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5.8,5.8,54.2,NA,NA,0.4,0.1,7.52,NA,9360,FleaFlicker,11244,0,0,HOUSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE5,0.4,54.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4.5,4.5,49.2,NA,NA,0.4,0,7.01,NA,17681,FleaFlicker,16214,0,0,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE8,0.4,49.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.7,4.7,48,NA,NA,0.3,0.1,6.74,NA,12904,FleaFlicker,13192,0,0,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE9,0.3,48,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4,4,43,NA,NA,0.3,0.1,6,NA,17585,FleaFlicker,16213,0,0,NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE17,0.3,43,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,4.6,4.6,45,NA,NA,0.2,0,5.98,NA,12088,FleaFlicker,12676,0,0,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE12,0.2,45,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,3.2,3.2,36.9,NA,NA,0.4,0.1,5.93,NA,13829,FleaFlicker,13671,0,0,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE6,0.4,36.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,4.2,4.2,44.4,NA,NA,0.2,0.1,5.78,NA,14677,FleaFlicker,14138,0,0,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE7,0.2,44.4,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,3.8,3.8,38.3,NA,NA,0.3,0,5.41,NA,16937,FleaFlicker,15802,0,0,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE13,0.3,38.3,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.4,3.4,38.1,NA,NA,0.3,0,5.41,NA,17675,FleaFlicker,16222,0,0,NOMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE10,0.3,38.1,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.7,3.7,37.6,NA,NA,0.3,0.1,5.22,NA,16293,FleaFlicker,15331,0,0,@BALSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,TE11,0.3,37.6,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,3.8,3.8,36.9,NA,NA,0.2,0,5.05,NA,17626,FleaFlicker,16269,0,0,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE15,0.2,36.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,3.5,3.5,36.3,NA,NA,0.2,0,4.81,NA,16933,FleaFlicker,15799,0,0,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,TE18,0.2,36.3,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,2.8,2.8,35.4,NA,NA,0.2,0,4.72,NA,16256,FleaFlicker,15329,0,0,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE19,0.2,35.4,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,3.2,3.2,34.1,NA,NA,0.2,0,4.71,NA,16036,FleaFlicker,14861,0,0,@GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE16,0.2,34.1,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,2.8,2.8,30.6,NA,NA,0.2,0,4.42,NA,16430,FleaFlicker,15337,0,0,HOUSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,TE27,0.2,30.6,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.3,2.3,27.9,NA,NA,0.3,0,4.39,NA,16927,FleaFlicker,15798,0,0,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE30,0.3,27.9,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
