player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Palmer, Joshua",WR,LAC,NA,5.6,3.5,57,NA,NA,0.3,NA,0,NA,0,0,7.3,NA,NA,FantasySharks,15319,TEN,0.7,0,0,0.2,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,7,4,53,NA,NA,0.4,NA,0,NA,0,0.1,7.3,NA,NA,FantasySharks,13630,@KCC,1.3,0.1,0.2,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,5.1,3.1,47,NA,NA,0.3,NA,5,NA,0,0,7.3,NA,NA,FantasySharks,14860,@TBB,1,0.1,0.1,0,0,0,0.1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,7.4,4.6,58,NA,NA,0.3,NA,0,NA,0,0.1,7.3,NA,NA,FantasySharks,15754,ATL,0.7,0.1,0.1,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnston, Quentin",WR,LAC,NA,5.8,3.5,52,NA,NA,0.3,NA,1,NA,0,0,7.1,NA,NA,FantasySharks,16188,TEN,0.5,0.1,0,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,JAC,NA,6.2,3.5,53,NA,NA,0.3,NA,0,NA,0,0,7.1,NA,NA,FantasySharks,14845,MIN,0.8,0.2,0,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,BUF,NA,6.4,3.5,45,NA,NA,0.4,NA,0,NA,0,0,7.1,NA,NA,FantasySharks,12175,@IND,0.6,0.2,0.1,0.1,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,6.4,4.1,55,NA,NA,0.2,NA,1,NA,0,0,7.1,NA,NA,FantasySharks,15284,@LAR,0.6,0.2,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,6,5,59,NA,NA,0.2,NA,1,NA,0,0,7.1,NA,NA,FantasySharks,15761,@IND,0.9,0,0.1,0.1,0,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,TBB,NA,5.5,3.6,42,NA,NA,0.4,NA,2,NA,0,0,7,NA,NA,FantasySharks,12658,SFO,0.8,0.2,0,0.1,0,0.1,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nacua, Puka",WR,LAR,NA,7,4.3,56,NA,NA,0.1,NA,3,NA,0,0,6.8,NA,NA,FantasySharks,16211,MIA,0.7,0,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,LAR,NA,4.3,2.3,35,NA,NA,0.5,NA,0,NA,0,0,6.6,NA,NA,FantasySharks,12785,MIA,0.7,0.2,0.1,0.1,0.1,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrison Jr., Marvin",WR,ARI,NA,6,3.1,44,NA,NA,0.4,NA,0,NA,0,0.1,6.6,NA,NA,FantasySharks,16614,NYJ,0.4,0.1,0.1,0.1,0,0,0.1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,7.2,4.4,47,NA,NA,0.2,NA,0,NA,0,0,6.3,NA,NA,FantasySharks,14842,BUF,0.9,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Downs, Josh",WR,IND,NA,6.4,4.1,46,NA,NA,0.2,NA,0,NA,0,0,6.2,NA,NA,FantasySharks,16187,BUF,0.7,0.1,0,0.1,0,0,0.1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,BAL,NA,5.1,2.8,38,NA,NA,0.3,NA,1,NA,0,0,5.9,NA,NA,FantasySharks,14208,CIN,0.5,0.1,0.2,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nailor, Jalen",WR,MIN,NA,3.3,2.2,33,NA,NA,0.4,NA,0,NA,0,0,5.8,NA,NA,FantasySharks,15786,@JAC,0.6,0.2,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,3.9,2.6,40,NA,NA,0.2,NA,2,NA,0,0,5.6,NA,NA,FantasySharks,13066,@HOU,0.6,0,0,0.1,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,4.8,2.9,36,NA,NA,0.3,NA,0,NA,0,0,5.5,NA,NA,FantasySharks,15788,PHI,0.6,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Worthy, Xavier",WR,KCC,NA,4.8,2.4,29,NA,NA,0.2,NA,2,NA,0.1,0,5.4,NA,NA,FantasySharks,16620,DEN,0.6,0.1,0,0,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iosivas, Andrei",WR,CIN,NA,4.6,2.1,26,NA,NA,0.5,NA,0.1,NA,0,0,5.4,NA,NA,FantasySharks,16207,@BAL,0.9,0.3,0.1,0,0,0,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coleman, Keon",WR,BUF,NA,4.2,2.4,36,NA,NA,0.2,NA,0,NA,0,0,5.2,NA,NA,FantasySharks,16617,@IND,0.9,0.1,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,4.6,2.7,42,NA,NA,0.1,NA,1,NA,0,0,5,NA,NA,FantasySharks,14122,@CAR,0.2,0,0,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Wan'Dale",WR,NYG,NA,6.9,4.7,35,NA,NA,0.2,NA,2,NA,0,0,4.7,NA,NA,FantasySharks,15757,@CAR,0.9,0.2,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin III, Calvin",WR,PIT,NA,3.5,1.8,30,NA,NA,0.2,NA,1,NA,0,0,4.5,NA,NA,FantasySharks,15777,@WAS,0.2,0,0,0.1,0,0,0.1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,3.8,1.8,33,NA,NA,0.2,NA,0,NA,0,0,4.4,NA,NA,FantasySharks,15768,BUF,0.3,0.1,0,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Michael",WR,ARI,NA,4.1,2.6,29,NA,NA,0.2,NA,1,NA,0,0.1,4.4,NA,NA,FantasySharks,16206,NYJ,0.6,0.2,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bateman, Rashod",WR,BAL,NA,4.2,2.1,32,NA,NA,0.2,NA,0,NA,0,0,4.4,NA,NA,FantasySharks,15293,CIN,0.4,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,CHI,NA,7.1,3.6,36,NA,NA,0.1,NA,0,NA,0,0,4.4,NA,NA,FantasySharks,11222,NEP,1.2,0.1,0,0,0,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglas, Demario",WR,NEP,NA,5.6,3.7,35,NA,NA,0.1,NA,1,NA,0,0,4.2,NA,NA,FantasySharks,16342,@CHI,0.4,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odunze, Rome",WR,CHI,NA,4.5,2.5,36,NA,NA,0.1,NA,2,NA,0,0,4.1,NA,NA,FantasySharks,16616,NEP,0.6,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,4.2,2.6,28,NA,NA,0.2,NA,0,NA,0,0,4.1,NA,NA,FantasySharks,13348,NYG,0.3,0.1,0,0,0.1,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,WAS,NA,4.1,2,31,NA,NA,0.2,NA,0,NA,0,0,4.1,NA,NA,FantasySharks,13172,PIT,0.4,0,0,0,0,0,0.1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,TEN,NA,4.7,2.9,35,NA,NA,0.1,NA,0,NA,0,0,4,NA,NA,FantasySharks,12650,@LAC,0.5,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,DAL,NA,3.9,2.1,23,NA,NA,0.3,NA,1,NA,0,0,4,NA,NA,FantasySharks,11674,PHI,0.5,0.2,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,4.6,2.5,30,NA,NA,0.1,NA,1,NA,0,0,3.9,NA,NA,FantasySharks,15301,MIA,0.5,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,3.2,2.1,28,NA,NA,0.2,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,15292,PIT,0.3,0,0,0,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,3.4,2.1,25,NA,NA,0.2,NA,2,NA,0,0.1,3.7,NA,NA,FantasySharks,16199,SFO,0.4,0,0.1,0.1,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Parker",WR,JAC,NA,5.2,2.9,31,NA,NA,0.1,NA,0,NA,0,0.1,3.4,NA,NA,FantasySharks,16192,MIN,0.9,0,0.1,0,0,0,0,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irwin, Trenton",WR,CIN,NA,3,2.1,26,NA,NA,0.1,NA,0,NA,0,0,3.4,NA,NA,FantasySharks,14551,@BAL,0.6,0.1,0,0,0.1,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,BUF,NA,3.5,1.5,15,NA,NA,0.3,NA,0,NA,0,0,3.4,NA,NA,FantasySharks,13289,@IND,0.5,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tipton, Mason",WR,NOS,NA,4.7,2.8,29,NA,NA,0.1,NA,0,NA,0,0,3.4,NA,NA,FantasySharks,16858,ATL,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,ATL,NA,4.3,2.8,26,NA,NA,0.1,NA,3,NA,0,0.1,3.3,NA,NA,FantasySharks,13641,@NOS,0.3,0,0.1,0,0,0,0,25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,3.8,2.2,26,NA,NA,0.1,NA,0,NA,0,0,3.3,NA,NA,FantasySharks,13418,@CHI,0.2,0,0,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,2.9,2,25,NA,NA,0.1,NA,1,NA,0,0,3.2,NA,NA,FantasySharks,13776,DEN,0.4,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coker, Jalen",WR,CAR,NA,3.7,2.2,25,NA,NA,0.1,NA,2,NA,0,0,3.1,NA,NA,FantasySharks,16809,NYG,0.3,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,2.8,1.5,17,NA,NA,0.2,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,15109,@LAC,0.4,0.1,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pearsall, Ricky",WR,SFO,NA,3.7,1.9,24,NA,NA,0,NA,1,NA,0,0,2.7,NA,NA,FantasySharks,16622,@TBB,0.4,0,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,BAL,NA,2.4,1.3,19,NA,NA,0.1,NA,0,NA,0,0,2.7,NA,NA,FantasySharks,12181,CIN,0.2,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,1.7,1.1,21,NA,NA,0.1,NA,0,NA,0,0,2.7,NA,NA,FantasySharks,13963,@NOS,0,0,0,0,0,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DEN,NA,2.9,1.8,22,NA,NA,0.1,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,13168,@KCC,0.5,0.1,0,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,NOS,NA,2.8,1.7,18,NA,NA,0.1,NA,1,NA,0,0,2.6,NA,NA,FantasySharks,13652,ATL,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Humphrey, Lil'Jordan",WR,DEN,NA,3.6,2.1,20,NA,NA,0.1,NA,1,NA,0,0.1,2.6,NA,NA,FantasySharks,14118,@KCC,0.9,0.1,0,0,0,0,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Ryan",WR,TBB,NA,3.4,1.6,15,NA,NA,0.2,NA,1,NA,0,0,2.5,NA,NA,FantasySharks,16958,SFO,0.5,0.1,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,PIT,NA,3,1.7,17,NA,NA,0.1,NA,0,NA,0,0,2.4,NA,NA,FantasySharks,14858,@WAS,0.5,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,3.3,1.9,18,NA,NA,0.1,NA,1,NA,0,0.1,2.4,NA,NA,FantasySharks,14108,NYJ,0.3,0.1,0,0,0,0,0,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,3.5,1.9,21,NA,NA,0,NA,2,NA,0,0,2.4,NA,NA,FantasySharks,16201,DET,0.6,0,0,0,0,0,0,13,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turpin, KaVontae",WR,DAL,NA,1.2,0.7,8,NA,NA,0.2,NA,3,NA,0,0,2.4,NA,NA,FantasySharks,15981,PHI,0.3,0.1,0,0.1,0.1,0,0,17,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,WAS,NA,3,2,21,NA,NA,0,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,14592,PIT,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beckham, Odell",WR,MIA,NA,2.7,1.5,18,NA,NA,0.1,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,11679,@LAR,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,CAR,NA,3.3,2,20,NA,NA,0.1,NA,0.1,NA,0,0,2.2,NA,NA,FantasySharks,11938,NYG,0.3,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Luke",WR,WAS,NA,2.7,1.9,20,NA,NA,0,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,16635,PIT,0.4,0,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patrick, Tim",WR,DET,NA,1.7,1.3,20,NA,NA,0,NA,0,NA,0,0,2.1,NA,NA,FantasySharks,13377,@HOU,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,PHI,NA,2.6,1.4,15,NA,NA,0.1,NA,1,NA,0,0,1.9,NA,NA,FantasySharks,15755,@DAL,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,2.8,1.4,17,NA,NA,0,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,16193,@CHI,0.2,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1.1,0.7,6,NA,NA,0.2,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,13893,@JAC,0.2,0,0.2,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,BUF,NA,3.1,1.7,16,NA,NA,0,NA,2,NA,0,0,1.8,NA,NA,FantasySharks,13157,@IND,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,LAR,NA,2.4,1.4,15,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,14864,MIA,0.6,0,0,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin, Troy",WR,DEN,NA,2.7,1.2,12,NA,NA,0.1,NA,1,NA,0,0,1.7,NA,NA,FantasySharks,16619,@KCC,0.4,0.1,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,ARI,NA,3.1,1.7,14,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,13176,NYJ,0.4,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,CAR,NA,3.9,1.8,17,NA,NA,0,NA,0,NA,0,0.1,1.6,NA,NA,FantasySharks,16197,NYG,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,NYJ,NA,2.3,1,11,NA,NA,0.1,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,13154,@ARI,0.2,0.1,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,NEP,NA,2.1,1.1,10,NA,NA,0.1,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,14977,@CHI,0.2,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,2.4,1.3,13,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,11228,DET,0.2,0,0,0,0,0,0,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.7,0.7,13,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,16632,@BAL,0.2,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,2.1,1,13,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,13308,MIN,0.2,0,0,0,0,0,0,26,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,2.9,1,12,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,16626,BUF,0.3,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Jalen",WR,DAL,NA,2.8,1.1,13,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,16364,PHI,0.4,0,0,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,LAC,NA,2.3,1.1,13,NA,NA,0,NA,1,NA,0,0.1,1.2,NA,NA,FantasySharks,13668,TEN,0.3,0,0,0,0,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,0.8,0.2,3,NA,NA,0.1,NA,3,NA,0,0,1.2,NA,NA,FantasySharks,14315,BUF,0.2,0,0,0,0,0,0.1,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,DET,NA,1.7,1.1,11,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,11678,@HOU,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,1.7,1,11,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,16005,MIN,0.1,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,1.8,1.2,11,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,14113,DEN,0.3,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Tyler",WR,CHI,NA,1.7,0.8,8,NA,NA,0,NA,3,NA,0,0,1.1,NA,NA,FantasySharks,16205,NEP,0.2,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,1.5,0.7,7,NA,NA,0.1,NA,1,NA,0,0.1,1,NA,NA,FantasySharks,16416,@ARI,0.2,0,0,0,0,0,0,19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,2,0.9,9,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,16189,@KCC,0,0,0,0,0,0,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyatt, Jalin",WR,NYG,NA,2.2,1,10,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16183,@CAR,0.1,0,0,0,0,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.4,0.8,8,NA,NA,0,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,13910,@JAC,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,1.3,0.6,7,NA,NA,0.1,NA,-0.5,NA,0,0,0.9,NA,NA,FantasySharks,13156,DEN,0.2,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,3,1,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16631,@CHI,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,1.3,0.4,5,NA,NA,0.1,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16202,@TBB,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,1.5,0.4,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,12257,@TBB,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,1.5,0.7,7,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,15759,DET,0.3,0,0,0,0,0,0,9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,1.4,0.6,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,14280,@WAS,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
