player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Holker, Dallin",TE,NOS,NA,1.2,0.8,6,NA,NA,0,0,0.7,NA,NA,FantasySharks,16807,NA,1,0,NA,NA,NA,NA,NA,@LAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",TE,CLE,NA,1.1,0.9,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,12378,NA,0,0,NA,NA,NA,NA,NA,BAL,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okwuegbunam, Albert",TE,PHI,NA,0.8,0.5,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,14873,NA,0,0,NA,NA,NA,NA,NA,@CIN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1.2,0.6,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,13988,NA,0,0,NA,NA,NA,NA,NA,@TBB,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,0.9,0.6,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16218,NA,0,0,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,1.4,0.6,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,12955,NA,0,0,NA,NA,NA,NA,NA,@PIT,0.3,0,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Davis",TE,LAR,NA,0.8,0.5,4,NA,NA,0,0,0.5,NA,NA,FantasySharks,16219,NA,0,0,NA,NA,NA,NA,NA,MIN,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tomlinson, Eric",TE,LAC,NA,1,0.5,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,13065,NA,0,0,NA,NA,NA,NA,NA,NOS,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adkins, Nate",TE,DEN,NA,1.5,0.7,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16474,NA,0,0,NA,NA,NA,NA,NA,CAR,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.2,0.7,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16425,NA,0,0,NA,NA,NA,NA,NA,ARI,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,1.2,0.7,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,15541,NA,0,0,NA,NA,NA,NA,NA,@CIN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.8,0.4,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16646,NA,0,0,NA,NA,NA,NA,NA,NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0,0,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,15341,NA,0,0,NA,NA,NA,NA,NA,@SEA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.8,0.6,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16706,NA,0,0,NA,NA,NA,NA,NA,@MIA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,1,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16643,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Firkser, Anthony",TE,NYJ,NA,0.6,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,13919,NA,0,0,NA,NA,NA,NA,NA,@NEP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FitzPatrick, John",TE,GBP,NA,0.1,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15925,NA,0,0,NA,NA,NA,NA,NA,@JAC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.5,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,NA,0,0,NA,NA,NA,NA,NA,CHI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,JAC,NA,0.1,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14876,NA,0,0,NA,NA,NA,NA,NA,GBP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wiley, Jared",TE,KCC,NA,0.7,0.3,2,NA,NA,0,0.1,0.1,NA,NA,FantasySharks,16648,NA,0,0,NA,NA,NA,NA,NA,@LVR,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,5,5,65.9,NA,NA,0.5,0.1,9.31,NA,13023,FleaFlicker,13299,0,0,0,NA,NA,NA,NA,NA,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE2,0.5,65.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,5.7,5.7,59.9,NA,NA,0.3,0.1,7.51,NA,18364,FleaFlicker,16641,0,0,0,NA,NA,NA,NA,NA,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE1,0.3,59.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.9,4.9,57.6,NA,NA,0.3,0.1,7.4,NA,12904,FleaFlicker,13192,0,0,0,NA,NA,NA,NA,NA,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE6,0.3,57.6,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5,5,52,NA,NA,0.3,0.1,7.08,NA,9360,FleaFlicker,11244,0,0,0,NA,NA,NA,NA,NA,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE3,0.3,52,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.4,5.4,51.7,NA,NA,0.3,0.1,6.87,NA,16895,FleaFlicker,15794,0,0,0,NA,NA,NA,NA,NA,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE4,0.3,51.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5.6,5.6,51.1,NA,NA,0.2,0.1,6.49,NA,12906,FleaFlicker,13189,0,0,0,NA,NA,NA,NA,NA,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE8,0.2,51.1,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,4.6,4.6,45,NA,NA,0.3,0,6.2,NA,16937,FleaFlicker,15802,0,0,0,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE17,0.3,45,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.6,4.6,47.5,NA,NA,0.2,0.1,6.15,NA,16933,FleaFlicker,15799,0,0,0,NA,NA,NA,NA,NA,@SFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE5,0.2,47.5,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,4,4,43,NA,NA,0.3,0,6.12,NA,17675,FleaFlicker,16222,0,0,0,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE9,0.3,43,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.6,3.6,46.3,NA,NA,0.2,0,6.05,NA,16256,FleaFlicker,15329,0,0,0,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE7,0.2,46.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.2,4.2,43.7,NA,NA,0.3,0.1,5.89,NA,17585,FleaFlicker,16213,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE11,0.3,43.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3.9,3.9,41.2,NA,NA,0.3,0,5.78,NA,12088,FleaFlicker,12676,0,0,0,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE19,0.3,41.2,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,4.2,4.2,41.7,NA,NA,0.2,0.1,5.51,NA,15573,FleaFlicker,14867,0,0,0,NA,NA,NA,NA,NA,@WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE12,0.2,41.7,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,3.6,3.6,37.7,NA,NA,0.3,0,5.33,NA,17681,FleaFlicker,16214,0,0,0,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE10,0.3,37.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,2.8,2.8,34.1,NA,NA,0.3,0,5.19,NA,13829,FleaFlicker,13671,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE14,0.3,34.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.3,3.3,35.6,NA,NA,0.2,0,4.74,NA,13853,FleaFlicker,13772,0,0,0,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE21,0.2,35.6,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,3.5,3.5,34.4,NA,NA,0.2,0,4.74,NA,14475,FleaFlicker,13763,0,0,0,NA,NA,NA,NA,NA,NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE33,0.2,34.4,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.4,3.4,34.9,NA,NA,0.2,0,4.67,NA,16293,FleaFlicker,15331,0,0,0,NA,NA,NA,NA,NA,NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE18,0.2,34.9,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,3.2,3.2,34.9,NA,NA,0.2,0,4.67,NA,12974,FleaFlicker,13193,0,0,0,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE25,0.2,34.9,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,3.4,3.4,32.9,NA,NA,0.2,0,4.65,NA,9376,FleaFlicker,11247,0,0,0,NA,NA,NA,NA,NA,CHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE22,0.2,32.9,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,3.5,3.5,35.9,NA,NA,0.1,0,4.41,NA,14665,FleaFlicker,14137,0,0,0,NA,NA,NA,NA,NA,BUFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE23,0.1,35.9,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.3,2.3,28.4,NA,NA,0.2,0,4.2,NA,16927,FleaFlicker,15798,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE20,0.2,28.4,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,3,3,32.5,NA,NA,0.1,0,4.13,NA,15679,FleaFlicker,14871,0,0,0,NA,NA,NA,NA,NA,MINW 30-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE24,0.1,32.5,37%,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.8,2.8,26.9,NA,NA,0.2,0,3.63,NA,13980,FleaFlicker,13847,0,0,0,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE29,0.2,26.9,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.7,2.7,26.8,NA,NA,0.2,0,3.62,NA,16036,FleaFlicker,14861,0,0,0,NA,NA,NA,NA,NA,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE26,0.2,26.8,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.8,2.8,29.2,NA,NA,0.1,0,3.56,NA,16912,FleaFlicker,15889,0,0,0,NA,NA,NA,NA,NA,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE32,0.1,29.2,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,2.8,2.8,27.2,NA,NA,0.1,0,3.54,NA,18477,FleaFlicker,16643,0,0,0,NA,NA,NA,NA,NA,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE27,0.1,27.2,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,2.4,2.4,22.8,NA,NA,0.1,0,3.16,NA,13239,FleaFlicker,13940,0,0,0,NA,NA,NA,NA,NA,@LARL 20-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE38,0.1,22.8,8%,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erick All,TE,CIN,NA,2.3,2.3,22.8,NA,NA,0.1,0,3.16,NA,18474,FleaFlicker,16645,0,0,0,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE30,0.1,22.8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,2.1,2.1,22.2,NA,NA,0.1,0,3.04,NA,16430,FleaFlicker,15337,0,0,0,NA,NA,NA,NA,NA,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE28,0.1,22.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,2.2,2.2,20.6,NA,NA,0.1,0,2.83,NA,16986,FleaFlicker,15804,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,20.6,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2,2,19.3,NA,NA,0.1,0,2.75,NA,13845,FleaFlicker,13672,0,0,0,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE31,0.1,19.3,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,1.8,1.8,20.3,NA,NA,0.1,0,2.67,NA,17235,FleaFlicker,15970,0,0,0,NA,NA,NA,NA,NA,CARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,20.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,LAC,NA,1.6,1.6,15.8,NA,NA,0.1,0,2.46,NA,13774,FleaFlicker,13680,0,0,0,NA,NA,NA,NA,NA,NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE40,0.1,15.8,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.7,1.7,16.7,NA,NA,0.1,0,2.13,NA,12069,FleaFlicker,12677,0,0,0,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,16.7,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,1.6,1.6,16.7,NA,NA,0.1,0,2.07,NA,18475,FleaFlicker,16649,0,0,0,NA,NA,NA,NA,NA,@PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE35,0.1,16.7,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.5,1.5,14.8,NA,NA,0.1,0,2,NA,17734,FleaFlicker,16312,0,0,0,NA,NA,NA,NA,NA,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,14.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,1.4,1.4,13.2,NA,NA,0.1,0,1.83,NA,17639,FleaFlicker,16216,0,0,0,NA,NA,NA,NA,NA,NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE42,0.1,13.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.4,1.4,14.6,NA,NA,0.1,0,1.8,NA,13844,FleaFlicker,13753,0,0,0,NA,NA,NA,NA,NA,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,14.6,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.4,1.4,13.4,NA,NA,0.1,0,1.8,NA,14781,FleaFlicker,14239,0,0,0,NA,NA,NA,NA,NA,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE34,0.1,13.4,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,LV,NA,1.3,1.3,12.9,NA,NA,0.1,0,1.69,NA,15644,FleaFlicker,14875,0,0,0,NA,NA,NA,NA,NA,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,12.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1.1,1.1,11.4,NA,NA,0.1,0,1.66,NA,12887,FleaFlicker,13246,0,0,0,NA,NA,NA,NA,NA,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE41,0.1,11.4,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,0.9,0.9,10.1,NA,NA,0.1,0,1.61,NA,14734,FleaFlicker,14143,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE36,0.1,10.1,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1,1,11.3,NA,NA,0.1,0,1.47,NA,15575,FleaFlicker,14870,0,0,0,NA,NA,NA,NA,NA,CARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1.3,1.3,11.6,NA,NA,0.1,0.1,1.46,NA,13653,FleaFlicker,13424,0,0,0,NA,NA,NA,NA,NA,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE15,0.1,11.6,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,0.9,0.9,9.9,NA,NA,0.1,0,1.33,NA,14749,FleaFlicker,14209,0,0,0,NA,NA,NA,NA,NA,@LARL 20-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,9.9,4%,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,0.8,0.8,9.1,NA,NA,0.1,0,1.25,NA,18465,FleaFlicker,16642,0,0,0,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,9.1,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,CHI,NA,1,1,9,NA,NA,0.1,0,1.24,NA,12972,FleaFlicker,13236,0,0,0,NA,NA,NA,NA,NA,@WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,0.9,0.9,8.6,NA,NA,0.1,0,1.2,NA,16314,FleaFlicker,15332,0,0,0,NA,NA,NA,NA,NA,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,8.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Vannett,TE,TEN,NA,1.1,1.1,8.5,NA,NA,0.1,0,1.19,NA,12056,FleaFlicker,12680,0,0,0,NA,NA,NA,NA,NA,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,8.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,0.9,0.9,9.1,NA,NA,0,0,1.15,NA,16340,FleaFlicker,15419,0,0,0,NA,NA,NA,NA,NA,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE44,0,9.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,0.7,0.7,7.6,NA,NA,0.1,0,1.1,NA,18170,FleaFlicker,16425,0,0,0,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,7.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.06,NA,18484,FleaFlicker,16723,0,0,0,NA,NA,NA,NA,NA,BUFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,7.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,0.9,0.9,8.7,NA,NA,0,0,1.02,NA,13874,FleaFlicker,13678,0,0,0,NA,NA,NA,NA,NA,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,8.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,PIT,NA,0.7,0.7,6,NA,NA,0.1,0,1,NA,11331,FleaFlicker,12309,0,0,0,NA,NA,NA,NA,NA,NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
