player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,pass_yds,return_tds
Javon Baker,WR,NE,NA,NA,0.4,5.1,NA,NA,0,0,0.1,NA,0,0.7,NA,22885,FantasyPros,16637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,ARI,NA,NA,0.4,5,NA,NA,0,0,0,NA,0,0.7,NA,16431,FantasyPros,13176,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Chisena,WR,CAR,NA,NA,0.5,5.5,NA,NA,0,0,0,NA,0,0.7,NA,20056,FantasyPros,15057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rakim Jarrett,WR,TB,NA,NA,0.4,4.6,NA,NA,0,0,0.1,NA,0,0.7,NA,23001,FantasyPros,16198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,DAL,NA,NA,0.4,4.2,NA,NA,0,0,0.1,NA,0,0.6,NA,23030,FantasyPros,16197,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,NA,0.3,3.6,NA,NA,0,0,0,NA,0,0.5,NA,23135,FantasyPros,16633,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Conley,WR,SF,NA,NA,0.3,3.4,NA,NA,0,0,0.1,NA,0,0.5,NA,14151,FantasyPros,12257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,NA,0.3,3.3,NA,NA,0,0,0,NA,0,0.5,NA,25857,FantasyPros,16958,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Oliver,WR,TEN,NA,NA,0.3,4.3,NA,NA,0,0,0,NA,0,0.5,NA,26588,FantasyPros,16975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.2,2.8,NA,NA,0,0.1,0.4,NA,0,0.5,NA,18656,FantasyPros,14315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,0.3,3.2,NA,NA,0,0,0.1,NA,0,0.5,NA,26162,FantasyPros,16624,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,NA,0.3,2.9,NA,NA,0,0,0.3,NA,0,0.4,NA,17793,FantasyPros,13910,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,ARI,NA,NA,0.2,2.7,NA,NA,0,0,0.1,NA,0,0.4,NA,16972,FantasyPros,13488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.2,2.8,NA,NA,0,0,0.1,NA,0,0.4,NA,22956,FantasyPros,16632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malachi Corley,WR,NYJ,NA,NA,0.2,2.6,NA,NA,0,0,0.2,NA,0,0.4,NA,26023,FantasyPros,16636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collin Johnson,WR,CHI,NA,NA,0.3,3,NA,NA,0,0,0,NA,0,0.4,NA,18289,FantasyPros,14853,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacob Cowing,WR,SF,NA,NA,0.2,2.7,NA,NA,0,0,0.1,NA,0,0.4,NA,25289,FantasyPros,16640,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield Sr.,WR,MIN,NA,NA,0.2,2.7,NA,NA,0,0,0,NA,0,0.4,NA,17888,FantasyPros,13893,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ainias Smith,WR,PHI,NA,NA,0.2,2.6,NA,NA,0,0,0.1,NA,0,0.4,NA,23142,FantasyPros,16686,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Tipton,WR,NO,NA,NA,0.2,2.4,NA,NA,0,0,0,NA,0,0.4,NA,26546,FantasyPros,16858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones Jr.,WR,CAR,NA,NA,0.1,1.4,NA,NA,0,0,2,NA,0,0.3,NA,24214,FantasyPros,15767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,NA,0.2,2.1,NA,NA,0,0,0,NA,0,0.3,NA,13969,FantasyPros,12181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,PIT,NA,NA,0.2,2.7,NA,NA,0,0,0.1,NA,0,0.3,NA,18714,FantasyPros,14280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Melton,WR,GB,NA,NA,0.1,1.8,NA,NA,0,0.1,0.4,NA,0,0.3,NA,24049,FantasyPros,15785,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,LAR,NA,NA,0.2,1.9,NA,NA,0,0,0,NA,0,0.3,NA,18633,FantasyPros,14864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.2,2,NA,NA,0,0,0,NA,0,0.3,NA,26404,FantasyPros,16732,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.1,1.7,NA,NA,0,0,0.1,NA,0,0.2,NA,25336,FantasyPros,16203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,0.1,1.4,NA,NA,0,0,0,NA,0,0.2,NA,18166,FantasyPros,13963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,0.1,1.2,NA,NA,0,0,0.1,NA,0,0.2,NA,23438,FantasyPros,16005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson II,WR,DET,NA,NA,0.1,1.5,NA,NA,0,0,0,NA,0,0.2,NA,12126,FantasyPros,11678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Britain Covey,WR,PHI,NA,NA,0.2,1.6,NA,NA,0,0,0,NA,0,0.2,NA,24234,FantasyPros,15772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant DuBose,WR,MIA,NA,NA,0.1,1.2,NA,NA,0,0,0,NA,0,0.2,NA,25470,FantasyPros,16374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.1,0.9,NA,NA,0,0,0,NA,0,0.1,NA,25668,FantasyPros,16413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colton Dowell,WR,TEN,NA,NA,0.1,1.1,NA,NA,0,0,0,NA,0,0.1,NA,25467,FantasyPros,16354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Blair,WR,ATL,NA,NA,0.1,1.1,NA,NA,0,0,0,NA,0,0.1,NA,22684,FantasyPros,16499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jha'Quan Jackson,WR,TEN,NA,NA,0.1,1.3,NA,NA,0,0,0,NA,0,0.1,NA,26377,FantasyPros,16758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Scott,WR,CHI,NA,NA,0.1,0.9,NA,NA,0,0,0,NA,0,0.1,NA,25442,FantasyPros,16205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikko Remigio,WR,KC,NA,NA,0.1,0.9,NA,NA,0,0,0,NA,0,0.1,NA,25772,FantasyPros,16422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0,0.5,NA,NA,0,0,0,NA,0,0.1,NA,22843,FantasyPros,15491,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,NA,0.1,0.8,NA,NA,0,0,0,NA,0,0.1,NA,26413,FantasyPros,16760,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ihmir Smith-Marsette,WR,NYG,NA,NA,0.1,0.6,NA,NA,0,0,0.1,NA,0,0.1,NA,20116,FantasyPros,15434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase, Ja'Marr",WR,CIN,NA,10.1,6.9,92,NA,NA,0.9,NA,2,NA,0,14.4,NA,NA,FantasySharks,15281,0,DEN,1.8,0.3,0.1,0,0.1,0.1,0.2,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adams, Davante",WR,NYJ,NA,12.7,7.6,92,NA,NA,0.8,NA,0,NA,0,14.1,NA,NA,FantasySharks,11675,0,@BUF,2.4,0.5,0.1,0,0.1,0,0.1,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,8.5,5.6,78,NA,NA,0.8,NA,0.1,NA,0,12.3,NA,NA,FantasySharks,14109,0,ATL,1.1,0.3,0.2,0.1,0.1,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Justin",WR,MIN,NA,9.1,5.8,86,NA,NA,0.6,NA,-0.1,NA,0,12,NA,NA,FantasySharks,14836,0,GBP,1.5,0.1,0.2,0.1,0.1,0,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas Jr., Brian",WR,JAC,NA,8.5,5.2,76,NA,NA,0.7,NA,2,NA,0,12,NA,NA,FantasySharks,16618,0,TEN,1,0.3,0.2,0,0,0,0.2,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, A.J.",WR,PHI,NA,9.6,6.2,91,NA,NA,0.5,NA,0,NA,0.1,11.9,NA,NA,FantasySharks,14104,0,DAL,1.3,0.3,0.1,0.1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Tyreek",WR,MIA,NA,10,6.3,80,NA,NA,0.6,NA,3,NA,0,11.9,NA,NA,FantasySharks,12801,0,@CLE,1.6,0.3,0.1,0,0,0.1,0.1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb, CeeDee",WR,DAL,NA,10.4,6.8,81,NA,NA,0.5,NA,4,NA,0.1,11.5,NA,NA,FantasySharks,14832,0,@PHI,1.4,0.1,0.2,0.1,0,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,8.3,5.5,76,NA,NA,0.6,NA,0,NA,0,11.2,NA,NA,FantasySharks,15290,0,BAL,1.2,0.4,0.1,0,0,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,8,5,70,NA,NA,0.6,NA,1,NA,0,10.8,NA,NA,FantasySharks,11671,0,CAR,1,0.2,0.1,0.2,0.1,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,7.8,6,72,NA,NA,0.6,NA,1,NA,0.1,10.7,NA,NA,FantasySharks,15287,0,@SFO,1.6,0.3,0,0.1,0,0,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Njigba, Jaxon",WR,SEA,NA,9,6.2,73,NA,NA,0.4,NA,2,NA,0,10,NA,NA,FantasySharks,16185,0,@CHI,1,0.1,0.2,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nacua, Puka",WR,LAR,NA,8.6,5.7,75,NA,NA,0.3,NA,4,NA,0,10,NA,NA,FantasySharks,16211,0.1,ARI,1.2,0.1,0.1,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,9,5.4,68,NA,NA,0.5,NA,0.1,NA,0,9.9,NA,NA,FantasySharks,14835,0,DEN,1.8,0.2,0.1,0.1,0.1,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,8.8,4.7,74,NA,NA,0.4,NA,0,NA,0.1,9.7,NA,NA,FantasySharks,14102,0,@CHI,1.1,0.1,0.1,0.1,0.1,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reed, Jayden",WR,GBP,NA,5.3,3.9,58,NA,NA,0.5,NA,7,NA,0,9.5,NA,NA,FantasySharks,16184,0,@MIN,0.9,0.2,0.2,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridley, Calvin",WR,TEN,NA,8.9,4.8,70,NA,NA,0.4,NA,2,NA,0.1,9.5,NA,NA,FantasySharks,13629,0,@JAC,0.9,0.1,0.1,0,0.1,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,CHI,NA,9.3,5.5,65,NA,NA,0.5,NA,0,NA,0,9.4,NA,NA,FantasySharks,11222,0,SEA,1.3,0.2,0.1,0,0.1,0.1,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,8.3,4.9,65,NA,NA,0.5,NA,0,NA,0.1,9.4,NA,NA,FantasySharks,13630,0,@CIN,1.3,0.1,0.2,0.1,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addison, Jordan",WR,MIN,NA,6.6,4.1,55,NA,NA,0.6,NA,1,NA,0,9.4,NA,NA,FantasySharks,16186,0,GBP,1.2,0.2,0.1,0.1,0,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,LVR,NA,10.1,6,73,NA,NA,0.2,NA,2,NA,0,9.1,NA,NA,FantasySharks,14127,0.1,@NOS,0.8,0.1,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,7.5,5,71,NA,NA,0.3,NA,-0.1,NA,0,9.1,NA,NA,FantasySharks,15762,0,KCC,1.1,0,0.3,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,7.1,4.5,60,NA,NA,0.4,NA,3,NA,0,9,NA,NA,FantasySharks,14860,0,DET,1,0.2,0.2,0,0,0,0,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,10.7,6.3,70,NA,NA,0.3,NA,0,NA,0,8.9,NA,NA,FantasySharks,15753,0,@BUF,1.5,0.1,0,0.2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McConkey, Ladd",WR,LAC,NA,7.1,4.9,68,NA,NA,0.3,NA,0.1,NA,0,8.9,NA,NA,FantasySharks,16627,0,@NEP,0.5,0.2,0,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flowers, Zay",WR,BAL,NA,7.3,4.5,66,NA,NA,0.3,NA,3,NA,0,8.8,NA,NA,FantasySharks,16190,0,@HOU,0.5,0.1,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,7,5.1,61,NA,NA,0.5,NA,0.1,NA,0,8.8,NA,NA,FantasySharks,15282,0,DAL,0.6,0.2,0,0.1,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CHI,NA,9,5.8,60,NA,NA,0.3,NA,4,NA,0,8.6,NA,NA,FantasySharks,13635,0,SEA,1.2,0.1,0.1,0,0.2,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Deebo",WR,SFO,NA,7,4.5,60,NA,NA,0.2,NA,9,NA,0,8.5,NA,NA,FantasySharks,14136,0,DET,1.1,0,0.1,0,0,0,0.1,28,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,CAR,NA,8,5.5,61,NA,NA,0.4,NA,0,NA,0,8.3,NA,NA,FantasySharks,11938,0,@TBB,1.2,0.2,0.1,0.1,0,0,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kupp, Cooper",WR,LAR,NA,7.5,4.8,56,NA,NA,0.4,NA,0,NA,0,8.2,NA,NA,FantasySharks,13164,0,ARI,1,0.2,0.1,0.1,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jameson",WR,DET,NA,5,3.7,56,NA,NA,0.3,NA,3,NA,0,8.2,NA,NA,FantasySharks,15756,0,@SFO,0.7,0.1,0,0,0.1,0,0.2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,KCC,NA,7.2,4.4,51,NA,NA,0.4,NA,1,NA,0,7.8,NA,NA,FantasySharks,11232,0,@PIT,1,0.4,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,7.3,5.1,58,NA,NA,0.3,NA,0,NA,0,7.5,NA,NA,FantasySharks,15761,0,NYJ,0.8,0.1,0.1,0,0,0,0.1,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,6.6,4.4,59,NA,NA,0.2,NA,0,NA,0,7.4,NA,NA,FantasySharks,15284,0,@CLE,0.7,0.1,0,0.1,0,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Worthy, Xavier",WR,KCC,NA,6.4,3.7,40,NA,NA,0.3,NA,6,NA,0,7.4,NA,NA,FantasySharks,16620,0.2,@PIT,1.1,0.1,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,7.5,4.6,57,NA,NA,0.3,NA,-0.2,NA,0,7.4,NA,NA,FantasySharks,15751,0,@WAS,1.2,0.2,0.1,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nabers, Malik",WR,NYG,NA,9.8,5.7,58,NA,NA,0.2,NA,0,NA,0,7.4,NA,NA,FantasySharks,16615,0,IND,0.6,0.1,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McMillan, Jalen",WR,TBB,NA,6,3.8,42,NA,NA,0.5,NA,2,NA,0,7.3,NA,NA,FantasySharks,16628,0,CAR,0.6,0.1,0.2,0.2,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bateman, Rashod",WR,BAL,NA,5,2.9,44,NA,NA,0.5,NA,0,NA,0,7.2,NA,NA,FantasySharks,15293,0,@HOU,0.7,0.1,0.2,0,0,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrison Jr., Marvin",WR,ARI,NA,7.4,3.6,48,NA,NA,0.4,NA,0,NA,0.1,7,NA,NA,FantasySharks,16614,0,@LAR,0.7,0.1,0.1,0.1,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,4.5,2.3,34,NA,NA,0.6,NA,0.1,NA,0,7,NA,NA,FantasySharks,15109,0,@JAC,0.9,0.3,0.1,0.1,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,6,3.5,47,NA,NA,0.4,NA,0,NA,0,6.8,NA,NA,FantasySharks,15779,0,@MIN,1,0.1,0.1,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,BUF,NA,6.6,3.8,48,NA,NA,0.3,NA,0,NA,0,6.7,NA,NA,FantasySharks,12175,0,NYJ,0.6,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mooney, Darnell",WR,ATL,NA,6.2,3.5,55,NA,NA,0.2,NA,0,NA,0,6.7,NA,NA,FantasySharks,14974,0,@WAS,0.3,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,6,3.4,49,NA,NA,0.3,NA,0,NA,0,6.6,NA,NA,FantasySharks,15754,0,LVR,0.5,0.1,0.1,0.1,0,0,0,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Downs, Josh",WR,IND,NA,6.6,4,48,NA,NA,0.3,NA,0,NA,0,6.5,NA,NA,FantasySharks,16187,0,@NYG,0.8,0.1,0.1,0.1,0,0,0.1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,7.3,4.6,52,NA,NA,0.2,NA,0,NA,0.1,6.2,NA,NA,FantasySharks,14842,0,@NYG,0.9,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnston, Quentin",WR,LAC,NA,5.4,2.8,35,NA,NA,0.4,NA,0,NA,0,6.1,NA,NA,FantasySharks,16188,0,@NEP,0.6,0.1,0.1,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,4.8,2.6,47,NA,NA,0.2,NA,3,NA,0.1,6,NA,NA,FantasySharks,15789,0,@MIN,0.8,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Tre",WR,LVR,NA,5.8,3.3,42,NA,NA,0.2,NA,3,NA,0,6,NA,NA,FantasySharks,16287,0.1,@NOS,0.4,0,0,0,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin III, Calvin",WR,PIT,NA,4.1,3,40,NA,NA,0.3,NA,1,NA,0,5.8,NA,NA,FantasySharks,15777,0,KCC,0.3,0,0,0.2,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
