player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Spears, Tyjae",RB,TEN,NA,4.8,19,NA,0.1,2.4,1.9,14,NA,NA,0,0,3.9,NA,NA,FantasySharks,16165,NA,NA,NA,NA,NA,@LAC,0.1,0,0,0,0,0,0.2,0.1,0,8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,4.6,22,NA,0.1,1.7,1.4,10,NA,NA,0,0,3.9,NA,NA,FantasySharks,15730,NA,NA,NA,NA,NA,BUF,0.1,0,0,0,0,0,0.1,0,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,5.7,24,NA,0.1,0.9,0.7,5,NA,NA,0,0,3.8,NA,NA,FantasySharks,15717,NA,NA,NA,NA,NA,DET,0,0.1,0,0,0,0.1,0.1,0,0,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demercado, Emari",RB,ARI,NA,3.6,21,NA,0.1,1.7,1.2,8,NA,NA,0,0,3.8,NA,NA,FantasySharks,16385,NA,NA,NA,NA,NA,NYJ,0,0,0,0,0,0.1,0.2,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Sean",RB,TBB,NA,2.9,18,NA,0.1,0.9,0.8,10,NA,NA,0.1,0,3.7,NA,NA,FantasySharks,16166,NA,NA,NA,NA,NA,SFO,0.1,0,0,0,0,0,0,0,0,20,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,5.4,24,NA,0.1,1.9,1.4,9,NA,NA,0,0,3.6,NA,NA,FantasySharks,15255,NA,NA,NA,NA,NA,@DAL,0,0,0,0,0,0,0.1,0,0,13,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Gus",RB,LAC,NA,5.9,20,NA,0.1,0.5,0.5,4,NA,NA,0.1,0.1,3.5,NA,NA,FantasySharks,13850,NA,NA,NA,NA,NA,TEN,0.1,0,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,DAL,NA,5.2,17,NA,0.1,1.5,1.1,7,NA,NA,0,0,3.5,NA,NA,FantasySharks,12625,NA,NA,NA,NA,NA,PHI,0.1,0,0,0,0,0,0.2,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,2.3,11,NA,0.1,0.8,0.6,6,NA,NA,0.2,0,3.2,NA,NA,FantasySharks,14095,NA,NA,NA,NA,NA,@IND,0.1,0,0,0,0,0,0.4,0,0,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,5.2,21,NA,0.1,1,0.7,4,NA,NA,0,0,3.1,NA,NA,FantasySharks,15257,NA,NA,NA,NA,NA,BUF,0.1,0,0,0,0,0,0.2,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,4.6,17,NA,0.1,2,1.5,7,NA,NA,0,0,2.8,NA,NA,FantasySharks,14079,NA,NA,NA,NA,NA,NYG,0.1,0,0,0,0,0,0.3,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akers, Cam",RB,MIN,NA,5,16,NA,0.1,1.2,0.8,5,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,14799,NA,NA,NA,NA,NA,@JAC,0.1,0,0,0,0,0,0.3,0,0,20,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,4.6,15,NA,0.1,1.1,0.8,5,NA,NA,0,0,2.6,NA,NA,FantasySharks,13139,NA,NA,NA,NA,NA,ATL,0.1,0.1,0,0,0,0,0.2,0,0,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benson, Trey",RB,ARI,NA,3.7,15,NA,0.1,0.6,0.5,4,NA,NA,0,0,2.5,NA,NA,FantasySharks,16594,NA,NA,NA,NA,NA,NYJ,0.1,0,0,0,0,0,0.1,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodriguez, Chris",RB,WAS,NA,5,23,NA,0,0.1,0.1,1,NA,NA,0,0.1,2.5,NA,NA,FantasySharks,16174,NA,NA,NA,NA,NA,PIT,0,0,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vidal, Kimani",RB,LAC,NA,3.3,9,NA,0,0.6,0.6,8,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,16757,NA,NA,NA,NA,NA,TEN,0,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.4,1,NA,0.2,0.8,0.5,11,NA,NA,0,0,2.2,NA,NA,FantasySharks,16391,NA,NA,NA,NA,NA,PHI,0.2,0,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corum, Blake",RB,LAR,NA,4.5,17,NA,0,0.4,0.4,3,NA,NA,0,0,2.2,NA,NA,FantasySharks,16593,NA,NA,NA,NA,NA,MIA,0,0,0,0,0,0,0,0,0,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.6,1,NA,0,1.6,1.2,14,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,11367,NA,NA,NA,NA,NA,@TBB,0,0,0,0,0,0,0.1,0.1,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McNichols, Jeremy",RB,WAS,NA,3.6,15,NA,0.1,0.2,0,0,NA,NA,0,0,2.1,NA,NA,FantasySharks,13143,NA,NA,NA,NA,NA,PIT,0.1,0,0,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,3.2,12,NA,0,1.5,1.3,8,NA,NA,0,0,2.1,NA,NA,FantasySharks,14076,NA,NA,NA,NA,NA,@BAL,0,0,0,0,0,0,0.1,0,0,14,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Jaylen",RB,MIA,NA,3.7,17,NA,0,0.5,0.2,2,NA,NA,0,0,1.9,NA,NA,FantasySharks,16610,NA,NA,NA,NA,NA,@LAR,0,0,0,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,2,7,NA,0,1.6,0.9,7,NA,NA,0.1,0,1.7,NA,NA,FantasySharks,13148,NA,NA,NA,NA,NA,DET,0,0,0,0,0,0,0.3,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Jeffery",RB,MIA,NA,2.8,13,NA,0,0.9,0.8,5,NA,NA,0,0.1,1.7,NA,NA,FantasySharks,14017,NA,NA,NA,NA,NA,@LAR,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricard, Patrick",RB,BAL,NA,0,0,NA,0,0.9,0.4,3,NA,NA,0.2,0,1.7,NA,NA,FantasySharks,13455,NA,NA,NA,NA,NA,CIN,0,0,0,0,0,0,0.3,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,PIT,NA,2.8,11,NA,0,0.9,0.5,2,NA,NA,0,0,1.6,NA,NA,FantasySharks,11225,NA,NA,NA,NA,NA,@WAS,0,0,0,0,0,0,0.2,0,0,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,NEP,NA,1.2,4,NA,0,1.1,0.7,6,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,14821,NA,NA,NA,NA,NA,@CHI,0,0,0,0,0,0,0.1,0,0,27,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards-Helaire, Clyde",RB,KCC,NA,1.9,6,NA,0,1,0.7,7,NA,NA,0,0,1.4,NA,NA,FantasySharks,14803,NA,NA,NA,NA,NA,DEN,0,0,0,0,0,0,0.2,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,2.4,8,NA,0,1,0.6,7,NA,NA,0,0,1.4,NA,NA,FantasySharks,14331,NA,NA,NA,NA,NA,MIN,0,0,0,0,0,0,0.2,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steele, Carson",RB,KCC,NA,4.3,17,NA,0,0.8,0.3,1,NA,NA,0,0.2,1.3,NA,NA,FantasySharks,16612,NA,NA,NA,NA,NA,DEN,0,0,0,0,0,0,0.3,0,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.6,2,NA,0.1,1,0.5,5,NA,NA,0,0,1.3,NA,NA,FantasySharks,14420,NA,NA,NA,NA,NA,@LAR,0.1,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,SFO,NA,2.5,9,NA,0,0.4,0.3,3,NA,NA,0,0,1.2,NA,NA,FantasySharks,14817,NA,NA,NA,NA,NA,@TBB,0,0,0,0,0,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ham, C.J.",RB,MIN,NA,0.3,2,NA,0.1,1.1,0.9,4,NA,NA,0,0,1.1,NA,NA,FantasySharks,12923,NA,NA,NA,NA,NA,@JAC,0.1,0,0,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estime, Audric",RB,DEN,NA,2.1,10,NA,0,0.8,0.6,4,NA,NA,0,0.2,1.1,NA,NA,FantasySharks,16595,NA,NA,NA,NA,NA,@KCC,0,0,0,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Deuce",RB,DAL,NA,2.7,7,NA,0,0.9,0.6,3,NA,NA,0,0,1,NA,NA,FantasySharks,16176,NA,NA,NA,NA,NA,PHI,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,2.3,6,NA,0,0.3,0.3,3,NA,NA,0,0,1,NA,NA,FantasySharks,14727,NA,NA,NA,NA,NA,@HOU,0,0,0,0,0,0,0,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ali, Rasheen",RB,BAL,NA,1,4,NA,0,0.5,0.2,2,NA,NA,0.1,0.1,1,NA,NA,FantasySharks,16746,NA,NA,NA,NA,NA,CIN,0,0,0,0,0,0,0.1,0,0,16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, Dalvin",RB,DAL,NA,1.6,6,NA,0,0.6,0.4,2,NA,NA,0,0,0.7,NA,NA,FantasySharks,13128,NA,NA,NA,NA,NA,PHI,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Joshua",RB,TEN,NA,2.2,6,NA,0,0.6,0.4,2,NA,NA,0,0.1,0.6,NA,NA,FantasySharks,14807,NA,NA,NA,NA,NA,@LAC,0,0,0,0,0,0,0.1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,NYJ,NA,1.8,4,NA,0,0.3,0.3,2,NA,NA,0,0,0.6,NA,NA,FantasySharks,16168,NA,NA,NA,NA,NA,@ARI,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivers, Ronnie",RB,LAR,NA,1.4,4,NA,0,0.6,0.5,2,NA,NA,0,0,0.6,NA,NA,FantasySharks,15726,NA,NA,NA,NA,NA,MIA,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Eric",RB,NYG,NA,1.2,3,NA,0,0.6,0.6,3,NA,NA,0,0,0.6,NA,NA,FantasySharks,16173,NA,NA,NA,NA,NA,@CAR,0,0,0,0,0,0,0,0,0,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Isaiah",RB,NYJ,NA,1.5,5,NA,0,0.3,0.2,1,NA,NA,0,0,0.6,NA,NA,FantasySharks,16752,NA,NA,NA,NA,NA,@ARI,0,0,0,0,0,0,0,0,0,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut, Julius",RB,TEN,NA,0.9,2,NA,0,0.3,0.3,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,15965,NA,NA,NA,NA,NA,@LAC,0,0,0,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shipley, Will",RB,PHI,NA,2.2,4,NA,0,0.2,0.1,0,NA,NA,0,0,0.5,NA,NA,FantasySharks,16601,NA,NA,NA,NA,NA,@DAL,0,0,0,0,0,0,0,0,0,17,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McClellan, Jase",RB,ATL,NA,1.1,4,NA,0,0.1,0.1,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,16605,NA,NA,NA,NA,NA,@NOS,0,0,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,0.5,2,NA,0,0.3,0.2,2,NA,NA,0,0,0.4,NA,NA,FantasySharks,15973,NA,NA,NA,NA,NA,NYG,0,0,0,0,0,0,0,0,0,46,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Avery",RB,ATL,NA,0.9,3,NA,0,0.2,0.2,1,NA,NA,0,0,0.4,NA,NA,FantasySharks,15454,NA,NA,NA,NA,NA,@NOS,0,0,0,0,0,0,0.1,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prentice, Adam",RB,NOS,NA,0.9,3,NA,0,0.7,0.2,1,NA,NA,0,0.1,0.3,NA,NA,FantasySharks,15650,NA,NA,NA,NA,NA,ATL,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Jordan",RB,NOS,NA,0.3,1,NA,0,0.6,0.1,2,NA,NA,0,0,0.3,NA,NA,FantasySharks,16424,NA,NA,NA,NA,NA,ATL,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaki, Sione",RB,DET,NA,0.2,1,NA,0,0,0,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,16678,NA,NA,NA,NA,NA,@HOU,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,ARI,NA,0.2,0,NA,0,0,0,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,14815,NA,NA,NA,NA,NA,NYJ,0,0,0,0,0,0,0,0,0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,20.68,97.57,NA,1.04,NA,1.09,10.38,NA,NA,0.07,NA,17.23,NA,derrick-henry,NumberFire,12626,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,26.2,#24,10,1,17.8,9500,1.87,18.46,8200,2.25,17.8,46,0.39,NA
Kyren Williams,RB,LA,NA,19.89,87.85,NA,0.93,NA,2.26,16.57,NA,NA,0.12,NA,16.54,NA,kyren-williams,NumberFire,15710,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,25.28,#14,14,2,17.65,8700,2.03,18.9,7800,2.42,17.65,37,0.48,NA
Christian McCaffrey,RB,SF,NA,15.97,73.97,NA,0.64,NA,4.4,35.59,NA,NA,0.3,NA,16.53,NA,christian-mccaffrey,NumberFire,13130,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,25.27,#29,15,3,18.7,9400,1.99,20.97,8000,2.62,18.7,33,0.57,NA
Bijan Robinson,RB,ATL,NA,16.46,74.88,NA,0.53,NA,4.89,41.26,NA,NA,0.28,NA,16.39,NA,bijan-robinson,NumberFire,16161,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,25.08,#17,17,4,18.82,8800,2.14,21.33,7700,2.77,18.82,39,0.48,NA
Jonathan Taylor,RB,IND,NA,19.15,93.29,NA,0.76,NA,2.46,17.87,NA,NA,0.1,NA,16.07,NA,jonathan-taylor,NumberFire,14802,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,24.66,#8,20,5,17.27,8600,2.01,18.63,7500,2.48,17.27,35,0.49,NA
Saquon Barkley,RB,PHI,NA,20.3,90.04,NA,0.58,NA,2.79,18.86,NA,NA,0.13,NA,15.06,NA,saquon-barkley,NumberFire,13604,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,23.32,#30,26,6,16.45,9600,1.71,17.91,8300,2.16,16.45,40,0.41,NA
Aaron Jones,RB,MIN,NA,17.18,82.75,NA,0.55,NA,3.22,22.09,NA,NA,0.18,NA,14.78,NA,aaron-jones,NumberFire,13319,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,22.95,#31,27,7,16.39,7900,2.07,18.06,6700,2.7,16.39,31,0.53,NA
Breece Hall,RB,NYJ,NA,17.01,77.61,NA,0.48,NA,4.1,32.3,NA,NA,0.22,NA,14.77,NA,breece-hall,NumberFire,15708,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,22.93,#27,28,8,16.8,8200,2.05,19.09,7600,2.51,16.8,34,0.49,NA
Joe Mixon,RB,HOU,NA,18.98,76.88,NA,0.67,NA,2.74,21.22,NA,NA,0.12,NA,14.53,NA,joe-mixon,NumberFire,13131,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,22.61,#6,30,9,15.94,9000,1.77,17.31,7900,2.19,15.94,36,0.44,NA
Alvin Kamara,RB,NO,NA,17.24,69.02,NA,0.39,NA,5.31,38.78,NA,NA,0.25,NA,14.48,NA,alvin-kamara,NumberFire,13132,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,22.55,#18,32,10,17.18,8500,2.02,19.9,8100,2.46,17.18,37,0.46,NA
D'Andre Swift,RB,CHI,NA,19.03,83.8,NA,0.64,NA,2.24,16.04,NA,NA,0.11,NA,14.25,NA,d-andre-swift,NumberFire,14797,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,22.24,#28,33,11,15.36,7700,1.99,16.61,6500,2.56,15.36,31,0.5,NA
Kareem Hunt,RB,KC,NA,19.53,81.66,NA,0.78,NA,1.28,7.96,NA,NA,0.07,NA,14.11,NA,kareem-hunt,NumberFire,13138,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,22.06,#3,35,12,14.7,8300,1.77,15.35,6600,2.33,14.7,30,0.49,NA
J.K. Dobbins,RB,LAC,NA,17.88,80.74,NA,0.67,NA,2.18,14.3,NA,NA,0.1,NA,13.98,NA,j-k-dobbins,NumberFire,14800,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,21.88,#10,37,13,15.09,7300,2.07,16.25,7200,2.26,15.09,32,0.47,NA
James Conner,RB,ARI,NA,18.32,79.09,NA,0.66,NA,2.18,14.86,NA,NA,0.1,NA,13.69,NA,james-conner,NumberFire,13146,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,21.5,#15,40,14,14.75,7600,1.94,16,6500,2.46,14.75,29,0.51,NA
Tyrone Tracy Jr.,RB,NYG,NA,16.78,76.45,NA,0.69,NA,1.99,12.98,NA,NA,0.08,NA,13.39,NA,tyrone-tracy-jr,NumberFire,16747,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,21.1,#32,41,15,14.38,6100,2.36,15.47,6000,2.58,14.38,17,0.85,NA
De'Von Achane,RB,MIA,NA,11.77,56.86,NA,0.4,NA,5.03,37.45,NA,NA,0.23,NA,13.2,NA,devon-achane,NumberFire,16167,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,20.85,#20,42,16,15.77,8000,1.97,18.28,7100,2.57,15.77,27,0.58,NA
James Cook,RB,BUF,NA,14.77,68.49,NA,0.44,NA,2.6,22.74,NA,NA,0.14,NA,12.42,NA,james-cook,NumberFire,15715,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,19.81,#16,46,17,13.72,7800,1.76,15.12,7000,2.16,13.72,31,0.44,NA
Chase Brown,RB,CIN,NA,14.37,63.67,NA,0.43,NA,3.58,25.2,NA,NA,0.17,NA,12.31,NA,chase-brown,NumberFire,16181,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,19.67,#25,47,18,14.1,6900,2.04,16,6000,2.67,14.1,32,0.44,NA
Tony Pollard,RB,TEN,NA,17.86,81.12,NA,0.33,NA,2.56,15.95,NA,NA,0.07,NA,12.16,NA,tony-pollard,NumberFire,14085,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,19.47,#1,48,19,13.41,7200,1.86,14.69,6900,2.13,13.41,27,0.5,NA
Jahmyr Gibbs,RB,DET,NA,12.46,58.72,NA,0.52,NA,3.11,22.3,NA,NA,0.17,NA,12.11,NA,jahmyr-gibbs,NumberFire,16162,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,19.4,#11,49,20,13.68,8400,1.63,15.31,7300,2.1,13.68,36,0.38,NA
Najee Harris,RB,PIT,NA,15.86,66.56,NA,0.42,NA,2.06,13.02,NA,NA,0.1,NA,11.09,NA,najee-harris,NumberFire,15254,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,18.05,#26,53,21,12.11,7100,1.71,13.15,6200,2.12,12.11,27,0.45,NA
David Montgomery,RB,DET,NA,13.6,55.55,NA,0.54,NA,1.97,16.16,NA,NA,0.1,NA,10.98,NA,david-montgomery,NumberFire,14071,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,17.9,#11,55,22,11.94,8000,1.49,12.96,6600,1.96,11.94,29,0.41,NA
Rhamondre Stevenson,RB,NE,NA,14.83,65.14,NA,0.32,NA,2.55,16.57,NA,NA,0.08,NA,10.14,NA,rhamondre-stevenson,NumberFire,15259,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,16.79,#5,60,23,11.41,7000,1.63,12.91,6400,2.02,11.41,28,0.41,NA
Chuba Hubbard,RB,CAR,NA,14.36,61.73,NA,0.35,NA,2.06,14.4,NA,NA,0.07,NA,9.97,NA,chuba-hubbard,NumberFire,15261,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.56,#22,63,24,11.02,7100,1.55,12.13,6700,1.81,11.02,24,0.46,NA
Rico Dowdle,RB,DAL,NA,13.68,60.04,NA,0.33,NA,2,15.29,NA,NA,0.06,NA,9.8,NA,rico-dowdle,NumberFire,14823,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,16.34,#12,65,25,10.79,6200,1.74,11.84,6100,1.94,10.79,23,0.47,NA
Brian Robinson,RB,WSH,NA,13.23,56.05,NA,0.44,NA,1.1,9,NA,NA,0.06,NA,9.27,NA,brian-robinson,NumberFire,15716,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,15.63,#4,67,26,9.84,7500,1.31,10.51,6300,1.67,9.84,NA,NA,NA
Rachaad White,RB,TB,NA,8.25,32.92,NA,0.19,NA,3.73,33.93,NA,NA,0.16,NA,8.63,NA,rachaad-white,NumberFire,15721,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,14.78,#13,72,27,10.47,6400,1.64,12.44,5900,2.11,10.47,25,0.42,NA
Tank Bigsby,RB,JAC,NA,13.62,57.23,NA,0.43,NA,0.58,4.42,NA,NA,0.02,NA,8.53,NA,tank-bigsby,NumberFire,16164,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,14.65,#2,74,28,8.82,6500,1.36,9.29,5700,1.63,8.82,20,0.44,NA
