player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Mallory, Will",TE,IND,NA,1.5,0.9,12,NA,NA,0,0,1.4,NA,NA,FantasySharks,16220,@TEN,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.4,1,8,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,16216,@LVR,0.2,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,2.2,1.5,10,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,13236,JAC,0.3,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.4,0.3,2,NA,NA,0.2,0,1.2,NA,NA,FantasySharks,8269,JAC,0.2,0.2,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,2,1.3,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,15796,BUF,0.2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.6,1.1,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,15335,@CHI,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calcaterra, Grant",TE,PHI,NA,1.2,0.9,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,15804,CLE,0.2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.7,1.5,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,15626,@DAL,0.3,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.8,0.7,8,NA,NA,0,0,1.1,NA,NA,FantasySharks,15916,@TEN,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SFO,NA,1.1,0.8,10,NA,NA,0,0,1,NA,NA,FantasySharks,13315,@SEA,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,1.7,1.1,8,NA,NA,0,0,1,NA,NA,FantasySharks,14875,PIT,0.2,0,0,0,0,0,0,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.8,1.1,8,NA,NA,0,0,0.9,NA,NA,FantasySharks,15344,@BAL,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,1.6,1.1,6,NA,NA,0,0,0.9,NA,NA,FantasySharks,16483,ARI,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,1.3,0.9,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,16807,TBB,0.1,0,0,0,0,0,0,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,1,0.7,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,16218,@NOS,0.1,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,SEA,NA,1.4,0.9,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,13994,SFO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.6,1,6,NA,NA,0,0,0.8,NA,NA,FantasySharks,16113,@DEN,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,2,1.2,8,NA,NA,0,0,0.7,NA,NA,FantasySharks,16643,ATL,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,1.8,0.8,6,NA,NA,0,0,0.7,NA,NA,FantasySharks,15797,LAC,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,1,0.5,6,NA,NA,0,0,0.7,NA,NA,FantasySharks,15970,LAC,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,1.4,0.6,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,12955,CIN,0.3,0,0,0,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1.2,0.6,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,13988,@CAR,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adkins, Nate",TE,DEN,NA,1.1,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16474,LAC,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.9,0.7,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16706,@GBP,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tomlinson, Eric",TE,LAC,NA,1,0.3,1,NA,NA,0,0,0.4,NA,NA,FantasySharks,13065,@DEN,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.8,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16646,HOU,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,0.8,0.5,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,15541,CLE,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spann-Ford, Brevyn",TE,DAL,NA,0.9,0.3,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16647,DET,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0,0,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,15341,@NYJ,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,0.6,0,0.1,NA,NA,0,0,0.2,NA,NA,FantasySharks,15929,@NOS,0.2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,JAC,NA,0.2,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14876,@CHI,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okwuegbunam, Albert",TE,PHI,NA,0.5,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14873,CLE,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.5,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,@BAL,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.8,4.8,60.2,NA,NA,0.4,0.1,8.26,NA,13023,FleaFlicker,13299,@SEAW 36-24,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,8.26,TE3,0,0.4,60.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,5.4,5.4,57.7,NA,NA,0.3,0.1,7.23,NA,18364,FleaFlicker,16641,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,TE2,0,0.3,57.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,5.1,5.1,52,NA,NA,0.3,0.1,7.02,NA,16933,FleaFlicker,15799,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,TE6,0,0.3,52,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.2,5.2,51.6,NA,NA,0.3,0.1,6.86,NA,16895,FleaFlicker,15794,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,TE4,0,0.3,51.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4.2,4.2,44.3,NA,NA,0.3,0,6.15,NA,17681,FleaFlicker,16214,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,TE5,0,0.3,44.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,4,4,43.6,NA,NA,0.3,0,6.06,NA,17675,FleaFlicker,16222,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,TE7,0,0.3,43.6,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.5,3.5,41.7,NA,NA,0.3,0,5.71,NA,16256,FleaFlicker,15329,@CARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE9,0,0.3,41.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.2,4.2,43.8,NA,NA,0.2,0.1,5.66,NA,13813,FleaFlicker,13674,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,TE10,0,0.2,43.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.1,4.1,41.2,NA,NA,0.2,0,5.54,NA,17585,FleaFlicker,16213,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE8,0,0.2,41.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,4.2,4.2,38.7,NA,NA,0.2,0.1,4.97,NA,12906,FleaFlicker,13189,@CHISun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE13,0,0.2,38.7,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.4,3.4,36.7,NA,NA,0.2,0,4.95,NA,13853,FleaFlicker,13772,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,TE20,0,0.2,36.7,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.5,3.5,37,NA,NA,0.2,0,4.94,NA,12904,FleaFlicker,13192,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,TE14,0,0.2,37,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.5,3.5,34.6,NA,NA,0.2,0,4.77,NA,15573,FleaFlicker,14867,JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,TE17,0,0.2,34.6,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.5,3.5,35.2,NA,NA,0.2,0,4.7,NA,16293,FleaFlicker,15331,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,TE11,0,0.2,35.2,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3.6,3.6,35.5,NA,NA,0.2,0,4.65,NA,13980,FleaFlicker,13847,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE24,0,0.2,35.5,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,3.4,3.4,33.7,NA,NA,0.2,0,4.65,NA,16937,FleaFlicker,15802,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,TE21,0,0.2,33.7,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,3.3,3.3,33,NA,NA,0.2,0,4.54,NA,9376,FleaFlicker,11247,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,TE19,0,0.2,33,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.5,2.5,29.3,NA,NA,0.2,0,4.35,NA,16927,FleaFlicker,15798,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,TE15,0,0.2,29.3,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,3.1,3.1,32.2,NA,NA,0.2,0,4.2,NA,18475,FleaFlicker,16649,CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,TE33,0,0.2,32.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3,3,30,NA,NA,0.2,0,4.18,NA,12088,FleaFlicker,12676,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,TE23,0,0.2,30,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,2.5,2.5,27.4,NA,NA,0.2,0,4.04,NA,13829,FleaFlicker,13671,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,TE18,0,0.2,27.4,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.7,2.7,28.1,NA,NA,0.1,0,3.58,NA,14665,FleaFlicker,14137,SFL 24-36,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3.58,TE26,0,0.1,28.1,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.5,2.5,25.6,NA,NA,0.2,0,3.5,NA,16036,FleaFlicker,14861,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE27,0,0.2,25.6,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.5,2.5,24.3,NA,NA,0.2,0,3.43,NA,13845,FleaFlicker,13672,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE25,0,0.2,24.3,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erick All,TE,CIN,NA,2.4,2.4,22.4,NA,NA,0.1,0,3.06,NA,18474,FleaFlicker,16645,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE28,0,0.1,22.4,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,LAC,NA,2.2,2.2,21.1,NA,NA,0.1,0,2.81,NA,13774,FleaFlicker,13680,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,TE34,0,0.1,21.1,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,1.9,1.9,21.2,NA,NA,0.1,0,2.6,NA,16912,FleaFlicker,15889,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,TE31,0,0.1,21.2,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,1.9,1.9,17.9,NA,NA,0.1,0,2.49,NA,18477,FleaFlicker,16643,ATLSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,TE46,0,0.1,17.9,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,1.7,1.7,16.3,NA,NA,0.1,0,2.21,NA,14475,FleaFlicker,13763,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,TE43,0,0.1,16.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1.3,1.3,14,NA,NA,0.1,0,2.16,NA,12887,FleaFlicker,13246,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,14,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.4,1.4,14.6,NA,NA,0.1,0,2.1,NA,14781,FleaFlicker,14239,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE38,0,0.1,14.6,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.4,1.4,14.4,NA,NA,0.1,0,1.78,NA,12069,FleaFlicker,12677,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,14.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,LV,NA,1.3,1.3,13.1,NA,NA,0.1,0,1.77,NA,15644,FleaFlicker,14875,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,13.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.1,1.1,11.7,NA,NA,0.1,0,1.57,NA,17734,FleaFlicker,16312,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,NA,0,0.1,11.7,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.9,0.9,8.9,NA,NA,0.1,0,1.41,NA,16572,FleaFlicker,15626,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,NA,0,0.1,8.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,1,1,10.2,NA,NA,0.1,0,1.36,NA,16923,FleaFlicker,15795,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,10.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1,1,10.1,NA,NA,0.1,0,1.35,NA,15575,FleaFlicker,14870,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,10.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,0.8,0.8,8.8,NA,NA,0.1,0,1.34,NA,14734,FleaFlicker,14143,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE37,0,0.1,8.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.1,1.1,10.5,NA,NA,0.1,0,1.33,NA,13844,FleaFlicker,13753,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,10.5,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1,1,9,NA,NA,0.1,0,1.3,NA,17649,FleaFlicker,16221,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,NA,0,0.1,9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,1,1,10.1,NA,NA,0.1,0,1.29,NA,17235,FleaFlicker,15970,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,10.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,0.8,0.8,8.9,NA,NA,0.1,0,1.25,NA,18465,FleaFlicker,16642,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,8.9,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.9,0.9,8.2,NA,NA,0.1,0,1.24,NA,17726,FleaFlicker,16333,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,0.1,8.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,1,1,9.8,NA,NA,0,0,1.2,NA,13874,FleaFlicker,13678,ATLSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,0,9.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,0.8,0.8,8.1,NA,NA,0.1,0,1.15,NA,16971,FleaFlicker,15800,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,NA,0,0.1,8.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.7,0.7,7.7,NA,NA,0.1,0,1.13,NA,16951,FleaFlicker,15916,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,7.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.9,0.9,8.4,NA,NA,0.1,0,1.12,NA,16833,FleaFlicker,15796,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,NA,0,0.1,8.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.12,NA,16932,FleaFlicker,15873,CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,0.1,7.8,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,CHI,NA,0.9,0.9,8.3,NA,NA,0.1,0,1.11,NA,12972,FleaFlicker,13236,JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,TE42,0,0.1,8.3,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,GB,NA,0.7,0.7,7.2,NA,NA,0.1,0,1.06,NA,17886,FleaFlicker,16483,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,7.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,0.8,0.8,8.2,NA,NA,0,0,1.06,NA,17626,FleaFlicker,16269,@CHISun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,NA,TE35,0,0,8.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
