player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Gus Edwards,RB,LAC,NA,11.7,51.3,NA,0.4,0.8,0.8,6.3,NA,NA,0,0.1,8.14,NA,14191,FleaFlicker,13850,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB32,0.4,57.6,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,10.4,41.4,NA,0.3,2.4,2.4,17.3,NA,NA,0.1,0.1,8.03,NA,17756,FleaFlicker,16181,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB33,0.4,58.7,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,8.7,39.3,NA,0.2,2.9,2.9,20.1,NA,NA,0.1,0.1,7.78,NA,17137,FleaFlicker,15742,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB31,0.3,59.5,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,WAS,NA,7.9,32,NA,0.2,3.1,3.1,24.7,NA,NA,0.1,0.1,7.63,NA,13325,FleaFlicker,13404,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB37,0.3,56.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,8.9,36.8,NA,0.2,2.5,2.5,19.6,NA,NA,0.1,0.1,7.45,NA,17624,FleaFlicker,16165,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB34,0.3,56.3,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,11.1,41.6,NA,0.3,1.7,1.7,11.1,NA,NA,0.1,0.1,7.37,NA,12025,FleaFlicker,12625,@CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB40,0.4,52.7,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,10.2,38.8,NA,0.2,1.1,1.1,7.7,NA,NA,0,0,6.31,NA,17020,FleaFlicker,15723,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB44,0.3,46.4,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,LAC,NA,9.1,36.4,NA,0.2,1.3,1.3,9.3,NA,NA,0.1,0.1,6.19,NA,15555,FleaFlicker,14800,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB46,0.3,45.8,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,9.5,37.3,NA,0.2,0.8,0.8,5.8,NA,NA,0.1,0.1,5.83,NA,16552,FleaFlicker,15271,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB52,0.3,43.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,8,32.5,NA,0.2,1.2,1.2,8.9,NA,NA,0.1,0.1,5.78,NA,18441,FleaFlicker,16593,@DETSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB38,0.3,41.4,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,7,29,NA,0.2,1.8,1.8,13,NA,NA,0.1,0,5.68,NA,17667,FleaFlicker,16169,DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB45,0.3,41.9,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,8.1,31.9,NA,0.2,1.1,1.1,8.3,NA,NA,0.1,0,5.51,NA,16993,FleaFlicker,15712,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB47,0.3,40.3,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,7.6,27.1,NA,0.1,2.1,2.1,15.5,NA,NA,0.1,0.1,5.34,NA,15591,FleaFlicker,14852,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB49,0.2,42.5,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,6.6,30.3,NA,0.2,1.3,1.3,9.7,NA,NA,0.1,0,5.29,NA,15904,FleaFlicker,14823,@CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB43,0.2,39.9,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,6.2,27.2,NA,0.1,1.9,1.9,13.1,NA,NA,0.1,0,5.21,NA,18238,FleaFlicker,16390,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB48,0.2,40.3,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,7.3,27.4,NA,0.2,1,1,7.2,NA,NA,0,0,4.64,NA,18442,FleaFlicker,16594,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB42,0.2,34.5,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,7.1,27.2,NA,0.2,1,1,6.1,NA,NA,0,0,4.53,NA,13040,FleaFlicker,13139,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB66,0.2,33.3,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CLE,NA,6.7,26.7,NA,0.2,0.5,0.5,3.9,NA,NA,0,0,4.38,NA,12987,FleaFlicker,13134,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB75,0.2,30.6,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,8.3,27.6,NA,0.1,1,1,6.9,NA,NA,0,0.1,4.31,NA,14745,FleaFlicker,14079,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB70,0.2,34.5,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,6.1,24.8,NA,0.1,1.1,1.1,7.7,NA,NA,0.1,0.1,4.28,NA,18479,FleaFlicker,16598,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB54,0.2,32.5,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,LV,NA,6.8,25.6,NA,0.2,0.8,0.8,5.2,NA,NA,0,0.1,4.18,NA,14700,FleaFlicker,14223,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB60,0.2,30.8,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,4.4,19.5,NA,0.1,0.9,0.9,6.8,NA,NA,0.1,0,3.74,NA,18460,FleaFlicker,16603,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB51,0.2,26.4,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,5.2,20.6,NA,0.1,1,1,7,NA,NA,0,0,3.72,NA,18234,FleaFlicker,16432,@PHIFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB93,0.2,27.7,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,4.9,20,NA,0.2,0.6,0.6,4,NA,NA,0,0,3.52,NA,17167,FleaFlicker,15972,NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB56,0.2,24,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,4.7,18.2,NA,0.1,0.6,0.6,4,NA,NA,0,0,3.1,NA,18456,FleaFlicker,16596,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB55,0.1,22.2,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,4.2,15.8,NA,0.1,0.9,0.9,6.2,NA,NA,0,0,3.08,NA,18534,FleaFlicker,16747,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB59,0.1,22,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,3.8,18.8,NA,0.1,0.5,0.5,3.7,NA,NA,0,0,2.95,NA,16914,FleaFlicker,15717,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB64,0.1,22.6,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,4.7,17.2,NA,0.1,0.6,0.6,3.9,NA,NA,0,0,2.92,NA,17625,FleaFlicker,16164,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB58,0.1,21.2,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRClyde Edwards-Helaire,RB,KC,NA,3.3,13.6,NA,0.1,0.8,0.8,6.5,NA,NA,0.1,0,2.87,NA,15539,FleaFlicker,14803,BALThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB71,0.1,20.1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,3.3,14.2,NA,0.1,0.8,0.8,5.7,NA,NA,0,0,2.81,NA,17716,FleaFlicker,16175,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB57,0.1,20,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,3,11.1,NA,0.1,1.1,1.1,8.1,NA,NA,0.1,0,2.68,NA,14767,FleaFlicker,14086,@KCThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB65,0.1,19.2,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,KC,NA,2.4,8.5,NA,0.1,1.3,1.3,9.5,NA,NA,0.1,0,2.44,NA,13011,FleaFlicker,13133,BALThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB74,0.1,18,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,1.8,9.1,NA,0.1,0.7,0.7,5.8,NA,NA,0,0,2.07,NA,14842,FleaFlicker,14095,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB94,0.1,14.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,DEN,NA,2.2,10.2,NA,0.1,0.7,0.7,4.5,NA,NA,0,0,1.89,NA,18515,FleaFlicker,16595,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB62,0.1,14.7,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,2.1,9.3,NA,0.1,0.7,0.7,4.6,NA,NA,0,0,1.83,NA,16480,FleaFlicker,15255,GBFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB67,0.1,13.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,1.8,9.2,NA,0.1,0.6,0.6,4,NA,NA,0,0,1.78,NA,17758,FleaFlicker,16173,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB77,0.1,13.2,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,2.5,10.1,NA,0.1,0.4,0.4,3,NA,NA,0,0,1.73,NA,18523,FleaFlicker,16757,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB61,0.1,13.1,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,1.1,8.5,NA,0.1,0.5,0.5,3.4,NA,NA,0,0,1.71,NA,18459,FleaFlicker,16610,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB53,0.1,11.9,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,2,9.2,NA,0.1,0.5,0.5,3.6,NA,NA,0,0,1.62,NA,16323,FleaFlicker,15257,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB68,0.1,12.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,1.3,7.1,NA,0.1,0.7,0.7,4.8,NA,NA,0,0,1.59,NA,16909,FleaFlicker,15733,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB79,0.1,11.9,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,2.9,8.8,NA,0.1,0.3,0.3,2.4,NA,NA,0,0,1.52,NA,18492,FleaFlicker,16752,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB100,0.1,11.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,PIT,NA,1.1,6.9,NA,0,0.5,0.5,4,NA,NA,0,0,1.46,NA,9317,FleaFlicker,11225,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB78,0.1,11,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,DAL,NA,1.9,8.6,NA,0,0.4,0.4,2.7,NA,NA,0,0,1.43,NA,12929,FleaFlicker,13128,@CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB83,0.1,11.3,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,0.7,8,NA,0.1,0.3,0.3,2.4,NA,NA,0,0,1.34,NA,18527,FleaFlicker,16746,@KCThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB92,0.1,10.4,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,1,5.9,NA,0,0.5,0.5,3.3,NA,NA,0,0,1.26,NA,17759,FleaFlicker,16176,@CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB81,0.1,9.2,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,1.1,6.3,NA,0,0.4,0.4,3,NA,NA,0,0,1.23,NA,18520,FleaFlicker,16613,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB73,0.1,9.3,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,0.5,4.7,NA,0,0.6,0.6,4.2,NA,NA,0,0,1.19,NA,17978,FleaFlicker,16385,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB84,0.1,8.9,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,1,6.3,NA,0.1,0.3,0.3,2,NA,NA,0,0,1.19,NA,18476,FleaFlicker,16601,GBFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB69,0.1,8.4,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA
MarShawn Lloyd,RB,GB,NA,0,6.7,NA,0,0.2,0.2,1.5,NA,NA,0,0,1.14,NA,18449,FleaFlicker,16604,@PHIFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB50,0.1,8.2,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,HOU,NA,1.4,6.1,NA,0,0.2,0.2,1.8,NA,NA,0,0,1.03,NA,15563,FleaFlicker,14799,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB76,0,8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KC,NA,0.8,5.1,NA,0,0.2,0.2,1.7,NA,NA,0,0,0.92,NA,18932,FleaFlicker,16612,BALThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB89,0,6.7,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.1,NA,0,0.6,0.6,5,NA,NA,0,0,0.91,NA,9410,FleaFlicker,11367,NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,6.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,0.9,4.2,NA,0,0.3,0.3,1.8,NA,NA,0,0,0.82,NA,14818,FleaFlicker,14076,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,0.9,3.4,NA,0,0.5,0.5,3.7,NA,NA,0,0,0.8,NA,11207,FleaFlicker,12155,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,1.1,4.5,NA,0,0.2,0.2,1.7,NA,NA,0,0,0.77,NA,15453,FleaFlicker,14331,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB82,0,6.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jase McClellan,RB,ATL,NA,0,3.5,NA,0,0.3,0.3,2.3,NA,NA,0,0,0.76,NA,18548,FleaFlicker,16605,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,5.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.7,2.7,NA,0,0.5,0.5,3.4,NA,NA,0,0,0.71,NA,13581,FleaFlicker,13148,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,6.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,0.8,4,NA,0,0.1,0.1,0.6,NA,NA,0,0,0.7,NA,18482,FleaFlicker,16688,NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB80,0,4.5,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Watson,RB,DEN,NA,0,2.9,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.69,NA,18832,FleaFlicker,16803,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,0.9,3.8,NA,0,0.2,0.2,1.4,NA,NA,0,0,0.68,NA,17175,FleaFlicker,15730,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Rivers,RB,LAR,NA,0.5,3.6,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.63,NA,17188,FleaFlicker,15726,@DETSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB90,0,4.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,0.7,4.2,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.63,NA,18278,FleaFlicker,16166,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB105,0,5.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,0.6,2.8,NA,0,0.3,0.3,2.3,NA,NA,0,0,0.61,NA,17510,FleaFlicker,15973,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,5.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0.1,3,NA,0,0.2,0.2,1.3,NA,NA,0,0,0.55,NA,15434,FleaFlicker,14727,LARSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB99,0,4.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,0.1,2.6,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.47,NA,14471,FleaFlicker,14017,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB86,0,3.5,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.1,0.3,NA,0,0.4,0.4,3.2,NA,NA,0,0,0.47,NA,15279,FleaFlicker,14420,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,3.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.3,1.2,NA,0,0.3,0.3,1.8,NA,NA,0,0,0.43,NA,18305,FleaFlicker,16391,@CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mims,RB,NO,NA,0.3,2.5,NA,0,0.2,0.2,1,NA,NA,0,0,0.41,NA,18164,FleaFlicker,16424,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,3.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,18.3,84.1,NA,0.66,NA,4.37,34.8,NA,NA,0.28,NA,17.35,NA,christian-mccaffrey,NumberFire,13130,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34,26.36,#4,13,1,19.54,21.83,19.54,NA
Bijan Robinson,RB,ATL,NA,16.82,72.39,NA,0.44,NA,4.19,37.48,NA,NA,0.26,NA,14.89,NA,bijan-robinson,NumberFire,16161,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,23.09,#5,28,2,16.98,19.25,16.98,NA
Breece Hall,RB,NYJ,NA,17.21,75.62,NA,0.38,NA,4.23,32.5,NA,NA,0.19,NA,14.12,NA,breece-hall,NumberFire,15708,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,22.07,#6,32,3,16.21,18.41,16.21,NA
Jonathan Taylor,RB,IND,NA,18.17,81.97,NA,0.58,NA,2.05,13.96,NA,NA,0.1,NA,13.58,NA,jonathan-taylor,NumberFire,14802,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81,21.35,#9,34,4,14.6,15.68,14.6,NA
Derrick Henry,RB,BAL,NA,17.78,81.18,NA,0.52,NA,1.69,13.12,NA,NA,0.08,NA,13.08,NA,derrick-henry,NumberFire,12626,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47,20.69,#3,37,5,13.88,14.73,13.88,NA
Saquon Barkley,RB,PHI,NA,17.33,72.46,NA,0.54,NA,3,18.01,NA,NA,0.14,NA,12.99,NA,saquon-barkley,NumberFire,13604,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41,20.57,#24,39,6,14.49,16.08,14.49,NA
Josh Jacobs,RB,GB,NA,16.14,70.59,NA,0.54,NA,2.63,20.58,NA,NA,0.13,NA,12.94,NA,josh-jacobs,NumberFire,14073,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38,20.5,#23,40,7,14.23,15.67,14.23,NA
Jahmyr Gibbs,RB,DET,NA,14.28,63.33,NA,0.52,NA,3.51,22.98,NA,NA,0.2,NA,12.8,NA,jahmyr-gibbs,NumberFire,16162,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,20.32,#25,41,8,14.57,16.41,14.57,NA
Kenneth Walker III,RB,SEA,NA,16.75,76.29,NA,0.58,NA,1.58,11.17,NA,NA,0.08,NA,12.68,NA,kenneth-walker-iii,NumberFire,15711,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,20.16,#28,42,9,13.44,14.27,13.44,NA
Alvin Kamara,RB,NO,NA,15.77,64.78,NA,0.45,NA,3.72,21.95,NA,NA,0.19,NA,12.56,NA,alvin-kamara,NumberFire,13132,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,20,#29,43,10,14.41,16.27,14.41,NA
Travis Etienne,RB,JAC,NA,15.88,67.47,NA,0.51,NA,2.66,20.49,NA,NA,0.12,NA,12.54,NA,travis-etienne,NumberFire,15253,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,19.97,#18,44,11,13.93,15.26,13.93,NA
Joe Mixon,RB,HOU,NA,16.08,64.74,NA,0.59,NA,2.21,17.95,NA,NA,0.12,NA,12.52,NA,joe-mixon,NumberFire,13131,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09,19.95,#19,45,12,13.65,14.76,13.65,NA
De'Von Achane,RB,MIA,NA,13.16,61.11,NA,0.52,NA,3.19,23.71,NA,NA,0.17,NA,12.49,NA,devon-achane,NumberFire,16167,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07,19.91,#14,46,13,14.1,15.77,14.1,NA
Rachaad White,RB,TB,NA,17.57,69.42,NA,0.47,NA,2.88,20.86,NA,NA,0.15,NA,12.34,NA,rachaad-white,NumberFire,15721,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,19.71,#32,47,14,13.81,15.46,13.81,NA
Jerome Ford,RB,CLE,NA,17.13,68.33,NA,0.45,NA,2.18,15.23,NA,NA,0.1,NA,11.59,NA,jerome-ford,NumberFire,15713,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,18.71,#7,50,15,12.67,13.81,12.67,NA
