player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Gardner Minshew,QB,LV,NA,37,23,251,NA,1,1,NA,3,8,NA,0,NA,NA,NA,4038524,ESPN,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,MIN,NA,38,23,246,NA,1,1,NA,4,12,NA,0,NA,NA,NA,3912547,ESPN,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,NE,NA,34,21,215,NA,1,1,NA,4,18,NA,0,NA,NA,NA,2578570,ESPN,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,PIT,NA,27,17,195,NA,1,1,NA,11,64,NA,0,NA,NA,NA,4362887,ESPN,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4260394,ESPN,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Penix Jr.,QB,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4360423,ESPN,16583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426875,ESPN,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14163,ESPN,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11252,ESPN,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3886812,ESPN,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3059989,ESPN,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3924327,ESPN,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,33.1,21.4,240.1,NA,1.5,0.8,NA,8.2,37.5,NA,0.7,0.2,22.1,NA,19275,FantasyPros,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,34.7,22.7,250.4,NA,1.6,0.9,NA,6.7,35.6,NA,0.6,0.3,22,NA,17298,FantasyPros,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,30.9,19.9,230,NA,1.5,0.7,NA,10.1,58.1,NA,0.4,0.3,21.9,NA,17233,FantasyPros,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes II,QB,KC,NA,36.7,24.4,277.9,NA,2.1,0.5,NA,4.3,22.3,NA,0.1,0.2,21.6,NA,16413,FantasyPros,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,34,22.7,240.2,NA,1.4,0.5,NA,6.4,35.1,NA,0.3,0.3,19.7,NA,18600,FantasyPros,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,30.4,19,209.6,NA,1.2,0.8,NA,9.3,48.7,NA,0.5,0.3,19.5,NA,22902,FantasyPros,16581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,34.9,22.8,271.9,NA,1.9,0.5,NA,2.9,11.7,NA,0.1,0.2,19.2,NA,23071,FantasyPros,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson,QB,IND,NA,30.7,19.1,210.2,NA,1.2,0.7,NA,8,42.2,NA,0.5,0.3,19,NA,24347,FantasyPros,16152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35.2,23.2,258.8,NA,1.8,0.8,NA,2.6,11.7,NA,0.1,0.2,18.3,NA,15600,FantasyPros,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,35.1,23.9,275.8,NA,1.7,0.8,NA,2.5,7,NA,0.1,0.3,17.7,NA,19198,FantasyPros,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,34.6,23.2,263.3,NA,1.9,0.8,NA,1.5,4.4,NA,0.1,0.2,17.6,NA,15501,FantasyPros,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,35.5,23.6,257.5,NA,1.6,0.5,NA,3.7,12.6,NA,0.1,0.2,17.4,NA,19196,FantasyPros,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,PIT,NA,28.4,17.5,191.1,NA,1,0.8,NA,9.2,51,NA,0.4,0.3,17.4,NA,19781,FantasyPros,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,36.8,24,272.5,NA,1.7,0.9,NA,1.4,4.2,NA,0.1,0.2,17.3,NA,9451,FantasyPros,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,35.7,23.1,263.2,NA,1.6,0.9,NA,3.1,11.1,NA,0.1,0.2,17.3,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31.7,21.4,252.3,NA,1.7,0.8,NA,2.5,9.5,NA,0.1,0.2,17.2,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,34.7,21.9,236.7,NA,1.4,0.8,NA,3.7,17.2,NA,0.2,0.3,16.3,NA,19780,FantasyPros,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,33,21.2,218.9,NA,1.2,0.8,NA,5.9,28.8,NA,0.2,0.3,16.3,NA,18232,FantasyPros,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,33.7,21.4,229,NA,1.3,0.6,NA,4.4,19.1,NA,0.2,0.2,16.1,NA,23084,FantasyPros,16579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,33,21.3,229.9,NA,1.4,0.5,NA,3.8,13.9,NA,0.1,0.2,16.1,NA,18635,FantasyPros,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33.2,21.7,235.9,NA,1.4,0.8,NA,4,14,NA,0.1,0.2,16,NA,11687,FantasyPros,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,NYJ,NA,32.5,21.9,233.4,NA,1.6,0.4,NA,1.8,6.3,NA,0.1,0.2,15.9,NA,9001,FantasyPros,7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,34.8,22.8,248.9,NA,1.5,0.8,NA,1.9,5.6,NA,0.1,0.2,15.8,NA,11177,FantasyPros,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Watson,QB,CLE,NA,33.3,20.1,210.7,NA,1.2,0.8,NA,5.8,26.3,NA,0.2,0.2,15.7,NA,16398,FantasyPros,13113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,GB,NA,32.2,19.7,180,NA,1.2,1,NA,5.8,28.4,NA,0.2,0.4,14.2,NA,23499,FantasyPros,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,MIN,NA,34.8,21.8,231.9,NA,1.3,1,NA,2.8,9.3,NA,0.1,0.4,14.4,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,31.7,19.4,180,NA,1.1,0.9,NA,5,20.3,NA,0.2,0.2,13.3,NA,22910,FantasyPros,16582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,34.6,22.5,234.5,NA,1.3,0.8,NA,1.5,5,NA,0,0.3,13.9,NA,12092,FantasyPros,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,32.4,20,217.5,NA,1.2,0.9,NA,3.8,12.9,NA,0.1,0.3,13.9,NA,22987,FantasyPros,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,32.2,19.9,204.2,NA,1.1,0.8,NA,3.5,15.2,NA,0.1,0.2,13.3,NA,22900,FantasyPros,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,NE,NA,31.1,19.9,207.9,NA,1.1,0.8,NA,4.1,14.9,NA,0.1,0.3,13.2,NA,15642,FantasyPros,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,LV,NA,33.7,20.9,223.4,NA,1,0.9,NA,2.6,9.8,NA,0.1,0.3,13,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,32,20.9,242,NA,1.7,0.8,NA,7.4,36,NA,0.9,0.3,26.8,NA,NA,FantasySharks,13589,@MIA,0.5,0.7,0.2,0,0.1,0.1,1.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,29.7,19.2,218,NA,1.4,0.9,NA,10.3,42,NA,0.8,0.4,23.6,NA,NA,FantasySharks,14783,ATL,0.4,0.3,0.2,0.2,0.1,0.1,2.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,37.4,24.6,235,NA,1.4,0.5,NA,5.3,32,NA,0.3,0.3,21.5,NA,NA,FantasySharks,14056,LAR,0.9,0.1,0.1,0.1,0.1,0,2.2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,36,24.3,264,NA,1.6,0.7,NA,4.4,22,NA,0.1,0.1,21.5,NA,NA,FantasySharks,13116,CIN,1.1,0.3,0,0.2,0,0,1.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",QB,CIN,NA,36.6,24.7,256,NA,1.7,0.7,NA,3.9,14,NA,0.2,0.1,21.2,NA,NA,FantasySharks,14777,@KCC,0.8,0.3,0.3,0.1,0.1,0.2,2.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,39.1,25.3,285,NA,1.7,0.6,NA,1.5,4,NA,0.1,0.1,21.1,NA,NA,FantasySharks,9431,@ARI,1.1,0.2,0.2,0,0,0.2,1.9,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,TBB,NA,34,23,247,NA,2,0.5,NA,2.7,8,NA,0.1,0.1,20.7,NA,NA,FantasySharks,13590,@DET,0.8,0.3,0.4,0.2,0.1,0.1,1.9,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richardson, Anthony",QB,IND,NA,30,20.3,218,NA,1.2,0.6,NA,4.5,27,NA,0.4,0.2,20.3,NA,NA,FantasySharks,16152,@GBP,0.3,0.3,0.1,0.2,0,0.4,2.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,27.4,17.4,202,NA,1.1,0.4,NA,9.8,58,NA,0.2,0.4,20.3,NA,NA,FantasySharks,13593,LVR,0.4,0.3,0.1,0.1,0.2,0.1,2.5,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,31.8,21.5,235,NA,1.9,0.8,NA,3.4,14,NA,0.1,0.1,20.3,NA,NA,FantasySharks,12620,NOS,0.8,0.5,0.3,0.1,0.1,0.1,2.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,34.1,22.3,241,NA,1.3,0.6,NA,3.8,19,NA,0.3,0.4,19.8,NA,NA,FantasySharks,15237,CLE,0.4,0.5,0.2,0,0,0.2,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,35,23.2,265,NA,1.6,0.5,NA,1.5,3,NA,0.1,0.1,19.7,NA,NA,FantasySharks,12611,TBB,0.8,0.3,0.2,0.1,0.1,0.2,1.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,32.5,21.7,271,NA,1.6,0.7,NA,1.8,6,NA,0,0.2,19.4,NA,NA,FantasySharks,14778,BUF,0.6,0.3,0.1,0.1,0.1,0.4,1.9,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniels, Jayden",QB,WAS,NA,28.3,18.4,195,NA,0.9,0.9,NA,8,38,NA,0.6,0.2,19.3,NA,NA,FantasySharks,16581,NYG,0.4,0.2,0.1,0.1,0,0.1,2.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,27.9,18.8,245,NA,1.5,0.6,NA,2.6,10,NA,0.1,0.1,19.3,NA,NA,FantasySharks,15698,@MIN,0.6,0.4,0.2,0.2,0.1,0.1,1.7,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stroud, C.J.",QB,HOU,NA,30.7,19.9,234,NA,1.4,0.5,NA,3,12,NA,0.2,0.2,18.7,NA,NA,FantasySharks,16150,CHI,0.8,0.3,0.1,0,0.1,0.2,2.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Deshaun",QB,CLE,NA,35,21,222,NA,1.5,0.9,NA,4.1,21,NA,0.1,0.2,18.7,NA,NA,FantasySharks,13113,@JAC,0.7,0.4,0.1,0.2,0.1,0.1,2.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,36,24.3,241,NA,1.2,0.5,NA,4.5,19,NA,0.1,0.2,18.6,NA,NA,FantasySharks,14779,@CAR,0.5,0.3,0.1,0.2,0,0.1,2.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,NOS,NA,32,21.6,233,NA,1.8,0.6,NA,1.9,4,NA,0,0.1,18.6,NA,NA,FantasySharks,11644,@DAL,0.8,0.3,0.2,0.3,0.1,0.2,1.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",QB,NYG,NA,35.2,22.4,225,NA,0.9,0.6,NA,5.5,28,NA,0.2,0.1,18.2,NA,NA,FantasySharks,14059,@WAS,0.5,0.2,0.1,0.1,0,0.1,3.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,30.1,20.1,220,NA,1.4,0.7,NA,3.3,19,NA,0.1,0.2,18.2,NA,NA,FantasySharks,11150,@NEP,0.5,0.3,0.2,0.3,0,0.1,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",QB,ATL,NA,33,20.9,234,NA,1.5,0.9,NA,2,7,NA,0.2,0.1,18.2,NA,NA,FantasySharks,10700,@PHI,0.5,0.4,0.2,0.1,0,0.2,1.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Caleb",QB,CHI,NA,27.9,16.6,174,NA,0.9,0.5,NA,7.6,43,NA,0.3,0.2,17.8,NA,NA,FantasySharks,16579,@HOU,0.4,0.2,0.1,0.1,0,0,2.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nix, Bo",QB,DEN,NA,32,20.3,194,NA,1,0.9,NA,4.8,21,NA,0.4,0.2,16.9,NA,NA,FantasySharks,16582,PIT,0.4,0.2,0.2,0,0.1,0.1,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,PIT,NA,24,16.2,194,NA,1,0.4,NA,6,20,NA,0.2,0.3,16.2,NA,NA,FantasySharks,15238,@DEN,0.4,0.3,0.1,0,0.1,0.1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,PIT,NA,25,16.9,195,NA,1.1,0.4,NA,5.6,19,NA,0.1,0.2,16.2,NA,NA,FantasySharks,10703,@DEN,0.4,0.3,0.1,0,0.1,0.1,2.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,25,16,185,NA,1.5,0.7,NA,1.7,7,NA,0.1,0.2,15.6,NA,NA,FantasySharks,14782,IND,0.6,0.4,0.2,0.1,0,0.1,1.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,LVR,NA,30.7,20,216,NA,1.1,0.7,NA,2.4,6,NA,0.1,0.3,15,NA,NA,FantasySharks,14067,@BAL,0.4,0.3,0.1,0.3,0,0.1,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Aaron",QB,NYJ,NA,27,17,177,NA,0.9,0.8,NA,2.4,9,NA,0.1,0.2,12.6,NA,NA,FantasySharks,7836,@TEN,0.3,0.3,0.1,0.2,0,0,2.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Bryce",QB,CAR,NA,30.9,17.9,177,NA,0.6,0.7,NA,2.6,14,NA,0.1,0.3,12.2,NA,NA,FantasySharks,16148,LAC,0.3,0.2,0.1,0,0,0,3.6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,MIN,NA,18.3,12.4,143,NA,1,0.6,NA,2.2,5,NA,0.1,0.1,11.5,NA,NA,FantasySharks,13592,SFO,0.5,0,0.3,0.1,0,0.1,1.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,NEP,NA,24,15.3,148,NA,0.7,0.5,NA,3.1,13,NA,0.1,0.1,11.2,NA,NA,FantasySharks,12616,SEA,0.3,0.2,0.1,0,0,0,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levis, Will",QB,TEN,NA,24.5,14.8,160,NA,0.6,0.9,NA,3.4,16,NA,0.1,0.5,11.1,NA,NA,FantasySharks,16149,NYJ,0.3,0.2,0.1,0,0.1,0,3.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,IND,NA,12.2,7.7,95,NA,0.7,0.4,NA,0.9,1,NA,0,0.1,7.1,NA,NA,FantasySharks,9064,@GBP,0.2,0,0,0.2,0.1,0.1,0.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browning, Jake",QB,CIN,NA,7.6,5.1,55,NA,0.4,0.2,NA,1,6,NA,0.1,0,5.4,NA,NA,FantasySharks,14358,@KCC,0.2,0.1,0,0,0,0.1,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Taysom",QB,NOS,NA,2.5,1.5,18,NA,0.1,0,NA,6,31,NA,0.1,0,5,NA,NA,FantasySharks,13424,@DAL,0,0.1,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O'Connell, Aidan",QB,LVR,NA,9.3,6.1,64,NA,0.4,0.3,NA,0.6,0,NA,0,0,4.6,NA,NA,FantasySharks,16159,@BAL,0.3,0.1,0.1,0.1,0,0,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",QB,SEA,NA,8.6,5.2,54,NA,0.2,0.4,NA,0.8,5,NA,0.1,0,4.3,NA,NA,FantasySharks,15693,@NEP,0.1,0.1,0,0.1,0,0,0.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
