player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Love, Jordan",QB,GBP,NA,28.9,18.4,223,NA,1.7,0.9,NA,2.8,12,NA,0.2,0.1,19.7,NA,NA,FantasySharks,14782,MIA,0.7,0.6,0.2,0.2,0.1,0.1,1.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,30.7,20.7,256,NA,1.7,0.7,NA,2,2,NA,0,0.1,19.5,NA,NA,FantasySharks,12611,CHI,0.8,0.2,0.3,0.2,0,0.2,1.8,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,36.5,23.7,269,NA,1.6,0.6,NA,1.4,3,NA,0,0.1,19.3,NA,NA,FantasySharks,9431,@NOS,0.8,0.3,0.2,0.1,0,0.1,2.1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,29.4,19.7,211,NA,1,0.5,NA,5.3,32,NA,0.4,0.3,19.1,NA,NA,FantasySharks,14056,@MIN,0.6,0.2,0.1,0,0,0.1,2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,35,22.6,241,NA,1.5,0.7,NA,2.2,6,NA,0.1,0.1,18.3,NA,NA,FantasySharks,13124,NYG,0.6,0.3,0.3,0,0,0.2,2.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",QB,ATL,NA,32.2,21.7,252,NA,1.5,0.7,NA,1.9,2,NA,0,0.2,17.9,NA,NA,FantasySharks,10700,LAC,0.5,0.3,0.1,0.3,0.2,0.1,1.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,30.7,19.5,215,NA,1.1,0.9,NA,3.2,14,NA,0.3,0.3,17.2,NA,NA,FantasySharks,15237,HOU,0.4,0.3,0.2,0,0,0.1,1.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,28.5,19.2,218,NA,1.5,0.6,NA,2.4,7,NA,0,0.2,16.7,NA,NA,FantasySharks,14778,@GBP,0.7,0.3,0.1,0.1,0.1,0.2,2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Caleb",QB,CHI,NA,28.3,17.8,183,NA,0.9,0.5,NA,6.7,40,NA,0.1,0.2,16.4,NA,NA,FantasySharks,16579,@DET,0.5,0.1,0,0.2,0,0,4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVito, Tommy",QB,NYG,NA,33.9,21.9,209,NA,0.8,0.5,NA,5.2,23,NA,0.2,0.1,16.2,NA,NA,FantasySharks,16441,@DAL,0.4,0.1,0,0.1,0,0,3.1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,MIN,NA,24.5,16.5,200,NA,1.4,0.9,NA,4.3,14,NA,0.1,0.4,16.2,NA,NA,FantasySharks,13592,ARI,0.8,0.3,0.2,0,0.1,0.1,2.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Aaron",QB,NYJ,NA,33.4,20.9,208,NA,1.3,0.6,NA,1.2,5,NA,0,0.2,15.5,NA,NA,FantasySharks,7836,SEA,0.5,0.3,0.3,0.1,0,0.1,2.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,NOS,NA,27.2,18.2,204,NA,1.3,0.6,NA,2,7,NA,0,0.1,15.4,NA,NA,FantasySharks,11644,LAR,0.5,0.3,0.1,0.1,0.1,0.2,1.9,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,CLE,NA,29,17.8,193,NA,1.1,0.8,NA,3.1,13,NA,0.1,0.4,15.3,NA,NA,FantasySharks,12140,@DEN,0.3,0.2,0.3,0.2,0,0.1,3.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maye, Drake",QB,NEP,NA,28.9,18.7,183,NA,1.1,0.9,NA,4.5,27,NA,0.1,0.5,15.1,NA,NA,FantasySharks,16580,IND,0.6,0.1,0.1,0.2,0.1,0,3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levis, Will",QB,TEN,NA,27.6,17.6,200,NA,1.1,1,NA,4.3,18,NA,0.1,0.4,15,NA,NA,FantasySharks,16149,@WAS,0.4,0.2,0,0.1,0.2,0.2,4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Bryce",QB,CAR,NA,34.9,21.3,204,NA,1,0.6,NA,2.1,12,NA,0.1,0.1,14.8,NA,NA,FantasySharks,16148,TBB,0.7,0.2,0,0,0,0,2.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,LVR,NA,32.9,21.4,213,NA,1,0.8,NA,1.7,5,NA,0,0.3,14.2,NA,NA,FantasySharks,14067,@KCC,0.4,0.3,0.1,0.1,0,0.1,2.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,20.2,13.4,176,NA,1,1,NA,3.3,16,NA,0.2,0.3,14.1,NA,NA,FantasySharks,15698,@BUF,0.4,0.3,0.1,0.1,0.1,0.1,2.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,IND,NA,16.4,10.4,119,NA,1.1,0.3,NA,1.1,1,NA,0,0.1,10.1,NA,NA,FantasySharks,9064,@NEP,0.4,0.3,0,0.2,0.1,0.1,0.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Taysom",QB,NOS,NA,0.5,0.3,3,NA,0,0.2,NA,4.1,25,NA,0.6,0.2,5.5,NA,NA,FantasySharks,13424,LAR,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,WAS,NA,7.7,4.7,49,NA,0.5,0.1,NA,2.8,8,NA,0,0,4.9,NA,NA,FantasySharks,12141,TEN,0.2,0.3,0,0,0,0,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haener, Jake",QB,NOS,NA,8,5,53,NA,0.2,0.1,NA,1.9,8,NA,0.1,0,4.5,NA,NA,FantasySharks,16156,LAR,0,0.1,0,0,0,0,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,NEP,NA,10.4,6.4,56,NA,0.1,0.1,NA,1.2,5,NA,0,0,4,NA,NA,FantasySharks,12616,IND,0.1,0.1,0,0,0,0,0.7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYJ,NA,5.8,3.7,31,NA,0.3,0.1,NA,1.1,7,NA,0,0.1,3.4,NA,NA,FantasySharks,10413,SEA,0.3,0,0,0,0,0,0.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",QB,SEA,NA,7.7,4.3,43,NA,0.2,0.3,NA,0.4,2,NA,0.1,0,3.3,NA,NA,FantasySharks,15693,@NYJ,0.1,0.1,0,0,0,0,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browning, Jake",QB,CIN,NA,4.9,3.3,39,NA,0.2,0.2,NA,0.9,3,NA,0.1,0,3.3,NA,NA,FantasySharks,14358,PIT,0.1,0.1,0,0,0,0.1,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridder, Desmond",QB,LVR,NA,8.5,4.9,54,NA,0.2,0.2,NA,0.6,2,NA,0.1,0.3,3.2,NA,NA,FantasySharks,15697,@KCC,0.1,0,0,0,0,0,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,LAC,NA,5.6,3.1,39,NA,0.2,0.2,NA,0.4,2,NA,0.1,0,2.9,NA,NA,FantasySharks,12476,@ATL,0.1,0,0,0,0,0.1,1.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,PIT,NA,3.1,1.8,18,NA,0.1,0,NA,1.9,12,NA,0.1,0,2.8,NA,NA,FantasySharks,15238,@CIN,0.1,0,0,0,0,0,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson, Skylar",QB,MIA,NA,8.4,5.4,48,NA,0,0,NA,0.7,1,NA,0,0,2.6,NA,NA,FantasySharks,15699,@GBP,0,0,0,0,0,0,1.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willis, Malik",QB,GBP,NA,1.7,1.1,15,NA,0.2,0,NA,1.3,7,NA,0,0,2.2,NA,NA,FantasySharks,15694,MIA,0.2,0,0,0,0,0,0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mullens, Nick",QB,MIN,NA,3.1,2.1,28,NA,0.1,0.1,NA,0.6,1,NA,0,0,1.7,NA,NA,FantasySharks,13968,ARI,0.1,0,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson-Robinson, Dorian",QB,CLE,NA,5.8,2.8,22,NA,0,0.3,NA,1.3,8,NA,0,0,1.6,NA,NA,FantasySharks,16158,@DEN,0,0,0,0,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bagent, Tyson",QB,CHI,NA,3.5,2.3,20,NA,0.1,0.2,NA,2.1,1,NA,0.1,0.1,1.5,NA,NA,FantasySharks,16384,@DET,0.1,0,0,0,0,0,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,CAR,NA,4.1,2.4,21,NA,0.1,0.1,NA,0.3,1,NA,0,0,1.5,NA,NA,FantasySharks,10313,TBB,0.1,0,0.1,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,4.3,2.1,22,NA,0,0,NA,0,0.1,NA,0,0,1.2,NA,NA,FantasySharks,15252,@JAC,0,0,0,0,0,0,0.4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,JAC,NA,5,3.3,26,NA,0.1,0.1,NA,0.4,1,NA,0,0.2,1.2,NA,NA,FantasySharks,15241,HOU,0,0,0,0,0,0,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Mason",QB,TEN,NA,5.2,2.6,24,NA,0,0.1,NA,0,0,NA,0,0.1,1,NA,NA,FantasySharks,13595,@WAS,0,0,0,0,0,0,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lance, Trey",QB,DAL,NA,3.3,2.1,15,NA,0,0.2,NA,0.9,1,NA,0,0,0.9,NA,NA,FantasySharks,15240,NYG,0,0,0,0,0,0,0.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O'Connell, Aidan",QB,LVR,NA,1.9,1.2,12,NA,0.1,0,NA,0,0,NA,0,0,0.8,NA,NA,FantasySharks,16159,@KCC,0,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,NYG,NA,3.7,1.8,8,NA,0,0,NA,0.3,2,NA,0,0,0.7,NA,NA,FantasySharks,14057,@DAL,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penix Jr., Michael",QB,ATL,NA,2.1,1.4,14,NA,0,0.1,NA,0.2,1,NA,0,0,0.6,NA,NA,FantasySharks,16583,LAC,0,0,0,0,0,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooker, Hendon",QB,DET,NA,1.8,1.2,12,NA,0,0,NA,1.1,0,NA,0,0,0.6,NA,NA,FantasySharks,16151,CHI,0,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,BUF,NA,1.9,1.1,10,NA,0.1,0.1,NA,1.5,-0.5,NA,0,0,0.6,NA,NA,FantasySharks,13115,SFO,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PHI,NA,2.5,1.2,9,NA,0,0,NA,0.7,0,NA,0,0,0.5,NA,NA,FantasySharks,15692,@BAL,0,0,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stick, Easton",QB,LAC,NA,1.2,0.7,9,NA,0,0,NA,0.1,0,NA,0,0.1,0.5,NA,NA,FantasySharks,14069,@ATL,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyle, Tim",QB,NYG,NA,3,1.6,8,NA,0,0.1,NA,0.3,2,NA,0,0,0.5,NA,NA,FantasySharks,13873,@DAL,0,0,0,0,0,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Josh",QB,BAL,NA,0.3,0.2,2,NA,0.1,0,NA,1,0,NA,0,0,0.5,NA,NA,FantasySharks,9207,PHI,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,CLE,NA,1.3,0.9,8,NA,0,0.1,NA,0.1,0.1,NA,0,0,0.4,NA,NA,FantasySharks,15696,@DEN,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,DEN,NA,1,0.6,7,NA,0,0,NA,0.8,0,NA,0,0,0.4,NA,NA,FantasySharks,14063,CLE,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,0.7,0.5,4,NA,0,0,NA,0.1,0,NA,0,0,0.4,NA,NA,FantasySharks,13125,HOU,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",QB,LAR,NA,0.8,0.4,5,NA,0,0,NA,0.1,0,NA,0,0,0.3,NA,NA,FantasySharks,11760,@NOS,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tune, Clayton",QB,ARI,NA,1.5,0.9,5,NA,0,0.2,NA,1.4,2,NA,0,0.2,0.2,NA,NA,FantasySharks,16160,@MIN,0,0,0,0,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehlinger, Sam",QB,IND,NA,0.2,0.1,1,NA,0,0,NA,0,0,NA,0,0,0.1,NA,NA,FantasySharks,15250,@NEP,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,MIA,NA,0.2,0.1,2,NA,0,0,NA,0.1,0,NA,0,0,0.1,NA,NA,FantasySharks,14789,@GBP,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbs, Joshua",QB,SFO,NA,0.4,0.2,1,NA,0,0,NA,0.1,0,NA,0,0,0.1,NA,NA,FantasySharks,13119,@BUF,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,34.2,21.5,243,NA,2,0.7,102.8,6.4,32.6,NA,0.6,NA,24.85,NA,13761,FleaFlicker,13589,SFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,QB3,21/34,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,29.5,19.2,229.4,NA,2,0.6,112.6,8.3,50.6,NA,0.3,NA,24.43,NA,13775,FleaFlicker,13593,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB1,19/29,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,30.5,21.7,259.2,NA,2,0.7,118.6,2,5.5,NA,0.1,NA,22.2,NA,12102,FleaFlicker,12611,CHIThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB13,21/30,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,38,24.1,279.1,NA,2,0.6,102.9,2.9,11.3,NA,0.1,NA,22.09,NA,15532,FleaFlicker,14777,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,QB4,24/38,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,27.8,18.7,222.7,NA,1,0.7,104.2,9.8,39.9,NA,0.8,NA,21.91,NA,15581,FleaFlicker,14783,@BALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB2,18/27,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,33.1,22,248.8,NA,2,0.5,109.2,4.5,18.6,NA,0.2,NA,21.88,NA,15516,FleaFlicker,14779,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB9,22/33,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTBrock Purdy,QB,SF,NA,33.3,24,255.8,NA,2,0.7,112.6,5,16.8,NA,0.2,NA,21.85,NA,17045,FleaFlicker,15698,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB7,23/33,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,34.8,22.8,257.5,NA,2,0.8,107.1,1.7,5,NA,0.1,NA,21.74,NA,6038,FleaFlicker,9431,@NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB17,22/34,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.1,22.6,247,NA,2,0.8,112.2,4,16.2,NA,0.2,NA,21.01,NA,13758,FleaFlicker,13590,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB12,22/32,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,32.9,22.9,243,NA,2,0.8,111.7,4.4,20.7,NA,0.1,NA,20.98,NA,12894,FleaFlicker,13116,LVFri 3:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB10,22/32,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,MIN,NA,33,21.6,250.7,NA,2,0.9,110.2,4.2,14.2,NA,0.1,NA,20.27,NA,13770,FleaFlicker,13592,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB16,21/32,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,29.6,20.2,222.3,NA,1,0.7,102.9,8.3,41.5,NA,0.4,NA,20.2,NA,18372,FleaFlicker,16581,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB5,20/29,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,32,20,240.6,NA,2,0.8,106.3,2.6,11.5,NA,0.1,NA,19.94,NA,15522,FleaFlicker,14782,MIAThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB11,20/32,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,33.5,23.5,249.7,NA,2,0.7,111.8,1.9,5.7,NA,0.1,NA,19.5,NA,15533,FleaFlicker,14778,@GBThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB18,23/33,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson,QB,IND,NA,29.6,16.6,212.2,NA,1,0.8,90,8.2,39.4,NA,0.4,NA,18.59,NA,17586,FleaFlicker,16152,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB14,16/29,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,29.8,20.1,212.9,NA,1,0.6,101.5,5.1,32.2,NA,0.3,NA,18.19,NA,14664,FleaFlicker,14056,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB6,20/29,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake Maye,QB,NE,NA,32.2,21.6,215,NA,1,0.7,95.2,4.2,23.1,NA,0.1,NA,17.92,NA,18357,FleaFlicker,16580,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB19,21/32,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,32.4,21.7,262.7,NA,1,0.7,101.3,3.1,13.4,NA,0.1,NA,17.36,NA,17589,FleaFlicker,16150,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB15,21/32,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,31.4,20.7,220.3,NA,1,0.7,96.2,5.9,25.5,NA,0.2,NA,17.32,NA,18362,FleaFlicker,16582,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB8,20/31,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,36,24.4,255.2,NA,1,0.9,96.4,4.1,16.6,NA,0.2,NA,17.22,NA,9372,FleaFlicker,11150,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB20,24/36,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,NYJ,NA,35.9,23.3,236.4,NA,1,0.6,94.5,1.3,5.1,NA,0.1,NA,17.01,NA,3452,FleaFlicker,7836,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,QB26,23/35,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRAidan O'Connell,QB,LV,NA,39.6,25.9,246.6,NA,1,0.8,90.3,1.2,2.7,NA,0.1,NA,16.92,NA,17695,FleaFlicker,16159,@KCFri 3:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB36,25/39,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,32.8,19.8,209.4,NA,1,0.7,89.2,5.3,23.5,NA,0.1,NA,15.78,NA,18383,FleaFlicker,16579,@DETThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB24,19/32,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,34.6,23.1,251,NA,1,0.7,98.9,1.9,5,NA,0.1,NA,15.65,NA,10315,FleaFlicker,11644,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,QB25,23/34,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,33.9,20,222.3,NA,1,0.8,90.7,3.6,14.9,NA,0.2,NA,15.64,NA,16242,FleaFlicker,15237,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,QB27,20/33,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,PIT,NA,28.3,17.5,208.7,NA,1,0.6,95.5,4,16.4,NA,0.1,NA,15.46,NA,8598,FleaFlicker,10703,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB23,17/28,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
