player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Courtland Sutton,WR,DEN,NA,NA,3.54,46.47,NA,NA,0.3,0,0,NA,0,NA,6.43,NA,courtland-sutton,NumberFire,13630,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,11.8,#7,114,37,8.2,9.99,8.2,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,NA,4.38,47.7,NA,NA,0.27,0,0,NA,0,NA,6.37,NA,michael-thomas-1,NumberFire,12652,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,11.72,#21,115,38,8.56,10.77,8.56,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.9,45.48,NA,NA,0.28,0,0,NA,0,NA,6.14,NA,romeo-doubs,NumberFire,15779,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,11.41,#4,117,39,8.1,10.1,8.1,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,3.5,43.85,NA,NA,0.23,0.28,1.51,NA,0.01,NA,5.96,NA,jayden-reed,NumberFire,16184,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,11.17,#4,120,40,7.65,9.45,7.65,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LA,NA,NA,3.2,41.32,NA,NA,0.21,0.52,3.08,NA,0.03,NA,5.82,NA,tutu-atwell,NumberFire,15301,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,10.98,#6,124,41,7.44,9.07,7.44,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,2.9,39.76,NA,NA,0.22,0.58,3.51,NA,0.02,NA,5.76,NA,treylon-burks,NumberFire,15752,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.9,#32,127,42,7.2,8.67,7.2,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,LA,NA,NA,3.28,44.46,NA,NA,0.22,0,0,NA,0,NA,5.75,NA,van-jefferson,NumberFire,14858,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.88,#6,128,43,7.37,9.04,7.37,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,4.04,39.48,NA,NA,0.3,0,0,NA,0,NA,5.75,NA,zay-jones,NumberFire,13176,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.88,#23,128,43,7.77,9.8,7.77,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,3.26,45.01,NA,NA,0.2,0,0,NA,0,NA,5.73,NA,allen-lazard,NumberFire,13632,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10.86,#1,130,45,7.35,8.98,7.35,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WSH,NA,NA,3.64,44.2,NA,NA,0.22,0,0,NA,0,NA,5.71,NA,jahan-dotson,NumberFire,15755,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,10.83,#28,131,46,7.52,9.37,7.52,NA,NA,NA,NA,NA,NA
Odell Beckham,WR,BAL,NA,NA,3.11,38.07,NA,NA,0.32,0,0,NA,0,NA,5.67,NA,odell-beckham,NumberFire,11679,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,10.78,#14,132,47,7.24,8.83,7.24,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,3.27,41.13,NA,NA,0.25,0,0,NA,0,NA,5.62,NA,darnell-mooney,NumberFire,14974,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,10.71,#19,133,48,7.25,8.89,7.25,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,3.98,40.55,NA,NA,0.17,0.55,3.04,NA,0.03,NA,5.48,NA,rondale-moore,NumberFire,15283,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,10.52,#26,135,49,7.47,9.51,7.47,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,NA,3.73,42.19,NA,NA,0.21,0,0,NA,0,NA,5.47,NA,robert-woods-1,NumberFire,11228,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.51,#11,137,50,7.32,9.21,7.32,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,3.37,40.32,NA,NA,0.23,0,0,NA,0,NA,5.42,NA,tyler-boyd,NumberFire,12650,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,10.44,#3,138,51,7.08,8.78,7.08,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,3.11,40.37,NA,NA,0.2,0.29,1.69,NA,0.01,NA,5.4,NA,rashid-shaheed,NumberFire,16080,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,10.41,#21,139,52,6.94,8.55,6.94,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,NA,3.71,39.83,NA,NA,0.25,0,0,NA,0,NA,5.36,NA,juju-smith-schuster,NumberFire,13156,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.36,#30,140,53,7.24,9.15,7.24,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,NA,3.13,39.01,NA,NA,0.2,0.28,1.52,NA,0.02,NA,5.32,NA,kendrick-bourne,NumberFire,13418,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,10.3,#30,141,54,6.88,8.48,6.88,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,3.4,38.41,NA,NA,0.24,0,0,NA,0,NA,5.23,NA,jordan-addison,NumberFire,16186,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,10.18,#8,143,55,6.94,8.67,6.94,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,NA,3.45,38.23,NA,NA,0.23,0,0,NA,0,NA,5.23,NA,allen-robinson,NumberFire,11678,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,10.18,#2,143,55,6.95,8.67,6.95,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,NA,3.35,36.79,NA,NA,0.25,0,0,NA,0,NA,5.19,NA,adam-thielen,NumberFire,11938,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.13,#12,147,57,6.85,8.54,6.85,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,2.71,36.25,NA,NA,0.25,0,0,NA,0,NA,5.14,NA,josh-reynolds,NumberFire,13168,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,10.06,#31,148,58,6.46,7.84,6.46,NA,NA,NA,NA,NA,NA
Richie James,WR,KC,NA,NA,3,37.37,NA,NA,0.25,0,0,NA,0,NA,5.09,NA,richie-james,NumberFire,13724,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,9.99,#5,150,59,6.6,8.18,6.6,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,3.08,37.4,NA,NA,0.22,0,0,NA,0,NA,5.01,NA,rashod-bateman,NumberFire,15293,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,9.88,#14,152,60,6.56,8.13,6.56,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,NA,2.64,38.21,NA,NA,0.2,0,0,NA,0,NA,4.97,NA,donovan-peoples-jones,NumberFire,14857,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,9.83,#27,154,61,6.3,7.65,6.3,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,ATL,NA,NA,2.9,36.64,NA,NA,0.21,0,0,NA,0,NA,4.93,NA,mack-hollins,NumberFire,13289,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,9.78,#13,155,62,6.35,7.82,6.35,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.01,36.36,NA,NA,0.21,0,0,NA,0,NA,4.86,NA,josh-downs,NumberFire,16187,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,9.68,#18,157,63,6.34,7.89,6.34,NA,NA,NA,NA,NA,NA
D.J. Chark,WR,CAR,NA,NA,2.6,37.76,NA,NA,0.18,0,0,NA,0,NA,4.85,NA,d-j-chark,NumberFire,13668,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,9.67,#12,158,64,6.16,7.47,6.16,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,NA,2.57,30.06,NA,NA,0.23,0.49,2.7,NA,0.02,NA,4.72,NA,rashee-rice,NumberFire,16194,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,9.49,#5,160,65,6.02,7.34,6.02,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,2.08,33.6,NA,NA,0.23,0,0,NA,0,NA,4.71,NA,marquez-valdes-scantling,NumberFire,13793,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,9.48,#5,161,66,5.78,6.83,5.78,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WSH,NA,NA,2.67,28.37,NA,NA,0.14,1.19,6.59,NA,0.05,NA,4.6,NA,curtis-samuel,NumberFire,13157,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,9.33,#28,163,67,5.93,7.3,5.93,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.64,34.48,NA,NA,0.2,0,0,NA,0,NA,4.59,NA,alec-pierce,NumberFire,15768,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,9.32,#18,164,68,5.93,7.28,5.93,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,2.93,31.79,NA,NA,0.21,0.23,1.27,NA,0.01,NA,4.54,NA,k-j-osborn,NumberFire,14977,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,9.25,#8,169,69,6.03,7.54,6.03,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,2.53,32.47,NA,NA,0.22,0,0,NA,0,NA,4.52,NA,tyler-lockett,NumberFire,12187,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,9.22,#16,170,70,5.79,7.08,5.79,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,2.36,30.98,NA,NA,0.18,0.28,1.52,NA,0.01,NA,4.4,NA,christian-watson,NumberFire,15789,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,9.06,#4,171,71,5.55,6.75,5.55,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,NA,2.43,30.47,NA,NA,0.19,0.32,1.74,NA,0.01,NA,4.4,NA,elijah-moore,NumberFire,15288,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,9.06,#27,171,71,5.62,6.85,5.62,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,2.75,34.11,NA,NA,0.16,0,0,NA,0,NA,4.37,NA,jonathan-mingo,NumberFire,16197,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9.02,#12,173,73,5.73,7.12,5.73,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,DET,NA,NA,2.3,28.03,NA,NA,0.26,0,0,NA,0,NA,4.36,NA,marvin-jones,NumberFire,10738,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#31,174,74,5.51,6.67,5.51,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2.39,33.09,NA,NA,0.16,0,0,NA,0,NA,4.26,NA,nick-westbrook-ikhine,NumberFire,15109,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,8.87,#32,176,75,5.44,6.66,5.44,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,NA,2.69,32.29,NA,NA,0.17,0,0,NA,0,NA,4.21,NA,chris-moore,NumberFire,12773,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,8.8,#32,179,76,5.57,6.94,5.57,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,2.53,28.45,NA,NA,0.22,0,0,NA,0,NA,4.2,NA,michael-gallup,NumberFire,13646,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,8.79,#15,180,77,5.45,6.72,5.45,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,NA,2.31,25.95,NA,NA,0.2,0.49,2.72,NA,0.03,NA,4.18,NA,kadarius-toney,NumberFire,15289,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,8.76,#5,181,78,5.36,6.54,5.36,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,2.17,30.86,NA,NA,0.18,0,0,NA,0,NA,4.16,NA,jerry-jeudy,NumberFire,14833,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41,8.73,#7,182,79,5.23,6.34,5.23,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,2.41,30.84,NA,NA,0.12,0,0,NA,0,NA,3.74,NA,michael-wilson,NumberFire,16206,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.17,#26,193,80,4.97,6.2,4.97,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.25,28.45,NA,NA,0.15,0,0,NA,0,NA,3.73,NA,darius-slayton,NumberFire,14122,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.15,#9,194,81,4.83,5.99,4.83,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LV,NA,NA,2.65,30.73,NA,NA,0.14,0,0,NA,0,NA,3.73,NA,deandre-carter,NumberFire,12394,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.15,#20,194,81,5.04,6.47,5.04,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,NYG,NA,NA,2.84,27.72,NA,NA,0.16,0,0,NA,0,NA,3.71,NA,sterling-shepard,NumberFire,12658,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.13,#9,196,83,5.17,6.59,5.17,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,NA,2.15,27.12,NA,NA,0.17,0,0,NA,0,NA,3.69,NA,marvin-mims,NumberFire,16189,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72,8.1,#7,198,84,4.77,5.86,4.77,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,2.44,27.85,NA,NA,0.13,0,0,NA,0,NA,3.5,NA,jakobi-meyers,NumberFire,14127,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84,7.84,#20,200,85,4.75,5.99,4.75,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,2.26,23.38,NA,NA,0.14,0.28,1.66,NA,0.01,NA,3.4,NA,diontae-johnson,NumberFire,14208,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,7.71,#2,203,86,4.51,5.66,4.51,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,NA,2.07,26.5,NA,NA,0.14,0,0,NA,0,NA,3.39,NA,trey-palmer,NumberFire,16199,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,7.69,#25,204,87,4.45,5.52,4.45,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,LAC,NA,NA,2.09,23.91,NA,NA,0.15,0,0,NA,0,NA,3.25,NA,josh-palmer,NumberFire,15319,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.5,#22,208,88,4.3,5.36,4.3,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,NA,NA,2.14,25.08,NA,NA,0.13,0,0,NA,0,NA,3.21,NA,calvin-austin-iii,NumberFire,15777,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03,7.45,#2,209,89,4.28,5.39,4.28,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,NA,1.72,18.21,NA,NA,0.09,0.97,5.19,NA,0.06,NA,3.21,NA,laviska-shenault,NumberFire,14838,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03,7.45,#12,209,89,4.08,4.95,4.08,NA,NA,NA,NA,NA,NA
Samori Toure,WR,GB,NA,NA,1.92,24.8,NA,NA,0.13,0,0,NA,0,NA,3.16,NA,samori-toure,NumberFire,15841,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.38,#4,213,91,4.14,5.14,4.14,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,1.82,23.17,NA,NA,0.14,0,0,NA,0,NA,3.12,NA,quentin-johnston,NumberFire,16188,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.33,#22,214,92,4.05,4.97,4.05,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,1.97,21.32,NA,NA,0.11,0.31,1.93,NA,0.03,NA,3.09,NA,wan-dale-robinson,NumberFire,15757,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.29,#9,216,93,4.07,5.1,4.07,NA,NA,NA,NA,NA,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,1.93,24.82,NA,NA,0.11,0,0,NA,0,NA,3.09,NA,terrace-marshall-jr,NumberFire,15308,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.29,#12,216,93,4.05,5.04,4.05,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,NA,1.96,23.42,NA,NA,0.12,0,0,NA,0,NA,3.04,NA,noah-brown,NumberFire,13172,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.22,#11,218,95,4,5,4,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,1.52,17.68,NA,NA,0.13,0.49,2.71,NA,0.02,NA,2.9,NA,skyy-moore,NumberFire,15766,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#5,220,96,3.64,4.43,3.64,NA,NA,NA,NA,NA,NA
River Cracraft,WR,MIA,NA,NA,1.77,21.29,NA,NA,0.14,0,0,NA,0,NA,2.9,NA,river-cracraft,NumberFire,13862,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#10,220,96,3.79,4.71,3.79,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,NA,1.79,21.7,NA,NA,0.11,0,0,NA,0,NA,2.82,NA,tank-dell,NumberFire,16204,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.92,#11,225,98,3.69,4.6,3.69,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,NA,1.82,21.15,NA,NA,0.12,0,0,NA,0,NA,2.75,NA,demario-douglas,NumberFire,16342,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.83,#30,229,99,3.67,4.62,3.67,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,NA,1.89,18.62,NA,NA,0.14,0,0,NA,0,NA,2.68,NA,braxton-berrios,NumberFire,13638,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.73,#10,232,100,3.61,4.57,3.61,NA,NA,NA,NA,NA,NA
Deven Thompkins,WR,TB,NA,NA,1.53,18.52,NA,NA,0.1,0.26,1.6,NA,0.01,NA,2.67,NA,deven-thompkins,NumberFire,15977,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38,6.72,#25,233,101,3.38,4.17,3.38,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,1.33,18.39,NA,NA,0.11,0,0,NA,0,NA,2.43,NA,lil-jordan-humphrey,NumberFire,14118,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.4,#7,238,102,3.12,3.81,3.12,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,NA,1.39,18.3,NA,NA,0.1,0,0,NA,0,NA,2.42,NA,devante-parker,NumberFire,12176,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.38,#30,240,103,3.11,3.81,3.11,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,BUF,NA,NA,1.5,18.14,NA,NA,0.11,0,0,NA,0,NA,2.41,NA,deonte-harris,NumberFire,14558,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55,6.37,#29,241,104,3.14,3.93,3.14,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,NYG,NA,NA,1.88,18.07,NA,NA,0.1,0,0,NA,0,NA,2.38,NA,parris-campbell,NumberFire,14112,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.33,#9,243,105,3.29,4.26,3.29,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,CHI,NA,NA,1.39,16.68,NA,NA,0.11,0,0,NA,0,NA,2.31,NA,chase-claypool,NumberFire,14841,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,#19,244,106,2.98,3.7,2.98,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,DEN,NA,NA,1.32,16.65,NA,NA,0.11,0,0,NA,0,NA,2.31,NA,phillip-dorsett,NumberFire,12188,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,#7,244,106,2.95,3.63,2.95,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,NA,1.38,18.3,NA,NA,0.09,0,0,NA,0,NA,2.31,NA,randall-cobb,NumberFire,10308,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,#1,244,106,3.02,3.73,3.02,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,1.6,17.22,NA,NA,0.1,0,0,NA,0,NA,2.27,NA,isaiah-hodgins,NumberFire,14849,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,6.18,#9,247,109,3.08,3.9,3.08,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1.28,17.21,NA,NA,0.1,0,0,NA,0,NA,2.26,NA,kalif-raymond,NumberFire,13066,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.17,#31,248,110,2.88,3.56,2.88,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LA,NA,NA,1.53,16.78,NA,NA,0.09,0,0,NA,0,NA,2.21,NA,ben-skowronek-1,NumberFire,15491,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.68,6.1,#6,249,111,2.96,3.74,2.96,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,1.67,16.93,NA,NA,0.09,0,0,NA,0,NA,2.12,NA,hunter-renfrow,NumberFire,14123,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,5.98,#20,252,112,2.97,3.85,2.97,NA,NA,NA,NA,NA,NA
Brandon Johnson,WR,DEN,NA,NA,1.21,15.74,NA,NA,0.09,0,0,NA,0,NA,2.1,NA,brandon-johnson-1,NumberFire,15987,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#7,253,113,2.66,3.29,2.66,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,CLE,NA,NA,1,14.4,NA,NA,0.09,0,0,NA,0,NA,1.95,NA,marquise-goodwin-1,NumberFire,11239,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.75,#27,258,114,2.46,2.97,2.46,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,NA,1.11,14.24,NA,NA,0.07,0,0,NA,0,NA,1.82,NA,dontayvion-wicks,NumberFire,16195,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93,5.57,#4,262,115,2.36,2.93,2.36,NA,NA,NA,NA,NA,NA
D'Wayne Eskridge,WR,SEA,NA,NA,1.06,12.45,NA,NA,0.07,0,0,NA,0,NA,1.66,NA,d-wayne-eskridge,NumberFire,15302,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.35,#16,266,116,2.18,2.72,2.18,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,0.91,11.94,NA,NA,0.08,0,0,NA,0,NA,1.66,NA,justin-watson-1,NumberFire,13776,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.35,#5,266,116,2.11,2.57,2.11,NA,NA,NA,NA,NA,NA
