player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Moore, Skyy",WR,KCC,NA,3.9,2.5,26,NA,NA,0.3,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,15766,@JAC,0.5,0.3,0,0,0,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,5.1,3.2,36,NA,NA,0.1,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,15491,SFO,0.5,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,5.7,3.6,38,NA,NA,0.1,NA,-0.4,NA,0,0,4.5,NA,NA,FantasySharks,15319,@TEN,0.4,0.1,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,5,2.9,36,NA,NA,0.1,NA,1,NA,0,0,4.4,NA,NA,FantasySharks,15752,LAC,0.4,0,0,0.1,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,5.1,2.7,35,NA,NA,0.1,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,15768,@HOU,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,6,3.2,36,NA,NA,0.1,NA,-0.1,NA,0,0,4.2,NA,NA,FantasySharks,16199,CHI,1,0,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shaheed, Rashid",WR,NOS,NA,3.3,2.5,32,NA,NA,0.1,NA,1,NA,0.1,0,4.1,NA,NA,FantasySharks,16080,@CAR,0.2,0,0,0,0,0,0.1,23,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,3.4,2.3,25,NA,NA,0.1,NA,6,NA,0.1,0,4.1,NA,NA,FantasySharks,14847,@CIN,0.6,0.1,0,0,0,0,0,24,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,4.9,3.2,30,NA,NA,0.2,NA,-0.2,NA,0,0,4.1,NA,NA,FantasySharks,14123,@BUF,0.7,0,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,4,2,29,NA,NA,0.2,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,15109,LAC,0.5,0.2,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgins, Isaiah",WR,NYG,NA,3.4,2.3,25,NA,NA,0.2,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,14849,@ARI,0.3,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompkins, Deven",WR,TBB,NA,6.1,3.1,31,NA,NA,0.1,NA,1,NA,0,0,3.8,NA,NA,FantasySharks,15977,CHI,0.8,0.1,0,0,0,0,0.1,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,4.3,2.1,27,NA,NA,0.1,NA,2,NA,0.1,0,3.8,NA,NA,FantasySharks,15301,SFO,0.5,0,0,0,0,0,0.1,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,NYJ,NA,4.7,2.4,28,NA,NA,0.1,NA,1,NA,0,0,3.8,NA,NA,FantasySharks,14113,@DAL,0.8,0.1,0,0,0,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,3,1.4,33,NA,NA,0,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,15761,LVR,0,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,KCC,NA,2.7,1.6,19,NA,NA,0.2,NA,2,NA,0,0,3.8,NA,NA,FantasySharks,15289,@JAC,0.4,0.2,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridley, Calvin",WR,JAC,NA,4.8,3.2,34,NA,NA,0,NA,1,NA,0,0,3.7,NA,NA,FantasySharks,13629,KCC,0.6,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,BUF,NA,3.9,2.1,27,NA,NA,0.1,NA,1,NA,0,0,3.5,NA,NA,FantasySharks,13893,LVR,0.5,0,0,0,0,0,0.1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James, Richie",WR,KCC,NA,3.7,2.4,27,NA,NA,0.1,NA,0,NA,0,0,3.5,NA,NA,FantasySharks,13724,@JAC,0.4,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.4,2.1,25,NA,NA,0.1,NA,0,NA,0,0,3.3,NA,NA,FantasySharks,14860,@LAR,0.2,0.1,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,PIT,NA,4.2,2.4,27,NA,NA,0.1,NA,2,NA,0,0,3.2,NA,NA,FantasySharks,11678,CLE,0.6,0.1,0,0,0,0,0,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,4,2.1,25,NA,NA,0.1,NA,0,NA,0,0,3.2,NA,NA,FantasySharks,13646,NYJ,0.5,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,3.8,1.8,28,NA,NA,0.1,NA,0,NA,0,0,3.1,NA,NA,FantasySharks,15308,NOS,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,3.8,2.7,22,NA,NA,0.1,NA,3,NA,0,0,3.1,NA,NA,FantasySharks,14108,NYG,0.5,0.1,0,0,0,0,0,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,DET,NA,3.9,1.8,20,NA,NA,0.1,NA,1,NA,0,0,2.9,NA,NA,FantasySharks,10738,SEA,0.6,0,0.1,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,PHI,NA,4.4,2.5,26,NA,NA,0.1,NA,1,NA,0,0.1,2.9,NA,NA,FantasySharks,14592,MIN,0.4,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,HOU,NA,4.2,2.3,27,NA,NA,0.1,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,13172,IND,0.5,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,TEN,NA,3.6,2.1,23,NA,NA,0.1,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,12773,LAC,0.5,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,3.5,1.9,22,NA,NA,0,NA,2,NA,0,0,2.9,NA,NA,FantasySharks,13638,@NEP,0.3,0,0,0,0,0,0,27,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnston, Quentin",WR,LAC,NA,3.9,2.7,28,NA,NA,0,NA,1,NA,0,0,2.8,NA,NA,FantasySharks,16188,@TEN,0.6,0,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reed, Jayden",WR,GBP,NA,3.3,1.9,27,NA,NA,0,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,16184,@ATL,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,IND,NA,3.4,1.9,18,NA,NA,0.1,NA,2,NA,0,0,2.7,NA,NA,FantasySharks,13313,@HOU,0.5,0.1,0,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,2.1,1.8,17,NA,NA,0,NA,4,NA,0.1,0,2.6,NA,NA,FantasySharks,14838,NOS,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,CHI,NA,4.3,2.5,23,NA,NA,0,NA,2,NA,0,0.1,2.5,NA,NA,FantasySharks,14841,@TBB,0.3,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irwin, Trenton",WR,CIN,NA,1.7,0.9,13,NA,NA,0.2,NA,1,NA,0,0,2.4,NA,NA,FantasySharks,14551,BAL,0.4,0.1,0,0,0,0.1,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,2.3,1.6,11,NA,NA,0.1,NA,6,NA,0,0.1,2.3,NA,NA,FantasySharks,13308,KCC,0.3,0.1,0,0,0,0,0,39,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,LAR,NA,3.3,2.1,17,NA,NA,0.1,NA,0,NA,0,0.1,2.3,NA,NA,FantasySharks,12785,SFO,0.4,0.1,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,2,1.3,18,NA,NA,0.1,NA,1,NA,0,0,2.2,NA,NA,FantasySharks,13963,GBP,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,CLE,NA,1.9,1.1,14,NA,NA,0.1,NA,0,NA,0,0,2,NA,NA,FantasySharks,11239,@PIT,0.2,0,0,0.1,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,CLE,NA,3.6,2,19,NA,NA,0,NA,1,NA,0,0,2,NA,NA,FantasySharks,15288,@PIT,0.4,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,NYJ,NA,2.2,1.4,17,NA,NA,0,NA,-0.1,NA,0,0,1.9,NA,NA,FantasySharks,10308,@DAL,0.3,0,0,0,0,0,0,14,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,2.9,1.7,16,NA,NA,0.1,NA,0,NA,0,0.1,1.9,NA,NA,FantasySharks,14992,MIN,0.1,0,0,0.1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,CAR,NA,3.5,1.8,18,NA,NA,0,NA,1,NA,0,0,1.9,NA,NA,FantasySharks,16197,NOS,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rice, Rashee",WR,KCC,NA,3,1.6,19,NA,NA,0,NA,0.1,NA,0,0.1,1.9,NA,NA,FantasySharks,16194,@JAC,0.4,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,2.2,1.4,18,NA,NA,0,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,13652,@NEP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Equanimeous",WR,CHI,NA,1.8,0.9,13,NA,NA,0.1,NA,2,NA,0,0,1.8,NA,NA,FantasySharks,13637,@TBB,0.2,0,0.1,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ali, Josh",WR,ATL,NA,2.2,1.2,14,NA,NA,0,NA,1,NA,0,0,1.7,NA,NA,FantasySharks,16141,GBP,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,2.6,1.2,13,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,16189,WAS,0.1,0,0,0,0,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,1.5,0.7,8,NA,NA,0.1,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,15767,@TBB,0.2,0.1,0,0,0,0,0,17,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Wan'Dale",WR,NYG,NA,1.9,1.1,10,NA,NA,0.1,NA,-0.2,NA,0,0,1.5,NA,NA,FantasySharks,15757,@ARI,0.2,0.1,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,1.1,0.5,5,NA,NA,0.2,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,13862,@NEP,0.4,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,1.6,0.8,11,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,15292,@DEN,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LVR,NA,2.6,1.4,14,NA,NA,0,NA,-0.2,NA,0,0.1,1.2,NA,NA,FantasySharks,12394,@BUF,0.5,0,0,0,0,0,0,25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,2.2,1.4,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,15758,@PIT,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,BAL,NA,2.3,1.1,10,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,12181,@CIN,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,2.4,1.3,10,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,13488,NYG,0.4,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Brandon",WR,DEN,NA,1.7,1,11,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,15987,WAS,0.2,0,0,0,0,0,0,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,SFO,NA,1.2,0.5,8,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,13641,@LAR,0,0,0,0,0,0,0,32,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,WAS,NA,0.8,0.4,5,NA,NA,0.1,NA,0,NA,0,0,1,NA,NA,FantasySharks,13863,@DEN,0.1,0.1,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dell, Nathaniel",WR,HOU,NA,1.9,1,10,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16204,IND,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,NYG,NA,3,1.1,10,NA,NA,0,NA,0,NA,0,0.1,1,NA,NA,FantasySharks,12658,@ARI,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin III, Calvin",WR,PIT,NA,2.1,1.4,8,NA,NA,0,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,15777,CLE,0.1,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,2.2,0.7,9,NA,NA,0,NA,-0.3,NA,0,0,0.9,NA,NA,FantasySharks,16193,MIA,0.5,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirkwood, Keith",WR,NOS,NA,1.1,0.5,6,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,13882,@CAR,0.1,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,0.9,0.4,5,NA,NA,0.1,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13776,@JAC,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nailor, Jalen",WR,MIN,NA,1,0.5,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,15786,@PHI,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,ATL,NA,1.9,0.8,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,14280,GBP,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,1.8,0.6,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,15788,NYJ,0.2,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BUF,NA,1,0.6,6,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,14558,LVR,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.5,0.7,5,NA,NA,0,NA,1,NA,0,0,0.6,NA,NA,FantasySharks,13910,@PHI,0.2,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollister, Cody",WR,TEN,NA,0.9,0.5,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13851,LAC,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Downs, Josh",WR,IND,NA,1.6,0.6,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16187,@HOU,0.1,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sills, David",WR,NYG,NA,1.2,0.6,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14110,@ARI,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wicks, Dontayvion",WR,GBP,NA,1.8,0.5,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16195,@ATL,0.4,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toure, Samori",WR,GBP,NA,0.9,0.3,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15841,@ATL,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.9,0.4,4,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,BAL,0.2,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson, Cody",WR,SEA,NA,1.8,0.5,4,NA,NA,0,NA,1,NA,0,0,0.5,NA,NA,FantasySharks,14321,@DET,0.3,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthews, Jordan",WR,SFO,NA,0.8,0.4,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,11676,@LAR,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,0.9,0.4,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15285,@CIN,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglas, Demario",WR,NEP,NA,1,0.3,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16342,MIA,0.1,0,0,0,0,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles, Irvin",WR,NYJ,NA,1.2,0.3,3,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15984,@DAL,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olszewski, Gunner",WR,PIT,NA,0.4,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14555,CLE,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green, Antoine",WR,DET,NA,0.8,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16349,SEA,0.1,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,0.8,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15759,IND,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,0.8,0.3,2,NA,NA,0,NA,0.1,NA,0,0,0.2,NA,NA,FantasySharks,16198,CHI,0.1,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.1,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16413,@ATL,0.3,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Michael",WR,ARI,NA,0.6,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16206,NYG,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turpin, KaVontae",WR,DAL,NA,0.2,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15981,NYJ,0,0,0,0,0,0,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
