player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Graham, Jimmy",TE,NOS,NA,1.1,0.6,8,NA,NA,0.2,0,1.9,NA,NA,FantasySharks,9925,TEN,0.4,0.1,0.1,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2.3,1.1,11,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,15332,@ATL,0.5,0.1,0,0.1,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,1.7,1.4,15,NA,NA,0,0,1.8,NA,NA,FantasySharks,15337,DET,0.2,0,0,0,0,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,GBP,NA,2.3,1.6,15,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,14876,@CHI,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parham, Donald",TE,LAC,NA,1.9,1.3,12,NA,NA,0.1,0,1.7,NA,NA,FantasySharks,14341,MIA,0.4,0.1,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,1.9,1.1,11,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,15929,@MIN,0.5,0.1,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,2.5,1.5,15,NA,NA,0,0,1.6,NA,NA,FantasySharks,13678,@ATL,0.3,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,CLE,NA,2.8,1.8,14,NA,NA,0,0,1.5,NA,NA,FantasySharks,14875,CIN,0.6,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,1.3,1.1,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,15800,SFO,0.2,0,0,0,0,0,0,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,2.8,1.8,15,NA,NA,0,0,1.5,NA,NA,FantasySharks,15419,JAC,0.5,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,1.7,1.1,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,16212,@DEN,0.3,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wesco, Trevon",TE,TEN,NA,2.1,1.2,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,14231,@NOS,0.3,0,0,0,0,0,0,-0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hendershot, Peyton",TE,DAL,NA,1.2,0.5,4,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,16000,@NYG,0.1,0.1,0,0,0,0,0,0,0.1,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.6,1.1,8,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,16216,SFO,0.3,0,0.1,0,0,0,0,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,2.2,1.1,12,NA,NA,0,0,1.3,NA,NA,FantasySharks,15330,@BAL,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, James",TE,DET,NA,1,0.9,9,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,15909,@KCC,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,1.6,1.4,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,13940,TBB,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,1.5,1.2,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,14870,LVR,0.2,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Brycen",TE,LAR,NA,1.1,0.8,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,14868,@SEA,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kraft, Tucker",TE,GBP,NA,2.1,1.3,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,16222,@CHI,0.4,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.1,0.8,10,NA,NA,0,0,1,NA,NA,FantasySharks,15335,@IND,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.5,1,10,NA,NA,0,0,1,NA,NA,FantasySharks,16425,@LAC,0.3,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.4,0.3,4,NA,NA,0.1,0,1,NA,NA,FantasySharks,8269,GBP,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilcox, Mitchell",TE,CIN,NA,1.5,1.1,9,NA,NA,0,0,1,NA,NA,FantasySharks,15563,@CLE,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,1.2,0.9,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15541,@NEP,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,1.3,1,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,14209,TBB,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Blake",TE,KCC,NA,1.3,0.8,6,NA,NA,0,0,0.8,NA,NA,FantasySharks,12213,DET,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKitty, Tre'",TE,LAC,NA,1.8,1,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,15333,MIA,0.4,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,SFO,NA,0.6,0.3,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,14984,@PIT,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",TE,ARI,NA,1,0.6,2,NA,NA,0.1,0,0.5,NA,NA,FantasySharks,12378,@WAS,0.3,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,1.1,0.8,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,14146,@CLE,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okwuegbunam, Albert",TE,PHI,NA,0.5,0.3,3,NA,NA,0,0,0.4,NA,NA,FantasySharks,14873,@NEP,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",TE,LAR,NA,0.3,0.2,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,15334,@SEA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,0.8,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,15795,HOU,0.3,0,0,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strange, Brenton",TE,JAC,NA,0.8,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16269,@IND,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,DEN,NA,0.7,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,12955,LVR,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.3,0.1,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,15341,@NYJ,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,0.9,0.4,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16312,@NOS,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,0.2,0.1,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,15796,BUF,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wells, David",TE,TBB,NA,0.5,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,14355,@MIN,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1,0.3,3,NA,NA,0,0.1,0.1,NA,NA,FantasySharks,16220,JAC,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calcaterra, Grant",TE,PHI,NA,0.1,0,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15804,@NEP,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,7,7,81,NA,NA,1,0,14.04,NA,9360,FleaFlicker,11244,DETThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE1,0,1,81,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,5.1,5.1,58.9,NA,NA,0.5,0,8.73,NA,13829,FleaFlicker,13671,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE2,0,0.5,58.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,5.2,5.2,53.4,NA,NA,0.4,0,7.64,NA,14677,FleaFlicker,14138,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE3,0,0.4,53.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,NYG,NA,4.1,4.1,50.4,NA,NA,0.3,0,6.86,NA,11261,FleaFlicker,12263,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE4,0,0.3,50.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4,4,46,NA,NA,0.3,0,6.42,NA,13023,FleaFlicker,13299,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE5,0,0.3,46,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.1,4.1,46,NA,NA,0.3,0,6.12,NA,13813,FleaFlicker,13674,@NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE7,0,0.3,46,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,4.2,4.2,44.2,NA,NA,0.3,0,6.08,NA,12906,FleaFlicker,13189,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE9,0,0.3,44.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.5,3.5,44.5,NA,NA,0.3,0,5.99,NA,16256,FleaFlicker,15329,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE6,0,0.3,44.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,4.4,4.4,42.4,NA,NA,0.3,0,5.9,NA,12140,FleaFlicker,12678,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE15,0,0.3,42.4,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,3.1,3.1,36.8,NA,NA,0.3,0,5.4,NA,16036,FleaFlicker,14861,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE17,0,0.3,36.8,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.5,3.5,36.7,NA,NA,0.3,0,5.33,NA,12904,FleaFlicker,13192,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE10,0,0.3,36.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.6,3.6,36.5,NA,NA,0.3,0,5.25,NA,13853,FleaFlicker,13772,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE12,0,0.3,36.5,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,2.9,2.9,34.5,NA,NA,0.2,0,4.93,NA,16853,FleaFlicker,15797,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE16,0,0.2,34.5,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.8,3.8,34.8,NA,NA,0.2,0,4.78,NA,16293,FleaFlicker,15331,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE8,0,0.2,34.8,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,3.4,3.4,33.4,NA,NA,0.2,0,4.76,NA,12972,FleaFlicker,13236,MIASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE18,0,0.2,33.4,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,3,3,33.7,NA,NA,0.2,0,4.55,NA,16912,FleaFlicker,15889,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE11,0,0.2,33.7,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,2.8,2.8,32.4,NA,NA,0.2,0,4.42,NA,12088,FleaFlicker,12676,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE22,0,0.2,32.4,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,2.7,2.7,30.1,NA,NA,0.2,0,4.29,NA,17681,FleaFlicker,16214,@KCThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE19,0,0.2,30.1,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,2.9,2.9,29.3,NA,NA,0.2,0,4.27,NA,15573,FleaFlicker,14867,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE14,0,0.2,29.3,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,2.8,2.8,28.8,NA,NA,0.2,0,4.18,NA,10353,FleaFlicker,11647,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE36,0,0.2,28.8,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,2.9,2.9,30.6,NA,NA,0.2,0,4.18,NA,16937,FleaFlicker,15802,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE32,0,0.2,30.6,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.6,2.6,28,NA,NA,0.2,0,4.16,NA,14665,FleaFlicker,14137,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE29,0,0.2,28,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,3,3,27.9,NA,NA,0.2,0,4.15,NA,14701,FleaFlicker,14141,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE21,0,0.2,27.9,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,3.3,3.3,30.9,NA,NA,0.2,0,4.13,NA,13774,FleaFlicker,13680,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE25,0,0.2,30.9,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,2.4,2.4,26,NA,NA,0.2,0,3.78,NA,14734,FleaFlicker,14143,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE23,0,0.2,26,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3,3,27.6,NA,NA,0.2,0,3.74,NA,13980,FleaFlicker,13847,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE35,0,0.2,27.6,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,2.3,2.3,25.8,NA,NA,0.2,0,3.7,NA,13845,FleaFlicker,13672,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE24,0,0.2,25.8,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,2.3,2.3,25.3,NA,NA,0.2,0,3.65,NA,17585,FleaFlicker,16213,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE13,0,0.2,25.3,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,2.4,2.4,25.1,NA,NA,0.2,0,3.51,NA,17676,FleaFlicker,16215,@CHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE27,0,0.2,25.1,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,2.5,2.5,24.1,NA,NA,0.2,0,3.35,NA,12069,FleaFlicker,12677,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE37,0,0.2,24.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,2.5,2.5,23.8,NA,NA,0.2,0,3.32,NA,9376,FleaFlicker,11247,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE31,0,0.2,23.8,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,2,2,20,NA,NA,0.2,0,2.94,NA,16933,FleaFlicker,15799,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE26,0,0.2,20,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.9,1.9,20.7,NA,NA,0.1,0,2.77,NA,16340,FleaFlicker,15419,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,20.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,1.9,1.9,20.5,NA,NA,0.1,0,2.63,NA,16895,FleaFlicker,15794,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE28,0,0.1,20.5,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,1.6,1.6,16.5,NA,NA,0.1,0,2.41,NA,14475,FleaFlicker,13763,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,0,0.1,16.5,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,1.7,1.7,15.7,NA,NA,0.1,0,2.27,NA,13905,FleaFlicker,13676,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,15.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1.3,1.3,15.2,NA,NA,0.1,0,2.22,NA,12887,FleaFlicker,13246,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,15.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.4,1.4,14.8,NA,NA,0.1,0,2.18,NA,15575,FleaFlicker,14870,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE39,0,0.1,14.8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,1.6,1.6,15.3,NA,NA,0.1,0,2.11,NA,17634,FleaFlicker,16212,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE30,0,0.1,15.3,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
