player,team,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_tgt,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Latavius Murray,BUF,8.7,34.2,0.3,1.1,7,0,0,5.87,9504,FleaFlicker,RB,11390,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,3,NA,RB63,0.3,41.2,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrell Henderson,LAR,7.5,31.5,0.2,1.1,8.3,0,0,5.56,14751,FleaFlicker,RB,14087,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,0,NA,NA,0.3,39.8,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,BAL,7.6,31.4,0.2,1.5,9.3,0,0.1,5.54,14767,FleaFlicker,RB,14086,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,3,NA,RB46,0.3,40.8,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,MIA,4.7,22.5,0.2,1.4,10.9,0.1,0.1,4.8,14471,FleaFlicker,RB,14017,@PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,0,NA,RB42,0.3,33.5,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,TB,8.8,30.7,0.2,0.8,5.5,0,0.1,4.72,15620,FleaFlicker,RB,14810,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,5,NA,RB90,0.2,36.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,CLE,5,24.2,0.1,1.3,9.5,0.1,0,4.63,12934,FleaFlicker,RB,13138,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,5,NA,RB50,0.2,33.8,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrynton Evans,CHI,7.3,25.9,0.2,1,7.5,0,0,4.62,15550,FleaFlicker,RB,14808,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,0.2,33.4,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,WAS,3.6,16.9,0.1,2.2,18.1,0.1,0,4.62,15591,FleaFlicker,RB,14852,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,4,NA,RB56,0.2,35,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,PHI,4.3,19.4,0.2,1.2,9.9,0.1,0,4.25,16480,FleaFlicker,RB,15255,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,0,NA,RB44,0.2,29.3,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,DET,6.2,22.9,0.2,0.9,6.5,0,0,4.18,15434,FleaFlicker,RB,14727,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,9,NA,RB64,0.2,29.5,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,DEN,2.7,13,0.1,2.1,17.5,0.1,0,4.15,13011,FleaFlicker,RB,13133,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,9,NA,RB58,0.2,30.5,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,SF,6.1,24.5,0.2,0.8,6.4,0,0,4.15,13728,FleaFlicker,RB,15263,@MINMon 8:15 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,9,NA,RB51,0.2,30.9,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,NO,6.4,24.9,0.2,0.7,4.7,0,0,4.1,13040,FleaFlicker,RB,13139,JACL 24-31,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,1,4.1,RB54,0.2,29.6,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,SF,6.6,23.4,0.2,0.8,5.8,0,0,4.1,17167,FleaFlicker,RB,15972,@MINMon 8:15 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,9,NA,RB67,0.2,29.2,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Evans,LAR,6.1,21.9,0.2,0.7,6,0,0,3.91,17784,FleaFlicker,RB,16163,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,0,NA,RB69,0.2,27.9,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,MIN,5.2,21,0.1,1.2,9.4,0,0,3.86,15563,FleaFlicker,RB,14799,SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,3,NA,RB45,0.1,30.4,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,KC,1.5,7.1,0.1,2.2,18.4,0.1,0,3.79,10310,FleaFlicker,RB,11761,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,0,NA,RB60,0.2,25.5,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Williams,ARI,5.5,19.3,0.1,0.8,6.3,0,0,3.52,10924,FleaFlicker,RB,11886,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,4,NA,RB91,0.2,25.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,CHI,4.8,13.8,0.1,1.2,10,0.1,0,3.06,14810,FleaFlicker,RB,14083,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,3,NA,NA,0.1,23.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,KC,3,14.2,0.1,0.8,5.9,0.1,0,2.99,15539,FleaFlicker,RB,14803,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0,NA,RB66,0.2,20.1,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,LAC,4,16.7,0.1,0.8,5.8,0,0,2.93,15622,FleaFlicker,RB,14807,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,5,NA,RB57,0.1,22.5,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvon Ahmed,MIA,3.3,12.6,0.1,1,7.1,0,0,2.85,15937,FleaFlicker,RB,14811,@PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,RB78,0.1,19.7,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,ARI,4.1,14.9,0.1,0.8,5.8,0,0,2.77,17978,FleaFlicker,RB,16385,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,4,NA,RB47,0.1,20.7,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,CLE,3.4,13.4,0.1,0.6,4.4,0,0,2.46,16909,FleaFlicker,RB,15733,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,5,NA,RB72,0.1,17.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,SEA,3.1,12.7,0.1,0.9,5,0,0,2.43,17667,FleaFlicker,RB,16169,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,5,NA,RB34,0.1,17.7,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,SEA,2.7,9.3,0.1,0.9,7.2,0,0,2.39,15680,FleaFlicker,RB,14815,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,5,NA,RB103,0.1,16.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,JAC,3.1,14.2,0.1,0.5,2.8,0,0,2.38,17625,FleaFlicker,RB,16164,@NOW 31-24,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,9,2.38,RB55,0.1,17,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,NO,2.5,11.7,0.1,0.8,5.9,0,0,2.34,17661,FleaFlicker,RB,16171,JACL 24-31,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,1,NA,RB59,0.1,17.6,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,NYG,3.6,13.1,0.1,0.7,5.1,0,0,2.32,13358,FleaFlicker,RB,13378,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,3,NA,RB73,0.1,18.2,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,LV,3.5,13,0.1,0.4,2.5,0,0,2.05,16918,FleaFlicker,RB,15714,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,3,NA,RB71,0.1,15.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez,WAS,2.7,11.8,0.1,0.2,1.4,0,0,1.78,17762,FleaFlicker,RB,16174,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,4,NA,RB95,0.1,13.2,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,ATL,1.3,6.7,0.1,0.7,5.5,0,0,1.62,9317,FleaFlicker,RB,11225,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,1,NA,RB83,0.1,12.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,SF,0.9,2.2,0,0.9,7.6,0.1,0,1.56,9410,FleaFlicker,RB,11367,@MINMon 8:15 PM,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,9,NA,NA,0.1,9.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,PHI,1.8,7.8,0.1,0.3,2.2,0,0,1.52,13942,FleaFlicker,RB,13814,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,0,NA,RB82,0.1,10.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Spiller,LAC,2.1,8.6,0.1,0.3,1.9,0,0,1.45,16920,FleaFlicker,RB,15709,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,5,NA,RB87,0.1,10.5,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devine Ozigbo,DET,1.5,6.4,0.1,0.3,1.7,0,0,1.27,15146,FleaFlicker,RB,14096,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,9,NA,NA,0.1,8.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,LV,0.8,2.2,0,0.9,7.6,0,0,1.26,11207,FleaFlicker,RB,12155,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,3,NA,RB104,0.1,9.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDAnthony McFarland,PIT,0,5.8,0,0.5,3.1,0,0,1.19,15692,FleaFlicker,RB,14804,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,6,NA,NA,0.1,8.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Montgomery,NE,0.4,2.9,0,0.8,6,0,0,1.07,11213,FleaFlicker,RB,12261,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,1,NA,NA,0,8.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,CLE,1.9,7.7,0.1,0,0,0,0,1.05,16681,FleaFlicker,RB,15277,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,NA,RB97,0.1,7.7,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,JAC,1.3,5,0,0.4,2.5,0,0,1.03,15453,FleaFlicker,RB,14331,@NOW 31-24,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,9,NA,RB86,0.1,7.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,NYG,1.2,5.5,0,0.2,1.8,0,0,1.01,17758,FleaFlicker,RB,16173,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,3,NA,RB89,0.1,7.2,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,BAL,0,5,0,0.3,1.9,0,0,0.99,18174,FleaFlicker,RB,16178,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,3,NA,RB84,0.1,6.9,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,BUF,0,4.4,0,0.5,3.1,0,0,0.93,14842,FleaFlicker,RB,14095,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,3,NA,NA,0,7.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,TB,0.1,4.3,0,0.2,1.6,0,0,0.77,18278,FleaFlicker,RB,16166,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,5,NA,RB75,0,5.9,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohamed Ibrahim,DET,0,4.3,0,0.2,1,0,0,0.71,18140,FleaFlicker,RB,16172,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,9,NA,NA,0,5.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,GB,0.1,3.2,0,0.2,1.4,0,0,0.71,18234,FleaFlicker,RB,16432,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,6,NA,NA,0,4.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,IND,0.1,3.6,0,0.2,1.2,0,0,0.68,16323,FleaFlicker,RB,15257,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,1,NA,NA,0,4.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,LV,19.25,83.22,0.65,3.13,24.98,0.11,NA,15.3,josh-jacobs,NumberFire,RB,14073,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96,23.64,#29,15,1,16.87,8000,2.11,18.49,7400,2.5,16.87,25,0.67,NA,NA
Kenneth Walker III,SEA,18.31,80.84,0.74,1.71,11.79,0.09,NA,14.26,kenneth-walker-iii,NumberFire,RB,15711,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,22.26,#31,19,2,15.1,8800,1.72,15.96,7000,2.28,15.1,29,0.52,NA,NA
Raheem Mostert,MIA,15.07,74.34,0.54,3.41,27.15,0.16,NA,13.95,raheem-mostert,NumberFire,RB,12447,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,21.84,#22,22,3,15.69,8600,1.82,17.6,7600,2.32,15.69,27,0.58,NA,NA
Alvin Kamara,NO,15.82,65.55,0.5,3.69,26.34,0.15,NA,12.84,alvin-kamara,NumberFire,RB,13132,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,20.37,#2,27,4,14.69,7700,1.91,16.68,6900,2.42,14.69,25,0.59,NA,NA
Travis Etienne,JAC,17.56,78.03,0.41,2.72,19.91,0.1,NA,12.73,travis-etienne,NumberFire,RB,15253,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,20.23,#8,29,5,14.11,7800,1.81,15.53,7200,2.16,14.11,NA,NA,NA,NA
Saquon Barkley,NYG,18.33,77.67,0.39,3.1,18.21,0.12,NA,12.65,saquon-barkley,NumberFire,RB,13604,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,20.12,#26,30,6,14.22,8300,1.71,15.78,8100,1.95,14.22,28,0.51,NA,NA
Isiah Pacheco,KC,16.06,73.59,0.48,1.99,15.4,0.11,NA,12.38,isiah-pacheco,NumberFire,RB,15749,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19.76,#23,31,7,13.35,NA,NA,14.4,NA,NA,13.35,23,0.58,NA,NA
Austin Ekeler,LAC,11.51,51.68,0.38,5.13,36.68,0.25,NA,12.3,austin-ekeler-1,NumberFire,RB,13404,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,19.65,#6,32,8,14.86,NA,NA,17.61,NA,NA,14.86,36,0.41,NA,NA
Aaron Jones,GB,13.61,68.96,0.45,2.39,19.1,0.14,NA,12.07,aaron-jones,NumberFire,RB,13319,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,19.35,#32,35,9,13.22,7700,1.72,14.59,6800,2.15,13.22,23,0.57,NA,NA
D'Andre Swift,PHI,13.25,58.72,0.55,3.14,19.69,0.15,NA,11.88,d-andre-swift,NumberFire,RB,14797,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,19.1,#25,36,10,13.45,7600,1.77,15.12,6300,2.4,13.45,25,0.54,NA,NA
Jahmyr Gibbs,DET,14.72,59.59,0.36,3.42,24.68,0.14,NA,11.31,jahmyr-gibbs,NumberFire,RB,16162,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,18.34,#4,39,11,13.02,6200,2.1,14.81,6300,2.35,13.02,18,0.72,NA,NA
D'Onta Foreman,CHI,16.77,70.09,0.51,1.62,10.83,0.05,NA,11.25,d-onta-foreman,NumberFire,RB,13134,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,18.26,#30,41,12,12.08,6300,1.92,12.99,4800,2.71,12.08,16,0.76,NA,NA
Bijan Robinson,ATL,14.14,61.66,0.32,3.38,22.55,0.13,NA,10.96,bijan-robinson,NumberFire,RB,16161,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,17.88,#11,42,13,12.67,7500,1.69,14.45,7300,1.98,12.67,24,0.53,NA,NA
Alexander Mattison,MIN,14.74,59.55,0.3,3.14,24.43,0.12,NA,10.88,alexander-mattison,NumberFire,RB,14223,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,17.77,#5,43,14,12.43,6300,1.97,14.05,5500,2.55,12.43,15,0.83,NA,NA
Jonathan Taylor,IND,12.73,63.96,0.39,1.75,13.43,0.06,NA,10.25,jonathan-taylor,NumberFire,RB,14802,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,16.93,#1,47,15,11.07,6500,1.7,12.08,6500,1.86,11.07,17,0.65,NA,NA
Rhamondre Stevenson,NE,13.84,61.22,0.32,3.09,17.72,0.09,NA,10.05,rhamondre-stevenson,NumberFire,RB,15259,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,16.67,#9,49,16,11.56,6600,1.75,13.29,5600,2.37,11.56,17,0.68,NA,NA
Brian Robinson,WSH,15.06,65.05,0.37,1.41,10.53,0.06,NA,9.88,brian-robinson,NumberFire,RB,15716,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,16.44,#16,53,17,10.6,7300,1.45,11.44,5800,1.97,10.6,21,0.5,NA,NA
Najee Harris,PIT,14.39,57.34,0.42,1.61,10.51,0.07,NA,9.66,najee-harris,NumberFire,RB,15254,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,16.15,#14,54,18,10.45,6100,1.71,11.31,5200,2.18,10.45,14,0.75,NA,NA
Rachaad White,TB,13.83,56.02,0.32,2.39,14.53,0.09,NA,9.28,rachaad-white,NumberFire,RB,15721,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,15.65,#15,55,19,10.45,6100,1.71,11.79,5100,2.31,10.45,15,0.7,NA,NA
Jerome Ford,CLE,13.35,55.87,0.34,1.67,12,0.07,NA,9.1,jerome-ford,NumberFire,RB,15713,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,15.41,#17,56,20,9.94,6600,1.51,10.86,5100,2.13,9.94,17,0.58,NA,NA
James Cook,BUF,12.94,56.51,0.3,1.82,12.88,0.07,NA,9.07,james-cook,NumberFire,RB,15715,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,15.37,#12,57,21,9.97,7000,1.42,10.94,6400,1.71,9.97,18,0.55,NA,NA
Christian McCaffrey,SF,8.71,39.7,0.37,2.41,20.58,0.13,NA,8.98,christian-mccaffrey,NumberFire,RB,13130,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,15.25,#19,58,22,10.13,10500,0.96,11.4,9400,1.21,10.13,39,0.26,NA,NA
Javonte Williams,DEN,10.81,47.15,0.29,2.33,16.85,0.12,NA,8.72,javonte-williams,NumberFire,RB,15256,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,14.9,#21,62,23,9.91,6000,1.65,11.14,5400,2.06,9.91,17,0.58,NA,NA
Gus Edwards,BAL,12.47,58.69,0.35,0.45,2.94,0.02,NA,8.29,gus-edwards,NumberFire,RB,13850,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,14.33,#10,70,24,8.57,5800,1.48,8.82,4800,1.84,8.57,15,0.57,NA,NA
Keaontay Ingram,ARI,12.47,49.54,0.35,1.2,8.27,0.03,NA,7.99,keaontay-ingram,NumberFire,RB,15734,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,13.93,#18,73,25,8.56,5700,1.5,9.22,4900,1.88,8.56,13,0.66,NA,NA
Zack Moss,IND,11.84,51.15,0.27,1.09,7.74,0.04,NA,7.76,zack-moss,NumberFire,RB,14798,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,13.63,#1,75,26,8.29,6700,1.24,8.85,6200,1.43,8.29,19,0.44,NA,NA
Kareem Hunt,CLE,10.05,42.99,0.32,1.47,10.85,0.07,NA,7.66,kareem-hunt,NumberFire,RB,13138,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,13.5,#17,78,27,8.42,6200,1.36,9.18,5000,1.84,8.42,17,0.5,NA,NA
Tyler Allgeier,ATL,12.57,53.25,0.26,0.85,5.37,0.03,NA,7.63,tyler-allgeier,NumberFire,RB,15712,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,13.46,#11,79,28,8.05,5500,1.46,8.47,4500,1.88,8.05,16,0.5,NA,NA
Jaylen Warren,PIT,8.3,34.32,0.24,2.62,19.89,0.1,NA,7.36,jaylen-warren,NumberFire,RB,15742,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,13.1,#14,83,29,8.61,5700,1.51,10,5000,2,8.61,15,0.57,NA,NA
Ezekiel Elliott,NE,11.07,45.58,0.31,1.25,6.99,0.04,NA,7.27,ezekiel-elliott,NumberFire,RB,12625,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,12.98,#9,84,30,7.92,5600,1.41,8.59,4800,1.79,7.92,15,0.53,NA,NA
