player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Robert Woods,WR,HOU,NA,NA,3.06,35.58,NA,NA,0.16,0,0,NA,0,NA,4.5,NA,robert-woods-1,NumberFire,11228,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.19,#25,156,57,6.05,7.59,4200,1.81,6.05,10,0.61,NA
Tyler Boyd,WR,CIN,NA,NA,3.36,34.05,NA,NA,0.18,0,0,NA,0,NA,4.47,NA,tyler-boyd,NumberFire,12650,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.15,#6,157,58,6.17,7.86,4100,1.92,6.17,16,0.39,NA
Rashod Bateman,WR,BAL,NA,NA,2.62,33.27,NA,NA,0.18,0,0,NA,0,NA,4.37,NA,rashod-bateman,NumberFire,15293,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9.02,#14,161,59,5.68,7.02,3200,2.19,5.68,11,0.52,NA
Wan'Dale Robinson,WR,NYG,NA,NA,2.82,30.94,NA,NA,0.14,0.59,3.19,NA,0.02,NA,4.36,NA,wan-dale-robinson,NumberFire,15757,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#8,162,60,5.72,7.16,3700,1.94,5.72,13,0.44,NA
Treylon Burks,WR,TEN,NA,NA,2.47,32.46,NA,NA,0.14,0.29,1.66,NA,0.01,NA,4.26,NA,treylon-burks,NumberFire,15752,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,8.87,#22,164,61,5.51,6.77,3000,2.26,5.51,10,0.55,NA
Josh Palmer,WR,LAC,NA,NA,3.08,36.05,NA,NA,0.11,0,0,NA,0,NA,4.25,NA,josh-palmer,NumberFire,15319,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,8.86,#19,166,62,5.79,7.35,4100,1.79,5.79,NA,NA,NA
John Metchie III,WR,HOU,NA,NA,2.7,34.11,NA,NA,0.14,0,0,NA,0,NA,4.21,NA,john-metchie-iii,NumberFire,15759,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,8.8,#25,167,63,5.56,6.94,3200,2.17,5.56,10,0.56,NA
Parker Washington,WR,JAC,NA,NA,2.73,32.59,NA,NA,0.15,0,0,NA,0,NA,4.1,NA,parker-washington,NumberFire,16192,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,8.65,#1,171,64,5.44,6.86,3400,2.02,5.44,12,0.45,NA
Nelson Agholor,WR,BAL,NA,NA,2.22,28.13,NA,NA,0.19,0,0,NA,0,NA,3.92,NA,nelson-agholor,NumberFire,12181,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57,8.41,#14,172,65,5,6.14,3000,2.05,5,10,0.5,NA
Jalin Hyatt,WR,NYG,NA,NA,2.19,30.43,NA,NA,0.12,0.29,1.6,NA,0.01,NA,3.91,NA,jalin-hyatt,NumberFire,16183,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.4,#8,173,66,5,6.13,3200,1.92,5,10,0.5,NA
Darnell Mooney,WR,CHI,NA,NA,2.34,29.82,NA,NA,0.14,0,0,NA,0,NA,3.83,NA,darnell-mooney,NumberFire,14974,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,8.29,#2,177,67,5.01,6.18,3400,1.82,5.01,10,0.5,NA
Rondale Moore,WR,ARI,NA,NA,2.54,23.06,NA,NA,0.11,1.07,6.14,NA,0.04,NA,3.73,NA,rondale-moore,NumberFire,15283,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.15,#5,182,68,5.05,6.35,3400,1.87,5.05,13,0.39,NA
D.J. Chark,WR,CAR,NA,NA,2.19,30.23,NA,NA,0.11,0,0,NA,0,NA,3.71,NA,d-j-chark,NumberFire,13668,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.13,#9,183,69,4.8,5.89,3300,1.78,4.8,14,0.34,NA
Christian Watson,WR,GB,NA,NA,1.71,24.95,NA,NA,0.15,0.28,1.53,NA,0.02,NA,3.62,NA,christian-watson,NumberFire,15789,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76,8,#20,186,70,4.5,5.37,4800,1.12,4.5,21,0.21,NA
Michael Gallup,WR,DAL,NA,NA,2.11,25.43,NA,NA,0.18,0,0,NA,0,NA,3.61,NA,michael-gallup,NumberFire,13646,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,7.99,#13,187,71,4.68,5.73,3300,1.74,4.68,10,0.47,NA
Greg Dortch,WR,ARI,NA,NA,2.73,28.04,NA,NA,0.12,0,0,NA,0,NA,3.52,NA,greg-dortch,NumberFire,14108,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,7.87,#5,188,72,4.87,6.25,4100,1.52,4.87,10,0.49,NA
Richie James,WR,KC,NA,NA,2.27,26.83,NA,NA,0.15,0,0,NA,0,NA,3.48,NA,richie-james,NumberFire,13724,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,7.81,#12,189,73,4.6,5.79,3000,1.93,4.6,10,0.46,NA
Trey Palmer,WR,TB,NA,NA,2.26,23.98,NA,NA,0.14,0.27,1.5,NA,0.01,NA,3.4,NA,trey-palmer,NumberFire,16199,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,7.71,#17,190,74,4.52,5.69,3100,1.84,4.52,10,0.45,NA
K.J. Osborn,WR,MIN,NA,NA,2.41,26.65,NA,NA,0.13,0,0,NA,0,NA,3.37,NA,k-j-osborn,NumberFire,14977,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.67,#26,193,75,4.61,5.85,4200,1.39,4.61,11,0.42,NA
Alec Pierce,WR,IND,NA,NA,1.77,25.69,NA,NA,0.13,0,0,NA,0,NA,3.3,NA,alec-pierce,NumberFire,15768,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.57,#10,194,76,4.19,5.1,3500,1.46,4.19,13,0.32,NA
Hunter Renfrow,WR,LV,NA,NA,2.51,26.83,NA,NA,0.11,0,0,NA,0,NA,3.23,NA,hunter-renfrow,NumberFire,14123,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.48,#29,197,77,4.48,5.79,3100,1.87,4.48,10,0.45,NA
Marvin Mims,WR,DEN,NA,NA,1.6,21.94,NA,NA,0.13,0.28,1.5,NA,0.01,NA,3.2,NA,marvin-mims,NumberFire,16189,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.44,#23,198,78,3.94,4.76,NA,NA,3.94,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,1.81,23.74,NA,NA,0.14,0,0,NA,0,NA,3.2,NA,khalil-shakir,NumberFire,15761,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.44,#3,198,78,4.08,5,3800,1.32,4.08,13,0.31,NA
Josh Reynolds,WR,DET,NA,NA,1.62,23.29,NA,NA,0.14,0,0,NA,0,NA,3.15,NA,josh-reynolds,NumberFire,13168,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07,7.37,#24,203,80,3.96,4.78,3600,1.33,3.96,12,0.33,NA
Justin Watson,WR,KC,NA,NA,1.83,23.55,NA,NA,0.14,0,0,NA,0,NA,3.14,NA,justin-watson-1,NumberFire,13776,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.36,#12,204,81,4.07,5.01,3400,1.47,4.07,11,0.37,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,1.49,21.62,NA,NA,0.13,0,0,NA,0,NA,2.93,NA,marquez-valdes-scantling,NumberFire,13793,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21,7.07,#12,209,82,3.67,4.42,3000,1.47,3.67,10,0.37,NA
Malik Heath,WR,GB,NA,NA,1.63,20.96,NA,NA,0.13,0,0,NA,0,NA,2.85,NA,malik-heath,NumberFire,16413,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26,6.96,#20,211,83,3.65,4.49,3000,1.5,3.65,10,0.37,NA
Demarcus Robinson,WR,LA,NA,NA,1.56,18.62,NA,NA,0.17,0,0,NA,0,NA,2.83,NA,demarcus-robinson,NumberFire,12785,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.94,#32,212,84,3.62,4.42,3600,1.23,3.62,15,0.24,NA
Lynn Bowden Jr.,WR,NO,NA,NA,1.73,18.8,NA,NA,0.08,0.58,3.22,NA,0.02,NA,2.81,NA,lynn-bowden-jr,NumberFire,14843,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29,6.91,#16,213,85,3.61,4.5,3100,1.45,3.61,10,0.36,NA
Brandon Powell,WR,MIN,NA,NA,2.06,20.62,NA,NA,0.1,0.27,1.59,NA,0.01,NA,2.78,NA,brandon-powell,NumberFire,13910,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31,6.87,#26,214,86,3.83,4.9,3100,1.58,3.83,10,0.38,NA
Demario Douglas,WR,NE,NA,NA,1.74,21.8,NA,NA,0.07,0.28,1.51,NA,0.01,NA,2.76,NA,demario-douglas,NumberFire,16342,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32,6.84,#11,216,87,3.62,4.52,3900,1.16,3.62,17,0.21,NA
Tyquan Thornton,WR,NE,NA,NA,1.89,22.59,NA,NA,0.08,0,0,NA,0,NA,2.7,NA,tyquan-thornton,NumberFire,15787,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,6.76,#11,218,88,3.64,4.61,3200,1.44,3.64,10,0.36,NA
Kadarius Toney,WR,KC,NA,NA,1.12,10.84,NA,NA,0.07,1.39,8.4,NA,0.07,NA,2.7,NA,kadarius-toney,NumberFire,15289,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,6.76,#12,218,88,3.26,3.85,3100,1.24,3.26,10,0.33,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,1.57,21.52,NA,NA,0.1,0,0,NA,0,NA,2.7,NA,nick-westbrook-ikhine,NumberFire,15109,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,6.76,#22,218,88,3.5,4.3,3400,1.26,3.5,10,0.35,NA
Kalif Raymond,WR,DET,NA,NA,1.46,19.67,NA,NA,0.1,0.28,1.51,NA,0.01,NA,2.69,NA,kalif-raymond,NumberFire,13066,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.75,#24,222,91,3.39,4.18,3000,1.39,3.39,10,0.34,NA
Jameson Williams,WR,DET,NA,NA,1.18,15.69,NA,NA,0.1,0.57,3.05,NA,0.02,NA,2.63,NA,jameson-williams,NumberFire,15756,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41,6.67,#24,224,92,3.16,3.76,3400,1.11,3.16,13,0.24,NA
Jauan Jennings,WR,SF,NA,NA,1.54,18.35,NA,NA,0.14,0,0,NA,0,NA,2.62,NA,jauan-jennings,NumberFire,14860,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41,6.65,#31,225,93,3.41,4.2,3600,1.17,3.41,10,0.34,NA
Cedric Tillman,WR,CLE,NA,NA,1.79,19.79,NA,NA,0.09,0,0,NA,0,NA,2.47,NA,cedric-tillman-1,NumberFire,16191,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.51,6.45,#18,230,94,3.37,4.29,3400,1.26,3.37,10,0.34,NA
A.T. Perry,WR,NO,NA,NA,1.64,20.42,NA,NA,0.07,0,0,NA,0,NA,2.45,NA,a-t-perry,NumberFire,16196,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.42,#16,231,95,3.24,4.08,3500,1.17,3.24,10,0.32,NA
DeVante Parker,WR,NE,NA,NA,1.44,20.58,NA,NA,0.06,0,0,NA,0,NA,2.43,NA,devante-parker,NumberFire,12176,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.4,#11,232,96,3.14,3.86,3500,1.1,3.14,12,0.26,NA
Olamide Zaccheaus,WR,PHI,NA,NA,1.4,17.73,NA,NA,0.09,0,0,NA,0,NA,2.31,NA,olamide-zaccheaus,NumberFire,14592,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,#28,234,97,2.99,3.7,3000,1.23,2.99,10,0.3,NA
Allen Robinson,WR,PIT,NA,NA,1.55,16.97,NA,NA,0.1,0,0,NA,0,NA,2.28,NA,allen-robinson,NumberFire,11678,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63,6.19,#15,235,98,3.07,3.85,3000,1.28,3.07,10,0.31,NA
Sterling Shepard,WR,NYG,NA,NA,1.52,17.64,NA,NA,0.08,0,0,NA,0,NA,2.27,NA,sterling-shepard,NumberFire,12658,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,6.18,#8,236,99,2.98,3.75,3000,1.25,2.98,10,0.3,NA
River Cracraft,WR,MIA,NA,NA,1.47,16.5,NA,NA,0.1,0,0,NA,0,NA,2.22,NA,river-cracraft,NumberFire,13862,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.11,#4,238,100,2.95,3.7,3000,1.23,2.95,10,0.3,NA
Jalen Tolbert,WR,DAL,NA,NA,1.39,15.97,NA,NA,0.1,0,0,NA,0,NA,2.15,NA,jalen-tolbert,NumberFire,15788,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6.02,#13,242,101,2.85,3.57,3000,1.19,2.85,10,0.29,NA
Xavier Gipson,WR,NYJ,NA,NA,1.2,14.42,NA,NA,0.05,0.63,3.18,NA,0.02,NA,2.12,NA,xavier-gipson,NumberFire,16416,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,5.98,#7,243,102,2.7,3.34,3200,1.04,2.7,10,0.27,NA
Rashid Shaheed,WR,NO,NA,NA,1.22,17.79,NA,NA,0.06,0,0,NA,0,NA,2.11,NA,rashid-shaheed,NumberFire,16080,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,5.96,#16,244,103,2.73,3.35,4300,0.78,2.73,17,0.16,NA
Tre Tucker,WR,LV,NA,NA,1.29,16.93,NA,NA,0.07,0,0,NA,0,NA,2.1,NA,tre-tucker,NumberFire,16287,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#29,245,104,2.72,3.38,3000,1.13,2.72,10,0.27,NA
Xavier Hutchinson,WR,HOU,NA,NA,1.16,15.02,NA,NA,0.07,0.27,1.47,NA,0.01,NA,2.09,NA,xavier-hutchinson,NumberFire,16201,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,5.94,#25,246,105,2.67,3.27,3000,1.09,2.67,10,0.27,NA
KaVontae Turpin,WR,DAL,NA,NA,1.01,11.83,NA,NA,0.09,0.51,3.08,NA,0.02,NA,2.04,NA,kavontae-turpin,NumberFire,15981,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.87,#13,248,106,2.58,3.12,3000,1.04,2.58,10,0.26,NA
Trent Sherfield,WR,BUF,NA,NA,1.22,14.43,NA,NA,0.1,0,0,NA,0,NA,2.03,NA,trent-sherfield,NumberFire,13893,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,#3,249,107,2.63,3.25,3000,1.08,2.63,10,0.26,NA
Quentin Johnston,WR,LAC,NA,NA,1.53,17.11,NA,NA,0.05,0,0,NA,0,NA,2,NA,quentin-johnston,NumberFire,16188,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.81,#19,252,108,2.74,3.52,3800,0.93,2.74,13,0.21,NA
Donovan Peoples-Jones,WR,DET,NA,NA,1.03,14.96,NA,NA,0.08,0,0,NA,0,NA,1.96,NA,donovan-peoples-jones,NumberFire,14857,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,5.76,#24,254,109,2.45,2.99,3000,1,2.45,10,0.25,NA
David Bell,WR,CLE,NA,NA,1.42,15.17,NA,NA,0.07,0,0,NA,0,NA,1.91,NA,david-bell,NumberFire,15758,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,5.69,#18,256,110,2.61,3.34,3100,1.08,2.61,10,0.26,NA
Skyy Moore,WR,KC,NA,NA,1.29,14.13,NA,NA,0.09,0,0,NA,0,NA,1.9,NA,skyy-moore,NumberFire,15766,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,5.68,#12,257,111,2.56,3.22,3000,1.07,2.56,10,0.26,NA
Tutu Atwell,WR,LA,NA,NA,0.91,13.03,NA,NA,0.09,0,0,NA,0,NA,1.86,NA,tutu-atwell,NumberFire,15301,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,5.62,#32,258,112,2.28,2.74,3500,0.78,2.28,10,0.23,NA
Michael Wilson,WR,ARI,NA,NA,1.18,14.89,NA,NA,0.06,0,0,NA,0,NA,1.82,NA,michael-wilson,NumberFire,16206,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93,5.57,#5,259,113,2.42,3.02,3300,0.92,2.42,15,0.16,NA
Isaiah McKenzie,WR,IND,NA,NA,1.08,11.94,NA,NA,0.07,0.29,1.58,NA,0.01,NA,1.81,NA,isaiah-mckenzie-1,NumberFire,13313,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#10,260,114,2.31,2.88,3000,0.96,2.31,10,0.23,NA
Jalen Reagor,WR,NE,NA,NA,1.26,15.08,NA,NA,0.06,0,0,NA,0,NA,1.79,NA,jalen-reagor,NumberFire,14839,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,5.53,#11,261,115,2.44,3.1,3000,1.03,2.44,10,0.24,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,0.95,12.88,NA,NA,0.09,0,0,NA,0,NA,1.79,NA,lil-jordan-humphrey,NumberFire,14118,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,5.53,#23,261,115,2.28,2.77,3000,0.92,2.28,10,0.23,NA
Austin Trammell,WR,LA,NA,NA,0.93,12.14,NA,NA,0.1,0,0,NA,0,NA,1.77,NA,austin-trammell,NumberFire,16120,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.5,#32,264,117,2.24,2.72,3000,0.91,2.24,10,0.22,NA
Parris Campbell,WR,NYG,NA,NA,1.24,13.6,NA,NA,0.06,0,0,NA,0,NA,1.7,NA,parris-campbell,NumberFire,14112,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01,5.41,#8,265,118,2.3,2.94,3000,0.98,2.3,10,0.23,NA
Kyle Philips,WR,TEN,NA,NA,1.05,13.16,NA,NA,0.07,0,0,NA,0,NA,1.67,NA,kyle-philips,NumberFire,15901,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.37,#22,268,119,2.22,2.77,3000,0.92,2.22,10,0.22,NA
Khadarel Hodge,WR,ATL,NA,NA,1.02,13.66,NA,NA,0.05,0,0,NA,0,NA,1.64,NA,khadarel-hodge,NumberFire,13963,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05,5.33,#30,271,120,2.16,2.68,3000,0.89,2.16,10,0.22,NA
Calvin Austin III,WR,PIT,NA,NA,0.76,9.12,NA,NA,0.04,0.56,3.02,NA,0.02,NA,1.57,NA,calvin-austin-iii,NumberFire,15777,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09,5.23,#15,275,121,1.91,2.31,3000,0.77,1.91,10,0.19,NA
Isaiah Hodgins,WR,NYG,NA,NA,1.02,12.45,NA,NA,0.06,0,0,NA,0,NA,1.55,NA,isaiah-hodgins,NumberFire,14849,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#8,276,122,2.08,2.61,3100,0.84,2.08,10,0.21,NA
Dyami Brown,WR,WSH,NA,NA,0.92,12.04,NA,NA,0.06,0,0,NA,0,NA,1.55,NA,dyami-brown,NumberFire,15292,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#21,276,122,2,2.47,3000,0.82,2,10,0.2,NA
Randall Cobb,WR,NYJ,NA,NA,1.07,12.7,NA,NA,0.05,0,0,NA,0,NA,1.55,NA,randall-cobb,NumberFire,10308,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#7,276,122,2.07,2.62,3100,0.85,2.07,10,0.21,NA
Chris Moore,WR,TEN,NA,NA,0.89,11.72,NA,NA,0.05,0,0,NA,0,NA,1.49,NA,chris-moore,NumberFire,12773,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#22,281,125,1.9,2.35,3200,0.73,1.9,10,0.19,NA
Tyler Scott,WR,CHI,NA,NA,0.98,11.58,NA,NA,0.05,0,0,NA,0,NA,1.47,NA,tyler-scott,NumberFire,16205,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.1,#2,282,126,1.93,2.43,3000,0.81,1.93,10,0.19,NA
Deonte Harty,WR,BUF,NA,NA,0.76,9.01,NA,NA,0.06,0.28,1.65,NA,0.01,NA,1.43,NA,deonte-harris,NumberFire,14558,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.04,#3,284,127,1.81,2.22,3000,0.74,1.81,10,0.18,NA
Jalen Guyton,WR,LAC,NA,NA,0.91,12.28,NA,NA,0.03,0,0,NA,0,NA,1.42,NA,jalen-guyton,NumberFire,14337,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#19,286,128,1.84,2.31,3000,0.77,1.84,10,0.18,NA
David Moore,WR,TB,NA,NA,0.84,10.93,NA,NA,0.06,0,0,NA,0,NA,1.41,NA,david-moore,NumberFire,13348,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5.02,#17,287,129,1.83,2.27,3000,0.76,1.83,10,0.18,NA
Scotty Miller,WR,ATL,NA,NA,0.82,9.95,NA,NA,0.05,0,0,NA,0,NA,1.27,NA,scotty-miller,NumberFire,14280,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.83,#30,295,130,1.69,2.11,3000,0.7,1.69,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,0.77,9.14,NA,NA,0.05,0,0,NA,0,NA,1.19,NA,tim-jones,NumberFire,16005,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,4.72,#1,297,131,1.58,1.97,3000,0.66,1.58,10,0.16,NA
Braxton Berrios,WR,MIA,NA,NA,0.88,8.34,NA,NA,0.06,0,0,NA,0,NA,1.16,NA,braxton-berrios,NumberFire,13638,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.68,#4,301,132,1.61,2.06,3000,0.69,1.61,10,0.16,NA
Jalen Nailor,WR,MIN,NA,NA,0.67,8.36,NA,NA,0.04,0,0,NA,0,NA,1.05,NA,jalen-nailor,NumberFire,15786,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.43,4.53,#26,306,133,1.39,1.74,3000,0.58,1.39,10,0.14,NA
DJ Turner,WR,LV,NA,NA,0.35,4.39,NA,NA,0.02,0.58,3.62,NA,0.02,NA,1.04,NA,dj-turner,NumberFire,15995,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.52,#29,307,134,1.18,1.37,3000,0.46,1.18,10,0.12,NA
Allen Lazard,WR,NYJ,NA,NA,0.62,8.31,NA,NA,0.03,0,0,NA,0,NA,1.02,NA,allen-lazard,NumberFire,13632,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,4.49,#7,310,135,1.32,1.63,3000,0.54,1.32,10,0.13,NA
Velus Jones,WR,CHI,NA,NA,0.47,5.8,NA,NA,0.03,0,0,NA,0,NA,0.75,NA,velus-jones,NumberFire,15767,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#2,322,136,0.98,1.22,3000,0.41,0.98,NA,NA,NA
Alex Erickson,WR,LAC,NA,NA,0.56,6.3,NA,NA,0.02,0,0,NA,0,NA,0.71,NA,alex-erickson,NumberFire,12913,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#19,324,137,0.97,1.28,3000,0.43,0.97,10,0.1,NA
Ben Skowronek,WR,LA,NA,NA,0.38,4.6,NA,NA,0.04,0,0,NA,0,NA,0.68,NA,ben-skowronek-1,NumberFire,15491,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.03,#32,325,138,0.89,1.08,3000,0.36,0.89,10,0.09,NA
