player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Brian Robinson,RB,WAS,NA,NA,57.71,NA,0.33,NA,1.84,20.07,NA,NA,0.09,0.03,12.14,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jaylen Warren,RB,PIT,NA,NA,44.77,NA,0.34,NA,3.15,22.78,NA,NA,0.04,0.05,12.09,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,NA,63.73,NA,0.3,NA,2.17,11.95,NA,NA,0.05,NA,11.84,NA,2565926,NFL,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,60.06,NA,0.37,NA,1.68,15.39,NA,NA,0.06,NA,11.81,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,NA,NA,57.51,NA,0.53,NA,1.19,10.67,NA,NA,0.06,0.04,11.47,NA,2561324,NFL,13850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,NA,58.3,NA,0.48,NA,1.33,10.13,NA,NA,0.06,0.06,11.29,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,NA,56.05,NA,0.43,NA,1.69,11.16,NA,NA,0.07,0.07,11.27,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,48.55,NA,0.31,NA,2.16,17.28,NA,NA,0.09,0.07,11,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,GB,NA,NA,36.48,NA,0.25,NA,2.67,23.6,NA,NA,0.11,0.02,10.8,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,NA,34.41,NA,0.2,NA,2.53,19.64,NA,NA,0.12,0.02,9.88,NA,2569795,NFL,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
Ezekiel Elliott,RB,NE,NA,NA,32.62,NA,0.16,NA,2.42,17.45,NA,NA,0.04,NA,8.63,NA,2555224,NFL,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,WAS,NA,NA,22.72,NA,0.13,NA,2.51,22.3,NA,NA,0.09,0.02,8.41,NA,2565276,NFL,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.03
D'Onta Foreman,RB,CHI,NA,NA,46.53,NA,0.26,NA,0.8,8.13,NA,NA,0.05,0.03,8.13,NA,2557994,NFL,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Kareem Hunt,RB,CLE,NA,NA,43.85,NA,0.27,NA,1.09,7.97,NA,NA,NA,NA,7.89,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,NA,25.37,NA,0.15,NA,2.11,17.09,NA,NA,0.07,0.01,7.66,NA,2570942,NFL,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,DEN,NA,NA,17.58,NA,0.13,NA,2.45,20.68,NA,NA,0.11,0.03,7.66,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,NA,33.81,NA,0.2,NA,1.33,10.86,NA,NA,0.06,NA,7.36,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,33.5,NA,0.21,NA,1.41,8.84,NA,NA,0.05,0.01,7.18,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,IND,NA,NA,28.72,NA,0.2,NA,1.13,8.78,NA,NA,0.04,0.02,6.28,NA,2563617,NFL,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,NA,21.45,NA,0.2,NA,1.29,11.31,NA,NA,0.06,0.03,6.13,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Roschon Johnson,RB,CHI,NA,NA,20.04,NA,0.09,NA,1.8,15.1,NA,NA,0.05,0.01,6.13,NA,2569615,NFL,16175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,37.64,NA,0.22,NA,0.55,3.53,NA,NA,0.02,NA,6.11,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,NA,30.02,NA,0.15,NA,0.93,8.06,NA,NA,0.03,0.05,5.78,NA,2562722,NFL,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Clyde Edwards-Helaire,RB,KC,NA,NA,22.07,NA,0.17,NA,1.19,10.6,NA,NA,0.02,0.02,5.56,NA,2564271,NFL,14803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,NA,30.57,NA,0.21,NA,0.67,5.29,NA,NA,0.02,0.06,5.52,NA,2562682,NFL,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,21.47,NA,0.14,NA,1.31,8.94,NA,NA,0.06,0.02,5.51,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,17.83,NA,0.15,NA,1.42,11.6,NA,NA,0.05,0.04,5.48,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melvin Gordon,RB,BAL,NA,NA,18.04,NA,0.08,NA,1.44,13.36,NA,NA,0.08,0.06,5.42,NA,2552469,NFL,12151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,16.95,NA,0.11,NA,1.35,11.12,NA,NA,0.05,0.01,5.1,NA,2571065,NFL,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,NA,21.19,NA,0.14,NA,0.99,6.34,NA,NA,0.02,0.01,4.68,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,NA,25.17,NA,0.14,NA,0.6,3.55,NA,NA,0.03,0.03,4.43,NA,2567685,NFL,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,NA,16.07,NA,0.1,NA,1.21,7.96,NA,NA,0.04,0.02,4.41,NA,2560938,NFL,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,BUF,NA,NA,15.49,NA,0.12,NA,1.01,7.6,NA,NA,0.04,NA,4.28,NA,2541161,NFL,11390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,NA,17.24,NA,0.09,NA,0.97,7.14,NA,NA,0.04,0.03,4.13,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,NA,19.93,NA,0.11,NA,0.78,5.13,NA,NA,0.02,0.02,4.09,NA,2558204,NFL,13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Isaiah Spiller,RB,LAC,NA,NA,25.49,NA,0.13,NA,0.43,2,NA,NA,0.02,0.02,4.04,NA,2568189,NFL,15709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,SF,NA,NA,19.76,NA,0.13,NA,0.67,4.03,NA,NA,0.03,NA,4.01,NA,2566538,NFL,15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,NA,12.21,NA,0.07,NA,1.3,8.25,NA,NA,0.03,0.01,3.93,NA,2566382,NFL,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,23.47,NA,0.17,NA,0.34,1.83,NA,NA,0.02,0.05,3.91,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,SF,NA,NA,11.67,NA,0.06,NA,1.14,8.27,NA,NA,0.06,0.01,3.83,NA,2557977,NFL,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,NA,16.05,NA,0.11,NA,0.85,5.17,NA,NA,0.04,0.03,3.81,NA,2562834,NFL,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,NA,12.68,NA,0.12,NA,0.93,6.94,NA,NA,0.04,0.02,3.81,NA,2561146,NFL,13814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,NA,22.9,NA,0.14,NA,0.32,1.64,NA,NA,0.02,0.01,3.71,NA,2566544,NFL,15257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel Abanikanda,RB,NYJ,NA,NA,17.64,NA,0.1,NA,0.62,4.16,NA,NA,0.02,0.02,3.48,NA,2570188,NFL,16168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,NA,13.96,NA,0.11,NA,0.74,4.66,NA,NA,0.03,0.02,3.46,NA,2562407,NFL,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
Matt Breida,RB,NYG,NA,NA,12.64,NA,0.08,NA,0.83,6.8,NA,NA,0.03,NA,3.43,NA,2558918,NFL,13378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,NA,9.95,NA,0.06,NA,0.99,7.17,NA,NA,0.05,NA,3.36,NA,2552374,NFL,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,TB,NA,NA,15.48,NA,0.08,NA,0.64,5.62,NA,NA,0.02,NA,3.35,NA,2560711,NFL,13726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor,RB,GB,NA,NA,11.76,NA,0.07,NA,0.96,6.25,NA,NA,0.03,0.01,3.34,NA,2564040,NFL,14817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAX,NA,NA,11.99,NA,0.08,NA,0.74,6.21,NA,NA,0.04,NA,3.28,NA,2563327,NFL,14331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,NA,NA,12.23,NA,0.07,NA,0.79,4.63,NA,NA,0.03,0.01,3.24,NA,2540145,NFL,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA
Kendre Miller,RB,NO,NA,NA,12.67,NA,0.07,NA,0.73,5.68,NA,NA,0.03,0.01,3.15,NA,2570149,NFL,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,LA,NA,NA,18.48,NA,0.12,NA,0.38,1.58,NA,NA,0.01,0.02,3.13,NA,2560733,NFL,13617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,NA,13.49,NA,0.13,NA,0.47,2.86,NA,NA,0.03,0.01,3.05,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,NYJ,NA,NA,13.67,NA,0.06,NA,0.79,4.21,NA,NA,0.02,0.05,2.96,NA,2557991,NFL,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,NA,14.29,NA,0.11,NA,0.5,2.92,NA,NA,0.01,0.03,2.88,NA,2565054,NFL,14807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,NA,9.58,NA,0.08,NA,0.65,4.07,NA,NA,0.02,0.01,2.66,NA,2567952,NFL,15733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
Zamir White,RB,LV,NA,NA,10.48,NA,0.07,NA,0.48,2.65,NA,NA,0.03,0.02,2.35,NA,2567883,NFL,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,4.93,NA,0.04,NA,0.66,6.99,NA,NA,0.03,NA,2.33,NA,2559362,NFL,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
Deuce Vaughn,RB,DAL,NA,NA,8.69,NA,0.06,NA,0.57,3.96,NA,NA,0.02,0.01,2.3,NA,2569699,NFL,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La'Mical Perine,RB,KC,NA,NA,9.86,NA,0.08,NA,0.41,2.9,NA,NA,0.01,0.01,2.21,NA,2564808,NFL,14806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAX,NA,NA,12.03,NA,0.08,NA,0.27,1.58,NA,NA,0.02,0.03,2.17,NA,2569882,NFL,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Bolden,RB,LV,NA,NA,4.68,NA,0.04,NA,0.63,5.61,NA,NA,0.04,0.02,2.1,NA,2532797,NFL,10932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,NA,0.19,NA,NA,NA,0.94,7.12,NA,NA,0.07,NA,2.09,NA,2540230,NFL,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,MIA,NA,NA,9.68,NA,0.05,NA,0.49,2.11,NA,NA,0.02,0.01,2.07,NA,2571114,NFL,16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,NA,NA,NA,NA,NA,0.86,6.07,NA,NA,0.05,NA,1.77,NA,2562288,NFL,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Ward,RB,TEN,NA,NA,6.5,NA,0.04,NA,0.47,2.73,NA,NA,0.02,0.01,1.73,NA,2564949,NFL,15042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,NA,4.18,NA,0.03,NA,0.51,3.78,NA,NA,0.02,NA,1.67,NA,2569477,NFL,15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
DeeJay Dallas,RB,SEA,NA,NA,5.27,NA,0.04,NA,0.5,2.65,NA,NA,0.02,NA,1.65,NA,2565144,NFL,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,NA,3.43,NA,0.03,NA,0.62,3.42,NA,NA,0.02,NA,1.61,NA,2570158,NFL,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans,RB,CIN,NA,NA,5.57,NA,0.03,NA,0.42,2.65,NA,NA,0.02,NA,1.54,NA,2565944,NFL,15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,NA,7.3,NA,0.05,NA,0.28,1.41,NA,NA,0.01,0.02,1.47,NA,2562600,NFL,14076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,CHI,NA,NA,2.29,NA,0.02,NA,0.42,4.81,NA,NA,0.03,NA,1.43,NA,2562665,NFL,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny McIntosh,RB,SEA,NA,NA,3.51,NA,0.03,NA,0.45,3.26,NA,NA,0.02,NA,1.43,NA,2570314,NFL,16170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,MIN,NA,NA,6.63,NA,0.05,NA,0.25,1.68,NA,NA,0.01,0.01,1.42,NA,2566313,NFL,15414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
