player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
"Stevenson, Rhamondre",RB,NEP,NA,16,70,NA,0.7,4.4,3.3,20,NA,NA,0.1,0.1,13.4,NA,NA,FantasySharks,15259,PHI,0.4,0.2,0,0.1,0,0,0.4,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,15,70,NA,0.7,2.7,2.5,20,NA,NA,0.1,0.2,13.3,NA,NA,FantasySharks,15253,@IND,0.3,0.2,0.1,0,0,0.1,0.3,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbins, J.K.",RB,BAL,NA,15,75,NA,0.7,2,2,11,NA,NA,0.1,0,13.2,NA,NA,FantasySharks,14800,HOU,0.4,0.2,0.1,0,0,0,0.4,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,16,70,NA,0.5,3.5,3,20,NA,NA,0.2,0,12.9,NA,NA,FantasySharks,16161,CAR,0.3,0.2,0,0,0,0,0.2,0.1,0,2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,GBP,NA,14,71,NA,0.1,5.5,4.4,32,NA,NA,0.3,0.1,12.9,NA,NA,FantasySharks,13319,@CHI,0.1,0.1,0,0,0,0,0.9,0.1,0.1,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barkley, Saquon",RB,NYG,NA,13.9,59,NA,0.6,5,3.8,22,NA,NA,0.2,0,12.5,NA,NA,FantasySharks,13604,DAL,0.2,0.2,0.1,0,0,0,0.1,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker III, Kenneth",RB,SEA,NA,16,76,NA,0.6,2.4,1.8,12,NA,NA,0,0,12.3,NA,NA,FantasySharks,15711,LAR,0.2,0.3,0,0,0,0.1,0.1,0.1,0,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,DAL,NA,11.3,56,NA,0.7,2.8,2,17,NA,NA,0.1,0,12.1,NA,NA,FantasySharks,14085,@NYG,0.3,0.2,0,0.1,0,0.1,0.5,0.1,0,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,MIN,NA,14,58,NA,0.7,2.6,1.9,15,NA,NA,0.1,0.1,12.1,NA,NA,FantasySharks,14223,TBB,0.4,0.2,0.1,0,0,0.1,0.5,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,CIN,NA,15.5,62,NA,0.5,4.8,3.8,26,NA,NA,0.1,0,12,NA,NA,FantasySharks,13131,@CLE,0.4,0.1,0,0,0,0,0.8,0.1,0.1,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,12.5,51,NA,0.6,4.3,3.4,24,NA,NA,0.1,0.1,11.6,NA,NA,FantasySharks,13146,@WAS,0.4,0.1,0.1,0,0,0,0.3,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akers, Cam",RB,LAR,NA,16,65,NA,0.5,2.5,2,18,NA,NA,0.1,0.2,11.5,NA,NA,FantasySharks,14799,@SEA,0.4,0.1,0,0,0,0,0.2,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,16.4,63,NA,0.4,3.7,2.8,16,NA,NA,0.2,0.1,11.4,NA,NA,FantasySharks,15254,SFO,0.4,0.1,0,0,0,0,0.5,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,18.3,73,NA,0.2,2.5,1.8,15,NA,NA,0.1,0,11.1,NA,NA,FantasySharks,15716,ARI,0.2,0,0,0,0,0,0.2,0.1,0,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,12.7,64,NA,0.5,2,1.6,13,NA,NA,0,0.1,11,NA,NA,FantasySharks,14079,@ATL,0.3,0.1,0,0,0,0,0.1,0.1,0,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon, AJ",RB,GBP,NA,13.5,57,NA,0.5,3,2.1,17,NA,NA,0.1,0,10.8,NA,NA,FantasySharks,14805,@CHI,0.4,0,0.1,0,0,0,0.3,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,10.2,53,NA,0.4,4,2.5,24,NA,NA,0.1,0.1,10.6,NA,NA,FantasySharks,15708,BUF,0.2,0.1,0,0.1,0,0.1,0.5,0.1,0.1,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,14,60,NA,0.6,1.4,1.1,9,NA,NA,0,0.2,10.3,NA,NA,FantasySharks,13139,TEN,0.5,0.1,0,0,0,0,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,12,50,NA,0.5,3,2,20,NA,NA,0.1,0.1,10.2,NA,NA,FantasySharks,14071,@KCC,0.4,0.1,0,0,0,0,0.3,0.1,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,11.5,57,NA,0.4,2.4,1.9,16,NA,NA,0.1,0.1,10.2,NA,NA,FantasySharks,15271,GBP,0.3,0.1,0,0,0,0,0.2,0.1,0,10,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacheco, Isiah",RB,KCC,NA,11.4,58,NA,0.4,1.8,1.5,16,NA,NA,0,0.1,10,NA,NA,FantasySharks,15749,DET,0.4,0,0,0,0,0,0.2,0.1,0,15,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,17.1,66,NA,0.2,4.4,3.1,17,NA,NA,0.1,0.1,9.8,NA,NA,FantasySharks,15717,@BAL,0.2,0,0,0,0,0.1,0.3,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,12.8,57,NA,0.3,3.6,2.6,19,NA,NA,0.1,0.1,9.8,NA,NA,FantasySharks,15256,LVR,0.3,0.1,0,0,0,0,0.5,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,PHI,NA,8.6,46,NA,0.4,3.4,2.2,17,NA,NA,0.1,0,9.7,NA,NA,FantasySharks,14797,@NEP,0.3,0.1,0,0,0,0,0.6,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Deon",RB,IND,NA,12.1,56,NA,0.3,3.2,2.5,19,NA,NA,0.1,0.2,9.5,NA,NA,FantasySharks,15277,JAC,0.3,0,0,0,0,0.1,0.4,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,NEP,NA,12.9,49,NA,0.6,2,1.4,8,NA,NA,0,0,9.1,NA,NA,FantasySharks,12625,PHI,0.4,0.1,0,0,0,0,0.2,0,0,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,9.4,49,NA,0.3,3,2.2,15,NA,NA,0.1,0.1,9,NA,NA,FantasySharks,15715,@NYJ,0.2,0,0.2,0,0,0,0.6,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,10.4,51,NA,0.3,2.6,1.9,13,NA,NA,0.1,0,8.7,NA,NA,FantasySharks,12447,@LAC,0.2,0,0.1,0,0,0,0.4,0.1,0,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,8,33,NA,0.3,4,3.3,28,NA,NA,0.1,0,8.7,NA,NA,FantasySharks,16162,@KCC,0.2,0.1,0,0,0,0,0.3,0.1,0,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,11.4,44,NA,0.1,5.1,4.5,26,NA,NA,0.2,0.2,8.7,NA,NA,FantasySharks,15721,@MIN,0.1,0,0,0,0,0,0.6,0.1,0.1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,WAS,NA,10.6,37,NA,0.2,4.6,3.4,24,NA,NA,0.1,0,8,NA,NA,FantasySharks,14852,ARI,0.2,0,0,0,0,0,0.4,0.1,0.1,30,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Elijah",RB,SFO,NA,10,48,NA,0.4,0.8,0.7,5,NA,NA,0,0,7.8,NA,NA,FantasySharks,15263,@PIT,0.2,0.1,0.1,0,0,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKinnon, Jerick",RB,KCC,NA,5.2,21,NA,0,3.7,2.9,27,NA,NA,0.5,0.1,7.5,NA,NA,FantasySharks,11761,DET,0,0,0,0,0,0,0.9,0.1,0.1,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, Dalvin",RB,NYJ,NA,10.8,42,NA,0.3,3.1,2,14,NA,NA,0.1,0.2,7.3,NA,NA,FantasySharks,13128,BUF,0.2,0,0,0,0,0.1,0.5,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,10.5,50,NA,0.2,1.2,1,8,NA,NA,0.1,0,7.1,NA,NA,FantasySharks,15712,CAR,0.2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,6.6,33,NA,0.3,3.1,2.3,18,NA,NA,0,0,7.1,NA,NA,FantasySharks,15255,@NEP,0.2,0.1,0,0.1,0,0,0.6,0.1,0,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Damien",RB,BUF,NA,9.5,42,NA,0.2,2.8,2,14,NA,NA,0,0,6.9,NA,NA,FantasySharks,14075,@NYJ,0.2,0,0,0,0,0,0.4,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foreman, D'Onta",RB,CHI,NA,11,45,NA,0.3,0.8,0.5,3,NA,NA,0,0,6.7,NA,NA,FantasySharks,13134,GBP,0.3,0,0,0,0,0,0.1,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,11.1,45,NA,0.2,2.4,1.7,12,NA,NA,0,0,6.6,NA,NA,FantasySharks,14823,@NYG,0.2,0,0,0,0,0,0.4,0.1,0,10,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,8,34,NA,0.1,3.6,3.2,25,NA,NA,0.1,0.1,6.4,NA,NA,FantasySharks,16169,LAR,0.1,0,0,0,0,0,0.3,0.1,0.1,16,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,7.7,35,NA,0.2,1.7,1.3,14,NA,NA,0.1,0,6.3,NA,NA,FantasySharks,15261,@ATL,0.1,0.1,0,0,0,0,0.1,0.1,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Zamir",RB,LVR,NA,4.8,24,NA,0.1,3.6,3,24,NA,NA,0.1,0,5.9,NA,NA,FantasySharks,15714,@DEN,0.1,0,0,0,0,0,0.7,0.1,0.1,55,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,HOU,NA,6.8,31,NA,0.2,2.5,1.7,11,NA,NA,0,0.1,5.5,NA,NA,FantasySharks,14080,@BAL,0.2,0,0,0.1,0,0,0.3,0.1,0,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,IND,NA,8.1,38,NA,0.2,1.5,1.2,6,NA,NA,0,0.1,5.2,NA,NA,FantasySharks,14798,JAC,0.1,0.1,0,0,0,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,DEN,NA,6.4,26,NA,0.1,2.9,2.1,15,NA,NA,0,0,5.1,NA,NA,FantasySharks,13133,LVR,0.1,0,0,0,0,0,0.3,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds, Chase",RB,TBB,NA,6.4,24,NA,0.1,2.8,2.1,13,NA,NA,0.1,0,4.9,NA,NA,FantasySharks,13726,@MIN,0.1,0,0,0,0,0,0.5,0.1,0,6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,ATL,NA,5.9,27,NA,0.3,1.3,0.9,5,NA,NA,0,0.1,4.7,NA,NA,FantasySharks,11225,CAR,0.2,0.1,0,0,0,0,0.2,0,0,18,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Gus",RB,BAL,NA,7.4,39,NA,0.1,0.7,0.5,2,NA,NA,0,0,4.6,NA,NA,FantasySharks,13850,HOU,0.1,0,0,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Latavius",RB,BUF,NA,6.2,25,NA,0.1,1.9,1.3,6,NA,NA,0,0,4.3,NA,NA,FantasySharks,11390,@NYJ,0.1,0,0,0,0,0,0.2,0,0,8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, Michael",RB,NYJ,NA,5.6,21,NA,0.1,2.9,2,14,NA,NA,0,0.1,4,NA,NA,FantasySharks,15258,BUF,0.1,0,0,0,0,0,0.4,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards-Helaire, Clyde",RB,KCC,NA,4,16,NA,0.1,1.4,1,8,NA,NA,0.1,0,3.9,NA,NA,FantasySharks,14803,DET,0.1,0,0,0,0,0,0.3,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,5.9,24,NA,0.1,1.9,1.4,9,NA,NA,0,0,3.9,NA,NA,FantasySharks,15713,CIN,0.1,0,0,0,0,0,0.3,0,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,4.2,20,NA,0.1,1.8,1.4,11,NA,NA,0,0,3.6,NA,NA,FantasySharks,15742,SFO,0.1,0,0,0,0,0,0.3,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, Devon",RB,MIA,NA,5.7,23,NA,0.1,1.4,0.8,5,NA,NA,0,0.1,3.5,NA,NA,FantasySharks,16167,@LAC,0.1,0,0,0,0,0,0.3,0,0,9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,4.1,16,NA,0.1,2.3,1.8,12,NA,NA,0,0,3.4,NA,NA,FantasySharks,14076,@CLE,0.1,0,0,0,0,0,0.3,0.1,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Joshua",RB,LAC,NA,4.7,19,NA,0.1,1.6,1,7,NA,NA,0,0,3.1,NA,NA,FantasySharks,14807,MIA,0.1,0,0,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,2.8,11,NA,0.2,1.1,1,8,NA,NA,0,0,3,NA,NA,FantasySharks,15723,TBB,0.1,0,0,0,0,0,0.2,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spears, Tyjae",RB,TEN,NA,3.2,14,NA,0,1.7,1.5,10,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,16165,@NOS,0,0,0,0,0,0,0.3,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breida, Matt",RB,NYG,NA,3.4,14,NA,0.1,1.7,1.3,8,NA,NA,0,0,2.8,NA,NA,FantasySharks,13378,DAL,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,JAC,NA,2.2,13,NA,0.2,1.2,0.9,4,NA,NA,0,0,2.7,NA,NA,FantasySharks,14821,@IND,0.1,0,0,0,0,0.1,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Boston",RB,PHI,NA,3.2,13,NA,0.2,0.3,0.3,1,NA,NA,0,0,2.6,NA,NA,FantasySharks,13814,@NEP,0.1,0.1,0,0,0,0,0,0,0,27,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,4.4,17,NA,0,1.3,1,10,NA,NA,0,0.1,2.6,NA,NA,FantasySharks,14727,@KCC,0,0,0,0,0,0,0.1,0,0,18,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,2.1,8,NA,0.2,0.7,0.5,5,NA,NA,0,0,2.4,NA,NA,FantasySharks,15973,@ATL,0.2,0,0,0,0,0,0,0,0,17,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Ke'Shawn",RB,TBB,NA,3,12,NA,0.1,0.9,0.6,4,NA,NA,0,0,2.3,NA,NA,FantasySharks,14810,@MIN,0.1,0,0,0,0,0.1,0.1,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,4.2,16,NA,0,1.1,0.8,6,NA,NA,0,0,2.2,NA,NA,FantasySharks,15710,@SEA,0,0,0,0,0,0,0.1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,3.6,11,NA,0.1,2.2,1.5,7,NA,NA,0,0,2.2,NA,NA,FantasySharks,13148,@BAL,0.1,0,0,0,0,0,0.2,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,SEA,NA,2.7,13,NA,0,1.3,1.1,8,NA,NA,0,0,2.2,NA,NA,FantasySharks,14815,LAR,0,0,0,0,0,0,0.1,0,0,28,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,3.7,20,NA,0,0.2,0.2,1,NA,NA,0,0,2.1,NA,NA,FantasySharks,15972,@PIT,0,0,0,0,0,0,0.1,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,3,13,NA,0.1,1.3,0.8,5,NA,NA,0,0,2,NA,NA,FantasySharks,16164,@IND,0,0,0,0,0,0,0.1,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingram, Keaontay",RB,ARI,NA,3,11,NA,0,0.9,0.7,4,NA,NA,0,0,1.7,NA,NA,FantasySharks,15734,@WAS,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,2.9,15,NA,0,0.9,0.7,4,NA,NA,0,0.1,1.7,NA,NA,FantasySharks,14086,HOU,0,0,0,0,0,0,0.1,0,0,16,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ahmed, Salvon",RB,MIA,NA,2.4,9,NA,0.1,0.9,0.5,4,NA,NA,0,0,1.5,NA,NA,FantasySharks,14811,@LAC,0,0.1,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.4,2,NA,0,1.4,1.1,12,NA,NA,0,0,1.5,NA,NA,FantasySharks,11367,@PIT,0,0,0,0,0,0,0.1,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,0.7,3,NA,0,1.8,1.3,9,NA,NA,0,0,1.5,NA,NA,FantasySharks,12155,@DEN,0,0,0,0,0,0,0.4,0,0,29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Kendre",RB,NOS,NA,3.3,9,NA,0,1,0.8,6,NA,NA,0,0.1,1.4,NA,NA,FantasySharks,16171,TEN,0,0,0,0,0,0,0.2,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodriguez, Chris",RB,WAS,NA,3.3,13,NA,0,0.7,0.3,1,NA,NA,0,0,1.3,NA,NA,FantasySharks,16174,ARI,0,0,0,0,0,0,0.1,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homer, Travis",RB,CHI,NA,1.2,4,NA,0,1,0.7,7,NA,NA,0,0,1.3,NA,NA,FantasySharks,14083,GBP,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McFarland, Anthony",RB,PIT,NA,1.4,4,NA,0.1,0.4,0.4,2,NA,NA,0,0,1.3,NA,NA,FantasySharks,14804,SFO,0.1,0,0,0,0,0,0.1,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, Ty",RB,NEP,NA,1.6,5,NA,0,1.3,0.8,4,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,12261,PHI,0,0,0,0,0,0,0.1,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolden, Brandon",RB,LVR,NA,1.4,5,NA,0,1.2,0.9,6,NA,NA,0,0,1.2,NA,NA,FantasySharks,10932,@DEN,0,0,0,0,0,0,0.1,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penny, Rashaad",RB,PHI,NA,2.1,9,NA,0,0.3,0.2,1,NA,NA,0,0,1.1,NA,NA,FantasySharks,13608,@NEP,0,0,0,0,0,0,0,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
