player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
"Ekeler, Austin",RB,LAC,NA,13.2,51,NA,0.6,6.3,4.4,35,NA,NA,0.2,0.2,12.6,NA,NA,FantasySharks,13404,@LVR,0.4,0.1,0,0,0,0,1,0.1,0.1,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,14.9,57,NA,0.3,4.4,3.9,31,NA,NA,0.2,0.1,11.7,NA,NA,FantasySharks,15721,@GBP,0.3,0,0,0,0,0,0.5,0.1,0.1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,PHI,NA,15.3,68,NA,0.4,4.6,3.2,21,NA,NA,0.1,0.1,11.7,NA,NA,FantasySharks,14797,@SEA,0.4,0,0,0,0,0,0.5,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,13.6,55,NA,0.5,3.5,2.6,23,NA,NA,0.1,0.1,11.3,NA,NA,FantasySharks,15253,BAL,0.4,0.1,0.1,0,0,0,0.2,0.1,0.1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,IND,NA,15.1,62,NA,0.5,3,2.2,14,NA,NA,0.1,0,11.3,NA,NA,FantasySharks,14798,PIT,0.4,0.1,0,0,0,0.1,0.5,0.1,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,12.7,58,NA,0.4,4.3,2.6,21,NA,NA,0.2,0.1,11.1,NA,NA,FantasySharks,16161,@CAR,0.2,0.1,0,0,0,0,0.5,0.1,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,DAL,NA,13.6,58,NA,0.5,4.3,3.4,21,NA,NA,0,0.1,11.1,NA,NA,FantasySharks,14085,@BUF,0.3,0.1,0.1,0,0,0,0.8,0.1,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker III, Kenneth",RB,SEA,NA,14.6,61,NA,0.5,2.6,1.9,17,NA,NA,0.1,0,11.1,NA,NA,FantasySharks,15711,PHI,0.3,0.1,0,0,0,0.1,0.2,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,11.9,59,NA,0.6,2.2,1.5,12,NA,NA,0,0.1,10.8,NA,NA,FantasySharks,14071,DEN,0.5,0,0,0,0,0.1,0.1,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,CIN,NA,13.1,50,NA,0.5,3.8,3.1,24,NA,NA,0.1,0,10.8,NA,NA,FantasySharks,13131,MIN,0.4,0,0,0,0,0,0.7,0.1,0.1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,15.6,63,NA,0.4,3.3,2.4,14,NA,NA,0.1,0.1,10.4,NA,NA,FantasySharks,15254,@IND,0.3,0.1,0,0,0,0,0.3,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Gus",RB,BAL,NA,11.1,48,NA,0.8,1,0.8,9,NA,NA,0,0,10.3,NA,NA,FantasySharks,13850,@JAC,0.8,0,0,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,10.5,43,NA,0.2,4.9,3.8,33,NA,NA,0.2,0,10.2,NA,NA,FantasySharks,15708,@MIA,0.1,0,0,0,0,0.1,0.5,0.1,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,13.1,57,NA,0.3,4.8,3.7,23,NA,NA,0.1,0.1,10.1,NA,NA,FantasySharks,15259,KCC,0.2,0,0,0.1,0,0.1,0.5,0.1,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,12.5,56,NA,0.3,3.8,2.6,17,NA,NA,0.2,0,10.1,NA,NA,FantasySharks,15713,CHI,0.2,0,0,0,0,0.1,0.2,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,11.2,55,NA,0.1,3.1,2.7,26,NA,NA,0.2,0.1,9.9,NA,NA,FantasySharks,15715,DAL,0.1,0,0,0,0,0,0.3,0.1,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, De'Von",RB,MIA,NA,7.7,46,NA,0.5,3.4,2.3,15,NA,NA,0.1,0.1,9.5,NA,NA,FantasySharks,16167,NYJ,0.3,0.1,0,0,0,0.1,0.6,0.1,0,4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,12.5,56,NA,0.4,2.7,2,10,NA,NA,0,0,9.1,NA,NA,FantasySharks,13146,SFO,0.4,0,0,0,0,0,0.3,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacheco, Isiah",RB,KCC,NA,11.1,52,NA,0.4,2.3,1.9,13,NA,NA,0,0.1,9.1,NA,NA,FantasySharks,15749,@NEP,0.4,0,0,0,0,0,0.3,0.1,0,5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,13.7,55,NA,0.1,3.5,2.7,17,NA,NA,0.2,0,8.9,NA,NA,FantasySharks,15256,@DET,0.1,0,0,0,0,0,0.3,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,11.6,48,NA,0.2,2.3,1.8,18,NA,NA,0.1,0.1,8.8,NA,NA,FantasySharks,15716,@LAR,0.2,0.1,0,0,0,0,0.2,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,13.2,52,NA,0.3,2.8,2.2,16,NA,NA,0,0,8.6,NA,NA,FantasySharks,15261,ATL,0.3,0,0,0,0,0,0.1,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,15.7,56,NA,0.3,2.2,1.6,10,NA,NA,0,0.1,8.5,NA,NA,FantasySharks,15717,@TEN,0.2,0.1,0,0,0,0,0.2,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,NEP,NA,12.1,44,NA,0.3,3.2,2.5,19,NA,NA,0.1,0,8.4,NA,NA,FantasySharks,12625,KCC,0.2,0,0,0,0,0,0.2,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,11.3,51,NA,0.2,2.3,1.6,12,NA,NA,0.1,0.1,8.3,NA,NA,FantasySharks,15271,@CLE,0.1,0.1,0,0,0,0,0.3,0.1,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,8.8,49,NA,0.2,3.7,2.9,19,NA,NA,0,0.1,8.1,NA,NA,FantasySharks,15742,@IND,0.1,0.1,0,0,0,0.1,0.3,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,MIN,NA,11.9,49,NA,0.1,2.9,1.7,12,NA,NA,0.2,0.1,7.6,NA,NA,FantasySharks,14223,@CIN,0.1,0,0,0,0,0,0.7,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon, AJ",RB,GBP,NA,12,42,NA,0.2,2.5,2.1,19,NA,NA,0,0.1,7.5,NA,NA,FantasySharks,14805,TBB,0.2,0,0,0,0,0,0.2,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hunt, Kareem",RB,CLE,NA,9.7,34,NA,0.5,1.9,1.4,8,NA,NA,0,0,7.2,NA,NA,FantasySharks,13138,CHI,0.4,0.1,0,0,0,0,0.4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,HOU,NA,10.1,43,NA,0.3,2.2,1.5,10,NA,NA,0,0,6.8,NA,NA,FantasySharks,14080,@TEN,0.2,0.1,0,0,0,0,0.3,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,11.8,48,NA,0.2,1.2,0.9,7,NA,NA,0,0,6.8,NA,NA,FantasySharks,15712,@CAR,0.2,0,0,0,0,0,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foreman, D'Onta",RB,CHI,NA,10.9,44,NA,0.2,1.4,1,6,NA,NA,0,0,6.6,NA,NA,FantasySharks,13134,@CLE,0.2,0,0,0,0,0,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,WAS,NA,5.7,23,NA,0,3.7,2.9,23,NA,NA,0.1,0.1,5.6,NA,NA,FantasySharks,14852,@LAR,0,0,0,0,0,0,0.3,0.1,0.1,28,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Keaton",RB,BAL,NA,5.6,33,NA,0.2,1.4,1,11,NA,NA,0,0.1,5.5,NA,NA,FantasySharks,16178,@JAC,0,0,0,0.1,0.1,0,0.2,0.1,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,8.7,33,NA,0.3,1.2,1,5,NA,NA,0,0.1,5.3,NA,NA,FantasySharks,13139,NYG,0.3,0,0,0,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freeman, Royce",RB,LAR,NA,9.3,40,NA,0.2,0.6,0.4,2,NA,NA,0,0,5.1,NA,NA,FantasySharks,13617,WAS,0,0,0.2,0,0,0,0.1,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,6.6,27,NA,0.2,1.2,1,6,NA,NA,0.1,0,5.1,NA,NA,FantasySharks,14823,@BUF,0.2,0,0,0,0,0,0.3,0,0,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,5.4,23,NA,0.2,2.6,2.1,14,NA,NA,0,0,5,NA,NA,FantasySharks,15255,@SEA,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spears, Tyjae",RB,TEN,NA,5.1,25,NA,0.1,3.5,2.6,19,NA,NA,0,0,4.9,NA,NA,FantasySharks,16165,HOU,0,0.1,0,0,0,0,0.3,0.1,0,19,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,7.3,31,NA,0.1,2.4,2,12,NA,NA,0,0,4.8,NA,NA,FantasySharks,16169,PHI,0.1,0,0,0,0,0,0.1,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,9.3,36,NA,0.1,2.3,1.5,9,NA,NA,0,0.1,4.8,NA,NA,FantasySharks,14079,ATL,0.1,0,0,0,0,0,0.1,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Latavius",RB,BUF,NA,5.7,24,NA,0.2,1.8,1.2,8,NA,NA,0,0,4.3,NA,NA,FantasySharks,11390,DAL,0.2,0,0,0,0,0,0.2,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,DEN,NA,3,15,NA,0.1,3.2,2.6,22,NA,NA,0,0.1,4.3,NA,NA,FantasySharks,13133,@DET,0.1,0,0,0,0,0,0.2,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Elijah",RB,SFO,NA,6.1,28,NA,0.2,0.8,0.6,2,NA,NA,0,0,4.2,NA,NA,FantasySharks,15263,@ARI,0.2,0,0,0,0,0,0.2,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,4.8,22,NA,0.1,2.3,1.9,9,NA,NA,0.1,0,3.9,NA,NA,FantasySharks,16390,@DET,0.1,0,0,0,0,0,0.3,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Jeffery",RB,MIA,NA,4.8,21,NA,0.1,2,1.5,11,NA,NA,0,0,3.8,NA,NA,FantasySharks,14017,NYJ,0.1,0,0,0,0,0,0.2,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyte, Kerrith",RB,GBP,NA,5.6,27,NA,0,2,1.2,8,NA,NA,0,0,3.7,NA,NA,FantasySharks,14289,TBB,0,0,0,0,0,0,0.3,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,6.5,22,NA,0.1,2.2,1.7,8,NA,NA,0,0,3.7,NA,NA,FantasySharks,15723,@CIN,0.1,0,0,0,0,0,0.3,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,5.2,24,NA,0.1,1.7,1.2,7,NA,NA,0,0.1,3.7,NA,NA,FantasySharks,14086,@JAC,0.1,0.1,0,0,0,0,0.1,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,4.6,23,NA,0.2,0.3,0.1,1,NA,NA,0,0,3.6,NA,NA,FantasySharks,15972,@ARI,0.1,0,0.1,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Joshua",RB,LAC,NA,6.4,25,NA,0.1,1.3,0.8,4,NA,NA,0,0,3.6,NA,NA,FantasySharks,14807,@LVR,0.1,0,0,0,0.1,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards-Helaire, Clyde",RB,KCC,NA,4.9,19,NA,0.1,1.6,1.1,10,NA,NA,0,0,3.4,NA,NA,FantasySharks,14803,@NEP,0.1,0,0,0,0,0,0.2,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivers, Ronnie",RB,LAR,NA,5.4,23,NA,0.1,0.6,0.4,3,NA,NA,0,0,3.4,NA,NA,FantasySharks,15726,WAS,0.1,0,0.1,0,0,0,0.1,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,5.5,23,NA,0,1.6,1.2,8,NA,NA,0,0,3.1,NA,NA,FantasySharks,15257,PIT,0,0,0,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKinnon, Jerick",RB,KCC,NA,2.5,8,NA,0.1,2,1.4,10,NA,NA,0.1,0,3.1,NA,NA,FantasySharks,11761,@NEP,0.1,0,0,0,0,0,0.3,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,ATL,NA,4.7,19,NA,0.1,1.2,0.8,4,NA,NA,0,0,2.9,NA,NA,FantasySharks,11225,@CAR,0.1,0,0,0,0,0,0.1,0,0,18,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, Dalvin",RB,NYJ,NA,6,20,NA,0,1.8,1.2,6,NA,NA,0,0.2,2.7,NA,NA,FantasySharks,13128,@MIA,0,0,0,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fournette, Leonard",RB,BUF,NA,3.5,12,NA,0.1,2,1.7,10,NA,NA,0,0,2.6,NA,NA,FantasySharks,13129,DAL,0.1,0,0,0,0,0,0.2,0,0,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Kendre",RB,NOS,NA,4.9,15,NA,0,1.3,1.1,10,NA,NA,0,0,2.5,NA,NA,FantasySharks,16171,NYG,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,2.1,10,NA,0,0.6,0.6,9,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,16181,MIN,0,0,0,0,0,0,0.1,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Boston",RB,PHI,NA,2.9,12,NA,0.1,0.6,0.5,5,NA,NA,0,0,2.4,NA,NA,FantasySharks,13814,@SEA,0.1,0,0,0,0,0,0,0,0,23,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,3.5,13,NA,0.1,0.8,0.7,6,NA,NA,0,0,2.4,NA,NA,FantasySharks,14727,DEN,0.1,0,0,0,0,0,0,0,0,13,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Damien",RB,BUF,NA,3.4,14,NA,0.1,1,0.7,6,NA,NA,0,0.1,2.4,NA,NA,FantasySharks,14075,DAL,0.1,0,0,0,0,0,0.1,0,0,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demercado, Emari",RB,ARI,NA,4.2,16,NA,0,1.1,1,6,NA,NA,0,0,2.3,NA,NA,FantasySharks,16385,SFO,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breida, Matt",RB,NYG,NA,3.6,12,NA,0.1,1.3,1,6,NA,NA,0,0,2.3,NA,NA,FantasySharks,13378,@NOS,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Roschon",RB,CHI,NA,3.1,13,NA,0.1,1.7,1.2,6,NA,NA,0,0,2.2,NA,NA,FantasySharks,16175,@CLE,0.1,0,0,0,0,0,0.2,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strong Jr., Pierre",RB,CLE,NA,3.1,14,NA,0.1,0.4,0.4,4,NA,NA,0,0,2.2,NA,NA,FantasySharks,15733,CHI,0.1,0,0,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds, Chase",RB,TBB,NA,4.4,15,NA,0,1.5,1.1,6,NA,NA,0,0,2.1,NA,NA,FantasySharks,13726,@GBP,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,1.4,5,NA,0,0.9,0.7,7,NA,NA,0.1,0,2,NA,NA,FantasySharks,11367,@ARI,0,0,0,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,2.9,11,NA,0,0.9,0.7,4,NA,NA,0,0,1.9,NA,NA,FantasySharks,14095,DAL,0,0,0,0,0,0,0.2,0,0,14,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodriguez, Chris",RB,WAS,NA,3.8,19,NA,0,0.3,0.2,1,NA,NA,0,0.1,1.7,NA,NA,FantasySharks,16174,@LAR,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.5,1,NA,0.3,0,0,0,NA,NA,0,0,1.7,NA,NA,FantasySharks,16391,@BUF,0.3,0,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,3.3,10,NA,0.1,0.8,0.4,3,NA,NA,0,0.1,1.6,NA,NA,FantasySharks,16164,BAL,0.1,0,0,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,GBP,NA,2.2,11,NA,0,1,0.6,5,NA,NA,0,0,1.6,NA,NA,FantasySharks,14817,TBB,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,1.4,5,NA,0.1,0.8,0.7,5,NA,NA,0,0,1.5,NA,NA,FantasySharks,15973,ATL,0.1,0,0,0,0,0,0,0,0,28,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,2.9,9,NA,0,1.1,0.8,4,NA,NA,0,0,1.5,NA,NA,FantasySharks,13148,@TEN,0,0,0,0,0,0,0.1,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clement, Corey",RB,ARI,NA,1.3,5,NA,0.1,0.5,0.3,4,NA,NA,0,0,1.3,NA,NA,FantasySharks,13136,SFO,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ham, C.J.",RB,MIN,NA,0.3,1,NA,0.1,1.3,1,5,NA,NA,0,0,1.3,NA,NA,FantasySharks,12923,@CIN,0.1,0,0,0,0,0,0.1,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Zamir",RB,LVR,NA,1.9,6,NA,0,1,0.9,6,NA,NA,0,0,1.2,NA,NA,FantasySharks,15714,LAC,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,1.6,4,NA,0,0.7,0.5,7,NA,NA,0,0,1.2,NA,NA,FantasySharks,14331,BAL,0,0,0,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,0.6,4,NA,0,1.6,1.2,8,NA,NA,0,0,1.2,NA,NA,FantasySharks,12155,LAC,0,0,0,0,0,0,0.2,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gordon, Melvin",RB,BAL,NA,1.4,5,NA,0,0.8,0.5,6,NA,NA,0,0,1.1,NA,NA,FantasySharks,12151,@JAC,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, Michael",RB,ARI,NA,1.4,4,NA,0,1.8,1.4,6,NA,NA,0,0,1,NA,NA,FantasySharks,15258,SFO,0,0,0,0,0,0,0.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
