player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Rashod Bateman,WR,BAL,NA,NA,2,30,NA,NA,0.1,0,0,NA,0,NA,3.6,NA,17509,FFToday,15293,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,NA,2,23,NA,NA,0.2,0,0,NA,0,NA,3.5,NA,16125,FFToday,13638,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,ATL,NA,NA,2,23,NA,NA,0.1,0,0,NA,0,NA,2.9,NA,15900,FFToday,13289,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,NA,2,22,NA,NA,0.1,0,0,NA,0,NA,2.8,NA,15804,FFToday,13308,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,NA,2,22,NA,NA,0.1,0,0,NA,0,NA,2.8,NA,15663,FFToday,12773,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,2,22,NA,NA,0.1,0,0,NA,0,NA,2.8,NA,18656,FFToday,16185,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,BUF,NA,NA,1,11,NA,NA,0.1,1,8,NA,0,NA,2.5,NA,16793,FFToday,14558,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,NA,0,0,NA,NA,0,4,18,NA,0.1,NA,2.4,NA,17204,FFToday,14838,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,1,18,NA,NA,0.1,0,0,NA,0,NA,2.4,NA,18242,FFToday,15756,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Johnson,WR,DEN,NA,NA,2,17,NA,NA,0.1,0,0,NA,0,NA,2.3,NA,18361,FFToday,15987,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,NA,1,17,NA,NA,0.1,0,0,NA,0,NA,2.3,NA,18613,FFToday,16199,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,1,15,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,17109,FFToday,14849,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,1,15,NA,NA,0.1,0,0,NA,0,NA,2.1,NA,18551,FFToday,16183,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,NA,1,14,NA,NA,0.1,0,0,NA,0,NA,2,NA,15101,FFToday,12181,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,NYG,NA,NA,1,14,NA,NA,0.1,0,0,NA,0,NA,2,NA,16538,FFToday,14112,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,1,14,NA,NA,0.1,0,0,NA,0,NA,2,NA,17126,FFToday,14860,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,NA,1,17,NA,NA,0,0,0,NA,0,NA,1.7,NA,11918,FFToday,10308,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,NA,1,11,NA,NA,0.1,0,0,NA,0,NA,1.7,NA,17397,FFToday,14551,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1,10,NA,NA,0.1,0,0,NA,0,NA,1.6,NA,14879,FFToday,13066,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,1,15,NA,NA,0,0,0,NA,0,NA,1.5,NA,16682,FFToday,14123,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,NA,1,10,NA,NA,0,0,0,NA,0,NA,1,NA,18502,FFToday,16204,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,1,8,NA,NA,0,0,0,NA,0,NA,0.8,NA,18200,FFToday,15761,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,DET,NA,NA,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,12440,FFToday,10738,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,6.7,6.7,100.7,NA,NA,1,0.2,1.8,NA,0,0,16.25,NA,12197,FleaFlicker,12801,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR1,1,102.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,7,7,85.6,NA,NA,1,0.4,5.3,NA,0.1,0,15.55,NA,12970,FleaFlicker,13164,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR12,1.1,91,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,7.5,7.5,93.2,NA,NA,1,0.1,0.5,NA,0,0.1,15.27,NA,16250,FleaFlicker,15281,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR4,1,93.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,6.4,6.4,88.1,NA,NA,1,0,0,NA,0,0,14.75,NA,10295,FleaFlicker,11675,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR5,1,88.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,6.7,6.7,85.7,NA,NA,1,0,0.1,NA,0,0,14.5,NA,11329,FleaFlicker,12186,NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR2,1,85.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.6,5.6,84,NA,NA,0.5,0,0,NA,0,0,11.16,NA,14694,FleaFlicker,14104,@NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR3,0.5,84,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,6.8,6.8,83.2,NA,NA,0.5,0.1,0.8,NA,0,0,11.14,NA,9380,FleaFlicker,11222,DALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR6,0.5,84,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,6.2,6.2,77,NA,NA,0.5,0.2,1.9,NA,0,0,10.75,NA,17779,FleaFlicker,16211,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR9,0.5,78.8,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,5.3,5.3,75,NA,NA,0.5,0,0,NA,0,0,10.32,NA,10252,FleaFlicker,11671,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR22,0.5,75.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5.3,5.3,74.4,NA,NA,0.5,0,0,NA,0,0.1,10.28,NA,13764,FleaFlicker,13635,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR15,0.5,74.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,5.7,5.7,74.1,NA,NA,0.4,0.3,1.9,NA,0,0,10.24,NA,15523,FleaFlicker,14832,@LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR14,0.5,76,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.5,6.5,75.4,NA,NA,0.4,0.4,2.5,NA,0,0,10.07,NA,16373,FleaFlicker,15287,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR7,0.4,77.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,5.1,5.1,67.8,NA,NA,0.5,0.2,1.3,NA,0,0,9.81,NA,13776,FleaFlicker,13629,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR18,0.5,69.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,4.7,4.7,68,NA,NA,0.4,0.1,1.5,NA,0,0,9.54,NA,16236,FleaFlicker,15284,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR13,0.4,69.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.3,4.3,58.2,NA,NA,0.2,3.1,16.1,NA,0.1,0.1,9.47,NA,14702,FleaFlicker,14136,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR17,0.4,74.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,6,6,68.9,NA,NA,0.4,0.2,1.2,NA,0,0,9.29,NA,13806,FleaFlicker,13633,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR28,0.4,70,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,5.6,5.6,71.8,NA,NA,0.3,0,0,NA,0,0,9.2,NA,9311,FleaFlicker,11232,BALSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR33,0.3,71.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,5.4,5.4,67.9,NA,NA,0.4,0,0,NA,0,0,9.19,NA,14706,FleaFlicker,14102,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR10,0.4,68,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,4.8,4.8,68,NA,NA,0.4,0,0,NA,0,0,9.1,NA,16281,FleaFlicker,15290,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR26,0.4,68,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,6.1,6.1,67.9,NA,NA,0.4,0.1,0.6,NA,0,0,9.01,NA,9891,FleaFlicker,11938,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR37,0.4,68.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,4.9,4.9,63.7,NA,NA,0.4,0,0,NA,0,0,8.95,NA,17613,FleaFlicker,16186,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR31,0.4,63.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,4.9,4.9,68.3,NA,NA,0.3,0,0,NA,0,0,8.87,NA,16824,FleaFlicker,15754,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR11,0.3,68.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,5.2,5.2,61.4,NA,NA,0.3,0.8,4.2,NA,0,0,8.66,NA,17595,FleaFlicker,16190,@TENSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR23,0.4,65.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,4.9,4.9,63.6,NA,NA,0.4,0,0.1,NA,0,0,8.59,NA,16798,FleaFlicker,15753,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR27,0.4,63.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,5.5,5.5,64.4,NA,NA,0.4,0,0.4,NA,0,0,8.58,NA,14949,FleaFlicker,14127,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR41,0.4,64.8,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,5.3,5.3,63.3,NA,NA,0.4,0,0.2,NA,0,0,8.57,NA,14661,FleaFlicker,14105,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR38,0.4,63.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.8,4.8,66.1,NA,NA,0.3,0,0,NA,0,0.1,8.55,NA,15531,FleaFlicker,14840,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR8,0.3,66.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,5,5,63.9,NA,NA,0.4,0,0.1,NA,0,0,8.54,NA,16253,FleaFlicker,15282,@NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR16,0.4,63.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4.7,4.7,59.8,NA,NA,0.4,0,0,NA,0,0,8.34,NA,15585,FleaFlicker,14835,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR30,0.4,59.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,3.5,3.5,56.6,NA,NA,0.4,0.1,0.6,NA,0,0,8.32,NA,15627,FleaFlicker,14845,NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR34,0.4,57.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.5,4.5,64.4,NA,NA,0.3,0,0.1,NA,0,0,8.27,NA,14746,FleaFlicker,14109,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR35,0.3,64.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.5,5.5,62.4,NA,NA,0.3,0.1,0.6,NA,0,0,8.22,NA,12926,FleaFlicker,13163,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR36,0.3,63,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.7,5.7,65.3,NA,NA,0.3,0,0.3,NA,0,0,8.16,NA,15603,FleaFlicker,14842,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR25,0.3,65.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,5,5,61,NA,NA,0.3,0,0,NA,0,0,8.08,NA,11242,FleaFlicker,12187,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR29,0.3,61.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,4.6,4.6,62.7,NA,NA,0.3,0,0.1,NA,0,0,8.02,NA,15544,FleaFlicker,14833,@KCL 8-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR32,0.3,62.8,89%,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,4.1,4.1,54.1,NA,NA,0.4,0,0,NA,0,0,7.51,NA,15695,FleaFlicker,14977,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR65,0.4,54.1,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.8,4.8,59.1,NA,NA,0.2,0,0,NA,0,0,7.27,NA,11177,FleaFlicker,12175,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR19,0.2,59.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,4.8,4.8,56.7,NA,NA,0.3,0,0,NA,0,0,7.17,NA,12096,FleaFlicker,12652,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR54,0.3,56.7,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.2,4.2,52.6,NA,NA,0.3,0,0,NA,0,0,7.12,NA,13795,FleaFlicker,13630,@KCL 8-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR44,0.3,52.6,86%,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,3.4,3.4,44,NA,NA,0.3,0.5,4,NA,0.1,0,6.92,NA,16326,FleaFlicker,15301,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR43,0.4,48,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,3.7,3.7,48.7,NA,NA,0.3,0,0,NA,0,0,6.75,NA,16823,FleaFlicker,15751,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR40,0.3,48.7,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,4.2,4.2,52.3,NA,NA,0.2,0,0.2,NA,0,0,6.57,NA,17622,FleaFlicker,16187,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR58,0.2,52.5,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,3.8,3.8,49.9,NA,NA,0.3,0,0.3,NA,0,0,6.55,NA,13364,FleaFlicker,13418,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR64,0.3,50.3,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,4,4,49.2,NA,NA,0.3,0,0.1,NA,0,0,6.49,NA,16292,FleaFlicker,15319,DALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR50,0.3,49.3,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,3.6,3.6,42.8,NA,NA,0.3,0.3,1.7,NA,0,0,6.03,NA,10242,FleaFlicker,11674,@LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR59,0.3,44.4,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,4.1,4.1,45.5,NA,NA,0.2,0,0.1,NA,0,0,5.9,NA,9338,FleaFlicker,11228,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR68,0.2,45.5,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,CAR,NA,2.9,2.9,44.3,NA,NA,0.2,0,0,NA,0,0,5.85,NA,13790,FleaFlicker,13668,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR55,0.2,44.4,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,3.2,3.2,41.9,NA,NA,0.3,0,0,NA,0,0,5.83,NA,13788,FleaFlicker,13646,@LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR75,0.3,41.9,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.4,3.4,45,NA,NA,0.2,0,0.1,NA,0,0,5.79,NA,16821,FleaFlicker,15755,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR52,0.2,45.1,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,4.1,4.1,43.1,NA,NA,0.2,0,0,NA,0,0,5.71,NA,12051,FleaFlicker,12650,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR62,0.2,43.1,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,3.5,3.5,43.8,NA,NA,0.2,0,0.7,NA,0,0,5.67,NA,17656,FleaFlicker,16197,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR67,0.2,44.5,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,3.3,3.3,43.1,NA,NA,0.2,0,0,NA,0,0,5.66,NA,11170,FleaFlicker,12176,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR78,0.2,43.2,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,3.1,3.1,36.3,NA,NA,0.3,0.1,0.8,NA,0,0,5.65,NA,17633,FleaFlicker,16194,DENW 19-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR57,0.3,37,52%,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,3.2,3.2,41.9,NA,NA,0.2,0,0.2,NA,0,0,5.63,NA,14059,FleaFlicker,13632,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR81,0.2,42,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,3.3,3.3,41.3,NA,NA,0.1,0.8,4.6,NA,0,0,5.61,NA,16265,FleaFlicker,15288,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR53,0.2,45.9,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,3.5,3.5,38.9,NA,NA,0.2,1.3,4.6,NA,0,0,5.51,NA,12930,FleaFlicker,13157,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR72,0.2,43.5,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
