team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
MIA,0.8,NA,2.8,NA,0.5,0.8,0.2,17.3,NA,NA,NA,325.3,NA,10.38,NA,FleaFlicker,0503,2344,Miami Dolphins,DST,CARSun 1:00 PM,10,NA,D/ST13,0,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,NA,2.9,NA,0.6,0.7,0.1,22.7,NA,NA,NA,349.2,NA,10.12,NA,FleaFlicker,0508,2358,Tennessee Titans,DST,BALSun 9:30 AM,7,NA,D/ST26,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.7,NA,2.5,NA,0.6,0.9,0.1,23.3,NA,NA,NA,364.6,NA,9.92,NA,FleaFlicker,0516,2336,Dallas Cowboys,DST,@LACMon 8:15 PM,7,NA,D/ST2,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,NA,2.6,NA,0.6,0.7,0.2,20.9,NA,NA,NA,323.4,NA,9.87,NA,FleaFlicker,0522,2338,Detroit Lions,DST,@TBSun 4:25 PM,9,NA,D/ST15,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,NA,2.6,NA,0.5,0.8,0.2,20.7,NA,NA,NA,350.9,NA,9.84,NA,FleaFlicker,0506,2334,Cincinnati Bengals,DST,SEASun 1:00 PM,7,NA,D/ST10,0,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,2.5,NA,0.6,0.8,0.2,21.1,NA,NA,NA,342.4,NA,9.71,NA,FleaFlicker,0532,2340,Houston Texans,DST,NOSun 1:00 PM,7,NA,D/ST25,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.4,NA,0.7,1,0.1,23.8,NA,NA,NA,350.7,NA,9.67,NA,FleaFlicker,0502,2341,Indianapolis Colts,DST,@JACSun 1:00 PM,11,NA,D/ST21,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,NA,2.4,NA,0.5,0.8,0.1,24.7,NA,NA,NA,365.5,NA,9.57,NA,FleaFlicker,0514,2353,Los Angeles Chargers,DST,DALMon 8:15 PM,5,NA,D/ST22,0,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.6,NA,0.5,0.7,0.1,23.6,NA,NA,NA,334,NA,9.57,NA,FleaFlicker,0515,2354,Seattle Seahawks,DST,@CINSun 1:00 PM,5,NA,D/ST24,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,NA,2.6,NA,0.5,0.7,0.1,24,NA,NA,NA,358.2,NA,9.53,NA,FleaFlicker,0505,2349,New York Jets,DST,PHISun 4:25 PM,7,NA,D/ST4,0,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,NA,2.5,NA,0.6,0.7,0.1,23.7,NA,NA,NA,365.9,NA,9.5,NA,FleaFlicker,0521,2333,Chicago Bears,DST,MINSun 1:00 PM,13,NA,NA,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.6,NA,2.6,NA,0.5,0.8,0.1,22.4,NA,NA,NA,320.5,NA,9.5,NA,FleaFlicker,0520,2359,Washington Commanders,DST,@ATLSun 1:00 PM,14,NA,D/ST17,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.7,NA,2.3,NA,0.6,0.9,0.2,19.1,NA,NA,NA,347.4,NA,9.48,NA,FleaFlicker,0509,2342,Jacksonville Jaguars,DST,INDSun 1:00 PM,9,NA,D/ST14,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.9,NA,2.1,NA,0.6,0.8,0.1,20.4,NA,NA,NA,343,NA,9.09,NA,FleaFlicker,0504,2346,New England Patriots,DST,@LVSun 4:05 PM,11,NA,D/ST12,0,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,NA,2.3,NA,0.5,0.7,0.2,20.6,NA,NA,NA,316.9,NA,8.98,NA,FleaFlicker,0528,2356,Los Angeles Rams,DST,ARISun 4:25 PM,10,NA,D/ST23,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,NA,2.4,NA,0.5,0.6,0.1,26.1,NA,NA,NA,359.9,NA,8.97,NA,FleaFlicker,0519,2328,Arizona Cardinals,DST,@LARSun 4:25 PM,14,NA,D/ST27,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.7,NA,2.2,NA,0.6,0.8,0.1,22.6,NA,NA,NA,345,NA,8.93,NA,FleaFlicker,0525,2357,Tampa Bay Buccaneers,DST,DETSun 4:25 PM,5,NA,D/ST19,0,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.8,NA,2,NA,0.6,0.9,0.1,29.3,NA,NA,NA,389.9,NA,8.85,NA,FleaFlicker,0517,2348,New York Giants,DST,@BUFSun 8:20 PM,13,NA,D/ST31,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,2.3,NA,0.5,0.7,0.1,22.9,NA,NA,NA,364.5,NA,8.76,NA,FleaFlicker,0507,2335,Cleveland Browns,DST,SFSun 1:00 PM,5,NA,D/ST8,0,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.7,NA,2.3,NA,0.5,0.6,0.2,21.4,NA,NA,NA,334.9,NA,8.57,NA,FleaFlicker,0529,2347,New Orleans Saints,DST,@HOUSun 1:00 PM,11,NA,D/ST3,0,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,2.1,NA,0.6,0.6,0.1,29,NA,NA,NA,403.9,NA,8.46,NA,FleaFlicker,0527,2332,Carolina Panthers,DST,@MIASun 1:00 PM,7,NA,D/ST29,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.9,NA,2,NA,0.5,0.5,0.2,18.6,NA,NA,NA,326.2,NA,8.29,NA,FleaFlicker,0513,2350,Las Vegas Raiders,DST,NESun 4:05 PM,13,NA,D/ST30,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.6,NA,1.8,NA,0.6,0.7,0.1,29.7,NA,NA,NA,401,NA,7.7,NA,FleaFlicker,0511,2337,Denver Broncos,DST,@KCL 8-19,9,7.7,D/ST18,0,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.82,NA,2.8,NA,0.59,NA,0.25,13,NA,NA,NA,298.51,NA,10.41,NA,NumberFire,0530,san-francisco-dst,San Francisco D/ST,D,CLE,NA,NA,NA,NA,NA,3.74,17.08,#29,1,10.42,5000,2.08,10.42,4000,2.61,10.42,18,0.58,NA
BUF,0.62,NA,3,NA,0.45,NA,0.24,14,NA,NA,NA,305.95,NA,9.63,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,NYG,NA,NA,NA,NA,NA,3.11,16.15,#31,2,9.6,4700,2.04,9.6,3700,2.59,9.6,23,0.42,NA
ATL,0.75,NA,4.22,NA,0.54,NA,0.18,20.5,NA,NA,NA,321.12,NA,9.09,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,WSH,NA,NA,NA,NA,NA,2.68,15.5,#30,3,9.1,4100,2.22,9.1,3600,2.53,9.1,13,0.7,NA
MIA,0.75,NA,2.9,NA,0.46,NA,0.22,16.5,NA,NA,NA,314.2,NA,8.93,NA,NumberFire,0503,miami-dst,Miami D/ST,D,CAR,NA,NA,NA,NA,NA,2.55,15.31,#27,4,8.88,4800,1.85,8.88,3500,2.54,8.88,12,0.74,NA
MIN,0.58,NA,3.98,NA,0.59,NA,0.19,20.25,NA,NA,NA,305.52,NA,8.7,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,CHI,NA,NA,NA,NA,NA,2.37,15.03,#26,5,8.68,4000,2.17,8.68,3000,2.89,8.68,16,0.54,NA
PHI,0.74,NA,3,NA,0.53,NA,0.2,18,NA,NA,NA,302.24,NA,8.61,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,NYJ,NA,NA,NA,NA,NA,2.3,14.92,#25,6,8.59,4900,1.75,8.59,3800,2.26,8.59,20,0.43,NA
KC,0.54,NA,3.5,NA,0.54,NA,0.19,18.5,NA,NA,NA,320.22,NA,8.61,NA,NumberFire,0512,kansas-city-dst,Kansas City D/ST,D,DEN,NA,NA,NA,NA,NA,2.3,14.92,#20,6,8.59,4500,1.91,8.59,3300,2.6,8.59,15,0.57,NA
DET,0.9,NA,2.9,NA,0.63,NA,0.19,19.75,NA,NA,NA,323.78,NA,8.48,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,TB,NA,NA,NA,NA,NA,2.19,14.77,#14,8,8.51,4400,1.93,8.51,2700,3.15,8.51,17,0.5,NA
BAL,0.74,NA,2.88,NA,0.55,NA,0.2,18.5,NA,NA,NA,325.87,NA,8.38,NA,NumberFire,0531,baltimore-dst,Baltimore D/ST,D,TEN,NA,NA,NA,NA,NA,2.11,14.65,#11,9,8.37,4500,1.86,8.37,3600,2.33,8.37,18,0.47,NA
LA,0.8,NA,2.31,NA,0.58,NA,0.19,20.25,NA,NA,NA,310.44,NA,7.47,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,ARI,NA,NA,NA,NA,NA,1.39,13.55,#9,10,7.43,4100,1.81,7.43,3700,2.01,7.43,10,0.74,NA
JAC,0.62,NA,2.01,NA,0.69,NA,0.18,20,NA,NA,NA,343.57,NA,7.07,NA,NumberFire,0509,jacksonville-dst,Jacksonville D/ST,D,IND,NA,NA,NA,NA,NA,1.07,13.07,#13,11,7.11,4500,1.58,7.11,3400,2.09,7.11,18,0.4,NA
CIN,0.78,NA,2.48,NA,0.35,NA,0.18,20.75,NA,NA,NA,338.83,NA,6.96,NA,NumberFire,0506,cincinnati-dst,Cincinnati D/ST,D,SEA,NA,NA,NA,NA,NA,0.98,12.94,#17,12,6.97,4200,1.66,6.97,2900,2.4,6.97,12,0.58,NA
LV,0.75,NA,1.99,NA,0.39,NA,0.19,19.5,NA,NA,NA,322.65,NA,6.86,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,NE,NA,NA,NA,NA,NA,0.9,12.82,#32,13,6.88,4300,1.6,6.88,3900,1.76,6.88,12,0.57,NA
IND,0.73,NA,2.45,NA,0.74,NA,0.15,23.5,NA,NA,NA,354.93,NA,6.8,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,JAC,NA,NA,NA,NA,NA,0.85,12.75,#16,14,6.76,3700,1.83,6.76,3200,2.11,6.76,17,0.4,NA
WSH,0.58,NA,2.84,NA,0.42,NA,0.16,22,NA,NA,NA,313.27,NA,6.68,NA,NumberFire,0520,washington-dst,Washington D/ST,D,ATL,NA,NA,NA,NA,NA,0.76,12.6,#22,15,6.65,4000,1.66,6.65,3100,2.15,6.65,NA,NA,NA
NO,0.57,NA,2.23,NA,0.49,NA,0.18,20.5,NA,NA,NA,334.89,NA,6.63,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,HOU,NA,NA,NA,NA,NA,0.72,12.54,#7,16,6.65,4600,1.45,6.65,3300,2.02,6.65,14,0.48,NA
TEN,0.65,NA,2.9,NA,0.57,NA,0.15,24,NA,NA,NA,341.85,NA,6.61,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,BAL,NA,NA,NA,NA,NA,0.7,12.52,#15,17,6.59,3900,1.69,6.59,3000,2.2,6.59,14,0.47,NA
CHI,0.67,NA,2.56,NA,0.6,NA,0.15,23.25,NA,NA,NA,359.59,NA,6.6,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,MIN,NA,NA,NA,NA,NA,0.69,12.51,#12,18,6.53,3200,2.04,6.53,2500,2.61,6.53,10,0.65,NA
HOU,0.65,NA,2.3,NA,0.57,NA,0.16,22,NA,NA,NA,339.33,NA,6.57,NA,NumberFire,0532,houston-dst,Houston D/ST,D,NO,NA,NA,NA,NA,NA,0.67,12.47,#23,19,6.55,3700,1.77,6.55,2900,2.26,6.55,15,0.44,NA
NE,0.82,NA,2.04,NA,0.51,NA,0.16,22,NA,NA,NA,343.23,NA,6.54,NA,NumberFire,0504,new-england-dst,New England D/ST,D,LV,NA,NA,NA,NA,NA,0.64,12.44,#24,20,6.49,3600,1.8,6.49,2600,2.5,6.49,13,0.5,NA
CLE,0.62,NA,2.33,NA,0.51,NA,0.15,22.5,NA,NA,NA,358.33,NA,6.24,NA,NumberFire,0507,cleveland-dst,Cleveland D/ST,D,SF,NA,NA,NA,NA,NA,0.4,12.08,#1,21,6.24,3800,1.64,6.24,2200,2.84,6.24,13,0.48,NA
NYJ,0.62,NA,2.85,NA,0.44,NA,0.14,24.5,NA,NA,NA,356.43,NA,6.11,NA,NumberFire,0505,new-york-jets-dst,New York Jets D/ST,D,PHI,NA,NA,NA,NA,NA,0.3,11.92,#8,22,6.05,3500,1.73,6.05,2800,2.16,6.05,15,0.4,NA
TB,0.63,NA,2.21,NA,0.49,NA,0.15,22.75,NA,NA,NA,340.47,NA,6.07,NA,NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,D,DET,NA,NA,NA,NA,NA,0.27,11.87,#4,23,6,3400,1.76,6,2300,2.61,6,17,0.35,NA
DAL,0.65,NA,2.62,NA,0.48,NA,0.15,24.5,NA,NA,NA,355.33,NA,6.07,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,LAC,NA,NA,NA,NA,NA,0.27,11.87,#10,23,6.06,4400,1.38,6.06,3100,1.95,6.06,18,0.34,NA
SEA,0.71,NA,2.53,NA,0.37,NA,0.15,23.75,NA,NA,NA,348.48,NA,6.06,NA,NumberFire,0515,seattle-dst,Seattle D/ST,D,CIN,NA,NA,NA,NA,NA,0.26,11.86,#28,25,6.02,3900,1.54,6.02,3000,2.01,6.02,16,0.38,NA
LAC,0.71,NA,2.45,NA,0.41,NA,0.15,26,NA,NA,NA,365.89,NA,5.49,NA,NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,D,DAL,NA,NA,NA,NA,NA,-0.2,11.18,#18,26,5.44,3600,1.51,5.44,2900,1.88,5.44,10,0.54,NA
ARI,0.78,NA,2.51,NA,0.37,NA,0.13,27.25,NA,NA,NA,348.22,NA,5.23,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,LA,NA,NA,NA,NA,NA,-0.4,10.86,#5,27,5.2,3300,1.58,5.2,2400,2.17,5.2,13,0.4,NA
CAR,0.75,NA,2.46,NA,0.55,NA,0.11,31,NA,NA,NA,399.63,NA,4.49,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,MIA,NA,NA,NA,NA,NA,-1,9.98,#2,28,4.49,3000,1.5,4.49,2000,2.25,4.49,11,0.41,NA
NYG,0.77,NA,2.09,NA,0.49,NA,0.11,29.5,NA,NA,NA,378.57,NA,4.42,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,BUF,NA,NA,NA,NA,NA,-1.05,9.89,#3,29,4.35,3000,1.45,4.35,2100,2.07,4.35,10,0.44,NA
DEN,0.57,NA,1.95,NA,0.59,NA,0.11,29,NA,NA,NA,382.99,NA,4.23,NA,NumberFire,0511,denver-dst,Denver D/ST,D,KC,NA,NA,NA,NA,NA,-1.2,9.66,#6,30,4.2,3100,1.35,4.2,2300,1.83,4.2,11,0.38,NA
Buffalo Bills,1.18,0.08,3.14,NA,0.67,NA,0.15,16.86,NA,NA,NA,NA,NA,8.26,NA,NFL,0501,100003,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Atlanta Falcons,1.02,0.06,3.25,NA,0.64,NA,0.15,21,NA,NA,NA,NA,NA,7.89,NA,NFL,0526,100001,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Philadelphia Eagles,1.09,0.05,3.09,NA,0.69,NA,0.16,19.57,NA,NA,NA,NA,NA,7.83,NA,NFL,0518,100025,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
San Francisco 49ers,1.13,0.03,2.83,NA,0.66,NA,0.15,19.79,NA,NA,NA,NA,NA,7.61,NA,NFL,0530,100029,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Baltimore Ravens,1.01,0.04,2.96,NA,0.67,NA,0.15,19.14,NA,NA,NA,NA,NA,7.48,NA,NFL,0531,100002,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Minnesota Vikings,0.87,0.04,3.36,NA,0.62,NA,0.14,19.7,NA,NA,NA,NA,NA,7.44,NA,NFL,0524,100020,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Kansas City Chiefs,1,0.05,2.86,NA,0.56,NA,0.17,16.38,NA,NA,NA,NA,NA,7.28,NA,NFL,0512,100016,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Detroit Lions,0.88,0.04,2.69,NA,0.63,NA,0.15,22.96,NA,NA,NA,NA,NA,6.87,NA,NFL,0522,100010,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Cincinnati Bengals,0.96,0.05,2.48,NA,0.58,NA,0.15,18.76,NA,NA,NA,NA,NA,6.86,NA,NFL,0506,100006,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Jacksonville Jaguars,0.92,0.04,2.46,NA,0.67,NA,0.15,18.45,NA,NA,NA,NA,NA,6.86,NA,NFL,0509,100015,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Washington Commanders,0.81,0.03,2.97,NA,0.62,NA,0.14,23.52,NA,NA,NA,NA,NA,6.85,NA,NFL,0520,100032,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Chicago Bears,1.03,0.04,2,NA,0.66,NA,0.16,22.5,NA,NA,NA,NA,NA,6.84,NA,NFL,0521,100005,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Tennessee Titans,0.8,0.04,2.83,NA,0.65,NA,0.14,19.98,NA,NA,NA,NA,NA,6.83,NA,NFL,0508,100012,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New York Jets,0.87,0.04,2.6,NA,0.63,NA,0.14,21.93,NA,NA,NA,NA,NA,6.64,NA,NFL,0505,100024,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Dallas Cowboys,0.87,0.03,2.3,NA,0.63,NA,0.15,22.77,NA,NA,NA,NA,NA,6.62,NA,NFL,0516,100008,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
New Orleans Saints,0.88,0.04,2.5,NA,0.6,NA,0.15,23.67,NA,NA,NA,NA,NA,6.62,NA,NFL,0529,100022,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Miami Dolphins,0.85,0.03,2.65,NA,0.52,NA,0.15,18.36,NA,NA,NA,NA,NA,6.53,NA,NFL,0503,100019,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Las Vegas Raiders,0.99,0.03,2.12,NA,0.63,NA,0.15,20.99,NA,NA,NA,NA,NA,6.5,NA,NFL,0513,100018,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Los Angeles Chargers,0.84,0.03,2.21,NA,0.57,NA,0.17,25.58,NA,NA,NA,NA,NA,6.41,NA,NFL,0514,100028,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Los Angeles Rams,0.86,0.03,2.21,NA,0.63,NA,0.16,19.65,NA,NA,NA,NA,NA,6.39,NA,NFL,0528,100017,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tampa Bay Buccaneers,0.83,0.03,2.05,NA,0.7,NA,0.16,22.54,NA,NA,NA,NA,NA,6.31,NA,NFL,0525,100031,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Houston Texans,0.93,0.03,2.08,NA,0.57,NA,0.16,22.01,NA,NA,NA,NA,NA,6.28,NA,NFL,0532,100013,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Carolina Panthers,0.81,0.02,2.17,NA,0.71,NA,0.15,25.56,NA,NA,NA,NA,NA,6.21,NA,NFL,0527,100004,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Seattle Seahawks,0.8,0.03,2.34,NA,0.58,NA,0.15,24.23,NA,NA,NA,NA,NA,6.18,NA,NFL,0515,100030,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Cleveland Browns,0.73,0.03,2.27,NA,0.64,NA,0.15,22.4,NA,NA,NA,NA,NA,6.09,NA,NFL,0507,100007,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New England Patriots,0.77,0.02,2.03,NA,0.63,NA,0.16,22.81,NA,NA,NA,NA,NA,5.95,NA,NFL,0504,100021,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Arizona Cardinals,0.77,0.03,1.97,NA,0.64,NA,0.16,23.44,NA,NA,NA,NA,NA,5.93,NA,NFL,0519,100026,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New York Giants,0.79,0.02,2.03,NA,0.61,NA,0.15,28.31,NA,NA,NA,NA,NA,5.89,NA,NFL,0517,100023,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Indianapolis Colts,0.73,0.02,2.08,NA,0.67,NA,0.14,25.39,NA,NA,NA,NA,NA,5.88,NA,NFL,0502,100014,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Denver Broncos,0.61,0.02,1.67,NA,0.72,NA,0.16,28.09,NA,NA,NA,NA,NA,5.39,NA,NFL,0511,100009,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
