player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Tyquan Thornton,WR,NE,NA,NA,1.3,14.5,NA,NA,0.1,0,0.4,NA,0,0,2,NA,22913,FantasyPros,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,1.7,15.9,NA,NA,0.1,0,0,NA,0,0,2,NA,18345,FantasyPros,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,NA,1,13.6,NA,NA,0.1,0,0,NA,0,0,1.9,NA,13969,FantasyPros,12181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,0.9,11.8,NA,NA,0.1,0.6,3.4,NA,0,0,1.9,NA,25337,FantasyPros,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,CLE,NA,NA,1,13.3,NA,NA,0,0.5,3,NA,0,0,1.9,NA,11599,FantasyPros,11239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,ATL,NA,NA,1,14.1,NA,NA,0.1,0,0,NA,0,0,1.9,NA,16489,FantasyPros,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,WAS,NA,NA,1.4,13.7,NA,NA,0.1,0,0.1,NA,0,0,1.9,NA,13976,FantasyPros,12184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,NA,1,10.8,NA,NA,0.1,0.5,2.9,NA,0,0,1.8,NA,16666,FantasyPros,13308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,HOU,NA,NA,1.1,13.4,NA,NA,0.1,0,0.1,NA,0,0,1.8,NA,22895,FantasyPros,15759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,NA,0.9,12.3,NA,NA,0.1,0.2,1.1,NA,0,0,1.8,NA,20113,FantasyPros,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,NA,0.8,9.1,NA,NA,0,0.9,4.3,NA,0,0,1.7,NA,25758,FantasyPros,16416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,0.7,8.3,NA,NA,0.1,0.6,3.4,NA,0,0,1.6,NA,18520,FantasyPros,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,BUF,NA,NA,1,10.8,NA,NA,0.1,0.1,0.9,NA,0,0,1.6,NA,18876,FantasyPros,14558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,WAS,NA,NA,0.9,11.6,NA,NA,0.1,0,0,NA,0,0,1.6,NA,17739,FantasyPros,13863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,BUF,NA,NA,0.9,10.6,NA,NA,0.1,0,0,NA,0,0,1.5,NA,17888,FantasyPros,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,0.8,9.7,NA,NA,0.1,0,0,NA,0,0,1.4,NA,25335,FantasyPros,16207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,NYG,NA,NA,1,12,NA,NA,0,0,0.1,NA,0,0,1.4,NA,18463,FantasyPros,14112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,NA,0.7,8.1,NA,NA,0.1,0.2,1,NA,0,0,1.3,NA,25339,FantasyPros,16393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud III,WR,SF,NA,NA,0.7,8,NA,NA,0,0.1,1.4,NA,0,0,1.3,NA,17530,FantasyPros,13641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,ARI,NA,NA,0.7,8.7,NA,NA,0.1,0,0,NA,0,0,1.3,NA,16972,FantasyPros,13488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,NA,0.7,9,NA,NA,0.1,0,0.1,NA,0,0,1.3,NA,18726,FantasyPros,14551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,0.9,9.4,NA,NA,0.1,0,0,NA,0,0,1.2,NA,19708,FantasyPros,14977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones Jr.,WR,CHI,NA,NA,0.6,7.1,NA,NA,0,0.3,2.5,NA,0,0,1.2,NA,24214,FantasyPros,15767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,0.6,7.8,NA,NA,0.1,0,0.1,NA,0,0,1.2,NA,24177,FantasyPros,15786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deven Thompkins,WR,TB,NA,NA,0.7,7.8,NA,NA,0,0.2,1.7,NA,0,0,1.2,NA,24134,FantasyPros,15977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,NA,0.9,9.4,NA,NA,0,0,0.1,NA,0,0,1.2,NA,25287,FantasyPros,16191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwann Winfree,WR,IND,NA,NA,0.7,8.8,NA,NA,0,0,0,NA,0,0,1.1,NA,18699,FantasyPros,14267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,0.6,7.9,NA,NA,0,0.1,0.7,NA,0,0,1.1,NA,22905,FantasyPros,15752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,NA,0.6,6.5,NA,NA,0,0,0.8,NA,0,0,1.1,NA,19270,FantasyPros,14847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,0.6,7.2,NA,NA,0,0,0.4,NA,0,0,1,NA,18585,FantasyPros,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,0.6,6.8,NA,NA,0.1,0,0,NA,0,0,1,NA,18590,FantasyPros,14118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,0.6,7,NA,NA,0,0,0,NA,0,0,0.9,NA,23438,FantasyPros,16005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,NA,0.7,7.5,NA,NA,0,0,0,NA,0,0,0.9,NA,9902,FantasyPros,10308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Matthews,WR,CAR,NA,NA,0.5,6.2,NA,NA,0.1,0,0.1,NA,0,0,0.9,NA,12124,FantasyPros,11676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.5,6.6,NA,NA,0,0,0.1,NA,0,0,0.8,NA,25668,FantasyPros,16413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rakim Jarrett,WR,TB,NA,NA,0.5,6.2,NA,NA,0,0,0.2,NA,0,0,0.8,NA,23001,FantasyPros,16198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,NA,0.7,7.5,NA,NA,0,0,0,NA,0,0,0.8,NA,23108,FantasyPros,15758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,WR,ARI,NA,NA,0.3,4.9,NA,NA,0,0,0.1,NA,0,0,0.7,NA,23119,FantasyPros,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irvin Charles,WR,NYJ,NA,NA,0.5,5.8,NA,NA,0,0,0.2,NA,0,0,0.7,NA,24904,FantasyPros,15984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N'Keal Harry,WR,MIN,NA,NA,0.6,5.4,NA,NA,0,0,0,NA,0,0,0.7,NA,18222,FantasyPros,14101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equanimeous St. Brown,WR,CHI,NA,NA,0.3,4.7,NA,NA,0,0,0.3,NA,0,0,0.7,NA,17307,FantasyPros,13637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LV,NA,NA,0.4,4.5,NA,NA,0,0.1,0.9,NA,0,0,0.7,NA,14103,FantasyPros,12394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simi Fehoko,WR,LAC,NA,NA,0.4,4.7,NA,NA,0,0,0,NA,0,0,0.6,NA,23196,FantasyPros,15303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Boykin,WR,PIT,NA,NA,0.4,4.5,NA,NA,0,0,0,NA,0,0,0.6,NA,18636,FantasyPros,14125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.1,2.3,NA,NA,0,0.5,2.6,NA,0,0,0.6,NA,25332,FantasyPros,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Miller,WR,ATL,NA,NA,0.3,3.9,NA,NA,0,0,0,NA,0,0,0.5,NA,18714,FantasyPros,14280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,SEA,NA,NA,0.2,2.3,NA,NA,0,0.2,1.2,NA,0,0,0.5,NA,22785,FantasyPros,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ihmir Smith-Marsette,WR,CAR,NA,NA,0.3,3.6,NA,NA,0,0,0,NA,0,0,0.4,NA,20116,FantasyPros,15434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Cooks,WR,JAC,NA,NA,0.2,2.9,NA,NA,0,0,0.2,NA,0,0,0.4,NA,25604,FantasyPros,16453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.T. Perry,WR,NO,NA,NA,0.3,3,NA,NA,0,0,0.2,NA,0,0,0.4,NA,24353,FantasyPros,16196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.2,2.3,NA,NA,0,0,0.1,NA,0,0,0.3,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche II,WR,CLE,NA,NA,0.2,2.1,NA,NA,0,0,0,NA,0,0,0.3,NA,19359,FantasyPros,14848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,NYG,NA,NA,0.2,2.4,NA,NA,0,0,0,NA,0,0,0.3,NA,15569,FantasyPros,12658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre'Quan Smith,WR,DEN,NA,NA,0.2,2,NA,NA,0,0,0,NA,0,0,0.3,NA,17261,FantasyPros,13645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Slater,WR,NE,NA,NA,0,2.5,NA,NA,0,0,0.1,NA,0,0,0.3,NA,9446,FantasyPros,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colton Dowell,WR,TEN,NA,NA,0.1,2.1,NA,NA,0,0,0.1,NA,0,0,0.2,NA,25467,FantasyPros,16354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Bell,WR,SF,NA,NA,0.2,1.8,NA,NA,0,0,0.1,NA,0,0,0.2,NA,23012,FantasyPros,16202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Taylor,WR,CHI,NA,NA,0.1,1.3,NA,NA,0,0,0.2,NA,0,0,0.2,NA,16505,FantasyPros,13316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lynn Bowden Jr.,WR,NO,NA,NA,0,1.4,NA,NA,0,0,0.1,NA,0,0,0.2,NA,19587,FantasyPros,14843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samori Toure,WR,GB,NA,NA,0.1,1.2,NA,NA,0,0,0,NA,0,0,0.1,NA,23883,FantasyPros,15841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,NYG,NA,NA,0,0.8,NA,NA,0,0,0.5,NA,0,0,0.1,NA,19093,FantasyPros,14555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,LAC,NA,11,7.6,86,NA,NA,0.7,NA,1,NA,0,0,12.9,NA,NA,FantasySharks,11222,DET,1.7,0.4,0.2,0,0,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diggs, Stefon",WR,BUF,NA,11,7.2,87,NA,NA,0.7,NA,-0.1,NA,0,0.1,12.8,NA,NA,FantasySharks,12186,DEN,1.6,0.1,0.3,0.1,0,0,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb, CeeDee",WR,DAL,NA,10,7.2,97,NA,NA,0.5,NA,3,NA,0,0.1,12.7,NA,NA,FantasySharks,14832,NYG,1.3,0.1,0.1,0.2,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addison, Jordan",WR,MIN,NA,8.2,5.3,75,NA,NA,0.8,NA,0,NA,0,0,12.6,NA,NA,FantasySharks,16186,NOS,1.6,0.2,0.1,0.2,0.1,0,0.2,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,11,7.7,89,NA,NA,0.5,NA,3,NA,0,0.1,12,NA,NA,FantasySharks,15287,@LAC,1.3,0.2,0,0.2,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase, Ja'Marr",WR,CIN,NA,11,7,84,NA,NA,0.5,NA,0,NA,0,0.1,11.2,NA,NA,FantasySharks,15281,HOU,1.5,0.2,0.1,0.1,0,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,8.8,5.5,87,NA,NA,0.3,NA,4,NA,0.1,0.1,11.2,NA,NA,FantasySharks,14840,@JAC,0.8,0.1,0.1,0.1,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adams, Davante",WR,LVR,NA,10,6,72,NA,NA,0.6,NA,0,NA,0,0,11,NA,NA,FantasySharks,11675,NYJ,1.6,0.2,0.2,0,0.1,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,8.8,5,74,NA,NA,0.6,NA,0,NA,0,0,10.7,NA,NA,FantasySharks,11671,TEN,1.1,0.2,0,0.2,0.1,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,10,6,75,NA,NA,0.5,NA,0.1,NA,0,0,10.4,NA,NA,FantasySharks,14102,WAS,2,0.2,0.1,0.1,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,8.5,5,75,NA,NA,0.5,NA,0,NA,0,0,10.3,NA,NA,FantasySharks,12175,@BAL,1,0.2,0.2,0,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,TEN,NA,9.6,5.4,78,NA,NA,0.4,NA,1,NA,0,0,10.3,NA,NA,FantasySharks,11232,@TBB,1.3,0.1,0.1,0,0,0.1,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,8.9,5.7,72,NA,NA,0.5,NA,2,NA,0,0.1,9.9,NA,NA,FantasySharks,13633,SFO,0.9,0.1,0.1,0.2,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,CAR,NA,8.6,6.5,66,NA,NA,0.5,NA,1,NA,0,0,9.9,NA,NA,FantasySharks,11938,@CHI,1.4,0.3,0.1,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CHI,NA,6.7,4.7,69,NA,NA,0.5,NA,1,NA,0,0.1,9.7,NA,NA,FantasySharks,13635,CAR,0.7,0.1,0.1,0.2,0,0,0.1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,8.2,5.2,62,NA,NA,0.5,NA,0,NA,0,0,9.6,NA,NA,FantasySharks,12187,WAS,1.1,0.2,0.1,0,0.1,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,8.5,5.5,71,NA,NA,0.4,NA,0,NA,0,0,9.5,NA,NA,FantasySharks,14835,HOU,1,0.2,0.1,0.1,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,6.6,3.4,53,NA,NA,0.6,NA,2,NA,0.1,0,9.4,NA,NA,FantasySharks,15789,@PIT,1.2,0.4,0.1,0,0,0,0.1,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,LVR,NA,7.5,5,55,NA,NA,0.5,NA,2,NA,0.1,0,9.2,NA,NA,FantasySharks,14127,NYJ,1,0.3,0.2,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,7.1,4.1,67,NA,NA,0.4,NA,0,NA,0,0,9.2,NA,NA,FantasySharks,15290,@CIN,0.9,0.2,0.2,0,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,11,6.4,73,NA,NA,0.3,NA,1,NA,0,0.1,9.2,NA,NA,FantasySharks,15753,@LVR,1.1,0.1,0,0.1,0,0.1,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Deebo",WR,SFO,NA,7.5,5,58,NA,NA,0.3,NA,9,NA,0.1,0.1,9,NA,NA,FantasySharks,14136,@JAC,0.8,0,0.1,0.1,0,0.1,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,10,6.5,71,NA,NA,0.2,NA,1,NA,0,0.1,8.8,NA,NA,FantasySharks,13163,TEN,1.4,0.1,0,0.1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
