player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,rush_att,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Hunter Henry,TE,NE,NA,NA,4,45,NA,NA,0.3,NA,6.3,NA,15603,FFToday,12676,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,4,45,NA,NA,0.2,NA,5.7,NA,16151,FFToday,13674,LAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,NA,4,41,NA,NA,0.2,NA,5.3,NA,18604,FFToday,16215,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,3,40,NA,NA,0.2,NA,5.2,NA,14335,FFToday,11647,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,NA,4,38,NA,NA,0.2,NA,5,NA,13104,FFToday,11247,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,3,34,NA,NA,0.2,NA,4.6,NA,18167,FFToday,15889,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3,33,NA,NA,0.2,NA,4.5,NA,17682,FFToday,15329,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3,33,NA,NA,0.2,NA,4.5,NA,16152,FFToday,13772,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,3,30,NA,NA,0.2,NA,4.2,NA,18569,FFToday,16213,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,2,27,NA,NA,0.2,NA,3.9,NA,17585,FFToday,15419,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,NA,2,27,NA,NA,0.2,NA,3.9,NA,18687,FFToday,16216,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,NA,2,24,NA,NA,0.2,NA,3.6,NA,16189,FFToday,13680,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,NA,3,30,NA,NA,0.1,NA,3.6,NA,16003,FFToday,13193,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,2,29,NA,NA,0.1,NA,3.5,NA,16176,FFToday,13676,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2,26,NA,NA,0.1,NA,3.2,NA,16344,FFToday,13675,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,2,18,NA,NA,0.2,NA,3,NA,16629,FFToday,14143,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,2,23,NA,NA,0.1,NA,2.9,NA,16849,FFToday,14370,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,2,19,NA,NA,0.1,NA,2.5,NA,17231,FFToday,14870,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,NA,1,15,NA,NA,0.1,NA,2.1,NA,16281,FFToday,13672,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Turner,TE,WAS,NA,NA,1,15,NA,NA,0.1,NA,2.1,NA,18227,FFToday,15803,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,2,18,NA,NA,0,NA,1.8,NA,15336,FFToday,12317,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,NA,1,11,NA,NA,0.1,NA,1.7,NA,15610,FFToday,12677,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,10,NA,NA,0.1,NA,1.6,NA,17587,FFToday,15337,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1,8,NA,NA,0.1,NA,1.4,NA,15080,FFToday,13424,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,1,8,NA,NA,0.1,NA,1.4,NA,18586,FFToday,16212,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,1,13,NA,NA,0,NA,1.3,NA,16376,FFToday,13246,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,1,11,NA,NA,0,NA,1.1,NA,18148,FFToday,15794,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,1,10,NA,NA,0,NA,1,NA,17335,FFToday,14861,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,1,7,NA,NA,0,NA,0.7,NA,18134,FFToday,15798,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6.8,6.8,77.5,NA,NA,1,0,13.71,NA,9360,FleaFlicker,11244,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,TE1,1,77.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,5,5,55.7,NA,NA,0.4,0,7.99,NA,13829,FleaFlicker,13671,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,TE2,0.4,55.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,5.7,5.7,56.5,NA,NA,0.4,0,7.95,NA,14677,FleaFlicker,14138,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,TE3,0.4,56.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,3.9,3.9,46.1,NA,NA,0.3,0,6.52,NA,17681,FleaFlicker,16214,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,9,TE6,0.3,46.1,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,NYG,NA,4.1,4.1,48.8,NA,NA,0.2,0,6.34,NA,11261,FleaFlicker,12263,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,TE4,0.2,48.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,3.9,3.9,47.3,NA,NA,0.3,0,6.25,NA,13023,FleaFlicker,13299,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,9,TE5,0.3,47.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,4.7,4.7,46.6,NA,NA,0.2,0,5.88,NA,12906,FleaFlicker,13189,@BUFSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,9,TE7,0.2,46.6,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,3.9,3.9,42.4,NA,NA,0.2,0,5.58,NA,13813,FleaFlicker,13674,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,TE8,0.2,42.4,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.5,3.5,39.6,NA,NA,0.3,0,5.55,NA,15573,FleaFlicker,14867,@WASThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,TE17,0.3,39.6,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3.5,3.5,38,NA,NA,0.3,0,5.4,NA,12088,FleaFlicker,12676,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,TE10,0.3,38,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,3.9,3.9,37.8,NA,NA,0.3,0,5.38,NA,9376,FleaFlicker,11247,CINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,4,TE22,0.3,37.8,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,3.7,3.7,38.6,NA,NA,0.2,0,5.28,NA,12140,FleaFlicker,12678,PHISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,TE15,0.2,38.6,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,3.6,3.6,36.9,NA,NA,0.2,0,5.14,NA,16933,FleaFlicker,15799,@SFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,TE16,0.2,36.9,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3,3,37.8,NA,NA,0.2,0,5.02,NA,16256,FleaFlicker,15329,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,TE11,0.2,37.8,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.2,3.2,33.6,NA,NA,0.3,0,4.9,NA,13853,FleaFlicker,13772,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,TE24,0.3,33.6,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,2.9,2.9,33,NA,NA,0.2,0,4.66,NA,10353,FleaFlicker,11647,CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,4,TE19,0.2,33,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,3.1,3.1,32.4,NA,NA,0.2,0,4.48,NA,17676,FleaFlicker,16215,@LVMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,6,TE9,0.2,32.4,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,3,3,32.9,NA,NA,0.2,0,4.46,NA,16912,FleaFlicker,15889,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,TE20,0.2,32.9,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,3,3,29.7,NA,NA,0.2,0,4.21,NA,17585,FleaFlicker,16213,JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,TE12,0.2,29.7,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,2.8,2.8,26.9,NA,NA,0.2,0,4.15,NA,14701,FleaFlicker,14141,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0.2,26.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.8,2.8,30.4,NA,NA,0.2,0,4.14,NA,13980,FleaFlicker,13847,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0.2,30.4,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,2.3,2.3,24.9,NA,NA,0.2,0,3.85,NA,14734,FleaFlicker,14143,JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,TE25,0.2,24.9,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,2.6,2.6,28.1,NA,NA,0.2,0,3.74,NA,12974,FleaFlicker,13193,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,TE32,0.2,28.1,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,2.6,2.6,25.1,NA,NA,0.2,0,3.51,NA,13774,FleaFlicker,13680,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,TE23,0.2,25.1,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,2.1,2.1,24.4,NA,NA,0.2,0,3.44,NA,16340,FleaFlicker,15419,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0.2,24.4,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,2.1,2.1,23,NA,NA,0.1,0,3.18,NA,13905,FleaFlicker,13676,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0.1,23,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,2.1,2.1,21.7,NA,NA,0.1,0,2.99,NA,17639,FleaFlicker,16216,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,6,NA,0.1,21.7,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,1.8,1.8,20.7,NA,NA,0.1,0,2.83,NA,13845,FleaFlicker,13672,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,TE29,0.1,20.7,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,1.8,1.8,19.3,NA,NA,0.1,0,2.63,NA,16036,FleaFlicker,14861,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,TE21,0.1,19.3,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,1.8,1.8,17.8,NA,NA,0.1,0,2.54,NA,12069,FleaFlicker,12677,GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,NA,0.1,17.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.7,1.7,17.5,NA,NA,0.1,0,2.45,NA,15575,FleaFlicker,14870,NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,9,NA,0.1,17.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.5,1.5,15,NA,NA,0.1,0,2.26,NA,16430,FleaFlicker,15337,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0.1,15,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,1.6,1.6,15.9,NA,NA,0.1,0,2.17,NA,16971,FleaFlicker,15800,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,6,NA,0.1,15.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,1.2,1.2,14.6,NA,NA,0.1,0,2.04,NA,16951,FleaFlicker,15916,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0.1,14.6,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,1.4,1.4,14.8,NA,NA,0.1,0,1.94,NA,16895,FleaFlicker,15794,CINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,4,TE30,0.1,14.8,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,1.1,1.1,12.7,NA,NA,0.1,0,1.69,NA,14275,FleaFlicker,14370,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0.1,12.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,CHI,NA,1.1,1.1,11.2,NA,NA,0.1,0,1.6,NA,13489,FleaFlicker,13427,@WASThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,NA,0.1,11.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,1,1,10.2,NA,NA,0.1,0,1.42,NA,16360,FleaFlicker,15344,CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,4,NA,0.1,10.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1,1,9.8,NA,NA,0.1,0,1.38,NA,14749,FleaFlicker,14209,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,NA,0.1,9.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Turner,TE,WAS,NA,0.7,0.7,9.5,NA,NA,0.1,0,1.35,NA,16988,FleaFlicker,15803,CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,4,NA,0.1,9.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,1.1,1.1,10.5,NA,NA,0.1,0,1.35,NA,11276,FleaFlicker,12317,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0.1,10.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1,1,8.9,NA,NA,0.1,0,1.33,NA,13653,FleaFlicker,13424,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,TE18,0.1,8.9,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Wilcox,TE,CIN,NA,0.8,0.8,7.7,NA,NA,0.1,0,1.19,NA,16093,FleaFlicker,15563,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0.1,7.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,0.7,0.7,8.4,NA,NA,0.1,0,1.12,NA,12887,FleaFlicker,13246,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0.1,8.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.9,0.9,7.9,NA,NA,0.1,0,1.09,NA,17649,FleaFlicker,16221,@SFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0.1,7.9,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Cager,TE,NYG,NA,0.7,0.7,7.5,NA,NA,0.1,0,1.05,NA,15979,FleaFlicker,15041,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,NA,0.1,7.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,0.7,0.7,6.6,NA,NA,0.1,0,1.02,NA,17634,FleaFlicker,16212,GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,NA,0.1,6.6,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,0.8,0.8,7.7,NA,NA,0,0,1.01,NA,16927,FleaFlicker,15798,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,TE31,0,7.7,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,0.7,0.7,6.6,NA,NA,0.1,0,0.96,NA,15567,FleaFlicker,14876,@LVMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,6,NA,0.1,6.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,DEN,NA,0.6,0.6,6.1,NA,NA,0.1,0,0.91,NA,11114,FleaFlicker,12955,NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,9,NA,0.1,6.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,0.5,0.5,6.2,NA,NA,0,0,0.86,NA,14781,FleaFlicker,14239,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0,6.2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,0.5,0.5,5.7,NA,NA,0.1,0,0.85,NA,18244,FleaFlicker,16474,NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,9,NA,0.1,5.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,0.6,0.6,5.8,NA,NA,0,0,0.82,NA,17734,FleaFlicker,16312,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0,5.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,0.6,0.6,5.5,NA,NA,0,0,0.79,NA,16420,FleaFlicker,15330,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0,5.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Hopkins,TE,LAR,NA,0.5,0.5,5.4,NA,NA,0,0,0.78,NA,15645,FleaFlicker,14868,PHISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,5.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Graham,TE,NO,NA,0.5,0.5,4.8,NA,NA,0.1,0,0.78,NA,6610,FleaFlicker,9925,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,0.1,4.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
