player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points
Cole Kmet,TE,CHI,NA,NA,5,55,NA,NA,0.3,NA,7.3,NA,17140,FFToday,14867,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,5,53,NA,NA,0.3,NA,7.1,NA,18573,FFToday,16214,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,5,52,NA,NA,0.3,NA,7,NA,18072,FFToday,15799,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,2,17,NA,NA,0.1,NA,6.7,NA,15080,FFToday,13424,6,32,0.2,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,5,55,NA,NA,0.2,NA,6.7,NA,18569,FFToday,16213,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,4,46,NA,NA,0.2,NA,5.8,NA,18134,FFToday,15798,0,0,0,NA,NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,4,46,NA,NA,0.2,NA,5.8,NA,17682,FFToday,15329,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,4,45,NA,NA,0.2,NA,5.7,NA,16151,FFToday,13674,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,NA,4,41,NA,NA,0.2,NA,5.3,NA,17619,FFToday,15330,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3,39,NA,NA,0.2,NA,5.1,NA,17574,FFToday,15331,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,3,38,NA,NA,0.2,NA,5,NA,15865,FFToday,13236,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,NA,3,38,NA,NA,0.2,NA,5,NA,16003,FFToday,13193,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,3,33,NA,NA,0.2,NA,4.5,NA,16344,FFToday,13675,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,3,37,NA,NA,0.1,NA,4.3,NA,18570,FFToday,16222,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,3,37,NA,NA,0.1,NA,4.3,NA,18167,FFToday,15889,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3,30,NA,NA,0.2,NA,4.2,NA,15603,FFToday,12676,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3,29,NA,NA,0.2,NA,4.1,NA,16564,FFToday,14137,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,3,35,NA,NA,0.1,NA,4.1,NA,18171,FFToday,15802,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,NA,3,31,NA,NA,0.1,NA,3.7,NA,15605,FFToday,12678,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,3,31,NA,NA,0.1,NA,3.7,NA,18586,FFToday,16212,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,3,27,NA,NA,0.1,NA,3.3,NA,18014,FFToday,15873,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,2,26,NA,NA,0.1,NA,3.2,NA,16849,FFToday,14370,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,2,22,NA,NA,0.1,NA,2.8,NA,17335,FFToday,14861,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,NA,1,15,NA,NA,0.1,NA,2.1,NA,17296,FFToday,14341,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,1,15,NA,NA,0.1,NA,2.1,NA,17231,FFToday,14870,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,1,17,NA,NA,0,NA,1.7,NA,17585,FFToday,15419,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1,10,NA,NA,0,NA,1,NA,16176,FFToday,13676,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,1,8,NA,NA,0,NA,0.8,NA,16376,FFToday,13246,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,NA,1,8,NA,NA,0,NA,0.8,NA,16704,FFToday,14141,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6.3,6.3,65.4,NA,NA,0.5,0,9.38,NA,9360,FleaFlicker,11244,0,0,0,NA,NA,NA,NA,NA,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE1,0.5,65.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.6,4.6,64.1,NA,NA,0.4,0,8.73,NA,13023,FleaFlicker,13299,0,0,0,NA,NA,NA,NA,NA,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE5,0.4,64.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,5.2,5.2,55,NA,NA,0.3,0,7.56,NA,17681,FleaFlicker,16214,0,0,0,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE3,0.3,55,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,5.4,5.4,53.2,NA,NA,0.3,0,7.2,NA,14677,FleaFlicker,14138,0,0,0,NA,NA,NA,NA,NA,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE2,0.3,53.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.5,4.5,50.1,NA,NA,0.3,0,6.53,NA,12904,FleaFlicker,13192,0,0,0,NA,NA,NA,NA,NA,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE11,0.3,50.1,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.1,4.1,42.9,NA,NA,0.3,0,6.3,NA,16933,FleaFlicker,15799,0,0,0,NA,NA,NA,NA,NA,PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE9,0.3,42.9,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,4.3,4.3,44.5,NA,NA,0.3,0,6.27,NA,15573,FleaFlicker,14867,0,0,0,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE10,0.3,44.5,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.8,4.8,46.3,NA,NA,0.2,0,6.09,NA,17585,FleaFlicker,16213,0,0,0,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE4,0.2,46.3,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5,5,48.7,NA,NA,0.2,0,5.83,NA,12906,FleaFlicker,13189,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE8,0.2,48.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4,4,44.1,NA,NA,0.2,0,5.57,NA,13813,FleaFlicker,13674,0,0,0,NA,NA,NA,NA,NA,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE16,0.2,44.1,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.6,3.6,43.3,NA,NA,0.2,0,5.51,NA,16256,FleaFlicker,15329,0,0,0,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE15,0.2,43.3,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3,3,34.6,NA,NA,0.2,0,4.94,NA,13853,FleaFlicker,13772,0,0,0,NA,NA,NA,NA,NA,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE12,0.2,34.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.3,3.3,35.6,NA,NA,0.2,0,4.86,NA,16293,FleaFlicker,15331,0,0,0,NA,NA,NA,NA,NA,NEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE13,0.2,35.6,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,3.2,3.2,35.3,NA,NA,0.2,0,4.77,NA,16927,FleaFlicker,15798,0,0,0,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE14,0.2,35.3,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,3.1,3.1,34.9,NA,NA,0.1,0,4.37,NA,16912,FleaFlicker,15889,0,0,0,NA,NA,NA,NA,NA,@MIAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE27,0.1,34.9,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,3,3,31.6,NA,NA,0.2,0,4.34,NA,12972,FleaFlicker,13236,0,0,0,NA,NA,NA,NA,NA,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE21,0.2,31.6,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,2.8,2.8,31,NA,NA,0.2,0,4.16,NA,12088,FleaFlicker,12676,0,0,0,NA,NA,NA,NA,NA,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE29,0.2,31,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3.1,3.1,32.2,NA,NA,0.1,0,4.02,NA,13980,FleaFlicker,13847,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE24,0.1,32.2,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,2.4,2.4,28.4,NA,NA,0.2,0,3.84,NA,12974,FleaFlicker,13193,0,0,0,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE22,0.2,28.4,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,2.9,2.9,28.8,NA,NA,0.1,0,3.76,NA,16937,FleaFlicker,15802,0,0,0,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE17,0.1,28.8,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,2.8,2.8,28.9,NA,NA,0.1,0,3.71,NA,17634,FleaFlicker,16212,0,0,0,NA,NA,NA,NA,NA,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE25,0.1,28.9,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,2.9,2.9,27.7,NA,NA,0.1,0,3.65,NA,12140,FleaFlicker,12678,0,0,0,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE26,0.1,27.7,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.2,2.2,25.4,NA,NA,0.2,0,3.6,NA,16036,FleaFlicker,14861,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE18,0.2,25.4,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,2.4,2.4,26.7,NA,NA,0.1,0,3.55,NA,17675,FleaFlicker,16222,0,0,0,NA,NA,NA,NA,NA,@NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE20,0.1,26.7,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,2.5,2.5,25.9,NA,NA,0.1,0,3.47,NA,14275,FleaFlicker,14370,0,0,0,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,25.9,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.2,2.2,22.6,NA,NA,0.1,0,2.96,NA,14665,FleaFlicker,14137,0,0,0,NA,NA,NA,NA,NA,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE34,0.1,22.6,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,2.2,2.2,21.8,NA,NA,0.1,0,2.82,NA,16932,FleaFlicker,15873,0,0,0,NA,NA,NA,NA,NA,GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE31,0.1,21.8,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,2,2,21,NA,NA,0.1,0,2.82,NA,16420,FleaFlicker,15330,0,0,0,NA,NA,NA,NA,NA,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE39,0.1,21,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,2.2,2.2,21.6,NA,NA,0.1,0,2.72,NA,13774,FleaFlicker,13680,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE38,0.1,21.6,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,2,2,19.8,NA,NA,0.1,0.1,2.72,NA,13653,FleaFlicker,13424,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE7,0.1,19.8,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDDawson Knox,TE,BUF,NA,1.6,1.6,16.9,NA,NA,0.2,0,2.63,NA,14734,FleaFlicker,14143,0,0,0,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.2,16.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,1.6,1.6,17.2,NA,NA,0.1,0,2.54,NA,15183,FleaFlicker,14341,0,0,0,NA,NA,NA,NA,NA,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE30,0.1,17.2,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.4,1.4,15.4,NA,NA,0.1,0,2.3,NA,15575,FleaFlicker,14870,0,0,0,NA,NA,NA,NA,NA,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE36,0.1,15.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.6,1.6,17.7,NA,NA,0.1,0,2.29,NA,16340,FleaFlicker,15419,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE37,0.1,17.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.4,1.4,14.2,NA,NA,0.1,0,2.05,NA,16430,FleaFlicker,15337,0,0,0,NA,NA,NA,NA,NA,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE35,0.1,14.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,1.4,1.4,13.5,NA,NA,0.1,0,1.93,NA,15644,FleaFlicker,14875,0,0,0,NA,NA,NA,NA,NA,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,13.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1.5,1.5,15.1,NA,NA,0.1,0,1.91,NA,16833,FleaFlicker,15796,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,15.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.4,1.4,13.2,NA,NA,0.1,0,1.9,NA,16314,FleaFlicker,15332,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,13.2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,1.2,1.2,12.4,NA,NA,0.1,0,1.7,NA,17730,FleaFlicker,16220,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,1.1,1.1,12.3,NA,NA,0.1,0,1.69,NA,16951,FleaFlicker,15916,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,1.2,1.2,12.6,NA,NA,0.1,0,1.66,NA,13845,FleaFlicker,13672,0,0,0,NA,NA,NA,NA,NA,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE32,0.1,12.6,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1,1,9.9,NA,NA,0.1,0,1.57,NA,17649,FleaFlicker,16221,0,0,0,NA,NA,NA,NA,NA,PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,9.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,1.2,1.2,11.3,NA,NA,0.1,0,1.53,NA,13905,FleaFlicker,13676,0,0,0,NA,NA,NA,NA,NA,TENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,11.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,1.2,1.2,11.5,NA,NA,0.1,0,1.49,NA,14475,FleaFlicker,13763,0,0,0,NA,NA,NA,NA,NA,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,11.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,1.2,1.2,11.2,NA,NA,0.1,0,1.48,NA,12069,FleaFlicker,12677,0,0,0,NA,NA,NA,NA,NA,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,11.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1,1,9.8,NA,NA,0.1,0,1.38,NA,17734,FleaFlicker,16312,0,0,0,NA,NA,NA,NA,NA,@MIAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,9.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,1,1,10,NA,NA,0.1,0,1.36,NA,16971,FleaFlicker,15800,0,0,0,NA,NA,NA,NA,NA,NEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,10,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,TE,CAR,NA,1,1,9.7,NA,NA,0.1,0,1.27,NA,15754,FleaFlicker,15026,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,9.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,CHI,NA,0.9,0.9,8.6,NA,NA,0.1,0,1.22,NA,13489,FleaFlicker,13427,0,0,0,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,8.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,0.7,0.7,8.6,NA,NA,0.1,0,1.22,NA,14781,FleaFlicker,14239,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,8.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,0.9,0.9,9,NA,NA,0.1,0,1.18,NA,16417,FleaFlicker,15335,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,0.8,0.8,8.1,NA,NA,0.1,0,1.17,NA,17123,FleaFlicker,16113,0,0,0,NA,NA,NA,NA,NA,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,8.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.9,0.9,7.3,NA,NA,0.1,0,1.1,NA,14714,FleaFlicker,14146,0,0,0,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,0.8,0.8,7.5,NA,NA,0.1,0,1.03,NA,14701,FleaFlicker,14141,0,0,0,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
