player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Adam Thielen,WR,CAR,NA,NA,6.44,69.84,NA,NA,0.48,0,0,NA,0,NA,9.84,NA,adam-thielen,NumberFire,11938,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,16.41,#25,51,8,13.06,16.3,13.06,NA
Cooper Kupp,WR,LA,NA,NA,6.02,70.3,NA,NA,0.34,0.27,1.42,NA,0.01,NA,9.25,NA,cooper-kupp,NumberFire,13164,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,15.62,#24,57,9,12.24,15.28,12.24,NA
Puka Nacua,WR,LA,NA,NA,5.54,71.86,NA,NA,0.29,0,0,NA,0,NA,8.88,NA,puka-nacua,NumberFire,16211,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,15.12,#24,61,10,11.66,14.46,11.66,NA
Amari Cooper,WR,CLE,NA,NA,4.65,68.25,NA,NA,0.34,0,0,NA,0,NA,8.85,NA,amari-cooper,NumberFire,12175,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,15.08,#31,62,11,11.15,13.51,11.15,NA
Garrett Wilson,WR,NYJ,NA,NA,4.87,67.58,NA,NA,0.29,0.55,2.99,NA,0.01,NA,8.84,NA,garrett-wilson,NumberFire,15753,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,15.06,#29,63,12,11.23,13.71,11.23,NA
Terry McLaurin,WR,WSH,NA,NA,5.22,66.01,NA,NA,0.32,0,0,NA,0,NA,8.49,NA,terry-mclaurin,NumberFire,14109,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,14.59,#22,68,13,11.11,13.74,11.11,NA
Zay Flowers,WR,BAL,NA,NA,5.61,60.31,NA,NA,0.41,0,0,NA,0,NA,8.45,NA,zay-flowers,NumberFire,16190,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,14.53,#8,69,14,11.28,14.1,11.28,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.65,63.29,NA,NA,0.37,0,0,NA,0,NA,8.45,NA,michael-pittman-jr,NumberFire,14842,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,14.53,#26,69,14,11.27,14.16,11.27,NA
Gabriel Davis,WR,BUF,NA,NA,4.14,61.03,NA,NA,0.4,0,0,NA,0,NA,8.42,NA,gabriel-davis,NumberFire,14845,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,14.49,#17,71,16,10.51,12.62,10.51,NA
Davante Adams,WR,LV,NA,NA,4.91,63.32,NA,NA,0.34,0,0,NA,0,NA,8.37,NA,davante-adams,NumberFire,11675,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,14.43,#18,72,17,10.81,13.28,10.81,NA
Tee Higgins,WR,CIN,NA,NA,4.47,57.13,NA,NA,0.44,0,0,NA,0,NA,8.33,NA,tee-higgins,NumberFire,14835,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,14.37,#11,74,18,10.57,12.82,10.57,NA
Chris Olave,WR,NO,NA,NA,4.9,60.91,NA,NA,0.35,0,0,NA,0,NA,8.16,NA,chris-olave,NumberFire,15754,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,14.14,#27,78,19,10.6,13.08,10.6,NA
Nico Collins,WR,HOU,NA,NA,4.16,61.06,NA,NA,0.33,0,0,NA,0,NA,8.06,NA,nico-collins,NumberFire,15290,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,14.01,#14,79,20,10.17,12.26,10.17,NA
George Pickens,WR,PIT,NA,NA,3.95,61.53,NA,NA,0.27,0.28,1.38,NA,0.01,NA,7.93,NA,george-pickens,NumberFire,15762,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,13.83,#21,81,21,9.93,11.92,9.93,NA
Mike Evans,WR,TB,NA,NA,4.42,58.8,NA,NA,0.31,0,0,NA,0,NA,7.74,NA,mike-evans,NumberFire,11671,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,13.57,#19,85,22,9.97,12.18,9.97,NA
Jordan Addison,WR,MIN,NA,NA,4.73,59.77,NA,NA,0.26,0.24,1.18,NA,0.01,NA,7.64,NA,jordan-addison,NumberFire,16186,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,13.44,#15,86,23,10.04,12.44,10.04,NA
D.K. Metcalf,WR,SEA,NA,NA,5.01,54.86,NA,NA,0.35,0,0,NA,0,NA,7.53,NA,dk-metcalf,NumberFire,14102,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,13.29,#1,87,24,10.03,12.58,10.03,NA
Tyler Lockett,WR,SEA,NA,NA,5.11,54.36,NA,NA,0.35,0,0,NA,0,NA,7.53,NA,tyler-lockett,NumberFire,12187,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,13.29,#1,87,24,10.05,12.64,10.05,NA
D.J. Moore,WR,CHI,NA,NA,4.78,61.34,NA,NA,0.23,0,0,NA,0,NA,7.49,NA,d-j-moore-1,NumberFire,13635,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,13.24,#7,89,26,9.9,12.3,9.9,NA
DeAndre Hopkins,WR,TEN,NA,NA,4.65,58.87,NA,NA,0.27,0,0,NA,0,NA,7.42,NA,deandre-hopkins-1,NumberFire,11232,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,13.14,#6,90,27,9.73,12.12,9.73,NA
Chris Godwin,WR,TB,NA,NA,5.37,56.14,NA,NA,0.24,0.54,2.92,NA,0.02,NA,7.38,NA,chris-godwin,NumberFire,13163,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,13.09,#19,91,28,10.07,12.81,10.07,NA
Josh Downs,WR,IND,NA,NA,4.18,55.11,NA,NA,0.3,0,0,NA,0,NA,7.3,NA,josh-downs,NumberFire,16187,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,12.98,#26,92,29,9.38,11.49,9.38,NA
DeVonta Smith,WR,PHI,NA,NA,4.25,53.89,NA,NA,0.32,0,0,NA,0,NA,7.3,NA,devonta-smith,NumberFire,15282,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,12.98,#3,92,29,9.41,11.56,9.41,NA
Michael Thomas,WR,NO,NA,NA,4.56,51.59,NA,NA,0.3,0,0,NA,0,NA,6.96,NA,michael-thomas-1,NumberFire,12652,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,12.52,#27,96,31,9.24,11.53,9.24,NA
Diontae Johnson,WR,PIT,NA,NA,4.18,48.4,NA,NA,0.26,0.57,2.77,NA,0.02,NA,6.72,NA,diontae-johnson,NumberFire,14208,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,12.2,#21,98,32,8.83,10.96,8.83,NA
Marquise Brown,WR,ARI,NA,NA,4.44,52.15,NA,NA,0.25,0,0,NA,0,NA,6.63,NA,marquise-brown,NumberFire,14105,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,12.07,#2,99,33,8.86,11.13,8.86,NA
Jakobi Meyers,WR,LV,NA,NA,4.6,50.68,NA,NA,0.2,0,0,NA,0,NA,6.21,NA,jakobi-meyers,NumberFire,14127,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,11.51,#18,106,34,8.51,10.85,8.51,NA
Christian Watson,WR,GB,NA,NA,3.19,45.79,NA,NA,0.24,0,0,NA,0,NA,6.02,NA,christian-watson,NumberFire,15789,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,11.25,#23,108,35,7.59,9.21,7.59,NA
Josh Palmer,WR,LAC,NA,NA,3.73,45.34,NA,NA,0.25,0,0,NA,0,NA,6.01,NA,josh-palmer,NumberFire,15319,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,11.24,#9,109,36,7.86,9.75,7.86,NA
Tyler Boyd,WR,CIN,NA,NA,3.52,38.98,NA,NA,0.28,0.49,2.86,NA,0.01,NA,5.94,NA,tyler-boyd,NumberFire,12650,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,11.14,#11,110,37,7.68,9.45,7.68,NA
Demario Douglas,WR,NE,NA,NA,3.35,39.34,NA,NA,0.2,0.73,4.79,NA,0.02,NA,5.68,NA,demario-douglas,NumberFire,16342,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,10.79,#28,112,38,7.31,9.04,7.31,NA
JuJu Smith-Schuster,WR,NE,NA,NA,3.66,42.22,NA,NA,0.24,0,0,NA,0,NA,5.59,NA,juju-smith-schuster,NumberFire,13156,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,10.67,#28,114,39,7.39,9.28,7.39,NA
Romeo Doubs,WR,GB,NA,NA,3.45,40.75,NA,NA,0.26,0,0,NA,0,NA,5.58,NA,romeo-doubs,NumberFire,15779,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,10.65,#23,115,40,7.32,9.08,7.32,NA
Rashee Rice,WR,KC,NA,NA,3.49,39.01,NA,NA,0.26,0.25,1.21,NA,0.01,NA,5.56,NA,rashee-rice,NumberFire,16194,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,10.63,#20,116,41,7.33,9.11,7.33,NA
Jahan Dotson,WR,WSH,NA,NA,3.51,41.53,NA,NA,0.23,0,0,NA,0,NA,5.54,NA,jahan-dotson,NumberFire,15755,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,10.6,#22,117,42,7.27,9.04,7.27,NA
Brandin Cooks,WR,DAL,NA,NA,3.14,35.9,NA,NA,0.22,0.78,4.04,NA,0.03,NA,5.49,NA,brandin-cooks,NumberFire,11674,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.53,#13,119,43,7.06,8.64,7.06,NA
Tank Dell,WR,HOU,NA,NA,2.74,36.56,NA,NA,0.22,0.74,3.82,NA,0.03,NA,5.47,NA,tank-dell,NumberFire,16204,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.51,#14,120,44,6.87,8.27,6.87,NA
K.J. Osborn,WR,MIN,NA,NA,3.82,44.13,NA,NA,0.19,0,0,NA,0,NA,5.47,NA,k-j-osborn,NumberFire,14977,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.51,#15,120,44,7.4,9.35,7.4,NA
Elijah Moore,WR,CLE,NA,NA,3.25,38.4,NA,NA,0.2,0.34,1.86,NA,0.01,NA,5.26,NA,elijah-moore,NumberFire,15288,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.22,#31,123,46,6.87,8.53,6.87,NA
Allen Lazard,WR,NYJ,NA,NA,2.87,40.5,NA,NA,0.19,0,0,NA,0,NA,5.18,NA,allen-lazard,NumberFire,13632,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.11,#29,125,47,6.65,8.08,6.65,NA
Robert Woods,WR,HOU,NA,NA,3.31,38.01,NA,NA,0.23,0,0,NA,0,NA,5.15,NA,robert-woods-1,NumberFire,11228,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.07,#14,126,48,6.82,8.49,6.82,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,3.72,38.08,NA,NA,0.21,0,0,NA,0,NA,5.06,NA,jaxon-smith-njigba,NumberFire,16185,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,9.95,#1,127,49,6.91,8.79,6.91,NA
Rondale Moore,WR,ARI,NA,NA,2.85,26.98,NA,NA,0.12,2.27,12.09,NA,0.04,NA,4.8,NA,rondale-moore,NumberFire,15283,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.6,#2,131,50,6.21,7.69,6.21,NA
Jayden Reed,WR,GB,NA,NA,2.68,36.5,NA,NA,0.2,0,0,NA,0,NA,4.79,NA,jayden-reed,NumberFire,16184,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.59,#23,132,51,6.17,7.53,6.17,NA
Rashid Shaheed,WR,NO,NA,NA,2.51,37.02,NA,NA,0.19,0,0,NA,0,NA,4.79,NA,rashid-shaheed,NumberFire,16080,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.59,#27,132,51,6.08,7.35,6.08,NA
Tutu Atwell,WR,LA,NA,NA,2.33,29.86,NA,NA,0.13,1.09,5.67,NA,0.03,NA,4.48,NA,tutu-atwell,NumberFire,15301,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.17,#24,135,53,5.64,6.83,5.64,NA
Odell Beckham,WR,BAL,NA,NA,2.55,28.84,NA,NA,0.26,0,0,NA,0,NA,4.41,NA,odell-beckham,NumberFire,11679,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.07,#8,137,54,5.72,7,5.72,NA
Wan'Dale Robinson,WR,NYG,NA,NA,3,31.52,NA,NA,0.14,0.63,3.36,NA,0.02,NA,4.4,NA,wan-dale-robinson,NumberFire,15757,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,9.06,#30,138,55,5.93,7.45,5.93,NA
Michael Wilson,WR,ARI,NA,NA,2.57,35.15,NA,NA,0.13,0,0,NA,0,NA,4.26,NA,michael-wilson,NumberFire,16206,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,8.87,#2,140,56,5.56,6.87,5.56,NA
Michael Gallup,WR,DAL,NA,NA,2.63,30.23,NA,NA,0.2,0,0,NA,0,NA,4.23,NA,michael-gallup,NumberFire,13646,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,8.83,#13,142,57,5.56,6.87,5.56,NA
Jonathan Mingo,WR,CAR,NA,NA,2.71,32.32,NA,NA,0.16,0,0,NA,0,NA,4.2,NA,jonathan-mingo,NumberFire,16197,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,8.79,#25,143,58,5.53,6.9,5.53,NA
D.J. Chark,WR,CAR,NA,NA,2.22,32.14,NA,NA,0.15,0,0,NA,0,NA,4.12,NA,d-j-chark,NumberFire,13668,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44,8.68,#25,144,59,5.22,6.34,5.22,NA
Darius Slayton,WR,NYG,NA,NA,2.47,33.5,NA,NA,0.13,0,0,NA,0,NA,4.09,NA,darius-slayton,NumberFire,14122,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,8.64,#30,145,60,5.33,6.59,5.33,NA
Jalen Reagor,WR,NE,NA,NA,2.54,29.98,NA,NA,0.2,0,0,NA,0,NA,4.08,NA,jalen-reagor,NumberFire,14839,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,8.63,#28,146,61,5.35,6.69,5.35,NA
Treylon Burks,WR,TEN,NA,NA,2.68,32.97,NA,NA,0.12,0,0,NA,0,NA,3.97,NA,treylon-burks,NumberFire,15752,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,8.48,#6,150,62,5.32,6.69,5.32,NA
Brandon Powell,WR,MIN,NA,NA,2.75,28.6,NA,NA,0.15,0.36,1.77,NA,0.01,NA,3.89,NA,brandon-powell,NumberFire,13910,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#15,153,63,5.27,6.71,5.27,NA
Darnell Mooney,WR,CHI,NA,NA,2.69,28.47,NA,NA,0.12,0.29,1.46,NA,0.01,NA,3.81,NA,darnell-mooney,NumberFire,14974,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,8.26,#7,156,64,5.14,6.48,5.14,NA
Noah Brown,WR,HOU,NA,NA,2.27,28.87,NA,NA,0.16,0,0,NA,0,NA,3.79,NA,noah-brown,NumberFire,13172,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.23,#14,157,65,4.94,6.1,4.94,NA
Jamison Crowder,WR,WSH,NA,NA,2.54,24.93,NA,NA,0.14,0.5,2.84,NA,0.01,NA,3.69,NA,jamison-crowder,NumberFire,12184,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72,8.1,#22,161,66,4.93,6.22,4.93,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,2.29,27.44,NA,NA,0.12,0,0,NA,0,NA,3.4,NA,terrace-marshall-jr,NumberFire,15308,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,7.71,#25,168,67,4.53,5.71,4.53,NA
Alec Pierce,WR,IND,NA,NA,1.86,26.4,NA,NA,0.12,0,0,NA,0,NA,3.34,NA,alec-pierce,NumberFire,15768,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.63,#26,173,68,4.25,5.2,4.25,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2.13,27.46,NA,NA,0.11,0,0,NA,0,NA,3.34,NA,nick-westbrook-ikhine,NumberFire,15109,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.63,#6,173,68,4.43,5.52,4.43,NA
Mack Hollins,WR,ATL,NA,NA,2.06,25.52,NA,NA,0.13,0,0,NA,0,NA,3.31,NA,mack-hollins,NumberFire,13289,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.59,#16,175,70,4.34,5.38,4.34,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,1.56,24.04,NA,NA,0.15,0,0,NA,0,NA,3.3,NA,marquez-valdes-scantling,NumberFire,13793,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.57,#20,176,71,4.06,4.85,4.06,NA
Drake London,WR,ATL,NA,NA,2.16,24.63,NA,NA,0.14,0,0,NA,0,NA,3.26,NA,drake-london,NumberFire,15751,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.52,#16,179,72,4.34,5.44,4.34,NA
Kadarius Toney,WR,KC,NA,NA,1.75,17.4,NA,NA,0.13,1.26,6.04,NA,0.04,NA,3.26,NA,kadarius-toney,NumberFire,15289,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.52,#20,179,72,4.16,5.07,4.16,NA
Mecole Hardman,WR,KC,NA,NA,1.6,17.99,NA,NA,0.15,1.01,4.85,NA,0.03,NA,3.26,NA,mecole-hardman,NumberFire,14113,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.52,#20,179,72,4.02,4.89,4.02,NA
Jalin Hyatt,WR,NYG,NA,NA,2.28,27.24,NA,NA,0.09,0,0,NA,0,NA,3.25,NA,jalin-hyatt,NumberFire,16183,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.5,#30,183,75,4.34,5.51,4.34,NA
Khalil Shakir,WR,BUF,NA,NA,2.05,24.48,NA,NA,0.13,0,0,NA,0,NA,3.2,NA,khalil-shakir,NumberFire,15761,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.44,#17,184,76,4.21,5.26,4.21,NA
Quentin Johnston,WR,LAC,NA,NA,2.16,23.92,NA,NA,0.13,0,0,NA,0,NA,3.14,NA,quentin-johnston,NumberFire,16188,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.36,#9,185,77,4.19,5.3,4.19,NA
Skyy Moore,WR,KC,NA,NA,2.06,22.77,NA,NA,0.15,0,0,NA,0,NA,3.12,NA,skyy-moore,NumberFire,15766,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.33,#20,187,78,4.13,5.2,4.13,NA
Rashod Bateman,WR,BAL,NA,NA,1.99,22.55,NA,NA,0.15,0,0,NA,0,NA,3.12,NA,rashod-bateman,NumberFire,15293,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.33,#8,187,78,4.13,5.14,4.13,NA
Allen Robinson,WR,PIT,NA,NA,1.98,21.88,NA,NA,0.13,0,0,NA,0,NA,2.96,NA,allen-robinson,NumberFire,11678,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#21,190,80,3.96,4.95,3.96,NA
Trenton Irwin,WR,CIN,NA,NA,1.79,20.62,NA,NA,0.15,0,0,NA,0,NA,2.9,NA,trenton-irwin,NumberFire,14551,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#11,191,81,3.8,4.72,3.8,NA
Chase Claypool,WR,MIA,NA,NA,1.87,20.35,NA,NA,0.15,0,0,NA,0,NA,2.9,NA,chase-claypool,NumberFire,14841,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#5,191,81,3.83,4.79,3.83,NA
Trey Palmer,WR,TB,NA,NA,1.95,22.42,NA,NA,0.11,0,0,NA,0,NA,2.88,NA,trey-palmer,NumberFire,16199,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7,#19,193,83,3.84,4.83,3.84,NA
Nelson Agholor,WR,BAL,NA,NA,1.64,20.03,NA,NA,0.14,0,0,NA,0,NA,2.82,NA,nelson-agholor,NumberFire,12181,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.92,#8,194,84,3.62,4.46,3.62,NA
Jake Bobo,WR,SEA,NA,NA,1.76,19.46,NA,NA,0.11,0.24,1.07,NA,0.01,NA,2.74,NA,jake-bobo,NumberFire,16393,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.81,#1,196,85,3.61,4.51,3.61,NA
Dontayvion Wicks,WR,GB,NA,NA,1.38,18.52,NA,NA,0.11,0.29,1.51,NA,0.01,NA,2.69,NA,dontayvion-wicks,NumberFire,16195,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.75,#23,198,86,3.37,4.08,3.37,NA
Julio Jones,WR,PHI,NA,NA,1.46,19.4,NA,NA,0.1,0,0,NA,0,NA,2.55,NA,julio-jones,NumberFire,10271,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46,6.56,#3,199,87,3.27,4,3.27,NA
Van Jefferson,WR,ATL,NA,NA,1.44,19.87,NA,NA,0.09,0,0,NA,0,NA,2.53,NA,van-jefferson,NumberFire,14858,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.53,#16,201,88,3.23,3.96,3.23,NA
Marquise Goodwin,WR,CLE,NA,NA,1.11,15.73,NA,NA,0.07,0.67,3.75,NA,0.03,NA,2.53,NA,marquise-goodwin-1,NumberFire,11239,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.53,#31,201,88,3.08,3.65,3.08,NA
Justin Watson,WR,KC,NA,NA,1.4,18.46,NA,NA,0.11,0,0,NA,0,NA,2.48,NA,justin-watson-1,NumberFire,13776,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,6.46,#20,204,90,3.17,3.89,3.17,NA
Deven Thompkins,WR,TB,NA,NA,1.68,16.93,NA,NA,0.07,0.54,2.94,NA,0.02,NA,2.43,NA,deven-thompkins,NumberFire,15977,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.4,#19,206,91,3.27,4.16,3.27,NA
Byron Pringle,WR,WSH,NA,NA,1.46,18.06,NA,NA,0.1,0,0,NA,0,NA,2.38,NA,byron-pringle,NumberFire,13863,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.33,#22,207,92,3.1,3.85,3.1,NA
Curtis Samuel,WR,WSH,NA,NA,1.44,14.81,NA,NA,0.08,0.5,2.89,NA,0.01,NA,2.33,NA,curtis-samuel,NumberFire,13157,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,6.26,#22,209,93,3.01,3.74,3.01,NA
Calvin Austin III,WR,PIT,NA,NA,1.27,15.02,NA,NA,0.07,0.57,2.74,NA,0.02,NA,2.28,NA,calvin-austin-iii,NumberFire,15777,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63,6.19,#21,211,94,2.91,3.57,2.91,NA
Laviska Shenault,WR,CAR,NA,NA,1.01,10.61,NA,NA,0.05,1.23,6.21,NA,0.03,NA,2.14,NA,laviska-shenault,NumberFire,14838,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6,#25,215,95,2.65,3.16,2.65,NA
Zach Pascal,WR,ARI,NA,NA,1.35,16.74,NA,NA,0.08,0,0,NA,0,NA,2.14,NA,zach-pascal,NumberFire,13488,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6,#2,215,95,2.81,3.49,2.81,NA
