player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Brandin Cooks,WR,DAL,NA,3.4,3.4,41.7,NA,NA,0.2,0.5,2.2,NA,0,0,5.97,NA,10242,FleaFlicker,11674,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR58,0.3,43.9,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.4,3.4,41.5,NA,NA,0.3,0,0,NA,0,0,5.91,NA,16941,FleaFlicker,15779,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR51,0.3,41.5,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.5,3.5,45.5,NA,NA,0.2,0,0,NA,0,0,5.77,NA,16821,FleaFlicker,15755,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR49,0.2,45.5,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,2.5,2.5,34.2,NA,NA,0.2,1.2,6.9,NA,0.1,0,5.69,NA,16326,FleaFlicker,15301,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR52,0.3,41.1,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,4,4,40,NA,NA,0.3,0.2,0.9,NA,0,0,5.67,NA,12051,FleaFlicker,12650,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR61,0.3,40.9,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,3.1,3.1,41.4,NA,NA,0.2,0.1,0.6,NA,0,0,5.66,NA,17674,FleaFlicker,16184,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR50,0.2,42,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,3.5,3.5,43.8,NA,NA,0.2,0,0.1,NA,0,0,5.61,NA,15695,FleaFlicker,14977,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR64,0.2,43.9,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,2.6,2.6,38,NA,NA,0.2,0.9,3.7,NA,0,0,5.57,NA,17243,FleaFlicker,16080,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR45,0.2,41.7,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,3.1,3.1,40.2,NA,NA,0.2,0.4,2.8,NA,0,0,5.46,NA,16265,FleaFlicker,15288,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR56,0.2,43,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,2.9,2.9,40,NA,NA,0.2,0,0.5,NA,0,0,5.41,NA,14059,FleaFlicker,13632,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR83,0.2,40.5,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,3.7,3.7,37.8,NA,NA,0.2,1.1,4.1,NA,0,0,5.17,NA,16869,FleaFlicker,15757,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR72,0.2,41.9,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,2.9,2.9,28.1,NA,NA,0.1,2.4,13.9,NA,0.1,0,5.16,NA,16327,FleaFlicker,15283,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR87,0.2,42,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham,WR,BAL,NA,2.8,2.8,36.7,NA,NA,0.2,0,0.1,NA,0,0,5.1,NA,10243,FleaFlicker,11679,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR63,0.2,36.8,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,3.2,3.2,34,NA,NA,0.2,1,3.6,NA,0,0,4.95,NA,12930,FleaFlicker,13157,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR68,0.2,37.6,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,3,3,38.1,NA,NA,0.2,0,0.1,NA,0,0,4.92,NA,17656,FleaFlicker,16197,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR67,0.2,38.2,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,2.9,2.9,36.6,NA,NA,0.2,0,0,NA,0,0,4.9,NA,13788,FleaFlicker,13646,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR65,0.2,36.6,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,CAR,NA,2.4,2.4,36.5,NA,NA,0.2,0,0,NA,0,0,4.89,NA,13790,FleaFlicker,13668,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR60,0.2,36.6,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,3.2,3.2,34.8,NA,NA,0.2,0,0,NA,0,0,4.7,NA,12950,FleaFlicker,13156,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR82,0.2,34.9,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,2.5,2.5,36.9,NA,NA,0.2,0,0.1,NA,0,0,4.68,NA,14833,FleaFlicker,14122,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR69,0.2,37,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,2.7,2.7,36,NA,NA,0.2,0,0.1,NA,0,0,4.65,NA,17671,FleaFlicker,16206,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR66,0.2,36,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,2,2,33,NA,NA,0.2,0,0.1,NA,0,0,4.48,NA,13952,FleaFlicker,13793,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR78,0.2,33,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,2.7,2.7,33.5,NA,NA,0.2,0,0.1,NA,0,0,4.4,NA,16947,FleaFlicker,15761,@CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR79,0.2,33.5,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,3.3,3.3,34.4,NA,NA,0.2,0,0.1,NA,0,0,4.37,NA,17606,FleaFlicker,16185,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR42,0.2,34.5,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,2.5,2.5,33.4,NA,NA,0.2,0,0.2,NA,0,0,4.33,NA,13120,FleaFlicker,13172,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.2,33.5,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,2.5,2.5,32.1,NA,NA,0.2,0.1,1,NA,0,0,4.29,NA,16803,FleaFlicker,15752,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR71,0.2,33.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,2.7,2.7,29,NA,NA,0.1,0.5,3.1,NA,0,0,4.19,NA,14297,FleaFlicker,13910,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.2,32.1,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Reagor,WR,NE,NA,2.3,2.3,29.1,NA,NA,0.2,0,0,NA,0,0,4.01,NA,15528,FleaFlicker,14839,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2,29.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,2.5,2.5,30.6,NA,NA,0.1,0.2,1.2,NA,0,0,3.95,NA,15658,FleaFlicker,14974,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR73,0.1,31.9,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2,2,28.6,NA,NA,0.1,0,0,NA,0,0,3.74,NA,16842,FleaFlicker,15768,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR85,0.1,28.6,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,2.2,2.2,26.7,NA,NA,0.2,0,0.1,NA,0,0,3.66,NA,17767,FleaFlicker,16199,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR108,0.2,26.7,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,2.2,2.2,26,NA,NA,0.1,0,0.1,NA,0,0,3.49,NA,17593,FleaFlicker,16188,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR59,0.1,26.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,2.1,2.1,24.8,NA,NA,0.1,0.2,0.9,NA,0,0,3.43,NA,16854,FleaFlicker,15766,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR75,0.1,25.8,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,1.9,1.9,24.2,NA,NA,0.2,0,0,NA,0,0,3.42,NA,16192,FleaFlicker,15109,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.2,24.3,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,2,2,25.7,NA,NA,0.1,0,0.4,NA,0,0,3.37,NA,16248,FleaFlicker,15293,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR81,0.1,26.1,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,2,2,24.2,NA,NA,0.1,0,0,NA,0,0,3.04,NA,17648,FleaFlicker,16183,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR70,0.1,24.2,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,1.6,1.6,22,NA,NA,0.1,0,0.1,NA,0,0,2.97,NA,15564,FleaFlicker,14858,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR84,0.1,22.1,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,2,2,21.3,NA,NA,0.1,0,0,NA,0,0,2.95,NA,10305,FleaFlicker,11678,TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR94,0.1,21.3,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecole Hardman,WR,KC,NA,1.4,1.4,16.9,NA,NA,0.1,0.6,3.2,NA,0,0,2.77,NA,14725,FleaFlicker,14113,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR97,0.1,20,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,ATL,NA,1.6,1.6,20.2,NA,NA,0.1,0,0.3,NA,0,0,2.77,NA,13008,FleaFlicker,13289,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR102,0.1,20.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,1.5,1.5,15.3,NA,NA,0.1,0.9,4,NA,0,0,2.63,NA,16251,FleaFlicker,15289,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR76,0.1,19.4,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRobert Woods,WR,HOU,NA,1.7,1.7,19,NA,NA,0.1,0,0,NA,0,0,2.62,NA,9338,FleaFlicker,11228,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR77,0.1,19,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,CLE,NA,1,1,14.3,NA,NA,0.1,0.8,4.5,NA,0.1,0,2.58,NA,9337,FleaFlicker,11239,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,18.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,1.7,1.7,18.4,NA,NA,0.1,0,0,NA,0,0,2.55,NA,15625,FleaFlicker,14849,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR88,0.1,18.5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,1.3,1.3,19.1,NA,NA,0.1,0,0,NA,0,0,2.55,NA,13851,FleaFlicker,13776,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR89,0.1,19.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,1,1,10.7,NA,NA,0.1,1.8,8.8,NA,0.1,0,2.53,NA,15558,FleaFlicker,14838,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,19.5,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,1.4,1.4,18,NA,NA,0.1,0,0,NA,0,0,2.44,NA,11178,FleaFlicker,12181,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR91,0.1,18,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,1.7,1.7,16.9,NA,NA,0.1,0,0.4,NA,0,0,2.43,NA,13909,FleaFlicker,13638,@KCSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR107,0.1,17.2,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Scott,WR,CHI,NA,1.5,1.5,16.2,NA,NA,0.1,0.4,2.7,NA,0,0,2.41,NA,17715,FleaFlicker,16205,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,18.9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deven Thompkins,WR,TB,NA,1.4,1.4,14.9,NA,NA,0.1,0.5,2.7,NA,0,0,2.22,NA,17499,FleaFlicker,15977,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,17.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,1.2,1.2,15.7,NA,NA,0.1,0.2,1,NA,0,0,2.19,NA,17792,FleaFlicker,16195,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,16.8,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,WR,PIT,NA,1.1,1.1,13.7,NA,NA,0.1,0.8,3.5,NA,0,0,2.18,NA,16921,FleaFlicker,15777,TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR96,0.1,17.2,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,MIA,NA,1.2,1.2,14.7,NA,NA,0.1,0,0.2,NA,0,0,2.13,NA,15597,FleaFlicker,14841,@KCSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR98,0.1,14.9,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,1.3,1.3,16.5,NA,NA,0.1,0,0,NA,0,0,2.13,NA,16313,FleaFlicker,15308,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR104,0.1,16.6,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,PHI,NA,1.3,1.3,15.1,NA,NA,0.1,0,0.3,NA,0,0,2.06,NA,7372,FleaFlicker,10271,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR103,0.1,15.4,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,1.3,1.3,14.8,NA,NA,0.1,0.2,0.6,NA,0,0,2.06,NA,18001,FleaFlicker,16393,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR92,0.1,15.4,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,WAS,NA,1.4,1.4,14,NA,NA,0.1,0.2,1,NA,0,0,2.04,NA,11398,FleaFlicker,12184,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,15.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,0.8,0.8,8.8,NA,NA,0.1,1,6.2,NA,0,0,2.02,NA,17697,FleaFlicker,16299,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,14.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,1.2,1.2,13.9,NA,NA,0.1,0,0,NA,0,0,1.85,NA,16956,FleaFlicker,15901,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,13.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,1.1,1.1,12.5,NA,NA,0.1,0,0,NA,0,0,1.83,NA,13915,FleaFlicker,13652,@KCSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,12.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,PHI,NA,1.1,1.1,13.4,NA,NA,0.1,0,0.1,NA,0,0,1.81,NA,15107,FleaFlicker,14592,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,13.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,1.1,1.1,12.8,NA,NA,0.1,0,0.1,NA,0,0,1.8,NA,14930,FleaFlicker,14551,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,12.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,1.5,1.5,14.4,NA,NA,0.1,0,0,NA,0,0,1.78,NA,14836,FleaFlicker,14123,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR93,0.1,14.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,0.9,0.9,12,NA,NA,0.1,0.3,1.3,NA,0,0,1.67,NA,16309,FleaFlicker,15292,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,13.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,0.9,0.9,11.6,NA,NA,0.1,0,0.3,NA,0,0,1.65,NA,16835,FleaFlicker,15787,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,11.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,1.1,1.1,12.5,NA,NA,0.1,0,0,NA,0,0,1.59,NA,7401,FleaFlicker,10308,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,12.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,0.6,0.6,7.4,NA,NA,0,1,4.5,NA,0,0,1.52,NA,18085,FleaFlicker,16416,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,11.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,BUF,NA,0.8,0.8,9.8,NA,NA,0.1,0.1,1.1,NA,0,0,1.49,NA,15154,FleaFlicker,14558,@CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR105,0.1,10.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie,WR,HOU,NA,0.9,0.9,11.4,NA,NA,0.1,0,0.1,NA,0,0,1.49,NA,16849,FleaFlicker,15759,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR110,0.1,11.5,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,WAS,NA,0.9,0.9,11.1,NA,NA,0.1,0,0,NA,0,0,1.45,NA,14328,FleaFlicker,13863,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,ARI,NA,0.9,0.9,10.3,NA,NA,0.1,0,0,NA,0,0,1.37,NA,13333,FleaFlicker,13488,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,10.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,0.9,0.9,10.2,NA,NA,0.1,0,0,NA,0,0,1.35,NA,16872,FleaFlicker,15788,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR111,0.1,10.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,0.9,0.9,9.8,NA,NA,0.1,0,0.3,NA,0,0,1.29,NA,17643,FleaFlicker,16191,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR101,0.1,10.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,0.5,0.5,6.8,NA,NA,0,0.5,2.7,NA,0,0,1.25,NA,17635,FleaFlicker,16287,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR109,0.1,9.5,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,0.7,0.7,9,NA,NA,0.1,0,0.2,NA,0,0,1.2,NA,14600,FleaFlicker,13963,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,9.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,0.6,0.6,6.9,NA,NA,0,0.2,2.3,NA,0,0,1.2,NA,17558,FleaFlicker,15981,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,9.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rakim Jarrett,WR,TB,NA,0.8,0.8,8.8,NA,NA,0,0,0.2,NA,0,0,1.13,NA,18210,FleaFlicker,16198,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,IND,NA,0.5,0.5,6.1,NA,NA,0,0.3,1.8,NA,0,0,1.09,NA,13080,FleaFlicker,13313,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,0.7,0.7,8.5,NA,NA,0,0,0,NA,0,0,1.01,NA,16863,FleaFlicker,15758,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,8.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,0.6,0.6,6.9,NA,NA,0.1,0,0.1,NA,0,0,0.98,NA,17754,FleaFlicker,16207,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,BUF,NA,0.5,0.5,7.2,NA,NA,0,0,0,NA,0,0,0.94,NA,14106,FleaFlicker,13893,@CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,7.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,7.49,104.81,NA,NA,0.75,0.5,2.65,NA,0.01,NA,15.31,NA,tyreek-hill,NumberFire,12801,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,23.81,#5,12,1,19.03,25.8,19.03,NA
A.J. Brown,WR,PHI,NA,NA,6.26,95.65,NA,NA,0.6,0,0,NA,0,NA,13.11,NA,a-j-brown,NumberFire,14104,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39,20.83,#3,26,2,16.24,19.41,16.24,NA
Ja'Marr Chase,WR,CIN,NA,NA,7.34,79.65,NA,NA,0.76,0.61,3.5,NA,0.01,NA,12.84,NA,ja-marr-chase,NumberFire,15281,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,20.47,#11,29,3,16.47,20.22,16.47,NA
Stefon Diggs,WR,BUF,NA,NA,7.4,88.62,NA,NA,0.6,0,0,NA,0,NA,12.41,NA,stefon-diggs,NumberFire,12186,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93,19.89,#17,32,4,16.1,19.84,16.1,NA
CeeDee Lamb,WR,DAL,NA,NA,6.3,78.43,NA,NA,0.42,0.65,3.38,NA,0.02,NA,10.85,NA,ceedee-lamb,NumberFire,14832,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,17.78,#13,42,5,13.95,17.12,13.95,NA
Keenan Allen,WR,LAC,NA,NA,6.92,77.15,NA,NA,0.43,0,0,NA,0,NA,10.27,NA,keenan-allen-1,NumberFire,11222,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,16.99,#9,48,6,13.7,17.2,13.7,NA
Jaylen Waddle,WR,MIA,NA,NA,5.42,71.93,NA,NA,0.4,0.5,2.51,NA,0.01,NA,9.94,NA,jaylen-waddle,NumberFire,15284,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,16.55,#5,50,7,12.59,15.32,12.59,NA
