player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds,two_pts
Chase Brown,RB,CIN,1,1.4,4.4,3.1,0.1,0.2,0.2,1.7,1.7,8.5,0,0,0.6,0.6,2965160,CBS,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,TB,1,1.6,5.5,3.4,0.1,0.1,0.1,0.4,0.4,4,0,0,0.6,0.6,2179704,CBS,14810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,JAC,1,1.8,8.1,4.5,0.1,0.9,0.7,3.7,3.7,5.3,0,0,0.6,0.6,2189504,CBS,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,TEN,NA,20.2,86,NA,0.8,2.4,1.8,21,NA,NA,0,0.2,14.9,NA,NA,FantasySharks,12626,LAC,0.6,0.1,0,0,0.1,0,0.3,0.1,0,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Christian",RB,SFO,NA,13.5,63,NA,0.5,5.4,4.3,35,NA,NA,0.2,0,14.5,NA,NA,FantasySharks,13130,@LAR,0.3,0.1,0.1,0.1,0,0,0.7,0.1,0.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,LAC,NA,10.5,50,NA,0.7,5.7,4.4,35,NA,NA,0.2,0.2,13.6,NA,NA,FantasySharks,13404,@TEN,0.5,0.1,0,0,0,0,1.1,0.1,0.1,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,13.5,55,NA,0.6,4.6,3.6,26,NA,NA,0.1,0.1,12.5,NA,NA,FantasySharks,13146,NYG,0.5,0.1,0.1,0,0,0,0.4,0.1,0.1,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker III, Kenneth",RB,SEA,NA,15.9,76,NA,0.6,2.3,1.8,12,NA,NA,0,0,12.4,NA,NA,FantasySharks,15711,@DET,0.2,0.3,0,0,0,0.1,0.1,0.1,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chubb, Nick",RB,CLE,NA,15.7,80,NA,0.4,2,1.5,13,NA,NA,0.1,0,12.4,NA,NA,FantasySharks,13610,@PIT,0.3,0,0,0,0,0.1,0.1,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barkley, Saquon",RB,NYG,NA,17.5,74,NA,0.4,5.5,4,22,NA,NA,0,0,12.4,NA,NA,FantasySharks,13604,@ARI,0.3,0.1,0.1,0,0,0,0.1,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacobs, Josh",RB,LVR,NA,16.2,73,NA,0.5,4,3,21,NA,NA,0,0.1,12.3,NA,NA,FantasySharks,14073,@BUF,0.4,0.1,0,0,0,0,0.4,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,DAL,NA,11.4,55,NA,0.7,2.9,2.1,18,NA,NA,0.1,0,12.3,NA,NA,FantasySharks,14085,NYJ,0.3,0.2,0,0.1,0,0.1,0.5,0.1,0,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,CIN,NA,15.4,61,NA,0.5,4.7,3.8,26,NA,NA,0.1,0,12,NA,NA,FantasySharks,13131,BAL,0.4,0.1,0,0,0,0,0.8,0.1,0.1,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Deon",RB,IND,NA,15,70,NA,0.4,3.7,2.9,22,NA,NA,0.1,0.2,11.9,NA,NA,FantasySharks,15277,@HOU,0.3,0,0,0,0,0.1,0.4,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,17.1,66,NA,0.5,3.8,2.8,17,NA,NA,0.2,0.1,11.8,NA,NA,FantasySharks,15254,CLE,0.4,0.1,0,0,0,0,0.5,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,13.9,53,NA,0.1,6.2,5.5,32,NA,NA,0.3,0.1,10.7,NA,NA,FantasySharks,15721,CHI,0.1,0,0,0,0,0,0.8,0.1,0.1,4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,12.2,54,NA,0.5,3,2.1,20,NA,NA,0.1,0.1,10.7,NA,NA,FantasySharks,14071,SEA,0.4,0.1,0,0,0,0,0.4,0.1,0,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,GBP,NA,10.3,52,NA,0.2,4.1,3.2,29,NA,NA,0.3,0.1,10.7,NA,NA,FantasySharks,13319,@ATL,0.1,0,0,0,0,0,0.7,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,10,53,NA,0.4,4,2.5,24,NA,NA,0.1,0.1,10.5,NA,NA,FantasySharks,15708,@DAL,0.2,0,0,0.1,0,0.1,0.5,0.1,0.1,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,12.4,63,NA,0.5,2,1.6,13,NA,NA,0,0.1,10.5,NA,NA,FantasySharks,14079,NOS,0.3,0.1,0,0,0,0,0.1,0.1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,11.5,57,NA,0.4,4.8,3.6,22,NA,NA,0.1,0.1,10.5,NA,NA,FantasySharks,15259,MIA,0.2,0,0,0.1,0,0,0.5,0.1,0,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,16.7,67,NA,0.2,2.3,1.7,15,NA,NA,0.1,0,10.2,NA,NA,FantasySharks,15716,@DEN,0.2,0,0,0,0,0,0.2,0.1,0,2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,PHI,NA,9.1,49,NA,0.4,3.5,2.3,18,NA,NA,0.1,0,10.2,NA,NA,FantasySharks,14797,MIN,0.3,0.1,0,0,0,0,0.6,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,11.5,56,NA,0.4,2.3,1.8,16,NA,NA,0.1,0.1,10.1,NA,NA,FantasySharks,15271,@TBB,0.3,0.1,0,0,0,0,0.2,0.1,0,10,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,10.3,54,NA,0.4,3.3,2.4,16,NA,NA,0.1,0.1,9.9,NA,NA,FantasySharks,15715,LVR,0.2,0,0.2,0,0,0,0.6,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,16.5,64,NA,0.2,4.3,3,17,NA,NA,0.1,0.1,9.4,NA,NA,FantasySharks,15717,IND,0.2,0,0,0,0,0,0.3,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacheco, Isiah",RB,KCC,NA,10.5,53,NA,0.4,1.6,1.4,14,NA,NA,0,0.1,9.1,NA,NA,FantasySharks,15749,@JAC,0.4,0,0,0,0,0,0.2,0.1,0,13,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,MIN,NA,10.1,43,NA,0.5,2.7,1.9,14,NA,NA,0.1,0.1,9,NA,NA,FantasySharks,14223,@PHI,0.4,0.1,0,0,0,0,0.5,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,10.8,56,NA,0.3,2.6,2,17,NA,NA,0,0.2,8.9,NA,NA,FantasySharks,15253,KCC,0.2,0,0,0,0,0.1,0.3,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon, AJ",RB,GBP,NA,11.3,44,NA,0.4,2.6,1.8,15,NA,NA,0.1,0,8.6,NA,NA,FantasySharks,14805,@ATL,0.3,0,0.1,0,0,0,0.3,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,NEP,NA,12.2,47,NA,0.5,2,1.3,8,NA,NA,0,0,8.5,NA,NA,FantasySharks,12625,MIA,0.4,0.1,0,0,0,0,0.2,0,0,2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,10.1,49,NA,0.2,2.7,1.9,13,NA,NA,0.1,0,8.5,NA,NA,FantasySharks,12447,@NEP,0.2,0,0.1,0,0,0,0.4,0.1,0,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,10.9,50,NA,0.3,3.1,2.3,17,NA,NA,0,0.1,8.4,NA,NA,FantasySharks,15256,WAS,0.2,0,0,0,0,0,0.4,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akers, Cam",RB,LAR,NA,12.9,52,NA,0.4,2,1.6,12,NA,NA,0,0.2,8.3,NA,NA,FantasySharks,14799,SFO,0.4,0,0,0,0,0,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,11.3,47,NA,0.5,1.5,1.2,10,NA,NA,0,0.2,8.2,NA,NA,FantasySharks,13139,@CAR,0.4,0,0,0,0,0,0.2,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,10.1,43,NA,0.3,2.9,2.1,14,NA,NA,0.1,0,8,NA,NA,FantasySharks,16161,GBP,0.3,0.1,0,0,0,0,0.2,0.1,0,3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Gus",RB,BAL,NA,8.9,43,NA,0.5,1.2,0.8,4,NA,NA,0,0.1,7.7,NA,NA,FantasySharks,13850,@CIN,0.4,0,0,0,0,0,0.2,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,10.8,52,NA,0.2,1.3,1.1,9,NA,NA,0.1,0,7.6,NA,NA,FantasySharks,15712,GBP,0.2,0,0,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Damien",RB,BUF,NA,10.1,45,NA,0.2,3,2.1,15,NA,NA,0,0,7.4,NA,NA,FantasySharks,14075,LVR,0.2,0,0,0,0,0,0.5,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, Dalvin",RB,NYJ,NA,10.9,42,NA,0.3,3,2,14,NA,NA,0.1,0.2,7.3,NA,NA,FantasySharks,13128,@DAL,0.2,0,0,0,0,0.1,0.5,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,WAS,NA,9.7,34,NA,0.2,4.2,3.1,22,NA,NA,0.1,0,7.3,NA,NA,FantasySharks,14852,@DEN,0.2,0,0,0,0,0,0.4,0.1,0,28,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foreman, D'Onta",RB,CHI,NA,13.3,58,NA,0.1,1.2,0.8,5,NA,NA,0,0.1,7,NA,NA,FantasySharks,13134,@TBB,0.1,0,0,0,0,0,0.2,0,0,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Elijah",RB,SFO,NA,9,43,NA,0.3,0.9,0.8,6,NA,NA,0.1,0,7,NA,NA,FantasySharks,15263,@LAR,0.2,0.1,0,0,0,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKinnon, Jerick",RB,KCC,NA,4.9,20,NA,0,3.4,2.6,24,NA,NA,0.4,0.1,6.9,NA,NA,FantasySharks,11761,@JAC,0,0,0,0,0,0,0.9,0.1,0.1,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,11.1,44,NA,0.2,2.5,1.8,12,NA,NA,0,0,6.6,NA,NA,FantasySharks,14823,NYJ,0.2,0,0,0,0,0,0.4,0.1,0,11,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,7.8,36,NA,0.2,1.7,1.3,14,NA,NA,0.1,0,6.3,NA,NA,FantasySharks,15261,NOS,0.1,0.1,0,0,0,0,0.1,0.1,0,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,7.8,33,NA,0.1,3.5,3.2,24,NA,NA,0.1,0.1,6.2,NA,NA,FantasySharks,16169,@DET,0.1,0,0,0,0,0,0.3,0.1,0.1,15,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spears, Tyjae",RB,TEN,NA,6.7,30,NA,0,3.7,3.2,21,NA,NA,0.2,0,6.1,NA,NA,FantasySharks,16165,LAC,0,0,0,0,0,0,0.7,0.1,0,15,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds, Chase",RB,TBB,NA,7.9,29,NA,0.1,3.5,2.6,16,NA,NA,0.1,0,6,NA,NA,FantasySharks,13726,CHI,0.1,0,0,0,0,0,0.5,0.1,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,ATL,NA,7.5,34,NA,0.3,1.6,1.1,7,NA,NA,0,0.1,6,NA,NA,FantasySharks,11225,GBP,0.2,0.1,0,0,0,0,0.2,0,0,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,6.9,28,NA,0.2,2.2,1.6,10,NA,NA,0.1,0,5.7,NA,NA,FantasySharks,16162,SEA,0.2,0,0,0,0,0,0.3,0,0,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,5.6,27,NA,0.2,2.5,1.9,14,NA,NA,0,0,5.4,NA,NA,FantasySharks,15255,MIN,0.1,0,0,0.1,0,0,0.4,0.1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Zamir",RB,LVR,NA,4.3,22,NA,0.1,3.3,2.8,23,NA,NA,0.1,0,5.4,NA,NA,FantasySharks,15714,@BUF,0.1,0,0,0,0,0,0.7,0.1,0.1,52,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Ke'Shawn",RB,TBB,NA,7,28,NA,0.2,2.4,1.9,10,NA,NA,0.1,0,5.3,NA,NA,FantasySharks,14810,CHI,0.1,0,0,0,0,0,0.3,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,HOU,NA,6.5,30,NA,0.2,2.4,1.6,11,NA,NA,0,0.1,5.3,NA,NA,FantasySharks,14080,IND,0.2,0,0,0,0,0,0.3,0,0,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Latavius",RB,BUF,NA,7,28,NA,0.2,2.2,1.5,7,NA,NA,0,0,4.9,NA,NA,FantasySharks,11390,LVR,0.2,0,0,0,0,0,0.2,0,0,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Joshua",RB,LAC,NA,6.2,27,NA,0.2,1.6,0.9,6,NA,NA,0,0,4.7,NA,NA,FantasySharks,14807,@TEN,0.2,0,0,0,0,0,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,DEN,NA,5.4,22,NA,0.1,2.4,1.7,12,NA,NA,0,0,4.3,NA,NA,FantasySharks,13133,WAS,0.1,0,0,0,0,0,0.3,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,5.9,29,NA,0.1,2.6,1.5,9,NA,NA,0,0,4.2,NA,NA,FantasySharks,16164,KCC,0,0,0,0,0,0.1,0.1,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, Michael",RB,NYJ,NA,5.6,21,NA,0.1,2.9,2.1,14,NA,NA,0,0.1,3.9,NA,NA,FantasySharks,15258,@DAL,0.1,0,0,0,0,0,0.4,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,5.8,23,NA,0.1,1.8,1.3,8,NA,NA,0,0,3.7,NA,NA,FantasySharks,15713,@PIT,0.1,0,0,0,0,0,0.2,0,0,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,4.3,21,NA,0.1,1.8,1.5,11,NA,NA,0,0,3.7,NA,NA,FantasySharks,15742,CLE,0.1,0,0,0,0,0,0.3,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,IND,NA,6.4,27,NA,0,1.7,1.4,9,NA,NA,0,0.1,3.7,NA,NA,FantasySharks,14798,@HOU,0,0,0,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breida, Matt",RB,NYG,NA,4.1,19,NA,0.1,2.1,1.6,10,NA,NA,0,0,3.6,NA,NA,FantasySharks,13378,@ARI,0.1,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards-Helaire, Clyde",RB,KCC,NA,3.7,15,NA,0.1,1.4,1,8,NA,NA,0.1,0,3.6,NA,NA,FantasySharks,14803,@JAC,0.1,0,0,0,0,0,0.3,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,3.9,16,NA,0.1,2.3,1.8,12,NA,NA,0,0,3.3,NA,NA,FantasySharks,14076,BAL,0.1,0,0,0,0,0,0.3,0.1,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,4.7,21,NA,0.1,0.9,0.7,4,NA,NA,0,0,2.9,NA,NA,FantasySharks,14086,@CIN,0.1,0,0,0,0,0,0.1,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,2.8,11,NA,0.2,1.2,1,7,NA,NA,0,0,2.9,NA,NA,FantasySharks,15723,@PHI,0.1,0,0,0,0,0,0.2,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Boston",RB,PHI,NA,3.5,14,NA,0.2,0.4,0.4,2,NA,NA,0,0,2.9,NA,NA,FantasySharks,13814,MIN,0.2,0.1,0,0,0,0,0,0,0,29,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,4.7,18,NA,0,1.3,1.1,11,NA,NA,0,0,2.8,NA,NA,FantasySharks,14727,SEA,0,0,0,0,0,0,0.1,0,0,18,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,JAC,NA,2.8,14,NA,0.1,1.5,1.1,7,NA,NA,0,0.1,2.7,NA,NA,FantasySharks,14821,KCC,0.1,0,0,0,0,0,0.1,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,2.8,11,NA,0.1,1.6,1.2,8,NA,NA,0,0,2.6,NA,NA,FantasySharks,16181,BAL,0.1,0,0,0,0,0,0.2,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, Devon",RB,MIA,NA,4.4,18,NA,0.1,1.1,0.6,4,NA,NA,0,0.1,2.6,NA,NA,FantasySharks,16167,@NEP,0,0,0,0,0,0,0.2,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,4.6,13,NA,0.1,2.3,1.5,8,NA,NA,0,0,2.5,NA,NA,FantasySharks,13148,IND,0.1,0,0,0,0,0,0.2,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,2,8,NA,0.2,0.7,0.5,5,NA,NA,0,0,2.4,NA,NA,FantasySharks,15973,NOS,0.2,0,0,0,0,0,0,0,0,17,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,4.1,22,NA,0,0.3,0.2,1,NA,NA,0,0,2.3,NA,NA,FantasySharks,15972,@LAR,0,0,0,0,0,0,0.1,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,4.1,16,NA,0,1.1,0.8,6,NA,NA,0,0,2.2,NA,NA,FantasySharks,15710,SFO,0,0,0,0,0,0,0.1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,SEA,NA,2.5,12,NA,0,1.3,1.1,8,NA,NA,0,0,2,NA,NA,FantasySharks,14815,@DET,0,0,0,0,0,0,0.1,0,0,29,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingram, Keaontay",RB,ARI,NA,3.3,11,NA,0,1,0.7,5,NA,NA,0,0,1.9,NA,NA,FantasySharks,15734,NYG,0,0,0,0,0,0,0.1,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.5,2,NA,0,1.5,1.2,14,NA,NA,0,0,1.7,NA,NA,FantasySharks,11367,@LAR,0,0,0,0,0,0,0.1,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ahmed, Salvon",RB,MIA,NA,2.4,8,NA,0.1,0.9,0.6,4,NA,NA,0,0,1.5,NA,NA,FantasySharks,14811,@NEP,0,0.1,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Kendre",RB,NOS,NA,3.3,10,NA,0,1.1,0.8,6,NA,NA,0,0.1,1.5,NA,NA,FantasySharks,16171,@CAR,0,0,0,0,0,0,0.2,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,0.7,2,NA,0,1.6,1.1,9,NA,NA,0,0,1.4,NA,NA,FantasySharks,12155,@BUF,0,0,0,0,0,0,0.3,0,0,25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McFarland, Anthony",RB,PIT,NA,1.4,4,NA,0.1,0.4,0.4,2,NA,NA,0,0,1.3,NA,NA,FantasySharks,14804,CLE,0.1,0,0,0,0,0,0.1,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homer, Travis",RB,CHI,NA,1.2,4,NA,0,1,0.7,7,NA,NA,0,0,1.3,NA,NA,FantasySharks,14083,@TBB,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, Ty",RB,NEP,NA,1.5,4,NA,0,1.3,0.8,4,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,12261,MIA,0,0,0,0,0,0,0.1,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodriguez, Chris",RB,WAS,NA,3.2,12,NA,0,0.7,0.2,1,NA,NA,0,0,1.3,NA,NA,FantasySharks,16174,@DEN,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolden, Brandon",RB,LVR,NA,1.3,5,NA,0,1.1,0.7,6,NA,NA,0,0,1.1,NA,NA,FantasySharks,10932,@BUF,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.5,1,NA,0.1,1.3,0.7,4,NA,NA,0,0,1,NA,NA,FantasySharks,14420,@NEP,0.1,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
