player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
River Cracraft,WR,MIA,NA,NA,0.5,6.8,NA,NA,0.1,0,0,NA,0,0,1,NA,17224,FantasyPros,13862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Erickson,WR,LAC,NA,NA,0.7,7.4,NA,NA,0,0,0.1,NA,0,0,1,NA,15706,FantasyPros,12913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,ATL,NA,NA,0.6,8.8,NA,NA,0,0,0,NA,0,0,1,NA,16489,FantasyPros,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,0.6,8.6,NA,NA,0,0,0.1,NA,0,0,1,NA,18166,FantasyPros,13963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud III,WR,SF,NA,NA,0.5,5.8,NA,NA,0,0.1,1,NA,0,0,0.9,NA,17530,FantasyPros,13641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ihmir Smith-Marsette,WR,CAR,NA,NA,0.5,6.3,NA,NA,0,0,0.1,NA,0,0,0.8,NA,20116,FantasyPros,15434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,WAS,NA,NA,0.6,5.7,NA,NA,0,0,0.1,NA,0,0,0.8,NA,13976,FantasyPros,12184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,WR,ARI,NA,NA,0.6,5.3,NA,NA,0,0,0.1,NA,0,0,0.8,NA,23119,FantasyPros,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,DET,NA,NA,0.4,4.7,NA,NA,0,0,0.1,NA,0,0,0.6,NA,19298,FantasyPros,14857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.2,2.8,NA,NA,0,0.3,1.4,NA,0,0,0.5,NA,25332,FantasyPros,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Baccellia,WR,ARI,NA,NA,0.3,4.4,NA,NA,0,0,0.1,NA,0,0,0.5,NA,20050,FantasyPros,16037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,0.3,3.9,NA,NA,0,0,0,NA,0,0,0.5,NA,18590,FantasyPros,14118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,0.4,4,NA,NA,0,0,0,NA,0,0,0.5,NA,25335,FantasyPros,16207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,NA,0.4,4.1,NA,NA,0,0,0,NA,0,0,0.5,NA,9902,FantasyPros,10308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Slater,WR,NE,NA,NA,0.2,4,NA,NA,0,0,0.1,NA,0,0,0.5,NA,9446,FantasyPros,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,NA,0.2,2.6,NA,NA,0,0.1,0.9,NA,0,0,0.5,NA,22843,FantasyPros,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Moore,WR,TB,NA,NA,0.2,3.6,NA,NA,0,0,0.2,NA,0,0,0.5,NA,16757,FantasyPros,13348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Strachan,WR,CAR,NA,NA,0.2,3.8,NA,NA,0,0,0,NA,0,0,0.4,NA,23395,FantasyPros,15478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irvin Charles,WR,NYJ,NA,NA,0.2,3.2,NA,NA,0,0,0.1,NA,0,0,0.4,NA,24904,FantasyPros,15984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Trammell,WR,LAR,NA,NA,0.3,2.8,NA,NA,0,0,0,NA,0,0,0.4,NA,23260,FantasyPros,16120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Callaway,WR,NO,NA,NA,0.3,2.9,NA,NA,0,0,0,NA,0,0,0.4,NA,19505,FantasyPros,15034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,NA,0.2,2.5,NA,NA,0,0,0.2,NA,0,0,0.4,NA,23106,FantasyPros,16192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Bell,WR,SF,NA,NA,0.2,2.8,NA,NA,0,0,0.1,NA,0,0,0.3,NA,23012,FantasyPros,16202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,ARI,NA,NA,0.2,2.5,NA,NA,0,0,0,NA,0,0,0.3,NA,16972,FantasyPros,13488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Boykin,WR,PIT,NA,NA,0.1,2.1,NA,NA,0,0,0.1,NA,0,0,0.3,NA,18636,FantasyPros,14125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,0.2,1.7,NA,NA,0,0,0,NA,0,0,0.2,NA,23438,FantasyPros,16005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simi Fehoko,WR,LAC,NA,NA,0.1,1.7,NA,NA,0,0,0,NA,0,0,0.2,NA,23196,FantasyPros,15303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,WR,MIA,NA,NA,0.1,1.2,NA,NA,0,0,0,NA,0,0,0.2,NA,15688,FantasyPros,12930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.1,1.4,NA,NA,0,0,0.2,NA,0,0,0.2,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche II,WR,CLE,NA,NA,0.2,1.4,NA,NA,0,0,0.1,NA,0,0,0.1,NA,19359,FantasyPros,14848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Chisena,WR,ARI,NA,NA,0.1,1.3,NA,NA,0,0,0.1,NA,0,0,0.1,NA,20056,FantasyPros,15057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Thompson,WR,SEA,NA,NA,0,1.2,NA,NA,0,0,0.1,NA,0,0,0.1,NA,18535,FantasyPros,14321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Tyreek",WR,MIA,NA,11,8,105,NA,NA,0.7,NA,2,NA,0,0.1,14.8,NA,NA,FantasySharks,12801,@WAS,1.3,0.2,0,0.1,0.1,0.2,0.1,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb, CeeDee",WR,DAL,NA,9.1,6.6,88,NA,NA,0.6,NA,4,NA,0.1,0.1,13.1,NA,NA,FantasySharks,14832,SEA,1.4,0.2,0.2,0.1,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,8.4,5.2,92,NA,NA,0.5,NA,3,NA,0.1,0,12.8,NA,NA,FantasySharks,14840,@PHI,0.6,0.1,0.2,0.1,0,0,0.1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, A.J.",WR,PHI,NA,9.4,6.2,90,NA,NA,0.6,NA,0,NA,0,0,12.6,NA,NA,FantasySharks,14104,SFO,1,0.2,0.2,0.1,0,0,0.1,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,LAC,NA,12,8.5,92,NA,NA,0.6,NA,0,NA,0,0.1,12.4,NA,NA,FantasySharks,11222,@NEP,1.5,0.2,0.2,0.1,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,9,5.5,78,NA,NA,0.8,NA,0,NA,0,0,12.3,NA,NA,FantasySharks,11671,CAR,1.3,0.3,0.1,0.2,0.1,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase, Ja'Marr",WR,CIN,NA,11,6.9,87,NA,NA,0.6,NA,-0.1,NA,0,0,12.2,NA,NA,FantasySharks,15281,@JAC,1.6,0.2,0.1,0.1,0,0,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,10,7.2,90,NA,NA,0.5,NA,2,NA,0,0.1,12,NA,NA,FantasySharks,15287,@NOS,1.3,0.2,0.1,0.2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kupp, Cooper",WR,LAR,NA,10,6.2,80,NA,NA,0.5,NA,3,NA,0,0.1,11.5,NA,NA,FantasySharks,13164,CLE,1.3,0.1,0.2,0,0.1,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,9,6.5,85,NA,NA,0.4,NA,1,NA,0,0,11.2,NA,NA,FantasySharks,15284,@WAS,0.8,0.2,0,0,0.1,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Deebo",WR,SFO,NA,6.8,5,61,NA,NA,0.1,NA,18,NA,0.4,0.1,10.7,NA,NA,FantasySharks,14136,@PHI,1,0,0,0.1,0,0,0,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,8.8,6.5,80,NA,NA,0.4,NA,0,NA,0,0,10.5,NA,NA,FantasySharks,15282,SFO,0.8,0.1,0.1,0.1,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dell, Tank",WR,HOU,NA,7,5,60,NA,NA,0.5,NA,4,NA,0,0,9.8,NA,NA,FantasySharks,16204,DEN,1,0.2,0.1,0.1,0,0.1,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridley, Calvin",WR,JAC,NA,8,5,62,NA,NA,0.5,NA,2,NA,0,0,9.6,NA,NA,FantasySharks,13629,CIN,1,0.2,0.1,0.1,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,9,5.6,70,NA,NA,0.4,NA,0,NA,0,0.1,9.5,NA,NA,FantasySharks,14102,@DAL,1.5,0.2,0.1,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,CAR,NA,9.6,6.9,67,NA,NA,0.4,NA,1,NA,0,0,9.5,NA,NA,FantasySharks,11938,@TBB,1.3,0.3,0.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,7,5,67,NA,NA,0.4,NA,0,NA,0,0,9.4,NA,NA,FantasySharks,15290,DEN,1,0.1,0.2,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nacua, Puka",WR,LAR,NA,9,5.7,72,NA,NA,0.3,NA,1,NA,0,0,9.3,NA,NA,FantasySharks,16211,CLE,1,0.1,0,0.1,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,TEN,NA,8,5.5,68,NA,NA,0.4,NA,0,NA,0,0,9.3,NA,NA,FantasySharks,11232,IND,0.8,0,0.1,0,0.1,0.1,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,8.4,5.2,71,NA,NA,0.4,NA,1,NA,0,0.1,9.1,NA,NA,FantasySharks,13633,CIN,1,0.1,0.1,0.1,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rice, Rashee",WR,KCC,NA,6,4.8,58,NA,NA,0.5,NA,0,NA,0,0,9.1,NA,NA,FantasySharks,16194,@GBP,1.1,0.3,0.1,0,0.1,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,6,3.8,52,NA,NA,0.5,NA,2,NA,0.1,0,9,NA,NA,FantasySharks,15789,KCC,1.3,0.2,0.3,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,9.2,5.5,70,NA,NA,0.3,NA,0,NA,0,0,8.9,NA,NA,FantasySharks,15754,DET,0.9,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,8.5,4.4,69,NA,NA,0.3,NA,0,NA,0,0,8.7,NA,NA,FantasySharks,12175,@LAR,0.9,0.1,0.1,0,0,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,10.1,7,70,NA,NA,0.3,NA,1,NA,0,0,8.7,NA,NA,FantasySharks,14842,@TEN,1.3,0.1,0.1,0,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,7.9,4.6,57,NA,NA,0.5,NA,0,NA,0,0.1,8.6,NA,NA,FantasySharks,13630,@HOU,1.3,0.2,0.3,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,7.5,5,60,NA,NA,0.4,NA,0,NA,0,0,8.5,NA,NA,FantasySharks,12187,@DAL,0.8,0.2,0.1,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,8.5,6,66,NA,NA,0.3,NA,1,NA,0,0.1,8.5,NA,NA,FantasySharks,13163,CAR,1.2,0.1,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,7.8,4.7,61,NA,NA,0.3,NA,0,NA,0,0,8.1,NA,NA,FantasySharks,14835,@JAC,1.1,0.2,0,0.1,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,7,5,60,NA,NA,0.3,NA,2,NA,0,0,7.9,NA,NA,FantasySharks,15762,ARI,0.6,0,0,0.1,0,0,0.1,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,8,4.8,62,NA,NA,0.2,NA,1,NA,0,0,7.4,NA,NA,FantasySharks,14109,MIA,0.7,0,0,0.1,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,10.4,5.7,65,NA,NA,0.2,NA,1,NA,0,0.2,7.4,NA,NA,FantasySharks,15753,ATL,1.2,0.1,0,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,8.7,5,60,NA,NA,0.2,NA,1,NA,0,0,7.3,NA,NA,FantasySharks,14208,ARI,1.1,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,DAL,NA,5,3.7,50,NA,NA,0.3,NA,2,NA,0,0,7.2,NA,NA,FantasySharks,11674,SEA,0.5,0.1,0.1,0.1,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,6.2,4,44,NA,NA,0.5,NA,0,NA,0,0,7.2,NA,NA,FantasySharks,15779,KCC,1,0.3,0.1,0.1,0,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Downs, Josh",WR,IND,NA,8,5,55,NA,NA,0.2,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,16187,@TEN,1.1,0.1,0,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,CAR,NA,5.9,3.5,45,NA,NA,0.4,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,13668,@TBB,0.6,0.2,0.1,0,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reed, Jayden",WR,GBP,NA,5,3.2,40,NA,NA,0.3,NA,4,NA,0.1,0,6.8,NA,NA,FantasySharks,16184,KCC,0.8,0.1,0.1,0,0.1,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,ARI,NA,8.3,4.4,49,NA,NA,0.3,NA,1,NA,0,0,6.6,NA,NA,FantasySharks,14105,@PIT,0.8,0.2,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,6.9,4.5,48,NA,NA,0.2,NA,0,NA,0,0,6.3,NA,NA,FantasySharks,12650,@JAC,0.7,0.2,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,6.2,3.9,51,NA,NA,0.2,NA,1,NA,0,0,6.3,NA,NA,FantasySharks,14833,@HOU,0.7,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,5.8,3.5,40,NA,NA,0.4,NA,1,NA,0,0,6.2,NA,NA,FantasySharks,15755,MIA,0.8,0.1,0.1,0.1,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,6.2,3.9,50,NA,NA,0.2,NA,0,NA,0,0.1,5.8,NA,NA,FantasySharks,15751,@NYJ,0.9,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,5,3.4,41,NA,NA,0.2,NA,3,NA,0,0,5.8,NA,NA,FantasySharks,15301,CLE,0.4,0.1,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,5.5,3.8,39,NA,NA,0.2,NA,3,NA,0.1,0,5.7,NA,NA,FantasySharks,13157,MIA,0.8,0.1,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,6.3,3.5,48,NA,NA,0.1,NA,0,NA,0,0.1,5.6,NA,NA,FantasySharks,15319,@NEP,0.6,0,0.1,0,0.1,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,3.9,2.4,35,NA,NA,0.3,NA,0,NA,0,0.1,5,NA,NA,FantasySharks,13168,@NOS,0.7,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,5.2,3.2,32,NA,NA,0.1,NA,9,NA,0.1,0,5,NA,NA,FantasySharks,15283,@PIT,0.4,0,0,0,0,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Njigba, Jaxon",WR,SEA,NA,5,3.5,40,NA,NA,0.2,NA,0,NA,0,0,4.9,NA,NA,FantasySharks,16185,@DAL,0.4,0.1,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,NEP,NA,5.8,4.1,36,NA,NA,0.2,NA,0,NA,0,0.1,4.9,NA,NA,FantasySharks,13156,LAC,0.9,0.2,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perry, A.T.",WR,NOS,NA,5.2,3,37,NA,NA,0.2,NA,0,NA,0,0,4.8,NA,NA,FantasySharks,16196,DET,0.5,0.1,0.1,0,0,0,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jameson",WR,DET,NA,4,2.1,35,NA,NA,0.2,NA,0,NA,0,0,4.8,NA,NA,FantasySharks,15756,@NOS,0.4,0,0,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,CLE,NA,6.9,3.9,40,NA,NA,0.1,NA,1,NA,0,0.1,4.7,NA,NA,FantasySharks,15288,@LAR,0.9,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,HOU,NA,4,2.8,38,NA,NA,0.1,NA,0,NA,0,0,4.6,NA,NA,FantasySharks,13172,DEN,0.5,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,5.4,3.4,32,NA,NA,0.2,NA,1,NA,0,0,4.4,NA,NA,FantasySharks,13176,CIN,1,0.1,0.1,0,0,0,0,6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,4.5,2.8,37,NA,NA,0.1,NA,0.1,NA,0,0,4.1,NA,NA,FantasySharks,12176,LAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,4.1,2.4,30,NA,NA,0.1,NA,0,NA,0,0,3.7,NA,NA,FantasySharks,13646,SEA,0.4,0,0,0,0,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
