player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Amari Rodgers,WR,GB,NA,1.6,1.6,24.2,NA,NA,0.1,0.1,0.6,NA,0,0.1,2.88,NA,16329,FleaFlicker,15297,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,24.8,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTLaviska Shenault,WR,CAR,NA,1.7,1.7,19.5,NA,NA,0.1,0.6,2.3,NA,0,0,2.82,NA,15558,FleaFlicker,14838,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR116,0.1,21.8,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwann Winfree,WR,GB,NA,1.6,1.6,23.7,NA,NA,0.1,0,0.2,NA,0,0.1,2.79,NA,14826,FleaFlicker,14267,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,23.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTChris Moore,WR,HOU,NA,1.9,1.9,22,NA,NA,0.1,0,0,NA,0,0,2.72,NA,12153,FleaFlicker,12773,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,22,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Thomas,WR,CIN,NA,1.4,1.4,21.2,NA,NA,0.1,0,0,NA,0,0.1,2.52,NA,12172,FleaFlicker,12675,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,21.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,1.3,1.3,17.7,NA,NA,0.1,0,0,NA,0,0,2.47,NA,9337,FleaFlicker,11239,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,17.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,1.4,1.4,17.2,NA,NA,0.1,0.1,0.5,NA,0,0,2.34,NA,13915,FleaFlicker,13652,PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR107,0.1,17.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Sills,WR,NYG,NA,1.6,1.6,18.3,NA,NA,0.1,0,0.1,NA,0,0,2.24,NA,14915,FleaFlicker,14110,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,18.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Schwartz,WR,CLE,NA,1,1,15.3,NA,NA,0.1,0.4,3.1,NA,0,0,2.24,NA,16298,FleaFlicker,15296,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,18.4,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,1.3,1.3,17.3,NA,NA,0.1,0.1,0.3,NA,0,0,2.22,NA,16863,FleaFlicker,15758,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR99,0.1,17.6,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,1.2,1.2,17.2,NA,NA,0.1,0,0,NA,0,0,2.18,NA,14600,FleaFlicker,13963,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,17.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryan Edwards,WR,ATL,NA,1.1,1.1,16.1,NA,NA,0.1,0,0,NA,0,0,2.12,NA,15577,FleaFlicker,14844,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR112,0.1,16.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Hollister,WR,TEN,NA,1.2,1.2,15.3,NA,NA,0.1,0,0,NA,0,0,2.05,NA,13177,FleaFlicker,13851,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,15.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKenny Golladay,WR,NYG,NA,1,1,14.8,NA,NA,0.1,0,0,NA,0,0,2,NA,12963,FleaFlicker,13277,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR90,0.1,14.8,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damiere Byrd,WR,ATL,NA,1.3,1.3,15.5,NA,NA,0.1,0.1,0.2,NA,0,0,1.98,NA,11507,FleaFlicker,12464,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,15.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,0.8,0.8,9.4,NA,NA,0,0.8,5.5,NA,0,0,1.87,NA,13024,FleaFlicker,13308,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR101,0.1,14.9,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,SEA,NA,1,1,12.4,NA,NA,0.1,0,0,NA,0,0,1.82,NA,16324,FleaFlicker,15302,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,0.8,0.8,10.3,NA,NA,0.1,0,0,NA,0,0,1.32,NA,11167,FleaFlicker,12188,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,10.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Kirkwood,WR,NO,NA,0.7,0.7,9.1,NA,NA,0.1,0,0,NA,0,0,1.19,NA,14357,FleaFlicker,13882,@ARIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,9.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Strachan,WR,IND,NA,0.6,0.6,8.5,NA,NA,0.1,0,0,NA,0,0,1.19,NA,16620,FleaFlicker,15478,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,8.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
River Cracraft,WR,MIA,NA,0.6,0.6,7.2,NA,NA,0.1,0,0,NA,0,0,1.12,NA,13732,FleaFlicker,13862,PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,7.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Sims,WR,WAS,NA,0.6,0.6,8.3,NA,NA,0,0,0,NA,0,0,0.99,NA,14411,FleaFlicker,13895,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,8.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,WR,CAR,NA,0.6,0.6,5.9,NA,NA,0,0,0,NA,0,0,0.59,NA,15754,FleaFlicker,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,5.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,NA,5.2,76.58,NA,NA,0.36,4.26,23.36,NA,0.43,NA,14.44,NA,deebo-samuel,NumberFire,14136,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,22.63,#27,26,1,17.03,7700,2.21,19.79,7600,2.6,17.03,23,0.74,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,7.14,92.43,NA,NA,0.76,0.28,1.49,NA,0.02,NA,14.04,NA,davante-adams,NumberFire,11675,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99,22.09,#28,32,2,17.64,8600,2.05,21.23,8700,2.44,17.64,34,0.52,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.09,85.03,NA,NA,0.61,0.65,3.2,NA,0.04,NA,12.6,NA,ja-marr-chase,NumberFire,15281,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,20.15,#29,40,3,15.65,8500,1.84,18.76,8200,2.29,15.65,29,0.54,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,5.86,73.65,NA,NA,0.61,0.28,1.38,NA,0.02,NA,11.24,NA,tyreek-hill,NumberFire,12801,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,18.31,#16,50,4,14.13,8400,1.68,17.11,8000,2.14,14.13,34,0.42,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,NA,4.92,77.55,NA,NA,0.57,0,0,NA,0,NA,11.17,NA,mike-williams,NumberFire,13154,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,18.21,#31,51,5,13.66,7800,1.75,16.12,7200,2.24,13.66,23,0.59,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6.1,75.97,NA,NA,0.56,0,0,NA,0,NA,10.93,NA,ceedee-lamb,NumberFire,14832,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,17.89,#32,52,6,13.97,7700,1.81,17.05,6800,2.51,13.97,23,0.61,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,5.48,77.64,NA,NA,0.46,0,0,NA,0,NA,10.46,NA,courtland-sutton,NumberFire,13630,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,17.25,#7,53,7,13.22,7000,1.89,15.99,6200,2.58,13.22,19,0.7,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.92,65.54,NA,NA,0.55,0,0,NA,0,NA,9.89,NA,mike-evans,NumberFire,11671,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,16.48,#15,57,8,12.31,7600,1.62,14.78,6900,2.14,12.31,27,0.46,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,5.96,73.73,NA,NA,0.4,0,0,NA,0,NA,9.73,NA,tyler-lockett,NumberFire,12187,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,16.26,#21,59,9,12.71,6800,1.87,15.72,5800,2.71,12.71,22,0.58,NA,NA,NA,NA,NA,NA,NA
D.K. Metcalf,WR,SEA,NA,NA,5.88,69.19,NA,NA,0.43,0,0,NA,0,NA,9.41,NA,dk-metcalf,NumberFire,14102,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,15.83,#21,60,10,12.34,6900,1.79,15.34,6600,2.32,12.34,24,0.51,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,5.82,64.17,NA,NA,0.4,0.52,2.67,NA,0.03,NA,9.23,NA,amon-ra-st-brown,NumberFire,15287,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,15.59,#4,63,11,12.15,7500,1.62,15.08,7100,2.12,12.15,26,0.47,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5.1,65.46,NA,NA,0.4,0.28,1.31,NA,0.02,NA,9.14,NA,jaylen-waddle,NumberFire,15284,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,15.47,#16,64,12,11.65,7500,1.55,14.26,6500,2.19,11.65,29,0.4,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,4.67,65.6,NA,NA,0.41,0,0,NA,0,NA,9.01,NA,tee-higgins,NumberFire,14835,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,15.29,#29,66,13,11.32,7100,1.59,13.68,6400,2.14,11.32,21,0.54,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.8,69.71,NA,NA,0.34,0,0,NA,0,NA,9.01,NA,michael-pittman-jr,NumberFire,14842,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,15.29,#22,66,13,11.87,7500,1.58,14.8,7400,2,11.87,23,0.52,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,ARI,NA,NA,5.47,66.82,NA,NA,0.39,0,0,NA,0,NA,8.98,NA,deandre-hopkins-1,NumberFire,11232,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,15.25,#14,68,15,11.68,NA,NA,14.46,6200,2.33,11.68,26,0.45,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,NA,5.88,63.66,NA,NA,0.39,0.25,1.23,NA,0.01,NA,8.9,NA,brandin-cooks,NumberFire,11674,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,15.14,#25,69,16,11.85,6300,1.88,14.79,6000,2.47,11.85,16,0.74,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,5.7,64.49,NA,NA,0.36,0,0,NA,0,NA,8.6,NA,amari-cooper,NumberFire,12175,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,14.74,#20,72,17,11.44,7200,1.59,14.31,6100,2.35,11.44,23,0.5,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,4.26,64.43,NA,NA,0.37,0,0,NA,0,NA,8.56,NA,jerry-jeudy,NumberFire,14833,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,14.68,#7,73,18,10.71,6200,1.73,12.89,5700,2.26,10.71,15,0.71,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,5.85,59.84,NA,NA,0.34,0.51,2.84,NA,0.04,NA,8.42,NA,diontae-johnson,NumberFire,14208,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,14.49,#19,76,19,11.35,6500,1.75,14.35,5500,2.61,11.35,17,0.67,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,5.02,61.27,NA,NA,0.34,0.27,1.35,NA,0.02,NA,8.34,NA,christian-kirk,NumberFire,13633,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,14.39,#24,78,20,10.89,7200,1.51,13.43,5900,2.28,10.89,16,0.68,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,GB,NA,NA,4.31,59.8,NA,NA,0.39,0,0,NA,0,NA,8.32,NA,allen-lazard,NumberFire,13632,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,14.36,#17,79,21,10.46,6600,1.58,12.63,6100,2.07,10.46,20,0.52,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.27,56.66,NA,NA,0.41,0.29,1.54,NA,0.02,NA,8.31,NA,chris-godwin,NumberFire,13163,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,14.35,#15,80,22,10.96,7000,1.57,13.64,6300,2.17,10.96,18,0.61,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4.45,57.45,NA,NA,0.35,0,0,NA,0,NA,7.83,NA,drake-london,NumberFire,15751,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,13.7,#8,83,23,10.03,6000,1.67,12.29,5400,2.28,10.03,15,0.67,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,NA,4.64,56.44,NA,NA,0.29,0,0,NA,0,NA,7.34,NA,jakobi-meyers,NumberFire,14127,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,13.03,#26,87,24,9.66,6800,1.42,12.01,5300,2.27,9.66,18,0.54,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,NA,4.62,50.73,NA,NA,0.33,0.31,1.75,NA,0.02,NA,7.31,NA,robert-woods-1,NumberFire,11228,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,12.99,#23,88,25,9.62,5800,1.66,11.96,5500,2.17,9.62,13,0.74,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,3.11,53.87,NA,NA,0.3,0,0,NA,0,NA,7.19,NA,marquez-valdes-scantling,NumberFire,13793,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,12.83,#6,89,26,8.72,5600,1.56,10.3,4400,2.34,8.72,13,0.67,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,4.25,54.01,NA,NA,0.3,0,0,NA,0,NA,7.18,NA,brandon-aiyuk,NumberFire,14840,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,12.82,#27,90,27,9.29,6300,1.47,11.44,6000,1.91,9.29,17,0.55,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,4.61,48.89,NA,NA,0.4,0,0,NA,0,NA,7.15,NA,juju-smith-schuster,NumberFire,13156,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,12.78,#6,91,28,9.43,6700,1.41,11.83,5600,2.11,9.43,15,0.63,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,PIT,NA,NA,3.67,47.49,NA,NA,0.22,1.02,5.64,NA,0.08,NA,7.04,NA,chase-claypool,NumberFire,14841,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,12.63,#19,92,29,8.87,5800,1.53,10.75,4700,2.29,8.87,13,0.68,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,NA,3.97,45.24,NA,NA,0.37,0.28,1.47,NA,0.01,NA,6.96,NA,devin-duvernay,NumberFire,14847,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,12.52,#30,93,30,8.9,5900,1.51,10.91,4500,2.42,8.9,16,0.56,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,4.17,51.72,NA,NA,0.22,0.26,1.41,NA,0.02,NA,6.73,NA,george-pickens,NumberFire,15762,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,12.21,#19,97,31,8.8,5500,1.6,10.91,4600,2.37,8.8,15,0.59,NA,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CAR,NA,NA,3.95,48.93,NA,NA,0.22,0.64,3.44,NA,0.03,NA,6.67,NA,d-j-moore-1,NumberFire,13635,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,12.13,#2,99,32,8.69,5500,1.58,10.69,4900,2.18,8.69,12,0.72,NA,NA,NA,NA,NA,NA,NA
Marquez Callaway,WR,NO,NA,NA,3.59,50.51,NA,NA,0.28,0,0,NA,0,NA,6.65,NA,marquez-callaway,NumberFire,15034,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,12.1,#12,100,33,8.47,NA,NA,10.3,4000,2.58,8.47,11,0.77,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,3.59,41.88,NA,NA,0.36,0,0,NA,0,NA,6.37,NA,michael-gallup,NumberFire,13646,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,11.72,#32,103,34,8.16,6100,1.34,9.96,5100,1.95,8.16,17,0.48,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,4.02,47.84,NA,NA,0.27,0,0,NA,0,NA,6.36,NA,garrett-wilson,NumberFire,15753,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,11.71,#3,104,35,8.37,5500,1.52,10.41,4500,2.31,8.37,14,0.6,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,3.76,46.02,NA,NA,0.29,0,0,NA,0,NA,6.31,NA,tyler-boyd,NumberFire,12650,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,11.64,#29,105,36,8.2,6000,1.37,10.1,5300,1.91,8.2,18,0.46,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.75,45.47,NA,NA,0.29,0,0,NA,0,NA,6.18,NA,romeo-doubs,NumberFire,15779,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,11.47,#17,108,37,8.04,5800,1.39,9.99,5000,2,8.04,17,0.47,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,NA,3.61,50.07,NA,NA,0.2,0,0,NA,0,NA,6.14,NA,donovan-peoples-jones,NumberFire,14857,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,11.41,#20,109,38,7.95,5600,1.42,9.8,4100,2.39,7.95,13,0.61,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,NA,3.73,41.69,NA,NA,0.31,0,0,NA,0,NA,6.06,NA,marvin-jones,NumberFire,10738,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,11.3,#24,110,39,7.91,5500,1.44,9.78,4600,2.13,7.91,10,0.79,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WSH,NA,NA,3.29,44.05,NA,NA,0.19,0.42,2.32,NA,0.02,NA,5.89,NA,terry-mclaurin,NumberFire,14109,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,11.07,#13,111,40,7.52,6200,1.21,9.19,5900,1.56,7.52,17,0.44,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,3.44,46.75,NA,NA,0.2,0,0,NA,0,NA,5.83,NA,darnell-mooney,NumberFire,14974,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,10.99,#5,112,41,7.58,6300,1.2,9.32,4800,1.94,7.58,12,0.63,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,4.19,41.24,NA,NA,0.25,0.29,1.56,NA,0.02,NA,5.76,NA,rondale-moore,NumberFire,15283,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.9,#14,113,42,7.9,NA,NA,10.05,4500,2.23,7.9,14,0.56,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,4.07,43.18,NA,NA,0.27,0,0,NA,0,NA,5.72,NA,hunter-renfrow,NumberFire,14123,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10.84,#28,114,43,7.77,5700,1.36,9.92,4900,2.02,7.77,15,0.52,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,3.37,44.25,NA,NA,0.19,0.25,1.21,NA,0.01,NA,5.7,NA,nico-collins,NumberFire,15290,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,10.82,#25,115,44,7.37,5600,1.32,9.1,4200,2.17,7.37,13,0.57,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,3.43,45.66,NA,NA,0.2,0,0,NA,0,NA,5.67,NA,alec-pierce,NumberFire,15768,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,10.78,#22,117,45,7.38,6100,1.21,9.16,4600,1.99,7.38,17,0.43,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,3.88,40.85,NA,NA,0.24,0,0,NA,0,NA,5.5,NA,zay-jones,NumberFire,13176,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.55,#24,118,46,7.45,5700,1.31,9.41,4400,2.14,7.45,11,0.68,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WSH,NA,NA,3.76,39.16,NA,NA,0.2,0.42,2.36,NA,0.02,NA,5.49,NA,curtis-samuel,NumberFire,13157,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.53,#13,119,47,7.33,5500,1.33,9.23,5300,1.74,7.33,14,0.52,NA,NA,NA,NA,NA,NA,NA
Tre'Quan Smith,WR,NO,NA,NA,2.85,40.68,NA,NA,0.25,0,0,NA,0,NA,5.49,NA,tre-quan-smith,NumberFire,13645,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.53,#12,119,47,6.95,NA,NA,8.41,4500,1.87,6.95,12,0.58,NA,NA,NA,NA,NA,NA,NA
