player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Ameer Abdullah,RB,LV,NA,0.26,1.05,NA,0.01,NA,1.94,13.68,NA,NA,0.09,NA,2.02,NA,ameer-abdullah,NumberFire,12155,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97,6.01,#25,251,69,3,4700,0.64,3.99,3,10,0.3,NA,NA
Caleb Huntley,RB,ATL,NA,3.27,13.79,NA,0.07,NA,0.18,1.28,NA,NA,0.01,NA,1.93,NA,caleb-huntley,NumberFire,15505,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.89,#8,257,70,2.02,4900,0.41,2.14,2.02,11,0.18,NA,NA
Brandon Bolden,RB,LV,NA,1.31,5.6,NA,0.04,NA,0.98,8.52,NA,NA,0.05,NA,1.89,NA,brandon-bolden,NumberFire,10932,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06,5.84,#25,260,71,2.42,4600,0.53,2.92,2.42,11,0.22,NA,NA
Malcolm Brown,RB,LA,NA,2.67,11.12,NA,0.06,NA,0.25,1.79,NA,NA,0.01,NA,1.67,NA,malcolm-brown,NumberFire,12386,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,5.55,#22,270,72,1.82,4600,0.4,1.95,1.82,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,2.27,9.66,NA,0.05,NA,0.42,3.12,NA,NA,0.02,NA,1.64,NA,raheem-blackshear,NumberFire,15973,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,5.51,#4,273,73,1.87,4700,0.4,2.1,1.87,10,0.19,NA,NA
Nyheim Hines,RB,BUF,NA,1.02,4.3,NA,0.03,NA,0.85,6.35,NA,NA,0.06,NA,1.6,NA,nyheim-hines,NumberFire,13622,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,5.45,#32,275,74,1.99,4900,0.41,2.44,1.99,11,0.18,NA,NA
DeeJay Dallas,RB,SEA,NA,1.62,7.23,NA,0.07,NA,0.54,3.66,NA,NA,0.02,NA,1.59,NA,deejay-dallas,NumberFire,14815,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26,5.44,#31,276,75,1.86,4600,0.4,2.15,1.86,10,0.19,NA,NA
JaMycal Hasty,RB,JAC,NA,1.87,7.82,NA,0.05,NA,0.53,3.54,NA,NA,0.02,NA,1.48,NA,jamycal-hasty,NumberFire,14821,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,5.29,#15,283,76,1.76,4800,0.37,2.06,1.76,10,0.18,NA,NA
Michael Burton,RB,KC,NA,1.92,7.87,NA,0.05,NA,0.29,2.08,NA,NA,0.02,NA,1.39,NA,michael-burton,NumberFire,12325,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,5.18,#16,292,77,1.54,4500,0.34,1.7,1.54,10,0.15,NA,NA
Andrew Beck,RB,DEN,NA,1.45,6.13,NA,0.03,NA,0.47,3.74,NA,NA,0.02,NA,1.27,NA,andrew-beck,NumberFire,14319,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48,5.02,#14,298,78,1.5,4000,0.38,1.75,1.5,10,0.15,NA,NA
Ronnie Rivers,RB,LA,NA,1.94,8.3,NA,0.04,NA,0.25,1.78,NA,NA,0.01,NA,1.24,NA,ronnie-rivers,NumberFire,15726,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.98,#22,300,79,1.41,4500,0.31,1.55,1.41,NA,NA,NA,NA
Zack Moss,RB,IND,NA,1.73,7.35,NA,0.04,NA,0.24,1.75,NA,NA,0.01,NA,1.2,NA,zack-moss,NumberFire,14798,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,4.92,#17,301,80,1.29,5200,0.25,1.43,1.29,10,0.13,NA,NA
Giovanni Ricci,RB,CAR,NA,0.28,1.22,NA,0.01,NA,1.04,7.84,NA,NA,0.04,NA,1.18,NA,giovanni-ricci,NumberFire,15054,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.9,#4,303,81,1.71,4200,0.41,2.24,1.71,10,0.17,NA,NA
Justice Hill,RB,BAL,NA,1.73,7.34,NA,0.04,NA,0.24,1.61,NA,NA,0.01,NA,1.17,NA,justice-hill,NumberFire,14086,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.88,#24,304,82,1.3,5200,0.25,1.43,1.3,10,0.13,NA,NA
Derek Watt,RB,PIT,NA,1.11,4.6,NA,0.02,NA,0.51,3.99,NA,NA,0.02,NA,1.1,NA,derek-watt,NumberFire,12823,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.79,#10,305,83,1.33,4500,0.3,1.6,1.33,10,0.13,NA,NA
Alec Ingold,RB,MIA,NA,0.29,1.23,NA,0.01,NA,0.79,5.84,NA,NA,0.05,NA,1.05,NA,alec-ingold,NumberFire,14420,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.72,#29,308,84,1.46,4600,0.32,1.86,1.46,10,0.15,NA,NA
Avery Williams,RB,ATL,NA,1.64,6.87,NA,0.03,NA,0.19,1.26,NA,NA,0.01,NA,1.04,NA,avery-williams,NumberFire,15454,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63,4.71,#8,310,85,1.11,4600,0.24,1.22,1.11,10,0.11,NA,NA
Ty Johnson,RB,NYJ,NA,0.81,3.5,NA,0.02,NA,0.44,3.34,NA,NA,0.02,NA,0.93,NA,ty-johnson,NumberFire,14095,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,4.57,#27,316,86,1.12,4900,0.23,1.35,1.12,10,0.11,NA,NA
Zander Horvath,RB,LAC,NA,0.53,2.27,NA,0.01,NA,0.56,4.02,NA,NA,0.03,NA,0.89,NA,zander-horvath,NumberFire,15960,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,4.51,#21,318,87,1.13,4600,0.25,1.42,1.13,10,0.11,NA,NA
Patrick Ricard,RB,BAL,NA,0.29,1.2,NA,0.01,NA,0.71,4.74,NA,NA,0.04,NA,0.86,NA,patrick-ricard,NumberFire,13455,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,4.47,#24,319,88,1.23,4500,0.27,1.59,1.23,10,0.12,NA,NA
Malik Davis,RB,DAL,NA,0.9,3.89,NA,0.02,NA,0.26,1.86,NA,NA,0.02,NA,0.8,NA,malik-davis,NumberFire,15738,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.39,#19,325,89,0.93,4800,0.19,1.07,0.93,10,0.09,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.49,2.03,NA,0.01,NA,0.47,3.63,NA,NA,0.02,NA,0.73,NA,dare-ogunbowale,NumberFire,13148,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,#26,330,90,0.96,4700,0.2,1.21,0.96,10,0.1,NA,NA
Myles Gaskin,RB,MIA,NA,0.29,1.2,NA,0.01,NA,0.52,3.58,NA,NA,0.03,NA,0.72,NA,myles-gaskin,NumberFire,14081,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.29,#29,331,91,0.98,4600,0.21,1.24,0.98,10,0.1,NA,NA
Deon Jackson,RB,IND,NA,0.86,3.64,NA,0.02,NA,0.25,1.73,NA,NA,0.01,NA,0.72,NA,deon-jackson,NumberFire,15277,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.29,#17,331,91,0.84,5100,0.16,0.97,0.84,10,0.08,NA,NA
Hassan Haskins,RB,TEN,NA,0.94,3.98,NA,0.02,NA,0.2,1.42,NA,NA,0.01,NA,0.69,NA,hassan-haskins,NumberFire,15720,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,4.25,#12,334,93,0.8,4600,0.17,0.91,0.8,10,0.08,NA,NA
C.J. Ham,RB,MIN,NA,0.26,1.08,NA,0.01,NA,0.5,3.99,NA,NA,0.03,NA,0.69,NA,c-j-ham-1,NumberFire,12923,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,4.25,#1,334,93,1,4500,0.22,1.25,1,10,0.1,NA,NA
Zamir White,RB,LV,NA,0.78,3.26,NA,0.02,NA,0.25,1.78,NA,NA,0.01,NA,0.67,NA,zamir-white,NumberFire,15714,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,4.22,#25,341,95,0.79,4600,0.17,0.92,0.79,10,0.08,NA,NA
Jordan Howard,RB,NO,NA,0.76,2.95,NA,0.02,NA,0.24,1.67,NA,NA,0.01,NA,0.63,NA,jordan-howard,NumberFire,12634,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,4.17,#7,345,96,0.76,4700,0.16,0.88,0.76,NA,NA,NA,NA
Giovani Bernard,RB,TB,NA,0.39,1.63,NA,0.01,NA,0.4,2.45,NA,NA,0.02,NA,0.58,NA,giovani-bernard-1,NumberFire,11193,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,4.1,#28,360,97,0.79,4500,0.18,0.99,0.79,10,0.08,NA,NA
Mike Davis,RB,BAL,NA,0.29,1.11,NA,0.01,NA,0.47,2.84,NA,NA,0.02,NA,0.57,NA,mike-davis,NumberFire,12164,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.09,#24,361,98,0.79,4600,0.17,1.04,0.79,10,0.08,NA,NA
Kene Nwangwu,RB,MIN,NA,0.52,2.19,NA,0.01,NA,0.25,1.8,NA,NA,0.01,NA,0.53,NA,kene-nwangwu,NumberFire,15414,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.03,#1,363,99,0.64,4700,0.14,0.77,0.64,10,0.06,NA,NA
Ronald Jones,RB,KC,NA,0.27,1.17,NA,0.01,NA,0.28,2.12,NA,NA,0.02,NA,0.49,NA,ronald-jones,NumberFire,13606,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.98,#16,368,100,0.63,4700,0.13,0.78,0.63,10,0.06,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.26,NA,0.01,NA,0.22,2.19,NA,NA,0.02,NA,0.48,NA,kyle-juszczyk,NumberFire,11367,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.97,#23,370,101,0.62,4600,0.13,0.74,0.62,10,0.06,NA,NA
Dwayne Washington,RB,NO,NA,0.51,2.01,NA,0.01,NA,0.25,1.64,NA,NA,0.01,NA,0.46,NA,dwayne-washington,NumberFire,12845,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.94,#7,371,102,0.61,4600,0.13,0.74,0.61,10,0.06,NA,NA
Salvon Ahmed,RB,MIA,NA,0.29,1.22,NA,0.01,NA,0.26,1.85,NA,NA,0.02,NA,0.45,NA,salvon-ahmed,NumberFire,14811,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.93,#29,372,103,0.62,4700,0.13,0.75,0.62,10,0.06,NA,NA
Trey Sermon,RB,PHI,NA,0.3,1.3,NA,0.01,NA,0.25,1.77,NA,NA,0.01,NA,0.43,NA,trey-sermon,NumberFire,15257,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#20,374,104,0.55,4500,0.12,0.68,0.55,10,0.06,NA,NA
Jason Cabinda,RB,DET,NA,0.26,1.1,NA,0.01,NA,0.25,1.79,NA,NA,0.01,NA,0.42,NA,jason-cabinda,NumberFire,13906,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#6,375,105,0.53,4500,0.12,0.66,0.53,10,0.05,NA,NA
Tony Jones Jr.,RB,SEA,NA,0.27,1.11,NA,0.01,NA,0.28,1.88,NA,NA,0.01,NA,0.42,NA,tony-jones-jr,NumberFire,14828,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#31,375,105,0.56,4500,0.12,0.7,0.56,10,0.06,NA,NA
Tyrion Davis-Price,RB,SF,NA,0.3,1.26,NA,0.01,NA,0.23,1.66,NA,NA,0.01,NA,0.42,NA,tyrion-davis-price,NumberFire,15746,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#23,375,105,0.53,5000,0.11,0.64,0.53,10,0.05,NA,NA
Corey Clement,RB,ARI,NA,0.28,1.2,NA,0.01,NA,0.27,2.04,NA,NA,0.01,NA,0.42,NA,corey-clement,NumberFire,13136,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#18,375,105,0.56,4500,0.12,0.7,0.56,10,0.06,NA,NA
Jonathan Williams,RB,WSH,NA,0.29,1.24,NA,0.01,NA,0.25,1.8,NA,NA,0.01,NA,0.41,NA,jonathan-williams,NumberFire,12635,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#30,379,109,0.53,4500,0.12,0.66,0.53,10,0.05,NA,NA
Jonathan Ward,RB,ARI,NA,0.28,1.21,NA,0.01,NA,0.27,1.94,NA,NA,0.01,NA,0.41,NA,jonathan-ward,NumberFire,15042,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#18,379,109,0.57,4500,0.13,0.71,0.57,10,0.06,NA,NA
Ty'Son Williams,RB,ARI,NA,0.28,1.22,NA,0.01,NA,0.27,1.94,NA,NA,0.01,NA,0.41,NA,ty-son-williams,NumberFire,15040,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#18,379,109,0.57,4500,0.13,0.71,0.57,NA,NA,NA,NA
Jaret Patterson,RB,WSH,NA,0.29,1.22,NA,0.01,NA,0.25,1.8,NA,NA,0.01,NA,0.41,NA,jaret-patterson,NumberFire,15260,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#30,379,109,0.55,4500,0.12,0.67,0.55,NA,NA,NA,NA
Pierre Strong Jr.,RB,NE,NA,0.29,1.22,NA,0.01,NA,0.23,1.66,NA,NA,0.01,NA,0.38,NA,pierre-strong-jr,NumberFire,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#13,387,113,0.52,4500,0.12,0.64,0.52,10,0.05,NA,NA
Benny Snell Jr.,RB,PIT,NA,0.28,1.1,NA,0.01,NA,0.25,1.83,NA,NA,0.01,NA,0.38,NA,benny-snell-jr,NumberFire,14072,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#10,387,113,0.54,4600,0.12,0.66,0.54,10,0.05,NA,NA
Eno Benjamin,RB,HOU,NA,0.24,1.02,NA,0,NA,0.24,1.78,NA,NA,0.01,NA,0.37,NA,eno-benjamin,NumberFire,14801,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#26,393,115,0.46,5000,0.09,0.58,0.46,11,0.04,NA,NA
Tory Carter,RB,TEN,NA,0.31,1.33,NA,0.01,NA,0.2,1.43,NA,NA,0.01,NA,0.37,NA,tory-carter,NumberFire,15588,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#12,393,115,0.5,4500,0.11,0.6,0.5,10,0.05,NA,NA
Troy Hairston,RB,HOU,NA,0.24,1.03,NA,0,NA,0.24,1.75,NA,NA,0.01,NA,0.36,NA,troy-hairston,NumberFire,16025,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#26,397,117,0.46,4500,0.1,0.58,0.46,10,0.05,NA,NA
Taiwan Jones,RB,BUF,NA,0,0,NA,0,NA,0.28,2.37,NA,NA,0.02,NA,0.36,NA,taiwan-jones,NumberFire,10368,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#32,397,117,0.48,4500,0.11,0.63,0.48,10,0.05,NA,NA
D'Ernest Johnson,RB,CLE,NA,0.3,1.33,NA,0.01,NA,0.23,1.48,NA,NA,0.01,NA,0.36,NA,d-ernest-johnson,NumberFire,14331,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#5,397,117,0.52,4600,0.11,0.63,0.52,10,0.05,NA,NA
Gary Brightwell,RB,NYG,NA,0.31,1.31,NA,0.01,NA,0.23,1.41,NA,NA,0.01,NA,0.36,NA,gary-brightwell,NumberFire,15462,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#2,397,117,0.51,4600,0.11,0.62,0.51,10,0.05,NA,NA
Demetric Felton,RB,CLE,NA,0.3,1.27,NA,0.01,NA,0.23,1.55,NA,NA,0.01,NA,0.35,NA,demetric-felton,NumberFire,15270,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#5,405,121,0.5,4500,0.11,0.62,0.5,10,0.05,NA,NA
Keith Smith,RB,ATL,NA,0.33,1.35,NA,0.01,NA,0.18,1.22,NA,NA,0.01,NA,0.35,NA,keith-smith-1,NumberFire,12040,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#8,405,121,0.47,4500,0.1,0.56,0.47,10,0.05,NA,NA
Rico Dowdle,RB,DAL,NA,0.3,1.3,NA,0.01,NA,0,0,NA,NA,0,NA,0.17,NA,rico-dowdle,NumberFire,14823,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.22,3.56,#19,443,123,0.19,4500,0.04,0.19,0.19,10,0.02,NA,NA
Jordan Mason,RB,SF,NA,0.3,1.27,NA,0.01,NA,0,0,NA,NA,0,NA,0.17,NA,jordan-mason,NumberFire,15972,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.22,3.56,#23,443,123,0.19,4800,0.04,0.19,0.19,10,0.02,NA,NA
Kevin Harris,RB,NE,NA,0.29,1.21,NA,0.01,NA,0,0,NA,NA,0,NA,0.16,NA,kevin-harris,NumberFire,15719,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.22,3.54,#13,445,125,0.18,4500,0.04,0.18,0.18,10,0.02,NA,NA
Khari Blasingame,RB,CHI,NA,0,0,NA,0,NA,0.16,1.12,NA,NA,0.01,NA,0.15,NA,khari-blasingame,NumberFire,14552,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.23,3.53,#3,446,126,0.25,4500,0.06,0.33,0.25,10,0.03,NA,NA
Christian McCaffrey,RB,SF,NA,NA,67.11,NA,0.43,NA,5.53,49.19,NA,NA,0.33,NA,21.78,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Austin Ekeler,RB,LAC,NA,NA,57.4,NA,0.51,NA,5.58,47.1,NA,NA,0.28,NA,20.83,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Derrick Henry,RB,TEN,NA,NA,99.86,NA,0.71,NA,1.85,15.68,NA,NA,0.07,0.06,18.08,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Aaron Jones,RB,GB,NA,NA,75.25,NA,0.46,NA,3.69,30.02,NA,NA,0.13,0.04,17.68,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,LV,NA,NA,83.19,NA,0.6,NA,3.01,22.65,NA,NA,0.09,0.11,17.51,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,NA,77.5,NA,0.6,NA,2.49,22.18,NA,NA,0.17,NA,17.1,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Kenneth Walker III,RB,SEA,NA,NA,78.39,NA,0.69,NA,2.41,19.85,NA,NA,0.09,0.02,16.89,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Leonard Fournette,RB,TB,NA,NA,57.71,NA,0.52,NA,3.78,30.35,NA,NA,0.17,NA,16.73,NA,2557973,NFL,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,62.88,NA,0.42,NA,3.59,31.53,NA,NA,0.18,NA,16.65,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Alvin Kamara,RB,NO,NA,NA,53.51,NA,0.28,NA,4.2,38.2,NA,NA,0.24,0.03,16.43,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,79.33,NA,0.55,NA,2.81,21.94,NA,NA,0.07,0.15,16.36,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,NA,66.17,NA,0.58,NA,3.02,23.67,NA,NA,0.12,NA,16.2,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,NA,84.37,NA,0.44,NA,2.48,20.53,NA,NA,0.09,0.04,16.07,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,NA,59.57,NA,0.35,NA,3.79,32.88,NA,NA,0.16,0.03,16.04,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,74.16,NA,0.63,NA,2.49,20.27,NA,NA,0.08,0.12,16.03,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Devin Singletary,RB,BUF,NA,NA,63.54,NA,0.54,NA,2.53,19.63,NA,NA,0.1,0.07,14.55,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,MIN,NA,NA,76.54,NA,0.42,NA,1.96,17.09,NA,NA,0.08,0.11,14.16,NA,2557991,NFL,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Dameon Pierce,RB,HOU,NA,NA,67.74,NA,0.5,NA,2.27,16.87,NA,NA,0.1,0.1,14.15,NA,2567685,NFL,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Antonio Gibson,RB,WAS,NA,NA,48.75,NA,0.36,NA,3.1,30.98,NA,NA,0.11,0.08,13.79,NA,2565276,NFL,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
