player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Mike Davis,RB,BAL,NA,0,4.8,NA,0,0.3,0.3,0.8,NA,NA,0,0,0.78,NA,11373,FleaFlicker,12164,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB85,0,5.6,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benny Snell,RB,PIT,NA,0,4.8,NA,0,0.3,0.3,1.1,NA,NA,0,0,0.75,NA,14790,FleaFlicker,14072,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,5.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Watt,RB,PIT,NA,0.4,1.4,NA,0,0.4,0.4,1.1,NA,NA,0.1,0,0.67,NA,12191,FleaFlicker,12823,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,2.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwayne Washington,RB,NO,NA,0,2.8,NA,0,0.3,0.3,2,NA,NA,0,0,0.6,NA,12247,FleaFlicker,12845,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,KC,NA,0,2.3,NA,0,0.2,0.2,1,NA,NA,0,0,0.57,NA,11295,FleaFlicker,12325,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,3.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan Jones,RB,BUF,NA,0,0.4,NA,0,0.4,0.4,3.3,NA,NA,0,0,0.49,NA,7526,FleaFlicker,10368,@DETThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,3.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTLarry Rountree,RB,LAC,NA,0,2.9,NA,0,0.2,0.2,0.2,NA,NA,0,0,0.49,NA,16433,FleaFlicker,15272,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,3.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,NO,NA,0,0.4,NA,0,0.2,0.2,0.6,NA,NA,0,0,0.16,NA,16711,FleaFlicker,15650,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,1.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,TEN,NA,24.75,118.23,NA,0.81,NA,1.78,15.56,NA,NA,0.08,NA,18.6,NA,derrick-henry,NumberFire,12626,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18,28.02,#12,8,1,19.47,9500,2.05,23.44,19.47,37,0.53,NA,NA
Jonathan Taylor,RB,IND,NA,20.18,101.17,NA,0.78,NA,2.18,16.32,NA,NA,0.09,NA,16.65,NA,jonathan-taylor,NumberFire,14802,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,25.43,#17,11,2,17.72,8800,2.01,21.99,17.72,25,0.71,NA,NA
Josh Jacobs,RB,LV,NA,21.41,90.56,NA,0.79,NA,3,20.9,NA,NA,0.11,NA,16.45,NA,josh-jacobs,NumberFire,14073,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74,25.16,#25,12,3,17.95,8700,2.06,19.52,17.95,26,0.69,NA,NA
Austin Ekeler,RB,LAC,NA,14.59,66.86,NA,0.51,NA,5.89,44.05,NA,NA,0.39,NA,16.21,NA,austin-ekeler-1,NumberFire,13404,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58,24.84,#21,13,4,19.16,8800,2.18,22.26,19.16,34,0.56,NA,NA
Christian McCaffrey,RB,SF,NA,14.3,65.52,NA,0.6,NA,4.91,41.86,NA,NA,0.31,NA,16.14,NA,christian-mccaffrey,NumberFire,13130,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,24.75,#23,14,5,18.57,9200,2.02,21.09,18.57,37,0.5,NA,NA
James Conner,RB,ARI,NA,18.84,80.14,NA,0.88,NA,1.93,14.55,NA,NA,0.07,NA,15.06,NA,james-conner,NumberFire,13146,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,23.32,#18,21,6,16.01,7000,2.29,17.05,16.01,23,0.7,NA,NA
Travis Etienne,RB,JAC,NA,20.28,90.14,NA,0.67,NA,2.6,19.21,NA,NA,0.08,NA,15.05,NA,travis-etienne,NumberFire,15253,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,23.3,#15,22,7,16.34,8000,2.04,17.85,16.34,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,19.97,88.52,NA,0.55,NA,3.54,21.93,NA,NA,0.12,NA,14.96,NA,saquon-barkley,NumberFire,13604,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,23.18,#2,24,8,16.72,8800,1.9,18.57,16.72,32,0.52,NA,NA
Nick Chubb,RB,CLE,NA,18.43,94.28,NA,0.65,NA,1.15,7.92,NA,NA,0.04,NA,14.28,NA,nick-chubb,NumberFire,13610,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,22.28,#5,32,9,14.84,8100,1.83,15.47,14.84,33,0.45,NA,NA
Kenneth Walker III,RB,SEA,NA,18.08,79.66,NA,0.76,NA,1.92,12.57,NA,NA,0.08,NA,14.28,NA,kenneth-walker-iii,NumberFire,15711,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,22.28,#31,32,9,15.16,8400,1.8,16.16,15.16,29,0.52,NA,NA
Dalvin Cook,RB,MIN,NA,17.29,81.89,NA,0.51,NA,1.99,14.77,NA,NA,0.09,NA,13.17,NA,dalvin-cook,NumberFire,13128,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,20.81,#1,40,11,14.18,7800,1.82,15.23,14.18,26,0.55,NA,NA
Alvin Kamara,RB,NO,NA,13.91,58.34,NA,0.36,NA,5.23,41.71,NA,NA,0.18,NA,13.09,NA,alvin-kamara,NumberFire,13132,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48,20.7,#7,41,12,15.7,7100,2.21,18.42,15.7,23,0.68,NA,NA
Rhamondre Stevenson,RB,NE,NA,14.38,63.08,NA,0.43,NA,3.92,28.26,NA,NA,0.16,NA,12.72,NA,rhamondre-stevenson,NumberFire,15259,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,20.21,#13,43,13,14.67,7200,2.04,16.63,14.67,24,0.61,NA,NA
Najee Harris,RB,PIT,NA,18.32,73.92,NA,0.44,NA,3.01,19.12,NA,NA,0.11,NA,12.41,NA,najee-harris,NumberFire,15254,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,19.8,#10,45,14,13.93,7200,1.93,15.54,13.93,17,0.82,NA,NA
Latavius Murray,RB,DEN,NA,16.22,68.79,NA,0.46,NA,2.83,20.41,NA,NA,0.12,NA,12.39,NA,latavius-murray,NumberFire,11390,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,19.77,#14,46,15,13.84,6200,2.23,15.26,13.84,14,0.99,NA,NA
Jeff Wilson,RB,MIA,NA,13.71,62.79,NA,0.6,NA,2.26,17.11,NA,NA,0.14,NA,12.19,NA,jeff-wilson,NumberFire,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,19.51,#29,48,16,13.32,7700,1.73,14.58,13.32,21,0.63,NA,NA
Dameon Pierce,RB,HOU,NA,18.28,79.64,NA,0.46,NA,1.92,13.24,NA,NA,0.07,NA,12.14,NA,dameon-pierce,NumberFire,15717,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,19.44,#26,49,17,13.11,6900,1.9,14.24,13.11,21,0.62,NA,NA
David Montgomery,RB,CHI,NA,18.94,76.15,NA,0.44,NA,1.11,8.47,NA,NA,0.04,NA,11.26,NA,david-montgomery,NumberFire,14071,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,18.27,#3,56,18,11.8,7500,1.57,12.41,11.8,19,0.62,NA,NA
Miles Sanders,RB,PHI,NA,14.48,70.46,NA,0.45,NA,1.46,9.34,NA,NA,0.07,NA,11.15,NA,miles-sanders,NumberFire,14079,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,18.13,#20,57,19,11.85,7000,1.69,12.58,11.85,19,0.62,NA,NA
Antonio Gibson,RB,WSH,NA,12.56,52.77,NA,0.45,NA,2.97,20.97,NA,NA,0.13,NA,10.85,NA,antonio-gibson,NumberFire,14852,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,17.73,#30,58,20,12.36,6100,2.03,13.85,12.36,17,0.73,NA,NA
Samaje Perine,RB,CIN,NA,12.26,49.82,NA,0.25,NA,3.9,28.07,NA,NA,0.2,NA,10.48,NA,samaje-perine,NumberFire,13133,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,17.24,#9,61,21,12.48,6600,1.89,14.43,12.48,19,0.66,NA,NA
Aaron Jones,RB,GB,NA,12.28,60.1,NA,0.33,NA,2.66,16.03,NA,NA,0.13,NA,10.12,NA,aaron-jones,NumberFire,13319,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,16.76,#11,65,22,11.48,7400,1.55,12.93,11.48,25,0.46,NA,NA
Tony Pollard,RB,DAL,NA,11.11,55.23,NA,0.39,NA,1.96,16.21,NA,NA,0.11,NA,10.07,NA,tony-pollard,NumberFire,14085,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,16.7,#19,66,23,11.06,8500,1.3,12.08,11.06,27,0.41,NA,NA
Isiah Pacheco,RB,KC,NA,14.52,65.47,NA,0.51,NA,0.57,4.48,NA,NA,0.04,NA,9.99,NA,isiah-pacheco,NumberFire,15749,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,16.59,#16,67,24,10.26,6300,1.63,10.72,10.26,19,0.54,NA,NA
Cordarrelle Patterson,RB,ATL,NA,13.09,60.68,NA,0.44,NA,1.2,9.81,NA,NA,0.07,NA,9.95,NA,cordarrelle-patterson-1,NumberFire,11225,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,16.54,#8,68,25,10.57,6800,1.55,11.25,10.57,16,0.66,NA,NA
Ezekiel Elliott,RB,DAL,NA,13.21,56.58,NA,0.51,NA,1,6.53,NA,NA,0.06,NA,9.72,NA,ezekiel-elliott,NumberFire,12625,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,16.23,#19,69,26,10.23,7000,1.46,10.74,10.23,17,0.6,NA,NA
Michael Carter,RB,NYJ,NA,11.13,49.81,NA,0.37,NA,2.36,18.94,NA,NA,0.11,NA,9.7,NA,michael-carter-ii,NumberFire,15258,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,16.2,#27,70,27,10.88,6200,1.75,12.1,10.88,18,0.6,NA,NA
Devin Singletary,RB,BUF,NA,10.74,49.22,NA,0.34,NA,2.54,17.13,NA,NA,0.18,NA,9.63,NA,devin-singletary,NumberFire,14080,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,16.11,#32,73,28,10.91,6900,1.58,12.25,10.91,18,0.61,NA,NA
Rachaad White,RB,TB,NA,12.32,56.17,NA,0.38,NA,1.33,8.53,NA,NA,0.06,NA,8.93,NA,rachaad-white,NumberFire,15721,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,15.18,#28,76,29,9.64,6400,1.51,10.38,9.64,19,0.51,NA,NA
Jamaal Williams,RB,DET,NA,12.94,52.91,NA,0.48,NA,0.77,5.23,NA,NA,0.04,NA,8.83,NA,jamaal-williams,NumberFire,13139,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61,15.05,#6,77,30,9.2,7100,1.3,9.65,9.2,24,0.38,NA,NA
D'Onta Foreman,RB,CAR,NA,11.93,51.63,NA,0.33,NA,1.13,9.24,NA,NA,0.04,NA,8.24,NA,d-onta-foreman,NumberFire,13134,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,14.27,#4,84,31,8.81,6700,1.31,9.42,8.81,20,0.44,NA,NA
Raheem Mostert,RB,MIA,NA,9.14,45.87,NA,0.39,NA,0.99,7.94,NA,NA,0.06,NA,8,NA,raheem-mostert,NumberFire,12447,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,13.95,#29,86,32,8.54,6300,1.36,9.06,8.54,20,0.43,NA,NA
Damien Harris,RB,NE,NA,9.49,43.68,NA,0.34,NA,1.34,9.92,NA,NA,0.05,NA,7.75,NA,damien-harris,NumberFire,14075,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,13.62,#13,90,33,8.39,6400,1.31,9.06,8.39,15,0.56,NA,NA
Elijah Mitchell,RB,SF,NA,11.25,50.93,NA,0.35,NA,0.44,3.33,NA,NA,0.03,NA,7.69,NA,elijah-mitchell,NumberFire,15263,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,13.54,#23,92,34,7.95,6500,1.22,8.17,7.95,17,0.47,NA,NA
James Robinson,RB,NYJ,NA,10.86,48.78,NA,0.38,NA,0.66,4.44,NA,NA,0.03,NA,7.62,NA,james-robinson,NumberFire,14813,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,13.44,#27,93,35,7.95,6200,1.28,8.37,7.95,17,0.47,NA,NA
Chuba Hubbard,RB,CAR,NA,9.95,43.6,NA,0.29,NA,1.18,9.02,NA,NA,0.04,NA,7.14,NA,chuba-hubbard,NumberFire,15261,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,12.81,#4,101,36,7.71,5300,1.45,8.37,7.71,11,0.7,NA,NA
A.J. Dillon,RB,GB,NA,11.02,47.88,NA,0.23,NA,1,6.6,NA,NA,0.04,NA,7.04,NA,aj-dillon,NumberFire,14805,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,12.67,#11,102,37,7.53,5900,1.28,8.06,7.53,13,0.58,NA,NA
Brian Robinson,RB,WSH,NA,10.81,45.5,NA,0.34,NA,0.49,3.41,NA,NA,0.02,NA,7.03,NA,brian-robinson,NumberFire,15716,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,12.66,#30,103,38,7.28,6100,1.19,7.54,7.28,NA,NA,NA,NA
Cam Akers,RB,LA,NA,10.67,47.04,NA,0.24,NA,0.97,7.42,NA,NA,0.03,NA,6.93,NA,cam-akers,NumberFire,14799,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,12.53,#22,105,39,7.43,5900,1.26,7.99,7.43,15,0.5,NA,NA
Kareem Hunt,RB,CLE,NA,7.25,31.32,NA,0.22,NA,1.87,12.45,NA,NA,0.07,NA,6.12,NA,kareem-hunt,NumberFire,13138,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,11.45,#5,116,40,7.05,5800,1.22,7.99,7.05,13,0.54,NA,NA
Justin Jackson,RB,DET,NA,6.47,28.71,NA,0.19,NA,1.54,11.55,NA,NA,0.08,NA,5.61,NA,justin-jackson,NumberFire,13620,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,10.78,#6,125,41,6.38,5200,1.23,7.17,6.38,10,0.64,NA,NA
Jerick McKinnon,RB,KC,NA,4.66,19.07,NA,0.13,NA,2.47,20.11,NA,NA,0.15,NA,5.57,NA,jerick-mckinnon,NumberFire,11761,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,10.72,#16,127,42,6.79,5500,1.23,8.05,6.79,11,0.62,NA,NA
Tyler Allgeier,RB,ATL,NA,8.83,37.15,NA,0.18,NA,0.56,3.96,NA,NA,0.03,NA,5.32,NA,tyler-allgeier,NumberFire,15712,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.39,#8,131,43,5.59,5900,0.95,5.9,5.59,14,0.4,NA,NA
J.K. Dobbins,RB,BAL,NA,7.48,33.86,NA,0.25,NA,0.47,3.2,NA,NA,0.02,NA,5.25,NA,j-k-dobbins,NumberFire,14800,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,10.3,#24,133,44,5.46,6000,0.91,5.75,5.46,14,0.39,NA,NA
D'Andre Swift,RB,DET,NA,4.14,18.72,NA,0.2,NA,2,14.45,NA,NA,0.1,NA,5.02,NA,d-andre-swift,NumberFire,14797,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,9.99,#6,143,45,6.02,6200,0.97,7.07,6.02,14,0.43,NA,NA
Marlon Mack,RB,DEN,NA,6.95,30.12,NA,0.17,NA,0.92,7.12,NA,NA,0.05,NA,5.02,NA,marlon-mack,NumberFire,13234,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,9.99,#14,143,45,5.5,4500,1.22,5.96,5.5,10,0.55,NA,NA
Kyren Williams,RB,LA,NA,6.79,29.2,NA,0.12,NA,1.52,10.86,NA,NA,0.05,NA,4.94,NA,kyren-williams,NumberFire,15710,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.89,#22,146,47,5.69,5300,1.07,6.5,5.69,12,0.47,NA,NA
Gus Edwards,RB,BAL,NA,7.19,34.47,NA,0.2,NA,0.23,1.77,NA,NA,0.01,NA,4.79,NA,gus-edwards,NumberFire,13850,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,9.69,#24,151,48,4.92,6500,0.76,5.07,4.92,16,0.31,NA,NA
Leonard Fournette,RB,TB,NA,6.29,26.23,NA,0.18,NA,1.12,6.38,NA,NA,0.05,NA,4.64,NA,leonard-fournette,NumberFire,13129,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.49,#28,155,49,5.2,7200,0.72,5.76,5.2,19,0.27,NA,NA
Alexander Mattison,RB,MIN,NA,4.9,21.39,NA,0.12,NA,0.99,7.52,NA,NA,0.05,NA,3.86,NA,alexander-mattison,NumberFire,14223,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.45,#1,176,50,4.37,5000,0.87,4.88,4.37,10,0.44,NA,NA
James Cook,RB,BUF,NA,4.6,21.4,NA,0.17,NA,0.54,4.37,NA,NA,0.04,NA,3.79,NA,james-cook,NumberFire,15715,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,8.36,#32,179,51,4.05,5500,0.74,4.35,4.05,14,0.29,NA,NA
Keaontay Ingram,RB,ARI,NA,4.99,21.59,NA,0.12,NA,0.94,6.74,NA,NA,0.04,NA,3.72,NA,keaontay-ingram,NumberFire,15734,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,8.27,#18,181,52,4.18,5400,0.77,4.69,4.18,12,0.35,NA,NA
Trayveon Williams,RB,CIN,NA,5.88,24.64,NA,0.12,NA,0.59,4.1,NA,NA,0.03,NA,3.67,NA,trayveon-williams,NumberFire,14076,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86,8.2,#9,182,53,3.97,4700,0.84,4.31,3.97,10,0.4,NA,NA
Jordan Wilkins,RB,IND,NA,3.17,14.08,NA,0.07,NA,1.7,11.87,NA,NA,0.08,NA,3.43,NA,jordan-wilkins,NumberFire,13789,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.88,#17,186,54,4.29,4600,0.93,5.17,4.29,NA,NA,NA,NA
Trestan Ebner,RB,CHI,NA,5.68,23.79,NA,0.11,NA,0.47,3.23,NA,NA,0.02,NA,3.33,NA,trestan-ebner,NumberFire,15748,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.75,#3,188,55,3.58,4900,0.73,3.88,3.58,10,0.36,NA,NA
Isaiah Spiller,RB,LAC,NA,4.25,19.35,NA,0.14,NA,0.53,4.18,NA,NA,0.03,NA,3.3,NA,isaiah-spiller,NumberFire,15709,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.71,#21,189,56,3.6,4800,0.75,3.88,3.6,10,0.36,NA,NA
Kenneth Gainwell,RB,PHI,NA,2.41,11,NA,0.1,NA,1.43,10.22,NA,NA,0.07,NA,3.12,NA,kenneth-gainwell,NumberFire,15255,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.47,#20,200,57,3.8,5200,0.73,4.54,3.8,10,0.38,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,4.85,20.98,NA,0.11,NA,0.41,2.54,NA,NA,0.02,NA,3.07,NA,ke-shawn-vaughn,NumberFire,14810,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27,7.41,#28,202,58,3.26,4800,0.68,3.5,3.26,10,0.33,NA,NA
Kenyan Drake,RB,BAL,NA,2.3,10.06,NA,0.07,NA,1.36,9,NA,NA,0.07,NA,2.79,NA,kenyan-drake,NumberFire,12630,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45,7.03,#24,215,59,3.41,6500,0.52,4.1,3.41,16,0.21,NA,NA
Sony Michel,RB,LAC,NA,3.18,13.53,NA,0.08,NA,0.78,6.19,NA,NA,0.04,NA,2.72,NA,sony-michel,NumberFire,13607,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,6.94,#21,217,60,3.08,4700,0.66,3.47,3.08,10,0.31,NA,NA
Dontrell Hilliard,RB,TEN,NA,1.57,7.33,NA,0.04,NA,1.75,13.24,NA,NA,0.08,NA,2.71,NA,dontrell-hilliard,NumberFire,13871,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.51,6.93,#12,218,61,3.57,5100,0.7,4.49,3.57,12,0.3,NA,NA
Matt Breida,RB,NYG,NA,3.69,17.26,NA,0.1,NA,0.45,3.2,NA,NA,0.01,NA,2.6,NA,matt-breida,NumberFire,13378,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.78,#2,225,62,2.81,5100,0.55,3.1,2.81,10,0.28,NA,NA
Rex Burkhead,RB,HOU,NA,1.22,5.09,NA,0.03,NA,1.88,14.55,NA,NA,0.07,NA,2.57,NA,rex-burkhead,NumberFire,11182,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,6.74,#26,227,63,3.48,4800,0.73,4.43,3.48,10,0.35,NA,NA
Jaylen Warren,RB,PIT,NA,3.05,13.76,NA,0.08,NA,0.73,5.77,NA,NA,0.03,NA,2.56,NA,jaylen-warren,NumberFire,15742,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.73,#10,228,64,2.94,5200,0.57,3.32,2.94,11,0.27,NA,NA
Chris Evans,RB,CIN,NA,1.96,8.17,NA,0.04,NA,1.18,8.91,NA,NA,0.06,NA,2.28,NA,chris-evans,NumberFire,15275,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,6.36,#9,235,65,2.86,4800,0.6,3.47,2.86,10,0.29,NA,NA
David Johnson,RB,NO,NA,3.03,11.42,NA,0.07,NA,0.71,5.61,NA,NA,0.03,NA,2.24,NA,david-johnson-1,NumberFire,12171,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82,6.3,#7,238,66,2.6,5000,0.52,2.98,2.6,10,0.26,NA,NA
Boston Scott,RB,PHI,NA,2.72,11.61,NA,0.1,NA,0.51,3.68,NA,NA,0.03,NA,2.22,NA,boston-scott,NumberFire,13814,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,6.28,#20,239,67,2.5,5100,0.49,2.79,2.5,10,0.25,NA,NA
Travis Homer,RB,SEA,NA,2.16,9.39,NA,0.06,NA,0.84,6.2,NA,NA,0.04,NA,2.14,NA,travis-homer,NumberFire,14083,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,6.17,#31,247,68,2.56,4700,0.54,2.99,2.56,10,0.26,NA,NA
