player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds,pass_tds,pass_comp,pass_att,pass_int
Foster Moreau,TE,LV,NA,NA,1,15,NA,NA,0,NA,1.5,NA,16659,FFToday,14239,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,NA,1,15,NA,NA,0,NA,1.5,NA,16191,FFToday,13678,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,1,15,NA,NA,0,NA,1.5,NA,15336,FFToday,12317,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,1,14,NA,NA,0,NA,1.4,NA,16376,FFToday,13246,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,NA,1,14,NA,NA,0,NA,1.4,NA,16281,FFToday,13672,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,1,13,NA,NA,0,NA,1.3,NA,18134,FFToday,15798,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,NA,1,13,NA,NA,0,NA,1.3,NA,17296,FFToday,14341,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,NA,1,13,NA,NA,0,NA,1.3,NA,16003,FFToday,13193,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1,13,NA,NA,0,NA,1.3,NA,17731,FFToday,15332,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,12,NA,NA,0,NA,1.2,NA,17587,FFToday,15337,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,1,10,NA,NA,0,NA,1,NA,15603,FFToday,12676,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6,6,73.3,NA,NA,1,0,13.33,NA,9360,FleaFlicker,11244,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,TE1,0,1,73.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5.1,5.1,55.5,NA,NA,1,0,11.57,NA,12906,FleaFlicker,13189,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE7,0,1,55.5,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,4.9,4.9,55.4,NA,NA,1,0,11.56,NA,14677,FleaFlicker,14138,@GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE2,0,1,55.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.5,4.5,54.3,NA,NA,1,0,11.43,NA,13023,FleaFlicker,13299,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE3,0,1,54.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.6,3.6,41.8,NA,NA,1,0,10.18,NA,15573,FleaFlicker,14867,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE14,0,1,41.8,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,NA,3.8,3.8,40.6,NA,NA,1,0,10.08,NA,13853,FleaFlicker,13772,@TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE4,0,1,40.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,3.1,3.1,34.3,NA,NA,1,0,9.43,NA,16036,FleaFlicker,14861,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE17,0,1,34.3,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,3.6,3.6,40.8,NA,NA,0.5,0,7,NA,14734,FleaFlicker,14143,@CINMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE10,0,0.5,40.8,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,4.2,4.2,51.5,NA,NA,0.3,0,6.71,NA,13829,FleaFlicker,13671,PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE5,0,0.3,51.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.3,4.3,49.2,NA,NA,0.2,0,6.22,NA,13813,FleaFlicker,13674,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE8,0,0.2,49.2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,4.2,4.2,48.4,NA,NA,0.2,0,6,NA,16293,FleaFlicker,15331,@BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE11,0,0.2,48.4,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,LV,NA,4.2,4.2,47.6,NA,NA,0.2,0,5.96,NA,11261,FleaFlicker,12263,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE12,0,0.2,47.6,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.9,2.9,33.3,NA,NA,0.4,0,5.91,NA,14665,FleaFlicker,14137,NYJSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE20,0,0.4,33.3,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,4.5,4.5,44.5,NA,NA,0.2,0,5.85,NA,12140,FleaFlicker,12678,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE23,0,0.2,44.5,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.9,3.9,45.6,NA,NA,0.2,0,5.74,NA,12904,FleaFlicker,13192,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE6,0,0.2,45.6,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,3.4,3.4,40.5,NA,NA,0.1,0,4.93,NA,16853,FleaFlicker,15797,@KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE15,0,0.1,40.5,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,3.5,3.5,37.7,NA,NA,0.1,0,4.63,NA,12972,FleaFlicker,13236,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,TE13,0,0.1,37.7,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3.2,3.2,32.9,NA,NA,0.2,0,4.23,NA,13980,FleaFlicker,13847,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE19,0,0.2,32.9,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CIN,NA,3,3,31.1,NA,NA,0.1,0,3.97,NA,13774,FleaFlicker,13680,BUFMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE24,0,0.1,31.1,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,IND,NA,2.6,2.6,30.6,NA,NA,0.1,0,3.95,NA,16841,FleaFlicker,15840,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,30.6,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,2.7,2.7,28.1,NA,NA,0.2,0,3.82,NA,16937,FleaFlicker,15802,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE26,0,0.2,28.1,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,2.8,2.8,28.3,NA,NA,0.2,0,3.81,NA,16932,FleaFlicker,15873,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE22,0,0.2,28.3,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,HOU,NA,2.6,2.6,28.8,NA,NA,0.1,0,3.78,NA,13844,FleaFlicker,13753,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE28,0,0.1,28.8,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,2.5,2.5,24.8,NA,NA,0.2,0,3.74,NA,10353,FleaFlicker,11647,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE29,0,0.2,24.8,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,2.4,2.4,27.1,NA,NA,0.1,0,3.37,NA,16895,FleaFlicker,15794,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE27,0,0.1,27.1,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,2.2,2.2,27.2,NA,NA,0.1,0,3.36,NA,16912,FleaFlicker,15889,DALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE16,0,0.1,27.2,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,1.9,1.9,23.5,NA,NA,0.2,0,3.31,NA,12088,FleaFlicker,12676,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE18,0,0.2,23.5,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Zylstra,TE,DET,NA,1.6,1.6,14.7,NA,NA,0.2,0,2.97,NA,16729,FleaFlicker,15604,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.2,14.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,2.3,2.3,22.9,NA,NA,0.1,0,2.95,NA,13489,FleaFlicker,13427,MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE21,0,0.1,22.9,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,2.1,2.1,21.1,NA,NA,0.1,0,2.69,NA,12069,FleaFlicker,12677,DALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE25,0,0.1,21.1,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,1.8,1.8,18.5,NA,NA,0.1,0,2.61,NA,15679,FleaFlicker,14871,NYJSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,18.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,1.6,1.6,17.7,NA,NA,0.1,0,2.47,NA,16927,FleaFlicker,15798,PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE31,0,0.1,17.7,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,ATL,NA,1.6,1.6,17.5,NA,NA,0.1,0,2.35,NA,11331,FleaFlicker,12309,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,17.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,1.6,1.6,17.2,NA,NA,0.1,0,2.26,NA,12974,FleaFlicker,13193,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,17.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,1.4,1.4,15.3,NA,NA,0.1,0,2.21,NA,13845,FleaFlicker,13672,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,15.3,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.5,1.5,15.5,NA,NA,0.1,0,2.21,NA,16314,FleaFlicker,15332,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,15.5,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,LV,NA,1.3,1.3,15.6,NA,NA,0.1,0,2.04,NA,14781,FleaFlicker,14239,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE30,0,0.1,15.6,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.5,1.5,15.8,NA,NA,0.1,0,2.04,NA,16340,FleaFlicker,15419,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,15.8,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,HOU,NA,1.2,1.2,13.1,NA,NA,0.1,0,2.01,NA,16959,FleaFlicker,15905,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,13.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,1.3,1.3,14.3,NA,NA,0.1,0,1.98,NA,15183,FleaFlicker,14341,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,14.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Hopkins,TE,LAR,NA,1.3,1.3,14,NA,NA,0.1,0,1.98,NA,15645,FleaFlicker,14868,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,14,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.4,1.4,14.3,NA,NA,0.1,0,1.97,NA,16430,FleaFlicker,15337,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,14.3,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Firkser,TE,ATL,NA,1.4,1.4,13.8,NA,NA,0.1,0,1.96,NA,13415,FleaFlicker,13919,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,13.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,BAL,NA,1.1,1.1,12.8,NA,NA,0.1,0,1.88,NA,14749,FleaFlicker,14209,PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,12.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,1.1,1.1,13.6,NA,NA,0.1,0,1.84,NA,16572,FleaFlicker,15626,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,13.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,1.3,1.3,14.5,NA,NA,0.1,0,1.79,NA,13874,FleaFlicker,13678,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,14.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,1.1,1.1,11.6,NA,NA,0.1,0,1.68,NA,10991,FleaFlicker,12110,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,11.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,1.2,1.2,13.1,NA,NA,0.1,0,1.67,NA,11276,FleaFlicker,12317,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,13.1,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1,1,13,NA,NA,0.1,0,1.64,NA,12887,FleaFlicker,13246,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,13,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,1.1,1.1,13,NA,NA,0.1,0,1.64,NA,16420,FleaFlicker,15330,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,13,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,1.3,1.3,11.1,NA,NA,0.1,0,1.63,NA,15644,FleaFlicker,14875,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,11.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Wilcox,TE,CIN,NA,1.3,1.3,12,NA,NA,0.1,0,1.62,NA,16093,FleaFlicker,15563,BUFMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,12,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Mitchell,TE,DET,NA,0.9,0.9,9.8,NA,NA,0.1,0,1.58,NA,17017,FleaFlicker,15909,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,9.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,NO,NA,1.1,1.1,10.1,NA,NA,0.1,0,1.41,NA,15575,FleaFlicker,14870,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,10.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1,1,11.2,NA,NA,0,0,1.26,NA,13653,FleaFlicker,13424,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE9,0,0,11.2,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,0.7,0.7,7.2,NA,NA,0.1,0,1.2,NA,16933,FleaFlicker,15799,@TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,7.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,0.9,0.9,7.3,NA,NA,0.1,0,1.19,NA,13905,FleaFlicker,13676,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,7.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcedes Lewis,TE,GB,NA,0.7,0.7,7,NA,NA,0.1,0,1.1,NA,4007,FleaFlicker,8269,MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,0.7,0.7,4.6,NA,NA,0.1,0,0.88,NA,13239,FleaFlicker,13940,@GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,4.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Cager,TE,NYG,NA,0.3,0.3,2.5,NA,NA,0,0,0.44,NA,15979,FleaFlicker,15041,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0.1,0,NA,NA,9,NA,0,0,2.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,5.96,74.7,NA,NA,0.63,NA,11.61,NA,travis-kelce-1,NumberFire,11244,DEN,NA,NA,NA,NA,NA,NA,NA,2.51,0.03,NA,NA,NA,NA,0.53,NA,NA,NA,4.41,18.81,#8,51,1,14.62,NA,NA,17.63,NA,NA,14.62,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.9,60.17,NA,NA,0.4,NA,8.35,NA,george-kittle,NumberFire,13299,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.3,14.4,#31,80,2,10.79,NA,NA,13.29,NA,NA,10.79,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,5.48,56.74,NA,NA,0.29,NA,7.37,NA,mark-andrews,NumberFire,13671,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.67,13.07,#12,96,3,10.11,NA,NA,12.88,NA,NA,10.11,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,5.11,50.42,NA,NA,0.31,NA,6.87,NA,tyler-higbee,NumberFire,12678,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.34,12.4,#17,105,4,9.44,NA,NA,12.01,NA,NA,9.44,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.39,44.7,NA,NA,0.32,NA,6.37,NA,t-j-hockenson,NumberFire,14138,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.02,11.72,#19,117,5,8.57,NA,NA,10.78,NA,NA,8.57,NA,NA,NA,NA,NA,NA,NA
