player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Raheem Blackshear,RB,CAR,NA,1.48,6.28,NA,0.04,NA,1.04,7.3,NA,NA,0.05,NA,1.84,NA,raheem-blackshear,NumberFire,15973,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09,5.77,#5,243,67,2.38,NA,NA,2.92,NA,NA,2.38,NA,NA
JaMycal Hasty,RB,JAC,NA,1.97,9.06,NA,0.08,NA,0.5,3.47,NA,NA,0.02,NA,1.79,NA,jamycal-hasty,NumberFire,14821,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.71,#26,249,68,2.04,NA,NA,2.32,NA,NA,2.04,NA,NA
Rex Burkhead,RB,HOU,NA,0.27,1.09,NA,0.01,NA,1.59,11.73,NA,NA,0.07,NA,1.77,NA,rex-burkhead,NumberFire,11182,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.68,#25,251,69,2.54,NA,NA,3.34,NA,NA,2.54,NA,NA
Jonathan Ward,RB,TEN,NA,2.84,12.16,NA,0.05,NA,0.21,1.21,NA,NA,0.01,NA,1.64,NA,jonathan-ward,NumberFire,15042,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,5.51,#4,258,70,1.76,NA,NA,1.89,NA,NA,1.76,NA,NA
Tyler Badie,RB,DEN,NA,2.67,11.52,NA,0.05,NA,0.23,1.86,NA,NA,0.01,NA,1.63,NA,tyler-badie,NumberFire,15718,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,5.49,#24,259,71,1.77,NA,NA,1.91,NA,NA,1.77,NA,NA
Jordan Mason,RB,SF,NA,2.12,9.72,NA,0.07,NA,0.23,1.69,NA,NA,0.01,NA,1.62,NA,jordan-mason,NumberFire,15972,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,5.48,#31,261,72,1.72,NA,NA,1.84,NA,NA,1.72,NA,NA
Keaontay Ingram,RB,ARI,NA,2.84,11.99,NA,0.06,NA,0,0,NA,NA,0,NA,1.51,NA,keaontay-ingram,NumberFire,15734,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,5.33,#30,266,73,1.52,NA,NA,1.54,NA,NA,1.52,NA,NA
Malcolm Brown,RB,LA,NA,1.86,7.94,NA,0.04,NA,0.45,3.18,NA,NA,0.02,NA,1.5,NA,malcolm-brown,NumberFire,12386,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,5.32,#17,267,74,1.68,NA,NA,1.91,NA,NA,1.68,NA,NA
Alec Ingold,RB,MIA,NA,0.5,2.12,NA,0.01,NA,1.18,8.62,NA,NA,0.05,NA,1.44,NA,alec-ingold,NumberFire,14420,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,5.24,#1,270,75,2,NA,NA,2.6,NA,NA,2,NA,NA
Gary Brightwell,RB,NYG,NA,1.96,8.33,NA,0.06,NA,0.22,1.6,NA,NA,0.01,NA,1.39,NA,gary-brightwell,NumberFire,15462,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,5.18,#14,271,76,1.48,NA,NA,1.61,NA,NA,1.48,NA,NA
David Johnson,RB,NO,NA,1.38,5.35,NA,0.03,NA,0.65,5.34,NA,NA,0.03,NA,1.39,NA,david-johnson-1,NumberFire,12171,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,5.18,#9,271,76,1.71,NA,NA,2.06,NA,NA,1.71,NA,NA
Boston Scott,RB,PHI,NA,1.79,7.54,NA,0.06,NA,0.23,1.44,NA,NA,0.01,NA,1.31,NA,boston-scott,NumberFire,13814,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,5.07,#15,277,78,1.39,NA,NA,1.53,NA,NA,1.39,NA,NA
Ameer Abdullah,RB,LV,NA,0.26,1.01,NA,0,NA,1.34,9.19,NA,NA,0.04,NA,1.28,NA,ameer-abdullah,NumberFire,12155,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,5.03,#2,278,79,1.91,NA,NA,2.59,NA,NA,1.91,NA,NA
Craig Reynolds,RB,DET,NA,1.28,5.58,NA,0.04,NA,0.28,2.25,NA,NA,0.02,NA,1.13,NA,craig-reynolds,NumberFire,14727,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.83,#29,283,80,1.26,NA,NA,1.41,NA,NA,1.26,NA,NA
Corey Clement,RB,ARI,NA,1.55,6.54,NA,0.03,NA,0.25,2.09,NA,NA,0.01,NA,1.06,NA,corey-clement,NumberFire,13136,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.74,#30,289,81,1.17,NA,NA,1.32,NA,NA,1.17,NA,NA
Salvon Ahmed,RB,MIA,NA,1.01,4.22,NA,0.02,NA,0.47,3.39,NA,NA,0.02,NA,1.02,NA,salvon-ahmed,NumberFire,14811,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.68,#1,291,82,1.24,NA,NA,1.47,NA,NA,1.24,NA,NA
Patrick Taylor,RB,GB,NA,1.13,4.81,NA,0.03,NA,0.25,1.83,NA,NA,0.02,NA,0.92,NA,patrick-taylor,NumberFire,14817,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,4.55,#20,298,83,1.07,NA,NA,1.2,NA,NA,1.07,NA,NA
Nyheim Hines,RB,BUF,NA,0.28,1.17,NA,0.01,NA,0.72,5.17,NA,NA,0.04,NA,0.9,NA,nyheim-hines,NumberFire,13622,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,4.53,#10,299,84,1.27,NA,NA,1.64,NA,NA,1.27,NA,NA
Zamir White,RB,LV,NA,1.28,5.27,NA,0.03,NA,0.23,1.58,NA,NA,0.01,NA,0.87,NA,zamir-white,NumberFire,15714,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,4.49,#2,301,85,1.02,NA,NA,1.15,NA,NA,1.02,NA,NA
Jerome Ford,RB,CLE,NA,1.63,6.84,NA,0.03,NA,0,0,NA,NA,0,NA,0.84,NA,jerome-ford,NumberFire,15713,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,4.45,#7,303,86,0.84,NA,NA,0.85,NA,NA,0.84,NA,NA
Kevin Harris,RB,NE,NA,0.85,3.6,NA,0.02,NA,0.24,1.72,NA,NA,0.01,NA,0.74,NA,kevin-harris,NumberFire,15719,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,#21,310,87,0.81,NA,NA,0.94,NA,NA,0.81,NA,NA
Pierre Strong Jr.,RB,NE,NA,0.85,3.68,NA,0.02,NA,0.24,1.71,NA,NA,0.01,NA,0.74,NA,pierre-strong-jr,NumberFire,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,#21,310,87,0.82,NA,NA,0.95,NA,NA,0.82,NA,NA
C.J. Ham,RB,MIN,NA,0.24,1.04,NA,0.01,NA,0.54,4.18,NA,NA,0.03,NA,0.72,NA,c-j-ham-1,NumberFire,12923,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.29,#19,313,89,1.03,NA,NA,1.3,NA,NA,1.03,NA,NA
Giovani Bernard,RB,TB,NA,0.77,3.15,NA,0.02,NA,0.26,1.73,NA,NA,0.01,NA,0.67,NA,giovani-bernard-1,NumberFire,11193,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,4.22,#18,317,90,0.78,NA,NA,0.92,NA,NA,0.78,NA,NA
Benny Snell Jr.,RB,PIT,NA,0.89,3.53,NA,0.02,NA,0.22,1.57,NA,NA,0.01,NA,0.66,NA,benny-snell-jr,NumberFire,14072,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,4.21,#11,318,91,0.78,NA,NA,0.9,NA,NA,0.78,NA,NA
Andrew Beck,RB,DEN,NA,0.27,1.15,NA,0,NA,0.46,3.93,NA,NA,0.02,NA,0.65,NA,andrew-beck,NumberFire,14319,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,4.19,#24,320,92,0.86,NA,NA,1.09,NA,NA,0.86,NA,NA
Trestan Ebner,RB,CHI,NA,0.68,2.92,NA,0.02,NA,0.18,1.39,NA,NA,0.01,NA,0.61,NA,trestan-ebner,NumberFire,15748,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,4.14,#32,326,93,0.68,NA,NA,0.78,NA,NA,0.68,NA,NA
Brandon Bolden,RB,LV,NA,0.26,1.08,NA,0.01,NA,0.45,3.67,NA,NA,0.01,NA,0.59,NA,brandon-bolden,NumberFire,10932,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.11,#2,332,94,0.82,NA,NA,1.05,NA,NA,0.82,NA,NA
Kenyan Drake,RB,BAL,NA,0.63,2.77,NA,0.02,NA,0.2,1.16,NA,NA,0.01,NA,0.56,NA,kenyan-drake,NumberFire,12630,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.07,#12,338,95,0.67,NA,NA,0.77,NA,NA,0.67,NA,NA
Eno Benjamin,RB,NO,NA,0.55,2.33,NA,0.01,NA,0.23,1.61,NA,NA,0.01,NA,0.51,NA,eno-benjamin,NumberFire,14801,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,4.01,#9,343,96,0.63,NA,NA,0.74,NA,NA,0.63,NA,NA
Michael Burton,RB,KC,NA,0.27,1.13,NA,0.01,NA,0.28,2.17,NA,NA,0.02,NA,0.49,NA,michael-burton,NumberFire,12325,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.98,#8,345,97,0.65,NA,NA,0.79,NA,NA,0.65,NA,NA
Tevin Coleman,RB,SF,NA,0.3,1.27,NA,0.01,NA,0.22,1.93,NA,NA,0.02,NA,0.49,NA,tevin-coleman,NumberFire,12152,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.98,#31,345,97,0.61,4500,0.14,0.72,4000,0.18,0.61,NA,NA
Ronald Jones,RB,KC,NA,0.27,1.18,NA,0.01,NA,0.28,2.19,NA,NA,0.02,NA,0.49,NA,ronald-jones,NumberFire,13606,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.98,#8,345,97,0.64,NA,NA,0.79,NA,NA,0.64,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.28,NA,0.01,NA,0.23,2.2,NA,NA,0.02,NA,0.48,NA,kyle-juszczyk,NumberFire,11367,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.97,#31,349,100,0.62,NA,NA,0.75,NA,NA,0.62,NA,NA
Jason Cabinda,RB,DET,NA,0.26,1.12,NA,0.01,NA,0.28,2.06,NA,NA,0.02,NA,0.48,NA,jason-cabinda,NumberFire,13906,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.97,#29,349,100,0.64,NA,NA,0.78,NA,NA,0.64,NA,NA
Chris Evans,RB,CIN,NA,0.24,1.04,NA,0.01,NA,0.28,2.13,NA,NA,0.02,NA,0.45,NA,chris-evans,NumberFire,15275,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.93,#6,352,102,0.64,NA,NA,0.78,NA,NA,0.64,NA,NA
Sony Michel,RB,LAC,NA,0.27,1.13,NA,0.01,NA,0.26,2.01,NA,NA,0.01,NA,0.45,NA,sony-michel,NumberFire,13607,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.93,#13,352,102,0.56,NA,NA,0.69,NA,NA,0.56,NA,NA
Zander Horvath,RB,LAC,NA,0.27,1.14,NA,0.01,NA,0.27,1.98,NA,NA,0.01,NA,0.44,NA,zander-horvath,NumberFire,15960,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#13,354,104,0.57,NA,NA,0.7,NA,NA,0.57,NA,NA
Isaiah Spiller,RB,LAC,NA,0.27,1.14,NA,0.01,NA,0.27,2.03,NA,NA,0.01,NA,0.44,NA,isaiah-spiller,NumberFire,15709,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#13,354,104,0.57,NA,NA,0.71,NA,NA,0.57,NA,NA
Taiwan Jones,RB,BUF,NA,0.28,1.2,NA,0.01,NA,0.24,1.98,NA,NA,0.01,NA,0.43,NA,taiwan-jones,NumberFire,10368,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#10,356,106,0.54,NA,NA,0.67,NA,NA,0.54,NA,NA
Trayveon Williams,RB,CIN,NA,0.24,1.05,NA,0.01,NA,0.27,2.02,NA,NA,0.02,NA,0.43,NA,trayveon-williams,NumberFire,14076,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#6,356,106,0.62,NA,NA,0.76,NA,NA,0.62,NA,NA
Travis Homer,RB,SEA,NA,0.27,1.18,NA,0.01,NA,0.26,2.02,NA,NA,0.01,NA,0.42,NA,travis-homer,NumberFire,14083,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#3,359,108,0.57,NA,NA,0.7,NA,NA,0.57,NA,NA
Darrynton Evans,RB,CHI,NA,0.34,1.48,NA,0.01,NA,0.18,1.46,NA,NA,0.01,NA,0.42,NA,darrynton-evans,NumberFire,14808,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#32,359,108,0.5,NA,NA,0.59,NA,NA,0.5,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,0.26,1.1,NA,0.01,NA,0.27,1.86,NA,NA,0.01,NA,0.42,NA,ke-shawn-vaughn,NumberFire,14810,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#18,359,108,0.55,NA,NA,0.69,NA,NA,0.55,NA,NA
James Robinson,RB,NYJ,NA,0.29,1.24,NA,0.01,NA,0.25,1.66,NA,NA,0.01,NA,0.42,NA,james-robinson,NumberFire,14813,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#28,359,108,0.54,NA,NA,0.66,NA,NA,0.54,NA,NA
Darrel Williams,RB,ARI,NA,0.26,1.08,NA,0.01,NA,0.24,2.19,NA,NA,0.01,NA,0.41,NA,darrel-williams,NumberFire,13623,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#30,363,112,0.57,NA,NA,0.69,NA,NA,0.57,NA,NA
Kene Nwangwu,RB,MIN,NA,0.24,1.06,NA,0.01,NA,0.27,1.92,NA,NA,0.01,NA,0.41,NA,kene-nwangwu,NumberFire,15414,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#19,363,112,0.55,NA,NA,0.69,NA,NA,0.55,NA,NA
D'Ernest Johnson,RB,CLE,NA,0.33,1.42,NA,0.01,NA,0.22,1.61,NA,NA,0.01,NA,0.4,NA,d-ernest-johnson,NumberFire,14331,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06,3.86,#7,365,114,0.53,NA,NA,0.64,NA,NA,0.53,NA,NA
J.J. Taylor,RB,NE,NA,0.28,1.19,NA,0.01,NA,0.24,1.68,NA,NA,0.01,NA,0.4,NA,j-j-taylor,NumberFire,14827,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06,3.86,#21,365,114,0.53,4600,0.12,0.65,4000,0.16,0.53,NA,NA
Keith Smith,RB,ATL,NA,0.36,1.53,NA,0.01,NA,0.19,1.34,NA,NA,0.01,NA,0.4,NA,keith-smith-1,NumberFire,12040,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06,3.86,#23,365,114,0.5,NA,NA,0.6,NA,NA,0.5,NA,NA
Godwin Igwebuike,RB,SEA,NA,0.27,1.16,NA,0.01,NA,0.26,1.87,NA,NA,0.01,NA,0.39,NA,godwin-igwebuike,NumberFire,14011,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,3.85,#3,370,117,0.53,4600,0.12,0.67,4000,0.17,0.53,NA,NA
Trey Sermon,RB,PHI,NA,0.3,1.26,NA,0.01,NA,0.23,1.43,NA,NA,0.01,NA,0.39,NA,trey-sermon,NumberFire,15257,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,3.85,#15,370,117,0.5,NA,NA,0.62,NA,NA,0.5,NA,NA
Ty'Son Williams,RB,ARI,NA,0.26,1.11,NA,0.01,NA,0.25,1.99,NA,NA,0.01,NA,0.39,NA,ty-son-williams,NumberFire,15040,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,3.85,#30,370,117,0.56,4500,0.12,0.68,4000,0.17,0.56,NA,NA
Demetric Felton,RB,CLE,NA,0.33,1.36,NA,0.01,NA,0.22,1.69,NA,NA,0.01,NA,0.39,NA,demetric-felton,NumberFire,15270,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,3.85,#7,370,117,0.52,4600,0.11,0.64,4000,0.16,0.52,NA,NA
Ronnie Rivers,RB,LA,NA,0.27,1.16,NA,0.01,NA,0.23,1.63,NA,NA,0.01,NA,0.37,NA,ronnie-rivers,NumberFire,15726,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#17,374,121,0.51,NA,NA,0.63,NA,NA,0.51,NA,NA
Derek Watt,RB,PIT,NA,0.3,1.22,NA,0.01,NA,0.22,1.68,NA,NA,0.01,NA,0.37,NA,derek-watt,NumberFire,12823,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#11,374,121,0.52,NA,NA,0.63,NA,NA,0.52,NA,NA
Patrick Ricard,RB,BAL,NA,0.31,1.35,NA,0.01,NA,0.2,1.25,NA,NA,0.01,NA,0.35,NA,patrick-ricard,NumberFire,13455,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#12,380,123,0.48,NA,NA,0.58,NA,NA,0.48,NA,NA
Justice Hill,RB,BAL,NA,0.31,1.37,NA,0.01,NA,0.2,1.29,NA,NA,0.01,NA,0.35,NA,justice-hill,NumberFire,14086,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#12,380,123,0.49,NA,NA,0.59,NA,NA,0.49,NA,NA
Adam Prentice,RB,NO,NA,0.28,1.17,NA,0.01,NA,0.23,1.59,NA,NA,0.01,NA,0.35,NA,adam-prentice,NumberFire,15650,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#9,380,123,0.51,NA,NA,0.63,NA,NA,0.51,NA,NA
Troy Hairston,RB,HOU,NA,0,0,NA,0,NA,0.23,1.72,NA,NA,0.01,NA,0.23,NA,troy-hairston,NumberFire,16025,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.64,#25,435,126,0.35,NA,NA,0.46,NA,NA,0.35,NA,NA
Khari Blasingame,RB,CHI,NA,0,0,NA,0,NA,0.18,1.44,NA,NA,0.01,NA,0.22,NA,khari-blasingame,NumberFire,14552,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.62,#32,436,127,0.29,NA,NA,0.38,NA,NA,0.29,NA,NA
Giovanni Ricci,RB,CAR,NA,0,0,NA,0,NA,0.21,1.44,NA,NA,0.01,NA,0.2,NA,giovanni-ricci,NumberFire,15054,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.6,#5,441,128,0.31,NA,NA,0.41,NA,NA,0.31,NA,NA
Rico Dowdle,RB,DAL,NA,0.32,1.31,NA,0.01,NA,0,0,NA,NA,0,NA,0.18,NA,rico-dowdle,NumberFire,14823,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.21,3.57,#16,446,129,0.19,NA,NA,0.19,NA,NA,0.19,NA,NA
Jordan Howard,RB,NO,NA,0.28,1.11,NA,0.01,NA,0,0,NA,NA,0,NA,0.16,NA,jordan-howard,NumberFire,12634,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.22,3.54,#9,447,130,0.17,4600,0.04,0.17,NA,NA,0.17,NA,NA
Dwayne Washington,RB,NO,NA,0.28,1.14,NA,0.01,NA,0,0,NA,NA,0,NA,0.14,NA,dwayne-washington,NumberFire,12845,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.24,3.52,#9,448,131,0.17,NA,NA,0.17,NA,NA,0.17,NA,NA
Austin Ekeler,RB,LAC,NA,NA,58.83,NA,0.5,NA,4.74,37.19,NA,NA,0.15,NA,18.3,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
James Conner,RB,ARI,NA,NA,80.33,NA,0.54,NA,3.31,27.72,NA,NA,0.17,0.05,18.28,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,NA,79.78,NA,0.55,NA,3.3,25.97,NA,NA,0.19,0.04,18.24,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,GB,NA,NA,58.03,NA,0.36,NA,3.43,33.45,NA,NA,0.2,0.03,15.88,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,NA,53.97,NA,0.38,NA,3.38,33.86,NA,NA,0.2,NA,15.64,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,59.02,NA,0.35,NA,3.64,30.04,NA,NA,0.18,0.06,15.61,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,NA,56.53,NA,0.42,NA,3.3,30.88,NA,NA,0.15,0.03,15.4,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,77.96,NA,0.59,NA,1.95,15.76,NA,NA,0.07,0.25,14.86,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Josh Jacobs,RB,LV,NA,NA,75.23,NA,0.43,NA,2.33,18.29,NA,NA,0.07,0.07,14.54,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonard Fournette,RB,TB,NA,NA,43.25,NA,0.3,NA,4.1,32.21,NA,NA,0.18,NA,14.53,NA,2557973,NFL,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,NA,86.09,NA,0.53,NA,1.17,10.21,NA,NA,0.06,NA,14.36,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
