player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Melvin Gordon,RB,DEN,NA,9.22,40.26,NA,0.37,NA,1.68,11.96,NA,NA,0.1,NA,7.93,NA,melvin-gordon,NumberFire,12151,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.86,#,98,35,8.74,NA,NA,9.66,NA,NA,8.74,NA,NA
Darrell Henderson,RB,LA,NA,10.44,44.74,NA,0.34,NA,1.24,9.52,NA,NA,0.07,NA,7.84,NA,darrell-henderson,NumberFire,14087,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,13.74,#,100,36,8.45,NA,NA,9.11,NA,NA,8.45,NA,NA
Michael Carter,RB,NYJ,NA,10.44,43.4,NA,0.27,NA,1.68,13.94,NA,NA,0.06,NA,7.68,NA,michael-carter-ii,NumberFire,15258,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,13.52,#,104,37,8.49,5200,1.63,9.37,5100,1.84,8.49,NA,NA
Kenneth Walker III,RB,SEA,NA,9.79,41.64,NA,0.3,NA,1.38,10.38,NA,NA,0.05,NA,7.17,NA,kenneth-walker-iii,NumberFire,15711,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,12.85,#,110,38,7.89,NA,NA,8.64,NA,NA,7.89,NA,NA
Kareem Hunt,RB,CLE,NA,7.42,32.88,NA,0.22,NA,2.57,17.22,NA,NA,0.11,NA,6.96,NA,kareem-hunt,NumberFire,13138,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,12.57,#,111,39,8.22,6300,1.3,9.53,5700,1.67,8.22,NA,NA
Raheem Mostert,RB,MIA,NA,7.63,36.12,NA,0.24,NA,1.7,13.3,NA,NA,0.08,NA,6.79,NA,raheem-mostert,NumberFire,12447,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,12.34,#,115,40,7.61,5500,1.38,8.51,4800,1.77,7.61,NA,NA
Devin Singletary,RB,BUF,NA,8.44,37.49,NA,0.24,NA,1.76,11.05,NA,NA,0.12,NA,6.76,NA,devin-singletary,NumberFire,14080,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,12.3,#,116,41,7.65,NA,NA,8.65,NA,NA,7.65,NA,NA
James Robinson,RB,JAC,NA,8.54,37.12,NA,0.21,NA,1.48,10.69,NA,NA,0.08,NA,6.33,NA,james-robinson,NumberFire,14813,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,11.73,#,123,42,7.04,6200,1.14,7.89,5600,1.41,7.04,NA,NA
James Cook,RB,BUF,NA,7.27,30.13,NA,0.23,NA,1.76,12.85,NA,NA,0.1,NA,6.19,NA,james-cook,NumberFire,15715,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,11.55,#,126,43,7.06,NA,NA,7.99,NA,NA,7.06,NA,NA
Mark Ingram,RB,NO,NA,8.13,35.9,NA,0.24,NA,1.02,8.7,NA,NA,0.05,NA,6.18,NA,mark-ingram-1,NumberFire,10276,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,11.53,#,128,44,6.65,5500,1.21,7.19,5900,1.22,6.65,NA,NA
J.D. McKissic,RB,WSH,NA,4.73,20.11,NA,0.13,NA,2.51,20.13,NA,NA,0.11,NA,5.42,NA,j-d-mckissic,NumberFire,13108,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,10.52,#,144,45,6.64,5200,1.28,7.93,5100,1.55,6.64,NA,NA
Rex Burkhead,RB,HOU,NA,5.4,21.43,NA,0.15,NA,2.15,18.23,NA,NA,0.08,NA,5.3,NA,rex-burkhead,NumberFire,11182,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,10.36,#,147,46,6.36,5100,1.25,7.47,4900,1.52,6.36,NA,NA
Nyheim Hines,RB,IND,NA,3.6,15.56,NA,0.13,NA,2.91,22.13,NA,NA,0.14,NA,5.3,NA,nyheim-hines,NumberFire,13622,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,10.36,#,147,46,6.74,5400,1.25,8.26,5100,1.62,6.74,NA,NA
Tyler Allgeier,RB,ATL,NA,7.09,29.15,NA,0.21,NA,0.79,5.83,NA,NA,0.03,NA,4.83,NA,tyler-allgeier,NumberFire,15712,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,9.74,#,159,48,5.23,4800,1.09,5.68,4500,1.26,5.23,NA,NA
Alexander Mattison,RB,MIN,NA,6.4,27.12,NA,0.14,NA,1.3,9.06,NA,NA,0.06,NA,4.8,NA,alexander-mattison,NumberFire,14223,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,9.7,#,160,49,5.43,6000,0.91,6.1,6200,0.98,5.43,NA,NA
Kenneth Gainwell,RB,PHI,NA,5.48,23.4,NA,0.22,NA,0.89,6.48,NA,NA,0.06,NA,4.57,NA,kenneth-gainwell,NumberFire,15255,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,9.4,#,170,50,5.01,5300,0.95,5.51,4600,1.2,5.01,NA,NA
Jerick McKinnon,RB,KC,NA,5.24,21.64,NA,0.14,NA,1.37,10.6,NA,NA,0.08,NA,4.56,NA,jerick-mckinnon,NumberFire,11761,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,9.38,#,171,51,5.23,5200,1.01,5.91,4200,1.41,5.23,NA,NA
Jamaal Williams,RB,DET,NA,6.05,24.4,NA,0.16,NA,1.18,7.59,NA,NA,0.05,NA,4.43,NA,jamaal-williams,NumberFire,13139,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,9.21,#,178,52,5.01,5700,0.88,5.62,5200,1.08,5.01,NA,NA
Zamir White,RB,LV,NA,5.51,24.24,NA,0.16,NA,1,7.43,NA,NA,0.05,NA,4.38,NA,zamir-white,NumberFire,15714,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,9.14,#,180,53,4.85,4900,0.99,5.39,4700,1.15,4.85,NA,NA
Khalil Herbert,RB,CHI,NA,5.51,22.71,NA,0.13,NA,1.23,9.29,NA,NA,0.04,NA,4.19,NA,khalil-herbert,NumberFire,15271,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,8.89,#,185,54,4.78,5300,0.9,5.42,5200,1.04,4.78,NA,NA
Rachaad White,RB,TB,NA,5,20.17,NA,0.14,NA,1.2,8.14,NA,NA,0.06,NA,4.01,NA,rachaad-white,NumberFire,15721,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,8.65,#,190,55,4.55,NA,NA,5.19,NA,NA,4.55,NA,NA
Ameer Abdullah,RB,LV,NA,2.5,10.06,NA,0.06,NA,2.47,18.04,NA,NA,0.14,NA,3.98,NA,ameer-abdullah,NumberFire,12155,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.61,#,191,56,5.19,4500,1.15,6.45,4200,1.54,5.19,NA,NA
Mike Davis,RB,BAL,NA,5.79,22.49,NA,0.15,NA,0.48,3.24,NA,NA,0.02,NA,3.48,NA,mike-davis,NumberFire,12164,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,7.95,#,200,57,3.69,5600,0.66,4,4400,0.91,3.69,NA,NA
Isiah Pacheco,RB,KC,NA,4.19,18.11,NA,0.13,NA,0.83,6,NA,NA,0.05,NA,3.41,NA,isiah-pacheco,NumberFire,15749,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.86,#,202,58,3.85,4500,0.86,4.29,4000,1.07,3.85,NA,NA
Jeff Wilson,RB,SF,NA,3.87,16.6,NA,0.12,NA,0.96,6.63,NA,NA,0.05,NA,3.27,NA,jeff-wilson,NumberFire,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.67,#,205,59,3.74,5500,0.68,4.26,5100,0.84,3.74,NA,NA
Isaiah Spiller,RB,LAC,NA,3.17,13.77,NA,0.1,NA,0.99,7.38,NA,NA,0.06,NA,3.04,NA,isaiah-spiller,NumberFire,15709,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29,7.37,#,213,60,3.53,5200,0.68,4.05,4900,0.83,3.53,NA,NA
Boston Scott,RB,PHI,NA,3.05,12.62,NA,0.13,NA,0.67,4.92,NA,NA,0.04,NA,2.73,NA,boston-scott,NumberFire,13814,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,6.95,#,220,61,3.05,4900,0.62,3.41,4500,0.76,3.05,NA,NA
Damien Williams,RB,ATL,NA,3.16,12.57,NA,0.1,NA,0.89,6.2,NA,NA,0.04,NA,2.67,NA,damien-williams,NumberFire,11886,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,6.87,#,221,62,3.14,5300,0.59,3.6,4700,0.77,3.14,NA,NA
Eno Benjamin,RB,ARI,NA,3.13,12.73,NA,0.08,NA,0.96,7.36,NA,NA,0.04,NA,2.66,NA,eno-benjamin,NumberFire,14801,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.86,#,222,63,3.17,4900,0.65,3.67,4200,0.87,3.17,NA,NA
D'Onta Foreman,RB,CAR,NA,3.63,14.79,NA,0.09,NA,0.46,3.8,NA,NA,0.02,NA,2.42,NA,d-onta-foreman,NumberFire,13134,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.54,#,227,64,2.65,4900,0.54,2.93,4400,0.67,2.65,NA,NA
Dontrell Hilliard,RB,TEN,NA,1.93,8.1,NA,0.05,NA,1.34,9.73,NA,NA,0.06,NA,2.39,NA,dontrell-hilliard,NumberFire,13871,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6.5,#,228,65,3.03,5500,0.55,3.74,4500,0.83,3.03,NA,NA
Kenyan Drake,RB,BAL,NA,1.57,6.97,NA,0.05,NA,1.17,9.08,NA,NA,0.06,NA,2.26,NA,kenyan-drake,NumberFire,12630,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,6.33,#,231,66,2.81,5700,0.49,3.42,5000,0.68,2.81,NA,NA
Zack Moss,RB,BUF,NA,2.47,9.67,NA,0.08,NA,0.79,5.68,NA,NA,0.04,NA,2.25,NA,zack-moss,NumberFire,14798,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82,6.32,#,234,67,2.61,NA,NA,3.03,NA,NA,2.61,NA,NA
Samaje Perine,RB,CIN,NA,2.76,11.31,NA,0.06,NA,0.51,3.5,NA,NA,0.02,NA,2,NA,samaje-perine,NumberFire,13133,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,5.99,#,241,68,2.2,5300,0.42,2.46,5000,0.49,2.2,NA,NA
Sony Michel,RB,LAC,NA,2.11,8.94,NA,0.06,NA,0.54,3.97,NA,NA,0.03,NA,1.83,NA,sony-michel,NumberFire,13607,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,5.76,#,247,69,2.08,5000,0.42,2.36,4700,0.5,2.08,NA,NA
Giovani Bernard,RB,TB,NA,1.62,6.65,NA,0.04,NA,0.8,5.23,NA,NA,0.05,NA,1.67,NA,giovani-bernard-1,NumberFire,11193,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,5.55,#,254,70,2.11,NA,NA,2.52,NA,NA,2.11,NA,NA
Matt Breida,RB,NYG,NA,2.01,9.04,NA,0.05,NA,0.38,3.03,NA,NA,0.01,NA,1.53,NA,matt-breida,NumberFire,13378,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,5.36,#,258,71,1.7,5400,0.31,1.92,4900,0.39,1.7,NA,NA
D'Ernest Johnson,RB,CLE,NA,1.71,7.45,NA,0.05,NA,0.55,3.61,NA,NA,0.02,NA,1.46,NA,d-ernest-johnson,NumberFire,14331,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,5.27,#,262,72,1.78,5400,0.33,2.07,4900,0.42,1.78,NA,NA
Tyrion Davis-Price,RB,SF,NA,1.39,5.96,NA,0.04,NA,0.64,4.3,NA,NA,0.03,NA,1.42,NA,tyrion-davis-price,NumberFire,15746,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38,5.22,#,265,73,1.75,4900,0.36,2.08,5000,0.42,1.75,NA,NA
Benny Snell Jr.,RB,PIT,NA,1.66,6.45,NA,0.04,NA,0.52,3.6,NA,NA,0.02,NA,1.35,NA,benny-snell-jr,NumberFire,14072,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,5.12,#,268,74,1.59,5200,0.31,1.87,4800,0.39,1.59,NA,NA
Ronald Jones,RB,KC,NA,0.92,4.05,NA,0.03,NA,0.7,5.13,NA,NA,0.04,NA,1.31,NA,ronald-jones,NumberFire,13606,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,5.07,#,270,75,1.65,5500,0.3,2.02,5200,0.39,1.65,NA,NA
Kyle Juszczyk,RB,SF,NA,0.93,3.75,NA,0.03,NA,0.64,5.43,NA,NA,0.03,NA,1.24,NA,kyle-juszczyk,NumberFire,11367,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.98,#,276,76,1.56,4500,0.35,1.9,4100,0.46,1.56,NA,NA
Trey Sermon,RB,PHI,NA,1.22,4.94,NA,0.04,NA,0.44,3.13,NA,NA,0.03,NA,1.22,NA,trey-sermon,NumberFire,15257,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.95,#,278,77,1.43,5200,0.28,1.66,4600,0.36,1.43,NA,NA
Chuba Hubbard,RB,CAR,NA,1.12,4.61,NA,0.03,NA,0.46,3.46,NA,NA,0.02,NA,1.11,NA,chuba-hubbard,NumberFire,15261,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.58,4.8,#,283,78,1.34,5500,0.24,1.57,5400,0.29,1.34,NA,NA
Chris Evans,RB,CIN,NA,0.83,3.41,NA,0.02,NA,0.62,4.55,NA,NA,0.03,NA,1.1,NA,chris-evans,NumberFire,15275,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.79,#,285,79,1.39,4900,0.28,1.71,4800,0.36,1.39,NA,NA
Justin Jackson,RB,DET,NA,1.01,4.28,NA,0.03,NA,0.51,3.64,NA,NA,0.02,NA,1.09,NA,justin-jackson,NumberFire,13620,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.78,#,287,80,1.35,4500,0.3,1.6,NA,NA,1.35,NA,NA
Myles Gaskin,RB,MIA,NA,1.07,4.28,NA,0.03,NA,0.52,3.47,NA,NA,0.03,NA,1.08,NA,myles-gaskin,NumberFire,14081,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.76,#,288,81,1.38,4900,0.28,1.65,4500,0.37,1.38,NA,NA
Deon Jackson,RB,IND,NA,0.75,3.07,NA,0.03,NA,0.47,3.49,NA,NA,0.02,NA,0.94,NA,deon-jackson,NumberFire,15277,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,4.58,#,294,82,1.17,4500,0.26,1.42,4000,0.36,1.17,NA,NA
Tony Jones Jr.,RB,NO,NA,1.05,4.13,NA,0.03,NA,0.22,1.83,NA,NA,0.01,NA,0.81,NA,tony-jones-jr,NumberFire,14828,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.41,#,306,83,0.93,5000,0.19,1.05,4500,0.23,0.93,NA,NA
Trenton Cannon,RB,TEN,NA,0.64,2.57,NA,0.02,NA,0.44,3.32,NA,NA,0.02,NA,0.8,NA,trenton-cannon,NumberFire,13816,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.39,#,307,84,1.03,4500,0.23,1.26,4000,0.32,1.03,NA,NA
Andy Janovich,RB,HOU,NA,0.49,1.94,NA,0.01,NA,0.5,4,NA,NA,0.02,NA,0.77,NA,andy-janovich,NumberFire,12806,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,4.35,#,313,85,1.02,4500,0.23,1.27,4000,0.32,1.02,NA,NA
Qadree Ollison,RB,ATL,NA,0.63,2.45,NA,0.02,NA,0.44,3.07,NA,NA,0.02,NA,0.75,NA,qadree-ollison,NumberFire,14097,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.33,#,317,86,0.99,4500,0.22,1.22,4000,0.31,0.99,NA,NA
Joshua Kelley,RB,LAC,NA,0.79,3.23,NA,0.02,NA,0.29,2.02,NA,NA,0.02,NA,0.75,NA,joshua-kelley,NumberFire,14807,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.33,#,317,86,0.89,5000,0.18,1.05,4400,0.24,0.89,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.49,1.92,NA,0.01,NA,0.49,3.8,NA,NA,0.02,NA,0.74,NA,dare-ogunbowale,NumberFire,13148,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,#,322,88,0.98,4600,0.21,1.23,4200,0.29,0.98,NA,NA
Ty Johnson,RB,NYJ,NA,0.49,1.96,NA,0.01,NA,0.47,3.72,NA,NA,0.02,NA,0.74,NA,ty-johnson,NumberFire,14095,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,#,322,88,0.96,4800,0.2,1.21,4000,0.3,0.96,NA,NA
Reggie Bonnafon,RB,WSH,NA,0.89,3.6,NA,0.03,NA,0.22,1.7,NA,NA,0.01,NA,0.73,NA,reggie-bonnafon,NumberFire,14435,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,#,325,90,0.86,4500,0.19,0.98,4000,0.25,0.86,NA,NA
Keith Smith,RB,ATL,NA,0.51,1.95,NA,0.01,NA,0.44,2.97,NA,NA,0.02,NA,0.66,NA,keith-smith-1,NumberFire,12040,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,4.21,#,336,91,0.89,4500,0.2,1.11,4000,0.28,0.89,NA,NA
Darrel Williams,RB,ARI,NA,0.52,2.11,NA,0.01,NA,0.28,2.47,NA,NA,0.01,NA,0.61,NA,darrel-williams,NumberFire,13623,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,4.14,#,344,92,0.72,5400,0.13,0.86,4900,0.18,0.72,NA,NA
Michael Burton,RB,KC,NA,0.26,1.06,NA,0.01,NA,0.42,2.98,NA,NA,0.02,NA,0.59,NA,michael-burton,NumberFire,12325,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.11,#,349,93,0.79,4500,0.18,1,4000,0.25,0.79,NA,NA
Alex Armah,RB,WSH,NA,0.59,2.32,NA,0.02,NA,0.22,1.6,NA,NA,0.01,NA,0.56,NA,alex-armah,NumberFire,13326,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.07,#,356,94,0.68,4500,0.15,0.79,4000,0.2,0.68,NA,NA
Jake Funk,RB,LA,NA,0.5,1.99,NA,0.02,NA,0.25,1.85,NA,NA,0.01,NA,0.56,NA,jake-funk,NumberFire,15480,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.07,#,356,94,0.69,NA,NA,0.81,NA,NA,0.69,NA,NA
Jonathan Williams,RB,WSH,NA,0.59,2.37,NA,0.02,NA,0.23,1.67,NA,NA,0.01,NA,0.55,NA,jonathan-williams,NumberFire,12635,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#,358,96,0.68,4500,0.15,0.8,4000,0.2,0.68,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,0.5,2.04,NA,0.01,NA,0.26,1.77,NA,NA,0.01,NA,0.55,NA,ke-shawn-vaughn,NumberFire,14810,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#,358,96,0.63,NA,NA,0.76,NA,NA,0.63,NA,NA
Trayveon Williams,RB,CIN,NA,0.55,2.3,NA,0.01,NA,0.25,1.72,NA,NA,0.01,NA,0.55,NA,trayveon-williams,NumberFire,14076,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#,358,96,0.63,4500,0.14,0.76,4000,0.19,0.63,NA,NA
Alec Ingold,RB,MIA,NA,0.27,1.08,NA,0.01,NA,0.39,2.79,NA,NA,0.02,NA,0.54,NA,alec-ingold,NumberFire,14420,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.05,#,364,99,0.76,4500,0.17,0.96,4000,0.24,0.76,NA,NA
Giovanni Ricci,RB,CAR,NA,0.56,2.25,NA,0.01,NA,0.23,1.68,NA,NA,0.01,NA,0.54,NA,giovanni-ricci,NumberFire,15054,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.05,#,364,99,0.63,4000,0.16,0.74,4000,0.19,0.63,NA,NA
Alex Collins,RB,SEA,NA,0.52,2.12,NA,0.02,NA,0.22,1.68,NA,NA,0.01,NA,0.52,NA,alex-collins,NumberFire,12628,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,#,367,101,0.67,NA,NA,0.78,NA,NA,0.67,NA,NA
C.J. Ham,RB,MIN,NA,0.51,2.04,NA,0.01,NA,0.25,1.83,NA,NA,0.01,NA,0.52,NA,c-j-ham-1,NumberFire,12923,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,#,367,101,0.63,4500,0.14,0.76,4000,0.19,0.63,NA,NA
Craig Reynolds,RB,DET,NA,0.5,2.02,NA,0.01,NA,0.25,1.73,NA,NA,0.01,NA,0.52,NA,craig-reynolds,NumberFire,14727,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,#,367,101,0.62,4800,0.13,0.75,4000,0.19,0.62,NA,NA
Kene Nwangwu,RB,MIN,NA,0.51,2.06,NA,0.01,NA,0.25,1.64,NA,NA,0.01,NA,0.51,NA,kene-nwangwu,NumberFire,15414,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,4.01,#,370,104,0.62,4600,0.13,0.74,4100,0.18,0.62,NA,NA
Royce Freeman,RB,HOU,NA,0.49,1.98,NA,0.01,NA,0.26,1.75,NA,NA,0.01,NA,0.5,NA,royce-freeman,NumberFire,13617,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.99,#,371,105,0.62,5100,0.12,0.75,4000,0.19,0.62,NA,NA
Brandon Bolden,RB,LV,NA,0.25,1.07,NA,0.01,NA,0.25,2.17,NA,NA,0.01,NA,0.45,NA,brandon-bolden,NumberFire,10932,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.93,#,372,106,0.57,4600,0.12,0.69,4400,0.16,0.57,NA,NA
Andrew Beck,RB,DEN,NA,0.29,1.13,NA,0.01,NA,0.26,2,NA,NA,0.01,NA,0.44,NA,andrew-beck,NumberFire,14319,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#,374,107,0.56,NA,NA,0.69,NA,NA,0.56,NA,NA
Travis Homer,RB,SEA,NA,0.39,1.61,NA,0.01,NA,0.23,1.72,NA,NA,0.01,NA,0.44,NA,travis-homer,NumberFire,14083,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#,374,107,0.57,NA,NA,0.68,NA,NA,0.57,NA,NA
Mike Boone,RB,DEN,NA,0.29,1.17,NA,0.01,NA,0.26,1.92,NA,NA,0.01,NA,0.44,NA,mike-boone,NumberFire,13868,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#,374,107,0.56,NA,NA,0.69,NA,NA,0.56,NA,NA
Patrick Ricard,RB,BAL,NA,0.31,1.26,NA,0.01,NA,0.23,1.76,NA,NA,0.01,NA,0.43,NA,patrick-ricard,NumberFire,13455,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#,377,110,0.54,4500,0.12,0.65,4000,0.16,0.54,NA,NA
