player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Pierre Strong,RB,NE,NA,0,11,NA,0.1,0.4,0.4,3.1,NA,NA,0,0,1.99,NA,16909,FleaFlicker,NA,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB86,0.1,14,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrion Davis-Price,RB,SF,NA,1.4,9.1,NA,0.1,0.6,0.6,4.2,NA,NA,0,0,1.95,NA,16886,FleaFlicker,15746,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB64,0.1,13.3,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,TEN,NA,1.8,8.9,NA,0.1,0.5,0.5,3.6,NA,NA,0,0,1.83,NA,16913,FleaFlicker,15720,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB79,0.1,12.6,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0.5,9.6,NA,0.1,0.5,0.5,3.9,NA,NA,0,0,1.81,NA,15434,FleaFlicker,14727,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,13.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snoop Conner,RB,JAC,NA,0,9.7,NA,0.1,0.5,0.5,2.9,NA,NA,0,0,1.77,NA,16957,FleaFlicker,15725,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB92,0.1,12.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,SEA,NA,1.2,7,NA,0,0.8,0.8,7.4,NA,NA,0,0,1.66,NA,14810,FleaFlicker,14083,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB100,0,14.4,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,BUF,NA,2.2,9.3,NA,0.1,0.4,0.4,3.1,NA,NA,0,0,1.66,NA,15548,FleaFlicker,14798,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB73,0.1,12.3,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,2.5,10.6,NA,0.1,0.4,0.4,3,NA,NA,0,0,1.66,NA,13358,FleaFlicker,13378,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB75,0.1,13.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.9,6.3,NA,0,0.7,0.7,6,NA,NA,0,0,1.56,NA,13581,FleaFlicker,13148,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,12.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Bolden,RB,LV,NA,0.7,3.2,NA,0,0.9,0.9,7.8,NA,NA,0,0,1.52,NA,9114,FleaFlicker,10932,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,11,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,1.8,8.8,NA,0.1,0.2,0.2,1.9,NA,NA,0,0,1.51,NA,15620,FleaFlicker,14810,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB81,0.1,10.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,1.8,8.8,NA,0.1,0.4,0.4,2.7,NA,NA,0,0,1.47,NA,16361,FleaFlicker,15261,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB71,0.1,11.5,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.8,2.1,NA,0,1,1,8.3,NA,NA,0,0,1.39,NA,9410,FleaFlicker,11367,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,10.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Williams,RB,WAS,NA,1.2,7.4,NA,0.1,0.4,0.4,3,NA,NA,0,0,1.38,NA,9833,FleaFlicker,12635,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,10.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,0.7,5.1,NA,0,0.8,0.8,5.9,NA,NA,0,0,1.38,NA,15680,FleaFlicker,14815,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB103,0.1,11,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,0,6.2,NA,0,0.5,0.5,3.5,NA,NA,0,0,1.37,NA,16974,FleaFlicker,15713,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB94,0.1,9.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,PHI,NA,1.2,7.4,NA,0.1,0.3,0.3,2.1,NA,NA,0,0,1.36,NA,16323,FleaFlicker,15257,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB76,0.1,9.5,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,2,8.8,NA,0,0.3,0.3,1.4,NA,NA,0,0,1.3,NA,17137,FleaFlicker,15742,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB87,0.1,10.2,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans,RB,CIN,NA,1.1,4.2,NA,0,0.7,0.7,5.8,NA,NA,0,0,1.28,NA,16458,FleaFlicker,15275,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB82,0.1,10,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benny Snell,RB,PIT,NA,1.9,8.6,NA,0,0.3,0.3,2.1,NA,NA,0,0,1.27,NA,14790,FleaFlicker,14072,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,10.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2.2,9.1,NA,0,0.2,0.2,1.8,NA,NA,0,0,1.25,NA,14767,FleaFlicker,14086,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trestan Ebner,RB,CHI,NA,0,3.5,NA,0,0.7,0.7,5.6,NA,NA,0,0,1.25,NA,17011,FleaFlicker,15748,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,9.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,HOU,NA,1,5.9,NA,0,0.4,0.4,2.8,NA,NA,0,0,1.17,NA,13796,FleaFlicker,13617,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,8.7,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jackson,RB,DET,NA,1,4.3,NA,0,0.5,0.5,3.6,NA,NA,0,0,1.09,NA,14018,FleaFlicker,13620,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB93,0.1,7.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Jones,RB,NO,NA,1.1,5.9,NA,0,0.3,0.3,1.9,NA,NA,0,0,1.06,NA,16039,FleaFlicker,14828,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,7.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demetric Felton,RB,CLE,NA,0.3,1.6,NA,0,0.6,0.6,6,NA,NA,0,0,1.04,NA,16453,FleaFlicker,15270,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,7.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,0,2.9,NA,0,0.3,0.3,3.2,NA,NA,0,0,0.91,NA,15904,FleaFlicker,14823,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,6.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Cannon,RB,TEN,NA,0.6,2.6,NA,0,0.4,0.4,3.3,NA,NA,0,0,0.83,NA,13953,FleaFlicker,13816,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,5.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qadree Ollison,RB,DAL,NA,0.6,2.5,NA,0,0.4,0.4,3.1,NA,NA,0,0,0.8,NA,14828,FleaFlicker,14097,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,5.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,MIN,NA,0.5,3.1,NA,0,0.3,0.3,1.9,NA,NA,0,0,0.78,NA,16375,FleaFlicker,15414,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,5,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.5,1.2,NA,0,0.6,0.6,4.3,NA,NA,0,0,0.73,NA,12694,FleaFlicker,12923,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,5.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Boone,RB,DEN,NA,0.3,2.9,NA,0,0.2,0.2,1.9,NA,NA,0,0,0.66,NA,14185,FleaFlicker,13868,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,4.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,RB,IND,NA,0.8,1.5,NA,0,0.4,0.4,2.4,NA,NA,0,0,0.63,NA,16681,FleaFlicker,15277,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,0.5,NA,0,0.4,0.4,3.7,NA,NA,0,0,0.6,NA,15279,FleaFlicker,14420,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,4.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Funk,RB,LAR,NA,0.5,2,NA,0,0.2,0.2,1.9,NA,NA,0,0,0.57,NA,16530,FleaFlicker,15480,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,3.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,0.6,2.4,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.52,NA,14818,FleaFlicker,14076,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,KC,NA,0.3,1.4,NA,0,0.3,0.3,1.8,NA,NA,0,0,0.5,NA,11295,FleaFlicker,12325,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,3.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Brightwell,RB,NYG,NA,0.2,1.6,NA,0,0.2,0.2,1.7,NA,NA,0,0,0.45,NA,16461,FleaFlicker,15462,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,3.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwayne Washington,RB,NO,NA,0.3,1.2,NA,0,0.2,0.2,1.8,NA,NA,0,0,0.42,NA,12247,FleaFlicker,12845,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khari Blasingame,RB,CHI,NA,0.3,0.8,NA,0,0.3,0.3,2,NA,NA,0,0,0.4,NA,15091,FleaFlicker,14552,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,2.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,JAC,NA,0.3,1,NA,0,0.2,0.2,1.8,NA,NA,0,0,0.4,NA,15936,FleaFlicker,14821,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mekhi Sargent,RB,JAC,NA,0.3,1,NA,0,0.2,0.2,1.8,NA,NA,0,0,0.4,NA,16773,FleaFlicker,15269,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrynton Evans,RB,CHI,NA,0.3,1.1,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.39,NA,15550,FleaFlicker,14808,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB95,0,2.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,23.4,117.63,NA,1.11,NA,2.6,21.2,NA,NA,0.15,NA,21.15,NA,jonathan-taylor,NumberFire,14802,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,31.4,#,4,1,22.42,10200,2.2,26.89,9100,2.95,22.42,NA,NA
Derrick Henry,RB,TEN,NA,25.06,127.96,NA,0.89,NA,1.48,12.37,NA,NA,0.09,NA,19.79,NA,derrick-henry,NumberFire,12626,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99,29.59,#,8,2,20.53,9700,2.12,24.34,8600,2.83,20.53,NA,NA
Christian McCaffrey,RB,CAR,NA,19,87.58,NA,0.59,NA,5.19,44.52,NA,NA,0.29,NA,18.36,NA,christian-mccaffrey,NumberFire,13130,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,27.7,#,11,3,20.99,9500,2.21,23.65,8500,2.78,20.99,NA,NA
Austin Ekeler,RB,LAC,NA,15.86,71.75,NA,0.72,NA,4.6,36.41,NA,NA,0.35,NA,16.92,NA,austin-ekeler-1,NumberFire,13404,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,25.79,#,19,4,19.24,9400,2.05,21.71,8200,2.65,19.24,NA,NA
Joe Mixon,RB,CIN,NA,19.31,86.22,NA,0.63,NA,2.6,18.57,NA,NA,0.15,NA,15.03,NA,joe-mixon,NumberFire,13131,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,23.28,#,29,5,16.32,8300,1.97,17.7,7100,2.49,16.32,NA,NA
Alvin Kamara,RB,NO,NA,16.56,72.99,NA,0.58,NA,3.37,30.84,NA,NA,0.21,NA,14.72,NA,alvin-kamara,NumberFire,13132,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,22.87,#,30,6,16.39,8500,1.93,18.3,7600,2.41,16.39,NA,NA
D'Andre Swift,RB,DET,NA,15.11,68.39,NA,0.62,NA,3.66,26.01,NA,NA,0.18,NA,14.04,NA,d-andre-swift,NumberFire,14797,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,21.96,#,36,7,15.91,7600,2.09,17.84,6800,2.62,15.91,NA,NA
Dalvin Cook,RB,MIN,NA,16.9,77.05,NA,0.53,NA,3.26,21.81,NA,NA,0.16,NA,13.81,NA,dalvin-cook,NumberFire,13128,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,21.66,#,37,8,15.46,8400,1.84,17.21,7900,2.18,15.46,NA,NA
Najee Harris,RB,PIT,NA,17.98,75.6,NA,0.5,NA,3.52,22.39,NA,NA,0.13,NA,13.61,NA,najee-harris,NumberFire,15254,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83,21.39,#,38,9,15.36,8200,1.87,17.13,6400,2.68,15.36,NA,NA
Aaron Jones,RB,GB,NA,13.4,66.02,NA,0.49,NA,3.5,24.71,NA,NA,0.22,NA,13.15,NA,aaron-jones,NumberFire,13319,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,20.78,#,39,10,14.94,7400,2.02,16.78,6700,2.5,14.94,NA,NA
Saquon Barkley,RB,NYG,NA,16.09,69.08,NA,0.46,NA,3.7,26.59,NA,NA,0.14,NA,13,NA,saquon-barkley,NumberFire,13604,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,20.58,#,40,11,14.84,6800,2.18,16.8,6100,2.75,14.84,NA,NA
Nick Chubb,RB,CLE,NA,15.98,79.97,NA,0.63,NA,1.54,10.41,NA,NA,0.06,NA,12.84,NA,nick-chubb,NumberFire,13610,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,20.37,#,42,12,13.61,7800,1.74,14.56,6500,2.24,13.61,NA,NA
Antonio Gibson,RB,WSH,NA,17.75,76.31,NA,0.63,NA,1.76,12.54,NA,NA,0.09,NA,12.81,NA,antonio-gibson,NumberFire,14852,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29,20.33,#,43,13,13.71,6800,2.02,14.79,5800,2.55,13.71,NA,NA
Javonte Williams,RB,DEN,NA,15.41,67.56,NA,0.51,NA,2.83,20.97,NA,NA,0.16,NA,12.76,NA,javonte-williams,NumberFire,15256,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,20.27,#,44,14,14.15,NA,NA,15.64,NA,NA,14.15,NA,NA
James Conner,RB,ARI,NA,14.37,62.14,NA,0.58,NA,2.47,20.26,NA,NA,0.11,NA,12.22,NA,james-conner,NumberFire,13146,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,19.55,#,48,15,13.48,7700,1.75,14.79,7000,2.11,13.48,NA,NA
Leonard Fournette,RB,TB,NA,16.5,67.52,NA,0.51,NA,2.48,15.39,NA,NA,0.14,NA,12.16,NA,leonard-fournette,NumberFire,13129,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,19.47,#,50,16,13.35,NA,NA,14.64,NA,NA,13.35,NA,NA
J.K. Dobbins,RB,BAL,NA,14.09,64.98,NA,0.47,NA,1.94,15.01,NA,NA,0.12,NA,11.37,NA,j-k-dobbins,NumberFire,14800,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,18.42,#,54,17,12.31,6900,1.78,13.39,5600,2.39,12.31,NA,NA
Ezekiel Elliott,RB,DAL,NA,14.92,63.1,NA,0.47,NA,2.13,13.06,NA,NA,0.12,NA,11.14,NA,ezekiel-elliott,NumberFire,12625,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,18.12,#,55,18,12.16,NA,NA,13.27,NA,NA,12.16,NA,NA
Chase Edmonds,RB,MIA,NA,14.06,62.45,NA,0.4,NA,2.5,17.8,NA,NA,0.12,NA,11.07,NA,chase-edmonds,NumberFire,13726,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,18.02,#,56,19,12.32,5800,2.12,13.62,5200,2.62,12.32,NA,NA
Travis Etienne,RB,JAC,NA,13.34,55.46,NA,0.32,NA,3.1,23.88,NA,NA,0.15,NA,10.6,NA,travis-etienne,NumberFire,15253,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,17.4,#,60,20,12.16,6200,1.96,13.8,NA,NA,12.16,NA,NA
Josh Jacobs,RB,LV,NA,13.77,59,NA,0.47,NA,1.55,10.78,NA,NA,0.09,NA,10.26,NA,josh-jacobs,NumberFire,14073,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,16.95,#,63,21,11.01,7000,1.57,11.85,6300,1.88,11.01,NA,NA
Dameon Pierce,RB,HOU,NA,14.72,63.57,NA,0.41,NA,1.38,10.81,NA,NA,0.06,NA,10.04,NA,dameon-pierce,NumberFire,15717,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,16.66,#,64,22,10.75,5400,1.99,11.55,4800,2.41,10.75,NA,NA
Elijah Mitchell,RB,SF,NA,13.95,62.07,NA,0.39,NA,1.45,9.29,NA,NA,0.08,NA,9.98,NA,elijah-mitchell,NumberFire,15263,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.58,#,66,23,10.68,6700,1.59,11.42,NA,NA,10.68,NA,NA
David Montgomery,RB,CHI,NA,14.33,55.71,NA,0.35,NA,2.36,17.61,NA,NA,0.1,NA,9.93,NA,david-montgomery,NumberFire,14071,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,16.51,#,67,24,11.15,6600,1.69,12.37,6000,2.06,11.15,NA,NA
Cam Akers,RB,LA,NA,11.81,52.16,NA,0.41,NA,1.92,15.13,NA,NA,0.14,NA,9.9,NA,cam-akers,NumberFire,14799,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,16.47,#,69,25,10.91,NA,NA,11.92,NA,NA,10.91,NA,NA
A.J. Dillon,RB,GB,NA,11.48,52.4,NA,0.4,NA,1.71,13.03,NA,NA,0.1,NA,9.47,NA,aj-dillon,NumberFire,14805,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,15.9,#,71,26,10.28,6100,1.69,11.2,5300,2.11,10.28,NA,NA
Miles Sanders,RB,PHI,NA,11.58,55.05,NA,0.37,NA,1.54,10.53,NA,NA,0.12,NA,9.36,NA,miles-sanders,NumberFire,14079,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,15.75,#,72,27,10.13,6500,1.56,10.98,5400,2.03,10.13,NA,NA
Damien Harris,RB,NE,NA,12.67,57.33,NA,0.45,NA,0.73,5.08,NA,NA,0.03,NA,9.03,NA,damien-harris,NumberFire,14075,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,15.31,#,76,28,9.37,6300,1.49,9.8,5700,1.72,9.37,NA,NA
Rashaad Penny,RB,SEA,NA,11.85,55.51,NA,0.38,NA,1.04,7.97,NA,NA,0.04,NA,8.82,NA,rashaad-penny,NumberFire,13608,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,15.04,#,79,29,9.33,NA,NA,9.89,NA,NA,9.33,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,10.48,45.62,NA,0.33,NA,2.1,15.68,NA,NA,0.12,NA,8.68,NA,clyde-edwards-helaire,NumberFire,14803,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,14.85,#,83,30,9.74,5800,1.68,10.87,5400,2.01,9.74,NA,NA
Breece Hall,RB,NYJ,NA,10.81,47.17,NA,0.34,NA,1.85,14.66,NA,NA,0.09,NA,8.67,NA,breece-hall,NumberFire,15708,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,14.84,#,84,31,9.61,6400,1.5,10.58,5500,1.92,9.61,NA,NA
Tony Pollard,RB,DAL,NA,9.26,41.29,NA,0.26,NA,2.69,19.45,NA,NA,0.13,NA,8.27,NA,tony-pollard,NumberFire,14085,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,14.31,#,91,32,9.64,NA,NA,11.05,NA,NA,9.64,NA,NA
Rhamondre Stevenson,RB,NE,NA,11.26,48.63,NA,0.33,NA,1.57,10.98,NA,NA,0.06,NA,8.16,NA,rhamondre-stevenson,NumberFire,15259,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,14.16,#,94,33,8.91,5600,1.59,9.79,5500,1.78,8.91,NA,NA
Cordarrelle Patterson,RB,ATL,NA,8.86,39.15,NA,0.28,NA,2.31,18.98,NA,NA,0.1,NA,8.01,NA,cordarrelle-patterson-1,NumberFire,11225,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,13.96,#,96,34,9.15,6600,1.39,10.36,5800,1.79,9.15,NA,NA
