player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_comp,pass_att,pass_yds,pass_tds,pass_int
OUTFoster Moreau,TE,LV,NA,1.1,1.1,11.5,NA,NA,0.1,0,1.45,NA,14781,FleaFlicker,14239,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE32,0,0.1,11.5,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.1,1.1,10.9,NA,NA,0.1,0,1.45,NA,16314,FleaFlicker,15332,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,10.9,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Gentry,TE,PIT,NA,1.1,1.1,11.4,NA,NA,0.1,0,1.44,NA,14863,FleaFlicker,14240,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,11.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre' McKitty,TE,LAC,NA,0.8,0.8,8.2,NA,NA,0.1,0,1.42,NA,16291,FleaFlicker,15333,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,8.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Schreck,TE,HOU,NA,1,1,10.4,NA,NA,0.1,0,1.38,NA,13137,FleaFlicker,13366,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,10.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jesper Horsted,TE,LV,NA,0.8,0.8,8.4,NA,NA,0.1,0,1.38,NA,15398,FleaFlicker,14752,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,8.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.1,1.1,10.7,NA,NA,0.1,0,1.36,NA,16430,FleaFlicker,15337,@TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,10.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Hesse,TE,ATL,NA,1,1,9.3,NA,NA,0.1,0,1.35,NA,15431,FleaFlicker,15564,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,9.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Wilcox,TE,CIN,NA,1,1,10.5,NA,NA,0.1,0,1.35,NA,16093,FleaFlicker,15563,MIAW 27-15,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,10.5,0%,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jody Fortson,TE,KC,NA,1.1,1.1,10.2,NA,NA,0.1,0,1.31,NA,15133,FleaFlicker,15070,@TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,10.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Mitchell,TE,DET,NA,0.7,0.7,7,NA,NA,0.1,0,1.3,NA,17017,FleaFlicker,15909,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Sweeney,TE,BUF,NA,0.7,0.7,6.9,NA,NA,0.1,0,1.29,NA,14894,FleaFlicker,14294,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,6.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Myarick,TE,NYG,NA,0.8,0.8,6.7,NA,NA,0.1,0,1.27,NA,15417,FleaFlicker,NA,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,6.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPDylan Soehner,TE,NO,NA,0.6,0.6,6.4,NA,NA,0.1,0,1.24,NA,16608,FleaFlicker,NA,MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,6.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRyan Griffin,TE,CHI,NA,0.9,0.9,8.8,NA,NA,0.1,0,1.18,NA,9458,FleaFlicker,11399,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,8.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,BAL,NA,0.8,0.8,8.8,NA,NA,0.1,0,1.18,NA,14749,FleaFlicker,14209,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,8.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,TE,DEN,NA,0.7,0.7,8.4,NA,NA,0.1,0,1.14,NA,14951,FleaFlicker,14319,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,8.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giovanni Ricci,TE,CAR,NA,0.7,0.7,8.3,NA,NA,0.1,0,1.13,NA,15961,FleaFlicker,NA,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,8.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,JAC,NA,0.7,0.7,6.5,NA,NA,0.1,0,1.07,NA,11114,FleaFlicker,12955,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,6.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintin Morris,TE,BUF,NA,0.7,0.7,7.6,NA,NA,0.1,0,1.06,NA,16654,FleaFlicker,15341,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,7.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Blanton,TE,LAR,NA,0.7,0.7,6.8,NA,NA,0.1,0,1.04,NA,15141,FleaFlicker,14357,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,6.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUSBrycen Hopkins,TE,LAR,NA,1,1,10,NA,NA,0,0,1,NA,15645,FleaFlicker,NA,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0,10,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,0.7,0.7,6.8,NA,NA,0.1,0,0.98,NA,15567,FleaFlicker,14876,NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,6.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Anderson,TE,ARI,NA,0.6,0.6,7.6,NA,NA,0,0,0.88,NA,12342,FleaFlicker,12859,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0,7.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcedes Lewis,TE,GB,NA,0.8,0.8,8.7,NA,NA,0,0,0.87,NA,4007,FleaFlicker,8269,NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,8.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,0.9,0.9,10.4,NA,NA,0,0.2,0.86,NA,13653,FleaFlicker,13424,MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE26,0,0,10.4,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Tomlinson,TE,DEN,NA,0.5,0.5,5.5,NA,NA,0.1,0,0.85,NA,11459,FleaFlicker,13065,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,5.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maxx Williams,TE,ARI,NA,0.5,0.5,5.1,NA,NA,0.1,0,0.81,NA,11191,FleaFlicker,12206,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,5.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Arnold,TE,JAC,NA,0.6,0.6,6.2,NA,NA,0,0,0.8,NA,13665,FleaFlicker,13880,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,6.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,0.4,0.4,4.9,NA,NA,0.1,0,0.79,NA,16986,FleaFlicker,15804,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,4.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,CHI,NA,0.6,0.6,6,NA,NA,0,0,0.78,NA,17274,FleaFlicker,16036,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,0.5,0.5,4.8,NA,NA,0.1,0,0.78,NA,16895,FleaFlicker,15794,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,4.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richard Rodgers,TE,LAC,NA,0.6,0.6,7,NA,NA,0,0,0.7,NA,10296,FleaFlicker,11785,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0,7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armani Rogers,TE,WAS,NA,0.7,0.7,7,NA,NA,0,0,0.69,NA,17154,FleaFlicker,15990,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Boyle,TE,BAL,NA,0.5,0.5,3.7,NA,NA,0.1,0,0.67,NA,11257,FleaFlicker,12328,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,3.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Turner,TE,WAS,NA,0.6,0.6,5.9,NA,NA,0,0,0.59,NA,16988,FleaFlicker,15803,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,5.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,PHI,NA,0.6,0.6,5.7,NA,NA,0,0,0.57,NA,16621,FleaFlicker,15541,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0,5.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Ellefson,TE,MIN,NA,0.6,0.6,5.5,NA,NA,0,0,0.56,NA,16113,FleaFlicker,15088,@NOSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0,5.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,0.6,0.6,5.5,NA,NA,0,0,0.56,NA,16912,FleaFlicker,15889,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0,5.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller Forristall,TE,CLE,NA,0.6,0.6,5,NA,NA,0,0,0.5,NA,16414,FleaFlicker,15534,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0,5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,5.37,72.41,NA,NA,0.5,NA,10.42,NA,mark-andrews,NumberFire,13671,BUF,NA,NA,NA,NA,NA,NA,NA,1.55,0.01,NA,NA,NA,NA,0.3,NA,NA,NA,NA,3.64,17.2,#3,66,1,13.08,8400,1.56,15.81,7100,2.23,13.08,28,0.47,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6.14,68.9,NA,NA,0.48,NA,10.13,NA,travis-kelce-1,NumberFire,11244,TB,NA,NA,NA,NA,NA,NA,NA,2.89,0.02,NA,NA,NA,NA,0.51,NA,NA,NA,NA,3.45,16.81,#1,68,2,13.19,8000,1.65,16.3,7700,2.12,13.19,33,0.4,NA,NA,NA,NA,NA
Darren Waller,TE,LV,NA,NA,5.68,67.04,NA,NA,0.35,NA,8.72,NA,darren-waller,NumberFire,12263,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2.54,14.9,#2,86,3,11.58,NA,NA,14.46,5600,2.58,11.58,23,0.5,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,4.74,59.48,NA,NA,0.3,NA,7.75,NA,kyle-pitts,NumberFire,15329,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1.91,13.59,#22,102,4,10.12,6100,1.66,12.5,5000,2.5,10.12,20,0.51,NA,NA,NA,NA,NA
T.J. Hockenson,TE,DET,NA,NA,5.15,48.78,NA,NA,0.46,NA,7.62,NA,t-j-hockenson,NumberFire,14138,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1.83,13.41,#31,103,5,10.19,5400,1.89,12.79,4100,3.12,10.19,16,0.64,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.52,51.45,NA,NA,0.25,NA,6.57,NA,george-kittle,NumberFire,13299,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1.15,11.99,#17,120,6,8.85,NA,NA,11.15,5300,2.1,8.85,17,0.52,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,4.73,46.01,NA,NA,0.29,NA,6.32,NA,tyler-higbee,NumberFire,12678,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.99,11.65,#6,126,7,8.69,NA,NA,11.07,4400,2.52,8.69,12,0.72,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,4.14,43.59,NA,NA,0.32,NA,6.23,NA,gerald-everett,NumberFire,13236,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.93,11.53,#15,128,8,8.29,5500,1.51,10.4,4000,2.6,8.29,15,0.55,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,NA,4.13,43.45,NA,NA,0.24,NA,5.76,NA,zach-ertz-1,NumberFire,11247,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.62,10.9,#10,139,9,7.85,5500,1.43,9.93,4700,2.11,7.85,15,0.52,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.37,43.16,NA,NA,0.23,NA,5.65,NA,dallas-goedert,NumberFire,13674,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.55,10.75,#5,144,10,7.34,NA,NA,9.06,4500,2.01,7.34,19,0.39,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,NA,NA,3.88,39.56,NA,NA,0.23,NA,5.31,NA,dalton-schultz,NumberFire,13772,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.33,10.29,#23,151,11,7.24,NA,NA,9.21,3900,2.36,7.24,15,0.48,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,NA,3.22,33.39,NA,NA,0.31,NA,5.21,NA,robert-tonyan,NumberFire,13427,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.27,10.15,#21,153,12,6.81,4900,1.39,8.43,3500,2.41,6.81,14,0.49,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.39,34.15,NA,NA,0.25,NA,4.94,NA,david-njoku,NumberFire,13192,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.09,9.79,#28,156,13,6.63,5700,1.16,8.33,3700,2.25,6.63,10,0.66,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3.46,33.61,NA,NA,0.23,NA,4.72,NA,pat-freiermuth,NumberFire,15331,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.05,9.49,#26,163,14,6.45,5600,1.15,8.2,4200,1.95,6.45,16,0.4,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,2.69,30.26,NA,NA,0.24,NA,4.44,NA,dawson-knox,NumberFire,14143,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.23,9.11,#25,171,15,5.79,5000,1.16,7.16,3800,1.88,5.79,16,0.36,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,NA,2.98,33.02,NA,NA,0.19,NA,4.43,NA,michael-gesicki,NumberFire,13672,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.24,9.1,#4,173,16,5.91,5200,1.14,7.42,4100,1.81,5.91,11,0.54,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3.31,31.61,NA,NA,0.19,NA,4.3,NA,noah-fant,NumberFire,14137,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.32,8.92,#30,176,17,5.96,4800,1.24,7.62,3100,2.46,5.96,13,0.46,NA,NA,NA,NA,NA
Irv Smith Jr.,TE,MIN,NA,NA,2.99,29.7,NA,NA,0.22,NA,4.25,NA,irv-smith-jr,NumberFire,14141,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.36,8.86,#7,179,18,5.79,4900,1.18,7.29,3300,2.21,5.79,10,0.58,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,NA,2.99,27.11,NA,NA,0.18,NA,3.94,NA,evan-engram,NumberFire,13189,PHI,NA,NA,NA,NA,NA,NA,NA,1.32,0.01,NA,NA,NA,NA,0.26,NA,NA,NA,NA,-0.56,8.44,#8,185,19,5.46,5000,1.09,6.97,3400,2.05,5.46,12,0.46,NA,NA,NA,NA,NA
Hayden Hurst,TE,CIN,NA,NA,2.69,25.9,NA,NA,0.22,NA,3.87,NA,hayden-hurst,NumberFire,13680,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.6,8.34,#24,186,20,5.24,4800,1.09,6.6,3400,1.94,5.24,12,0.44,NA,NA,NA,NA,NA
Logan Thomas,TE,WSH,NA,NA,2.57,26.61,NA,NA,0.16,NA,3.64,NA,logan-thomas,NumberFire,11647,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.75,8.03,#11,190,21,4.91,5100,0.96,6.2,3300,1.88,4.91,15,0.33,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,2.7,27.2,NA,NA,0.15,NA,3.62,NA,cole-kmet,NumberFire,14867,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.76,8,#18,191,22,4.97,4700,1.06,6.33,3200,1.98,4.97,10,0.5,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,NA,2.6,24.96,NA,NA,0.16,NA,3.49,NA,austin-hooper,NumberFire,12677,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.85,7.83,#14,194,23,4.76,4600,1.03,6.06,3100,1.95,4.76,12,0.4,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.55,24.62,NA,NA,0.17,NA,3.45,NA,tyler-conklin,NumberFire,13675,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.87,7.77,#16,195,24,4.72,5400,0.87,6.02,3600,1.67,4.72,14,0.34,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.05,23.2,NA,NA,0.19,NA,3.41,NA,isaiah-likely,NumberFire,15798,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.9,7.72,#3,197,25,4.47,4300,1.04,5.5,2700,2.04,4.47,11,0.41,NA,NA,NA,NA,NA
Albert Okwuegbunam,TE,DEN,NA,NA,2.21,24.17,NA,NA,0.17,NA,3.4,NA,albert-okwuegbunam,NumberFire,14873,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.91,7.71,#27,198,26,4.52,4900,0.92,5.64,3300,1.71,4.52,10,0.45,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,NA,2.48,23.62,NA,NA,0.13,NA,3.32,NA,jonnu-smith,NumberFire,13193,GB,NA,NA,NA,NA,NA,NA,NA,1.61,0.01,NA,NA,NA,NA,0.27,NA,NA,NA,NA,-0.96,7.6,#9,201,27,4.58,4600,1,5.84,2900,2.01,4.58,10,0.46,NA,NA,NA,NA,NA
Pharaoh Brown,TE,HOU,NA,NA,2.33,22.97,NA,NA,0.16,NA,3.24,NA,pharaoh-brown,NumberFire,13994,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.01,7.49,#20,204,28,4.38,4600,0.95,5.57,2800,1.99,4.38,10,0.44,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,2,23.79,NA,NA,0.13,NA,3.13,NA,mo-alie-cox,NumberFire,13246,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.08,7.34,#29,206,29,4.12,4400,0.94,5.14,2700,1.9,4.12,10,0.41,NA,NA,NA,NA,NA
O.J. Howard,TE,HOU,NA,NA,1.8,22.25,NA,NA,0.14,NA,3.05,NA,o-j-howard,NumberFire,13188,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.13,7.23,#20,209,30,3.93,4500,0.87,4.85,2700,1.8,3.93,11,0.36,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,NA,2.04,22.27,NA,NA,0.13,NA,2.99,NA,will-dissly,NumberFire,13763,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.17,7.15,#30,212,31,3.99,4800,0.83,5.03,3200,1.57,3.99,13,0.31,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,1.88,16.78,NA,NA,0.15,NA,2.56,NA,harrison-bryant,NumberFire,14875,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.45,6.57,#28,223,32,3.48,4600,0.76,4.44,2900,1.53,3.48,10,0.35,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,NA,1.64,17.84,NA,NA,0.13,NA,2.56,NA,ian-thomas,NumberFire,13678,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.45,6.57,#32,223,32,3.36,4500,0.75,4.19,2700,1.55,3.36,13,0.26,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,1.66,17.82,NA,NA,0.11,NA,2.46,NA,juwan-johnson,NumberFire,14861,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.52,6.44,#19,226,34,3.25,4600,0.71,4.09,3100,1.32,3.25,10,0.33,NA,NA,NA,NA,NA
