player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,rec,rec_yds,rec_tds,two_pts
Jacoby Brissett,QB,CLE,NA,31.3,19.9,223.7,NA,1,0.6,93.9,3,11.1,NA,0.1,NA,15.71,NA,12079,FleaFlicker,12616,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB31,19/31,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,34.7,21.5,243.6,NA,1,0.9,93.1,2.7,8.7,NA,0.1,NA,15.47,NA,13758,FleaFlicker,13590,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB28,21/34,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,35.9,22.6,245.5,NA,1,1,93.2,2.3,8.4,NA,0.1,NA,15.13,NA,13143,FleaFlicker,13124,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,22/35,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,32.5,21.3,234.1,NA,1,1,97.7,2.2,8,NA,0.1,NA,14.74,NA,16235,FleaFlicker,15241,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB23,21/32,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,NYJ,NA,34.9,21.6,242.5,NA,1,1,93,1.6,4.8,NA,0,NA,14.61,NA,5336,FleaFlicker,9064,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21/34,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,35,22.5,242.1,NA,1,1,80.9,1.9,5.4,NA,0,NA,14.51,NA,16280,FleaFlicker,15252,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB27,22/35,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,31.1,20,223.2,NA,1,0.9,93.9,2.9,10.9,NA,0.1,NA,14.31,NA,9372,FleaFlicker,11150,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB34,19/31,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,3.9,2.4,21.9,NA,0.1,0.1,86.8,0.2,0.8,NA,0,NA,1.54,NA,16811,FleaFlicker,15692,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB33,2/3,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trace McSorley,QB,ARI,NA,1.4,1,15,NA,0.1,0,118.8,0.3,2.3,NA,0,NA,1.46,NA,14815,FleaFlicker,14061,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1/1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,1.4,0.7,17.4,NA,0.1,0,79.2,0.3,0.7,NA,0,NA,1.44,NA,15522,FleaFlicker,14782,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0/1,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,CLE,NA,1.2,0.8,16.3,NA,0.1,0.1,79.2,0.3,2.1,NA,0,NA,1.42,NA,13017,FleaFlicker,13119,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0/1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,SF,NA,1.2,0.8,17.6,NA,0.1,0,79.2,0.1,0.1,NA,0,NA,1.27,NA,10311,FleaFlicker,11760,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB36,0/1,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,2.9,1.8,16.3,NA,0.1,0.1,77.1,0.3,0.6,NA,0,NA,1.15,NA,14722,FleaFlicker,14057,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB37,1/2,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,LV,NA,1.5,1.1,12.3,NA,0.1,0,116.7,0.2,0.5,NA,0,NA,1.07,NA,14770,FleaFlicker,14063,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1/1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Sudfeld,QB,DET,NA,1.4,0.9,12.4,NA,0.1,0.1,77.1,0.2,0.6,NA,0,NA,1.04,NA,12165,FleaFlicker,12815,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0/1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,36.6,23.5,257.83,NA,2.11,0.86,NA,8.06,38.7,NA,0.56,NA,23.82,NA,josh-allen,NumberFire,13589,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.87,31.77,#13,1,1,24.68,9000,2.74,24.97,7900,3.16,24.68,37,0.67,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,37.69,24.8,277.9,NA,2.41,0.6,NA,3.89,18.04,NA,0.17,NA,22.17,NA,patrick-mahomes,NumberFire,13116,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,30.05,#7,2,2,22.74,8800,2.58,22.92,8000,2.87,22.74,37,0.61,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,31.69,19.77,232.29,NA,1.67,0.69,NA,9.05,43.59,NA,0.5,NA,21.48,NA,jalen-hurts,NumberFire,14783,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,29.32,#8,3,3,22.22,8300,2.68,22.49,7300,3.08,22.22,33,0.67,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,31.61,20.05,231.88,NA,1.68,0.72,NA,8.82,46.55,NA,0.27,NA,20.54,NA,lamar-jackson,NumberFire,13593,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.74,28.34,#4,4,4,21.27,8200,2.59,21.47,7400,2.9,21.27,31,0.69,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,33.38,22.27,262.92,NA,1.88,0.42,NA,3.96,18.5,NA,0.18,NA,19.87,NA,joe-burrow,NumberFire,14777,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,27.64,#11,5,5,20.31,7900,2.57,20.48,6600,3.1,20.31,33,0.62,NA,NA,NA,NA
Derek Carr,QB,LV,NA,36.13,24.09,269.01,NA,2.28,0.61,NA,2.22,9.3,NA,0.09,NA,19.64,NA,derek-carr,NumberFire,11644,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.88,27.4,#32,6,6,20.24,7300,2.77,20.55,6200,3.31,20.24,27,0.75,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,36.68,24.27,271.37,NA,1.91,0.76,NA,3.62,16.34,NA,0.19,NA,19.57,NA,justin-herbert,NumberFire,14779,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82,27.32,#20,8,7,20.33,8400,2.42,20.48,7600,2.69,20.33,35,0.58,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,32.68,21.37,255.41,NA,2.01,0.54,NA,3.68,18.69,NA,0.12,NA,19.56,NA,russell-wilson,NumberFire,10703,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.81,27.31,#14,9,8,20.11,7500,2.68,20.26,7200,2.81,20.11,30,0.67,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,34.95,23.76,256.77,NA,1.48,0.75,NA,7.29,34.7,NA,0.28,NA,19.16,NA,kyler-murray,NumberFire,14056,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43,26.89,#27,10,9,19.87,8500,2.34,20.28,7500,2.7,19.87,33,0.6,NA,NA,NA,NA
Matthew Stafford,QB,LA,NA,34.69,23.42,266.37,NA,2.17,0.76,NA,2.1,8.54,NA,0.09,NA,19.07,NA,matthew-stafford,NumberFire,9431,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34,26.8,#23,11,10,19.83,7600,2.61,19.96,6300,3.17,19.83,32,0.62,NA,NA,NA,NA
Aaron Rodgers,QB,GB,NA,33.27,22.37,252.25,NA,1.91,0.29,NA,1.84,8.58,NA,0.07,NA,18.32,NA,aaron-rodgers,NumberFire,7836,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.63,26.01,#3,13,11,18.58,7500,2.48,18.7,6500,2.88,18.58,30,0.62,NA,NA,NA,NA
Trey Lance,QB,SF,NA,29.33,18.62,206.96,NA,1.39,0.66,NA,9.04,38.73,NA,0.34,NA,17.83,NA,trey-lance,NumberFire,15240,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.17,25.49,#25,14,12,18.53,7500,2.47,18.86,5700,3.31,18.53,25,0.74,NA,NA,NA,NA
Kirk Cousins,QB,MIN,NA,36.76,24.74,266.96,NA,1.98,0.68,NA,1.45,5.44,NA,0.07,NA,17.81,NA,kirk-cousins,NumberFire,10700,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,25.47,#30,15,13,18.5,7600,2.43,18.75,6400,2.93,18.5,27,0.69,NA,NA,NA,NA
Tom Brady,QB,TB,NA,36.64,24.08,265.46,NA,1.84,0.63,NA,1.42,3.42,NA,0.05,NA,17.29,NA,tom-brady,NumberFire,5848,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66,24.92,#19,16,14,17.89,8000,2.24,18,6400,2.81,17.89,30,0.6,NA,NA,NA,NA
Carson Wentz,QB,WSH,NA,33.92,21.68,249.07,NA,1.59,0.62,NA,4.15,17.26,NA,0.13,NA,17.21,NA,carson-wentz,NumberFire,12610,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58,24.84,#31,17,15,17.83,7400,2.41,18.07,5800,3.12,17.83,22,0.81,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,32.49,20.72,213.88,NA,1.38,0.88,NA,7.06,31.89,NA,0.3,NA,16.71,NA,daniel-jones,NumberFire,14059,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11,24.31,#18,19,16,17.56,7100,2.47,17.92,5100,3.51,17.56,21,0.84,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,35.88,23.87,260.26,NA,1.41,0.78,NA,3.03,12.13,NA,0.13,NA,16.19,NA,tua-tagovailoa,NumberFire,14778,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62,23.76,#5,20,17,16.98,6800,2.5,17.17,5600,3.07,16.98,29,0.59,NA,NA,NA,NA
Mitchell Trubisky,QB,PIT,NA,35.67,23.3,229.94,NA,1.27,0.82,NA,4.63,20.91,NA,0.16,NA,15.39,NA,mitchell-trubisky,NumberFire,13115,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,22.91,#24,23,18,16.21,6500,2.49,16.41,NA,NA,16.21,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,34.16,22.7,234.93,NA,1.7,0.72,NA,1.36,5.65,NA,0.08,NA,15.37,NA,jared-goff,NumberFire,12611,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85,22.89,#15,24,19,16.1,6700,2.4,16.36,5400,3.03,16.1,25,0.64,NA,NA,NA,NA
Marcus Mariota,QB,ATL,NA,32.09,20.18,227.55,NA,0.96,0.77,NA,5.63,27.82,NA,0.26,NA,15.11,NA,marcus-mariota,NumberFire,12141,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61,22.61,#29,25,20,15.87,7300,2.17,16.23,5600,2.9,15.87,22,0.72,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,28.71,17.33,198.33,NA,0.95,0.69,NA,8.11,38.38,NA,0.24,NA,14.73,NA,justin-fields,NumberFire,15238,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25,22.21,#26,29,21,15.42,6700,2.3,15.91,5500,2.89,15.42,24,0.64,NA,NA,NA,NA
Matt Ryan,QB,IND,NA,33.03,22.3,239.84,NA,1.32,0.59,NA,2.21,8.23,NA,0.08,NA,14.61,NA,matt-ryan,NumberFire,9099,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,22.08,#28,31,22,15.23,6800,2.24,15.46,5500,2.81,15.23,26,0.59,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,33.12,20.71,234.07,NA,1.39,0.92,NA,2.72,11.34,NA,0.09,NA,14.42,NA,baker-mayfield,NumberFire,13590,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96,21.88,#21,32,23,15.3,7000,2.19,15.54,5300,2.93,15.3,21,0.73,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,34.11,21.08,218.43,NA,1.28,0.8,NA,3.53,15.9,NA,0.13,NA,14.32,NA,trevor-lawrence,NumberFire,15237,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87,21.77,#10,34,24,15.13,6900,2.19,15.33,5300,2.89,15.13,25,0.61,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,31.3,19.18,237.74,NA,1.34,1.05,NA,2.26,9.93,NA,0.07,NA,13.97,NA,jameis-winston,NumberFire,12140,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54,21.4,#1,36,25,15.01,7200,2.08,15.17,5500,2.76,15.01,27,0.56,NA,NA,NA,NA
Mac Jones,QB,NE,NA,30.94,20.46,222.34,NA,1.28,0.71,NA,2.4,10.72,NA,0.09,NA,13.96,NA,mac-jones,NumberFire,15241,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,21.39,#6,37,26,14.64,6400,2.29,14.82,5200,2.85,14.64,20,0.73,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,34.56,22.3,235.48,NA,1.26,0.77,NA,1.95,8.35,NA,0.06,NA,13.89,NA,davis-mills,NumberFire,15252,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,21.31,#17,39,27,14.62,6400,2.28,14.8,5200,2.85,14.62,20,0.73,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,31.89,20.29,210.76,NA,1.17,0.77,NA,3.39,15.29,NA,0.14,NA,13.59,NA,ryan-tannehill,NumberFire,10697,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19,20.99,#2,40,28,14.35,7100,2.02,14.57,5500,2.65,14.35,20,0.72,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,33.67,21.49,228.77,NA,1.05,1.06,NA,3.94,16.98,NA,0.13,NA,13.32,NA,cooper-rush,NumberFire,13124,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,20.7,#9,44,29,14.39,6100,2.36,14.63,5000,2.93,14.39,20,0.72,NA,NA,NA,NA
Jacoby Brissett,QB,CLE,NA,30.71,19.62,200.09,NA,1.17,0.7,NA,3.13,13.07,NA,0.16,NA,13.29,NA,jacoby-brissett,NumberFire,12616,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,20.67,#15,45,30,13.97,6600,2.12,14.15,5400,2.62,13.97,22,0.64,NA,NA,NA,NA
Joe Flacco,QB,NYJ,NA,34.46,21.04,228.24,NA,1.04,0.75,NA,2.02,6.67,NA,0.07,NA,12.55,NA,joe-flacco,NumberFire,9064,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,19.87,#22,49,31,13.31,6400,2.08,13.52,5100,2.65,13.31,21,0.63,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,30.97,20.42,218.37,NA,0.97,1.05,NA,2.26,10.2,NA,0.09,NA,11.76,NA,geno-smith-1,NumberFire,11150,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,19.02,#12,56,32,12.8,6300,2.03,13,5100,2.55,12.8,20,0.64,NA,NA,NA,NA
Taysom Hill,QB,NO,NA,0,0,0,NA,0,0,NA,1.13,5.39,NA,0.05,NA,1.48,NA,taysom-hill,NumberFire,13424,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.1,7.06,#1,267,33,1.8,6200,0.29,2.21,4400,0.5,1.8,16,0.11,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0.08,NA,zach-wilson,NumberFire,15239,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.64,4.8,#22,404,34,0.1,6400,0.02,0.13,5000,0.03,0.1,20,0.01,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,NA,NA,292.84,NA,2,0.74,NA,NA,49.78,NA,0.39,0.16,25.41,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Patrick Mahomes,QB,KC,NA,NA,NA,316.01,NA,2.04,0.96,NA,NA,27.24,NA,0.26,0.08,23.2,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Jalen Hurts,QB,PHI,NA,NA,NA,241.11,NA,1.54,0.92,NA,NA,46.83,NA,0.33,0.11,20.79,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
Matthew Stafford,QB,LA,NA,NA,NA,294.76,NA,2.08,0.68,NA,NA,7.57,NA,0.11,0.09,20.25,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Kyler Murray,QB,ARI,NA,NA,NA,265.98,NA,1.69,0.85,NA,NA,34.37,NA,0.19,0.05,20.24,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Justin Herbert,QB,LAC,NA,NA,NA,291.07,NA,1.8,0.8,NA,NA,15.14,NA,0.17,0.02,20.18,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
Lamar Jackson,QB,BAL,NA,NA,NA,224.69,NA,1.28,0.91,NA,NA,58.74,NA,0.26,0.1,19.7,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Marcus Mariota,QB,ATL,NA,NA,NA,219.01,NA,1.08,0.57,NA,NA,50.71,NA,0.43,0.14,19.37,NA,2552466,NFL,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tom Brady,QB,TB,NA,NA,NA,308.63,NA,1.98,0.87,NA,NA,1.45,NA,0.06,0.05,18.93,NA,2504211,NFL,5848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,LV,NA,NA,NA,287.07,NA,1.87,0.73,NA,NA,8.25,NA,0.08,0.05,18.83,NA,2543499,NFL,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Kirk Cousins,QB,MIN,NA,NA,NA,281.21,NA,1.92,0.75,NA,NA,5.94,NA,0.07,0.05,18.66,NA,2532820,NFL,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Trey Lance,QB,SF,NA,NA,NA,213.7,NA,1.23,0.86,NA,NA,51.06,NA,0.29,0.09,18.57,NA,2566532,NFL,15240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Aaron Rodgers,QB,GB,NA,NA,NA,259.35,NA,2.04,0.55,NA,NA,6.89,NA,0.09,0.05,18.56,NA,2506363,NFL,7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,NA,NA,273.07,NA,1.62,0.85,NA,NA,18.1,NA,0.13,0.05,18.39,NA,2563722,NFL,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Jameis Winston,QB,NO,NA,NA,NA,250.54,NA,1.57,0.98,NA,NA,26.37,NA,0.18,0.08,18.22,NA,2552033,NFL,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Mitchell Trubisky,QB,PIT,NA,NA,NA,234.05,NA,1.39,0.7,NA,NA,28.98,NA,0.22,0.07,17.98,NA,2558008,NFL,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
Carson Wentz,QB,WAS,NA,NA,NA,241.36,NA,1.56,0.65,NA,NA,16.57,NA,0.13,0.06,17.41,NA,2555259,NFL,12610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
Russell Wilson,QB,DEN,NA,NA,NA,236.5,NA,1.59,0.47,NA,NA,12.33,NA,0.13,0.05,16.91,NA,2532975,NFL,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Jared Goff,QB,DET,NA,NA,NA,262.16,NA,1.73,0.74,NA,NA,2.73,NA,0.05,0.06,16.76,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
Tua Tagovailoa,QB,MIA,NA,NA,NA,255.32,NA,1.5,0.89,NA,NA,13.92,NA,0.1,0.09,16.42,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Cooper Rush,QB,DAL,NA,NA,NA,244,NA,1.52,0.9,NA,NA,16,NA,0.11,0.11,16.24,NA,2559242,NFL,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Matt Ryan,QB,IND,NA,NA,NA,245.2,NA,1.49,0.65,NA,NA,11.09,NA,0.1,0.11,16.1,NA,310,NFL,9099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Trevor Lawrence,QB,JAX,NA,NA,NA,231.76,NA,1.22,0.95,NA,NA,24.18,NA,0.18,0.05,15.85,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Geno Smith,QB,SEA,NA,NA,NA,232.85,NA,1.41,0.72,NA,NA,14.88,NA,0.11,0.08,15.5,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,NA,NA,192.19,NA,1,0.88,NA,NA,42.45,NA,0.21,0.1,15.35,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Daniel Jones,QB,NYG,NA,NA,NA,205.09,NA,1.05,0.66,NA,NA,30.19,NA,0.2,0.19,15.3,NA,2562299,NFL,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
Mac Jones,QB,NE,NA,NA,NA,237.3,NA,1.36,0.93,NA,NA,11.13,NA,0.12,0.08,14.95,NA,2566334,NFL,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
