player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,rec,rec_yds,rec_tds,two_pts
Jacoby Brissett,QB,CLE,NA,30.8,20.3,212.1,NA,1.3,0.7,NA,3.5,16.2,NA,0.2,0.1,15.3,NA,15642,FantasyPros,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,25.2,15.3,178.6,NA,0.8,1.2,NA,7.7,39.3,NA,0.4,0.2,15,NA,19781,FantasyPros,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,33.5,21,235.8,NA,1.3,1,NA,2.2,6.8,NA,0.1,0.1,14.5,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,SF,NA,30.1,19.5,232.8,NA,1.3,0.9,NA,2,2.5,NA,0.1,0.2,14.1,NA,12208,FantasyPros,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,28.5,18,188.8,NA,0.9,1,NA,6.3,35.3,NA,0.2,0.3,14.3,NA,18232,FantasyPros,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ryan,QB,IND,NA,33.8,21.8,233.6,NA,1.2,0.8,NA,2.5,2.5,NA,0.1,0.3,13.4,NA,9444,FantasyPros,9099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,29.7,18.5,211.3,NA,1.2,1,NA,2.6,9.1,NA,0.1,0.1,13.7,NA,24027,FantasyPros,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,34,22.1,237.7,NA,1.2,1.3,NA,1.6,4,NA,0,0.2,13.4,NA,22799,FantasyPros,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,34.4,20.4,213.9,NA,0.9,1.5,NA,3,14.9,NA,0.1,0.2,12.7,NA,22722,FantasyPros,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,31.4,19.3,208.2,NA,1,1.1,NA,2.9,10,NA,0.1,0.2,12,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,QB,NO,NA,0,0,0,NA,0,0,NA,2.9,13.2,NA,0.2,0,2.4,NA,17115,FantasyPros,13424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skylar Thompson,QB,MIA,NA,1.1,0.8,21.2,NA,0.1,0.1,NA,0.1,2.1,NA,0,0,1.5,NA,24170,FantasyPros,15699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Webb,QB,NYG,NA,0,0,20.7,NA,0.1,0.1,NA,0,0.8,NA,0,0,1.2,NA,16418,FantasyPros,13120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trace McSorley,QB,ARI,NA,0,0,18,NA,0.1,0.1,NA,0,1.1,NA,0,0,1.1,NA,18475,FantasyPros,14061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,CIN,NA,1.5,1,11.8,NA,0.1,0,NA,0.2,0.9,NA,0,0,1,NA,15745,FantasyPros,12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PJ Walker,QB,CAR,NA,0,0,20.5,NA,0.1,0.1,NA,0,0,NA,0,0,1,NA,16841,FantasyPros,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Luton,QB,NO,NA,1.3,0.8,14.4,NA,0.1,0.1,NA,0.1,0.6,NA,0,0,0.9,NA,19618,FantasyPros,14793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Daniel,QB,LAC,NA,1.6,1,11.2,NA,0.1,0,NA,0.2,0.9,NA,0,0,0.9,NA,9111,FantasyPros,9706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Henne,QB,KC,NA,1.6,1,10.9,NA,0.1,0,NA,0.2,1,NA,0,0,0.9,NA,9101,FantasyPros,9073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,TB,NA,0,0,17.1,NA,0.1,0.1,NA,0,0,NA,0,0,0.9,NA,9858,FantasyPros,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Gilbert,QB,NE,NA,1.2,0.7,12,NA,0.1,0.1,NA,0.3,0.7,NA,0,0,0.9,NA,12302,FantasyPros,11854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,1.5,0.8,9.9,NA,0.1,0,NA,0.2,1.1,NA,0,0,0.9,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,1.3,0.8,9.6,NA,0.1,0,NA,0.3,1.2,NA,0,0,0.9,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,TEN,NA,1.2,0.7,13.3,NA,0.1,0,NA,0.3,1.7,NA,0,0,0.9,NA,23499,FantasyPros,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colt McCoy,QB,ARI,NA,1.5,1,9.6,NA,0.1,0,NA,0.2,0.8,NA,0,0,0.9,NA,9702,FantasyPros,9899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,WAS,NA,1.4,0.9,10.9,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.9,NA,13932,FantasyPros,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,PHI,NA,1.3,0.8,10.4,NA,0.1,0,NA,0.3,0.8,NA,0,0,0.8,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,CLE,NA,1.1,0.8,5.5,NA,0.1,0,NA,0.3,1.9,NA,0,0,0.8,NA,16417,FantasyPros,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Case Keenum,QB,BUF,NA,1.5,1,11,NA,0.1,0.1,NA,0.1,0.7,NA,0,0,0.8,NA,11425,FantasyPros,10948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Sudfeld,QB,DET,NA,1.4,0.8,11.1,NA,0.1,0.1,NA,0.2,0.7,NA,0,0,0.8,NA,15833,FantasyPros,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,1.3,0.8,8.7,NA,0.1,0.1,NA,0.3,1.5,NA,0,0,0.8,NA,19297,FantasyPros,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,DEN,NA,1.3,0.8,9.3,NA,0.1,0,NA,0.3,0.2,NA,0,0,0.8,NA,18323,FantasyPros,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,LV,NA,1.6,1,11,NA,0.1,0.1,NA,0.2,0.5,NA,0,0,0.8,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,1.3,0.7,9.4,NA,0.1,0,NA,0.3,0.7,NA,0,0,0.7,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,HOU,NA,1.3,0.9,9,NA,0.1,0.1,NA,0.1,0.4,NA,0,0,0.7,NA,17869,FantasyPros,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,1.4,0.9,11.6,NA,0.1,0,NA,0.3,0.4,NA,0,0.1,0.7,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,NYJ,NA,1.4,0.8,10,NA,0.1,0,NA,0.2,0.9,NA,0,0.1,0.7,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,0.9,0.6,12.7,NA,0,0,NA,0.1,0.4,NA,0,0,0.7,NA,20080,FantasyPros,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,0.9,0.6,12.1,NA,0,0.1,NA,0.1,0.5,NA,0,0,0.7,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,CHI,NA,1,0.6,13,NA,0,0.1,NA,0.2,0.6,NA,0,0,0.6,NA,14142,FantasyPros,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Foles,QB,IND,NA,1.3,0.8,8.6,NA,0,0,NA,0.3,1.2,NA,0,0,0.5,NA,11176,FantasyPros,10699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Wolford,QB,LAR,NA,1.4,0.8,9.5,NA,0,0.1,NA,0.2,1.1,NA,0,0,0.4,NA,18185,FantasyPros,15035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Grier,QB,DAL,NA,1.1,0.7,7.1,NA,0,0,NA,0,0,NA,0,0,0.3,NA,18241,FantasyPros,14062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,1.5,0.8,7.1,NA,0,0.1,NA,0.2,0.8,NA,0,0,0.3,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,36.1,23.8,261,NA,2.2,0.8,NA,8,48,NA,0.4,0.2,28,NA,NA,FantasySharks,13589,PIT,1,0.6,0.3,0.1,0.1,0.1,1.7,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,38.6,25.6,292,NA,2.5,0.7,NA,3.7,22,NA,0.1,0.1,26.7,NA,NA,FantasySharks,13116,LVR,1.6,0.4,0.2,0.1,0.2,0.1,1.6,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",QB,CIN,NA,39.9,26.7,313,NA,2.1,0.7,NA,2.9,10,NA,0.1,0.1,25.2,NA,NA,FantasySharks,14777,@BAL,0.9,0.3,0.1,0.2,0.1,0.5,2.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,27.7,18,202,NA,1.6,1.1,NA,12.5,75,NA,0.4,0.1,25.1,NA,NA,FantasySharks,13593,CIN,0.8,0.4,0.1,0.1,0.1,0.1,2.6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,30.7,18.9,237,NA,1.1,0.7,NA,10,48,NA,0.7,0.1,24.6,NA,NA,FantasySharks,14783,@ARI,0.5,0.3,0.2,0.1,0,0.1,2,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,36.9,24.6,274,NA,2,0.7,NA,3.8,13,NA,0.2,0.1,23.4,NA,NA,FantasySharks,14779,@CLE,0.8,0.8,0.3,0,0.1,0.1,1.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,34,23,240,NA,1.3,0.7,NA,7.2,34,NA,0.4,0.1,22,NA,NA,FantasySharks,14056,PHI,0.6,0.2,0.3,0,0.1,0.1,2.1,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,LVR,NA,40.7,26.3,293,NA,1.5,0.8,NA,2.2,10,NA,0.1,0.3,20.9,NA,NA,FantasySharks,11644,@KCC,0.8,0.4,0.1,0.1,0.1,0.1,2,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",QB,TEN,NA,32,21.3,238,NA,1.5,0.7,NA,2.7,11,NA,0.4,0.1,20.9,NA,NA,FantasySharks,10697,@WAS,0.9,0.4,0.1,0.1,0,0.1,1.9,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brady, Tom",QB,TBB,NA,38.7,26.1,274,NA,1.9,0.5,NA,1.2,1,NA,0,0.3,20.2,NA,NA,FantasySharks,5848,ATL,1.1,0.2,0.2,0.1,0.1,0.1,1.6,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",QB,MIN,NA,32.3,21.2,239,NA,1.8,0.7,NA,1.6,8,NA,0,0.2,19.1,NA,NA,FantasySharks,10700,CHI,0.8,0.4,0.3,0.1,0.1,0.1,2.1,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Aaron",QB,GBP,NA,28.3,19.1,217,NA,1.9,0.4,NA,2.6,6,NA,0.2,0.2,19.1,NA,NA,FantasySharks,7836,NYG,1,0.4,0.3,0.1,0,0.1,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,33.4,21.6,232,NA,1.7,0.7,NA,1.4,5,NA,0,0.2,18.6,NA,NA,FantasySharks,12611,@NEP,0.9,0.3,0.3,0.2,0.1,0,1.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,32,21.6,245,NA,1.7,1.2,NA,2.4,5,NA,0.1,0.2,18.4,NA,NA,FantasySharks,9431,DAL,0.8,0.5,0.2,0,0,0.2,2.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,29,19.6,225,NA,1.4,0.3,NA,2.3,9,NA,0.1,0,18.2,NA,NA,FantasySharks,10703,IND,0.5,0.3,0.4,0,0,0.1,2.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,26.2,17.7,200,NA,1.4,0.5,NA,4.2,18,NA,0.2,0.1,18,NA,NA,FantasySharks,11150,@NOS,0.4,0.5,0.2,0.1,0.1,0.1,2.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,CLE,NA,29,19.6,222,NA,1.1,0.6,NA,3,13,NA,0.1,0.1,16.9,NA,NA,FantasySharks,12616,LAC,0.7,0.3,0,0,0,0,1.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,36,23,235,NA,1.2,0.8,NA,3.5,15,NA,0.1,0.6,16.8,NA,NA,FantasySharks,15237,HOU,0.7,0.3,0.2,0,0,0,1.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,MIA,NA,29.1,19.3,219,NA,1.4,0.7,NA,1.7,6,NA,0.1,0.1,16.8,NA,NA,FantasySharks,11640,@NYJ,0.7,0.3,0,0,0.2,0.1,1.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",QB,SFO,NA,28.5,18.3,229,NA,1.2,0.7,NA,2.5,6,NA,0.1,0.2,16.5,NA,NA,FantasySharks,11760,@CAR,0.5,0.3,0.1,0.1,0.1,0.1,1.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,33.1,21.6,224,NA,1.3,0.7,NA,1.4,5,NA,0,0.1,16.3,NA,NA,FantasySharks,15252,@JAC,0.5,0.3,0.3,0.1,0.2,0,2.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,28.5,18.2,208,NA,1.4,0.4,NA,2.2,6,NA,0,0.2,16,NA,NA,FantasySharks,13124,@LAR,0.8,0.1,0.1,0.2,0,0.1,1.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wentz, Carson",QB,WAS,NA,32,19.9,198,NA,1.4,0.8,NA,2.3,12,NA,0,0.2,15.9,NA,NA,FantasySharks,12610,TEN,0.5,0.4,0.3,0,0.1,0.1,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,NOS,NA,25,16.9,201,NA,0.8,0.1,NA,1.8,10,NA,0.3,0,15.9,NA,NA,FantasySharks,10313,SEA,0.4,0.3,0,0,0.1,0.1,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",QB,NYG,NA,27.7,17.2,171,NA,0.8,0.6,NA,5.5,33,NA,0.3,0.3,15.6,NA,NA,FantasySharks,14059,@GBP,0.3,0.2,0.1,0.1,0,0.1,2.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan, Matt",QB,IND,NA,31.7,21.4,240,NA,1.2,0.9,NA,2.8,5,NA,0,0.5,15.5,NA,NA,FantasySharks,9099,@DEN,0.5,0.5,0.1,0,0.1,0,3.1,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,34.1,19.1,210,NA,1,1,NA,1.9,11,NA,0.2,0.3,15,NA,NA,FantasySharks,15239,MIA,0.5,0.2,0.1,0,0.1,0.1,3.1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,CHI,NA,25,15,175,NA,0.8,1,NA,6.3,30,NA,0.2,0.3,14.8,NA,NA,FantasySharks,15238,@MIN,0.3,0.3,0.1,0,0,0.1,3.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,28.3,18.4,180,NA,0.9,1.2,NA,2.6,7,NA,0.4,0.1,14.4,NA,NA,FantasySharks,15692,@BUF,0.5,0.2,0.1,0.1,0,0,1.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,CAR,NA,26.7,14.8,169,NA,0.9,1,NA,3.8,15,NA,0.2,0.3,13.4,NA,NA,FantasySharks,13590,SFO,0.3,0.3,0.1,0,0,0.3,3.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,NOS,NA,23.2,14.5,171,NA,1.1,1.1,NA,2.5,11,NA,0.1,0.2,13.4,NA,NA,FantasySharks,12140,SEA,0.6,0.4,0,0,0,0.1,2.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,ATL,NA,22,14.9,181,NA,0.7,0.7,NA,4.7,13,NA,0.2,0.5,13.3,NA,NA,FantasySharks,12141,@TBB,0.3,0.3,0.1,0,0,0,1.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,25.7,17.1,191,NA,0.9,1.1,NA,2.2,7,NA,0.1,0.3,13.2,NA,NA,FantasySharks,15241,DET,0.5,0.2,0.2,0,0.1,0,2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
