player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,xp_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Graham Gano,K,NYG,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,11369,FFToday,9694,JAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17642,FFToday,15368,ATL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,14584,FFToday,12437,LAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17860,FFToday,15369,NYG,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,12445,FFToday,10868,DEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,14392,FFToday,11945,NE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,16055,FFToday,13719,TB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,12.55,NA,4780,FleaFlicker,8851,CHIMon 8:15 PM,NA,NA,0,K12,2/1,2/2,69%,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,10.93,NA,8663,FleaFlicker,10976,CLESun 1:00 PM,NA,NA,0,K1,2/2,2/2,98%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,10.58,NA,13977,FleaFlicker,13832,PITSun 8:20 PM,NA,NA,1,K10,2/2,2/2,50%,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.44,NA,11124,FleaFlicker,12437,@LACSun 4:25 PM,NA,NA,1,K19,2/1,2/2,43%,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,10.33,NA,2882,FleaFlicker,8153,KCSun 4:25 PM,NA,NA,9,K20,2/2,2/2,32%,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,10.33,NA,6293,FleaFlicker,9686,@CARSun 1:00 PM,NA,NA,1,K6,2/2,2/2,92%,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.15,NA,15412,FleaFlicker,14717,@TENSun 1:00 PM,NA,NA,4,K26,2/2,2/2,12%,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,9.83,NA,10779,FleaFlicker,11936,@MIASun 8:20 PM,NA,NA,9,K25,2/1,1/1,37%,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,9.77,NA,15366,FleaFlicker,14600,GBSun 1:00 PM,NA,NA,4,NA,2/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA
Taylor Bertolet,K,LAC,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,9.74,NA,12303,FleaFlicker,13900,SEASun 4:25 PM,NA,NA,8,NA,2/2,2/2,2%,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,9.67,NA,10038,FleaFlicker,13909,DETSun 1:00 PM,NA,NA,9,K18,2/2,2/2,63%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.49,NA,13947,FleaFlicker,13718,HOUSun 4:05 PM,NA,NA,6,K3,2/2,2/2,92%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.48,NA,13124,FleaFlicker,13354,@SFSun 4:25 PM,NA,NA,8,K5,2/2,2/2,72%,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.28,NA,8478,FleaFlicker,10862,INDSun 1:00 PM,NA,NA,6,NA,2/1,2/2,6%,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.26,NA,4221,FleaFlicker,8930,NOThu 8:15 PM,NA,NA,3,K8,2/2,2/2,40%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.24,NA,16587,FleaFlicker,15369,NYGSun 1:00 PM,NA,NA,1,K24,2/1,2/2,12%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.05,NA,6304,FleaFlicker,9694,@JACSun 1:00 PM,NA,NA,9,K22,2/1,2/2,45%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.04,NA,13324,FleaFlicker,13403,@CINSun 1:00 PM,NA,NA,4,K13,2/2,2/2,77%,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,K,DET,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.94,NA,14050,FleaFlicker,13980,@DALSun 1:00 PM,NA,NA,6,NA,2/1,1/1,2%,NA,NA,NA,NA,NA,NA,NA
Rodrigo Blankenship,K,ARI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.84,NA,16124,FleaFlicker,14912,NOThu 8:15 PM,NA,NA,3,K21,2/1,1/1,22%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.83,NA,9754,FleaFlicker,11947,NYJSun 4:05 PM,NA,NA,9,K17,2/2,1/1,56%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.8,NA,12611,FleaFlicker,12956,@ARIThu 8:15 PM,NA,NA,4,K11,2/2,1/1,28%,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,8.59,NA,16457,FleaFlicker,15368,ATLSun 1:00 PM,NA,NA,0,K4,2/2,2/2,90%,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.12,NA,4715,FleaFlicker,8742,@WASSun 1:00 PM,NA,NA,4,K23,2/1,2/2,16%,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.09,NA,12347,FleaFlicker,12860,@LVSun 4:05 PM,NA,NA,6,NA,2/1,2/2,8%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,NA,16929,FleaFlicker,15882,@BALSun 1:00 PM,NA,NA,9,NA,2/1,2/2,25%,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.83,NA,8608,FleaFlicker,10868,@DENSun 4:05 PM,NA,NA,0,K14,1/1,1/1,30%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,5.64,NA,10888,FleaFlicker,11945,@NEMon 8:15 PM,NA,NA,4,NA,1/1,1/1,6%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,5.28,NA,13986,FleaFlicker,13719,TBSun 1:00 PM,NA,NA,3,NA,1/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2.17,2.44,0.02,NA,0.79,NA,0.74,NA,0.47,NA,0.14,NA,2.94,NA,10.18,NA,daniel-carlson,NumberFire,13718,HOU,NA,NA,NA,NA,NA,NA,NA,4.53,15.83,#28,1,10.17,10.17,10.17
Ryan Succop,K,TB,NA,2.19,2.52,0,NA,0.53,NA,0.74,NA,0.63,NA,0.27,NA,2.4,NA,10.09,NA,ryan-succop,NumberFire,9686,CAR,NA,NA,NA,NA,NA,NA,NA,4.7,15.48,#15,2,10.08,10.08,10.08
Justin Tucker,K,BAL,NA,1.88,2.24,0.02,NA,0.47,NA,0.56,NA,0.61,NA,0.22,NA,3.22,NA,9.92,NA,justin-tucker,NumberFire,10976,CLE,NA,NA,NA,NA,NA,NA,NA,5.55,14.29,#30,3,9.91,9.91,9.91
Brett Maher,K,DAL,NA,1.93,2.32,0.02,NA,0.73,NA,0.58,NA,0.49,NA,0.11,NA,2.85,NA,9.36,NA,brett-maher,NumberFire,13909,DET,NA,NA,NA,NA,NA,NA,NA,5.43,13.29,#32,4,9.35,9.35,9.35
Evan McPherson,K,CIN,NA,1.72,2.27,0,NA,0.57,NA,0.52,NA,0.56,NA,0.12,NA,3.07,NA,9.19,NA,evan-mcpherson,NumberFire,15368,ATL,NA,NA,NA,NA,NA,NA,NA,3.91,14.47,#29,5,9.18,9.18,9.18
Harrison Butker,K,KC,NA,1.79,2.24,0,NA,0.75,NA,0.64,NA,0.28,NA,0.13,NA,3.22,NA,9.15,NA,harrison-butker,NumberFire,13354,SF,NA,NA,NA,NA,NA,NA,NA,5.03,13.27,#6,6,9.16,9.16,9.16
Robbie Gould,K,SF,NA,1.84,2.31,0.02,NA,0.54,NA,0.6,NA,0.53,NA,0.12,NA,2.46,NA,8.67,NA,robbie-gould,NumberFire,8153,KC,NA,NA,NA,NA,NA,NA,NA,4.12,13.22,#27,7,8.66,8.66,8.66
Taylor Bertolet,K,LAC,NA,1.61,2.05,0.09,NA,0.45,NA,0.58,NA,0.33,NA,0.13,NA,3.3,NA,8.62,NA,taylor-bertolet,NumberFire,13900,SEA,NA,NA,NA,NA,NA,NA,NA,5.04,12.2,#31,8,8.63,8.63,8.63
Chase McLaughlin,K,IND,NA,1.64,2.03,0,NA,0.53,NA,0.43,NA,0.48,NA,0.27,NA,2.47,NA,8.6,NA,chase-mclaughlin,NumberFire,14717,TEN,NA,NA,NA,NA,NA,NA,NA,3.44,13.76,#22,9,8.62,8.62,8.62
Jason Myers,K,SEA,NA,1.89,2.18,0,NA,0.64,NA,0.64,NA,0.45,NA,0.1,NA,2.41,NA,8.57,NA,jason-myers,NumberFire,12437,LAC,NA,NA,NA,NA,NA,NA,NA,3.94,13.2,#21,10,8.55,8.55,8.55
Nick Folk,K,NE,NA,1.69,2.17,0,NA,0.56,NA,0.53,NA,0.49,NA,0.13,NA,2.68,NA,8.57,NA,nick-folk,NumberFire,8851,CHI,NA,NA,NA,NA,NA,NA,NA,4.05,13.09,#26,10,8.56,8.56,8.56
Riley Patterson,K,JAC,NA,1.67,2.09,0.02,NA,0.45,NA,0.51,NA,0.49,NA,0.17,NA,2.59,NA,8.36,NA,riley-patterson,NumberFire,15369,NYG,NA,NA,NA,NA,NA,NA,NA,2.99,13.73,#24,12,8.34,8.34,8.34
Graham Gano,K,NYG,NA,1.74,2.01,0.02,NA,0.51,NA,0.56,NA,0.51,NA,0.2,NA,1.96,NA,8.29,NA,graham-gano,NumberFire,9694,JAC,NA,NA,NA,NA,NA,NA,NA,4.26,12.32,#18,13,8.27,8.27,8.27
Brandon McManus,K,DEN,NA,1.77,2.23,0,NA,0.49,NA,0.61,NA,0.6,NA,0.12,NA,1.93,NA,8.24,NA,brandon-mcmanus,NumberFire,11947,NYJ,NA,NA,NA,NA,NA,NA,NA,2.91,13.57,#7,14,8.23,8.23,8.23
Randy Bullock,K,TEN,NA,1.83,2.07,0,NA,0.64,NA,0.7,NA,0.42,NA,0.11,NA,1.94,NA,8.18,NA,randy-bullock,NumberFire,10862,IND,NA,NA,NA,NA,NA,NA,NA,4.13,12.23,#23,15,8.19,8.19,8.19
Ka'imi Fairbairn,K,HOU,NA,1.64,2.04,0.02,NA,0.42,NA,0.42,NA,0.66,NA,0.14,NA,2.26,NA,8.16,NA,ka-imi-fairbairn,NumberFire,12860,LV,NA,NA,NA,NA,NA,NA,NA,3.57,12.75,#25,16,8.18,8.18,8.18
Joey Slye,K,WSH,NA,1.7,2,0,NA,0.54,NA,0.62,NA,0.46,NA,0.1,NA,2.28,NA,8.09,NA,joey-slye,NumberFire,14600,GB,NA,NA,NA,NA,NA,NA,NA,3.19,12.99,#13,17,8.1,8.1,8.1
Jason Sanders,K,MIA,NA,1.71,2.33,0.02,NA,0.6,NA,0.52,NA,0.41,NA,0.12,NA,2.34,NA,8.01,NA,jason-sanders,NumberFire,13832,PIT,NA,NA,NA,NA,NA,NA,NA,3.06,12.96,#16,18,8,8,8
Younghoe Koo,K,ATL,NA,1.72,1.95,0.02,NA,0.65,NA,0.38,NA,0.52,NA,0.18,NA,1.88,NA,7.99,NA,younghoe-koo,NumberFire,13403,CIN,NA,NA,NA,NA,NA,NA,NA,3.84,12.14,#8,19,8.01,8.01,8.01
Mason Crosby,K,GB,NA,1.64,2.03,0.02,NA,0.72,NA,0.33,NA,0.49,NA,0.1,NA,2.22,NA,7.9,NA,mason-crosby,NumberFire,8742,WSH,NA,NA,NA,NA,NA,NA,NA,3.01,12.79,#17,20,7.89,7.89,7.89
Greg Zuerlein,K,NYJ,NA,1.92,2.26,0.02,NA,0.51,NA,0.64,NA,0.53,NA,0.17,NA,1.34,NA,7.84,NA,greg-zuerlein,NumberFire,10868,DEN,NA,NA,NA,NA,NA,NA,NA,2.72,12.96,#3,21,7.82,7.82,7.82
Wil Lutz,K,NO,NA,1.65,2.08,0.02,NA,0.57,NA,0.55,NA,0.5,NA,0.04,NA,2.11,NA,7.72,NA,wil-lutz,NumberFire,12956,ARI,NA,NA,NA,NA,NA,NA,NA,3.52,11.92,#12,22,7.73,7.73,7.73
Cairo Santos,K,CHI,NA,1.61,1.75,0.02,NA,0.45,NA,0.48,NA,0.57,NA,0.12,NA,1.79,NA,7.51,NA,cairo-santos,NumberFire,11945,NE,NA,NA,NA,NA,NA,NA,NA,3.48,11.54,#5,23,7.52,7.52,7.52
Eddy Pineiro,K,CAR,NA,1.51,1.82,0,NA,0.41,NA,0.32,NA,0.48,NA,0.37,NA,1.5,NA,7.48,NA,eddy-pineiro,NumberFire,13719,TB,NA,NA,NA,NA,NA,NA,NA,2.58,12.38,#2,24,7.46,7.46,7.46
Cade York,K,CLE,NA,1.43,1.72,0.06,NA,0.53,NA,0.3,NA,0.39,NA,0.17,NA,2.34,NA,7.41,NA,cade-york,NumberFire,15882,BAL,NA,NA,NA,NA,NA,NA,NA,3.37,11.45,#20,25,7.42,7.42,7.42
Chris Boswell,K,PIT,NA,1.5,1.89,0.02,NA,0.44,NA,0.55,NA,0.36,NA,0.13,NA,2.14,NA,7.25,NA,chris-boswell,NumberFire,11936,MIA,NA,NA,NA,NA,NA,NA,NA,2.88,11.62,#19,26,7.26,7.26,7.26
Matt Ammendola,K,ARI,NA,1.36,2.01,0.02,NA,0.52,NA,0.34,NA,0.39,NA,0.07,NA,2.51,NA,7.06,NA,matt-ammendola,NumberFire,15523,NO,NA,NA,NA,NA,NA,NA,NA,3.43,10.69,#14,27,7.06,7.06,7.06
Mike Badgley,K,DET,NA,1.49,1.88,0.05,NA,0.49,NA,0.55,NA,0.29,NA,0.14,NA,1.89,NA,7.03,NA,mike-badgley,NumberFire,13980,DAL,NA,NA,NA,NA,NA,NA,NA,2.66,11.4,#4,28,7.02,7.02,7.02
Brett Maher,K,DAL,NA,NA,NA,NA,NA,0.47,NA,0.7,NA,0.49,NA,NA,NA,3.04,NA,8.02,NA,2540243,NFL,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,NA,NA,0.04,NA,0.48,NA,0.55,NA,0.49,NA,NA,NA,2.98,NA,7.66,NA,2533444,NFL,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,NA,NA,0.05,NA,0.48,NA,0.47,NA,0.54,NA,NA,NA,2.78,NA,7.4,NA,2506264,NFL,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,NA,NA,NA,NA,0.48,NA,0.54,NA,0.51,NA,NA,NA,2.78,NA,7.37,NA,2536340,NFL,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.46,NA,NA,NA,2.79,NA,7.14,NA,89802,NFL,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,NA,NA,NA,NA,0.48,NA,0.53,NA,0.44,NA,NA,NA,2.75,NA,7.1,NA,2561153,NFL,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,0.03,NA,0.47,NA,0.53,NA,0.5,NA,NA,NA,2.43,NA,7.02,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,NA,NA,0.04,NA,0.48,NA,0.5,NA,0.39,NA,NA,NA,2.74,NA,6.97,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.48,NA,0.53,NA,0.44,NA,NA,NA,2.4,NA,6.75,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Bertolet,K,LAC,NA,NA,NA,0.04,NA,0.48,NA,0.45,NA,0.45,NA,NA,NA,2.41,NA,6.67,NA,2556472,NFL,13900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,NA,NA,0.02,NA,0.48,NA,0.48,NA,0.49,NA,NA,NA,2.25,NA,6.66,NA,2507232,NFL,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,NA,NA,0.01,NA,0.48,NA,0.49,NA,0.43,NA,NA,NA,2.39,NA,6.62,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.42,NA,NA,NA,2.31,NA,6.54,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,NA,NA,0.05,NA,0.48,NA,0.53,NA,0.53,NA,NA,NA,1.76,NA,6.53,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.48,NA,0.54,NA,0.45,NA,NA,NA,1.99,NA,6.4,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodrigo Blankenship,K,ARI,NA,NA,NA,NA,NA,0.48,NA,0.53,NA,0.47,NA,NA,NA,1.89,NA,6.33,NA,2564106,NFL,14912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,NA,NA,NA,NA,0.48,NA,0.62,NA,0.48,NA,NA,NA,1.57,NA,6.31,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.48,NA,0.5,NA,0.4,NA,NA,NA,2.1,NA,6.24,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,0.02,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,1.91,NA,6.23,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,0.05,NA,0.48,NA,0.51,NA,0.44,NA,NA,NA,1.77,NA,6.21,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.48,NA,0.53,NA,0.48,NA,NA,NA,1.74,NA,6.21,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,NA,NA,0.5,NA,0.55,NA,0.47,NA,NA,NA,1.61,NA,6.17,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,NA,NA,NA,NA,0.48,NA,0.62,NA,0.42,NA,NA,NA,1.52,NA,6.08,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.42,NA,NA,NA,1.77,NA,6.03,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,NA,NA,0.01,NA,0.48,NA,0.46,NA,0.36,NA,NA,NA,2.07,NA,6,NA,2534797,NFL,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAX,NA,NA,NA,0.01,NA,0.48,NA,0.42,NA,0.44,NA,NA,NA,1.94,NA,5.99,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,NA,NA,NA,NA,0.48,NA,0.43,NA,0.47,NA,NA,NA,1.8,NA,5.94,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,NA,NA,1.079166447,1.090067118,NA,NA,NA,NA,NA,NA,0.533401986,0.659501108,0.235284297,0.350753774,2.428638314,2.481250263,NA,NA,15683,ESPN,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,NA,NA,1.023422235,1.048996937,NA,NA,NA,NA,NA,NA,0.501134807,0.634653253,0.219946796,0.337538513,2.527636485,2.633997707,NA,NA,4360234,ESPN,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,NA,NA,1.055415461,1.074306384,NA,NA,NA,NA,NA,NA,0.517642899,0.649965712,0.227602721,0.345682401,2.85839631,2.95772958,NA,NA,4249087,ESPN,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,NA,NA,0.99882733,1.009087758,NA,NA,NA,NA,NA,NA,0.490745704,0.610507815,0.216193533,0.324696831,2.731139979,2.804528957,NA,NA,3051909,ESPN,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,NA,NA,0.953772752,0.979783269,NA,NA,NA,NA,NA,NA,0.466784937,0.592778317,0.204751323,0.315267449,2.829088412,2.954807228,NA,NA,16339,ESPN,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NA,NA,1.001562385,1.011679177,NA,NA,NA,NA,NA,NA,0.492233178,0.612075648,0.216869571,0.325530679,2.151467346,2.20843804,NA,NA,10621,ESPN,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,NA,NA,0.912203191,0.957081765,NA,NA,NA,NA,NA,NA,0.444189593,0.579043688,0.193742106,0.307962726,2.969106051,3.16836806,NA,NA,3917232,ESPN,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,NA,NA,0.916511632,0.957455544,NA,NA,NA,NA,NA,NA,0.446754179,0.579269828,0.195089476,0.308082998,2.499787114,2.655853712,NA,NA,11122,ESPN,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NA,NA,1.025862028,1.037236512,NA,NA,NA,NA,NA,NA,0.503934327,0.627538082,0.22195793,0.33375433,2.032662187,2.088994307,NA,NA,12460,ESPN,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,NA,NA,0.978975403,1.007132693,NA,NA,NA,NA,NA,NA,0.478955104,0.609324982,0.21000955,0.324067745,2.301594234,2.407419269,NA,NA,3975763,ESPN,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,NA,NA,0.994940476,1.032761713,NA,NA,NA,NA,NA,NA,0.485730047,0.624830786,0.212474737,0.332314463,2.493027033,2.631500414,NA,NA,3050478,ESPN,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
