player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,xp_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Matt Ammendola,K,KC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17767,FFToday,15523,IND,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16155,FFToday,13718,TEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,15860,FFToday,13303,WAS,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,3177,FFToday,8153,DEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,13168,FFToday,11387,JAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16084,FFToday,13898,DET,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,13253,FFToday,13909,NYG,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17642,FFToday,15368,NYJ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,11256,FFToday,9686,GB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3189,FFToday,8742,TB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14904,FFToday,12860,CHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3188,FFToday,8851,BAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14905,FFToday,13403,SEA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14391,FFToday,11947,SF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14584,FFToday,12437,ATL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16055,FFToday,13719,NO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3192,FFToday,8930,LAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16208,FFToday,13832,BUF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14392,FFToday,11945,HOU,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,12445,FFToday,10868,CIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,12435,FFToday,10862,LV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,14750,FFToday,12956,CAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Seibert,K,DET,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16695,FFToday,14258,MIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16763,FFToday,14600,PHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,12674,FFToday,10976,NE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,18258,FFToday,15882,PIT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,14644,FFToday,11936,CLE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,11369,FFToday,9694,DAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,17860,FFToday,15369,LAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,12.35,NA,4780,FleaFlicker,8851,BALSun 1:00 PM,NA,NA,0,K15,2/1,2/2,54%,NA,NA,NA,NA,NA,NA,NA,NA
Tristan Vizcaino,K,NE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,11,NA,14646,FleaFlicker,14650,BALSun 1:00 PM,NA,NA,0,NA,2/2,3/3,1%,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,10.72,NA,14337,FleaFlicker,13898,DETSun 1:00 PM,NA,NA,7,K16,2/2,2/2,45%,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,10.56,NA,14848,FleaFlicker,14244,@ARISun 4:25 PM,NA,NA,7,K3,2/1,2/2,92%,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.52,NA,6293,FleaFlicker,9686,GBSun 4:25 PM,NA,NA,1,K7,2/1,2/2,90%,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.47,NA,8663,FleaFlicker,10976,@NESun 1:00 PM,NA,NA,0,K1,2/2,2/2,98%,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.42,NA,9416,FleaFlicker,11387,JACSun 4:05 PM,NA,NA,8,K17,2/2,2/2,32%,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.38,NA,11124,FleaFlicker,12437,ATLSun 4:25 PM,NA,NA,1,NA,2/1,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,10.32,NA,15412,FleaFlicker,14717,KCSun 1:00 PM,NA,NA,4,NA,2/2,2/2,4%,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.16,NA,10888,FleaFlicker,11945,HOUSun 1:00 PM,NA,NA,4,NA,2/1,2/2,5%,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.15,NA,2882,FleaFlicker,8153,@DENSun 8:20 PM,NA,NA,9,K12,2/2,2/2,33%,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.14,NA,13977,FleaFlicker,13832,BUFSun 1:00 PM,NA,NA,1,K10,2/1,2/2,49%,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.98,NA,15366,FleaFlicker,14600,PHISun 1:00 PM,NA,NA,4,NA,2/2,1/1,6%,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,9.73,NA,15626,FleaFlicker,14983,@MIASun 1:00 PM,NA,NA,7,K2,2/1,2/2,94%,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.47,NA,8478,FleaFlicker,10862,LVSun 1:00 PM,NA,NA,6,NA,2/2,2/2,8%,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.43,NA,4221,FleaFlicker,8930,LARSun 4:25 PM,NA,NA,3,K9,2/2,2/2,63%,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.37,NA,13947,FleaFlicker,13718,@TENSun 1:00 PM,NA,NA,6,K4,2/2,2/2,93%,NA,NA,NA,NA,NA,NA,NA,NA
Austin Seibert,K,DET,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.37,NA,14847,FleaFlicker,14258,@MINSun 1:00 PM,NA,NA,6,K22,2/1,2/2,4%,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.28,NA,13035,FleaFlicker,13303,@WASSun 1:00 PM,NA,NA,7,K14,2/1,2/2,29%,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.14,NA,13324,FleaFlicker,13403,@SEASun 4:25 PM,NA,NA,4,K18,2/2,2/2,75%,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.13,NA,16587,FleaFlicker,15369,@LACSun 4:05 PM,NA,NA,1,NA,2/1,2/2,6%,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.09,NA,9754,FleaFlicker,11947,SFSun 8:20 PM,NA,NA,9,K13,2/2,2/2,60%,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.06,NA,12611,FleaFlicker,12956,@CARSun 1:00 PM,NA,NA,4,K11,2/2,2/2,22%,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.91,NA,10038,FleaFlicker,13909,@NYGMon 8:15 PM,NA,NA,9,NA,2/1,1/1,6%,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.82,NA,6304,FleaFlicker,9694,DALMon 8:15 PM,NA,NA,9,NA,2/2,1/1,12%,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,8.72,NA,13986,FleaFlicker,13719,NOSun 1:00 PM,NA,NA,3,NA,2/2,1/1,2%,NA,NA,NA,NA,NA,NA,NA,NA
James McCourt,K,JAC,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,8.7,NA,17122,FleaFlicker,16002,@LACSun 4:05 PM,NA,NA,1,NA,2/2,1/1,1%,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,8.32,NA,16457,FleaFlicker,15368,@NYJSun 1:00 PM,NA,NA,0,K5,2/2,2/2,91%,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,7.84,NA,16929,FleaFlicker,15882,PITW 29-17,NA,NA,9,NA,2/1,1/1,35%,7.84,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,7.71,NA,12347,FleaFlicker,12860,@CHISun 1:00 PM,NA,NA,6,NA,2/1,1/1,8%,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ammendola,K,KC,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,6.57,NA,16225,FleaFlicker,15523,@INDSun 1:00 PM,NA,NA,8,NA,1/1,2/2,2%,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,6.19,NA,8608,FleaFlicker,10868,CINSun 1:00 PM,NA,NA,0,K19,1/1,2/2,17%,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,5.92,NA,10779,FleaFlicker,11936,@CLEL 17-29,NA,NA,9,K20,1/1,1/1,43%,5.92,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,5.47,NA,4715,FleaFlicker,8742,@TBSun 4:25 PM,NA,NA,4,K21,1/1,2/2,14%,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2.12,2.34,0,NA,0.45,NA,0.89,NA,0.58,NA,0.15,NA,2.66,NA,9.77,NA,greg-joseph,NumberFire,13898,DET,NA,NA,NA,NA,NA,NA,NA,NA,5.01,14.53,#31,1,9.75,9.75,9.75
Evan McPherson,K,CIN,NA,1.9,2.19,0.04,NA,0.53,NA,0.72,NA,0.59,NA,0.1,NA,2.79,NA,9.51,NA,evan-mcpherson,NumberFire,15368,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,5.24,13.78,#28,2,9.52,9.52,9.52
Matt Gay,K,LA,NA,2.03,2.26,0,NA,0.55,NA,0.71,NA,0.59,NA,0.25,NA,1.94,NA,9.32,NA,matt-gay,NumberFire,14244,ARI,NA,NA,NA,NA,NA,NA,NA,NA,4.16,14.48,#32,3,9.33,9.33,9.33
Jake Elliott,K,PHI,NA,1.7,2.08,0.04,NA,0.59,NA,0.43,NA,0.49,NA,0.26,NA,2.73,NA,9.18,NA,jake-elliott,NumberFire,13303,WSH,NA,NA,NA,NA,NA,NA,NA,NA,5.17,13.19,#23,4,9.17,9.17,9.17
Daniel Carlson,K,LV,NA,1.9,2.08,0.02,NA,0.57,NA,0.61,NA,0.48,NA,0.24,NA,2.42,NA,9.15,NA,daniel-carlson,NumberFire,13718,TEN,NA,NA,NA,NA,NA,NA,NA,NA,5.27,13.03,#29,5,9.14,9.14,9.14
Justin Tucker,K,BAL,NA,2.03,2.39,0,NA,0.42,NA,0.67,NA,0.71,NA,0.18,NA,2.12,NA,9.12,NA,justin-tucker,NumberFire,10976,NE,NA,NA,NA,NA,NA,NA,NA,NA,4.84,13.4,#15,6,9.13,9.13,9.13
Tyler Bass,K,BUF,NA,1.86,2.22,0.02,NA,0.54,NA,0.74,NA,0.49,NA,0.05,NA,2.91,NA,9.04,NA,tyler-bass,NumberFire,14983,MIA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,13.54,#22,7,9.02,9.02,9.02
Younghoe Koo,K,ATL,NA,2.05,2.22,0.04,NA,0.46,NA,0.52,NA,0.64,NA,0.28,NA,1.94,NA,9,NA,younghoe-koo,NumberFire,13403,SEA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,14.05,#30,8,8.96,8.96,8.96
Robbie Gould,K,SF,NA,1.96,2.25,0.02,NA,0.66,NA,0.52,NA,0.64,NA,0.13,NA,2.15,NA,8.94,NA,robbie-gould,NumberFire,8153,DEN,NA,NA,NA,NA,NA,NA,NA,NA,4.3,13.58,#4,9,8.96,8.96,8.96
Dustin Hopkins,K,LAC,NA,1.68,2.09,0.07,NA,0.59,NA,0.6,NA,0.32,NA,0.1,NA,3.2,NA,8.75,NA,dustin-hopkins,NumberFire,11387,JAC,NA,NA,NA,NA,NA,NA,NA,NA,5.19,12.31,#3,10,8.76,8.76,8.76
Cairo Santos,K,CHI,NA,1.74,2.1,0,NA,0.52,NA,0.41,NA,0.57,NA,0.23,NA,2.25,NA,8.48,NA,cairo-santos,NumberFire,11945,HOU,NA,NA,NA,NA,NA,NA,NA,NA,3.3,13.66,#16,11,8.47,8.47,8.47
Rodrigo Blankenship,K,IND,NA,1.75,2.07,0,NA,0.52,NA,0.59,NA,0.5,NA,0.15,NA,2.4,NA,8.47,NA,rodrigo-blankenship,NumberFire,14912,KC,NA,NA,NA,NA,NA,NA,NA,NA,3.84,13.1,#21,12,8.48,8.48,8.48
Riley Patterson,K,JAC,NA,1.64,1.97,0.03,NA,0.64,NA,0.56,NA,0.37,NA,0.11,NA,2.51,NA,8.23,NA,riley-patterson,NumberFire,15369,LAC,NA,NA,NA,NA,NA,NA,NA,NA,3.83,12.63,#7,13,8.23,8.23,8.23
Brandon McManus,K,DEN,NA,1.77,1.99,0.04,NA,0.52,NA,0.55,NA,0.59,NA,0.18,NA,1.62,NA,8.23,NA,brandon-mcmanus,NumberFire,11947,SF,NA,NA,NA,NA,NA,NA,NA,NA,4.73,11.73,#5,13,8.21,8.21,8.21
Nick Folk,K,NE,NA,1.67,2.16,0.06,NA,0.47,NA,0.48,NA,0.49,NA,0.11,NA,2.71,NA,8.21,NA,nick-folk,NumberFire,8851,BAL,NA,NA,NA,NA,NA,NA,NA,NA,3.65,12.77,#27,15,8.25,8.25,8.25
Joey Slye,K,WSH,NA,1.72,2.16,0,NA,0.49,NA,0.56,NA,0.56,NA,0.14,NA,2.02,NA,8.12,NA,joey-slye,NumberFire,14600,PHI,NA,NA,NA,NA,NA,NA,NA,NA,4.81,11.43,#18,16,8.11,8.11,8.11
Austin Seibert,K,DET,NA,1.71,2.04,0,NA,0.5,NA,0.65,NA,0.48,NA,0.08,NA,2.31,NA,8.11,NA,austin-seibert,NumberFire,14258,MIN,NA,NA,NA,NA,NA,NA,NA,NA,3.42,12.8,#19,17,8.08,8.08,8.08
Graham Gano,K,NYG,NA,1.86,2.31,0,NA,0.56,NA,0.67,NA,0.5,NA,0.12,NA,1.76,NA,8.07,NA,graham-gano,NumberFire,9694,DAL,NA,NA,NA,NA,NA,NA,NA,NA,3.07,13.07,#10,18,8.05,8.05,8.05
Ryan Succop,K,TB,NA,1.51,1.84,0.02,NA,0.47,NA,0.53,NA,0.34,NA,0.21,NA,2.49,NA,7.95,NA,ryan-succop,NumberFire,9686,GB,NA,NA,NA,NA,NA,NA,NA,NA,4.1,11.8,#14,19,7.96,7.96,7.96
Matt Prater,K,ARI,NA,1.66,1.97,0.04,NA,0.54,NA,0.56,NA,0.42,NA,0.15,NA,2.1,NA,7.95,NA,matt-prater,NumberFire,8930,LA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,12.12,#20,19,7.95,7.95,7.95
Jason Sanders,K,MIA,NA,1.77,2.32,0.05,NA,0.45,NA,0.5,NA,0.58,NA,0.14,NA,1.92,NA,7.94,NA,jason-sanders,NumberFire,13832,BUF,NA,NA,NA,NA,NA,NA,NA,NA,2.86,13.02,#2,21,7.94,7.94,7.94
Randy Bullock,K,TEN,NA,1.63,2.07,0.02,NA,0.51,NA,0.47,NA,0.5,NA,0.1,NA,2.42,NA,7.93,NA,randy-bullock,NumberFire,10862,LV,NA,NA,NA,NA,NA,NA,NA,NA,3.89,11.97,#25,22,7.92,7.92,7.92
Chris Boswell,K,PIT,NA,1.76,2,0,NA,0.68,NA,0.49,NA,0.42,NA,0.17,NA,1.73,NA,7.78,NA,chris-boswell,NumberFire,11936,CLE,NA,NA,NA,NA,NA,NA,NA,NA,3.2,12.36,#26,23,7.77,7.77,7.77
Brett Maher,K,DAL,NA,1.65,1.89,0.02,NA,0.46,NA,0.53,NA,0.49,NA,0.1,NA,2.16,NA,7.66,NA,brett-maher,NumberFire,13909,NYG,NA,NA,NA,NA,NA,NA,NA,NA,3.6,11.72,#12,24,7.65,7.65,7.65
Jason Myers,K,SEA,NA,1.48,1.85,0.06,NA,0.4,NA,0.48,NA,0.34,NA,0.14,NA,2.68,NA,7.59,NA,jason-myers,NumberFire,12437,ATL,NA,NA,NA,NA,NA,NA,NA,NA,3.87,11.31,#24,25,7.56,7.56,7.56
Greg Zuerlein,K,NYJ,NA,1.54,1.84,0.03,NA,0.45,NA,0.53,NA,0.43,NA,0.18,NA,1.89,NA,7.53,NA,greg-zuerlein,NumberFire,10868,CIN,NA,NA,NA,NA,NA,NA,NA,NA,2.57,12.49,#9,26,7.54,7.54,7.54
Wil Lutz,K,NO,NA,1.61,1.99,0.02,NA,0.4,NA,0.69,NA,0.33,NA,0.21,NA,1.76,NA,7.47,NA,wil-lutz,NumberFire,12956,CAR,NA,NA,NA,NA,NA,NA,NA,NA,4.04,10.9,#11,27,7.46,7.46,7.46
Cade York,K,CLE,NA,1.68,2.07,0,NA,0.42,NA,0.53,NA,0.57,NA,0.14,NA,1.6,NA,7.45,NA,cade-york,NumberFire,15882,PIT,NA,NA,NA,NA,NA,NA,NA,NA,3.45,11.45,#8,28,7.43,7.43,7.43
Ka'imi Fairbairn,K,HOU,NA,1.45,1.68,0.02,NA,0.46,NA,0.52,NA,0.39,NA,0.21,NA,1.85,NA,7.45,NA,ka-imi-fairbairn,NumberFire,12860,CHI,NA,NA,NA,NA,NA,NA,NA,NA,3.14,11.76,#13,28,7.46,7.46,7.46
Mason Crosby,K,GB,NA,1.5,1.93,0,NA,0.42,NA,0.49,NA,0.37,NA,0.18,NA,2.34,NA,7.44,NA,mason-crosby,NumberFire,8742,TB,NA,NA,NA,NA,NA,NA,NA,NA,3.72,11.16,#1,30,7.45,7.45,7.45
Matt Ammendola,K,KC,NA,1.31,1.91,0.04,NA,0.44,NA,0.5,NA,0.2,NA,0.18,NA,2.56,NA,7.19,NA,matt-ammendola,NumberFire,15523,IND,NA,NA,NA,NA,NA,NA,NA,NA,3.09,11.29,#17,31,7.2,7.2,7.2
Eddy Pineiro,K,CAR,NA,1.58,1.89,0,NA,0.34,NA,0.49,NA,0.59,NA,0.14,NA,1.61,NA,7.15,NA,eddy-pineiro,NumberFire,13719,NO,NA,NA,NA,NA,NA,NA,NA,NA,2.36,11.94,#6,32,7.16,7.16,7.16
Austin Seibert,K,DET,NA,NA,NA,NA,NA,0.48,NA,0.67,NA,0.68,NA,NA,NA,2.38,NA,7.87,NA,2562729,NFL,14258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.46,NA,NA,NA,3.05,NA,7.43,NA,89802,NFL,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,NA,NA,0.01,NA,0.48,NA,0.56,NA,0.49,NA,NA,NA,2.79,NA,7.41,NA,2533444,NFL,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,NA,NA,NA,NA,0.48,NA,0.68,NA,0.5,NA,NA,NA,2.33,NA,7.31,NA,2561534,NFL,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,NA,NA,0.1,NA,0.48,NA,0.48,NA,0.55,NA,NA,NA,2.31,NA,7.14,NA,2506264,NFL,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.44,NA,NA,NA,2.85,NA,7.14,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.48,NA,0.5,NA,0.4,NA,NA,NA,2.91,NA,7.05,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
