player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points
"Zylstra, Shane",TE,DET,NA,0.9,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,15604,PHI,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,BAL,NA,0.5,0.4,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,14209,@NYJ,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,0.2,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,13940,GBP,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Tyler",TE,GBP,NA,0.3,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,14996,@MIN,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyle, Nick",TE,BAL,NA,0.5,0.4,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,12328,@NYJ,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wesco, Trevon",TE,CHI,NA,0.2,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14231,SFO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otton, Cade",TE,TBB,NA,0.5,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15802,@DAL,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franks, Feleipe",TE,ATL,NA,0.3,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15244,NOS,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,5.9,5.9,76.3,NA,NA,1,0.1,13.53,NA,13829,FleaFlicker,13671,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE1,0,1,76.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6,6,72.2,NA,NA,1,0,13.14,NA,9360,FleaFlicker,11244,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,TE2,0,1,72.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,LV,NA,4.7,4.7,58.5,NA,NA,1,0,11.83,NA,11261,FleaFlicker,12263,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE5,0,1,58.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,NA,4.7,4.7,48.5,NA,NA,1,0,10.83,NA,13853,FleaFlicker,13772,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE6,0,1,48.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,3.6,3.6,41.7,NA,NA,1,0,10.15,NA,14734,FleaFlicker,14143,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE9,0,1,41.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,4.6,4.6,58.8,NA,NA,0.4,0,8.2,NA,16256,FleaFlicker,15329,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE3,0,0.4,58.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.3,4.3,53.3,NA,NA,0.5,0,8.13,NA,13813,FleaFlicker,13674,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE7,0,0.5,53.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,DET,NA,4.5,4.5,47.5,NA,NA,0.5,0,7.61,NA,14677,FleaFlicker,14138,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE8,0,0.5,47.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,3.9,3.9,47.5,NA,NA,0.5,0,7.49,NA,13023,FleaFlicker,13299,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE4,0,0.5,47.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3.3,3.3,39,NA,NA,0.3,0,5.58,NA,12088,FleaFlicker,12676,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE13,0,0.3,39,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,3.3,3.3,33.6,NA,NA,0.3,0,5.44,NA,12069,FleaFlicker,12677,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE23,0,0.3,33.6,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,3.7,3.7,39.4,NA,NA,0.2,0,5.36,NA,12140,FleaFlicker,12678,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE19,0,0.2,39.4,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,3,3,36.2,NA,NA,0.3,0,5.28,NA,13489,FleaFlicker,13427,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE20,0,0.3,36.2,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albert Okwuegbunam,TE,DEN,NA,3.5,3.5,37.2,NA,NA,0.2,0,5.2,NA,15716,FleaFlicker,14873,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE16,0,0.2,37.2,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.5,3.5,39.6,NA,NA,0.2,0,5.16,NA,12904,FleaFlicker,13192,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE14,0,0.2,39.6,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.7,3.7,38,NA,NA,0.2,0,5.1,NA,16293,FleaFlicker,15331,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE12,0,0.2,38,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,3.6,3.6,38,NA,NA,0.2,0,4.98,NA,9376,FleaFlicker,11247,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE10,0,0.2,38,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.8,3.8,38,NA,NA,0.2,0,4.98,NA,15573,FleaFlicker,14867,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE11,0,0.2,38,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,3.3,3.3,36.3,NA,NA,0.2,0,4.93,NA,12972,FleaFlicker,13236,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,TE18,0,0.2,36.3,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,3.3,3.3,34.9,NA,NA,0.2,0,4.79,NA,13845,FleaFlicker,13672,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE17,0,0.2,34.9,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,MIN,NA,3.2,3.2,34.2,NA,NA,0.2,0,4.66,NA,14701,FleaFlicker,14141,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE15,0,0.2,34.2,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,3.5,3.5,36.3,NA,NA,0.1,0,4.45,NA,14665,FleaFlicker,14137,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE21,0,0.1,36.3,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,2.4,2.4,31.2,NA,NA,0.2,0,4.24,NA,12887,FleaFlicker,13246,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE27,0,0.2,31.2,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,3,3,32.8,NA,NA,0.1,0,4.16,NA,12906,FleaFlicker,13189,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE22,0,0.1,32.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,2.5,2.5,25.8,NA,NA,0.2,0,3.76,NA,16420,FleaFlicker,15330,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE26,0,0.2,25.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CIN,NA,2.6,2.6,26.2,NA,NA,0.2,0,3.68,NA,13774,FleaFlicker,13680,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE25,0,0.2,26.2,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.4,2.4,23.5,NA,NA,0.1,0,3.17,NA,13980,FleaFlicker,13847,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE37,0,0.1,23.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,1.7,1.7,21.6,NA,NA,0.2,0,3.16,NA,16927,FleaFlicker,15798,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE33,0,0.2,21.6,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Rudolph,TE,TB,NA,2.1,2.1,21.4,NA,NA,0.1,0,2.98,NA,7444,FleaFlicker,10312,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE35,0,0.1,21.4,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,2,2,20.3,NA,NA,0.1,0,2.87,NA,10991,FleaFlicker,12110,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE29,0,0.1,20.3,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,2.1,2.1,20.6,NA,NA,0.1,0,2.66,NA,10353,FleaFlicker,11647,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE24,0,0.1,20.6,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,NO,NA,1.7,1.7,18.7,NA,NA,0.1,0,2.65,NA,15575,FleaFlicker,14870,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE30,0,0.1,18.7,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Arnold,TE,JAC,NA,1.6,1.6,19.1,NA,NA,0.1,0,2.57,NA,13665,FleaFlicker,13880,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE32,0,0.1,19.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,2,2,20.2,NA,NA,0.1,0,2.48,NA,16932,FleaFlicker,15873,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE36,0,0.1,20.2,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,HOU,NA,1.8,1.8,18.3,NA,NA,0.1,0,2.43,NA,13844,FleaFlicker,13753,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,18.3,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,2,2,20,NA,NA,0.1,0,2.42,NA,11276,FleaFlicker,12317,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE31,0,0.1,20,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,1.6,1.6,17.4,NA,NA,0.1,0,2.28,NA,15644,FleaFlicker,14875,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE40,0,0.1,17.4,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,1.6,1.6,17,NA,NA,0.1,0,2.18,NA,12974,FleaFlicker,13193,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE28,0,0.1,17,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.6,1.6,17.1,NA,NA,0.1,0,2.05,NA,16314,FleaFlicker,15332,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE41,0,0.1,17.1,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,1.4,1.4,15.2,NA,NA,0.1,0,2,NA,15567,FleaFlicker,14876,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,15.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,1.3,1.3,14.9,NA,NA,0.1,0,1.97,NA,16895,FleaFlicker,15794,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE34,0,0.1,14.9,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,1.4,1.4,15.8,NA,NA,0.1,0,1.94,NA,16360,FleaFlicker,15344,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE46,0,0.1,15.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Firkser,TE,ATL,NA,1,1,13.3,NA,NA,0.1,0,1.87,NA,13415,FleaFlicker,13919,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,13.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Hesse,TE,ATL,NA,1.3,1.3,13.2,NA,NA,0.1,0,1.84,NA,15431,FleaFlicker,15564,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,13.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,LV,NA,1.2,1.2,13.6,NA,NA,0.1,0,1.84,NA,14781,FleaFlicker,14239,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE44,0,0.1,13.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,1.4,1.4,13.4,NA,NA,0.1,0,1.76,NA,13905,FleaFlicker,13676,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,13.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geoff Swaim,TE,TEN,NA,1.4,1.4,11.8,NA,NA,0.1,0,1.72,NA,11287,FleaFlicker,12378,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,11.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,1.1,1.1,11.7,NA,NA,0.1,0,1.69,NA,16937,FleaFlicker,15802,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,11.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,HOU,NA,1.3,1.3,13,NA,NA,0.1,0,1.66,NA,13377,FleaFlicker,13994,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,13,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Gentry,TE,PIT,NA,1.2,1.2,12.8,NA,NA,0.1,0,1.64,NA,14863,FleaFlicker,14240,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,12.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,IND,NA,1,1,11.4,NA,NA,0.1,0,1.62,NA,16841,FleaFlicker,15840,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE45,0,0.1,11.4,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,1.1,1.1,10.7,NA,NA,0.1,0,1.61,NA,15183,FleaFlicker,14341,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,TE42,0,0.1,10.7,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,0.9,0.9,10,NA,NA,0.1,0,1.6,NA,16912,FleaFlicker,15889,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,10,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,1,1,10.3,NA,NA,0.1,0,1.55,NA,16933,FleaFlicker,15799,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,10.3,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Blanton,TE,KC,NA,0.9,0.9,10.3,NA,NA,0.1,0,1.51,NA,15141,FleaFlicker,14357,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,10.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Tomlinson,TE,DEN,NA,0.8,0.8,8.9,NA,NA,0.1,0,1.43,NA,11459,FleaFlicker,13065,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,8.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,1.1,1.1,11.9,NA,NA,0,0,1.41,NA,13874,FleaFlicker,13678,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0,11.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,0.9,0.9,10.5,NA,NA,0.1,0,1.39,NA,16340,FleaFlicker,15419,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,10.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Myarick,TE,NYG,NA,0.9,0.9,9.2,NA,NA,0.1,0,1.38,NA,15417,FleaFlicker,NA,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,9.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jody Fortson,TE,KC,NA,1,1,9.9,NA,NA,0.1,0,1.29,NA,15133,FleaFlicker,15070,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,9.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,DEN,NA,0.8,0.8,7.3,NA,NA,0.1,0,1.21,NA,13110,FleaFlicker,13315,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,7.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maxx Williams,TE,ARI,NA,0.8,0.8,8.3,NA,NA,0.1,0,1.2,NA,11191,FleaFlicker,12206,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,8.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcedes Lewis,TE,GB,NA,0.8,0.8,9.8,NA,NA,0,0,1.16,NA,4007,FleaFlicker,8269,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,9.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Vannett,TE,NO,NA,0.7,0.7,7.7,NA,NA,0.1,0,1.13,NA,12056,FleaFlicker,12680,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,7.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1,1,11.3,NA,NA,0,0,1.13,NA,13653,FleaFlicker,13424,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE43,0,0,11.3,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.6,0.6,6.8,NA,NA,0.1,0,1.1,NA,16572,FleaFlicker,15626,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,6.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,0.9,0.9,9.5,NA,NA,0,0,1.05,NA,14475,FleaFlicker,13763,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,9.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Hopkins,TE,LAR,NA,0.6,0.6,7.3,NA,NA,0.1,0,1.03,NA,15645,FleaFlicker,14868,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,7.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,0.5,0.5,6.7,NA,NA,0.1,0,1.03,NA,16036,FleaFlicker,14861,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,6.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre' McKitty,TE,LAC,NA,0.5,0.5,5.8,NA,NA,0.1,0,1,NA,16291,FleaFlicker,15333,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,5.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,0.5,0.5,6.1,NA,NA,0.1,0,0.95,NA,16430,FleaFlicker,15337,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.1,6.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armani Rogers,TE,WAS,NA,0.6,0.6,6.7,NA,NA,0.1,0,0.95,NA,17154,FleaFlicker,15990,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,6.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Griffin,TE,CHI,NA,0.7,0.7,7.4,NA,NA,0,0,0.9,NA,9458,FleaFlicker,11399,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,7.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O.J. Howard,TE,HOU,NA,0.7,0.7,8,NA,NA,0,0,0.85,NA,12891,FleaFlicker,13188,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE38,0,0,8,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross Dwelley,TE,SF,NA,0.6,0.6,5.4,NA,NA,0.1,0,0.84,NA,14377,FleaFlicker,13988,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,5.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,NYG,NA,0.7,0.7,7.1,NA,NA,0,0,0.83,NA,14275,FleaFlicker,14370,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0,7.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,0.8,0.8,7,NA,NA,0,0,0.7,NA,16417,FleaFlicker,15335,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,0.6,0.6,6.1,NA,NA,0,0,0.67,NA,13239,FleaFlicker,13940,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0,6.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
