player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
"Moore, Rondale",WR,ARI,NA,5.3,3.6,41,NA,NA,0.2,NA,2,NA,0,0,5.3,NA,NA,FantasySharks,15283,KCC,0.7,0,0.1,0.1,0,0,0,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,CLE,NA,4.7,2.6,43,NA,NA,0.1,NA,1,NA,0,0,5.1,NA,NA,FantasySharks,14857,@CAR,0.3,0.1,0,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,NYG,NA,8.1,4.6,48,NA,NA,0.1,NA,-0.9,NA,0,0,5.1,NA,NA,FantasySharks,15289,@TEN,0.6,0,0,0,0.1,0,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,IND,NA,5.3,3,38,NA,NA,0.2,NA,0,NA,0,0,5.1,NA,NA,FantasySharks,14112,@HOU,0.6,0.1,0,0,0,0,0.1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,6.4,4.1,45,NA,NA,0.1,NA,1,NA,0,0.1,4.9,NA,NA,FantasySharks,14127,@MIA,0.7,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,LAR,NA,4.7,2.5,35,NA,NA,0.2,NA,1,NA,0,0,4.9,NA,NA,FantasySharks,14858,BUF,0.8,0.1,0,0,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,4.8,3.3,32,NA,NA,0.2,NA,1,NA,0,0,4.7,NA,NA,FantasySharks,14847,@NYJ,0.8,0.1,0.1,0,0,0,0,27,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,NYJ,NA,4.2,3.1,29,NA,NA,0.1,NA,3,NA,0.1,0,4.7,NA,NA,FantasySharks,13638,BAL,0.5,0.1,0,0,0,0,0,48,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,CHI,NA,3.9,2.6,35,NA,NA,0.2,NA,0,NA,0,0.1,4.5,NA,NA,FantasySharks,13863,SFO,0.3,0,0,0,0,0.1,0,23,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,5.9,3.7,35,NA,NA,0.1,NA,3,NA,0,0,4.3,NA,NA,FantasySharks,13157,JAC,0.8,0.1,0,0,0,0,0,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,NOS,NA,3.9,2.4,34,NA,NA,0.1,NA,2,NA,0,0.1,4.3,NA,NA,FantasySharks,14558,@ATL,0.5,0,0,0,0,0,0.1,45,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,4.4,2.7,33,NA,NA,0.2,NA,0,NA,0,0.1,4.3,NA,NA,FantasySharks,15752,NYG,0.6,0.1,0.1,0,0,0,0,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,4.6,2.4,33,NA,NA,0.2,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,13168,PHI,0.5,0,0,0.1,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,6.8,3.2,38,NA,NA,0.1,NA,-1,NA,0,0.1,4.2,NA,NA,FantasySharks,14122,@TEN,0.6,0,0,0.1,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Tre'Quan",WR,NOS,NA,3.7,2.2,29,NA,NA,0.2,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,13645,@ATL,0.8,0,0.2,0,0,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,4.5,2.5,33,NA,NA,0.1,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,15290,IND,0.4,0,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,4,2.4,35,NA,NA,0.1,NA,0,NA,0,0,4.1,NA,NA,FantasySharks,14992,@DET,0.5,0,0,0,0.1,0,0,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,4.4,2.6,33,NA,NA,0.1,NA,0,NA,0,0.1,4,NA,NA,FantasySharks,13793,@ARI,0.6,0,0.1,0,0,0,0,13,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,4,2.5,30,NA,NA,0.2,NA,1,NA,0,0,4,NA,NA,FantasySharks,15319,LVR,0.8,0,0,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,7,3.3,33,NA,NA,0.1,NA,2,NA,0,0.1,3.9,NA,NA,FantasySharks,15762,@CIN,0.8,0.1,0,0,0,0,0,13,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,DAL,NA,5.2,2.8,34,NA,NA,0.1,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,13172,TBB,0.5,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.5,2.2,24,NA,NA,0.2,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,14860,@CHI,0.4,0.1,0.1,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,GBP,NA,3.3,2.1,26,NA,NA,0.2,NA,1,NA,0,0,3.8,NA,NA,FantasySharks,10308,@MIN,0.9,0.1,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,3.5,2.1,24,NA,NA,0.2,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,13652,NEP,0.5,0.1,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,5.2,3.1,33,NA,NA,0,NA,1,NA,0,0.1,3.5,NA,NA,FantasySharks,13176,@WAS,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyton, Jalen",WR,LAC,NA,3.3,2,24,NA,NA,0.1,NA,2,NA,0,0,3.4,NA,NA,FantasySharks,14337,LVR,0.5,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,3,1.9,24,NA,NA,0.2,NA,0,NA,0,0.1,3.3,NA,NA,FantasySharks,15109,NYG,0.4,0.1,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,3.3,2.1,23,NA,NA,0.1,NA,1,NA,0,0,3.3,NA,NA,FantasySharks,13066,PHI,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephus, Quintez",WR,DET,NA,2.6,1.5,21,NA,NA,0.1,NA,0,NA,0,0,3,NA,NA,FantasySharks,14850,PHI,0.3,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,ATL,NA,3.8,2.1,24,NA,NA,0.1,NA,0,NA,0,0,3,NA,NA,FantasySharks,14592,NOS,0.5,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,4.7,2.5,26,NA,NA,0,NA,1,NA,0,0,2.9,NA,NA,FantasySharks,15753,BAL,0.3,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,3.4,2,24,NA,NA,0.1,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,15768,@HOU,0.2,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Cam",WR,WAS,NA,2.7,1.6,20,NA,NA,0.1,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,13895,JAC,0.5,0.1,0,0,0,0.1,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,2.8,1.6,20,NA,NA,0.1,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,13289,@LAC,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,2.9,1.7,20,NA,NA,0.1,NA,1,NA,0,0,2.6,NA,NA,FantasySharks,15754,@ATL,0.3,0.1,0,0,0,0,0,13,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,BUF,NA,3.8,2.3,22,NA,NA,0,NA,1,NA,0,0,2.5,NA,NA,FantasySharks,12184,@LAR,0.5,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,HOU,NA,2.9,1.8,19,NA,NA,0.1,NA,0.1,NA,0,0,2.5,NA,NA,FantasySharks,12773,IND,0.3,0,0.1,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,3.6,2.2,21,NA,NA,0,NA,2,NA,0,0,2.4,NA,NA,FantasySharks,15755,JAC,0.3,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Julio",WR,TBB,NA,3.2,2,24,NA,NA,0,NA,0,NA,0,0,2.4,NA,NA,FantasySharks,10271,@DAL,0.5,0,0,0,0,0,0,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,3.3,2,18,NA,NA,0,NA,2,NA,0,0,2.3,NA,NA,FantasySharks,13308,@WAS,0.4,0,0,0,0,0,0,30,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Proche, James",WR,BAL,NA,3,1.8,18,NA,NA,0.1,NA,2,NA,0,0,2.3,NA,NA,FantasySharks,14848,@NYJ,0.3,0.1,0,0,0,0,0,22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,NEP,NA,2.7,1.3,18,NA,NA,0.1,NA,1,NA,0,0,2.2,NA,NA,FantasySharks,12181,@MIA,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,2.9,1.8,19,NA,NA,0,NA,0,NA,0,0,2.1,NA,NA,FantasySharks,15759,IND,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, D'Wayne",WR,SEA,NA,2.4,1.5,13,NA,NA,0.1,NA,2,NA,0,0,2,NA,NA,FantasySharks,15302,DEN,0.3,0,0,0.1,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,3.3,1.9,18,NA,NA,0,NA,1,NA,0,0,1.8,NA,NA,FantasySharks,14838,CLE,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jameson",WR,DET,NA,2.7,1.5,17,NA,NA,0,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,15756,PHI,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,3,1.6,18,NA,NA,0,NA,0.1,NA,0,0,1.7,NA,NA,FantasySharks,15758,@CAR,0.3,0,0,0,0,0,0,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fehoko, Simi",WR,DAL,NA,2.4,1.3,17,NA,NA,0,NA,-0.1,NA,0,0,1.7,NA,NA,FantasySharks,15303,TBB,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,3,1.6,15,NA,NA,0,NA,1,NA,0,0,1.7,NA,NA,FantasySharks,15308,CLE,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perriman, Breshad",WR,TBB,NA,2.5,1.5,16,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,12197,@DAL,0.4,0,0,0,0,0,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,PHI,NA,2.5,1.4,14,NA,NA,0,NA,1,NA,0,0,1.7,NA,NA,FantasySharks,13488,@DET,0.3,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,2.2,1.2,16,NA,NA,0,NA,1,NA,0,0,1.6,NA,NA,FantasySharks,15766,@ARI,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LAC,NA,1.6,0.9,9,NA,NA,0.1,NA,3,NA,0,0,1.6,NA,NA,FantasySharks,12394,LVR,0.1,0,0,0,0,0,0,51,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Denzel",WR,NYJ,NA,2.8,1,15,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,14846,BAL,0.3,0,0,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jeff",WR,NYJ,NA,1.9,1,13,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,14561,BAL,0.2,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Equanimeous",WR,CHI,NA,2.2,1,11,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,13637,SFO,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reagor, Jalen",WR,MIN,NA,2.2,1.1,11,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,14839,GBP,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,BAL,NA,1.3,0.8,8,NA,NA,0.1,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,12785,@NYJ,0.2,0,0,0.1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Rashard",WR,CAR,NA,2.3,1.1,12,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,12656,CLE,0.3,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,HOU,NA,2.1,1.2,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,14864,IND,0.3,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Byrd, Damiere",WR,ATL,NA,1.9,1.1,12,NA,NA,0,NA,0,NA,0,0.1,1.2,NA,NA,FantasySharks,12464,NOS,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milne, Dax",WR,WAS,NA,1.4,0.7,8,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,15326,JAC,0.1,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isabella, Andy",WR,ARI,NA,2.1,1.2,9,NA,NA,0,NA,2,NA,0,0,1,NA,NA,FantasySharks,14121,KCC,0.2,0,0,0,0,0,0,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,1.4,0.7,10,NA,NA,0,NA,-0.2,NA,0,0,1,NA,NA,FantasySharks,15292,JAC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,SEA,NA,2.1,0.8,9,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,11239,DEN,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorsett, Phillip",WR,HOU,NA,1.5,0.8,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,12188,IND,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,1.6,0.8,9,NA,NA,0,NA,0.1,NA,0,0,0.9,NA,NA,FantasySharks,15491,BUF,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,1.6,0.8,6,NA,NA,0,NA,1,NA,0,0,0.8,NA,NA,FantasySharks,15767,SFO,0.2,0,0,0,0,0,0,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyron",WR,LVR,NA,1.1,0.5,8,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,14117,@LAC,0.1,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patmon, Dezmon",WR,IND,NA,2,0.7,5,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,14998,@HOU,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,SFO,NA,2.1,1.1,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13641,@CHI,0.5,0,0,0,0,0,0,27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,1.1,0.5,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15285,@NYJ,0.2,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pettis, Dante",WR,CHI,NA,0.6,0.3,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13634,SFO,0,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boykin, Miles",WR,PIT,NA,1.6,1,5,NA,NA,0,NA,1,NA,0,0,0.5,NA,NA,FantasySharks,14125,@CIN,0.3,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,1.4,0.6,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,15789,@MIN,0.3,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Trent",WR,CIN,NA,0.6,0.3,4,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,13316,PIT,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIA,NA,1.2,0.4,3,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,13893,NEP,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,0.9,0.5,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,14315,@HOU,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philips, Kyle",WR,TEN,NA,1.2,0.4,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15901,NYG,0.3,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,0.8,0.4,3,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,15761,@LAR,0.2,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hart, Penny",WR,SEA,NA,0.7,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,14316,DEN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Montrell",WR,DEN,NA,1.4,0.4,3,NA,NA,0,NA,0,NA,0,0.1,0.3,NA,NA,FantasySharks,15900,@SEA,0.1,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kumerow, Jake",WR,BUF,NA,0.4,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,12443,@LAR,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Danny",WR,SFO,NA,0.5,0.2,2,NA,NA,0,NA,0.1,NA,0,0,0.2,NA,NA,FantasySharks,15782,@CHI,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Amari",WR,GBP,NA,0.4,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15297,@MIN,0.1,0,0,0,0,0,0,17,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston, Dennis",WR,DAL,NA,0.6,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15983,TBB,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,0.8,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16005,@WAS,0.1,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bernhardt, Jared",WR,ATL,NA,0.6,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16001,NOS,0.1,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
