player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Nick Westbrook-Ikhine,WR,TEN,NA,NA,3,35,NA,NA,0,NA,NA,NA,NA,NA,3.5,NA,17281,FFToday,15109,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equanimeous St. Brown,WR,CHI,NA,NA,3,33,NA,NA,0,NA,NA,NA,NA,NA,3.3,NA,16178,FFToday,13637,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,3,32,NA,NA,0,NA,NA,NA,NA,NA,3.2,NA,17172,FFToday,14977,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,BUF,NA,NA,3,31,NA,NA,0,NA,NA,NA,NA,NA,3.1,NA,15145,FFToday,12184,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,2,31,NA,NA,0,NA,NA,NA,NA,NA,3.1,NA,17126,FFToday,14860,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LAC,NA,NA,3,30,NA,NA,0,NA,NA,NA,NA,NA,3,NA,16060,FFToday,12394,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryan Edwards,WR,ATL,NA,NA,2,30,NA,NA,0,NA,NA,NA,NA,NA,3,NA,17069,FFToday,14844,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Schwartz,WR,CLE,NA,NA,2,28,NA,NA,0,NA,NA,NA,NA,NA,2.8,NA,17696,FFToday,15296,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,NA,2,28,NA,NA,0,NA,NA,NA,NA,NA,2.8,NA,17702,FFToday,15491,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,NA,2,27,NA,NA,0,NA,NA,NA,NA,NA,2.7,NA,11858,FFToday,10261,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,2,27,NA,NA,0,NA,NA,NA,NA,NA,2.7,NA,15985,FFToday,13168,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,NA,3,27,NA,NA,0,NA,NA,NA,NA,NA,2.7,NA,17239,FFToday,14992,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,NA,2,26,NA,NA,0,NA,NA,NA,NA,NA,2.6,NA,15900,FFToday,13289,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,NA,2,26,NA,NA,0,NA,NA,NA,NA,NA,2.6,NA,16131,FFToday,13652,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,NA,2,25,NA,NA,0,NA,NA,NA,NA,NA,2.5,NA,16892,FFToday,14337,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,NA,2,25,NA,NA,0,NA,NA,NA,NA,NA,2.5,NA,15663,FFToday,12773,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breshad Perriman,WR,TB,NA,NA,2,25,NA,NA,0,NA,NA,NA,NA,NA,2.5,NA,15274,FFToday,12197,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,NA,2,24,NA,NA,0,NA,NA,NA,NA,NA,2.4,NA,16125,FFToday,13638,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,2,24,NA,NA,0,NA,NA,NA,NA,NA,2.4,NA,18237,FFToday,15789,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,NA,2,23,NA,NA,0,NA,NA,NA,NA,NA,2.3,NA,11918,FFToday,10308,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,SEA,NA,NA,2,23,NA,NA,0,NA,NA,NA,NA,NA,2.3,NA,17560,FFToday,15302,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,NA,2,22,NA,NA,0,NA,NA,NA,NA,NA,2.2,NA,18178,FFToday,15901,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,NA,2,20,NA,NA,0,NA,NA,NA,NA,NA,2,NA,17709,FFToday,15298,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,NA,2,19,NA,NA,0,NA,NA,NA,NA,NA,1.9,NA,16306,FFToday,13724,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dennis Houston,WR,DAL,NA,NA,1,17,NA,NA,0,NA,NA,NA,NA,NA,1.7,NA,18284,FFToday,15983,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,NYG,NA,NA,1,15,NA,NA,0,NA,NA,NA,NA,NA,1.5,NA,17728,FFToday,15289,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,NA,1,13,NA,NA,0,NA,NA,NA,NA,NA,1.3,NA,13135,FFToday,11239,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,NA,1,11,NA,NA,0,NA,NA,NA,NA,NA,1.1,NA,14994,FFToday,13418,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,1,11,NA,NA,0,NA,NA,NA,NA,NA,1.1,NA,18158,FFToday,15766,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,NA,1,10,NA,NA,0,NA,NA,NA,NA,NA,1,NA,18013,FFToday,15758,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,PHI,NA,NA,1,8,NA,NA,0,NA,NA,NA,NA,NA,0.8,NA,16067,FFToday,13488,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,8,8,103.2,NA,NA,1,0.3,1.9,NA,0,0.1,16.45,NA,12970,FleaFlicker,13164,ATLSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR2,1,105.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,7.1,7.1,100.6,NA,NA,1,0.1,0.8,NA,0,0.1,16.02,NA,15540,FleaFlicker,14836,@PHIMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR1,1,101.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,7.6,7.6,95,NA,NA,1,0,0,NA,0,0.1,15.38,NA,10295,FleaFlicker,11675,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR5,1,95,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,5.8,5.8,89.7,NA,NA,1,0.7,4.1,NA,0,0.1,15.32,NA,16250,FleaFlicker,15281,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR3,1,93.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.1,6.1,65.7,NA,NA,1,0.3,2,NA,0,0.1,14.83,NA,16373,FleaFlicker,15287,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR30,1,67.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,6.1,6.1,79.3,NA,NA,1,0.6,3.5,NA,0,0.1,14.22,NA,12197,FleaFlicker,12801,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR9,1,82.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,6.6,6.6,82.8,NA,NA,1,0,0,NA,0,0.1,14.16,NA,11329,FleaFlicker,12186,TENMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR4,1,82.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.5,5.5,80.7,NA,NA,1,0.1,0.4,NA,0,0.1,13.99,NA,14694,FleaFlicker,14104,MINMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR6,1,81.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.3,4.3,63.9,NA,NA,0.3,5.2,32.5,NA,0.4,0.1,13.8,NA,14702,FleaFlicker,14136,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR7,0.7,96.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,5.3,5.3,76,NA,NA,1,0.4,1.9,NA,0,0,13.73,NA,12890,FleaFlicker,13154,@KCL 24-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13.73,WR13,1,77.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CAR,NA,5.2,5.2,68.4,NA,NA,1,0.5,3,NA,0,0.1,13.08,NA,13764,FleaFlicker,13635,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR16,1,71.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.7,4.7,68.8,NA,NA,1,0,0,NA,0,0,12.86,NA,13795,FleaFlicker,13630,HOUSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR14,1,68.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,5.6,5.6,68.1,NA,NA,1,0,0.1,NA,0,0.1,12.7,NA,14661,FleaFlicker,14105,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR21,1,68.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,5,5,67.4,NA,NA,1,0,0.1,NA,0,0,12.69,NA,10252,FleaFlicker,11671,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR8,1,67.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,4.2,4.2,66.1,NA,NA,1,0,0,NA,0,0,12.61,NA,15627,FleaFlicker,14845,TENMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR15,1,66.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.5,4.5,64.8,NA,NA,1,0,0.2,NA,0,0,12.48,NA,14746,FleaFlicker,14109,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR18,1,65,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,4.1,4.1,64.5,NA,NA,1,0.1,0.4,NA,0,0,12.47,NA,15544,FleaFlicker,14833,HOUSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR22,1,64.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4.5,4.5,64.4,NA,NA,1,0,0.3,NA,0,0,12.45,NA,15585,FleaFlicker,14835,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR11,1,64.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,5.2,5.2,61.8,NA,NA,1,0,0.2,NA,0,0,12.14,NA,12096,FleaFlicker,12652,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR24,1,62,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,5.2,5.2,56.6,NA,NA,1,0.1,1.2,NA,0,0.1,11.78,NA,12950,FleaFlicker,13156,LACW 27-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.78,WR31,1,57.8,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,LAR,NA,4.5,4.5,55.1,NA,NA,1,0,0,NA,0,0,11.49,NA,10305,FleaFlicker,11678,ATLSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR32,1,55.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,4.6,4.6,51.1,NA,NA,1,0,0.1,NA,0,0,11.1,NA,9891,FleaFlicker,11938,@PHIMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR38,1,51.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,GB,NA,3.4,3.4,46.6,NA,NA,1,0.2,1.4,NA,0,0,10.84,NA,14059,FleaFlicker,13632,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR35,1,47.9,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,5.9,5.9,72.1,NA,NA,0.5,0.1,0.9,NA,0,0.1,10.18,NA,10242,FleaFlicker,11674,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR23,0.5,73,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,5.1,5.1,67.5,NA,NA,0.5,0.4,2.4,NA,0,0.1,9.63,NA,15523,FleaFlicker,14832,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR12,0.5,70,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.7,5.7,63.5,NA,NA,0.5,0.3,1.5,NA,0,0.1,9.26,NA,16236,FleaFlicker,15284,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR19,0.5,64.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,5.7,5.7,63.1,NA,NA,0.5,0.3,1.6,NA,0,0.1,9.22,NA,14754,FleaFlicker,14208,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR26,0.5,64.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,5,5,62.5,NA,NA,0.5,0.1,0.3,NA,0,0,8.98,NA,13806,FleaFlicker,13633,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR33,0.5,62.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.9,4.9,62.2,NA,NA,0.5,0,0.1,NA,0,0,8.91,NA,14706,FleaFlicker,14102,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR20,0.5,62.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,4.2,4.2,57.1,NA,NA,0.5,0,0.2,NA,0,0,8.47,NA,16248,FleaFlicker,15293,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR25,0.5,57.3,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,4.3,4.3,55.9,NA,NA,0.4,0.4,2.9,NA,0,0,8.43,NA,16265,FleaFlicker,15288,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR27,0.4,58.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,4.6,4.6,59.9,NA,NA,0.4,0.3,1.6,NA,0,0,8.35,NA,15658,FleaFlicker,14974,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR28,0.4,61.5,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,3.5,3.5,54.2,NA,NA,0.4,0.1,0.4,NA,0,0,8.08,NA,13952,FleaFlicker,13793,LACW 27-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.08,WR51,0.4,54.6,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Gage,WR,TB,NA,5.5,5.5,59.7,NA,NA,0.4,0,0.1,NA,0,0.1,8,NA,13967,FleaFlicker,13809,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR50,0.4,59.7,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,3.8,3.8,53.2,NA,NA,0.4,0.2,1,NA,0,0,7.98,NA,15531,FleaFlicker,14840,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR34,0.4,54.1,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,4.3,4.3,50.7,NA,NA,0.4,0.7,4.4,NA,0,0,7.73,NA,9338,FleaFlicker,11228,@BUFMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR56,0.4,55.1,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.2,4.2,54.6,NA,NA,0.4,0,0.1,NA,0,0,7.61,NA,11177,FleaFlicker,12175,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR37,0.4,54.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,5,5,53.1,NA,NA,0.4,0.1,0.5,NA,0,0,7.56,NA,14836,FleaFlicker,14123,ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR41,0.4,53.6,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,4.1,4.1,47.1,NA,NA,0.5,0.1,0.4,NA,0,0,7.43,NA,16292,FleaFlicker,15319,@KCL 24-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7.43,WR60,0.5,47.4,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,4.2,4.2,53.7,NA,NA,0.3,0.1,0.4,NA,0,0,7.39,NA,16823,FleaFlicker,15751,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR29,0.3,54.1,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Chark,WR,DET,NA,3.8,3.8,51.7,NA,NA,0.4,0,0,NA,0,0,7.37,NA,13790,FleaFlicker,13668,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR70,0.4,51.7,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,4.5,4.5,58.6,NA,NA,0.2,0.1,0.8,NA,0,0,7.36,NA,11242,FleaFlicker,12187,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR40,0.2,59.3,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,3.8,3.8,42.5,NA,NA,0.2,2.3,14.5,NA,0.1,0.1,7.31,NA,12930,FleaFlicker,13157,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR75,0.3,57,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,PIT,NA,3.5,3.5,47.9,NA,NA,0.2,1.3,8.4,NA,0.1,0,7.29,NA,15597,FleaFlicker,14841,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR49,0.3,56.3,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarvis Landry,WR,NO,NA,4.5,4.5,52.9,NA,NA,0.3,0.2,1.4,NA,0,0,7.03,NA,10307,FleaFlicker,11680,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR54,0.3,54.3,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.4,3.4,45.9,NA,NA,0.4,0.1,0.1,NA,0,0,7,NA,16821,FleaFlicker,15755,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR45,0.4,46,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,3.8,3.8,52,NA,NA,0.3,0,0,NA,0,0,6.88,NA,16253,FleaFlicker,15282,MINMon 8:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR39,0.3,52,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
